年,週,年齡別,縣市,急性腹瀉急診就診人次
2009,23,7-12,新北市,47
2009,23,7-12,新竹市,16
2009,23,7-12,新竹縣,1
2009,23,7-12,花蓮縣,6
2009,23,7-12,金門縣,5
2009,23,7-12,苗栗縣,2
2009,23,7-12,高雄市,37
2009,23,7-12,台北市,63
2009,23,7-12,台中市,20
2009,23,7-12,台南市,11
2009,23,7-12,台東縣,3
2009,23,7-12,基隆市,3
2009,24,0-6,嘉義市,11
2009,24,0-6,嘉義縣,6
2009,24,0-6,桃園市,66
2009,24,0-6,屏東縣,14
2009,24,0-6,南投縣,6
2009,24,0-6,彰化縣,13
2009,24,0-6,澎湖縣,9
2009,24,0-6,宜蘭縣,21
2009,24,0-6,新北市,69
2009,24,0-6,新竹市,39
2009,24,0-6,新竹縣,9
2009,24,0-6,花蓮縣,11
2009,24,0-6,金門縣,4
2009,24,0-6,苗栗縣,12
2009,24,0-6,高雄市,81
2009,24,0-6,台北市,146
2009,24,0-6,台中市,73
2009,24,0-6,台南市,36
2009,24,0-6,台東縣,8
2009,24,0-6,雲林縣,9
2009,24,0-6,基隆市,11
2009,24,13-18,嘉義市,2
2009,24,13-18,嘉義縣,2
2009,24,13-18,桃園市,15
2009,24,13-18,屏東縣,8
2009,24,13-18,南投縣,10
2009,24,13-18,彰化縣,6
2009,24,13-18,澎湖縣,1
2009,24,13-18,宜蘭縣,5
2009,24,13-18,新北市,22
2009,24,13-18,新竹市,11
2009,24,13-18,新竹縣,4
2009,24,13-18,花蓮縣,2
2009,24,13-18,苗栗縣,7
2009,24,13-18,高雄市,22
2009,24,13-18,台北市,29
2009,24,13-18,台中市,26
2009,24,13-18,台南市,12
2009,24,13-18,台東縣,5
2009,24,13-18,基隆市,1
2009,24,19-64,嘉義市,18
2009,24,19-64,嘉義縣,13
2009,24,19-64,桃園市,121
2009,24,19-64,屏東縣,67
2009,24,19-64,南投縣,56
2009,24,19-64,彰化縣,38
2009,24,19-64,澎湖縣,21
2009,24,19-64,宜蘭縣,41
2009,24,19-64,新北市,234
2009,24,19-64,新竹市,98
2009,24,19-64,新竹縣,40
2009,24,19-64,花蓮縣,29
2009,24,19-64,金門縣,18
2009,24,19-64,苗栗縣,65
2009,24,19-64,高雄市,220
2009,24,19-64,台北市,321
2009,24,19-64,台中市,186
2009,24,19-64,台南市,130
2009,24,19-64,台東縣,19
2009,24,19-64,雲林縣,12
2009,24,19-64,基隆市,17
2009,24,65+,嘉義市,6
2009,24,65+,嘉義縣,1
2009,24,65+,桃園市,19
2009,24,65+,屏東縣,10
2009,24,65+,南投縣,8
2009,24,65+,彰化縣,4
2009,24,65+,澎湖縣,5
2009,24,65+,宜蘭縣,7
2009,24,65+,新北市,31
2009,24,65+,新竹市,8
2009,24,65+,新竹縣,5
2009,24,65+,花蓮縣,4
2009,24,65+,金門縣,3
2009,24,65+,苗栗縣,10
2009,24,65+,高雄市,44
2009,24,65+,台北市,45
2009,24,65+,台中市,31
2009,24,65+,台南市,33
2009,24,65+,台東縣,4
2009,24,65+,雲林縣,2
2009,24,65+,基隆市,5
2009,24,7-12,嘉義市,5
2009,24,7-12,嘉義縣,7
2009,24,7-12,桃園市,14
2009,24,7-12,屏東縣,4
2009,24,7-12,南投縣,8
2009,24,7-12,澎湖縣,3
2009,24,7-12,宜蘭縣,10
2009,24,7-12,新北市,25
2009,24,7-12,新竹市,10
2009,24,7-12,新竹縣,3
2009,24,7-12,金門縣,3
2009,24,7-12,苗栗縣,3
2009,24,7-12,高雄市,25
2009,24,7-12,台北市,38
2009,24,7-12,台中市,8
2009,24,7-12,台南市,4
2009,24,7-12,台東縣,4
2009,24,7-12,雲林縣,4
2009,24,7-12,基隆市,1
2009,25,0-6,嘉義市,13
2009,25,0-6,嘉義縣,5
2009,25,0-6,桃園市,78
2009,25,0-6,屏東縣,9
2009,25,0-6,南投縣,8
2009,25,0-6,彰化縣,19
2009,25,0-6,澎湖縣,2
2009,25,0-6,宜蘭縣,20
2009,25,0-6,新北市,86
2009,25,0-6,新竹市,39
2009,25,0-6,新竹縣,7
2009,25,0-6,花蓮縣,17
2009,25,0-6,金門縣,8
2009,25,0-6,苗栗縣,10
2009,25,0-6,高雄市,64
2009,25,0-6,台北市,191
2009,25,0-6,台中市,83
2009,25,0-6,台南市,30
2009,25,0-6,台東縣,9
2009,25,0-6,雲林縣,11
2009,25,0-6,基隆市,15
2009,25,13-18,嘉義市,8
2009,25,13-18,嘉義縣,3
2009,25,13-18,桃園市,19
2009,25,13-18,屏東縣,14
2009,25,13-18,南投縣,6
2009,25,13-18,彰化縣,3
2009,25,13-18,澎湖縣,6
2009,25,13-18,宜蘭縣,5
2009,25,13-18,新北市,33
2009,25,13-18,新竹市,15
2009,25,13-18,新竹縣,9
2009,25,13-18,花蓮縣,1
2009,25,13-18,金門縣,3
2009,25,13-18,苗栗縣,10
2009,25,13-18,高雄市,38
2009,25,13-18,台北市,40
2009,25,13-18,台中市,36
2009,25,13-18,台南市,17
2009,25,13-18,台東縣,3
2009,25,13-18,基隆市,6
2009,25,19-64,嘉義市,33
2009,25,19-64,嘉義縣,21
2009,25,19-64,桃園市,173
2009,25,19-64,屏東縣,58
2009,25,19-64,南投縣,46
2009,25,19-64,彰化縣,59
2009,25,19-64,澎湖縣,32
2009,25,19-64,宜蘭縣,48
2009,25,19-64,新北市,287
2009,25,19-64,新竹市,106
2009,25,19-64,新竹縣,41
2009,25,19-64,花蓮縣,33
2009,25,19-64,金門縣,13
2009,25,19-64,苗栗縣,44
2009,25,19-64,高雄市,270
2009,25,19-64,台北市,330
2009,25,19-64,台中市,224
2009,25,19-64,台南市,122
2009,25,19-64,台東縣,15
2009,25,19-64,雲林縣,22
2009,25,19-64,基隆市,25
2009,25,65+,嘉義市,6
2009,25,65+,嘉義縣,2
2009,25,65+,桃園市,39
2009,25,65+,屏東縣,13
2009,25,65+,南投縣,12
2009,25,65+,彰化縣,8
2009,25,65+,澎湖縣,3
2009,25,65+,宜蘭縣,13
2009,25,65+,新北市,32
2009,25,65+,新竹市,16
2009,25,65+,新竹縣,7
2009,25,65+,花蓮縣,8
2009,25,65+,金門縣,4
2009,25,65+,苗栗縣,8
2009,25,65+,高雄市,40
2009,25,65+,台北市,52
2009,25,65+,台中市,21
2009,25,65+,台南市,33
2009,25,65+,台東縣,3
2009,25,65+,雲林縣,8
2009,25,65+,基隆市,11
2009,25,7-12,嘉義市,3
2009,25,7-12,嘉義縣,2
2009,25,7-12,桃園市,23
2009,25,7-12,屏東縣,38
2009,25,7-12,南投縣,2
2009,25,7-12,彰化縣,8
2009,25,7-12,澎湖縣,3
2009,25,7-12,宜蘭縣,7
2009,25,7-12,新北市,35
2009,25,7-12,新竹市,10
2009,25,7-12,新竹縣,1
2009,25,7-12,花蓮縣,4
2009,25,7-12,金門縣,3
2009,25,7-12,苗栗縣,4
2009,25,7-12,高雄市,38
2009,25,7-12,台北市,45
2009,25,7-12,台中市,20
2009,25,7-12,台南市,12
2009,25,7-12,台東縣,5
2009,25,7-12,雲林縣,5
2009,25,7-12,基隆市,11
2009,26,0-6,嘉義市,5
2009,26,0-6,嘉義縣,10
2009,26,0-6,桃園市,90
2009,26,0-6,屏東縣,12
2009,26,0-6,南投縣,11
2009,26,0-6,彰化縣,13
2009,26,0-6,澎湖縣,10
2009,26,0-6,宜蘭縣,19
2009,26,0-6,新北市,98
2009,26,0-6,新竹市,44
2009,26,0-6,新竹縣,7
2009,26,0-6,花蓮縣,15
2009,26,0-6,金門縣,4
2009,26,0-6,苗栗縣,9
2009,26,0-6,高雄市,78
2009,26,0-6,台北市,157
2009,26,0-6,台中市,70
2009,26,0-6,台南市,34
2009,26,0-6,台東縣,14
2009,26,0-6,雲林縣,9
2009,26,0-6,基隆市,27
2009,26,13-18,嘉義市,3
2009,26,13-18,嘉義縣,3
2009,26,13-18,桃園市,19
2009,26,13-18,屏東縣,13
2009,26,13-18,南投縣,2
2009,26,13-18,彰化縣,5
2009,26,13-18,澎湖縣,9
2009,26,13-18,宜蘭縣,3
2009,26,13-18,新北市,31
2009,26,13-18,新竹市,10
2009,26,13-18,新竹縣,4
2009,26,13-18,花蓮縣,9
2009,26,13-18,金門縣,1
2009,26,13-18,苗栗縣,7
2009,26,13-18,高雄市,34
2009,26,13-18,台北市,37
2009,26,13-18,台中市,27
2009,26,13-18,台南市,15
2009,26,13-18,台東縣,2
2009,26,13-18,雲林縣,3
2009,26,13-18,基隆市,6
2009,26,19-64,嘉義市,21
2009,26,19-64,嘉義縣,31
2009,26,19-64,桃園市,141
2009,26,19-64,屏東縣,75
2009,26,19-64,南投縣,42
2009,26,19-64,彰化縣,39
2009,26,19-64,澎湖縣,67
2009,26,19-64,宜蘭縣,36
2009,26,19-64,新北市,238
2009,26,19-64,新竹市,99
2009,26,19-64,新竹縣,40
2009,26,19-64,花蓮縣,31
2009,26,19-64,金門縣,14
2009,26,19-64,苗栗縣,39
2009,26,19-64,高雄市,268
2009,26,19-64,台北市,317
2009,26,19-64,台中市,198
2009,26,19-64,台南市,124
2009,26,19-64,台東縣,13
2009,26,19-64,雲林縣,26
2009,26,19-64,基隆市,43
2009,26,65+,嘉義市,5
2009,26,65+,嘉義縣,9
2009,26,65+,桃園市,36
2009,26,65+,屏東縣,23
2009,26,65+,南投縣,4
2009,26,65+,彰化縣,6
2009,26,65+,澎湖縣,6
2009,26,65+,宜蘭縣,18
2009,26,65+,新北市,19
2009,26,65+,新竹市,7
2009,26,65+,新竹縣,9
2009,26,65+,花蓮縣,8
2009,26,65+,金門縣,3
2009,26,65+,苗栗縣,11
2009,26,65+,高雄市,47
2009,26,65+,台北市,66
2009,26,65+,台中市,24
2009,26,65+,台南市,31
2009,26,65+,台東縣,3
2009,26,65+,雲林縣,5
2009,26,65+,基隆市,10
2009,26,7-12,嘉義市,3
2009,26,7-12,嘉義縣,4
2009,26,7-12,桃園市,20
2009,26,7-12,屏東縣,4
2009,26,7-12,南投縣,4
2009,26,7-12,彰化縣,10
2009,26,7-12,澎湖縣,5
2009,26,7-12,宜蘭縣,5
2009,26,7-12,新北市,29
2009,26,7-12,新竹市,8
2009,26,7-12,新竹縣,1
2009,26,7-12,花蓮縣,4
2009,26,7-12,苗栗縣,3
2009,26,7-12,高雄市,27
2009,26,7-12,台北市,53
2009,26,7-12,台中市,22
2009,26,7-12,台南市,10
2009,26,7-12,台東縣,3
2009,26,7-12,雲林縣,7
2009,26,7-12,基隆市,13
2009,27,0-6,嘉義市,9
2009,27,0-6,嘉義縣,4
2009,27,0-6,桃園市,67
2009,27,0-6,屏東縣,15
2009,27,0-6,南投縣,9
2009,27,0-6,彰化縣,21
2009,27,0-6,澎湖縣,6
2009,27,0-6,宜蘭縣,22
2009,27,0-6,新北市,94
2009,27,0-6,新竹市,52
2009,27,0-6,新竹縣,2
2009,27,0-6,花蓮縣,10
2009,27,0-6,金門縣,7
2009,27,0-6,苗栗縣,6
2009,27,0-6,高雄市,74
2009,27,0-6,台北市,193
2009,27,0-6,台中市,82
2009,27,0-6,台南市,20
2009,27,0-6,台東縣,7
2009,27,0-6,雲林縣,15
2009,27,0-6,基隆市,29
2009,27,13-18,嘉義市,2
2009,27,13-18,嘉義縣,4
2009,27,13-18,桃園市,15
2009,27,13-18,屏東縣,8
2009,27,13-18,南投縣,5
2009,27,13-18,彰化縣,7
2009,27,13-18,澎湖縣,6
2009,27,13-18,宜蘭縣,6
2009,27,13-18,新北市,32
2009,27,13-18,新竹市,4
2009,27,13-18,新竹縣,6
2009,27,13-18,花蓮縣,2
2009,27,13-18,金門縣,2
2009,27,13-18,苗栗縣,4
2009,27,13-18,高雄市,29
2009,27,13-18,台北市,37
2009,27,13-18,台中市,24
2009,27,13-18,台南市,12
2009,27,13-18,台東縣,4
2009,27,13-18,雲林縣,1
2009,27,13-18,基隆市,5
2009,27,19-64,嘉義市,31
2009,27,19-64,嘉義縣,20
2009,27,19-64,桃園市,145
2009,27,19-64,屏東縣,77
2009,27,19-64,南投縣,49
2009,27,19-64,彰化縣,54
2009,27,19-64,澎湖縣,63
2009,27,19-64,宜蘭縣,44
2009,27,19-64,新北市,273
2009,27,19-64,新竹市,99
2009,27,19-64,新竹縣,47
2009,27,19-64,花蓮縣,25
2009,27,19-64,金門縣,10
2009,27,19-64,苗栗縣,41
2009,27,19-64,高雄市,252
2009,27,19-64,台北市,379
2009,27,19-64,台中市,217
2009,27,19-64,台南市,133
2009,27,19-64,台東縣,15
2009,27,19-64,雲林縣,34
2009,27,19-64,基隆市,47
2009,27,65+,嘉義市,4
2009,27,65+,嘉義縣,4
2009,27,65+,桃園市,30
2009,27,65+,屏東縣,17
2009,27,65+,南投縣,17
2009,27,65+,彰化縣,11
2009,27,65+,澎湖縣,7
2009,27,65+,宜蘭縣,13
2009,27,65+,新北市,28
2009,27,65+,新竹市,14
2009,27,65+,新竹縣,6
2009,27,65+,花蓮縣,7
2009,27,65+,金門縣,2
2009,27,65+,苗栗縣,2
2009,27,65+,高雄市,33
2009,27,65+,台北市,55
2009,27,65+,台中市,29
2009,27,65+,台南市,34
2009,27,65+,台東縣,5
2009,27,65+,雲林縣,5
2009,27,65+,基隆市,10
2009,27,7-12,嘉義市,7
2009,27,7-12,嘉義縣,2
2009,27,7-12,桃園市,11
2009,27,7-12,屏東縣,3
2009,27,7-12,南投縣,4
2009,27,7-12,彰化縣,2
2009,27,7-12,澎湖縣,9
2009,27,7-12,宜蘭縣,4
2009,27,7-12,新北市,30
2009,27,7-12,新竹市,22
2009,27,7-12,新竹縣,1
2009,27,7-12,花蓮縣,1
2009,27,7-12,金門縣,4
2009,27,7-12,高雄市,35
2009,27,7-12,台北市,61
2009,27,7-12,台中市,14
2009,27,7-12,台南市,7
2009,27,7-12,雲林縣,3
2009,27,7-12,基隆市,10
2009,28,0-6,嘉義市,9
2009,28,0-6,嘉義縣,11
2009,28,0-6,桃園市,67
2009,28,0-6,屏東縣,9
2009,28,0-6,南投縣,15
2009,28,0-6,彰化縣,12
2009,28,0-6,澎湖縣,21
2009,28,0-6,宜蘭縣,20
2009,28,0-6,新北市,101
2009,28,0-6,新竹市,59
2009,28,0-6,新竹縣,6
2009,28,0-6,花蓮縣,8
2009,28,0-6,苗栗縣,4
2009,28,0-6,高雄市,69
2009,28,0-6,台北市,172
2009,28,0-6,台中市,81
2009,28,0-6,台南市,33
2009,28,0-6,台東縣,11
2009,28,0-6,雲林縣,16
2009,28,0-6,基隆市,17
2009,28,13-18,嘉義市,3
2009,28,13-18,嘉義縣,4
2009,28,13-18,桃園市,16
2009,28,13-18,屏東縣,17
2009,28,13-18,南投縣,8
2009,28,13-18,彰化縣,6
2009,28,13-18,澎湖縣,12
2009,28,13-18,宜蘭縣,5
2009,28,13-18,新北市,23
2009,28,13-18,新竹市,9
2009,28,13-18,新竹縣,8
2009,28,13-18,花蓮縣,4
2009,28,13-18,金門縣,2
2009,28,13-18,苗栗縣,5
2009,28,13-18,高雄市,30
2009,28,13-18,台北市,41
2009,28,13-18,台中市,20
2009,28,13-18,台南市,15
2009,28,13-18,台東縣,2
2009,28,13-18,雲林縣,3
2009,28,13-18,基隆市,5
2009,28,19-64,嘉義市,33
2009,28,19-64,嘉義縣,30
2009,28,19-64,桃園市,143
2009,28,19-64,屏東縣,67
2009,28,19-64,南投縣,35
2009,28,19-64,彰化縣,40
2009,28,19-64,澎湖縣,78
2009,28,19-64,宜蘭縣,26
2009,28,19-64,新北市,265
2009,28,19-64,新竹市,119
2009,28,19-64,新竹縣,38
2009,28,19-64,花蓮縣,43
2009,28,19-64,金門縣,5
2009,28,19-64,苗栗縣,35
2009,28,19-64,高雄市,239
2009,28,19-64,台北市,336
2009,28,19-64,台中市,242
2009,28,19-64,台南市,132
2009,28,19-64,台東縣,9
2009,28,19-64,雲林縣,22
2009,28,19-64,基隆市,30
2009,28,65+,嘉義市,4
2009,28,65+,嘉義縣,7
2009,28,65+,桃園市,32
2009,28,65+,屏東縣,17
2009,28,65+,南投縣,12
2009,28,65+,彰化縣,14
2009,28,65+,澎湖縣,8
2009,28,65+,宜蘭縣,13
2009,28,65+,新北市,30
2009,28,65+,新竹市,8
2009,28,65+,新竹縣,7
2009,28,65+,花蓮縣,14
2009,28,65+,金門縣,1
2009,28,65+,苗栗縣,3
2009,28,65+,高雄市,44
2009,28,65+,台北市,62
2009,28,65+,台中市,36
2009,28,65+,台南市,33
2009,28,65+,台東縣,1
2009,28,65+,雲林縣,4
2009,28,65+,基隆市,6
2009,28,7-12,嘉義市,4
2009,28,7-12,嘉義縣,5
2009,28,7-12,桃園市,11
2009,28,7-12,屏東縣,9
2009,28,7-12,南投縣,3
2009,28,7-12,彰化縣,7
2009,28,7-12,澎湖縣,10
2009,28,7-12,宜蘭縣,5
2009,28,7-12,新北市,27
2009,28,7-12,新竹市,15
2009,28,7-12,新竹縣,1
2009,28,7-12,花蓮縣,2
2009,28,7-12,苗栗縣,3
2009,28,7-12,高雄市,35
2009,28,7-12,台北市,48
2009,28,7-12,台中市,24
2009,28,7-12,台南市,17
2009,28,7-12,台東縣,2
2009,28,7-12,雲林縣,5
2009,28,7-12,基隆市,4
2009,29,0-6,嘉義市,11
2009,29,0-6,嘉義縣,14
2009,29,0-6,桃園市,70
2009,29,0-6,屏東縣,17
2009,29,0-6,南投縣,10
2009,29,0-6,彰化縣,20
2009,29,0-6,澎湖縣,9
2009,29,0-6,宜蘭縣,12
2009,29,0-6,新北市,89
2009,29,0-6,新竹市,47
2009,29,0-6,新竹縣,6
2009,29,0-6,花蓮縣,9
2009,29,0-6,苗栗縣,3
2009,29,0-6,高雄市,73
2009,29,0-6,台北市,200
2009,29,0-6,台中市,74
2009,29,0-6,台南市,28
2009,29,0-6,台東縣,7
2009,29,0-6,雲林縣,19
2009,29,13-18,嘉義市,2
2009,29,13-18,嘉義縣,5
2009,29,13-18,桃園市,14
2009,29,13-18,屏東縣,11
2009,29,13-18,南投縣,7
2009,29,13-18,彰化縣,5
2009,29,13-18,澎湖縣,14
2009,29,13-18,宜蘭縣,7
2009,29,13-18,新北市,24
2009,29,13-18,新竹市,8
2009,29,13-18,新竹縣,5
2009,29,13-18,花蓮縣,6
2009,29,13-18,苗栗縣,3
2009,29,13-18,高雄市,25
2009,29,13-18,台北市,41
2009,29,13-18,台中市,17
2009,29,13-18,台南市,11
2009,29,13-18,台東縣,1
2009,29,13-18,雲林縣,3
2009,29,13-18,基隆市,7
2009,29,19-64,嘉義市,38
2009,29,19-64,嘉義縣,21
2009,29,19-64,桃園市,185
2009,29,19-64,屏東縣,92
2009,29,19-64,南投縣,41
2009,29,19-64,彰化縣,49
2009,29,19-64,澎湖縣,66
2009,29,19-64,宜蘭縣,37
2009,29,19-64,新北市,298
2009,29,19-64,新竹市,108
2009,29,19-64,新竹縣,49
2009,29,19-64,花蓮縣,42
2009,29,19-64,金門縣,5
2009,29,19-64,苗栗縣,35
2009,29,19-64,高雄市,254
2009,29,19-64,台北市,370
2009,29,19-64,台中市,263
2009,29,19-64,台南市,119
2009,29,19-64,台東縣,14
2009,29,19-64,雲林縣,30
2009,29,19-64,基隆市,30
2009,29,65+,嘉義市,6
2009,29,65+,嘉義縣,9
2009,29,65+,桃園市,32
2009,29,65+,屏東縣,22
2009,29,65+,南投縣,7
2009,29,65+,彰化縣,5
2009,29,65+,澎湖縣,7
2009,29,65+,宜蘭縣,11
2009,29,65+,新北市,41
2009,29,65+,新竹市,13
2009,29,65+,新竹縣,6
2009,29,65+,花蓮縣,10
2009,29,65+,金門縣,2
2009,29,65+,苗栗縣,4
2009,29,65+,高雄市,39
2009,29,65+,台北市,54
2009,29,65+,台中市,37
2009,29,65+,台南市,29
2009,29,65+,台東縣,5
2009,29,65+,雲林縣,4
2009,29,65+,基隆市,1
2009,29,7-12,嘉義市,3
2009,29,7-12,嘉義縣,3
2009,29,7-12,桃園市,25
2009,29,7-12,屏東縣,7
2009,29,7-12,南投縣,8
2009,29,7-12,彰化縣,9
2009,29,7-12,澎湖縣,7
2009,29,7-12,宜蘭縣,6
2009,29,7-12,新北市,23
2009,29,7-12,新竹市,10
2009,29,7-12,新竹縣,6
2009,29,7-12,花蓮縣,2
2009,29,7-12,苗栗縣,1
2009,29,7-12,高雄市,28
2009,29,7-12,台北市,56
2009,29,7-12,台中市,20
2009,29,7-12,台南市,14
2009,29,7-12,雲林縣,6
2009,29,7-12,基隆市,2
2009,30,0-6,嘉義市,18
2009,30,0-6,嘉義縣,11
2009,30,0-6,桃園市,104
2009,30,0-6,屏東縣,8
2009,30,0-6,南投縣,14
2009,30,0-6,彰化縣,13
2009,30,0-6,澎湖縣,10
2009,30,0-6,宜蘭縣,17
2009,30,0-6,新北市,104
2009,30,0-6,新竹市,42
2009,30,0-6,新竹縣,7
2009,30,0-6,花蓮縣,15
2009,30,0-6,金門縣,4
2009,30,0-6,苗栗縣,11
2009,30,0-6,高雄市,74
2009,30,0-6,台北市,193
2009,30,0-6,台中市,81
2009,30,0-6,台南市,26
2009,30,0-6,台東縣,1
2009,30,0-6,雲林縣,20
2009,30,0-6,基隆市,17
2009,30,13-18,嘉義縣,1
2009,30,13-18,桃園市,23
2009,30,13-18,屏東縣,13
2009,30,13-18,南投縣,6
2009,30,13-18,彰化縣,7
2009,30,13-18,澎湖縣,5
2009,30,13-18,宜蘭縣,9
2009,30,13-18,新北市,46
2009,30,13-18,新竹市,12
2009,30,13-18,新竹縣,2
2009,30,13-18,花蓮縣,6
2009,30,13-18,金門縣,3
2009,30,13-18,苗栗縣,6
2009,30,13-18,高雄市,32
2009,30,13-18,台北市,40
2009,30,13-18,台中市,27
2009,30,13-18,台南市,20
2009,30,13-18,台東縣,4
2009,30,13-18,雲林縣,6
2009,30,13-18,基隆市,3
2009,30,19-64,嘉義市,42
2009,30,19-64,嘉義縣,26
2009,30,19-64,桃園市,201
2009,30,19-64,屏東縣,93
2009,30,19-64,南投縣,32
2009,30,19-64,彰化縣,47
2009,30,19-64,澎湖縣,50
2009,30,19-64,宜蘭縣,37
2009,30,19-64,新北市,274
2009,30,19-64,新竹市,119
2009,30,19-64,新竹縣,43
2009,30,19-64,花蓮縣,51
2009,30,19-64,金門縣,27
2009,30,19-64,苗栗縣,36
2009,30,19-64,高雄市,298
2009,30,19-64,台北市,398
2009,30,19-64,台中市,239
2009,30,19-64,台南市,139
2009,30,19-64,台東縣,13
2009,30,19-64,雲林縣,37
2009,30,19-64,基隆市,45
2009,30,65+,嘉義市,3
2009,30,65+,嘉義縣,5
2009,30,65+,桃園市,35
2009,30,65+,屏東縣,23
2009,30,65+,南投縣,16
2009,30,65+,彰化縣,7
2009,30,65+,澎湖縣,6
2009,30,65+,宜蘭縣,7
2009,30,65+,新北市,36
2009,30,65+,新竹市,13
2009,30,65+,新竹縣,12
2009,30,65+,花蓮縣,11
2009,30,65+,金門縣,7
2009,30,65+,苗栗縣,4
2009,30,65+,高雄市,41
2009,30,65+,台北市,68
2009,30,65+,台中市,46
2009,30,65+,台南市,22
2009,30,65+,台東縣,1
2009,30,65+,雲林縣,8
2009,30,65+,基隆市,4
2009,30,7-12,嘉義市,4
2009,30,7-12,桃園市,17
2009,30,7-12,屏東縣,11
2009,30,7-12,南投縣,11
2009,30,7-12,彰化縣,6
2009,30,7-12,澎湖縣,6
2009,30,7-12,宜蘭縣,6
2009,30,7-12,新北市,37
2009,30,7-12,新竹市,6
2009,30,7-12,新竹縣,7
2009,30,7-12,花蓮縣,7
2009,30,7-12,金門縣,1
2009,30,7-12,苗栗縣,2
2009,30,7-12,高雄市,32
2009,30,7-12,台北市,52
2009,30,7-12,台中市,29
2009,30,7-12,台南市,16
2009,30,7-12,台東縣,5
2009,30,7-12,雲林縣,4
2009,30,7-12,基隆市,3
2009,31,0-6,嘉義市,11
2009,31,0-6,嘉義縣,9
2009,31,0-6,桃園市,88
2009,31,0-6,屏東縣,21
2009,31,0-6,南投縣,14
2009,31,0-6,彰化縣,14
2009,31,0-6,澎湖縣,8
2009,31,0-6,宜蘭縣,13
2009,31,0-6,新北市,93
2009,31,0-6,新竹市,60
2009,31,0-6,新竹縣,7
2009,31,0-6,花蓮縣,9
2009,31,0-6,金門縣,1
2009,31,0-6,苗栗縣,2
2009,31,0-6,高雄市,72
2009,31,0-6,台北市,186
2009,31,0-6,台中市,80
2009,31,0-6,台南市,31
2009,31,0-6,台東縣,7
2009,31,0-6,雲林縣,9
2009,31,0-6,基隆市,20
2009,31,13-18,嘉義市,7
2009,31,13-18,嘉義縣,1
2009,31,13-18,桃園市,19
2009,31,13-18,屏東縣,13
2009,31,13-18,南投縣,5
2009,31,13-18,彰化縣,7
2009,31,13-18,澎湖縣,3
2009,31,13-18,宜蘭縣,9
2009,31,13-18,新北市,35
2009,31,13-18,新竹市,15
2009,31,13-18,新竹縣,3
2009,31,13-18,花蓮縣,5
2009,31,13-18,金門縣,2
2009,31,13-18,苗栗縣,8
2009,31,13-18,高雄市,49
2009,31,13-18,台北市,54
2009,31,13-18,台中市,40
2009,31,13-18,台南市,15
2009,31,13-18,台東縣,7
2009,31,13-18,雲林縣,5
2009,31,13-18,基隆市,5
2009,31,19-64,嘉義市,54
2009,31,19-64,嘉義縣,23
2009,31,19-64,桃園市,187
2009,31,19-64,屏東縣,113
2009,31,19-64,南投縣,69
2009,31,19-64,彰化縣,44
2009,31,19-64,澎湖縣,33
2009,31,19-64,宜蘭縣,64
2009,31,19-64,新北市,369
2009,31,19-64,新竹市,121
2009,31,19-64,新竹縣,49
2009,31,19-64,花蓮縣,64
2009,31,19-64,金門縣,22
2009,31,19-64,苗栗縣,35
2009,31,19-64,高雄市,323
2009,31,19-64,台北市,499
2009,31,19-64,台中市,273
2009,31,19-64,台南市,180
2009,31,19-64,台東縣,20
2009,31,19-64,雲林縣,32
2009,31,19-64,基隆市,84
2009,31,65+,嘉義市,12
2009,31,65+,嘉義縣,5
2009,31,65+,桃園市,39
2009,31,65+,屏東縣,19
2009,31,65+,南投縣,14
2009,31,65+,彰化縣,10
2009,31,65+,澎湖縣,3
2009,31,65+,宜蘭縣,16
2009,31,65+,新北市,32
2009,31,65+,新竹市,14
2009,31,65+,新竹縣,6
2009,31,65+,花蓮縣,12
2009,31,65+,金門縣,6
2009,31,65+,苗栗縣,14
2009,31,65+,高雄市,42
2009,31,65+,台北市,68
2009,31,65+,台中市,33
2009,31,65+,台南市,44
2009,31,65+,台東縣,5
2009,31,65+,雲林縣,4
2009,31,65+,基隆市,17
2009,31,7-12,嘉義市,8
2009,31,7-12,嘉義縣,2
2009,31,7-12,桃園市,14
2009,31,7-12,屏東縣,9
2009,31,7-12,南投縣,8
2009,31,7-12,彰化縣,5
2009,31,7-12,澎湖縣,3
2009,31,7-12,宜蘭縣,12
2009,31,7-12,新北市,30
2009,31,7-12,新竹市,4
2009,31,7-12,新竹縣,3
2009,31,7-12,花蓮縣,7
2009,31,7-12,金門縣,1
2009,31,7-12,苗栗縣,2
2009,31,7-12,高雄市,40
2009,31,7-12,台北市,72
2009,31,7-12,台中市,19
2009,31,7-12,台南市,9
2009,31,7-12,台東縣,5
2009,31,7-12,雲林縣,3
2009,31,7-12,基隆市,9
2009,32,0-6,嘉義市,11
2009,32,0-6,嘉義縣,10
2009,32,0-6,桃園市,92
2009,32,0-6,屏東縣,11
2009,32,0-6,南投縣,10
2009,32,0-6,彰化縣,19
2009,32,0-6,澎湖縣,8
2009,32,0-6,宜蘭縣,19
2009,32,0-6,新北市,105
2009,32,0-6,新竹市,54
2009,32,0-6,新竹縣,3
2009,32,0-6,花蓮縣,28
2009,32,0-6,金門縣,5
2009,32,0-6,苗栗縣,7
2009,32,0-6,高雄市,47
2009,32,0-6,台北市,245
2009,32,0-6,台中市,63
2009,32,0-6,台南市,38
