年,週,年齡別,縣市,急性腹瀉急診就診人次
2019,48,65+,高雄市,62
2019,48,65+,台北市,90
2019,48,65+,台中市,59
2019,48,65+,台南市,33
2019,48,65+,台東縣,3
2019,48,65+,雲林縣,16
2019,48,65+,基隆市,10
2019,48,7-12,嘉義市,18
2019,48,7-12,嘉義縣,5
2019,48,7-12,桃園市,19
2019,48,7-12,屏東縣,8
2019,48,7-12,南投縣,2
2019,48,7-12,彰化縣,11
2019,48,7-12,澎湖縣,1
2019,48,7-12,宜蘭縣,2
2019,48,7-12,新北市,21
2019,48,7-12,新竹市,9
2019,48,7-12,新竹縣,4
2019,48,7-12,花蓮縣,4
2019,48,7-12,金門縣,1
2019,48,7-12,苗栗縣,7
2019,48,7-12,高雄市,45
2019,48,7-12,台北市,36
2019,48,7-12,台中市,25
2019,48,7-12,台南市,26
2019,48,7-12,雲林縣,9
2019,48,7-12,基隆市,5
2019,49,0-6,嘉義市,29
2019,49,0-6,嘉義縣,11
2019,49,0-6,連江縣,1
2019,49,0-6,桃園市,74
2019,49,0-6,屏東縣,34
2019,49,0-6,南投縣,12
2019,49,0-6,彰化縣,60
2019,49,0-6,澎湖縣,3
2019,49,0-6,宜蘭縣,9
2019,49,0-6,新北市,51
2019,49,0-6,新竹市,48
2019,49,0-6,新竹縣,3
2019,49,0-6,花蓮縣,10
2019,49,0-6,金門縣,6
2019,49,0-6,苗栗縣,20
2019,49,0-6,高雄市,117
2019,49,0-6,台北市,128
2019,49,0-6,台中市,64
2019,49,0-6,台南市,73
2019,49,0-6,台東縣,8
2019,49,0-6,雲林縣,26
2019,49,0-6,基隆市,22
2019,49,13-18,嘉義市,8
2019,49,13-18,嘉義縣,4
2019,49,13-18,桃園市,25
2019,49,13-18,屏東縣,24
2019,49,13-18,南投縣,11
2019,49,13-18,彰化縣,8
2019,49,13-18,澎湖縣,2
2019,49,13-18,宜蘭縣,6
2019,49,13-18,新北市,26
2019,49,13-18,新竹市,10
2019,49,13-18,新竹縣,4
2019,49,13-18,花蓮縣,9
2019,49,13-18,金門縣,1
2019,49,13-18,苗栗縣,12
2019,49,13-18,高雄市,41
2019,49,13-18,台北市,33
2019,49,13-18,台中市,33
2019,49,13-18,台南市,18
2019,49,13-18,台東縣,1
2019,49,13-18,雲林縣,9
2019,49,13-18,基隆市,5
2019,49,19-64,嘉義市,38
2019,49,19-64,嘉義縣,35
2019,49,19-64,連江縣,1
2019,49,19-64,桃園市,196
2019,49,19-64,屏東縣,105
2019,49,19-64,南投縣,52
2019,49,19-64,彰化縣,109
2019,49,19-64,澎湖縣,11
2019,49,19-64,宜蘭縣,36
2019,49,19-64,新北市,270
2019,49,19-64,新竹市,92
2019,49,19-64,新竹縣,55
2019,49,19-64,花蓮縣,34
2019,49,19-64,金門縣,15
2019,49,19-64,苗栗縣,70
2019,49,19-64,高雄市,337
2019,49,19-64,台北市,332
2019,49,19-64,台中市,311
2019,49,19-64,台南市,182
2019,49,19-64,台東縣,22
2019,49,19-64,雲林縣,58
2019,49,19-64,基隆市,47
2019,49,65+,嘉義市,10
2019,49,65+,嘉義縣,11
2019,49,65+,桃園市,50
2019,49,65+,屏東縣,30
2019,49,65+,南投縣,9
2019,49,65+,彰化縣,20
2019,49,65+,澎湖縣,1
2019,49,65+,宜蘭縣,10
2019,49,65+,新北市,51
2019,49,65+,新竹市,14
2019,49,65+,新竹縣,10
2019,49,65+,花蓮縣,13
2019,49,65+,金門縣,2
2019,49,65+,苗栗縣,11
2019,49,65+,高雄市,67
2019,49,65+,台北市,81
2019,49,65+,台中市,54
2019,49,65+,台南市,35
2019,49,65+,台東縣,9
2019,49,65+,雲林縣,7
2019,49,65+,基隆市,15
2019,49,7-12,嘉義市,5
2019,49,7-12,嘉義縣,4
2019,49,7-12,桃園市,10
2019,49,7-12,屏東縣,12
2019,49,7-12,南投縣,6
2019,49,7-12,彰化縣,12
2019,49,7-12,澎湖縣,4
2019,49,7-12,宜蘭縣,3
2019,49,7-12,新北市,14
2019,49,7-12,新竹市,10
2019,49,7-12,新竹縣,5
2019,49,7-12,花蓮縣,5
2019,49,7-12,金門縣,3
2019,49,7-12,苗栗縣,12
2019,49,7-12,高雄市,47
2019,49,7-12,台北市,37
2019,49,7-12,台中市,17
2019,49,7-12,台南市,30
2019,49,7-12,台東縣,2
2019,49,7-12,雲林縣,14
2019,49,7-12,基隆市,1
2019,50,0-6,嘉義市,27
2019,50,0-6,嘉義縣,9
2019,50,0-6,連江縣,2
2019,50,0-6,桃園市,84
2019,50,0-6,屏東縣,31
2019,50,0-6,南投縣,12
2019,50,0-6,彰化縣,49
2019,50,0-6,澎湖縣,5
2019,50,0-6,宜蘭縣,14
2019,50,0-6,新北市,63
2019,50,0-6,新竹市,51
2019,50,0-6,新竹縣,9
2019,50,0-6,花蓮縣,14
2019,50,0-6,金門縣,5
2019,50,0-6,苗栗縣,13
2019,50,0-6,高雄市,119
2019,50,0-6,台北市,115
2019,50,0-6,台中市,76
2019,50,0-6,台南市,74
2019,50,0-6,台東縣,3
2019,50,0-6,雲林縣,43
2019,50,0-6,基隆市,17
2019,50,13-18,嘉義市,11
2019,50,13-18,嘉義縣,22
2019,50,13-18,桃園市,23
2019,50,13-18,屏東縣,20
2019,50,13-18,南投縣,8
2019,50,13-18,彰化縣,19
2019,50,13-18,澎湖縣,1
2019,50,13-18,宜蘭縣,6
2019,50,13-18,新北市,26
2019,50,13-18,新竹市,12
2019,50,13-18,新竹縣,1
2019,50,13-18,花蓮縣,3
2019,50,13-18,金門縣,2
2019,50,13-18,苗栗縣,9
2019,50,13-18,高雄市,47
2019,50,13-18,台北市,90
2019,50,13-18,台中市,50
2019,50,13-18,台南市,37
2019,50,13-18,台東縣,2
2019,50,13-18,雲林縣,9
2019,50,13-18,基隆市,8
2019,50,19-64,嘉義市,56
2019,50,19-64,嘉義縣,33
2019,50,19-64,連江縣,3
2019,50,19-64,桃園市,247
2019,50,19-64,屏東縣,129
2019,50,19-64,南投縣,59
2019,50,19-64,彰化縣,123
2019,50,19-64,澎湖縣,15
2019,50,19-64,宜蘭縣,63
2019,50,19-64,新北市,273
2019,50,19-64,新竹市,97
2019,50,19-64,新竹縣,54
2019,50,19-64,花蓮縣,60
2019,50,19-64,金門縣,15
2019,50,19-64,苗栗縣,79
2019,50,19-64,高雄市,373
2019,50,19-64,台北市,332
2019,50,19-64,台中市,424
2019,50,19-64,台南市,221
2019,50,19-64,台東縣,19
2019,50,19-64,雲林縣,72
2019,50,19-64,基隆市,62
2019,50,65+,嘉義市,9
2019,50,65+,嘉義縣,8
2019,50,65+,桃園市,39
2019,50,65+,屏東縣,35
2019,50,65+,南投縣,13
2019,50,65+,彰化縣,17
2019,50,65+,澎湖縣,3
2019,50,65+,宜蘭縣,12
2019,50,65+,新北市,43
2019,50,65+,新竹市,12
2019,50,65+,新竹縣,8
2019,50,65+,花蓮縣,10
2019,50,65+,金門縣,3
2019,50,65+,苗栗縣,9
2019,50,65+,高雄市,65
2019,50,65+,台北市,97
2019,50,65+,台中市,50
2019,50,65+,台南市,38
2019,50,65+,台東縣,6
2019,50,65+,雲林縣,11
2019,50,65+,基隆市,15
2019,50,7-12,嘉義市,5
2019,50,7-12,嘉義縣,2
2019,50,7-12,桃園市,18
2019,50,7-12,屏東縣,13
2019,50,7-12,南投縣,9
2019,50,7-12,彰化縣,17
2019,50,7-12,澎湖縣,3
2019,50,7-12,宜蘭縣,6
2019,50,7-12,新北市,26
2019,50,7-12,新竹市,17
2019,50,7-12,新竹縣,2
2019,50,7-12,花蓮縣,6
2019,50,7-12,金門縣,5
2019,50,7-12,苗栗縣,11
2019,50,7-12,高雄市,50
2019,50,7-12,台北市,36
2019,50,7-12,台中市,20
2019,50,7-12,台南市,23
2019,50,7-12,雲林縣,11
2019,50,7-12,基隆市,6
2019,51,0-6,嘉義市,36
2019,51,0-6,嘉義縣,17
2019,51,0-6,桃園市,80
2019,51,0-6,屏東縣,40
2019,51,0-6,南投縣,15
2019,51,0-6,彰化縣,63
2019,51,0-6,澎湖縣,2
2019,51,0-6,宜蘭縣,12
2019,51,0-6,新北市,82
2019,51,0-6,新竹市,68
2019,51,0-6,新竹縣,20
2019,51,0-6,花蓮縣,18
2019,51,0-6,金門縣,5
2019,51,0-6,苗栗縣,10
2019,51,0-6,高雄市,108
2019,51,0-6,台北市,101
2019,51,0-6,台中市,79
2019,51,0-6,台南市,83
2019,51,0-6,台東縣,3
2019,51,0-6,雲林縣,27
2019,51,0-6,基隆市,18
2019,51,13-18,嘉義市,18
2019,51,13-18,嘉義縣,4
2019,51,13-18,桃園市,30
2019,51,13-18,屏東縣,24
2019,51,13-18,南投縣,11
2019,51,13-18,彰化縣,25
2019,51,13-18,澎湖縣,1
2019,51,13-18,宜蘭縣,10
2019,51,13-18,新北市,31
2019,51,13-18,新竹市,17
2019,51,13-18,新竹縣,8
2019,51,13-18,花蓮縣,9
2019,51,13-18,金門縣,4
2019,51,13-18,苗栗縣,7
2019,51,13-18,高雄市,32
2019,51,13-18,台北市,54
2019,51,13-18,台中市,55
2019,51,13-18,台南市,25
2019,51,13-18,台東縣,2
2019,51,13-18,雲林縣,13
2019,51,13-18,基隆市,8
2019,51,19-64,嘉義市,83
2019,51,19-64,嘉義縣,38
2019,51,19-64,連江縣,2
2019,51,19-64,桃園市,274
2019,51,19-64,屏東縣,158
2019,51,19-64,南投縣,88
2019,51,19-64,彰化縣,134
2019,51,19-64,澎湖縣,14
2019,51,19-64,宜蘭縣,75
2019,51,19-64,新北市,354
2019,51,19-64,新竹市,126
2019,51,19-64,新竹縣,81
2019,51,19-64,花蓮縣,77
2019,51,19-64,金門縣,13
2019,51,19-64,苗栗縣,90
2019,51,19-64,高雄市,419
2019,51,19-64,台北市,461
2019,51,19-64,台中市,469
2019,51,19-64,台南市,271
2019,51,19-64,台東縣,15
2019,51,19-64,雲林縣,72
2019,51,19-64,基隆市,74
2019,51,65+,嘉義市,10
2019,51,65+,嘉義縣,9
2019,51,65+,桃園市,51
2019,51,65+,屏東縣,29
2019,51,65+,南投縣,13
2019,51,65+,彰化縣,21
2019,51,65+,宜蘭縣,13
2019,51,65+,新北市,52
2019,51,65+,新竹市,11
2019,51,65+,新竹縣,14
2019,51,65+,花蓮縣,23
2019,51,65+,金門縣,8
2019,51,65+,苗栗縣,19
2019,51,65+,高雄市,62
2019,51,65+,台北市,116
2019,51,65+,台中市,54
2019,51,65+,台南市,37
2019,51,65+,台東縣,3
2019,51,65+,雲林縣,14
2019,51,65+,基隆市,13
2019,51,7-12,嘉義市,20
2019,51,7-12,嘉義縣,7
2019,51,7-12,桃園市,27
2019,51,7-12,屏東縣,11
2019,51,7-12,南投縣,12
2019,51,7-12,彰化縣,9
2019,51,7-12,澎湖縣,2
2019,51,7-12,宜蘭縣,5
2019,51,7-12,新北市,33
2019,51,7-12,新竹市,20
2019,51,7-12,新竹縣,3
2019,51,7-12,花蓮縣,11
2019,51,7-12,金門縣,3
2019,51,7-12,苗栗縣,5
2019,51,7-12,高雄市,43
2019,51,7-12,台北市,40
2019,51,7-12,台中市,33
2019,51,7-12,台南市,36
2019,51,7-12,台東縣,3
2019,51,7-12,雲林縣,12
2019,51,7-12,基隆市,10
2019,52,0-6,嘉義市,46
2019,52,0-6,嘉義縣,10
2019,52,0-6,連江縣,2
2019,52,0-6,桃園市,82
2019,52,0-6,屏東縣,31
2019,52,0-6,南投縣,21
2019,52,0-6,彰化縣,29
2019,52,0-6,澎湖縣,9
2019,52,0-6,宜蘭縣,21
2019,52,0-6,新北市,69
2019,52,0-6,新竹市,63
2019,52,0-6,新竹縣,16
2019,52,0-6,花蓮縣,21
2019,52,0-6,金門縣,2
2019,52,0-6,苗栗縣,20
2019,52,0-6,高雄市,93
2019,52,0-6,台北市,101
2019,52,0-6,台中市,81
2019,52,0-6,台南市,74
2019,52,0-6,台東縣,6
2019,52,0-6,雲林縣,44
2019,52,0-6,基隆市,22
2019,52,13-18,嘉義市,10
2019,52,13-18,嘉義縣,10
2019,52,13-18,連江縣,1
2019,52,13-18,桃園市,28
2019,52,13-18,屏東縣,18
2019,52,13-18,南投縣,14
2019,52,13-18,彰化縣,25
2019,52,13-18,澎湖縣,2
2019,52,13-18,宜蘭縣,6
2019,52,13-18,新北市,41
2019,52,13-18,新竹市,11
2019,52,13-18,新竹縣,13
2019,52,13-18,花蓮縣,7
2019,52,13-18,金門縣,1
2019,52,13-18,苗栗縣,10
2019,52,13-18,高雄市,54
2019,52,13-18,台北市,56
2019,52,13-18,台中市,54
2019,52,13-18,台南市,36
2019,52,13-18,台東縣,2
2019,52,13-18,雲林縣,14
2019,52,13-18,基隆市,10
2019,52,19-64,嘉義市,79
2019,52,19-64,嘉義縣,36
2019,52,19-64,連江縣,1
2019,52,19-64,桃園市,280
2019,52,19-64,屏東縣,162
2019,52,19-64,南投縣,87
2019,52,19-64,彰化縣,135
2019,52,19-64,澎湖縣,16
2019,52,19-64,宜蘭縣,71
2019,52,19-64,新北市,346
2019,52,19-64,新竹市,129
2019,52,19-64,新竹縣,73
2019,52,19-64,花蓮縣,61
2019,52,19-64,金門縣,6
2019,52,19-64,苗栗縣,100
2019,52,19-64,高雄市,400
2019,52,19-64,台北市,478
2019,52,19-64,台中市,513
2019,52,19-64,台南市,266
2019,52,19-64,台東縣,13
2019,52,19-64,雲林縣,84
2019,52,19-64,基隆市,65
2019,52,65+,嘉義市,20
2019,52,65+,嘉義縣,8
2019,52,65+,連江縣,1
2019,52,65+,桃園市,53
2019,52,65+,屏東縣,37
2019,52,65+,南投縣,21
2019,52,65+,彰化縣,21
2019,52,65+,澎湖縣,3
2019,52,65+,宜蘭縣,6
2019,52,65+,新北市,55
2019,52,65+,新竹市,12
2019,52,65+,新竹縣,13
2019,52,65+,花蓮縣,13
2019,52,65+,金門縣,1
2019,52,65+,苗栗縣,13
2019,52,65+,高雄市,63
2019,52,65+,台北市,101
2019,52,65+,台中市,58
2019,52,65+,台南市,43
2019,52,65+,台東縣,1
2019,52,65+,雲林縣,16
2019,52,65+,基隆市,12
2019,52,7-12,嘉義市,18
2019,52,7-12,嘉義縣,2
2019,52,7-12,連江縣,1
2019,52,7-12,桃園市,35
2019,52,7-12,屏東縣,14
2019,52,7-12,南投縣,5
2019,52,7-12,彰化縣,18
2019,52,7-12,澎湖縣,1
2019,52,7-12,宜蘭縣,3
2019,52,7-12,新北市,34
2019,52,7-12,新竹市,23
2019,52,7-12,新竹縣,12
2019,52,7-12,花蓮縣,10
2019,52,7-12,金門縣,2
2019,52,7-12,苗栗縣,1
2019,52,7-12,高雄市,55
2019,52,7-12,台北市,37
2019,52,7-12,台中市,33
2019,52,7-12,台南市,23
2019,52,7-12,台東縣,3
2019,52,7-12,雲林縣,13
2019,52,7-12,基隆市,10
2020,01,0-6,嘉義市,42
2020,01,0-6,嘉義縣,4
2020,01,0-6,連江縣,3
2020,01,0-6,桃園市,89
2020,01,0-6,屏東縣,27
2020,01,0-6,南投縣,17
2020,01,0-6,彰化縣,54
2020,01,0-6,澎湖縣,5
2020,01,0-6,宜蘭縣,13
2020,01,0-6,新北市,60
2020,01,0-6,新竹市,47
2020,01,0-6,新竹縣,8
2020,01,0-6,花蓮縣,23
2020,01,0-6,金門縣,6
2020,01,0-6,苗栗縣,9
2020,01,0-6,高雄市,96
2020,01,0-6,台北市,140
2020,01,0-6,台中市,72
2020,01,0-6,台南市,82
2020,01,0-6,台東縣,6
2020,01,0-6,雲林縣,39
2020,01,0-6,基隆市,10
2020,01,13-18,嘉義市,17
2020,01,13-18,嘉義縣,5
2020,01,13-18,連江縣,1
2020,01,13-18,桃園市,33
2020,01,13-18,屏東縣,24
2020,01,13-18,南投縣,16
2020,01,13-18,彰化縣,20
2020,01,13-18,澎湖縣,1
2020,01,13-18,宜蘭縣,4
2020,01,13-18,新北市,35
2020,01,13-18,新竹市,15
2020,01,13-18,新竹縣,8
2020,01,13-18,花蓮縣,3
2020,01,13-18,金門縣,4
2020,01,13-18,苗栗縣,7
2020,01,13-18,高雄市,59
2020,01,13-18,台北市,46
2020,01,13-18,台中市,47
2020,01,13-18,台南市,52
2020,01,13-18,台東縣,6
2020,01,13-18,雲林縣,16
2020,01,13-18,基隆市,11
2020,01,19-64,嘉義市,62
2020,01,19-64,嘉義縣,37
2020,01,19-64,連江縣,1
2020,01,19-64,桃園市,288
2020,01,19-64,屏東縣,150
2020,01,19-64,南投縣,83
2020,01,19-64,彰化縣,153
2020,01,19-64,澎湖縣,17
2020,01,19-64,宜蘭縣,77
2020,01,19-64,新北市,469
2020,01,19-64,新竹市,161
2020,01,19-64,新竹縣,90
2020,01,19-64,花蓮縣,60
2020,01,19-64,金門縣,10
2020,01,19-64,苗栗縣,75
2020,01,19-64,高雄市,530
2020,01,19-64,台北市,543
2020,01,19-64,台中市,500
2020,01,19-64,台南市,297
2020,01,19-64,台東縣,33
2020,01,19-64,雲林縣,92
2020,01,19-64,基隆市,59
2020,01,65+,嘉義市,8
2020,01,65+,嘉義縣,13
2020,01,65+,桃園市,46
2020,01,65+,屏東縣,22
2020,01,65+,南投縣,9
2020,01,65+,彰化縣,31
2020,01,65+,澎湖縣,8
2020,01,65+,宜蘭縣,16
2020,01,65+,新北市,61
2020,01,65+,新竹市,18
2020,01,65+,新竹縣,10
2020,01,65+,花蓮縣,8
2020,01,65+,金門縣,2
2020,01,65+,苗栗縣,11
2020,01,65+,高雄市,70
2020,01,65+,台北市,110
2020,01,65+,台中市,60
2020,01,65+,台南市,45
2020,01,65+,台東縣,6
2020,01,65+,雲林縣,15
2020,01,65+,基隆市,19
2020,01,7-12,嘉義市,9
2020,01,7-12,嘉義縣,7
2020,01,7-12,連江縣,1
2020,01,7-12,桃園市,32
2020,01,7-12,屏東縣,17
2020,01,7-12,南投縣,8
2020,01,7-12,彰化縣,28
2020,01,7-12,澎湖縣,5
2020,01,7-12,宜蘭縣,10
2020,01,7-12,新北市,30
2020,01,7-12,新竹市,14
2020,01,7-12,新竹縣,4
2020,01,7-12,花蓮縣,7
2020,01,7-12,金門縣,4
2020,01,7-12,苗栗縣,6
2020,01,7-12,高雄市,55
2020,01,7-12,台北市,41
2020,01,7-12,台中市,32
2020,01,7-12,台南市,29
2020,01,7-12,台東縣,1
2020,01,7-12,雲林縣,12
2020,01,7-12,基隆市,11
2020,02,0-6,嘉義市,37
2020,02,0-6,嘉義縣,11
2020,02,0-6,桃園市,69
2020,02,0-6,屏東縣,37
2020,02,0-6,南投縣,16
2020,02,0-6,彰化縣,52
2020,02,0-6,澎湖縣,5
2020,02,0-6,宜蘭縣,14
2020,02,0-6,新北市,65
2020,02,0-6,新竹市,38
2020,02,0-6,新竹縣,15
2020,02,0-6,花蓮縣,24
2020,02,0-6,金門縣,5
2020,02,0-6,苗栗縣,22
2020,02,0-6,高雄市,113
2020,02,0-6,台北市,138
2020,02,0-6,台中市,85
2020,02,0-6,台南市,79
2020,02,0-6,台東縣,6
2020,02,0-6,雲林縣,47
2020,02,0-6,基隆市,14
2020,02,13-18,嘉義市,17
2020,02,13-18,嘉義縣,10
2020,02,13-18,桃園市,43
2020,02,13-18,屏東縣,18
2020,02,13-18,南投縣,16
2020,02,13-18,彰化縣,20
2020,02,13-18,宜蘭縣,10
2020,02,13-18,新北市,49
2020,02,13-18,新竹市,27
2020,02,13-18,新竹縣,9
2020,02,13-18,花蓮縣,3
2020,02,13-18,金門縣,1
2020,02,13-18,苗栗縣,12
2020,02,13-18,高雄市,60
2020,02,13-18,台北市,61
2020,02,13-18,台中市,52
2020,02,13-18,台南市,45
2020,02,13-18,台東縣,3
2020,02,13-18,雲林縣,14
2020,02,13-18,基隆市,20
2020,02,19-64,嘉義市,117
2020,02,19-64,嘉義縣,45
2020,02,19-64,連江縣,3
2020,02,19-64,桃園市,350
2020,02,19-64,屏東縣,148
2020,02,19-64,南投縣,108
2020,02,19-64,彰化縣,157
2020,02,19-64,澎湖縣,18
2020,02,19-64,宜蘭縣,89
2020,02,19-64,新北市,492
2020,02,19-64,新竹市,141
2020,02,19-64,新竹縣,106
2020,02,19-64,花蓮縣,53
2020,02,19-64,金門縣,9
2020,02,19-64,苗栗縣,96
2020,02,19-64,高雄市,574
2020,02,19-64,台北市,645
2020,02,19-64,台中市,582
2020,02,19-64,台南市,328
2020,02,19-64,台東縣,28
2020,02,19-64,雲林縣,104
2020,02,19-64,基隆市,85
2020,02,65+,嘉義市,13
2020,02,65+,嘉義縣,7
2020,02,65+,桃園市,47
2020,02,65+,屏東縣,24
2020,02,65+,南投縣,17
2020,02,65+,彰化縣,24
2020,02,65+,澎湖縣,4
2020,02,65+,宜蘭縣,10
2020,02,65+,新北市,69
2020,02,65+,新竹市,13
2020,02,65+,新竹縣,8
2020,02,65+,花蓮縣,10
2020,02,65+,金門縣,5
2020,02,65+,苗栗縣,18
2020,02,65+,高雄市,73
2020,02,65+,台北市,116
2020,02,65+,台中市,74
2020,02,65+,台南市,40
2020,02,65+,台東縣,7
2020,02,65+,雲林縣,15
2020,02,65+,基隆市,10
2020,02,7-12,嘉義市,9
2020,02,7-12,嘉義縣,2
2020,02,7-12,桃園市,28
2020,02,7-12,屏東縣,7
2020,02,7-12,南投縣,12
2020,02,7-12,彰化縣,20
2020,02,7-12,澎湖縣,3
2020,02,7-12,宜蘭縣,5
2020,02,7-12,新北市,27
2020,02,7-12,新竹市,23
2020,02,7-12,新竹縣,6
2020,02,7-12,花蓮縣,9
2020,02,7-12,金門縣,2
2020,02,7-12,苗栗縣,10
2020,02,7-12,高雄市,51
2020,02,7-12,台北市,45
2020,02,7-12,台中市,31
2020,02,7-12,台南市,37
2020,02,7-12,台東縣,6
2020,02,7-12,雲林縣,17
2020,02,7-12,基隆市,11
2020,03,0-6,嘉義市,20
2020,03,0-6,嘉義縣,9
2020,03,0-6,連江縣,1
2020,03,0-6,桃園市,79
2020,03,0-6,屏東縣,28
2020,03,0-6,南投縣,8
2020,03,0-6,彰化縣,59
2020,03,0-6,澎湖縣,2
2020,03,0-6,宜蘭縣,15
2020,03,0-6,新北市,86
2020,03,0-6,新竹市,51
2020,03,0-6,新竹縣,12
2020,03,0-6,花蓮縣,11
2020,03,0-6,金門縣,2
2020,03,0-6,苗栗縣,16
2020,03,0-6,高雄市,103
2020,03,0-6,台北市,164
2020,03,0-6,台中市,64
2020,03,0-6,台南市,88
2020,03,0-6,台東縣,7
2020,03,0-6,雲林縣,39
2020,03,0-6,基隆市,20
2020,03,13-18,嘉義市,10
2020,03,13-18,嘉義縣,6
2020,03,13-18,桃園市,30
2020,03,13-18,屏東縣,27
2020,03,13-18,南投縣,17
2020,03,13-18,彰化縣,22
2020,03,13-18,澎湖縣,3
2020,03,13-18,宜蘭縣,10
2020,03,13-18,新北市,46
2020,03,13-18,新竹市,8
2020,03,13-18,新竹縣,10
2020,03,13-18,花蓮縣,5
2020,03,13-18,金門縣,2
2020,03,13-18,苗栗縣,7
2020,03,13-18,高雄市,60
2020,03,13-18,台北市,62
2020,03,13-18,台中市,51
2020,03,13-18,台南市,41
2020,03,13-18,台東縣,1
2020,03,13-18,雲林縣,17
2020,03,13-18,基隆市,13
2020,03,19-64,嘉義市,101
2020,03,19-64,嘉義縣,36
2020,03,19-64,連江縣,2
2020,03,19-64,桃園市,356
2020,03,19-64,屏東縣,183
2020,03,19-64,南投縣,86
2020,03,19-64,彰化縣,168
2020,03,19-64,澎湖縣,22
2020,03,19-64,宜蘭縣,92
2020,03,19-64,新北市,484
2020,03,19-64,新竹市,143
2020,03,19-64,新竹縣,103
2020,03,19-64,花蓮縣,63
2020,03,19-64,金門縣,8
2020,03,19-64,苗栗縣,103
2020,03,19-64,高雄市,564
2020,03,19-64,台北市,600
2020,03,19-64,台中市,537
2020,03,19-64,台南市,308
2020,03,19-64,台東縣,27
2020,03,19-64,雲林縣,104
2020,03,19-64,基隆市,89
2020,03,65+,嘉義市,10
2020,03,65+,嘉義縣,6
2020,03,65+,連江縣,1
2020,03,65+,桃園市,42
2020,03,65+,屏東縣,36
2020,03,65+,南投縣,12
2020,03,65+,彰化縣,18
2020,03,65+,澎湖縣,7
2020,03,65+,宜蘭縣,16
2020,03,65+,新北市,60
2020,03,65+,新竹市,15
2020,03,65+,新竹縣,9
2020,03,65+,花蓮縣,14
2020,03,65+,金門縣,5
2020,03,65+,苗栗縣,13
2020,03,65+,高雄市,91
2020,03,65+,台北市,109
2020,03,65+,台中市,46
2020,03,65+,台南市,33
2020,03,65+,台東縣,5
2020,03,65+,雲林縣,18
2020,03,65+,基隆市,19
2020,03,7-12,嘉義市,16
2020,03,7-12,嘉義縣,7
2020,03,7-12,桃園市,28
2020,03,7-12,屏東縣,17
2020,03,7-12,南投縣,6
2020,03,7-12,彰化縣,16
2020,03,7-12,澎湖縣,6
2020,03,7-12,宜蘭縣,12
2020,03,7-12,新北市,34
2020,03,7-12,新竹市,12
2020,03,7-12,新竹縣,4
2020,03,7-12,花蓮縣,4
2020,03,7-12,苗栗縣,14
2020,03,7-12,高雄市,52
2020,03,7-12,台北市,55
2020,03,7-12,台中市,30
2020,03,7-12,台南市,36
2020,03,7-12,台東縣,3
2020,03,7-12,雲林縣,28
2020,03,7-12,基隆市,5
2020,04,0-6,嘉義市,44
2020,04,0-6,嘉義縣,19
2020,04,0-6,桃園市,116
2020,04,0-6,屏東縣,66
2020,04,0-6,南投縣,27
2020,04,0-6,彰化縣,119
2020,04,0-6,澎湖縣,6
2020,04,0-6,宜蘭縣,25
2020,04,0-6,新北市,112
2020,04,0-6,新竹市,69
2020,04,0-6,新竹縣,5
2020,04,0-6,花蓮縣,19
2020,04,0-6,金門縣,6
2020,04,0-6,苗栗縣,22
2020,04,0-6,高雄市,136
2020,04,0-6,台北市,194
2020,04,0-6,台中市,86
2020,04,0-6,台南市,109
2020,04,0-6,台東縣,10
2020,04,0-6,雲林縣,68
2020,04,0-6,基隆市,27
2020,04,13-18,嘉義市,24
2020,04,13-18,嘉義縣,12
2020,04,13-18,桃園市,56
2020,04,13-18,屏東縣,47
2020,04,13-18,南投縣,19
2020,04,13-18,彰化縣,31
2020,04,13-18,澎湖縣,2
2020,04,13-18,宜蘭縣,17
2020,04,13-18,新北市,60
2020,04,13-18,新竹市,34
2020,04,13-18,新竹縣,14
2020,04,13-18,花蓮縣,11
2020,04,13-18,金門縣,2
2020,04,13-18,苗栗縣,16
2020,04,13-18,高雄市,93
2020,04,13-18,台北市,93
2020,04,13-18,台中市,82
2020,04,13-18,台南市,63
2020,04,13-18,台東縣,10
2020,04,13-18,雲林縣,15
2020,04,13-18,基隆市,15
2020,04,19-64,嘉義市,160
2020,04,19-64,嘉義縣,71
2020,04,19-64,連江縣,2
2020,04,19-64,桃園市,433
2020,04,19-64,屏東縣,289
2020,04,19-64,南投縣,113
2020,04,19-64,彰化縣,247
2020,04,19-64,澎湖縣,26
2020,04,19-64,宜蘭縣,123
2020,04,19-64,新北市,655
2020,04,19-64,新竹市,173
2020,04,19-64,新竹縣,113
2020,04,19-64,花蓮縣,94
2020,04,19-64,金門縣,17
2020,04,19-64,苗栗縣,140
2020,04,19-64,高雄市,757
2020,04,19-64,台北市,849
2020,04,19-64,台中市,654
2020,04,19-64,台南市,535
2020,04,19-64,台東縣,42
2020,04,19-64,雲林縣,150
2020,04,19-64,基隆市,136
2020,04,65+,嘉義市,15
2020,04,65+,嘉義縣,11
2020,04,65+,桃園市,55
2020,04,65+,屏東縣,47
2020,04,65+,南投縣,19
2020,04,65+,彰化縣,24
2020,04,65+,澎湖縣,3
2020,04,65+,宜蘭縣,16
2020,04,65+,新北市,74
2020,04,65+,新竹市,24
2020,04,65+,新竹縣,10
2020,04,65+,花蓮縣,14
2020,04,65+,金門縣,2
2020,04,65+,苗栗縣,18
