確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
045a,2007,31,屏東縣,屏東市,M,0,4,1,10013,10013010
045a,2007,31,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2007,31,高雄市,旗津區,M,0,5~9,1,64000,64000100
045a,2007,36,雲林縣,北港鎮,M,0,10~14,1,10009,10009060
045a,2007,36,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2007,36,台南市,楠西區,M,0,5~9,1,67000,67000240
045a,2007,37,苗栗縣,通霄鎮,M,0,2,1,10005,10005030
045a,2007,40,嘉義市,西區,M,0,5~9,1,10020,10020020
045a,2007,41,彰化縣,鹿港鎮,F,0,10~14,1,10007,10007020
045a,2007,41,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2007,42,屏東縣,林邊鄉,M,0,5~9,1,10013,10013190
045a,2007,43,基隆市,中山區,F,0,5~9,1,10017,10017050
045a,2007,43,高雄市,前鎮區,F,0,0,1,64000,64000090
045a,2007,44,新竹市,北區,M,0,5~9,1,10018,10018020
045a,2007,45,台北市,信義區,M,0,3,1,63000,63000020
045a,2007,45,高雄市,大寮區,M,0,5~9,1,64000,64000140
045a,2007,50,台北市,內湖區,M,0,3,1,63000,63000100
045a,2007,50,高雄市,三民區,M,0,5~9,1,64000,64000050
045a,2007,50,高雄市,三民區,M,0,5~9,1,64000,64000051
045a,2007,50,高雄市,三民區,M,0,5~9,1,64000,64000052
045a,2007,51,雲林縣,虎尾鎮,F,0,4,1,10009,10009030
045a,2008,1,南投縣,竹山鎮,M,0,1,1,10008,10008040
045a,2008,2,彰化縣,彰化市,M,0,4,1,10007,10007010
045a,2008,2,高雄市,鼓山區,M,0,5~9,1,64000,64000020
045a,2008,2,桃園市,平鎮區,M,0,10~14,1,68000,68000100
045a,2008,4,台中市,大里區,M,0,1,1,66000,66000280
045a,2008,5,新竹縣,湖口鄉,M,0,4,1,10004,10004050
045a,2008,5,高雄市,小港區,M,0,4,1,64000,64000110
045a,2008,6,高雄市,苓雅區,F,0,1,1,64000,64000080
045a,2008,8,新竹縣,芎林鄉,F,0,1,1,10004,10004070
045a,2008,10,台中市,西區,M,0,10~14,1,66000,66000040
045a,2008,11,台北市,中山區,M,0,10~14,1,63000,63000040
045a,2008,11,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2008,11,高雄市,鳳山區,M,0,4,1,64000,64000120
045a,2008,11,新北市,樹林區,M,0,4,1,65000,65000070
045a,2008,11,台中市,西屯區,M,0,10~14,1,66000,66000060
045a,2008,12,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2008,12,高雄市,林園區,M,0,5~9,1,64000,64000130
045a,2008,13,新北市,樹林區,F,0,2,1,65000,65000070
045a,2008,14,高雄市,大寮區,M,0,10~14,1,64000,64000140
045a,2008,15,高雄市,三民區,M,0,10~14,1,64000,64000050
045a,2008,15,高雄市,三民區,M,0,10~14,1,64000,64000051
045a,2008,15,高雄市,三民區,M,0,10~14,1,64000,64000052
045a,2008,15,高雄市,路竹區,F,0,4,1,64000,64000240
045a,2008,15,高雄市,鳳山區,M,0,10~14,1,64000,64000120
045a,2008,16,高雄市,鹽埕區,M,0,5~9,1,64000,64000010
045a,2008,17,彰化縣,彰化市,M,0,0,1,10007,10007010
045a,2008,17,高雄市,左營區,M,0,5~9,1,64000,64000030
045a,2008,18,高雄市,左營區,M,0,1,1,64000,64000030
045a,2008,18,新北市,中和區,M,0,1,1,65000,65000030
045a,2008,18,台中市,大里區,F,0,2,1,66000,66000280
045a,2008,18,台中市,大雅區,M,0,5~9,1,66000,66000180
045a,2008,20,新北市,板橋區,M,0,10~14,1,65000,65000010
045a,2008,21,彰化縣,員林市,F,0,5~9,1,10007,10007100
045a,2008,21,高雄市,鼓山區,M,0,0,1,64000,64000020
045a,2008,22,新北市,土城區,F,0,5~9,1,65000,65000130
045a,2008,23,雲林縣,虎尾鎮,M,0,1,1,10009,10009030
045a,2008,23,高雄市,鳳山區,M,0,5~9,1,64000,64000120
045a,2008,24,新北市,八里區,F,0,2,1,65000,65000230
045a,2008,24,台中市,龍井區,F,0,1,1,66000,66000250
045a,2008,25,屏東縣,屏東市,M,0,0,1,10013,10013010
045a,2008,25,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2008,26,屏東縣,新埤鄉,F,0,10~14,1,10013,10013150
045a,2008,27,屏東縣,屏東市,M,0,5~9,1,10013,10013010
045a,2008,27,新北市,汐止區,M,0,5~9,1,65000,65000110
045a,2008,27,台南市,善化區,F,0,0,1,67000,67000190
045a,2008,28,台北市,北投區,F,0,4,1,63000,63000120
045a,2008,28,台北市,大同區,M,0,3,1,63000,63000060
045a,2008,28,桃園市,桃園區,F,0,4,1,68000,68000010
045a,2008,29,屏東縣,萬丹鄉,F,0,1,1,10013,10013050
045a,2008,29,高雄市,三民區,M,0,1,1,64000,64000050
045a,2008,29,高雄市,三民區,M,0,1,1,64000,64000051
045a,2008,29,高雄市,三民區,M,0,1,1,64000,64000052
045a,2008,29,桃園市,觀音區,M,0,4,1,68000,68000120
045a,2008,30,桃園市,龍潭區,F,0,0,1,68000,68000090
045a,2008,31,新竹縣,竹北市,M,0,0,1,10004,10004010
045a,2008,31,高雄市,小港區,M,0,5~9,1,64000,64000110
045a,2008,31,桃園市,蘆竹區,F,0,5~9,1,68000,68000050
045a,2008,33,高雄市,大寮區,M,0,5~9,1,64000,64000140
045a,2008,34,新北市,蘆洲區,M,0,2,1,65000,65000140
045a,2008,36,苗栗縣,造橋鄉,M,0,2,1,10005,10005150
045a,2008,36,桃園市,大園區,M,0,4,1,68000,68000060
045a,2008,36,桃園市,平鎮區,M,0,3,1,68000,68000100
045a,2008,37,雲林縣,北港鎮,M,0,2,1,10009,10009060
045a,2008,37,高雄市,林園區,M,0,5~9,1,64000,64000130
045a,2008,39,高雄市,前鎮區,M,0,5~9,1,64000,64000090
045a,2008,41,高雄市,小港區,F,0,5~9,1,64000,64000110
045a,2008,41,高雄市,林園區,F,0,3,1,64000,64000130
045a,2008,41,桃園市,觀音區,M,0,3,1,68000,68000120
