年,週,年齡別,縣市,手足口病急診就診人次,縣市別代碼
2016,48,16+,台北市,2,63000
2016,48,16+,台中市,3,66000
2016,48,16+,台南市,1,67000
2016,48,16+,雲林縣,1,10009
2016,48,1~3,嘉義縣,1,10010
2016,48,1~3,桃園市,5,68000
2016,48,1~3,屏東縣,1,10013
2016,48,1~3,南投縣,1,10008
2016,48,1~3,新北市,3,65000
2016,48,1~3,新竹市,2,10018
2016,48,1~3,花蓮縣,1,10015
2016,48,1~3,金門縣,1,09020
2016,48,1~3,苗栗縣,1,10005
2016,48,1~3,高雄市,17,64000
2016,48,1~3,台北市,9,63000
2016,48,1~3,台中市,11,66000
2016,48,1~3,台南市,17,67000
2016,48,1~3,台東縣,1,10014
2016,48,1~3,基隆市,2,10017
2016,48,4~6,嘉義市,1,10020
2016,48,4~6,南投縣,2,10008
2016,48,4~6,新北市,3,65000
2016,48,4~6,新竹市,2,10018
2016,48,4~6,苗栗縣,3,10005
2016,48,4~6,高雄市,4,64000
2016,48,4~6,台北市,5,63000
2016,48,4~6,台中市,2,66000
2016,48,4~6,台南市,2,67000
2016,48,7~15,新北市,2,65000
2016,48,7~15,高雄市,2,64000
2016,48,7~15,台中市,2,66000
2016,48,7~15,台南市,4,67000
2016,48,7~15,基隆市,1,10017
2016,49,0,嘉義市,2,10020
2016,49,0,桃園市,1,68000
2016,49,0,屏東縣,1,10013
2016,49,0,彰化縣,1,10007
2016,49,0,新北市,1,65000
2016,49,0,新竹市,2,10018
2016,49,0,台中市,4,66000
2016,49,0,台南市,1,67000
2016,49,16+,南投縣,1,10008
2016,49,16+,新竹市,1,10018
2016,49,16+,苗栗縣,1,10005
2016,49,16+,高雄市,2,64000
2016,49,1~3,嘉義市,6,10020
2016,49,1~3,桃園市,3,68000
2016,49,1~3,南投縣,3,10008
2016,49,1~3,彰化縣,3,10007
2016,49,1~3,宜蘭縣,3,10002
2016,49,1~3,新北市,4,65000
2016,49,1~3,新竹市,2,10018
2016,49,1~3,金門縣,1,09020
2016,49,1~3,高雄市,17,64000
2016,49,1~3,台北市,3,63000
2016,49,1~3,台中市,14,66000
2016,49,1~3,台南市,5,67000
2016,49,1~3,雲林縣,2,10009
2016,49,4~6,桃園市,1,68000
2016,49,4~6,新竹市,1,10018
2016,49,4~6,高雄市,2,64000
2016,49,4~6,台北市,4,63000
2016,49,4~6,台中市,1,66000
2016,49,4~6,台南市,3,67000
2016,49,4~6,雲林縣,1,10009
2016,49,4~6,基隆市,1,10017
2016,49,7~15,南投縣,1,10008
2016,49,7~15,新北市,1,65000
2016,49,7~15,新竹市,1,10018
2016,49,7~15,高雄市,2,64000
2016,49,7~15,台北市,1,63000
2016,49,7~15,台中市,2,66000
2016,49,7~15,台南市,3,67000
2016,50,0,嘉義市,1,10020
2016,50,0,桃園市,2,68000
2016,50,0,新北市,2,65000
2016,50,0,新竹市,1,10018
2016,50,0,苗栗縣,1,10005
2016,50,0,高雄市,1,64000
2016,50,0,台北市,3,63000
2016,50,0,台中市,2,66000
2016,50,16+,新竹市,1,10018
2016,50,16+,高雄市,1,64000
2016,50,16+,台北市,4,63000
2016,50,16+,台中市,1,66000
2016,50,1~3,嘉義市,3,10020
2016,50,1~3,嘉義縣,1,10010
2016,50,1~3,桃園市,4,68000
2016,50,1~3,彰化縣,4,10007
2016,50,1~3,宜蘭縣,1,10002
2016,50,1~3,新北市,5,65000
2016,50,1~3,新竹市,1,10018
2016,50,1~3,新竹縣,1,10004
2016,50,1~3,花蓮縣,1,10015
2016,50,1~3,金門縣,1,09020
2016,50,1~3,苗栗縣,1,10005
2016,50,1~3,高雄市,18,64000
2016,50,1~3,台北市,11,63000
2016,50,1~3,台中市,14,66000
2016,50,1~3,台南市,12,67000
2016,50,1~3,基隆市,1,10017
2016,50,4~6,嘉義市,2,10020
2016,50,4~6,桃園市,1,68000
2016,50,4~6,彰化縣,2,10007
2016,50,4~6,新竹縣,1,10004
2016,50,4~6,高雄市,4,64000
2016,50,4~6,台北市,2,63000
2016,50,4~6,台中市,1,66000
2016,50,4~6,台東縣,1,10014
2016,50,7~15,嘉義市,4,10020
2016,50,7~15,桃園市,1,68000
2016,50,7~15,苗栗縣,1,10005
2016,50,7~15,高雄市,4,64000
2016,50,7~15,台北市,3,63000
2016,50,7~15,台南市,2,67000
2016,51,0,彰化縣,1,10007
2016,51,0,新北市,3,65000
2016,51,0,新竹市,1,10018
2016,51,0,高雄市,2,64000
2016,51,0,台北市,1,63000
2016,51,0,台中市,1,66000
2016,51,0,基隆市,1,10017
2016,51,16+,嘉義市,1,10020
2016,51,16+,屏東縣,1,10013
2016,51,16+,高雄市,1,64000
2016,51,16+,台北市,2,63000
2016,51,16+,台中市,1,66000
2016,51,16+,台南市,2,67000
2016,51,16+,雲林縣,1,10009
2016,51,1~3,嘉義市,3,10020
2016,51,1~3,嘉義縣,1,10010
2016,51,1~3,桃園市,4,68000
2016,51,1~3,屏東縣,1,10013
2016,51,1~3,南投縣,1,10008
2016,51,1~3,彰化縣,2,10007
2016,51,1~3,新北市,2,65000
2016,51,1~3,苗栗縣,1,10005
2016,51,1~3,高雄市,13,64000
2016,51,1~3,台北市,7,63000
2016,51,1~3,台中市,11,66000
2016,51,1~3,台南市,4,67000
2016,51,1~3,雲林縣,1,10009
2016,51,4~6,彰化縣,1,10007
2016,51,4~6,宜蘭縣,1,10002
2016,51,4~6,新北市,1,65000
2016,51,4~6,苗栗縣,1,10005
2016,51,4~6,高雄市,4,64000
2016,51,4~6,台北市,6,63000
2016,51,4~6,台中市,6,66000
2016,51,4~6,台南市,2,67000
2016,51,7~15,嘉義市,1,10020
2016,51,7~15,桃園市,1,68000
2016,51,7~15,苗栗縣,1,10005
2016,51,7~15,高雄市,4,64000
2016,51,7~15,台北市,6,63000
2016,51,7~15,台中市,2,66000
2016,51,7~15,台南市,2,67000
2016,52,0,桃園市,1,68000
2016,52,0,宜蘭縣,1,10002
2016,52,0,新北市,2,65000
2016,52,0,苗栗縣,1,10005
2016,52,0,高雄市,1,64000
2016,52,0,台北市,6,63000
2016,52,0,台中市,1,66000
2016,52,0,雲林縣,1,10009
2016,52,16+,高雄市,1,64000
2016,52,16+,台北市,3,63000
2016,52,1~3,桃園市,6,68000
2016,52,1~3,彰化縣,3,10007
2016,52,1~3,新北市,3,65000
2016,52,1~3,新竹市,1,10018
2016,52,1~3,新竹縣,1,10004
2016,52,1~3,苗栗縣,1,10005
2016,52,1~3,高雄市,8,64000
2016,52,1~3,台北市,3,63000
2016,52,1~3,台中市,7,66000
2016,52,1~3,台南市,4,67000
2016,52,1~3,雲林縣,1,10009
2016,52,1~3,基隆市,2,10017
2016,52,4~6,桃園市,2,68000
2016,52,4~6,南投縣,1,10008
2016,52,4~6,彰化縣,2,10007
2016,52,4~6,新竹縣,1,10004
2016,52,4~6,苗栗縣,1,10005
2016,52,4~6,高雄市,2,64000
2016,52,4~6,台北市,1,63000
2016,52,4~6,台中市,1,66000
2016,52,4~6,台南市,3,67000
2016,52,4~6,雲林縣,1,10009
2016,52,7~15,桃園市,1,68000
2016,52,7~15,新北市,2,65000
2016,52,7~15,新竹市,1,10018
2016,52,7~15,台中市,1,66000
2016,52,7~15,雲林縣,1,10009
2017,01,0,高雄市,3,64000
2017,01,0,台北市,1,63000
2017,01,0,台中市,3,66000
2017,01,16+,彰化縣,1,10007
2017,01,16+,花蓮縣,1,10015
2017,01,16+,台北市,3,63000
2017,01,16+,台中市,4,66000
2017,01,16+,基隆市,1,10017
2017,01,1~3,嘉義市,4,10020
2017,01,1~3,嘉義縣,1,10010
2017,01,1~3,桃園市,5,68000
2017,01,1~3,屏東縣,1,10013
2017,01,1~3,彰化縣,1,10007
2017,01,1~3,澎湖縣,1,10016
2017,01,1~3,宜蘭縣,3,10002
2017,01,1~3,新北市,3,65000
2017,01,1~3,新竹市,1,10018
2017,01,1~3,花蓮縣,1,10015
2017,01,1~3,苗栗縣,3,10005
2017,01,1~3,高雄市,5,64000
2017,01,1~3,台北市,6,63000
2017,01,1~3,台中市,10,66000
2017,01,1~3,台南市,2,67000
2017,01,1~3,台東縣,2,10014
2017,01,1~3,雲林縣,1,10009
2017,01,4~6,嘉義市,1,10020
2017,01,4~6,桃園市,5,68000
2017,01,4~6,南投縣,1,10008
2017,01,4~6,新北市,1,65000
2017,01,4~6,新竹市,2,10018
2017,01,4~6,苗栗縣,1,10005
2017,01,4~6,高雄市,3,64000
2017,01,4~6,台北市,1,63000
2017,01,4~6,台中市,2,66000
2017,01,4~6,台南市,7,67000
2017,01,7~15,桃園市,1,68000
2017,01,7~15,新北市,1,65000
2017,01,7~15,新竹市,1,10018
2017,01,7~15,高雄市,1,64000
2017,01,7~15,台北市,3,63000
2017,01,7~15,台中市,3,66000
2017,02,0,桃園市,1,68000
2017,02,0,高雄市,2,64000
2017,02,0,台北市,1,63000
2017,02,0,台中市,1,66000
2017,02,16+,嘉義市,1,10020
2017,02,16+,南投縣,1,10008
2017,02,16+,宜蘭縣,1,10002
2017,02,16+,台中市,4,66000
2017,02,1~3,嘉義市,3,10020
2017,02,1~3,桃園市,7,68000
2017,02,1~3,屏東縣,2,10013
2017,02,1~3,南投縣,2,10008
2017,02,1~3,彰化縣,2,10007
2017,02,1~3,新北市,1,65000
2017,02,1~3,新竹市,2,10018
2017,02,1~3,苗栗縣,2,10005
2017,02,1~3,高雄市,15,64000
2017,02,1~3,台北市,4,63000
2017,02,1~3,台中市,8,66000
2017,02,1~3,台南市,4,67000
2017,02,1~3,雲林縣,2,10009
2017,02,1~3,基隆市,2,10017
2017,02,4~6,嘉義市,2,10020
2017,02,4~6,南投縣,1,10008
2017,02,4~6,彰化縣,1,10007
2017,02,4~6,宜蘭縣,1,10002
2017,02,4~6,新北市,1,65000
2017,02,4~6,苗栗縣,3,10005
2017,02,4~6,高雄市,3,64000
2017,02,4~6,台北市,1,63000
2017,02,4~6,台中市,1,66000
2017,02,4~6,台南市,3,67000
2017,02,7~15,桃園市,1,68000
2017,02,7~15,屏東縣,1,10013
2017,02,7~15,高雄市,1,64000
2017,02,7~15,台北市,1,63000
2017,02,7~15,台中市,1,66000
2017,02,7~15,台南市,4,67000
2017,03,0,嘉義縣,1,10010
2017,03,0,新北市,1,65000
2017,03,0,高雄市,2,64000
2017,03,0,台北市,1,63000
2017,03,0,台中市,3,66000
2017,03,16+,嘉義縣,1,10010
2017,03,16+,高雄市,1,64000
2017,03,16+,台北市,3,63000
2017,03,16+,台中市,1,66000
2017,03,1~3,嘉義市,3,10020
2017,03,1~3,南投縣,2,10008
2017,03,1~3,彰化縣,2,10007
2017,03,1~3,宜蘭縣,2,10002
2017,03,1~3,新北市,4,65000
2017,03,1~3,高雄市,6,64000
2017,03,1~3,台北市,5,63000
2017,03,1~3,台中市,3,66000
2017,03,1~3,台南市,2,67000
2017,03,4~6,嘉義市,1,10020
2017,03,4~6,桃園市,1,68000
2017,03,4~6,苗栗縣,1,10005
2017,03,4~6,高雄市,1,64000
2017,03,4~6,台北市,1,63000
2017,03,4~6,台中市,1,66000
2017,03,4~6,台南市,1,67000
2017,03,7~15,南投縣,1,10008
2017,03,7~15,新北市,1,65000
2017,03,7~15,台北市,2,63000
2017,03,7~15,台中市,2,66000
2017,03,7~15,台南市,2,67000
2017,04,0,桃園市,1,68000
2017,04,0,新北市,1,65000
2017,04,0,高雄市,1,64000
2017,04,0,台北市,1,63000
2017,04,0,台中市,3,66000
2017,04,0,基隆市,1,10017
2017,04,16+,彰化縣,1,10007
2017,04,16+,新北市,2,65000
2017,04,16+,新竹市,1,10018
2017,04,16+,台北市,2,63000
2017,04,16+,台中市,1,66000
2017,04,1~3,嘉義縣,1,10010
2017,04,1~3,桃園市,3,68000
2017,04,1~3,南投縣,1,10008
2017,04,1~3,彰化縣,2,10007
2017,04,1~3,宜蘭縣,1,10002
2017,04,1~3,新北市,4,65000
2017,04,1~3,花蓮縣,1,10015
2017,04,1~3,苗栗縣,2,10005
2017,04,1~3,高雄市,5,64000
2017,04,1~3,台北市,7,63000
2017,04,1~3,台中市,2,66000
2017,04,1~3,台南市,5,67000
2017,04,1~3,基隆市,1,10017
2017,04,4~6,桃園市,2,68000
2017,04,4~6,彰化縣,2,10007
2017,04,4~6,高雄市,2,64000
2017,04,4~6,台北市,1,63000
2017,04,4~6,台中市,2,66000
2017,04,4~6,台南市,2,67000
2017,04,4~6,基隆市,1,10017
2017,04,7~15,桃園市,1,68000
2017,04,7~15,新北市,1,65000
2017,04,7~15,台北市,3,63000
2017,04,7~15,台南市,2,67000
2017,04,7~15,基隆市,1,10017
2017,05,0,高雄市,1,64000
2017,05,0,台中市,4,66000
2017,05,0,台東縣,1,10014
2017,05,16+,嘉義市,1,10020
2017,05,16+,宜蘭縣,1,10002
2017,05,16+,新北市,2,65000
2017,05,16+,台北市,4,63000
2017,05,16+,台中市,1,66000
2017,05,16+,台南市,2,67000
2017,05,1~3,嘉義市,1,10020
2017,05,1~3,桃園市,11,68000
2017,05,1~3,屏東縣,1,10013
2017,05,1~3,南投縣,1,10008
2017,05,1~3,彰化縣,2,10007
2017,05,1~3,宜蘭縣,2,10002
2017,05,1~3,新北市,2,65000
2017,05,1~3,新竹市,3,10018
2017,05,1~3,花蓮縣,1,10015
2017,05,1~3,苗栗縣,1,10005
2017,05,1~3,高雄市,6,64000
2017,05,1~3,台北市,14,63000
2017,05,1~3,台中市,3,66000
2017,05,1~3,台南市,8,67000
2017,05,1~3,台東縣,1,10014
2017,05,1~3,雲林縣,3,10009
2017,05,4~6,桃園市,3,68000
2017,05,4~6,屏東縣,1,10013
2017,05,4~6,彰化縣,2,10007
2017,05,4~6,宜蘭縣,1,10002
2017,05,4~6,新北市,1,65000
2017,05,4~6,高雄市,2,64000
2017,05,4~6,台北市,4,63000
2017,05,4~6,台中市,3,66000
2017,05,4~6,台南市,4,67000
2017,05,4~6,雲林縣,1,10009
2017,05,7~15,桃園市,2,68000
2017,05,7~15,屏東縣,1,10013
2017,05,7~15,高雄市,2,64000
2017,05,7~15,台北市,1,63000
2017,05,7~15,台南市,3,67000
2017,06,0,桃園市,2,68000
2017,06,0,新北市,1,65000
2017,06,0,高雄市,1,64000
2017,06,0,台中市,1,66000
2017,06,16+,彰化縣,1,10007
2017,06,16+,宜蘭縣,1,10002
2017,06,16+,新竹市,1,10018
2017,06,1~3,桃園市,7,68000
2017,06,1~3,新竹市,1,10018
2017,06,1~3,高雄市,5,64000
2017,06,1~3,台北市,3,63000
2017,06,1~3,台中市,6,66000
2017,06,1~3,台南市,2,67000
2017,06,4~6,桃園市,2,68000
2017,06,4~6,新北市,1,65000
2017,06,4~6,台中市,1,66000
2017,06,4~6,台南市,1,67000
2017,06,7~15,桃園市,1,68000
2017,06,7~15,高雄市,1,64000
2017,06,7~15,台北市,1,63000
2017,06,7~15,台中市,1,66000
2017,07,0,桃園市,2,68000
2017,07,1~3,新北市,2,65000
2017,07,1~3,新竹市,2,10018
2017,07,1~3,花蓮縣,1,10015
2017,07,1~3,高雄市,4,64000
2017,07,1~3,台中市,4,66000
2017,07,1~3,台南市,1,67000
2017,07,4~6,彰化縣,1,10007
2017,07,4~6,台北市,1,63000
2017,07,7~15,新竹市,2,10018
2017,08,0,彰化縣,1,10007
2017,08,0,台北市,1,63000
2017,08,0,台中市,2,66000
2017,08,16+,彰化縣,1,10007
2017,08,16+,台南市,1,67000
2017,08,1~3,宜蘭縣,1,10002
2017,08,1~3,新北市,2,65000
2017,08,1~3,新竹市,1,10018
2017,08,1~3,花蓮縣,1,10015
2017,08,1~3,苗栗縣,1,10005
2017,08,1~3,高雄市,2,64000
2017,08,1~3,台北市,2,63000
2017,08,1~3,台中市,4,66000
2017,08,1~3,台南市,1,67000
2017,08,1~3,雲林縣,1,10009
2017,08,4~6,台北市,1,63000
2017,08,7~15,台北市,1,63000
2017,09,0,宜蘭縣,1,10002
2017,09,0,台中市,3,66000
2017,09,1~3,嘉義市,1,10020
2017,09,1~3,桃園市,2,68000
2017,09,1~3,新北市,1,65000
2017,09,1~3,新竹市,3,10018
2017,09,1~3,高雄市,2,64000
2017,09,1~3,台北市,3,63000
2017,09,1~3,台南市,1,67000
2017,09,1~3,雲林縣,1,10009
2017,09,4~6,花蓮縣,2,10015
2017,09,4~6,高雄市,2,64000
2017,09,4~6,台北市,1,63000
2017,09,7~15,南投縣,1,10008
2017,09,7~15,高雄市,1,64000
2017,09,7~15,台北市,2,63000
2017,10,0,新竹縣,1,10004
2017,10,0,台北市,3,63000
2017,10,0,台中市,1,66000
2017,10,16+,南投縣,1,10008
2017,10,16+,台北市,1,63000
2017,10,1~3,嘉義市,1,10020
2017,10,1~3,苗栗縣,2,10005
2017,10,1~3,高雄市,1,64000
2017,10,1~3,台北市,3,63000
2017,10,1~3,台東縣,1,10014
2017,10,1~3,雲林縣,1,10009
2017,10,4~6,屏東縣,1,10013
2017,10,4~6,新竹市,1,10018
2017,10,4~6,高雄市,1,64000
2017,10,4~6,雲林縣,1,10009
2017,10,7~15,台南市,1,67000
2017,10,7~15,雲林縣,1,10009
2017,11,0,新北市,2,65000
2017,11,0,苗栗縣,1,10005
2017,11,0,台東縣,1,10014
2017,11,16+,台北市,1,63000
2017,11,1~3,桃園市,1,68000
2017,11,1~3,新北市,1,65000
2017,11,1~3,新竹市,1,10018
2017,11,1~3,苗栗縣,2,10005
2017,11,1~3,高雄市,3,64000
2017,11,1~3,台北市,2,63000
2017,11,1~3,台東縣,1,10014
2017,11,1~3,雲林縣,1,10009
2017,11,4~6,桃園市,1,68000
2017,11,4~6,新北市,2,65000
2017,11,4~6,台北市,1,63000
2017,11,4~6,台南市,1,67000
2017,11,7~15,台北市,1,63000
2017,11,7~15,台中市,1,66000
2017,12,0,桃園市,1,68000
2017,12,0,澎湖縣,1,10016
2017,12,0,新北市,2,65000
2017,12,0,新竹市,1,10018
2017,12,0,台中市,1,66000
2017,12,16+,苗栗縣,2,10005
2017,12,16+,台北市,1,63000
2017,12,1~3,嘉義市,1,10020
2017,12,1~3,新北市,2,65000
2017,12,1~3,新竹市,1,10018
2017,12,1~3,苗栗縣,2,10005
2017,12,1~3,台北市,3,63000
2017,12,1~3,台中市,8,66000
2017,12,4~6,桃園市,1,68000
2017,12,4~6,苗栗縣,1,10005
2017,12,4~6,高雄市,1,64000
2017,12,4~6,台北市,1,63000
2017,12,4~6,台南市,1,67000
2017,12,4~6,雲林縣,1,10009
2017,12,7~15,新北市,1,65000
2017,12,7~15,苗栗縣,1,10005
2017,12,7~15,高雄市,1,64000
2017,12,7~15,台北市,2,63000
2017,13,0,新北市,1,65000
2017,13,16+,台北市,1,63000
2017,13,1~3,桃園市,1,68000
2017,13,1~3,彰化縣,3,10007
2017,13,1~3,新北市,2,65000
2017,13,1~3,金門縣,1,09020
2017,13,1~3,苗栗縣,1,10005
2017,13,1~3,高雄市,2,64000
2017,13,1~3,台北市,2,63000
2017,13,4~6,新竹市,1,10018
2017,13,4~6,苗栗縣,1,10005
2017,13,4~6,台北市,2,63000
2017,13,4~6,台中市,2,66000
2017,13,4~6,台南市,2,67000
2017,13,7~15,嘉義縣,1,10010
2017,13,7~15,新竹縣,1,10004
2017,13,7~15,台北市,4,63000
2017,14,0,新北市,2,65000
2017,14,0,花蓮縣,1,10015
2017,14,0,台北市,1,63000
2017,14,16+,台北市,1,63000
2017,14,16+,台中市,1,66000
2017,14,1~3,嘉義縣,1,10010
2017,14,1~3,桃園市,1,68000
2017,14,1~3,南投縣,1,10008
2017,14,1~3,彰化縣,1,10007
2017,14,1~3,宜蘭縣,1,10002
2017,14,1~3,新北市,2,65000
2017,14,1~3,苗栗縣,2,10005
2017,14,1~3,高雄市,1,64000
2017,14,1~3,台北市,2,63000
2017,14,1~3,雲林縣,3,10009
2017,14,4~6,桃園市,1,68000
2017,14,4~6,宜蘭縣,1,10002
2017,14,4~6,新竹市,1,10018
2017,14,4~6,台中市,2,66000
2017,14,4~6,台南市,1,67000
2017,14,7~15,基隆市,1,10017
2017,15,0,新北市,1,65000
2017,15,0,新竹市,1,10018
2017,15,0,花蓮縣,1,10015
2017,15,0,高雄市,1,64000
2017,15,0,台北市,2,63000
2017,15,16+,宜蘭縣,2,10002
2017,15,16+,新北市,1,65000
2017,15,1~3,嘉義市,3,10020
2017,15,1~3,桃園市,7,68000
2017,15,1~3,屏東縣,1,10013
2017,15,1~3,南投縣,1,10008
2017,15,1~3,新北市,5,65000
2017,15,1~3,新竹市,1,10018
2017,15,1~3,新竹縣,1,10004
2017,15,1~3,高雄市,5,64000
2017,15,1~3,台北市,3,63000
2017,15,1~3,台中市,2,66000
2017,15,1~3,台南市,1,67000
2017,15,1~3,雲林縣,1,10009
2017,15,4~6,桃園市,3,68000
2017,15,4~6,台中市,2,66000
2017,15,7~15,苗栗縣,1,10005
2017,16,0,嘉義縣,1,10010
2017,16,0,桃園市,1,68000
2017,16,0,台北市,2,63000
2017,16,0,雲林縣,1,10009
2017,16,1~3,桃園市,4,68000
2017,16,1~3,宜蘭縣,1,10002
2017,16,1~3,新北市,2,65000
2017,16,1~3,苗栗縣,2,10005
2017,16,1~3,高雄市,2,64000
2017,16,1~3,台北市,8,63000
2017,16,1~3,台中市,2,66000
2017,16,1~3,台南市,2,67000
2017,16,4~6,嘉義市,1,10020
2017,16,4~6,桃園市,1,68000
2017,16,4~6,屏東縣,1,10013
2017,16,4~6,新北市,1,65000
2017,16,4~6,高雄市,1,64000
2017,16,4~6,台中市,1,66000
2017,16,7~15,桃園市,1,68000
2017,16,7~15,新北市,1,65000
2017,16,7~15,高雄市,1,64000
2017,17,0,新北市,4,65000
2017,17,0,台北市,5,63000
2017,17,0,雲林縣,1,10009
2017,17,16+,桃園市,1,68000
2017,17,16+,台中市,1,66000
2017,17,1~3,嘉義市,1,10020
2017,17,1~3,桃園市,3,68000
2017,17,1~3,彰化縣,2,10007
2017,17,1~3,新北市,2,65000
2017,17,1~3,新竹市,1,10018
2017,17,1~3,花蓮縣,1,10015
2017,17,1~3,苗栗縣,1,10005
2017,17,1~3,高雄市,1,64000
2017,17,1~3,台北市,6,63000
2017,17,1~3,台中市,2,66000
2017,17,1~3,基隆市,1,10017
2017,17,4~6,彰化縣,1,10007
2017,17,4~6,高雄市,1,64000
2017,17,4~6,台北市,6,63000
2017,17,4~6,台中市,1,66000
2017,17,4~6,台南市,1,67000
2017,17,7~15,新北市,1,65000
2017,17,7~15,台北市,1,63000
2017,18,0,新北市,5,65000
2017,18,0,台中市,1,66000
2017,18,0,雲林縣,1,10009
2017,18,16+,金門縣,1,09020
2017,18,1~3,桃園市,3,68000
2017,18,1~3,彰化縣,2,10007
2017,18,1~3,新北市,6,65000
2017,18,1~3,苗栗縣,1,10005
2017,18,1~3,高雄市,1,64000
2017,18,1~3,台北市,2,63000
2017,18,1~3,台中市,1,66000
2017,18,1~3,台南市,1,67000
2017,18,1~3,基隆市,1,10017
2017,18,4~6,彰化縣,1,10007
2017,18,4~6,新北市,1,65000
2017,18,4~6,金門縣,1,09020
2017,18,4~6,台北市,1,63000
2017,18,4~6,台南市,2,67000
2017,18,7~15,彰化縣,1,10007
2017,18,7~15,台北市,1,63000
2017,19,0,桃園市,1,68000
2017,19,0,南投縣,1,10008
2017,19,0,彰化縣,2,10007
2017,19,0,雲林縣,1,10009
2017,19,16+,苗栗縣,1,10005
2017,19,16+,高雄市,1,64000
2017,19,16+,台北市,3,63000
2017,19,1~3,嘉義市,2,10020
2017,19,1~3,桃園市,3,68000
2017,19,1~3,彰化縣,2,10007
2017,19,1~3,新北市,4,65000
2017,19,1~3,新竹市,1,10018
2017,19,1~3,新竹縣,1,10004
2017,19,1~3,台北市,4,63000
2017,19,1~3,台中市,3,66000
2017,19,1~3,台南市,2,67000
2017,19,4~6,嘉義縣,1,10010
2017,19,4~6,桃園市,2,68000
2017,19,4~6,彰化縣,1,10007
2017,19,4~6,新北市,1,65000
2017,19,4~6,台北市,2,63000
2017,19,4~6,雲林縣,1,10009
2017,19,7~15,新北市,1,65000
2017,19,7~15,苗栗縣,2,10005
2017,19,7~15,高雄市,1,64000
2017,19,7~15,台北市,1,63000
2017,20,0,桃園市,3,68000
2017,20,0,彰化縣,1,10007
2017,20,0,高雄市,1,64000
2017,20,0,台北市,2,63000
2017,20,0,台中市,1,66000
2017,20,0,台南市,1,67000
2017,20,0,台東縣,1,10014
2017,20,16+,台北市,4,63000
2017,20,16+,台中市,2,66000
2017,20,1~3,桃園市,6,68000
2017,20,1~3,南投縣,1,10008
2017,20,1~3,彰化縣,6,10007
2017,20,1~3,新北市,2,65000
2017,20,1~3,苗栗縣,5,10005
2017,20,1~3,高雄市,1,64000
2017,20,1~3,台北市,3,63000
2017,20,1~3,台中市,2,66000
2017,20,1~3,台南市,1,67000
2017,20,1~3,雲林縣,1,10009
2017,20,4~6,彰化縣,2,10007
2017,20,4~6,新竹市,1,10018
2017,20,4~6,苗栗縣,1,10005
2017,20,4~6,高雄市,1,64000
2017,20,4~6,台北市,1,63000
2017,20,4~6,台中市,1,66000
2017,20,7~15,桃園市,1,68000
2017,20,7~15,宜蘭縣,1,10002
2017,20,7~15,台北市,1,63000
2017,21,0,彰化縣,1,10007
2017,21,0,新北市,1,65000
2017,21,0,新竹市,1,10018
2017,21,0,高雄市,1,64000
2017,21,0,台北市,3,63000
2017,21,0,台中市,1,66000
2017,21,1~3,嘉義縣,1,10010
2017,21,1~3,桃園市,7,68000
2017,21,1~3,屏東縣,1,10013
2017,21,1~3,彰化縣,2,10007
2017,21,1~3,澎湖縣,1,10016
2017,21,1~3,宜蘭縣,1,10002
2017,21,1~3,新北市,2,65000
2017,21,1~3,新竹市,1,10018
2017,21,1~3,新竹縣,1,10004
2017,21,1~3,高雄市,1,64000
2017,21,1~3,台北市,7,63000
2017,21,1~3,台中市,4,66000
2017,21,1~3,台南市,1,67000
2017,21,1~3,台東縣,2,10014
2017,21,1~3,基隆市,1,10017
2017,21,4~6,嘉義市,1,10020
2017,21,4~6,桃園市,1,68000
2017,21,4~6,彰化縣,1,10007
2017,21,4~6,新北市,1,65000
2017,21,4~6,苗栗縣,1,10005
2017,21,4~6,台北市,2,63000
2017,21,4~6,台中市,1,66000
2017,21,4~6,基隆市,1,10017
2017,21,7~15,彰化縣,1,10007
2017,21,7~15,台北市,1,63000
2017,21,7~15,台中市,3,66000
2017,21,7~15,台東縣,1,10014
2017,21,7~15,雲林縣,1,10009
2017,22,0,桃園市,2,68000
2017,22,0,屏東縣,1,10013
2017,22,0,彰化縣,3,10007
2017,22,0,新北市,2,65000
2017,22,0,高雄市,1,64000
2017,22,0,台中市,1,66000
2017,22,0,台南市,1,67000
2017,22,16+,桃園市,1,68000
2017,22,16+,台北市,1,63000
2017,22,16+,台中市,1,66000
2017,22,1~3,桃園市,9,68000
2017,22,1~3,南投縣,1,10008
2017,22,1~3,彰化縣,1,10007
2017,22,1~3,新北市,3,65000
2017,22,1~3,新竹市,5,10018
2017,22,1~3,苗栗縣,2,10005
2017,22,1~3,高雄市,1,64000
2017,22,1~3,台北市,8,63000
2017,22,1~3,台中市,9,66000
2017,22,1~3,台南市,6,67000
2017,22,1~3,台東縣,1,10014
2017,22,1~3,基隆市,2,10017
2017,22,4~6,嘉義市,1,10020
2017,22,4~6,桃園市,2,68000
2017,22,4~6,南投縣,2,10008
2017,22,4~6,新北市,2,65000
2017,22,4~6,新竹市,1,10018
2017,22,4~6,苗栗縣,1,10005
2017,22,4~6,高雄市,1,64000
2017,22,4~6,台北市,3,63000
2017,22,4~6,台中市,4,66000
2017,22,4~6,台東縣,1,10014
2017,22,4~6,基隆市,1,10017
2017,22,7~15,桃園市,3,68000
2017,22,7~15,宜蘭縣,1,10002
2017,22,7~15,苗栗縣,1,10005
