年,週,就診類別,年齡別,縣市,流感及其所致肺炎健保就診人次,健保就診總人次,縣市別代碼
2018,38,門診,3~6,嘉義市,27,5392,10020
2018,38,門診,3~6,台北市,205,27868,63000
2018,38,門診,3~6,高雄市,368,33349,64000
2018,38,門診,3~6,新北市,397,55515,65000
2018,38,門診,3~6,台中市,579,43291,66000
2018,38,門診,3~6,台南市,167,23153,67000
2018,38,門診,3~6,桃園市,365,28858,68000
2018,38,門診,65+,連江縣,0,249,09007
2018,38,門診,65+,金門縣,1,4343,09020
2018,38,門診,65+,宜蘭縣,79,27322,10002
2018,38,門診,65+,新竹縣,19,15721,10004
2018,38,門診,65+,苗栗縣,52,25946,10005
2018,38,門診,65+,彰化縣,229,66481,10007
2018,38,門診,65+,南投縣,25,30083,10008
2018,38,門診,65+,雲林縣,123,42006,10009
2018,38,門診,65+,嘉義縣,146,24268,10010
2018,38,門診,65+,屏東縣,288,53798,10013
2018,38,門診,65+,台東縣,6,12069,10014
2018,38,門診,65+,花蓮縣,32,20401,10015
2018,38,門診,65+,澎湖縣,3,9265,10016
2018,38,門診,65+,基隆市,31,16933,10017
2018,38,門診,65+,新竹市,35,22545,10018
2018,38,門診,65+,嘉義市,99,23286,10020
2018,38,門診,65+,台北市,239,188979,63000
2018,38,門診,65+,高雄市,394,159487,64000
2018,38,門診,65+,新北市,209,156540,65000
2018,38,門診,65+,台中市,288,124580,66000
2018,38,門診,65+,台南市,355,95990,67000
2018,38,門診,65+,桃園市,138,66949,68000
2018,38,門診,7~12,連江縣,0,37,09007
2018,38,門診,7~12,金門縣,3,1095,09020
2018,38,門診,7~12,宜蘭縣,60,4618,10002
2018,38,門診,7~12,新竹縣,95,6146,10004
2018,38,門診,7~12,苗栗縣,40,4635,10005
2018,38,門診,7~12,彰化縣,95,12099,10007
2018,38,門診,7~12,南投縣,20,4428,10008
2018,38,門診,7~12,雲林縣,34,7577,10009
2018,38,門診,7~12,嘉義縣,16,3118,10010
2018,38,門診,7~12,屏東縣,123,7938,10013
2018,38,門診,7~12,台東縣,10,1539,10014
2018,38,門診,7~12,花蓮縣,12,2210,10015
2018,38,門診,7~12,澎湖縣,0,1116,10016
2018,38,門診,7~12,基隆市,16,3072,10017
2018,38,門診,7~12,新竹市,77,6031,10018
2018,38,門診,7~12,嘉義市,22,5331,10020
2018,38,門診,7~12,台北市,150,24713,63000
2018,38,門診,7~12,高雄市,254,27184,64000
2018,38,門診,7~12,新北市,231,37636,65000
2018,38,門診,7~12,台中市,322,31734,66000
2018,38,門診,7~12,台南市,122,18249,67000
2018,38,門診,7~12,桃園市,208,23225,68000
2018,39,住院,0~2,金門縣,0,4,09020
2018,39,住院,0~2,宜蘭縣,1,81,10002
2018,39,住院,0~2,新竹縣,0,19,10004
2018,39,住院,0~2,苗栗縣,0,12,10005
2018,39,住院,0~2,彰化縣,7,166,10007
2018,39,住院,0~2,南投縣,0,24,10008
2018,39,住院,0~2,雲林縣,0,21,10009
2018,39,住院,0~2,嘉義縣,1,47,10010
2018,39,住院,0~2,屏東縣,0,38,10013
2018,39,住院,0~2,台東縣,1,4,10014
2018,39,住院,0~2,花蓮縣,0,24,10015
2018,39,住院,0~2,基隆市,2,29,10017
2018,39,住院,0~2,新竹市,1,27,10018
2018,39,住院,0~2,嘉義市,0,14,10020
2018,39,住院,0~2,台北市,1,189,63000
2018,39,住院,0~2,高雄市,6,149,64000
2018,39,住院,0~2,新北市,0,71,65000
2018,39,住院,0~2,台中市,1,176,66000
2018,39,住院,0~2,台南市,0,34,67000
2018,39,住院,0~2,桃園市,2,169,68000
2018,39,住院,13~15,宜蘭縣,2,8,10002
2018,39,住院,13~15,新竹縣,0,2,10004
2018,39,住院,13~15,苗栗縣,2,7,10005
2018,39,住院,13~15,彰化縣,2,17,10007
2018,39,住院,13~15,南投縣,0,3,10008
2018,39,住院,13~15,雲林縣,0,4,10009
2018,39,住院,13~15,嘉義縣,1,5,10010
2018,39,住院,13~15,屏東縣,0,8,10013
2018,39,住院,13~15,花蓮縣,0,4,10015
2018,39,住院,13~15,基隆市,0,5,10017
2018,39,住院,13~15,新竹市,0,3,10018
2018,39,住院,13~15,嘉義市,0,3,10020
2018,39,住院,13~15,台北市,0,43,63000
2018,39,住院,13~15,高雄市,1,19,64000
2018,39,住院,13~15,新北市,0,5,65000
2018,39,住院,13~15,台中市,3,31,66000
2018,39,住院,13~15,台南市,0,10,67000
2018,39,住院,13~15,桃園市,1,24,68000
2018,39,住院,16~18,金門縣,0,2,09020
2018,39,住院,16~18,宜蘭縣,0,2,10002
2018,39,住院,16~18,新竹縣,1,2,10004
2018,39,住院,16~18,苗栗縣,0,12,10005
2018,39,住院,16~18,彰化縣,0,30,10007
2018,39,住院,16~18,南投縣,0,3,10008
2018,39,住院,16~18,雲林縣,0,5,10009
2018,39,住院,16~18,嘉義縣,0,11,10010
2018,39,住院,16~18,屏東縣,0,10,10013
2018,39,住院,16~18,台東縣,0,1,10014
2018,39,住院,16~18,花蓮縣,0,10,10015
2018,39,住院,16~18,基隆市,0,4,10017
2018,39,住院,16~18,新竹市,0,7,10018
2018,39,住院,16~18,台北市,0,52,63000
2018,39,住院,16~18,高雄市,2,38,64000
2018,39,住院,16~18,新北市,0,20,65000
2018,39,住院,16~18,台中市,0,35,66000
2018,39,住院,16~18,台南市,0,7,67000
2018,39,住院,16~18,桃園市,0,35,68000
2018,39,住院,19~24,金門縣,0,5,09020
2018,39,住院,19~24,宜蘭縣,0,18,10002
2018,39,住院,19~24,新竹縣,0,13,10004
2018,39,住院,19~24,苗栗縣,0,19,10005
2018,39,住院,19~24,彰化縣,1,81,10007
2018,39,住院,19~24,南投縣,0,5,10008
2018,39,住院,19~24,雲林縣,0,20,10009
2018,39,住院,19~24,嘉義縣,1,22,10010
2018,39,住院,19~24,屏東縣,1,35,10013
2018,39,住院,19~24,台東縣,0,4,10014
2018,39,住院,19~24,花蓮縣,0,23,10015
2018,39,住院,19~24,澎湖縣,0,2,10016
2018,39,住院,19~24,基隆市,0,15,10017
2018,39,住院,19~24,新竹市,0,16,10018
2018,39,住院,19~24,嘉義市,0,16,10020
2018,39,住院,19~24,台北市,0,185,63000
2018,39,住院,19~24,高雄市,2,146,64000
2018,39,住院,19~24,新北市,0,72,65000
2018,39,住院,19~24,台中市,1,131,66000
2018,39,住院,19~24,台南市,0,44,67000
2018,39,住院,19~24,桃園市,0,141,68000
2018,39,住院,25~64,連江縣,0,1,09007
2018,39,住院,25~64,金門縣,0,46,09020
2018,39,住院,25~64,宜蘭縣,2,442,10002
2018,39,住院,25~64,新竹縣,1,177,10004
2018,39,住院,25~64,苗栗縣,1,254,10005
2018,39,住院,25~64,彰化縣,7,1308,10007
2018,39,住院,25~64,南投縣,0,178,10008
2018,39,住院,25~64,雲林縣,0,375,10009
2018,39,住院,25~64,嘉義縣,1,533,10010
2018,39,住院,25~64,屏東縣,5,435,10013
2018,39,住院,25~64,台東縣,0,67,10014
2018,39,住院,25~64,花蓮縣,2,417,10015
2018,39,住院,25~64,澎湖縣,0,12,10016
2018,39,住院,25~64,基隆市,0,293,10017
2018,39,住院,25~64,新竹市,1,292,10018
2018,39,住院,25~64,嘉義市,0,317,10020
2018,39,住院,25~64,台北市,1,3987,63000
2018,39,住院,25~64,高雄市,10,2440,64000
2018,39,住院,25~64,新北市,1,1275,65000
2018,39,住院,25~64,台中市,4,2110,66000
2018,39,住院,25~64,台南市,1,1282,67000
2018,39,住院,25~64,桃園市,2,2277,68000
2018,39,住院,3~6,金門縣,0,6,09020
2018,39,住院,3~6,宜蘭縣,1,51,10002
2018,39,住院,3~6,新竹縣,2,15,10004
2018,39,住院,3~6,苗栗縣,0,17,10005
2018,39,住院,3~6,彰化縣,4,97,10007
2018,39,住院,3~6,南投縣,0,23,10008
2018,39,住院,3~6,雲林縣,0,16,10009
2018,39,住院,3~6,嘉義縣,3,33,10010
2018,39,住院,3~6,屏東縣,1,41,10013
2018,39,住院,3~6,台東縣,0,1,10014
2018,39,住院,3~6,花蓮縣,0,13,10015
2018,39,住院,3~6,澎湖縣,0,1,10016
2018,39,住院,3~6,基隆市,1,27,10017
2018,39,住院,3~6,新竹市,5,25,10018
2018,39,住院,3~6,嘉義市,0,6,10020
2018,39,住院,3~6,台北市,7,139,63000
2018,39,住院,3~6,高雄市,7,117,64000
2018,39,住院,3~6,新北市,0,37,65000
2018,39,住院,3~6,台中市,2,121,66000
2018,39,住院,3~6,台南市,0,11,67000
2018,39,住院,3~6,桃園市,2,130,68000
2018,39,住院,65+,連江縣,0,1,09007
2018,39,住院,65+,金門縣,0,33,09020
2018,39,住院,65+,宜蘭縣,1,322,10002
2018,39,住院,65+,新竹縣,0,126,10004
2018,39,住院,65+,苗栗縣,0,204,10005
2018,39,住院,65+,彰化縣,8,1053,10007
2018,39,住院,65+,南投縣,1,152,10008
2018,39,住院,65+,雲林縣,0,328,10009
2018,39,住院,65+,嘉義縣,4,522,10010
2018,39,住院,65+,屏東縣,2,339,10013
2018,39,住院,65+,台東縣,0,31,10014
2018,39,住院,65+,花蓮縣,0,249,10015
2018,39,住院,65+,澎湖縣,0,4,10016
2018,39,住院,65+,基隆市,0,315,10017
2018,39,住院,65+,新竹市,0,213,10018
2018,39,住院,65+,嘉義市,0,162,10020
2018,39,住院,65+,台北市,4,2753,63000
2018,39,住院,65+,高雄市,2,1626,64000
2018,39,住院,65+,新北市,4,891,65000
2018,39,住院,65+,台中市,0,1262,66000
2018,39,住院,65+,台南市,0,765,67000
2018,39,住院,65+,桃園市,0,1285,68000
2018,39,住院,7~12,宜蘭縣,0,17,10002
2018,39,住院,7~12,新竹縣,0,4,10004
2018,39,住院,7~12,苗栗縣,1,2,10005
2018,39,住院,7~12,彰化縣,3,39,10007
2018,39,住院,7~12,南投縣,0,12,10008
2018,39,住院,7~12,雲林縣,0,5,10009
2018,39,住院,7~12,嘉義縣,2,10,10010
2018,39,住院,7~12,屏東縣,0,14,10013
2018,39,住院,7~12,花蓮縣,0,3,10015
2018,39,住院,7~12,澎湖縣,0,2,10016
2018,39,住院,7~12,基隆市,3,12,10017
2018,39,住院,7~12,新竹市,0,6,10018
2018,39,住院,7~12,嘉義市,1,3,10020
2018,39,住院,7~12,台北市,0,73,63000
2018,39,住院,7~12,高雄市,3,64,64000
2018,39,住院,7~12,新北市,0,16,65000
2018,39,住院,7~12,台中市,1,49,66000
2018,39,住院,7~12,台南市,0,12,67000
2018,39,住院,7~12,桃園市,1,49,68000
2018,39,門診,0~2,連江縣,0,37,09007
2018,39,門診,0~2,金門縣,12,725,09020
2018,39,門診,0~2,宜蘭縣,11,2970,10002
2018,39,門診,0~2,新竹縣,106,4372,10004
2018,39,門診,0~2,苗栗縣,40,3775,10005
2018,39,門診,0~2,彰化縣,96,9427,10007
2018,39,門診,0~2,南投縣,7,3433,10008
2018,39,門診,0~2,雲林縣,14,4850,10009
2018,39,門診,0~2,嘉義縣,1,1719,10010
2018,39,門診,0~2,屏東縣,48,5267,10013
2018,39,門診,0~2,台東縣,3,1145,10014
2018,39,門診,0~2,花蓮縣,10,1739,10015
2018,39,門診,0~2,澎湖縣,0,674,10016
2018,39,門診,0~2,基隆市,4,1881,10017
2018,39,門診,0~2,新竹市,61,4562,10018
2018,39,門診,0~2,嘉義市,13,2854,10020
2018,39,門診,0~2,台北市,78,14712,63000
2018,39,門診,0~2,高雄市,135,17998,64000
2018,39,門診,0~2,新北市,192,29367,65000
2018,39,門診,0~2,台中市,310,25333,66000
2018,39,門診,0~2,台南市,91,12791,67000
2018,39,門診,0~2,桃園市,135,15422,68000
2018,39,門診,13~15,連江縣,0,37,09007
2018,39,門診,13~15,金門縣,1,291,09020
2018,39,門診,13~15,宜蘭縣,25,1999,10002
2018,39,門診,13~15,新竹縣,29,1832,10004
2018,39,門診,13~15,苗栗縣,27,2053,10005
2018,39,門診,13~15,彰化縣,138,6470,10007
2018,39,門診,13~15,南投縣,24,2369,10008
2018,39,門診,13~15,雲林縣,19,3859,10009
2018,39,門診,13~15,嘉義縣,14,1673,10010
2018,39,門診,13~15,屏東縣,72,3686,10013
2018,39,門診,13~15,台東縣,2,540,10014
2018,39,門診,13~15,花蓮縣,10,1075,10015
2018,39,門診,13~15,澎湖縣,0,522,10016
2018,39,門診,13~15,基隆市,4,1211,10017
2018,39,門診,13~15,新竹市,14,2000,10018
2018,39,門診,13~15,嘉義市,18,2283,10020
2018,39,門診,13~15,台北市,75,10203,63000
2018,39,門診,13~15,高雄市,134,11636,64000
2018,39,門診,13~15,新北市,87,17114,65000
2018,39,門診,13~15,台中市,153,14464,66000
2018,39,門診,13~15,台南市,71,7317,67000
2018,39,門診,13~15,桃園市,84,8955,68000
2018,39,門診,16~18,連江縣,0,13,09007
2018,39,門診,16~18,金門縣,1,318,09020
2018,39,門診,16~18,宜蘭縣,36,1929,10002
2018,39,門診,16~18,新竹縣,24,1621,10004
2018,39,門診,16~18,苗栗縣,21,1773,10005
2018,39,門診,16~18,彰化縣,76,5380,10007
2018,39,門診,16~18,南投縣,14,2027,10008
2018,39,門診,16~18,雲林縣,18,3052,10009
2018,39,門診,16~18,嘉義縣,11,1585,10010
2018,39,門診,16~18,屏東縣,67,3222,10013
2018,39,門診,16~18,台東縣,3,533,10014
2018,39,門診,16~18,花蓮縣,9,1089,10015
2018,39,門診,16~18,澎湖縣,2,454,10016
2018,39,門診,16~18,基隆市,2,1372,10017
2018,39,門診,16~18,新竹市,23,2067,10018
2018,39,門診,16~18,嘉義市,25,2095,10020
2018,39,門診,16~18,台北市,43,9282,63000
2018,39,門診,16~18,高雄市,131,11430,64000
2018,39,門診,16~18,新北市,71,15522,65000
2018,39,門診,16~18,台中市,136,12909,66000
2018,39,門診,16~18,台南市,54,7271,67000
2018,39,門診,16~18,桃園市,70,7950,68000
2018,39,門診,19~24,連江縣,0,79,09007
2018,39,門診,19~24,金門縣,0,724,09020
2018,39,門診,19~24,宜蘭縣,26,2615,10002
2018,39,門診,19~24,新竹縣,21,2880,10004
2018,39,門診,19~24,苗栗縣,32,2955,10005
2018,39,門診,19~24,彰化縣,106,8829,10007
2018,39,門診,19~24,南投縣,12,2986,10008
2018,39,門診,19~24,雲林縣,22,4929,10009
2018,39,門診,19~24,嘉義縣,20,2549,10010
2018,39,門診,19~24,屏東縣,83,5542,10013
2018,39,門診,19~24,台東縣,3,979,10014
2018,39,門診,19~24,花蓮縣,5,2170,10015
2018,39,門診,19~24,澎湖縣,1,872,10016
2018,39,門診,19~24,基隆市,11,2351,10017
2018,39,門診,19~24,新竹市,33,4271,10018
2018,39,門診,19~24,嘉義市,18,3247,10020
2018,39,門診,19~24,台北市,111,22098,63000
2018,39,門診,19~24,高雄市,200,23718,64000
2018,39,門診,19~24,新北市,124,28988,65000
2018,39,門診,19~24,台中市,194,28610,66000
2018,39,門診,19~24,台南市,92,15096,67000
2018,39,門診,19~24,桃園市,82,14193,68000
2018,39,門診,25~64,連江縣,1,670,09007
2018,39,門診,25~64,金門縣,4,7899,09020
2018,39,門診,25~64,宜蘭縣,196,35643,10002
2018,39,門診,25~64,新竹縣,188,34509,10004
2018,39,門診,25~64,苗栗縣,160,39495,10005
2018,39,門診,25~64,彰化縣,798,111184,10007
2018,39,門診,25~64,南投縣,119,42837,10008
2018,39,門診,25~64,雲林縣,250,60597,10009
2018,39,門診,25~64,嘉義縣,208,29202,10010
2018,39,門診,25~64,屏東縣,681,71816,10013
2018,39,門診,25~64,台東縣,16,16649,10014
2018,39,門診,25~64,花蓮縣,112,29067,10015
2018,39,門診,25~64,澎湖縣,13,13421,10016
2018,39,門診,25~64,基隆市,99,29564,10017
2018,39,門診,25~64,新竹市,259,50178,10018
2018,39,門診,25~64,嘉義市,209,41427,10020
2018,39,門診,25~64,台北市,712,284386,63000
2018,39,門診,25~64,高雄市,1397,288351,64000
2018,39,門診,25~64,新北市,887,345674,65000
2018,39,門診,25~64,台中市,1360,287338,66000
2018,39,門診,25~64,台南市,878,181097,67000
2018,39,門診,25~64,桃園市,771,164985,68000
2018,39,門診,3~6,連江縣,0,86,09007
2018,39,門診,3~6,金門縣,15,1041,09020
2018,39,門診,3~6,宜蘭縣,43,4785,10002
2018,39,門診,3~6,新竹縣,151,7336,10004
2018,39,門診,3~6,苗栗縣,61,6576,10005
2018,39,門診,3~6,彰化縣,148,14826,10007
2018,39,門診,3~6,南投縣,18,5450,10008
2018,39,門診,3~6,雲林縣,39,8396,10009
2018,39,門診,3~6,嘉義縣,6,3023,10010
2018,39,門診,3~6,屏東縣,103,8283,10013
2018,39,門診,3~6,台東縣,7,1807,10014
2018,39,門診,3~6,花蓮縣,20,2643,10015
2018,39,門診,3~6,澎湖縣,1,1174,10016
2018,39,門診,3~6,基隆市,18,3481,10017
2018,39,門診,3~6,新竹市,115,7613,10018
2018,39,門診,3~6,嘉義市,43,4955,10020
2018,39,門診,3~6,台北市,157,23972,63000
2018,39,門診,3~6,高雄市,297,31036,64000
2018,39,門診,3~6,新北市,372,50707,65000
2018,39,門診,3~6,台中市,510,41858,66000
2018,39,門診,3~6,台南市,168,21381,67000
2018,39,門診,3~6,桃園市,291,26481,68000
2018,39,門診,65+,連江縣,0,271,09007
2018,39,門診,65+,金門縣,2,4076,09020
2018,39,門診,65+,宜蘭縣,81,24563,10002
2018,39,門診,65+,新竹縣,21,13701,10004
2018,39,門診,65+,苗栗縣,48,24029,10005
2018,39,門診,65+,彰化縣,225,60728,10007
2018,39,門診,65+,南投縣,32,28690,10008
2018,39,門診,65+,雲林縣,105,38206,10009
2018,39,門診,65+,嘉義縣,151,22570,10010
2018,39,門診,65+,屏東縣,256,48296,10013
2018,39,門診,65+,台東縣,1,10901,10014
2018,39,門診,65+,花蓮縣,48,17663,10015
2018,39,門診,65+,澎湖縣,4,8587,10016
2018,39,門診,65+,基隆市,34,15347,10017
2018,39,門診,65+,新竹市,47,18808,10018
2018,39,門診,65+,嘉義市,61,21153,10020
2018,39,門診,65+,台北市,219,161087,63000
2018,39,門診,65+,高雄市,416,145964,64000
2018,39,門診,65+,新北市,207,136389,65000
2018,39,門診,65+,台中市,273,118077,66000
2018,39,門診,65+,台南市,338,89302,67000
2018,39,門診,65+,桃園市,131,58188,68000
2018,39,門診,7~12,連江縣,0,52,09007
2018,39,門診,7~12,金門縣,3,1006,09020
2018,39,門診,7~12,宜蘭縣,59,3870,10002
2018,39,門診,7~12,新竹縣,69,5186,10004
2018,39,門診,7~12,苗栗縣,42,4730,10005
2018,39,門診,7~12,彰化縣,120,12742,10007
2018,39,門診,7~12,南投縣,32,4810,10008
2018,39,門診,7~12,雲林縣,51,7893,10009
2018,39,門診,7~12,嘉義縣,11,3142,10010
2018,39,門診,7~12,屏東縣,106,7289,10013
2018,39,門診,7~12,台東縣,7,1419,10014
2018,39,門診,7~12,花蓮縣,19,2206,10015
2018,39,門診,7~12,澎湖縣,0,918,10016
2018,39,門診,7~12,基隆市,28,2922,10017
2018,39,門診,7~12,新竹市,67,5471,10018
2018,39,門診,7~12,嘉義市,31,5181,10020
2018,39,門診,7~12,台北市,135,21839,63000
2018,39,門診,7~12,高雄市,237,26952,64000
2018,39,門診,7~12,新北市,210,35247,65000
2018,39,門診,7~12,台中市,276,33199,66000
2018,39,門診,7~12,台南市,98,16593,67000
2018,39,門診,7~12,桃園市,171,21440,68000
2018,40,住院,0~2,金門縣,0,4,09020
2018,40,住院,0~2,宜蘭縣,0,73,10002
2018,40,住院,0~2,新竹縣,0,9,10004
2018,40,住院,0~2,苗栗縣,0,9,10005
2018,40,住院,0~2,彰化縣,3,154,10007
2018,40,住院,0~2,南投縣,0,23,10008
2018,40,住院,0~2,雲林縣,0,11,10009
2018,40,住院,0~2,嘉義縣,1,33,10010
2018,40,住院,0~2,屏東縣,2,50,10013
2018,40,住院,0~2,花蓮縣,1,7,10015
2018,40,住院,0~2,基隆市,2,24,10017
2018,40,住院,0~2,新竹市,1,38,10018
2018,40,住院,0~2,嘉義市,0,13,10020
2018,40,住院,0~2,台北市,2,209,63000
2018,40,住院,0~2,高雄市,0,117,64000
2018,40,住院,0~2,新北市,0,57,65000
2018,40,住院,0~2,台中市,1,149,66000
2018,40,住院,0~2,台南市,0,18,67000
2018,40,住院,0~2,桃園市,3,187,68000
2018,40,住院,13~15,金門縣,0,1,09020
2018,40,住院,13~15,宜蘭縣,0,7,10002
2018,40,住院,13~15,新竹縣,0,1,10004
2018,40,住院,13~15,苗栗縣,0,4,10005
2018,40,住院,13~15,彰化縣,1,25,10007
2018,40,住院,13~15,南投縣,0,1,10008
2018,40,住院,13~15,雲林縣,0,3,10009
2018,40,住院,13~15,嘉義縣,3,9,10010
2018,40,住院,13~15,屏東縣,2,8,10013
2018,40,住院,13~15,台東縣,0,2,10014
2018,40,住院,13~15,花蓮縣,0,3,10015
2018,40,住院,13~15,基隆市,0,7,10017
2018,40,住院,13~15,新竹市,0,2,10018
2018,40,住院,13~15,台北市,2,36,63000
2018,40,住院,13~15,高雄市,0,17,64000
2018,40,住院,13~15,新北市,0,10,65000
2018,40,住院,13~15,台中市,1,19,66000
2018,40,住院,13~15,台南市,0,11,67000
2018,40,住院,13~15,桃園市,0,34,68000
2018,40,住院,16~18,宜蘭縣,1,8,10002
2018,40,住院,16~18,新竹縣,0,4,10004
2018,40,住院,16~18,苗栗縣,0,4,10005
2018,40,住院,16~18,彰化縣,0,25,10007
2018,40,住院,16~18,南投縣,0,4,10008
2018,40,住院,16~18,雲林縣,0,7,10009
2018,40,住院,16~18,嘉義縣,0,8,10010
2018,40,住院,16~18,屏東縣,0,11,10013
2018,40,住院,16~18,台東縣,0,2,10014
2018,40,住院,16~18,花蓮縣,0,1,10015
2018,40,住院,16~18,基隆市,1,6,10017
2018,40,住院,16~18,新竹市,1,9,10018
2018,40,住院,16~18,嘉義市,0,2,10020
2018,40,住院,16~18,台北市,0,62,63000
2018,40,住院,16~18,高雄市,0,34,64000
2018,40,住院,16~18,新北市,0,25,65000
2018,40,住院,16~18,台中市,1,41,66000
2018,40,住院,16~18,台南市,0,12,67000
2018,40,住院,16~18,桃園市,0,42,68000
2018,40,住院,19~24,金門縣,0,1,09020
2018,40,住院,19~24,宜蘭縣,0,26,10002
2018,40,住院,19~24,新竹縣,0,18,10004
2018,40,住院,19~24,苗栗縣,0,20,10005
2018,40,住院,19~24,彰化縣,0,86,10007
2018,40,住院,19~24,南投縣,0,18,10008
2018,40,住院,19~24,雲林縣,0,14,10009
2018,40,住院,19~24,嘉義縣,0,26,10010
2018,40,住院,19~24,屏東縣,0,34,10013
2018,40,住院,19~24,台東縣,0,3,10014
2018,40,住院,19~24,花蓮縣,0,19,10015
2018,40,住院,19~24,澎湖縣,0,2,10016
2018,40,住院,19~24,基隆市,0,9,10017
2018,40,住院,19~24,新竹市,0,23,10018
2018,40,住院,19~24,嘉義市,0,15,10020
2018,40,住院,19~24,台北市,0,193,63000
2018,40,住院,19~24,高雄市,0,155,64000
2018,40,住院,19~24,新北市,0,72,65000
2018,40,住院,19~24,台中市,1,140,66000
2018,40,住院,19~24,台南市,0,43,67000
2018,40,住院,19~24,桃園市,1,127,68000
2018,40,住院,25~64,連江縣,0,2,09007
2018,40,住院,25~64,金門縣,0,46,09020
2018,40,住院,25~64,宜蘭縣,0,481,10002
2018,40,住院,25~64,新竹縣,2,195,10004
2018,40,住院,25~64,苗栗縣,1,249,10005
2018,40,住院,25~64,彰化縣,1,1399,10007
2018,40,住院,25~64,南投縣,1,172,10008
2018,40,住院,25~64,雲林縣,0,392,10009
2018,40,住院,25~64,嘉義縣,0,601,10010
2018,40,住院,25~64,屏東縣,6,485,10013
2018,40,住院,25~64,台東縣,0,62,10014
2018,40,住院,25~64,花蓮縣,1,206,10015
2018,40,住院,25~64,澎湖縣,0,14,10016
2018,40,住院,25~64,基隆市,0,392,10017
2018,40,住院,25~64,新竹市,1,210,10018
2018,40,住院,25~64,嘉義市,0,363,10020
2018,40,住院,25~64,台北市,5,4304,63000
2018,40,住院,25~64,高雄市,5,2382,64000
2018,40,住院,25~64,新北市,1,1441,65000
2018,40,住院,25~64,台中市,2,2130,66000
2018,40,住院,25~64,台南市,2,1281,67000
2018,40,住院,25~64,桃園市,3,2444,68000
2018,40,住院,3~6,金門縣,0,1,09020
2018,40,住院,3~6,宜蘭縣,1,62,10002
2018,40,住院,3~6,新竹縣,0,9,10004
2018,40,住院,3~6,苗栗縣,0,16,10005
2018,40,住院,3~6,彰化縣,2,87,10007
2018,40,住院,3~6,南投縣,0,26,10008
2018,40,住院,3~6,雲林縣,0,12,10009
2018,40,住院,3~6,嘉義縣,6,39,10010
2018,40,住院,3~6,屏東縣,2,43,10013
2018,40,住院,3~6,台東縣,0,3,10014
2018,40,住院,3~6,花蓮縣,0,4,10015
2018,40,住院,3~6,基隆市,0,23,10017
2018,40,住院,3~6,新竹市,0,20,10018
2018,40,住院,3~6,嘉義市,0,4,10020
2018,40,住院,3~6,台北市,1,149,63000
2018,40,住院,3~6,高雄市,3,95,64000
2018,40,住院,3~6,新北市,0,54,65000
2018,40,住院,3~6,台中市,2,122,66000
2018,40,住院,3~6,台南市,1,12,67000
2018,40,住院,3~6,桃園市,7,148,68000
2018,40,住院,65+,連江縣,0,2,09007
2018,40,住院,65+,金門縣,0,36,09020
2018,40,住院,65+,宜蘭縣,2,377,10002
2018,40,住院,65+,新竹縣,0,128,10004
2018,40,住院,65+,苗栗縣,3,248,10005
2018,40,住院,65+,彰化縣,5,1081,10007
2018,40,住院,65+,南投縣,0,155,10008
2018,40,住院,65+,雲林縣,0,369,10009
2018,40,住院,65+,嘉義縣,5,586,10010
2018,40,住院,65+,屏東縣,3,369,10013
2018,40,住院,65+,台東縣,0,44,10014
2018,40,住院,65+,花蓮縣,0,121,10015
2018,40,住院,65+,澎湖縣,0,9,10016
2018,40,住院,65+,基隆市,0,343,10017
2018,40,住院,65+,新竹市,0,178,10018
2018,40,住院,65+,嘉義市,0,159,10020
2018,40,住院,65+,台北市,2,2901,63000
2018,40,住院,65+,高雄市,1,1432,64000
2018,40,住院,65+,新北市,2,1017,65000
2018,40,住院,65+,台中市,2,1291,66000
2018,40,住院,65+,台南市,0,746,67000
2018,40,住院,65+,桃園市,2,1477,68000
2018,40,住院,7~12,連江縣,0,1,09007
2018,40,住院,7~12,金門縣,0,1,09020
2018,40,住院,7~12,宜蘭縣,0,16,10002
2018,40,住院,7~12,新竹縣,1,4,10004
2018,40,住院,7~12,苗栗縣,0,3,10005
2018,40,住院,7~12,彰化縣,1,39,10007
2018,40,住院,7~12,南投縣,2,11,10008
2018,40,住院,7~12,雲林縣,0,3,10009
2018,40,住院,7~12,嘉義縣,2,17,10010
2018,40,住院,7~12,屏東縣,1,19,10013
2018,40,住院,7~12,台東縣,0,3,10014
2018,40,住院,7~12,花蓮縣,1,4,10015
2018,40,住院,7~12,基隆市,1,6,10017
2018,40,住院,7~12,新竹市,1,6,10018
2018,40,住院,7~12,嘉義市,1,5,10020
2018,40,住院,7~12,台北市,2,92,63000
2018,40,住院,7~12,高雄市,1,35,64000
2018,40,住院,7~12,新北市,0,13,65000
2018,40,住院,7~12,台中市,0,38,66000
2018,40,住院,7~12,台南市,0,11,67000
2018,40,住院,7~12,桃園市,3,65,68000
2018,40,門診,0~2,連江縣,0,59,09007
2018,40,門診,0~2,金門縣,4,690,09020
2018,40,門診,0~2,宜蘭縣,6,3346,10002
2018,40,門診,0~2,新竹縣,72,4779,10004
2018,40,門診,0~2,苗栗縣,32,3581,10005
2018,40,門診,0~2,彰化縣,72,9570,10007
2018,40,門診,0~2,南投縣,14,3947,10008
2018,40,門診,0~2,雲林縣,14,4799,10009
2018,40,門診,0~2,嘉義縣,3,1661,10010
2018,40,門診,0~2,屏東縣,41,5340,10013
