年,週,就診類別,年齡別,縣市,流感及其所致肺炎健保就診人次,健保就診總人次,縣市別代碼
2021,15,門診,0~2,宜蘭縣,0,1669,10002
2021,15,門診,0~2,新竹縣,5,2392,10004
2021,15,門診,0~2,苗栗縣,4,1699,10005
2021,15,門診,0~2,彰化縣,11,5224,10007
2021,15,門診,0~2,南投縣,3,2081,10008
2021,15,門診,0~2,雲林縣,1,2108,10009
2021,15,門診,0~2,嘉義縣,1,821,10010
2021,15,門診,0~2,屏東縣,14,3227,10013
2021,15,門診,0~2,台東縣,1,715,10014
2021,15,門診,0~2,花蓮縣,0,1231,10015
2021,15,門診,0~2,澎湖縣,0,370,10016
2021,15,門診,0~2,基隆市,0,1022,10017
2021,15,門診,0~2,新竹市,7,2957,10018
2021,15,門診,0~2,嘉義市,1,1456,10020
2021,15,門診,0~2,台北市,17,8669,63000
2021,15,門診,0~2,高雄市,21,9555,64000
2021,15,門診,0~2,新北市,32,16717,65000
2021,15,門診,0~2,台中市,99,13049,66000
2021,15,門診,0~2,台南市,12,7237,67000
2021,15,門診,0~2,桃園市,13,8690,68000
2021,15,門診,13~15,連江縣,0,17,09007
2021,15,門診,13~15,金門縣,0,364,09020
2021,15,門診,13~15,宜蘭縣,3,1429,10002
2021,15,門診,13~15,新竹縣,1,2093,10004
2021,15,門診,13~15,苗栗縣,2,1666,10005
2021,15,門診,13~15,彰化縣,8,4331,10007
2021,15,門診,13~15,南投縣,2,1427,10008
2021,15,門診,13~15,雲林縣,4,1994,10009
2021,15,門診,13~15,嘉義縣,9,901,10010
2021,15,門診,13~15,屏東縣,20,2354,10013
2021,15,門診,13~15,台東縣,5,899,10014
2021,15,門診,13~15,花蓮縣,0,887,10015
2021,15,門診,13~15,澎湖縣,0,363,10016
2021,15,門診,13~15,基隆市,0,880,10017
2021,15,門診,13~15,新竹市,7,2061,10018
2021,15,門診,13~15,嘉義市,7,1649,10020
2021,15,門診,13~15,台北市,7,8897,63000
2021,15,門診,13~15,高雄市,28,9416,64000
2021,15,門診,13~15,新北市,21,15589,65000
2021,15,門診,13~15,台中市,34,10073,66000
2021,15,門診,13~15,台南市,8,5424,67000
2021,15,門診,13~15,桃園市,11,7803,68000
2021,15,門診,16~18,連江縣,0,18,09007
2021,15,門診,16~18,金門縣,0,332,09020
2021,15,門診,16~18,宜蘭縣,10,1591,10002
2021,15,門診,16~18,新竹縣,1,1616,10004
2021,15,門診,16~18,苗栗縣,3,1463,10005
2021,15,門診,16~18,彰化縣,10,3828,10007
2021,15,門診,16~18,南投縣,2,1321,10008
2021,15,門診,16~18,雲林縣,5,1942,10009
2021,15,門診,16~18,嘉義縣,1,1025,10010
2021,15,門診,16~18,屏東縣,20,2212,10013
2021,15,門診,16~18,台東縣,3,543,10014
2021,15,門診,16~18,花蓮縣,5,984,10015
2021,15,門診,16~18,澎湖縣,0,335,10016
2021,15,門診,16~18,基隆市,1,1011,10017
2021,15,門診,16~18,新竹市,5,1853,10018
2021,15,門診,16~18,嘉義市,8,1533,10020
2021,15,門診,16~18,台北市,11,8601,63000
2021,15,門診,16~18,高雄市,29,8535,64000
2021,15,門診,16~18,新北市,27,14286,65000
2021,15,門診,16~18,台中市,42,9605,66000
2021,15,門診,16~18,台南市,10,5236,67000
2021,15,門診,16~18,桃園市,16,6745,68000
2021,15,門診,19~24,連江縣,0,86,09007
2021,15,門診,19~24,金門縣,0,655,09020
2021,15,門診,19~24,宜蘭縣,3,2270,10002
2021,15,門診,19~24,新竹縣,2,2576,10004
2021,15,門診,19~24,苗栗縣,7,2314,10005
2021,15,門診,19~24,彰化縣,21,7056,10007
2021,15,門診,19~24,南投縣,4,2317,10008
2021,15,門診,19~24,雲林縣,5,3943,10009
2021,15,門診,19~24,嘉義縣,11,2146,10010
2021,15,門診,19~24,屏東縣,24,4788,10013
2021,15,門診,19~24,台東縣,4,1074,10014
2021,15,門診,19~24,花蓮縣,4,2399,10015
2021,15,門診,19~24,澎湖縣,0,862,10016
2021,15,門診,19~24,基隆市,2,1986,10017
2021,15,門診,19~24,新竹市,8,4020,10018
2021,15,門診,19~24,嘉義市,15,2924,10020
2021,15,門診,19~24,台北市,24,22817,63000
2021,15,門診,19~24,高雄市,58,21704,64000
2021,15,門診,19~24,新北市,35,27817,65000
2021,15,門診,19~24,台中市,66,26953,66000
2021,15,門診,19~24,台南市,20,12911,67000
2021,15,門診,19~24,桃園市,29,13311,68000
2021,15,門診,25~64,連江縣,0,787,09007
2021,15,門診,25~64,金門縣,1,7731,09020
2021,15,門診,25~64,宜蘭縣,47,37930,10002
2021,15,門診,25~64,新竹縣,27,43453,10004
2021,15,門診,25~64,苗栗縣,52,38658,10005
2021,15,門診,25~64,彰化縣,140,113678,10007
2021,15,門診,25~64,南投縣,42,41207,10008
2021,15,門診,25~64,雲林縣,106,57697,10009
2021,15,門診,25~64,嘉義縣,87,26939,10010
2021,15,門診,25~64,屏東縣,277,70056,10013
2021,15,門診,25~64,台東縣,21,18109,10014
2021,15,門診,25~64,花蓮縣,44,29892,10015
2021,15,門診,25~64,澎湖縣,0,12999,10016
2021,15,門診,25~64,基隆市,15,28756,10017
2021,15,門診,25~64,新竹市,54,52999,10018
2021,15,門診,25~64,嘉義市,145,42385,10020
2021,15,門診,25~64,台北市,247,317040,63000
2021,15,門診,25~64,高雄市,571,291244,64000
2021,15,門診,25~64,新北市,396,365101,65000
2021,15,門診,25~64,台中市,566,310408,66000
2021,15,門診,25~64,台南市,308,180832,67000
2021,15,門診,25~64,桃園市,248,179762,68000
2021,15,門診,3~6,連江縣,0,25,09007
2021,15,門診,3~6,金門縣,0,784,09020
2021,15,門診,3~6,宜蘭縣,6,3497,10002
2021,15,門診,3~6,新竹縣,5,5089,10004
2021,15,門診,3~6,苗栗縣,8,4384,10005
2021,15,門診,3~6,彰化縣,9,11334,10007
2021,15,門診,3~6,南投縣,4,4362,10008
2021,15,門診,3~6,雲林縣,7,5215,10009
2021,15,門診,3~6,嘉義縣,5,2245,10010
2021,15,門診,3~6,屏東縣,39,6361,10013
2021,15,門診,3~6,台東縣,6,1476,10014
2021,15,門診,3~6,花蓮縣,12,2655,10015
2021,15,門診,3~6,澎湖縣,0,852,10016
2021,15,門診,3~6,基隆市,1,2401,10017
2021,15,門診,3~6,新竹市,16,5998,10018
2021,15,門診,3~6,嘉義市,9,3517,10020
2021,15,門診,3~6,台北市,31,19588,63000
2021,15,門診,3~6,高雄市,42,21672,64000
2021,15,門診,3~6,新北市,76,37565,65000
2021,15,門診,3~6,台中市,209,28866,66000
2021,15,門診,3~6,台南市,11,15462,67000
2021,15,門診,3~6,桃園市,43,19758,68000
2021,15,門診,65+,連江縣,0,319,09007
2021,15,門診,65+,金門縣,0,4735,09020
2021,15,門診,65+,宜蘭縣,35,29766,10002
2021,15,門診,65+,新竹縣,7,18797,10004
2021,15,門診,65+,苗栗縣,33,25342,10005
2021,15,門診,65+,彰化縣,79,73282,10007
2021,15,門診,65+,南投縣,9,31784,10008
2021,15,門診,65+,雲林縣,41,44251,10009
2021,15,門診,65+,嘉義縣,96,23499,10010
2021,15,門診,65+,屏東縣,122,54787,10013
2021,15,門診,65+,台東縣,5,13737,10014
2021,15,門診,65+,花蓮縣,24,21437,10015
2021,15,門診,65+,澎湖縣,1,9468,10016
2021,15,門診,65+,基隆市,8,18029,10017
2021,15,門診,65+,新竹市,18,22271,10018
2021,15,門診,65+,嘉義市,68,26987,10020
2021,15,門診,65+,台北市,94,215534,63000
2021,15,門診,65+,高雄市,219,177777,64000
2021,15,門診,65+,新北市,107,177627,65000
2021,15,門診,65+,台中市,164,157695,66000
2021,15,門診,65+,台南市,182,105394,67000
2021,15,門診,65+,桃園市,57,74535,68000
2021,15,門診,7~12,連江縣,0,42,09007
2021,15,門診,7~12,金門縣,0,880,09020
2021,15,門診,7~12,宜蘭縣,9,2888,10002
2021,15,門診,7~12,新竹縣,5,4409,10004
2021,15,門診,7~12,苗栗縣,5,3837,10005
2021,15,門診,7~12,彰化縣,16,10128,10007
2021,15,門診,7~12,南投縣,5,3646,10008
2021,15,門診,7~12,雲林縣,9,4689,10009
2021,15,門診,7~12,嘉義縣,10,1960,10010
2021,15,門診,7~12,屏東縣,30,5694,10013
2021,15,門診,7~12,台東縣,1,1336,10014
2021,15,門診,7~12,花蓮縣,9,2319,10015
2021,15,門診,7~12,澎湖縣,0,839,10016
2021,15,門診,7~12,基隆市,1,2091,10017
2021,15,門診,7~12,新竹市,13,5724,10018
2021,15,門診,7~12,嘉義市,4,3315,10020
2021,15,門診,7~12,台北市,26,19991,63000
2021,15,門診,7~12,高雄市,47,20042,64000
2021,15,門診,7~12,新北市,56,34926,65000
2021,15,門診,7~12,台中市,128,25710,66000
2021,15,門診,7~12,台南市,13,13293,67000
2021,15,門診,7~12,桃園市,21,18224,68000
2021,15,門診,不詳,彰化縣,0,1,10007
2021,15,門診,不詳,屏東縣,0,1,10013
2021,15,門診,不詳,基隆市,0,1,10017
2021,15,門診,不詳,台北市,0,1,63000
2021,15,門診,不詳,高雄市,0,1,64000
2021,15,門診,不詳,台中市,0,1,66000
2021,16,住院,0~2,金門縣,0,1,09020
2021,16,住院,0~2,宜蘭縣,0,29,10002
2021,16,住院,0~2,新竹縣,0,5,10004
2021,16,住院,0~2,苗栗縣,0,3,10005
2021,16,住院,0~2,彰化縣,1,78,10007
2021,16,住院,0~2,南投縣,0,13,10008
2021,16,住院,0~2,雲林縣,0,14,10009
2021,16,住院,0~2,嘉義縣,0,20,10010
2021,16,住院,0~2,屏東縣,0,33,10013
2021,16,住院,0~2,台東縣,0,1,10014
2021,16,住院,0~2,花蓮縣,0,16,10015
2021,16,住院,0~2,澎湖縣,0,1,10016
2021,16,住院,0~2,基隆市,0,13,10017
2021,16,住院,0~2,新竹市,0,17,10018
2021,16,住院,0~2,嘉義市,0,10,10020
2021,16,住院,0~2,台北市,0,87,63000
2021,16,住院,0~2,高雄市,0,52,64000
2021,16,住院,0~2,新北市,0,48,65000
2021,16,住院,0~2,台中市,0,131,66000
2021,16,住院,0~2,台南市,0,25,67000
2021,16,住院,0~2,桃園市,2,107,68000
2021,16,住院,13~15,宜蘭縣,0,6,10002
2021,16,住院,13~15,新竹縣,0,3,10004
2021,16,住院,13~15,苗栗縣,0,3,10005
2021,16,住院,13~15,彰化縣,0,21,10007
2021,16,住院,13~15,雲林縣,0,2,10009
2021,16,住院,13~15,嘉義縣,0,9,10010
2021,16,住院,13~15,屏東縣,0,8,10013
2021,16,住院,13~15,台東縣,0,1,10014
2021,16,住院,13~15,花蓮縣,0,2,10015
2021,16,住院,13~15,基隆市,0,3,10017
2021,16,住院,13~15,新竹市,0,4,10018
2021,16,住院,13~15,嘉義市,0,2,10020
2021,16,住院,13~15,台北市,0,41,63000
2021,16,住院,13~15,高雄市,0,23,64000
2021,16,住院,13~15,新北市,0,14,65000
2021,16,住院,13~15,台中市,0,40,66000
2021,16,住院,13~15,台南市,0,4,67000
2021,16,住院,13~15,桃園市,0,28,68000
2021,16,住院,16~18,金門縣,0,4,09020
2021,16,住院,16~18,宜蘭縣,0,8,10002
2021,16,住院,16~18,新竹縣,0,12,10004
2021,16,住院,16~18,苗栗縣,0,6,10005
2021,16,住院,16~18,彰化縣,0,23,10007
2021,16,住院,16~18,雲林縣,0,5,10009
2021,16,住院,16~18,嘉義縣,0,11,10010
2021,16,住院,16~18,屏東縣,0,11,10013
2021,16,住院,16~18,台東縣,0,1,10014
2021,16,住院,16~18,花蓮縣,0,11,10015
2021,16,住院,16~18,基隆市,0,4,10017
2021,16,住院,16~18,新竹市,0,9,10018
2021,16,住院,16~18,嘉義市,0,2,10020
2021,16,住院,16~18,台北市,0,45,63000
2021,16,住院,16~18,高雄市,0,28,64000
2021,16,住院,16~18,新北市,0,17,65000
2021,16,住院,16~18,台中市,0,59,66000
2021,16,住院,16~18,台南市,0,12,67000
2021,16,住院,16~18,桃園市,0,31,68000
2021,16,住院,19~24,連江縣,0,2,09007
2021,16,住院,19~24,金門縣,0,6,09020
2021,16,住院,19~24,宜蘭縣,0,35,10002
2021,16,住院,19~24,新竹縣,0,18,10004
2021,16,住院,19~24,苗栗縣,0,16,10005
2021,16,住院,19~24,彰化縣,0,85,10007
2021,16,住院,19~24,南投縣,0,11,10008
2021,16,住院,19~24,雲林縣,0,20,10009
2021,16,住院,19~24,嘉義縣,0,27,10010
2021,16,住院,19~24,屏東縣,0,30,10013
2021,16,住院,19~24,台東縣,0,1,10014
2021,16,住院,19~24,花蓮縣,0,24,10015
2021,16,住院,19~24,基隆市,0,10,10017
2021,16,住院,19~24,新竹市,0,17,10018
2021,16,住院,19~24,嘉義市,0,12,10020
2021,16,住院,19~24,台北市,0,155,63000
2021,16,住院,19~24,高雄市,0,122,64000
2021,16,住院,19~24,新北市,0,63,65000
2021,16,住院,19~24,台中市,0,204,66000
2021,16,住院,19~24,台南市,0,37,67000
2021,16,住院,19~24,桃園市,0,131,68000
2021,16,住院,25~64,連江縣,0,2,09007
2021,16,住院,25~64,金門縣,0,38,09020
2021,16,住院,25~64,宜蘭縣,1,518,10002
2021,16,住院,25~64,新竹縣,0,431,10004
2021,16,住院,25~64,苗栗縣,0,251,10005
2021,16,住院,25~64,彰化縣,0,1365,10007
2021,16,住院,25~64,南投縣,0,172,10008
2021,16,住院,25~64,雲林縣,0,423,10009
2021,16,住院,25~64,嘉義縣,0,633,10010
2021,16,住院,25~64,屏東縣,0,440,10013
2021,16,住院,25~64,台東縣,0,76,10014
2021,16,住院,25~64,花蓮縣,0,468,10015
2021,16,住院,25~64,澎湖縣,0,9,10016
2021,16,住院,25~64,基隆市,0,382,10017
2021,16,住院,25~64,新竹市,0,299,10018
2021,16,住院,25~64,嘉義市,0,379,10020
2021,16,住院,25~64,台北市,2,4091,63000
2021,16,住院,25~64,高雄市,0,2379,64000
2021,16,住院,25~64,新北市,1,1469,65000
2021,16,住院,25~64,台中市,0,3700,66000
2021,16,住院,25~64,台南市,0,1260,67000
2021,16,住院,25~64,桃園市,0,2397,68000
2021,16,住院,3~6,金門縣,0,3,09020
2021,16,住院,3~6,宜蘭縣,0,25,10002
2021,16,住院,3~6,新竹縣,0,13,10004
2021,16,住院,3~6,苗栗縣,0,9,10005
2021,16,住院,3~6,彰化縣,0,46,10007
2021,16,住院,3~6,南投縣,0,18,10008
2021,16,住院,3~6,雲林縣,0,13,10009
2021,16,住院,3~6,嘉義縣,0,25,10010
2021,16,住院,3~6,屏東縣,0,32,10013
2021,16,住院,3~6,台東縣,0,2,10014
2021,16,住院,3~6,花蓮縣,0,9,10015
2021,16,住院,3~6,基隆市,0,14,10017
2021,16,住院,3~6,新竹市,0,4,10018
2021,16,住院,3~6,嘉義市,0,5,10020
2021,16,住院,3~6,台北市,0,108,63000
2021,16,住院,3~6,高雄市,0,54,64000
2021,16,住院,3~6,新北市,0,46,65000
2021,16,住院,3~6,台中市,0,122,66000
2021,16,住院,3~6,台南市,0,14,67000
2021,16,住院,3~6,桃園市,1,90,68000
2021,16,住院,65+,連江縣,0,1,09007
2021,16,住院,65+,金門縣,0,38,09020
2021,16,住院,65+,宜蘭縣,0,424,10002
2021,16,住院,65+,新竹縣,0,294,10004
2021,16,住院,65+,苗栗縣,0,251,10005
2021,16,住院,65+,彰化縣,0,1276,10007
2021,16,住院,65+,南投縣,0,181,10008
2021,16,住院,65+,雲林縣,0,428,10009
2021,16,住院,65+,嘉義縣,0,621,10010
2021,16,住院,65+,屏東縣,0,422,10013
2021,16,住院,65+,台東縣,0,63,10014
2021,16,住院,65+,花蓮縣,0,373,10015
2021,16,住院,65+,澎湖縣,0,12,10016
2021,16,住院,65+,基隆市,0,371,10017
2021,16,住院,65+,新竹市,0,208,10018
2021,16,住院,65+,嘉義市,0,292,10020
2021,16,住院,65+,台北市,2,3603,63000
2021,16,住院,65+,高雄市,0,1657,64000
2021,16,住院,65+,新北市,0,1279,65000
2021,16,住院,65+,台中市,0,2336,66000
2021,16,住院,65+,台南市,0,895,67000
2021,16,住院,65+,桃園市,0,1509,68000
2021,16,住院,7~12,金門縣,0,1,09020
2021,16,住院,7~12,宜蘭縣,0,14,10002
2021,16,住院,7~12,新竹縣,0,5,10004
2021,16,住院,7~12,苗栗縣,0,5,10005
2021,16,住院,7~12,彰化縣,0,28,10007
2021,16,住院,7~12,南投縣,0,6,10008
2021,16,住院,7~12,雲林縣,0,12,10009
2021,16,住院,7~12,嘉義縣,0,16,10010
2021,16,住院,7~12,屏東縣,0,25,10013
2021,16,住院,7~12,台東縣,0,1,10014
2021,16,住院,7~12,花蓮縣,0,5,10015
2021,16,住院,7~12,基隆市,0,8,10017
2021,16,住院,7~12,新竹市,0,9,10018
2021,16,住院,7~12,嘉義市,0,5,10020
2021,16,住院,7~12,台北市,0,97,63000
2021,16,住院,7~12,高雄市,0,23,64000
2021,16,住院,7~12,新北市,0,16,65000
2021,16,住院,7~12,台中市,0,78,66000
2021,16,住院,7~12,台南市,0,8,67000
2021,16,住院,7~12,桃園市,0,45,68000
2021,16,住院,不詳,彰化縣,0,1,10007
2021,16,住院,不詳,台北市,0,1,63000
2021,16,門診,0~2,連江縣,0,11,09007
2021,16,門診,0~2,金門縣,0,345,09020
2021,16,門診,0~2,宜蘭縣,0,1626,10002
2021,16,門診,0~2,新竹縣,10,2499,10004
2021,16,門診,0~2,苗栗縣,7,1791,10005
2021,16,門診,0~2,彰化縣,9,5053,10007
2021,16,門診,0~2,南投縣,1,2001,10008
2021,16,門診,0~2,雲林縣,0,2083,10009
2021,16,門診,0~2,嘉義縣,0,821,10010
2021,16,門診,0~2,屏東縣,11,3149,10013
2021,16,門診,0~2,台東縣,3,752,10014
2021,16,門診,0~2,花蓮縣,0,1234,10015
2021,16,門診,0~2,澎湖縣,0,385,10016
2021,16,門診,0~2,基隆市,0,1053,10017
2021,16,門診,0~2,新竹市,12,3010,10018
2021,16,門診,0~2,嘉義市,1,1354,10020
2021,16,門診,0~2,台北市,21,8848,63000
2021,16,門診,0~2,高雄市,19,9625,64000
2021,16,門診,0~2,新北市,40,17344,65000
2021,16,門診,0~2,台中市,90,13221,66000
2021,16,門診,0~2,台南市,8,6919,67000
2021,16,門診,0~2,桃園市,21,8970,68000
2021,16,門診,13~15,連江縣,0,21,09007
2021,16,門診,13~15,金門縣,0,332,09020
2021,16,門診,13~15,宜蘭縣,3,1332,10002
2021,16,門診,13~15,新竹縣,2,1966,10004
2021,16,門診,13~15,苗栗縣,1,1504,10005
2021,16,門診,13~15,彰化縣,7,4087,10007
2021,16,門診,13~15,南投縣,0,1413,10008
2021,16,門診,13~15,雲林縣,7,2324,10009
2021,16,門診,13~15,嘉義縣,7,851,10010
2021,16,門診,13~15,屏東縣,11,2327,10013
2021,16,門診,13~15,台東縣,1,738,10014
2021,16,門診,13~15,花蓮縣,2,826,10015
2021,16,門診,13~15,澎湖縣,0,331,10016
2021,16,門診,13~15,基隆市,0,870,10017
2021,16,門診,13~15,新竹市,6,2081,10018
2021,16,門診,13~15,嘉義市,8,1542,10020
2021,16,門診,13~15,台北市,12,7956,63000
2021,16,門診,13~15,高雄市,29,8430,64000
2021,16,門診,13~15,新北市,30,13970,65000
2021,16,門診,13~15,台中市,36,9328,66000
2021,16,門診,13~15,台南市,11,5254,67000
2021,16,門診,13~15,桃園市,11,6876,68000
2021,16,門診,16~18,連江縣,0,18,09007
2021,16,門診,16~18,金門縣,0,340,09020
2021,16,門診,16~18,宜蘭縣,4,1354,10002
2021,16,門診,16~18,新竹縣,0,1648,10004
2021,16,門診,16~18,苗栗縣,3,1608,10005
2021,16,門診,16~18,彰化縣,9,4083,10007
2021,16,門診,16~18,南投縣,0,1401,10008
2021,16,門診,16~18,雲林縣,3,2042,10009
2021,16,門診,16~18,嘉義縣,6,964,10010
2021,16,門診,16~18,屏東縣,10,2173,10013
2021,16,門診,16~18,台東縣,4,575,10014
2021,16,門診,16~18,花蓮縣,2,975,10015
2021,16,門診,16~18,澎湖縣,0,378,10016
2021,16,門診,16~18,基隆市,0,1123,10017
2021,16,門診,16~18,新竹市,4,1899,10018
2021,16,門診,16~18,嘉義市,5,1528,10020
2021,16,門診,16~18,台北市,17,8418,63000
2021,16,門診,16~18,高雄市,27,8660,64000
2021,16,門診,16~18,新北市,22,13631,65000
2021,16,門診,16~18,台中市,38,9484,66000
2021,16,門診,16~18,台南市,9,5091,67000
2021,16,門診,16~18,桃園市,12,7081,68000
2021,16,門診,19~24,連江縣,0,66,09007
2021,16,門診,19~24,金門縣,0,643,09020
2021,16,門診,19~24,宜蘭縣,5,2303,10002
2021,16,門診,19~24,新竹縣,3,2612,10004
2021,16,門診,19~24,苗栗縣,3,2509,10005
2021,16,門診,19~24,彰化縣,14,7351,10007
2021,16,門診,19~24,南投縣,4,2393,10008
2021,16,門診,19~24,雲林縣,9,4155,10009
2021,16,門診,19~24,嘉義縣,13,2190,10010
2021,16,門診,19~24,屏東縣,27,4574,10013
2021,16,門診,19~24,台東縣,5,1084,10014
2021,16,門診,19~24,花蓮縣,2,2387,10015
2021,16,門診,19~24,澎湖縣,0,803,10016
2021,16,門診,19~24,基隆市,2,2030,10017
2021,16,門診,19~24,新竹市,9,4155,10018
2021,16,門診,19~24,嘉義市,13,2913,10020
2021,16,門診,19~24,台北市,32,22163,63000
2021,16,門診,19~24,高雄市,53,21360,64000
2021,16,門診,19~24,新北市,36,28172,65000
2021,16,門診,19~24,台中市,74,26610,66000
2021,16,門診,19~24,台南市,29,12613,67000
2021,16,門診,19~24,桃園市,19,13661,68000
2021,16,門診,25~64,連江縣,0,748,09007
2021,16,門診,25~64,金門縣,1,7906,09020
2021,16,門診,25~64,宜蘭縣,58,37792,10002
2021,16,門診,25~64,新竹縣,29,43352,10004
2021,16,門診,25~64,苗栗縣,58,38930,10005
2021,16,門診,25~64,彰化縣,128,114306,10007
2021,16,門診,25~64,南投縣,20,41135,10008
2021,16,門診,25~64,雲林縣,113,57525,10009
2021,16,門診,25~64,嘉義縣,108,26889,10010
2021,16,門診,25~64,屏東縣,299,69666,10013
2021,16,門診,25~64,台東縣,34,18040,10014
2021,16,門診,25~64,花蓮縣,38,29957,10015
2021,16,門診,25~64,澎湖縣,1,13634,10016
2021,16,門診,25~64,基隆市,18,29397,10017
2021,16,門診,25~64,新竹市,78,53027,10018
2021,16,門診,25~64,嘉義市,137,42338,10020
2021,16,門診,25~64,台北市,240,312016,63000
2021,16,門診,25~64,高雄市,523,290439,64000
2021,16,門診,25~64,新北市,383,367200,65000
2021,16,門診,25~64,台中市,537,309896,66000
2021,16,門診,25~64,台南市,278,173977,67000
2021,16,門診,25~64,桃園市,274,181721,68000
2021,16,門診,3~6,連江縣,0,17,09007
2021,16,門診,3~6,金門縣,0,713,09020
2021,16,門診,3~6,宜蘭縣,8,3402,10002
2021,16,門診,3~6,新竹縣,6,5164,10004
2021,16,門診,3~6,苗栗縣,11,4723,10005
2021,16,門診,3~6,彰化縣,15,11395,10007
2021,16,門診,3~6,南投縣,5,4559,10008
2021,16,門診,3~6,雲林縣,5,5224,10009
2021,16,門診,3~6,嘉義縣,3,2178,10010
2021,16,門診,3~6,屏東縣,41,6527,10013
2021,16,門診,3~6,台東縣,5,1643,10014
2021,16,門診,3~6,花蓮縣,12,2776,10015
2021,16,門診,3~6,澎湖縣,0,908,10016
2021,16,門診,3~6,基隆市,2,2567,10017
2021,16,門診,3~6,新竹市,22,6260,10018
2021,16,門診,3~6,嘉義市,4,3414,10020
2021,16,門診,3~6,台北市,37,20222,63000
2021,16,門診,3~6,高雄市,44,21735,64000
2021,16,門診,3~6,新北市,90,38971,65000
2021,16,門診,3~6,台中市,243,29703,66000
2021,16,門診,3~6,台南市,23,15733,67000
2021,16,門診,3~6,桃園市,48,20854,68000
2021,16,門診,65+,連江縣,0,326,09007
2021,16,門診,65+,金門縣,0,4919,09020
2021,16,門診,65+,宜蘭縣,32,29034,10002
2021,16,門診,65+,新竹縣,3,18520,10004
2021,16,門診,65+,苗栗縣,29,25811,10005
2021,16,門診,65+,彰化縣,85,72480,10007
2021,16,門診,65+,南投縣,13,31561,10008
2021,16,門診,65+,雲林縣,55,43585,10009
2021,16,門診,65+,嘉義縣,111,23867,10010
2021,16,門診,65+,屏東縣,130,54282,10013
2021,16,門診,65+,台東縣,16,13447,10014
2021,16,門診,65+,花蓮縣,23,20978,10015
2021,16,門診,65+,澎湖縣,0,9966,10016
2021,16,門診,65+,基隆市,11,18287,10017
2021,16,門診,65+,新竹市,25,21712,10018
2021,16,門診,65+,嘉義市,60,26457,10020
2021,16,門診,65+,台北市,105,205647,63000
2021,16,門診,65+,高雄市,222,176130,64000
2021,16,門診,65+,新北市,100,176510,65000
2021,16,門診,65+,台中市,176,155826,66000
2021,16,門診,65+,台南市,139,101626,67000
2021,16,門診,65+,桃園市,71,75315,68000
2021,16,門診,7~12,連江縣,0,43,09007
2021,16,門診,7~12,金門縣,0,796,09020
2021,16,門診,7~12,宜蘭縣,4,2777,10002
2021,16,門診,7~12,新竹縣,5,4428,10004
2021,16,門診,7~12,苗栗縣,8,3627,10005
2021,16,門診,7~12,彰化縣,15,9694,10007
2021,16,門診,7~12,南投縣,3,3493,10008
2021,16,門診,7~12,雲林縣,10,4653,10009
2021,16,門診,7~12,嘉義縣,6,1863,10010
2021,16,門診,7~12,屏東縣,35,5349,10013
2021,16,門診,7~12,台東縣,1,1398,10014
2021,16,門診,7~12,花蓮縣,18,2300,10015
2021,16,門診,7~12,澎湖縣,1,847,10016
2021,16,門診,7~12,基隆市,1,2077,10017
2021,16,門診,7~12,新竹市,7,5728,10018
2021,16,門診,7~12,嘉義市,7,3085,10020
2021,16,門診,7~12,台北市,22,19240,63000
2021,16,門診,7~12,高雄市,56,19273,64000
2021,16,門診,7~12,新北市,52,33681,65000
2021,16,門診,7~12,台中市,123,23821,66000
2021,16,門診,7~12,台南市,20,12607,67000
2021,16,門診,7~12,桃園市,23,17289,68000
2021,16,門診,不詳,新竹市,0,1,10018
2021,16,門診,不詳,台北市,0,5,63000
2021,16,門診,不詳,新北市,0,3,65000
2021,17,住院,0~2,金門縣,0,2,09020
2021,17,住院,0~2,宜蘭縣,0,25,10002
2021,17,住院,0~2,新竹縣,1,17,10004
2021,17,住院,0~2,苗栗縣,0,3,10005
2021,17,住院,0~2,彰化縣,0,83,10007
2021,17,住院,0~2,南投縣,0,5,10008
2021,17,住院,0~2,雲林縣,0,6,10009
2021,17,住院,0~2,嘉義縣,0,14,10010
2021,17,住院,0~2,屏東縣,0,23,10013
2021,17,住院,0~2,台東縣,0,1,10014
2021,17,住院,0~2,花蓮縣,0,9,10015
2021,17,住院,0~2,基隆市,0,8,10017
2021,17,住院,0~2,新竹市,0,13,10018
2021,17,住院,0~2,嘉義市,0,6,10020
2021,17,住院,0~2,台北市,0,100,63000
2021,17,住院,0~2,高雄市,0,78,64000
2021,17,住院,0~2,新北市,0,37,65000
2021,17,住院,0~2,台中市,0,108,66000
2021,17,住院,0~2,台南市,0,10,67000
2021,17,住院,0~2,桃園市,0,86,68000
2021,17,住院,13~15,金門縣,0,1,09020
2021,17,住院,13~15,宜蘭縣,0,6,10002
2021,17,住院,13~15,新竹縣,0,5,10004
2021,17,住院,13~15,苗栗縣,0,4,10005
2021,17,住院,13~15,彰化縣,0,10,10007
2021,17,住院,13~15,南投縣,0,2,10008
2021,17,住院,13~15,雲林縣,0,4,10009
2021,17,住院,13~15,嘉義縣,0,6,10010
2021,17,住院,13~15,屏東縣,0,9,10013
2021,17,住院,13~15,花蓮縣,0,6,10015
2021,17,住院,13~15,澎湖縣,0,1,10016
2021,17,住院,13~15,基隆市,0,4,10017
2021,17,住院,13~15,新竹市,0,4,10018
2021,17,住院,13~15,嘉義市,0,3,10020
