縣市別,鄉鎮別,年別,治療成功率
10010,布袋鎮,2020,83.3
10010,民雄鄉,2020,62.5
10010,朴子市,2020,50
10010,竹崎鄉,2020,85.7
10010,東石鄉,2020,66.7
10010,阿里山鄉,2020,100
10010,梅山鄉,2020,50
10010,鹿草鄉,2020,50
10010,番路鄉,2020,66.7
10010,新港鄉,2020,72.7
10010,溪口鄉,2020,40
10010,義竹鄉,2020,66.7
10010,大林鎮,2019,76.9
10010,中埔鄉,2019,87.5
10010,六腳鄉,2019,71.4
10010,太保市,2019,84.6
10010,水上鄉,2019,71.4
10010,布袋鎮,2019,77.8
10010,民雄鄉,2019,78.9
10010,朴子市,2019,69.2
10010,竹崎鄉,2019,59.1
10010,東石鄉,2019,62.5
10010,阿里山鄉,2019,66.7
10010,梅山鄉,2019,100
10010,鹿草鄉,2019,100
10010,番路鄉,2019,66.7
10010,新港鄉,2019,64.3
10010,溪口鄉,2019,0
10010,義竹鄉,2019,62.5
10010,大林鎮,2018,81.3
10010,中埔鄉,2018,84.6
10010,六腳鄉,2018,55.6
10010,太保市,2018,45.5
10010,水上鄉,2018,83.3
10010,布袋鎮,2018,62.5
10010,民雄鄉,2018,77.8
10010,朴子市,2018,71.4
10010,竹崎鄉,2018,58.3
10010,東石鄉,2018,87.5
10010,阿里山鄉,2018,100
10010,梅山鄉,2018,100
10010,鹿草鄉,2018,58.8
10010,番路鄉,2018,80
10010,新港鄉,2018,80
10010,溪口鄉,2018,87.5
10010,義竹鄉,2018,75
10010,大林鎮,2017,71.4
10010,大埔鄉,2017,100
10010,中埔鄉,2017,84.2
10010,六腳鄉,2017,69.2
10010,太保市,2017,84.6
10010,水上鄉,2017,72.7
10010,布袋鎮,2017,85.7
10010,民雄鄉,2017,64.5
10010,朴子市,2017,91.3
10010,竹崎鄉,2017,72.2
10010,東石鄉,2017,85.7
10010,阿里山鄉,2017,0
10010,梅山鄉,2017,70
10010,鹿草鄉,2017,57.1
10010,番路鄉,2017,66.7
10010,新港鄉,2017,54.5
10010,溪口鄉,2017,100
10010,義竹鄉,2017,0
10010,大林鎮,2016,82.4
10010,大埔鄉,2016,100
10010,中埔鄉,2016,61.5
10010,六腳鄉,2016,85.7
10010,太保市,2016,66.7
10010,水上鄉,2016,69
10010,布袋鎮,2016,91.7
10010,民雄鄉,2016,76
10010,朴子市,2016,65
10010,竹崎鄉,2016,61.8
10010,東石鄉,2016,66.7
10010,阿里山鄉,2016,100
10010,梅山鄉,2016,55.6
10010,鹿草鄉,2016,46.7
10010,番路鄉,2016,100
10010,新港鄉,2016,90.9
10010,溪口鄉,2016,85.7
10010,義竹鄉,2016,50
10010,大林鎮,2015,52.2
10010,中埔鄉,2015,82.4
10010,六腳鄉,2015,66.7
10010,太保市,2015,75
10010,水上鄉,2015,85
10010,布袋鎮,2015,58.3
10010,民雄鄉,2015,56.5
10010,朴子市,2015,56
10010,竹崎鄉,2015,59
10010,東石鄉,2015,85.7
10010,阿里山鄉,2015,66.7
10010,梅山鄉,2015,71.4
10010,鹿草鄉,2015,73.3
10010,番路鄉,2015,100
10010,新港鄉,2015,83.3
10010,溪口鄉,2015,57.1
10010,義竹鄉,2015,100
10010,大林鎮,2014,73.9
10010,大埔鄉,2014,50
10010,中埔鄉,2014,76.9
10010,六腳鄉,2014,87.5
10010,太保市,2014,85.7
10010,水上鄉,2014,72
10010,布袋鎮,2014,75
10010,民雄鄉,2014,83.9
10010,朴子市,2014,72.4
10010,竹崎鄉,2014,55
10010,東石鄉,2014,62.5
10010,梅山鄉,2014,62.5
10010,鹿草鄉,2014,76.9
10010,番路鄉,2014,100
10010,新港鄉,2014,77.3
10010,溪口鄉,2014,83.3
10010,義竹鄉,2014,66.7
10010,大林鎮,2013,60.9
10010,大埔鄉,2013,0
10010,中埔鄉,2013,73.7
10010,六腳鄉,2013,64.3
10010,太保市,2013,64.3
10010,水上鄉,2013,85.7
10010,布袋鎮,2013,62.5
10010,民雄鄉,2013,70.7
10010,朴子市,2013,72
10010,竹崎鄉,2013,67.3
10010,東石鄉,2013,88.9
10010,阿里山鄉,2013,100
10010,梅山鄉,2013,57.1
10010,鹿草鄉,2013,92.3
10010,番路鄉,2013,50
10010,新港鄉,2013,92.9
10010,溪口鄉,2013,92.3
10010,義竹鄉,2013,100
10020,西區,2021,73.2
10020,東區,2021,78.6
10020,西區,2020,60.7
10020,東區,2020,71.4
10020,西區,2019,62.9
10020,東區,2019,70.6
10020,西區,2018,82.2
10020,東區,2018,75.6
10020,西區,2017,67.4
10020,東區,2017,63.8
10020,西區,2016,74.7
10020,東區,2016,82.9
10020,西區,2015,76.7
10020,東區,2015,76.3
10020,西區,2014,67.5
10020,東區,2014,63
10020,西區,2013,71.9
10020,東區,2013,72.7
10021,七股區,2021,88.9
10021,下營區,2021,100
10021,大內區,2021,44.4
10021,山上區,2021,100
10021,中西區,2021,56.3
10021,仁德區,2021,77.8
10021,六甲區,2021,66.7
10021,北門區,2021,0
10021,北區,2021,72.2
10021,左鎮區,2021,66.7
10021,永康區,2021,73.5
10021,玉井區,2021,60
10021,白河區,2021,66.7
10021,安平區,2021,72.2
10021,安定區,2021,71.4
10021,安南區,2021,68.3
10021,西港區,2021,70
10021,佳里區,2021,80
10021,官田區,2021,75
10021,東山區,2021,76.9
10021,東區,2021,72.4
10021,南化區,2021,66.7
10021,南區,2021,78.4
10021,後壁區,2021,61.5
10021,柳營區,2021,66.7
10021,將軍區,2021,85.7
10021,麻豆區,2021,92.3
10021,善化區,2021,64.3
10021,新化區,2021,60
10021,新市區,2021,66.7
10021,新營區,2021,73.2
10021,楠西區,2021,100
10021,學甲區,2021,61.5
10021,歸仁區,2021,70
10021,關廟區,2021,91.7
10021,鹽水區,2021,90
10021,七股區,2020,66.7
10021,下營區,2020,77.8
10021,大內區,2020,75
10021,山上區,2020,50
10021,中西區,2020,76.9
10021,仁德區,2020,83.3
10021,六甲區,2020,84.6
10021,北門區,2020,66.7
10021,北區,2020,58.3
10021,左鎮區,2020,66.7
10021,永康區,2020,74.1
10021,玉井區,2020,100
10021,白河區,2020,77.8
10021,安平區,2020,72.2
10021,安定區,2020,80
10021,安南區,2020,84.2
10021,西港區,2020,50
10021,佳里區,2020,66.7
10021,官田區,2020,60
10021,東山區,2020,75
10021,東區,2020,62.9
10021,南化區,2020,50
10021,南區,2020,74.3
10021,後壁區,2020,85.7
10021,柳營區,2020,85.7
10021,將軍區,2020,20
10021,麻豆區,2020,64.7
10021,善化區,2020,81.3
10021,新化區,2020,44.4
10021,新市區,2020,100
10021,新營區,2020,77.4
10021,楠西區,2020,70
10021,學甲區,2020,75
10021,歸仁區,2020,75
10021,關廟區,2020,69.2
10021,鹽水區,2020,62.5
10021,七股區,2019,75
10021,下營區,2019,87.5
10021,大內區,2019,88.9
10021,山上區,2019,100
10021,中西區,2019,71
10021,仁德區,2019,86.4
10021,六甲區,2019,80
10021,北門區,2019,100
10021,北區,2019,67.4
10021,永康區,2019,82.9
10021,玉井區,2019,100
10021,白河區,2019,66.7
10021,安平區,2019,71.4
10021,安定區,2019,75
10021,安南區,2019,80
10021,西港區,2019,55.6
10021,佳里區,2019,76.5
10021,官田區,2019,33.3
10021,東山區,2019,41.7
10021,東區,2019,69.4
10021,南化區,2019,100
10021,南區,2019,76.9
10021,後壁區,2019,72.7
10021,柳營區,2019,78.6
10021,將軍區,2019,57.1
10021,麻豆區,2019,78.6
10021,善化區,2019,80
10021,新化區,2019,69.2
10021,新市區,2019,76.9
10021,新營區,2019,76
10021,楠西區,2019,100
10021,學甲區,2019,66.7
10021,龍崎區,2019,100
10021,歸仁區,2019,60.9
10021,關廟區,2019,50
10021,鹽水區,2019,69.2
10021,七股區,2018,62.5
10021,下營區,2018,100
10021,大內區,2018,60
10021,中西區,2018,65.2
10021,仁德區,2018,61.9
10021,六甲區,2018,57.1
10021,北門區,2018,100
10021,北區,2018,82.2
10021,左鎮區,2018,0
10021,永康區,2018,70.1
10021,玉井區,2018,63.6
10021,白河區,2018,100
10021,安平區,2018,72.4
10021,安定區,2018,92.3
10021,安南區,2018,85.7
10021,西港區,2018,66.7
10021,佳里區,2018,53.8
10021,官田區,2018,70
10021,東山區,2018,73.3
10021,東區,2018,58
10021,南化區,2018,100
10021,南區,2018,66.1
10021,後壁區,2018,77.8
10021,柳營區,2018,66.7
10021,將軍區,2018,66.7
10021,麻豆區,2018,66.7
10021,善化區,2018,82.4
10021,新化區,2018,80
10021,新市區,2018,88.9
10021,新營區,2018,75
10021,楠西區,2018,75
10021,學甲區,2018,72.7
10021,龍崎區,2018,100
10021,歸仁區,2018,79.4
10021,關廟區,2018,84.6
10021,鹽水區,2018,54.5
10021,七股區,2017,75
10021,下營區,2017,75
10021,大內區,2017,60
10021,山上區,2017,100
10021,中西區,2017,62.5
10021,仁德區,2017,61.7
10021,六甲區,2017,81.8
10021,北門區,2017,80
10021,北區,2017,84.6
10021,左鎮區,2017,100
10021,永康區,2017,75.9
10021,玉井區,2017,83.3
10021,白河區,2017,58.3
10021,安平區,2017,69.2
10021,安定區,2017,61.5
10021,安南區,2017,80.3
10021,西港區,2017,66.7
10021,佳里區,2017,71.4
10021,官田區,2017,71.4
10021,東山區,2017,77.8
10021,東區,2017,73
10021,南化區,2017,60
10021,南區,2017,83.3
10021,後壁區,2017,100
10021,柳營區,2017,90.9
10021,將軍區,2017,80
10021,麻豆區,2017,64.7
10021,善化區,2017,87.5
10021,新化區,2017,71.4
10021,新市區,2017,63.6
10021,新營區,2017,62.5
10021,楠西區,2017,33.3
10021,學甲區,2017,77.8
10021,龍崎區,2017,33.3
10021,歸仁區,2017,76.5
10021,關廟區,2017,83.3
10021,鹽水區,2017,70.4
10021,七股區,2016,100
10021,下營區,2016,100
10021,大內區,2016,83.3
10021,山上區,2016,50
10021,中西區,2016,73.8
10021,仁德區,2016,75
10021,六甲區,2016,71.4
10021,北門區,2016,100
10021,北區,2016,79.1
10021,左鎮區,2016,70
10021,永康區,2016,69
10021,玉井區,2016,80
10021,白河區,2016,56.3
10021,安平區,2016,71.4
10021,安定區,2016,61.5
10021,安南區,2016,75.7
10021,西港區,2016,75
10021,佳里區,2016,60.9
10021,官田區,2016,66.7
10021,東山區,2016,81.3
10021,東區,2016,73.8
10021,南化區,2016,50
10021,南區,2016,73.7
10021,後壁區,2016,53.3
10021,柳營區,2016,80
10021,將軍區,2016,62.5
10021,麻豆區,2016,55.6
10021,善化區,2016,77.8
10021,新化區,2016,86.4
10021,新市區,2016,80
10021,新營區,2016,69.8
10021,楠西區,2016,77.8
10021,學甲區,2016,85.7
10021,龍崎區,2016,100
10021,歸仁區,2016,86.7
10021,關廟區,2016,76.2
10021,鹽水區,2016,72.7
10021,七股區,2015,75
10021,下營區,2015,77.8
10021,大內區,2015,70
10021,山上區,2015,66.7
10021,中西區,2015,58.5
10021,仁德區,2015,63.4
10021,六甲區,2015,84.6
10021,北門區,2015,100
10021,北區,2015,65.5
10021,左鎮區,2015,0
10021,永康區,2015,77.2
10021,玉井區,2015,60
10021,白河區,2015,58.8
10021,安平區,2015,81.5
10021,安定區,2015,50
10021,安南區,2015,78.1
10021,西港區,2015,66.7
10021,佳里區,2015,88.2
10021,官田區,2015,58.3
10021,東山區,2015,73.7
10021,東區,2015,72.1
10021,南化區,2015,66.7
10021,南區,2015,71.2
10021,後壁區,2015,76.9
10021,柳營區,2015,60
10021,將軍區,2015,100
10021,麻豆區,2015,83.3
10021,善化區,2015,74.1
10021,新化區,2015,82.8
10021,新市區,2015,88.2
10021,新營區,2015,74.3
10021,學甲區,2015,85.7
10021,龍崎區,2015,60
10021,歸仁區,2015,86.4
10021,關廟區,2015,66.7
10021,鹽水區,2015,68.8
10021,七股區,2014,80
10021,下營區,2014,100
10021,大內區,2014,70
10021,山上區,2014,0
10021,中西區,2014,85
10021,仁德區,2014,72.1
10021,六甲區,2014,50
10021,北門區,2014,83.3
10021,北區,2014,84
10021,左鎮區,2014,100
10021,永康區,2014,74.3
10021,玉井區,2014,66.7
10021,白河區,2014,58.8
10021,安平區,2014,81.8
10021,安定區,2014,76.9
10021,安南區,2014,80
10021,西港區,2014,83.3
10021,佳里區,2014,80
10021,官田區,2014,80
10021,東山區,2014,70
10021,東區,2014,76.3
10021,南化區,2014,75
10021,南區,2014,61
10021,後壁區,2014,80
10021,柳營區,2014,76.5
10021,將軍區,2014,100
10021,麻豆區,2014,68.4
10021,善化區,2014,82.4
10021,新化區,2014,85.7
10021,新市區,2014,81
10021,新營區,2014,67.4
10021,楠西區,2014,75
10021,學甲區,2014,50
10021,龍崎區,2014,100
10021,歸仁區,2014,80.5
10021,關廟區,2014,58.8
10021,鹽水區,2014,75
10021,七股區,2013,66.7
10021,下營區,2013,71.4
10021,大內區,2013,75
10021,山上區,2013,33.3
10021,中西區,2013,65.9
10021,仁德區,2013,76.5
10021,六甲區,2013,84.6
10021,北門區,2013,100
10021,北區,2013,75
10021,左鎮區,2013,25
10021,永康區,2013,78
10021,玉井區,2013,50
10021,白河區,2013,91.7
10021,安平區,2013,71.4
10021,安定區,2013,90
10021,安南區,2013,80.2
10021,西港區,2013,45.5
10021,佳里區,2013,78.6
10021,官田區,2013,60
10021,東山區,2013,73.3
10021,東區,2013,64.1
10021,南化區,2013,100
10021,南區,2013,67.6
10021,後壁區,2013,81.8
10021,柳營區,2013,80
10021,將軍區,2013,66.7
10021,麻豆區,2013,77.8
10021,善化區,2013,61.1
10021,新化區,2013,84
10021,新市區,2013,84
10021,新營區,2013,69.8
10021,楠西區,2013,42.9
10021,學甲區,2013,63.6
10021,龍崎區,2013,100
10021,歸仁區,2013,85.4
10021,關廟區,2013,58.8
10021,鹽水區,2013,90.9
64000,三民區,2021,72.1
64000,大社區,2021,82.4
64000,大寮區,2021,55.8
64000,大樹區,2021,73.9
64000,小港區,2021,58.2
64000,仁武區,2021,62.5
64000,內門區,2021,90
64000,六龜區,2021,71.4
64000,左營區,2021,71.2
64000,永安區,2021,100
64000,田寮區,2021,50
64000,甲仙區,2021,75
64000,杉林區,2021,80
64000,岡山區,2021,71.4
64000,林園區,2021,57.1
64000,阿蓮區,2021,66.7
64000,前金區,2021,33.3
64000,前鎮區,2021,77.3
64000,美濃區,2021,100
64000,苓雅區,2021,65.2
64000,茂林區,2021,100
64000,茄萣區,2021,56.3
64000,桃源區,2021,0
64000,梓官區,2021,86.7
64000,鳥松區,2021,66.7
64000,湖內區,2021,76.9
64000,新興區,2021,81.3
64000,楠梓區,2021,82.1
64000,路竹區,2021,56
64000,鼓山區,2021,71.7
64000,旗山區,2021,73.3
64000,旗津區,2021,81.8
64000,鳳山區,2021,72.7
64000,橋頭區,2021,61.5
64000,燕巢區,2021,61.9
64000,彌陀區,2021,50
64000,鹽埕區,2021,69.2
64000,三民區,2020,71.8
64000,大社區,2020,60
64000,大寮區,2020,66.7
64000,大樹區,2020,76.7
64000,小港區,2020,82.1
64000,仁武區,2020,74.4
64000,內門區,2020,57.1
64000,六龜區,2020,66.7
64000,左營區,2020,75.7
64000,永安區,2020,100
64000,田寮區,2020,100
64000,甲仙區,2020,25
64000,杉林區,2020,77.8
64000,岡山區,2020,68.2
64000,林園區,2020,78.9
64000,阿蓮區,2020,60
64000,前金區,2020,71.4
64000,前鎮區,2020,62.2
64000,美濃區,2020,66.7
64000,苓雅區,2020,60.9
64000,茂林區,2020,50
64000,茄萣區,2020,66.7
64000,桃源區,2020,100
64000,梓官區,2020,70
64000,鳥松區,2020,72.2
64000,湖內區,2020,75
64000,新興區,2020,78.3
64000,楠梓區,2020,71.4
64000,路竹區,2020,68.4
64000,鼓山區,2020,82.7
64000,旗山區,2020,80.8
64000,旗津區,2020,64.3
64000,鳳山區,2020,69.4
64000,橋頭區,2020,50
64000,燕巢區,2020,48.1
64000,彌陀區,2020,50
64000,鹽埕區,2020,60
64000,三民區,2019,74.4
64000,大社區,2019,87.5
64000,大寮區,2019,74.6
64000,大樹區,2019,83.3
64000,小港區,2019,69.2
64000,仁武區,2019,69.6
64000,內門區,2019,70
64000,六龜區,2019,52.9
64000,左營區,2019,69.9
64000,永安區,2019,66.7
64000,田寮區,2019,0
64000,甲仙區,2019,100
64000,杉林區,2019,40
64000,那瑪夏區,2019,100
64000,岡山區,2019,73.3
64000,林園區,2019,75.9
64000,阿蓮區,2019,66.7
64000,前金區,2019,73.3
64000,前鎮區,2019,69.7
64000,美濃區,2019,48.1
64000,苓雅區,2019,79.2
64000,茂林區,2019,66.7
64000,茄萣區,2019,72.7
64000,桃源區,2019,80
64000,梓官區,2019,73.7
64000,鳥松區,2019,57.7
64000,湖內區,2019,75
64000,新興區,2019,75.8
64000,楠梓區,2019,76.5
64000,路竹區,2019,86.4
64000,鼓山區,2019,67.9
64000,旗山區,2019,51.9
64000,旗津區,2019,58.3
64000,鳳山區,2019,76.6
64000,橋頭區,2019,60
64000,燕巢區,2019,67.9
64000,彌陀區,2019,73.3
64000,鹽埕區,2019,58.8
64000,三民區,2018,72.3
64000,大社區,2018,61.9
64000,大寮區,2018,76.3
64000,大樹區,2018,59.3
64000,小港區,2018,76.4
64000,仁武區,2018,79.5
64000,內門區,2018,53.8
64000,六龜區,2018,87.5
64000,左營區,2018,70.7
64000,永安區,2018,100
64000,田寮區,2018,75
64000,甲仙區,2018,83.3
64000,杉林區,2018,91.7
64000,那瑪夏區,2018,100
64000,岡山區,2018,67.4
64000,林園區,2018,84.4
64000,阿蓮區,2018,66.7
64000,前金區,2018,90.9
64000,前鎮區,2018,62.6
64000,美濃區,2018,72
64000,苓雅區,2018,73.6
64000,茂林區,2018,100
64000,茄萣區,2018,54.5
64000,桃源區,2018,0
64000,梓官區,2018,74.1
64000,鳥松區,2018,76.2
64000,湖內區,2018,80
64000,新興區,2018,83.3
64000,楠梓區,2018,68.1
64000,路竹區,2018,67.9
64000,鼓山區,2018,66.2
64000,旗山區,2018,53.8
64000,旗津區,2018,75
64000,鳳山區,2018,71.2
64000,橋頭區,2018,63.6
64000,燕巢區,2018,63.6
64000,彌陀區,2018,75
64000,鹽埕區,2018,69.2
64000,三民區,2017,73.7
64000,大社區,2017,82.4
64000,大寮區,2017,78.9
64000,大樹區,2017,75
64000,小港區,2017,82.9
64000,仁武區,2017,73.9
64000,內門區,2017,77.8
64000,六龜區,2017,50
64000,左營區,2017,79.8
64000,永安區,2017,100
64000,田寮區,2017,100
64000,甲仙區,2017,60
64000,杉林區,2017,58.3
64000,那瑪夏區,2017,50
64000,岡山區,2017,75.9
64000,林園區,2017,62.8
64000,阿蓮區,2017,66.7
64000,前金區,2017,68.4
64000,前鎮區,2017,76.4
64000,美濃區,2017,61.3
64000,苓雅區,2017,80
64000,茂林區,2017,25
64000,茄萣區,2017,62.5
64000,桃源區,2017,40
64000,梓官區,2017,71.4
64000,鳥松區,2017,70
64000,湖內區,2017,64.3
64000,新興區,2017,68.8
64000,楠梓區,2017,73
64000,路竹區,2017,70.7
64000,鼓山區,2017,75.8
64000,旗山區,2017,66.7
64000,旗津區,2017,69.2
64000,鳳山區,2017,77.6
64000,橋頭區,2017,85.2
64000,燕巢區,2017,80.6
64000,彌陀區,2017,88.9
64000,鹽埕區,2017,66.7
64000,三民區,2016,72.9
64000,大社區,2016,53.3
64000,大寮區,2016,76.4
64000,大樹區,2016,85.7
64000,小港區,2016,71.7
64000,仁武區,2016,72.5
64000,內門區,2016,66.7
64000,六龜區,2016,58.8
64000,左營區,2016,75.8
64000,永安區,2016,87.5
64000,田寮區,2016,0
64000,甲仙區,2016,33.3
64000,杉林區,2016,30
64000,那瑪夏區,2016,100
64000,岡山區,2016,66.7
64000,林園區,2016,57.6
64000,阿蓮區,2016,72.7
64000,前金區,2016,42.9
64000,前鎮區,2016,71.1
64000,美濃區,2016,63
64000,苓雅區,2016,76.6
64000,茂林區,2016,50
64000,茄萣區,2016,76.9
64000,桃源區,2016,100
64000,梓官區,2016,75.8
64000,鳥松區,2016,80
64000,湖內區,2016,72.7
64000,新興區,2016,60
64000,楠梓區,2016,78
64000,路竹區,2016,70
64000,鼓山區,2016,68.5
64000,旗山區,2016,51.9
64000,旗津區,2016,71.4
64000,鳳山區,2016,74.6
64000,橋頭區,2016,72
64000,燕巢區,2016,63.6
64000,彌陀區,2016,71.4
64000,鹽埕區,2016,64.7
64000,三民區,2015,66.7
64000,大社區,2015,48
64000,大寮區,2015,71.6
64000,大樹區,2015,75.6
64000,小港區,2015,74.7
64000,仁武區,2015,64.4
64000,內門區,2015,80
64000,六龜區,2015,66.7
64000,左營區,2015,75.3
64000,永安區,2015,33.3
64000,田寮區,2015,71.4
64000,甲仙區,2015,100
64000,杉林區,2015,44.4
64000,那瑪夏區,2015,100
64000,岡山區,2015,75
64000,林園區,2015,74.3
64000,阿蓮區,2015,45.5
64000,前金區,2015,70
64000,前鎮區,2015,68.1
64000,美濃區,2015,78.4
64000,苓雅區,2015,77.9
64000,茂林區,2015,100
64000,茄萣區,2015,55.6
64000,桃源區,2015,100
64000,梓官區,2015,84.8
64000,鳥松區,2015,90.5
64000,湖內區,2015,68.8
64000,新興區,2015,71.4
64000,楠梓區,2015,68.8
64000,路竹區,2015,78.4
64000,鼓山區,2015,75
64000,旗山區,2015,77.4
64000,旗津區,2015,82.4
64000,鳳山區,2015,72.2
64000,橋頭區,2015,86.2
64000,燕巢區,2015,70.6
64000,彌陀區,2015,90
64000,鹽埕區,2015,56.3
64000,三民區,2014,74.7
64000,大社區,2014,64
64000,大寮區,2014,77.1
64000,大樹區,2014,70.7
64000,小港區,2014,69.4
64000,仁武區,2014,68.3
64000,內門區,2014,50
64000,六龜區,2014,60
64000,左營區,2014,71.8
64000,永安區,2014,75
64000,田寮區,2014,85.7
64000,甲仙區,2014,75
64000,杉林區,2014,50
64000,那瑪夏區,2014,33.3
64000,岡山區,2014,77.8
64000,林園區,2014,79.1
64000,阿蓮區,2014,91.7
64000,前金區,2014,64.3
64000,前鎮區,2014,71.3
64000,美濃區,2014,76.3
64000,苓雅區,2014,74.6
64000,茂林區,2014,80
64000,茄萣區,2014,66.7
64000,桃源區,2014,70
64000,梓官區,2014,77.4
64000,鳥松區,2014,71.4
64000,湖內區,2014,78.9
64000,新興區,2014,63.2
64000,楠梓區,2014,71.6
64000,路竹區,2014,59.5
64000,鼓山區,2014,64.5
64000,旗山區,2014,58.6
64000,旗津區,2014,66.7
64000,鳳山區,2014,75.4
64000,橋頭區,2014,86.5
64000,燕巢區,2014,69
64000,彌陀區,2014,82.6
64000,鹽埕區,2014,80
64000,三民區,2013,74.4
64000,大社區,2013,76
64000,大寮區,2013,67.4
64000,大樹區,2013,77.8
64000,小港區,2013,70.2
64000,仁武區,2013,69.1
64000,內門區,2013,44.4
64000,六龜區,2013,71.4
64000,左營區,2013,78
64000,永安區,2013,90
64000,田寮區,2013,71.4
64000,甲仙區,2013,75
64000,杉林區,2013,57.1
64000,那瑪夏區,2013,100
64000,岡山區,2013,79.2
64000,林園區,2013,66.7
64000,阿蓮區,2013,81.3
64000,前金區,2013,60
64000,前鎮區,2013,74.1
64000,美濃區,2013,59.1
64000,苓雅區,2013,74.1
64000,茂林區,2013,66.7
64000,茄萣區,2013,53.8
64000,桃源區,2013,100
64000,梓官區,2013,83.9
64000,鳥松區,2013,76
64000,湖內區,2013,55.6
64000,新興區,2013,62.5
64000,楠梓區,2013,78.1
64000,路竹區,2013,66
64000,鼓山區,2013,74.7
64000,旗山區,2013,66.7
64000,旗津區,2013,64.3
64000,鳳山區,2013,76.6
64000,橋頭區,2013,84
64000,燕巢區,2013,75.7
64000,彌陀區,2013,90
64000,鹽埕區,2013,70
10013,九如鄉,2021,58.3
10013,三地門鄉,2021,60
10013,內埔鄉,2021,56.3
10013,竹田鄉,2021,66.7
10013,車城鄉,2021,85.7
10013,里港鄉,2021,71.4
10013,佳冬鄉,2021,50
10013,來義鄉,2021,83.3
10013,東港鎮,2021,78.6
10013,枋山鄉,2021,100
10013,枋寮鄉,2021,71.4
10013,林邊鄉,2021,81.8
10013,長治鄉,2021,54.2
10013,南州鄉,2021,80
10013,屏東市,2021,67
10013,恆春鎮,2021,63.6
10013,春日鄉,2021,33.3
10013,崁頂鄉,2021,100
10013,泰武鄉,2021,40
10013,琉球鄉,2021,100
10013,高樹鄉,2021,56.3
10013,新埤鄉,2021,62.5
10013,新園鄉,2021,84.6
10013,獅子鄉,2021,0
10013,萬丹鄉,2021,68.4
10013,萬巒鄉,2021,64.3
10013,滿州鄉,2021,100
10013,瑪家鄉,2021,100
10013,潮州鎮,2021,85.7
10013,霧台鄉,2021,75
10013,麟洛鄉,2021,50
10013,鹽埔鄉,2021,62.5
10013,九如鄉,2020,83.3
10013,三地門鄉,2020,66.7
10013,內埔鄉,2020,69.6
10013,竹田鄉,2020,75
10013,車城鄉,2020,100
10013,里港鄉,2020,66.7
10013,佳冬鄉,2020,57.1
10013,來義鄉,2020,66.7
10013,東港鎮,2020,80
10013,枋山鄉,2020,16.7
10013,枋寮鄉,2020,68.4
10013,林邊鄉,2020,60
10013,長治鄉,2020,57.1
10013,南州鄉,2020,100
10013,屏東市,2020,70.4
10013,恆春鎮,2020,72.7
10013,春日鄉,2020,50
10013,崁頂鄉,2020,20
10013,泰武鄉,2020,37.5
10013,琉球鄉,2020,50
10013,高樹鄉,2020,57.1
10013,新埤鄉,2020,76.9
10013,新園鄉,2020,64.7
10013,獅子鄉,2020,100
10013,萬丹鄉,2020,87.5
10013,萬巒鄉,2020,57.1
10013,滿州鄉,2020,100
10013,瑪家鄉,2020,60
10013,潮州鎮,2020,55.2
10013,霧台鄉,2020,100
10013,麟洛鄉,2020,45.5
10013,鹽埔鄉,2020,84.2
10013,九如鄉,2019,78.9
10013,三地門鄉,2019,71.4
10013,內埔鄉,2019,68.8
10013,竹田鄉,2019,80
10013,牡丹鄉,2019,100
10013,車城鄉,2019,75
10013,里港鄉,2019,80
10013,佳冬鄉,2019,53.8
10013,來義鄉,2019,83.3
10013,東港鎮,2019,68.2
10013,枋山鄉,2019,100
10013,枋寮鄉,2019,69.2
10013,林邊鄉,2019,85.7
10013,長治鄉,2019,78.6
10013,南州鄉,2019,66.7
10013,屏東市,2019,69.9
10013,恆春鎮,2019,75
10013,春日鄉,2019,66.7
10013,崁頂鄉,2019,60
10013,泰武鄉,2019,75
10013,高樹鄉,2019,77.8
10013,新埤鄉,2019,58.3
10013,新園鄉,2019,66.7
10013,獅子鄉,2019,100
10013,萬丹鄉,2019,77.1
10013,萬巒鄉,2019,61.5
10013,滿州鄉,2019,100
10013,瑪家鄉,2019,80
10013,潮州鎮,2019,59.5
10013,霧台鄉,2019,100
10013,麟洛鄉,2019,66.7
10013,鹽埔鄉,2019,45
10013,九如鄉,2018,71.4
10013,三地門鄉,2018,81.8
10013,內埔鄉,2018,69.8
10013,竹田鄉,2018,69.2
10013,牡丹鄉,2018,75
10013,車城鄉,2018,66.7
10013,里港鄉,2018,80
10013,佳冬鄉,2018,90.9
10013,來義鄉,2018,87.5
10013,東港鎮,2018,68.4
10013,枋寮鄉,2018,80
10013,林邊鄉,2018,83.3
10013,長治鄉,2018,71.4
10013,南州鄉,2018,77.8
10013,屏東市,2018,68
10013,恆春鎮,2018,73.3
10013,春日鄉,2018,100
10013,崁頂鄉,2018,33.3
10013,泰武鄉,2018,60
10013,琉球鄉,2018,100
10013,高樹鄉,2018,42.9
10013,新埤鄉,2018,81.8
10013,新園鄉,2018,72.2
10013,獅子鄉,2018,75
10013,萬丹鄉,2018,71.4
10013,萬巒鄉,2018,83.3
10013,滿州鄉,2018,60
10013,瑪家鄉,2018,100
10013,潮州鎮,2018,80
10013,霧台鄉,2018,100
10013,麟洛鄉,2018,66.7
10013,鹽埔鄉,2018,61.3
10013,九如鄉,2017,76.5
10013,三地門鄉,2017,85.7
