縣市別,鄉鎮別,年別,治療成功率
10005,苑裡鎮,2017,66.7
10005,苗栗市,2017,82.6
10005,泰安鄉,2017,88.9
10005,通霄鎮,2017,72.7
10005,造橋鄉,2017,0
10005,獅潭鄉,2017,0
10005,銅鑼鄉,2017,75
10005,頭份市,2017,73.3
10005,頭屋鄉,2017,100
10005,三義鄉,2016,66.7
10005,三灣鄉,2016,100
10005,大湖鄉,2016,100
10005,公館鄉,2016,77.8
10005,竹南鎮,2016,75
10005,西湖鄉,2016,50
10005,卓蘭鎮,2016,50
10005,南庄鄉,2016,50
10005,後龍鎮,2016,58.3
10005,苑裡鎮,2016,60
10005,苗栗市,2016,78.8
10005,泰安鄉,2016,66.7
10005,通霄鎮,2016,53.3
10005,造橋鄉,2016,100
10005,獅潭鄉,2016,100
10005,銅鑼鄉,2016,80
10005,頭份市,2016,67.9
10005,頭屋鄉,2016,0
10005,三義鄉,2015,100
10005,三灣鄉,2015,66.7
10005,大湖鄉,2015,50
10005,公館鄉,2015,71.4
10005,竹南鎮,2015,66.7
10005,西湖鄉,2015,0
10005,卓蘭鎮,2015,75
10005,南庄鄉,2015,50
10005,後龍鎮,2015,64.7
10005,苑裡鎮,2015,71.4
10005,苗栗市,2015,67.7
10005,泰安鄉,2015,90
10005,通霄鎮,2015,62.5
10005,造橋鄉,2015,66.7
10005,銅鑼鄉,2015,100
10005,頭份市,2015,77.1
10005,頭屋鄉,2015,100
10005,三義鄉,2014,28.6
10005,三灣鄉,2014,100
10005,大湖鄉,2014,75
10005,公館鄉,2014,66.7
10005,竹南鎮,2014,81
10005,西湖鄉,2014,100
10005,卓蘭鎮,2014,62.5
10005,南庄鄉,2014,100
10005,後龍鎮,2014,77.8
10005,苑裡鎮,2014,61.5
10005,苗栗市,2014,73
10005,泰安鄉,2014,80
10005,通霄鎮,2014,93.8
10005,造橋鄉,2014,75
10005,獅潭鄉,2014,100
10005,銅鑼鄉,2014,85.7
10005,頭份市,2014,75.9
10005,頭屋鄉,2014,66.7
10005,三義鄉,2013,100
10005,三灣鄉,2013,75
10005,大湖鄉,2013,75
10005,公館鄉,2013,88.9
10005,竹南鎮,2013,83.3
10005,西湖鄉,2013,100
10005,卓蘭鎮,2013,57.1
10005,南庄鄉,2013,42.9
10005,後龍鎮,2013,93.8
10005,苑裡鎮,2013,80
10005,苗栗市,2013,64.3
10005,泰安鄉,2013,90.9
10005,通霄鎮,2013,80
10005,造橋鄉,2013,0
10005,獅潭鄉,2013,100
10005,銅鑼鄉,2013,66.7
10005,頭份市,2013,76.9
10005,頭屋鄉,2013,100
10019,大甲區,2021,68
10019,大安區,2021,100
10019,大肚區,2021,78.6
10019,大里區,2021,72.7
10019,大雅區,2021,70.8
10019,中區,2021,80
10019,太平區,2021,74.1
10019,北屯區,2021,74.6
10019,北區,2021,66.1
10019,外埔區,2021,78.6
10019,石岡區,2021,66.7
10019,后里區,2021,58.8
10019,西屯區,2021,67.2
10019,西區,2021,68.8
10019,沙鹿區,2021,68.4
10019,和平區,2021,80
10019,東區,2021,79.3
10019,東勢區,2021,46.7
10019,南屯區,2021,75
10019,南區,2021,75
10019,烏日區,2021,75
10019,神岡區,2021,66.7
10019,梧棲區,2021,70.8
10019,清水區,2021,81.5
10019,新社區,2021,58.3
10019,潭子區,2021,60
10019,龍井區,2021,83.3
10019,豐原區,2021,67.5
10019,霧峰區,2021,80
10019,大甲區,2020,85
10019,大安區,2020,50
10019,大肚區,2020,78.6
10019,大里區,2020,77.4
10019,大雅區,2020,80.6
10019,中區,2020,71.4
10019,太平區,2020,83
10019,北屯區,2020,82.3
10019,北區,2020,72.1
10019,外埔區,2020,64.7
10019,石岡區,2020,83.3
10019,后里區,2020,68.4
10019,西屯區,2020,75.4
10019,西區,2020,73.9
10019,沙鹿區,2020,72.4
10019,和平區,2020,100
10019,東區,2020,71.4
10019,東勢區,2020,93.8
10019,南屯區,2020,70.8
10019,南區,2020,83.3
10019,烏日區,2020,63.2
10019,神岡區,2020,58.3
10019,梧棲區,2020,61.5
10019,清水區,2020,75
10019,新社區,2020,100
10019,潭子區,2020,88.6
10019,龍井區,2020,50
10019,豐原區,2020,62.7
10019,霧峰區,2020,84.6
10019,大甲區,2019,65.6
10019,大安區,2019,60
10019,大肚區,2019,65.5
10019,大里區,2019,70
10019,大雅區,2019,63.9
10019,中區,2019,50
10019,太平區,2019,84.8
10019,北屯區,2019,69.3
10019,北區,2019,81.4
10019,外埔區,2019,54.5
10019,石岡區,2019,75
10019,后里區,2019,69.6
10019,西屯區,2019,78
10019,西區,2019,81.3
10019,沙鹿區,2019,56
10019,和平區,2019,50
10019,東區,2019,83.3
10019,東勢區,2019,72.2
10019,南屯區,2019,83.3
10019,南區,2019,61.5
10019,烏日區,2019,53.8
10019,神岡區,2019,73.1
10019,梧棲區,2019,63.6
10019,清水區,2019,87.1
10019,新社區,2019,92.3
10019,潭子區,2019,73.7
10019,龍井區,2019,65.2
10019,豐原區,2019,69.5
10019,霧峰區,2019,88.2
10019,大甲區,2018,83.3
10019,大安區,2018,70
10019,大肚區,2018,70.8
10019,大里區,2018,78.8
10019,大雅區,2018,75.8
10019,中區,2018,75
10019,太平區,2018,73.3
10019,北屯區,2018,81.5
10019,北區,2018,73.8
10019,外埔區,2018,78.9
10019,石岡區,2018,33.3
10019,后里區,2018,54.2
10019,西屯區,2018,71.9
10019,西區,2018,61.5
10019,沙鹿區,2018,74.4
10019,和平區,2018,66.7
10019,東區,2018,60.9
10019,東勢區,2018,78.9
10019,南屯區,2018,80.4
10019,南區,2018,67.4
10019,烏日區,2018,63.2
10019,神岡區,2018,78.8
10019,梧棲區,2018,75
10019,清水區,2018,76.3
10019,新社區,2018,75
10019,潭子區,2018,69.7
10019,龍井區,2018,66.7
10019,豐原區,2018,71.6
10019,霧峰區,2018,77.8
10019,大甲區,2017,84.6
10019,大安區,2017,100
10019,大肚區,2017,94.7
10019,大里區,2017,77.1
10019,大雅區,2017,73.3
10019,中區,2017,70
10019,太平區,2017,83.3
10019,北屯區,2017,69.1
10019,北區,2017,86.3
10019,外埔區,2017,46.7
10019,石岡區,2017,62.5
10019,后里區,2017,60
10019,西屯區,2017,71.4
10019,西區,2017,80.8
10019,沙鹿區,2017,60.7
10019,和平區,2017,62.5
10019,東區,2017,82.9
10019,東勢區,2017,73.9
10019,南屯區,2017,84.6
10019,南區,2017,70.3
10019,烏日區,2017,77.3
10019,神岡區,2017,80
10019,梧棲區,2017,66.7
10019,清水區,2017,81.8
10019,新社區,2017,100
10019,潭子區,2017,81.8
10019,龍井區,2017,84.2
10019,豐原區,2017,61.4
10019,霧峰區,2017,84.6
10019,大甲區,2016,70.3
10019,大安區,2016,100
10019,大肚區,2016,83.9
10019,大里區,2016,76.8
10019,大雅區,2016,84.8
10019,中區,2016,62.5
10019,太平區,2016,75.7
10019,北屯區,2016,78.1
10019,北區,2016,60.3
10019,外埔區,2016,77.8
10019,石岡區,2016,50
10019,后里區,2016,80
10019,西屯區,2016,69.4
10019,西區,2016,81
10019,沙鹿區,2016,69.4
10019,和平區,2016,61.5
10019,東區,2016,79.5
10019,東勢區,2016,78.3
10019,南屯區,2016,78.6
10019,南區,2016,81.3
10019,烏日區,2016,63.6
10019,神岡區,2016,68.3
10019,梧棲區,2016,69.6
10019,清水區,2016,70.4
10019,新社區,2016,58.3
10019,潭子區,2016,77.3
10019,龍井區,2016,79.3
10019,豐原區,2016,59.7
10019,霧峰區,2016,79.2
10019,大甲區,2015,75.8
10019,大安區,2015,55.6
10019,大肚區,2015,93.3
10019,大里區,2015,72.7
10019,大雅區,2015,82.9
10019,中區,2015,87.5
10019,太平區,2015,66.2
10019,北屯區,2015,74.4
10019,北區,2015,68.3
10019,外埔區,2015,62.5
10019,石岡區,2015,85.7
10019,后里區,2015,71
10019,西屯區,2015,79.4
10019,西區,2015,80
10019,沙鹿區,2015,79.1
10019,和平區,2015,85.7
10019,東區,2015,85.3
10019,東勢區,2015,77.3
10019,南屯區,2015,77
10019,南區,2015,83.7
10019,烏日區,2015,77.3
10019,神岡區,2015,83.3
10019,梧棲區,2015,68.8
10019,清水區,2015,62.5
10019,新社區,2015,83.3
10019,潭子區,2015,74.4
10019,龍井區,2015,75
10019,豐原區,2015,77.6
10019,霧峰區,2015,76
10019,大甲區,2014,79.2
10019,大安區,2014,57.1
10019,大肚區,2014,63.2
10019,大里區,2014,67.5
10019,大雅區,2014,77.8
10019,中區,2014,88.9
10019,太平區,2014,76.2
10019,北屯區,2014,74.1
10019,北區,2014,73.1
10019,外埔區,2014,75
10019,石岡區,2014,72.7
10019,后里區,2014,58.3
10019,西屯區,2014,74
10019,西區,2014,69
10019,沙鹿區,2014,61.7
10019,和平區,2014,92.9
10019,東區,2014,87.5
10019,東勢區,2014,56
10019,南屯區,2014,79.2
10019,南區,2014,71.8
10019,烏日區,2014,83.3
10019,神岡區,2014,74.1
10019,梧棲區,2014,80
10019,清水區,2014,84.4
10019,新社區,2014,57.1
10019,潭子區,2014,67.4
10019,龍井區,2014,80
10019,豐原區,2014,66.2
10019,霧峰區,2014,77.4
10019,大甲區,2013,81
10019,大安區,2013,50
10019,大肚區,2013,77.4
10019,大里區,2013,77.6
10019,大雅區,2013,83.1
10019,中區,2013,57.1
10019,太平區,2013,88.9
10019,北屯區,2013,71.4
10019,北區,2013,67.7
10019,外埔區,2013,57.1
10019,石岡區,2013,42.9
10019,后里區,2013,66.7
10019,西屯區,2013,82.3
10019,西區,2013,68.5
10019,沙鹿區,2013,87.2
10019,和平區,2013,62.5
10019,東區,2013,77.4
10019,東勢區,2013,89.7
10019,南屯區,2013,82.4
10019,南區,2013,86.7
10019,烏日區,2013,67.6
10019,神岡區,2013,74.2
10019,梧棲區,2013,78.9
10019,清水區,2013,71.9
10019,新社區,2013,83.3
10019,潭子區,2013,70.7
10019,龍井區,2013,78.3
10019,豐原區,2013,67.2
10019,霧峰區,2013,88.9
10008,中寮鄉,2021,100
10008,仁愛鄉,2021,88.2
10008,水里鄉,2021,83.3
10008,名間鄉,2021,75
10008,竹山鎮,2021,64.7
10008,信義鄉,2021,73.7
10008,南投市,2021,70.4
10008,埔里鎮,2021,69
10008,草屯鎮,2021,59
10008,國姓鄉,2021,75
10008,魚池鄉,2021,25
10008,鹿谷鄉,2021,66.7
10008,集集鎮,2021,66.7
10008,中寮鄉,2020,0
10008,仁愛鄉,2020,86.7
10008,水里鄉,2020,66.7
10008,名間鄉,2020,76.5
10008,竹山鎮,2020,58.3
10008,信義鄉,2020,77.3
10008,南投市,2020,64.9
10008,埔里鎮,2020,69.6
10008,草屯鎮,2020,78.9
10008,國姓鄉,2020,50
10008,魚池鄉,2020,87.5
10008,鹿谷鄉,2020,75
10008,集集鎮,2020,50
10008,中寮鄉,2019,100
10008,仁愛鄉,2019,85.7
10008,水里鄉,2019,100
10008,名間鄉,2019,44.4
10008,竹山鎮,2019,70
10008,信義鄉,2019,93.8
10008,南投市,2019,70.3
10008,埔里鎮,2019,79.4
10008,草屯鎮,2019,67.6
10008,國姓鄉,2019,88.9
10008,魚池鄉,2019,42.9
10008,鹿谷鄉,2019,66.7
10008,集集鎮,2019,100
10008,中寮鄉,2018,75
10008,仁愛鄉,2018,76.7
10008,水里鄉,2018,87.5
10008,名間鄉,2018,90
10008,竹山鎮,2018,72
10008,信義鄉,2018,70.4
10008,南投市,2018,68.8
10008,埔里鎮,2018,73.6
10008,草屯鎮,2018,59
10008,國姓鄉,2018,50
10008,魚池鄉,2018,71.4
10008,鹿谷鄉,2018,75
10008,集集鎮,2018,80
10008,中寮鄉,2017,100
10008,仁愛鄉,2017,88.4
10008,水里鄉,2017,77.8
10008,名間鄉,2017,63.2
10008,竹山鎮,2017,40
10008,信義鄉,2017,88.9
10008,南投市,2017,76
10008,埔里鎮,2017,71.4
10008,草屯鎮,2017,72.6
10008,國姓鄉,2017,88.9
10008,魚池鄉,2017,60
10008,鹿谷鄉,2017,85.7
10008,集集鎮,2017,100
10008,中寮鄉,2016,100
10008,仁愛鄉,2016,84
10008,水里鄉,2016,50
10008,名間鄉,2016,53.6
10008,竹山鎮,2016,81.5
10008,信義鄉,2016,69.6
10008,南投市,2016,68.8
10008,埔里鎮,2016,68.3
10008,草屯鎮,2016,72.3
10008,國姓鄉,2016,66.7
10008,魚池鄉,2016,80
10008,鹿谷鄉,2016,40
10008,集集鎮,2016,88.9
10008,中寮鄉,2015,66.7
10008,仁愛鄉,2015,83.3
10008,水里鄉,2015,50
10008,名間鄉,2015,76.9
10008,竹山鎮,2015,77.8
10008,信義鄉,2015,72.2
10008,南投市,2015,60
10008,埔里鎮,2015,69.4
10008,草屯鎮,2015,77.6
10008,國姓鄉,2015,75
10008,魚池鄉,2015,75
10008,鹿谷鄉,2015,66.7
10008,集集鎮,2015,75
10008,中寮鄉,2014,100
10008,仁愛鄉,2014,79.5
10008,水里鄉,2014,72.7
10008,名間鄉,2014,75
10008,竹山鎮,2014,66.7
10008,信義鄉,2014,81.5
10008,南投市,2014,62.7
10008,埔里鎮,2014,69.9
10008,草屯鎮,2014,78.1
10008,國姓鄉,2014,100
10008,魚池鄉,2014,100
10008,鹿谷鄉,2014,100
10008,集集鎮,2014,83.3
10008,中寮鄉,2013,100
10008,仁愛鄉,2013,84.6
10008,水里鄉,2013,62.5
10008,名間鄉,2013,78.3
10008,竹山鎮,2013,76.7
10008,信義鄉,2013,96.7
10008,南投市,2013,64.8
10008,埔里鎮,2013,73.9
10008,草屯鎮,2013,60
10008,國姓鄉,2013,55.6
10008,魚池鄉,2013,71.4
10008,鹿谷鄉,2013,62.5
10008,集集鎮,2013,100
10007,二水鄉,2021,85.7
10007,二林鎮,2021,64.1
10007,大村鄉,2021,50
10007,大城鄉,2021,83.3
10007,北斗鎮,2021,81.8
10007,永靖鄉,2021,85.7
10007,田中鎮,2021,55
10007,田尾鄉,2021,55.6
10007,竹塘鄉,2021,100
10007,伸港鄉,2021,80
10007,秀水鄉,2021,62.5
10007,和美鎮,2021,58.6
10007,社頭鄉,2021,53.3
10007,芬園鄉,2021,60
10007,花壇鄉,2021,63.2
10007,芳苑鄉,2021,77.3
10007,員林鎮,2021,69.8
10007,埔心鄉,2021,58.8
10007,埔鹽鄉,2021,100
10007,埤頭鄉,2021,55.6
10007,鹿港鎮,2021,84.6
10007,溪州鄉,2021,52.9
10007,溪湖鎮,2021,78.6
10007,彰化市,2021,77.8
10007,福興鄉,2021,73.3
10007,二水鄉,2020,75
10007,二林鎮,2020,66.7
10007,大村鄉,2020,58.3
10007,大城鄉,2020,57.1
10007,北斗鎮,2020,90
10007,永靖鄉,2020,80
10007,田中鎮,2020,70.8
10007,田尾鄉,2020,66.7
10007,竹塘鄉,2020,80
10007,伸港鄉,2020,85.7
10007,秀水鄉,2020,38.5
10007,和美鎮,2020,71.4
10007,社頭鄉,2020,72.7
10007,芬園鄉,2020,64.3
10007,花壇鄉,2020,64.5
10007,芳苑鄉,2020,66.7
10007,員林鎮,2020,69.2
10007,埔心鄉,2020,64.3
10007,埔鹽鄉,2020,81.8
10007,埤頭鄉,2020,88.9
10007,鹿港鎮,2020,73.7
10007,溪州鄉,2020,63.2
10007,溪湖鎮,2020,66.7
10007,彰化市,2020,65.9
10007,福興鄉,2020,69.6
10007,二水鄉,2019,81.8
10007,二林鎮,2019,79.5
10007,大村鄉,2019,75
10007,大城鄉,2019,85.7
10007,北斗鎮,2019,56.3
10007,永靖鄉,2019,60
10007,田中鎮,2019,76.5
10007,田尾鄉,2019,57.1
10007,竹塘鄉,2019,66.7
10007,伸港鄉,2019,50
10007,秀水鄉,2019,55.6
10007,和美鎮,2019,66.7
10007,社頭鄉,2019,55
10007,芬園鄉,2019,88.2
10007,花壇鄉,2019,70.4
10007,芳苑鄉,2019,83.3
10007,員林鎮,2019,61.5
10007,埔心鄉,2019,61.5
10007,埔鹽鄉,2019,50
10007,埤頭鄉,2019,78.6
10007,鹿港鎮,2019,72
10007,溪州鄉,2019,54.5
10007,溪湖鎮,2019,63.6
10007,彰化市,2019,72.8
10007,福興鄉,2019,64.7
10007,線西鄉,2019,100
10007,二水鄉,2018,90
10007,二林鎮,2018,73
10007,大村鄉,2018,66.7
10007,大城鄉,2018,53.8
10007,北斗鎮,2018,33.3
10007,永靖鄉,2018,64.3
10007,田中鎮,2018,76.2
10007,田尾鄉,2018,73.3
10007,竹塘鄉,2018,66.7
10007,伸港鄉,2018,71.4
10007,秀水鄉,2018,78.6
10007,和美鎮,2018,81.8
10007,社頭鄉,2018,70.6
10007,芬園鄉,2018,50
10007,花壇鄉,2018,38.1
10007,芳苑鄉,2018,77.8
10007,員林市,2018,73.5
10007,埔心鄉,2018,60.7
10007,埔鹽鄉,2018,61.1
10007,埤頭鄉,2018,86.7
10007,鹿港鎮,2018,70.6
10007,溪州鄉,2018,63
10007,溪湖鎮,2018,50
10007,彰化市,2018,64.2
10007,福興鄉,2018,75
10007,線西鄉,2018,50
10007,二水鄉,2017,45.5
10007,二林鎮,2017,65
10007,大村鄉,2017,68.4
10007,大城鄉,2017,46.2
10007,北斗鎮,2017,75
10007,永靖鄉,2017,84.2
10007,田中鎮,2017,61.3
10007,田尾鄉,2017,70.6
10007,竹塘鄉,2017,57.1
10007,伸港鄉,2017,92.3
10007,秀水鄉,2017,87.5
10007,和美鎮,2017,80.8
10007,社頭鄉,2017,78.9
10007,芬園鄉,2017,73.7
10007,花壇鄉,2017,60.7
10007,芳苑鄉,2017,75
10007,員林市,2017,73.8
10007,埔心鄉,2017,37.5
10007,埔鹽鄉,2017,60
10007,埤頭鄉,2017,66.7
10007,鹿港鎮,2017,74.3
10007,溪州鄉,2017,50
10007,溪湖鎮,2017,77.8
10007,彰化市,2017,68.4
10007,福興鄉,2017,63.2
10007,線西鄉,2017,66.7
10007,二水鄉,2016,14.3
10007,二林鎮,2016,52.6
10007,大村鄉,2016,57.1
10007,大城鄉,2016,87.5
10007,北斗鎮,2016,81.8
10007,永靖鄉,2016,53.8
10007,田中鎮,2016,66.7
10007,田尾鄉,2016,75
10007,竹塘鄉,2016,63.6
10007,伸港鄉,2016,75
10007,秀水鄉,2016,75
10007,和美鎮,2016,90.9
10007,社頭鄉,2016,83.3
10007,芬園鄉,2016,33.3
10007,花壇鄉,2016,73.7
10007,芳苑鄉,2016,82.1
10007,員林市,2016,76.7
10007,埔心鄉,2016,47.1
10007,埔鹽鄉,2016,61.1
10007,埤頭鄉,2016,73.3
10007,鹿港鎮,2016,55.9
10007,溪州鄉,2016,75
10007,溪湖鎮,2016,70
10007,彰化市,2016,66.1
10007,福興鄉,2016,78.9
10007,線西鄉,2016,50
10007,二水鄉,2015,89.5
10007,二林鎮,2015,67.4
10007,大村鄉,2015,72.7
10007,大城鄉,2015,84.2
10007,北斗鎮,2015,76.5
10007,永靖鄉,2015,65.2
10007,田中鎮,2015,68.3
10007,田尾鄉,2015,50
10007,竹塘鄉,2015,55.6
10007,伸港鄉,2015,72.7
10007,秀水鄉,2015,62.5
10007,和美鎮,2015,74.4
10007,社頭鄉,2015,63
10007,芬園鄉,2015,54.5
10007,花壇鄉,2015,66.7
10007,芳苑鄉,2015,63
10007,南西北,2015,67.3
10007,員林市,2015,77.3
10007,埔心鄉,2015,100
10007,埔鹽鄉,2015,76.5
10007,埤頭鄉,2015,70.8
10007,鹿港鎮,2015,77.8
10007,溪州鄉,2015,72.2
10007,溪湖鎮,2015,61.9
10007,福興鄉,2015,76.5
10007,線西鄉,2015,66.7
10007,二水鄉,2014,66.7
10007,二林鎮,2014,70
10007,大村鄉,2014,76.2
10007,大城鄉,2014,87.5
10007,北斗鎮,2014,61.5
10007,永靖鄉,2014,87.5
10007,田中鎮,2014,66.7
10007,田尾鄉,2014,64.7
10007,竹塘鄉,2014,77.8
10007,伸港鄉,2014,77.8
10007,秀水鄉,2014,70
10007,和美鎮,2014,81
10007,社頭鄉,2014,59.1
10007,芬園鄉,2014,78.6
10007,花壇鄉,2014,56.8
10007,芳苑鄉,2014,76.7
10007,員林市,2014,69.8
10007,埔心鄉,2014,62.5
10007,埔鹽鄉,2014,70.8
10007,埤頭鄉,2014,66.7
10007,鹿港鎮,2014,79.5
10007,溪州鄉,2014,55.6
10007,溪湖鎮,2014,46.4
10007,彰化市,2014,63.7
10007,福興鄉,2014,72.7
10007,線西鄉,2014,100
10007,二水鄉,2013,77.8
10007,二林鎮,2013,74.1
10007,大村鄉,2013,53.8
10007,大城鄉,2013,72.7
10007,北斗鎮,2013,85
10007,永靖鄉,2013,60.9
10007,田中鎮,2013,75.9
10007,田尾鄉,2013,64.3
10007,竹塘鄉,2013,71.4
10007,伸港鄉,2013,80
10007,秀水鄉,2013,72.2
10007,和美鎮,2013,64.9
10007,社頭鄉,2013,75.9
10007,芬園鄉,2013,62.5
10007,花壇鄉,2013,72.4
10007,芳苑鄉,2013,62.5
10007,員林市,2013,76.9
10007,埔心鄉,2013,60
10007,埔鹽鄉,2013,54.2
10007,埤頭鄉,2013,88.2
10007,鹿港鎮,2013,64
10007,溪州鄉,2013,73.7
10007,溪湖鎮,2013,76.2
10007,彰化市,2013,73
10007,福興鄉,2013,76.9
10007,線西鄉,2013,75
10009,二崙鄉,2021,69.2
10009,口湖鄉,2021,63.6
10009,土庫鎮,2021,71.4
10009,大埤鄉,2021,80
10009,元長鄉,2021,71.4
10009,斗六市,2021,71.9
10009,斗南鎮,2021,50
10009,水林鄉,2021,71.4
10009,北港鎮,2021,76.5
10009,古坑鄉,2021,50
10009,台西鄉,2021,66.7
10009,四湖鄉,2021,75
10009,西螺鎮,2021,78.3
10009,東勢鄉,2021,71.4
10009,林內鄉,2021,75
10009,虎尾鎮,2021,78.9
10009,崙背鄉,2021,68.4
10009,麥寮鄉,2021,72.2
10009,莿桐鄉,2021,57.1
10009,褒忠鄉,2021,25
10009,二崙鄉,2020,71.4
10009,口湖鄉,2020,66.7
10009,土庫鎮,2020,75
10009,大埤鄉,2020,37.5
10009,元長鄉,2020,66.7
10009,斗六市,2020,80.6
10009,斗南鎮,2020,70.6
10009,水林鄉,2020,66.7
10009,北港鎮,2020,72
10009,古坑鄉,2020,60
10009,台西鄉,2020,94.1
10009,四湖鄉,2020,64.3
10009,西螺鎮,2020,63.6
10009,東勢鄉,2020,42.9
10009,林內鄉,2020,100
10009,虎尾鎮,2020,66.7
10009,崙背鄉,2020,56.3
10009,麥寮鄉,2020,79.2
10009,莿桐鄉,2020,66.7
10009,褒忠鄉,2020,66.7
10009,二崙鄉,2019,70
10009,口湖鄉,2019,71.4
10009,土庫鎮,2019,90.9
10009,大埤鄉,2019,66.7
10009,元長鄉,2019,57.9
10009,斗六市,2019,64.5
10009,斗南鎮,2019,66.7
10009,水林鄉,2019,61.1
10009,北港鎮,2019,59.4
10009,古坑鄉,2019,50
10009,台西鄉,2019,86.7
10009,四湖鄉,2019,57.9
10009,西螺鎮,2019,63.6
10009,東勢鄉,2019,83.3
10009,林內鄉,2019,45.5
10009,虎尾鎮,2019,80
10009,崙背鄉,2019,56.3
10009,麥寮鄉,2019,65.4
10009,莿桐鄉,2019,100
10009,褒忠鄉,2019,80
10009,二崙鄉,2018,57.9
10009,口湖鄉,2018,54.5
10009,土庫鎮,2018,83.3
10009,大埤鄉,2018,57.1
10009,元長鄉,2018,75
10009,斗六市,2018,68.8
10009,斗南鎮,2018,68.8
10009,水林鄉,2018,93.8
10009,北港鎮,2018,80
10009,古坑鄉,2018,88.2
10009,台西鄉,2018,66.7
10009,四湖鄉,2018,73.7
10009,西螺鎮,2018,68
10009,東勢鄉,2018,55.6
10009,林內鄉,2018,71.4
10009,虎尾鎮,2018,62.1
10009,崙背鄉,2018,70
10009,麥寮鄉,2018,64.5
10009,莿桐鄉,2018,50
10009,褒忠鄉,2018,83.3
10009,二崙鄉,2017,66.7
10009,口湖鄉,2017,61.1
10009,土庫鎮,2017,73.7
10009,大埤鄉,2017,61.5
10009,元長鄉,2017,65.4
10009,斗六市,2017,61.4
10009,斗南鎮,2017,84.6
10009,水林鄉,2017,86.7
10009,北港鎮,2017,73.5
10009,古坑鄉,2017,68.8
10009,台西鄉,2017,66.7
10009,四湖鄉,2017,87.5
10009,西螺鎮,2017,66.7
10009,東勢鄉,2017,71.4
10009,林內鄉,2017,41.7
10009,虎尾鎮,2017,80
10009,崙背鄉,2017,64
10009,麥寮鄉,2017,90.3
10009,莿桐鄉,2017,36.4
10009,褒忠鄉,2017,40
10009,二崙鄉,2016,77.8
10009,口湖鄉,2016,69.2
10009,土庫鎮,2016,72.2
10009,大埤鄉,2016,66.7
10009,元長鄉,2016,57.1
10009,斗六市,2016,61
10009,斗南鎮,2016,57.9
10009,水林鄉,2016,81
10009,北港鎮,2016,79.2
10009,古坑鄉,2016,61.5
10009,台西鄉,2016,72
10009,四湖鄉,2016,57.1
10009,西螺鎮,2016,73.9
10009,東勢鄉,2016,68.4
10009,林內鄉,2016,58.3
10009,虎尾鎮,2016,79.1
10009,崙背鄉,2016,60.9
10009,麥寮鄉,2016,68.6
10009,莿桐鄉,2016,78.9
10009,褒忠鄉,2016,62.5
10009,二崙鄉,2015,80
10009,口湖鄉,2015,65.2
10009,土庫鎮,2015,94.4
10009,大埤鄉,2015,50
10009,元長鄉,2015,61.9
10009,斗六市,2015,57.7
10009,斗南鎮,2015,84.2
10009,水林鄉,2015,79.2
10009,北港鎮,2015,74.1
10009,古坑鄉,2015,79.2
10009,台西鄉,2015,88.9
10009,四湖鄉,2015,75
10009,西螺鎮,2015,90.5
10009,東勢鄉,2015,73.7
10009,林內鄉,2015,83.3
10009,虎尾鎮,2015,71.7
10009,崙背鄉,2015,69.2
10009,麥寮鄉,2015,63.3
10009,莿桐鄉,2015,70.6
10009,褒忠鄉,2015,37.5
10009,二崙鄉,2014,80.8
10009,口湖鄉,2014,75
10009,土庫鎮,2014,64.7
10009,大埤鄉,2014,54.5
10009,元長鄉,2014,77.3
10009,斗六市,2014,81.1
10009,斗南鎮,2014,57.1
10009,水林鄉,2014,85
10009,北港鎮,2014,61.4
10009,古坑鄉,2014,66.7
10009,台西鄉,2014,76.9
10009,四湖鄉,2014,73.1
10009,西螺鎮,2014,78.3
10009,東勢鄉,2014,70
10009,林內鄉,2014,71.4
10009,虎尾鎮,2014,71.4
10009,崙背鄉,2014,68.2
10009,麥寮鄉,2014,76.3
10009,莿桐鄉,2014,56.3
10009,褒忠鄉,2014,80
10009,二崙鄉,2013,70.8
10009,口湖鄉,2013,78.9
10009,土庫鎮,2013,73.7
10009,大埤鄉,2013,70.6
10009,元長鄉,2013,82.6
10009,斗六市,2013,71.1
10009,斗南鎮,2013,71.4
10009,水林鄉,2013,61.1
10009,北港鎮,2013,84.4
10009,古坑鄉,2013,78.9
10009,台西鄉,2013,67.7
10009,四湖鄉,2013,79.2
10009,西螺鎮,2013,75
10009,東勢鄉,2013,68.8
10009,林內鄉,2013,66.7
10009,虎尾鎮,2013,75.7
10009,崙背鄉,2013,84.6
10009,麥寮鄉,2013,83.7
10009,莿桐鄉,2013,71.4
10009,褒忠鄉,2013,69.2
10010,大林鎮,2021,62.5
10010,中埔鄉,2021,71.4
10010,六腳鄉,2021,70
10010,太保市,2021,57.1
10010,水上鄉,2021,66.7
10010,布袋鎮,2021,66.7
10010,民雄鄉,2021,56.3
10010,朴子市,2021,79.2
10010,竹崎鄉,2021,87.5
10010,東石鄉,2021,63.6
10010,阿里山鄉,2021,80
10010,梅山鄉,2021,100
10010,鹿草鄉,2021,85.7
10010,番路鄉,2021,0
10010,新港鄉,2021,57.1
10010,溪口鄉,2021,100
10010,義竹鄉,2021,60
10010,大林鎮,2020,76.5
10010,中埔鄉,2020,71.4
10010,六腳鄉,2020,66.7
10010,太保市,2020,53.8
10010,水上鄉,2020,73.3
