確定病名,個案研判日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
19CVS,2023-06-17,台南市,楠西區,M,0,65~69,1,67000,67000240
19CVS,2023-06-17,台南市,玉井區,M,0,65~69,1,67000,67000230
19CVS,2023-06-17,台南市,鹽水區,M,0,70+,1,67000,67000020
19CVS,2023-06-17,桃園市,中壢區,F,0,5~9,1,68000,68000020
19CVS,2023-06-17,桃園市,中壢區,F,0,70+,1,68000,68000020
19CVS,2023-06-17,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CVS,2023-06-17,桃園市,龍潭區,F,0,70+,1,68000,68000090
19CVS,2023-06-17,桃園市,龍潭區,M,0,70+,1,68000,68000090
19CVS,2023-06-17,桃園市,龜山區,F,0,70+,2,68000,68000070
19CVS,2023-06-17,桃園市,龜山區,M,0,70+,1,68000,68000070
19CVS,2023-06-18,連江縣,南竿鄉,M,0,65~69,1,09007,09007010
19CVS,2023-06-18,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CVS,2023-06-18,新竹縣,竹北市,M,0,70+,1,10004,10004010
19CVS,2023-06-18,苗栗縣,卓蘭鎮,M,0,70+,1,10005,10005070
19CVS,2023-06-18,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CVS,2023-06-18,彰化縣,溪州鄉,M,0,55~59,1,10007,10007260
19CVS,2023-06-18,彰化縣,線西鄉,M,0,70+,1,10007,10007040
19CVS,2023-06-18,南投縣,南投市,F,0,70+,1,10008,10008010
19CVS,2023-06-18,南投縣,名間鄉,F,0,70+,1,10008,10008060
19CVS,2023-06-18,南投縣,水里鄉,M,0,70+,1,10008,10008110
19CVS,2023-06-18,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19CVS,2023-06-18,雲林縣,元長鄉,M,0,70+,1,10009,10009170
19CVS,2023-06-18,雲林縣,北港鎮,F,0,70+,1,10009,10009060
19CVS,2023-06-18,雲林縣,斗六市,F,0,60~64,1,10009,10009010
19CVS,2023-06-18,雲林縣,斗六市,M,0,60~64,1,10009,10009010
19CVS,2023-06-18,雲林縣,斗六市,F,0,70+,1,10009,10009010
19CVS,2023-06-18,雲林縣,斗南鎮,M,0,55~59,1,10009,10009020
19CVS,2023-06-18,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CVS,2023-06-18,雲林縣,虎尾鎮,F,0,45~49,1,10009,10009030
19CVS,2023-06-18,雲林縣,虎尾鎮,F,0,60~64,1,10009,10009030
19CVS,2023-06-18,雲林縣,虎尾鎮,M,0,65~69,1,10009,10009030
19CVS,2023-06-18,雲林縣,麥寮鄉,M,0,70+,1,10009,10009130
19CVS,2023-06-18,嘉義縣,中埔鄉,M,0,70+,1,10010,10010130
19CVS,2023-06-18,嘉義縣,太保市,M,0,65~69,1,10010,10010010
19CVS,2023-06-18,嘉義縣,布袋鎮,M,0,70+,1,10010,10010030
19CVS,2023-06-18,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CVS,2023-06-18,屏東縣,內埔鄉,M,0,55~59,1,10013,10013130
19CVS,2023-06-18,屏東縣,內埔鄉,M,0,60~64,1,10013,10013130
19CVS,2023-06-18,屏東縣,內埔鄉,F,0,70+,1,10013,10013130
19CVS,2023-06-18,屏東縣,屏東市,M,0,65~69,1,10013,10013010
19CVS,2023-06-18,屏東縣,東港鎮,M,0,70+,1,10013,10013030
19CVS,2023-06-18,屏東縣,竹田鄉,F,0,65~69,1,10013,10013140
19CVS,2023-06-18,台東縣,台東市,F,0,65~69,1,10014,10014010
19CVS,2023-06-18,嘉義市,西區,M,0,70+,1,10020,10020020
19CVS,2023-06-18,台北市,內湖區,M,0,1,1,63000,63000100
19CVS,2023-06-18,台北市,內湖區,F,0,70+,1,63000,63000100
19CVS,2023-06-18,台北市,內湖區,M,0,70+,2,63000,63000100
19CVS,2023-06-18,台北市,北投區,M,0,70+,2,63000,63000120
19CVS,2023-06-18,台北市,士林區,F,0,70+,1,63000,63000110
19CVS,2023-06-18,台北市,士林區,M,0,70+,3,63000,63000110
19CVS,2023-06-18,台北市,大安區,M,0,70+,1,63000,63000030
19CVS,2023-06-18,台北市,文山區,F,0,70+,1,63000,63000080
19CVS,2023-06-18,台北市,文山區,F,0,70+,1,63000,63000081
19CVS,2023-06-18,台北市,文山區,F,0,70+,1,63000,63000082
19CVS,2023-06-18,高雄市,三民區,F,0,60~64,1,64000,64000050
19CVS,2023-06-18,高雄市,三民區,F,0,60~64,1,64000,64000051
19CVS,2023-06-18,高雄市,三民區,F,0,60~64,1,64000,64000052
19CVS,2023-06-18,高雄市,三民區,M,0,65~69,1,64000,64000050
19CVS,2023-06-18,高雄市,三民區,M,0,65~69,1,64000,64000051
19CVS,2023-06-18,高雄市,三民區,M,0,65~69,1,64000,64000052
19CVS,2023-06-18,高雄市,三民區,F,0,70+,2,64000,64000050
19CVS,2023-06-18,高雄市,三民區,F,0,70+,2,64000,64000051
19CVS,2023-06-18,高雄市,三民區,F,0,70+,2,64000,64000052
19CVS,2023-06-18,高雄市,三民區,M,0,70+,2,64000,64000050
19CVS,2023-06-18,高雄市,三民區,M,0,70+,2,64000,64000051
19CVS,2023-06-18,高雄市,三民區,M,0,70+,2,64000,64000052
19CVS,2023-06-18,高雄市,仁武區,M,0,60~64,1,64000,64000170
19CVS,2023-06-18,高雄市,六龜區,M,0,70+,1,64000,64000320
19CVS,2023-06-18,高雄市,前鎮區,M,0,60~64,1,64000,64000090
19CVS,2023-06-18,高雄市,大寮區,F,0,70+,2,64000,64000140
19CVS,2023-06-18,高雄市,大寮區,M,0,70+,1,64000,64000140
19CVS,2023-06-18,高雄市,大社區,F,0,70+,1,64000,64000160
19CVS,2023-06-18,高雄市,岡山區,M,0,70+,1,64000,64000190
19CVS,2023-06-18,高雄市,左營區,M,0,70+,1,64000,64000030
19CVS,2023-06-18,高雄市,橋頭區,M,0,70+,2,64000,64000200
19CVS,2023-06-18,高雄市,燕巢區,F,0,60~64,1,64000,64000210
19CVS,2023-06-18,高雄市,燕巢區,M,0,60~64,1,64000,64000210
19CVS,2023-06-18,高雄市,燕巢區,M,0,70+,1,64000,64000210
19CVS,2023-06-18,高雄市,鳥松區,M,0,70+,1,64000,64000180
19CVS,2023-06-18,高雄市,鳳山區,M,0,60~64,1,64000,64000120
19CVS,2023-06-18,高雄市,鳳山區,M,0,65~69,1,64000,64000120
19CVS,2023-06-18,高雄市,鳳山區,M,0,70+,3,64000,64000120
19CVS,2023-06-18,高雄市,鼓山區,F,0,70+,1,64000,64000020
19CVS,2023-06-18,高雄市,鼓山區,M,0,70+,1,64000,64000020
19CVS,2023-06-18,新北市,三重區,F,0,70+,1,65000,65000020
19CVS,2023-06-18,新北市,中和區,M,0,70+,1,65000,65000030
19CVS,2023-06-18,新北市,新店區,F,0,65~69,1,65000,65000060
19CVS,2023-06-18,新北市,新店區,M,0,65~69,2,65000,65000060
19CVS,2023-06-18,新北市,新店區,F,0,70+,1,65000,65000060
19CVS,2023-06-18,新北市,新店區,M,0,70+,2,65000,65000060
19CVS,2023-06-18,新北市,新莊區,F,0,70+,3,65000,65000050
19CVS,2023-06-18,新北市,板橋區,M,0,60~64,2,65000,65000010
19CVS,2023-06-18,新北市,板橋區,M,0,70+,1,65000,65000010
19CVS,2023-06-18,新北市,林口區,M,0,65~69,1,65000,65000170
19CVS,2023-06-18,新北市,永和區,F,0,15~19,1,65000,65000040
19CVS,2023-06-18,新北市,永和區,F,0,70+,1,65000,65000040
19CVS,2023-06-18,新北市,深坑區,M,0,70+,1,65000,65000180
19CVS,2023-06-18,新北市,萬里區,M,0,65~69,1,65000,65000280
19CVS,2023-06-18,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CVS,2023-06-18,台中市,北區,M,0,70+,2,66000,66000050
19CVS,2023-06-18,台中市,北屯區,M,0,60~64,1,66000,66000080
19CVS,2023-06-18,台中市,北屯區,F,0,65~69,1,66000,66000080
19CVS,2023-06-18,台中市,北屯區,M,0,70+,1,66000,66000080
19CVS,2023-06-18,台中市,大里區,M,0,60~64,1,66000,66000280
19CVS,2023-06-18,台中市,霧峰區,M,0,65~69,1,66000,66000260
19CVS,2023-06-18,台南市,仁德區,F,0,45~49,1,67000,67000270
19CVS,2023-06-18,台南市,南區,M,0,70+,1,67000,67000330
19CVS,2023-06-18,台南市,安南區,F,0,60~64,1,67000,67000350
19CVS,2023-06-18,台南市,安南區,F,0,65~69,1,67000,67000350
19CVS,2023-06-18,台南市,安南區,M,0,65~69,1,67000,67000350
19CVS,2023-06-18,台南市,後壁區,F,0,70+,1,67000,67000050
19CVS,2023-06-18,台南市,東區,M,0,55~59,1,67000,67000320
19CVS,2023-06-18,台南市,歸仁區,M,0,25~29,1,67000,67000280
19CVS,2023-06-18,台南市,歸仁區,F,0,60~64,1,67000,67000280
19CVS,2023-06-18,台南市,歸仁區,M,0,65~69,1,67000,67000280
19CVS,2023-06-18,台南市,歸仁區,M,0,70+,1,67000,67000280
19CVS,2023-06-18,台南市,鹽水區,M,0,70+,1,67000,67000020
19CVS,2023-06-18,桃園市,中壢區,M,0,45~49,1,68000,68000020
19CVS,2023-06-18,桃園市,中壢區,M,0,70+,1,68000,68000020
19CVS,2023-06-18,桃園市,八德區,M,0,70+,1,68000,68000080
19CVS,2023-06-18,桃園市,桃園區,M,0,70+,1,68000,68000010
19CVS,2023-06-19,金門縣,金沙鎮,M,0,70+,1,09020,09020020
19CVS,2023-06-19,金門縣,金湖鎮,M,0,50~54,1,09020,09020030
19CVS,2023-06-19,宜蘭縣,五結鄉,M,0,70+,1,10002,10002090
19CVS,2023-06-19,宜蘭縣,冬山鄉,F,0,70+,1,10002,10002080
19CVS,2023-06-19,宜蘭縣,南澳鄉,M,0,55~59,1,10002,10002120
19CVS,2023-06-19,宜蘭縣,宜蘭市,M,0,65~69,1,10002,10002010
19CVS,2023-06-19,宜蘭縣,宜蘭市,F,0,70+,3,10002,10002010
19CVS,2023-06-19,宜蘭縣,宜蘭市,M,0,70+,1,10002,10002010
19CVS,2023-06-19,宜蘭縣,礁溪鄉,M,0,65~69,1,10002,10002050
19CVS,2023-06-19,宜蘭縣,羅東鎮,M,0,55~59,1,10002,10002020
19CVS,2023-06-19,宜蘭縣,羅東鎮,M,0,70+,2,10002,10002020
19CVS,2023-06-19,宜蘭縣,蘇澳鎮,M,0,50~54,1,10002,10002030
19CVS,2023-06-19,宜蘭縣,蘇澳鎮,F,0,70+,1,10002,10002030
19CVS,2023-06-19,新竹縣,新豐鄉,F,0,1,1,10004,10004060
19CVS,2023-06-19,新竹縣,竹北市,M,0,35~39,1,10004,10004010
19CVS,2023-06-19,新竹縣,竹北市,M,0,65~69,1,10004,10004010
19CVS,2023-06-19,新竹縣,竹東鎮,F,0,70+,1,10004,10004020
19CVS,2023-06-19,新竹縣,芎林鄉,F,0,70+,2,10004,10004070
19CVS,2023-06-19,新竹縣,關西鎮,M,0,70+,1,10004,10004040
19CVS,2023-06-19,苗栗縣,公館鄉,F,0,70+,2,10005,10005090
19CVS,2023-06-19,苗栗縣,公館鄉,M,0,70+,1,10005,10005090
19CVS,2023-06-19,苗栗縣,卓蘭鎮,F,0,70+,1,10005,10005070
19CVS,2023-06-19,苗栗縣,苑裡鎮,M,0,70+,1,10005,10005020
19CVS,2023-06-19,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19CVS,2023-06-19,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CVS,2023-06-19,彰化縣,伸港鄉,F,0,2,1,10007,10007050
19CVS,2023-06-19,彰化縣,伸港鄉,F,0,70+,1,10007,10007050
19CVS,2023-06-19,彰化縣,和美鎮,F,0,65~69,1,10007,10007030
19CVS,2023-06-19,彰化縣,員林市,F,0,70+,2,10007,10007100
19CVS,2023-06-19,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CVS,2023-06-19,彰化縣,彰化市,F,0,55~59,1,10007,10007010
19CVS,2023-06-19,彰化縣,彰化市,F,0,70+,2,10007,10007010
19CVS,2023-06-19,彰化縣,田中鎮,M,0,70+,1,10007,10007120
19CVS,2023-06-19,彰化縣,福興鄉,M,0,70+,1,10007,10007060
19CVS,2023-06-19,彰化縣,芬園鄉,M,0,70+,1,10007,10007090
19CVS,2023-06-19,彰化縣,鹿港鎮,F,0,45~49,1,10007,10007020
19CVS,2023-06-19,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
19CVS,2023-06-19,南投縣,南投市,M,0,1,1,10008,10008010
19CVS,2023-06-19,南投縣,南投市,M,0,70+,2,10008,10008010
19CVS,2023-06-19,南投縣,名間鄉,F,0,50~54,1,10008,10008060
19CVS,2023-06-19,南投縣,名間鄉,M,0,50~54,1,10008,10008060
19CVS,2023-06-19,南投縣,名間鄉,M,0,70+,2,10008,10008060
19CVS,2023-06-19,南投縣,埔里鎮,M,0,50~54,1,10008,10008020
19CVS,2023-06-19,南投縣,埔里鎮,M,0,70+,1,10008,10008020
19CVS,2023-06-19,南投縣,竹山鎮,F,0,45~49,1,10008,10008040
19CVS,2023-06-19,南投縣,竹山鎮,M,0,65~69,1,10008,10008040
19CVS,2023-06-19,雲林縣,二崙鄉,M,0,70+,1,10009,10009110
19CVS,2023-06-19,雲林縣,元長鄉,M,0,70+,1,10009,10009170
19CVS,2023-06-19,雲林縣,口湖鄉,F,0,70+,1,10009,10009190
19CVS,2023-06-19,雲林縣,大埤鄉,M,0,70+,1,10009,10009080
19CVS,2023-06-19,雲林縣,崙背鄉,M,0,60~64,1,10009,10009120
19CVS,2023-06-19,雲林縣,斗六市,F,0,60~64,1,10009,10009010
19CVS,2023-06-19,雲林縣,斗六市,F,0,70+,1,10009,10009010
19CVS,2023-06-19,雲林縣,斗六市,M,0,70+,2,10009,10009010
19CVS,2023-06-19,雲林縣,東勢鄉,M,0,70+,1,10009,10009140
19CVS,2023-06-19,雲林縣,林內鄉,F,0,70+,1,10009,10009100
19CVS,2023-06-19,雲林縣,虎尾鎮,F,0,70+,2,10009,10009030
19CVS,2023-06-19,雲林縣,虎尾鎮,M,0,70+,2,10009,10009030
19CVS,2023-06-19,雲林縣,西螺鎮,F,0,70+,1,10009,10009040
19CVS,2023-06-19,雲林縣,麥寮鄉,M,0,60~64,1,10009,10009130
19CVS,2023-06-19,嘉義縣,中埔鄉,M,0,55~59,1,10010,10010130
19CVS,2023-06-19,嘉義縣,中埔鄉,F,0,70+,1,10010,10010130
19CVS,2023-06-19,嘉義縣,布袋鎮,F,0,65~69,1,10010,10010030
19CVS,2023-06-19,嘉義縣,新港鄉,M,0,60~64,1,10010,10010070
19CVS,2023-06-19,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CVS,2023-06-19,嘉義縣,梅山鄉,M,0,70+,1,10010,10010150
19CVS,2023-06-19,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CVS,2023-06-19,嘉義縣,水上鄉,F,0,25~29,1,10010,10010120
19CVS,2023-06-19,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
19CVS,2023-06-19,屏東縣,九如鄉,M,0,55~59,1,10013,10013080
19CVS,2023-06-19,屏東縣,屏東市,M,0,60~64,1,10013,10013010
19CVS,2023-06-19,屏東縣,屏東市,F,0,70+,1,10013,10013010
19CVS,2023-06-19,屏東縣,屏東市,M,0,70+,3,10013,10013010
19CVS,2023-06-19,屏東縣,潮州鎮,F,0,70+,2,10013,10013020
19CVS,2023-06-19,屏東縣,萬丹鄉,M,0,65~69,1,10013,10013050
19CVS,2023-06-19,台東縣,卑南鄉,M,0,70+,1,10014,10014040
19CVS,2023-06-19,台東縣,台東市,M,0,20~24,1,10014,10014010
19CVS,2023-06-19,台東縣,台東市,F,0,70+,1,10014,10014010
19CVS,2023-06-19,台東縣,台東市,M,0,70+,1,10014,10014010
19CVS,2023-06-19,台東縣,蘭嶼鄉,F,0,1,1,10014,10014160
19CVS,2023-06-19,花蓮縣,壽豐鄉,M,0,55~59,1,10015,10015060
19CVS,2023-06-19,花蓮縣,新城鄉,F,0,70+,1,10015,10015040
19CVS,2023-06-19,花蓮縣,新城鄉,M,0,70+,1,10015,10015040
19CVS,2023-06-19,花蓮縣,瑞穗鄉,M,0,70+,1,10015,10015090
19CVS,2023-06-19,花蓮縣,花蓮市,M,0,45~49,1,10015,10015010
19CVS,2023-06-19,花蓮縣,花蓮市,M,0,55~59,1,10015,10015010
19CVS,2023-06-19,花蓮縣,花蓮市,M,0,70+,3,10015,10015010
19CVS,2023-06-19,澎湖縣,湖西鄉,F,0,70+,1,10016,10016020
19CVS,2023-06-19,澎湖縣,白沙鄉,M,0,30~34,1,10016,10016030
19CVS,2023-06-19,澎湖縣,馬公市,F,0,60~64,1,10016,10016010
19CVS,2023-06-19,澎湖縣,馬公市,M,0,70+,1,10016,10016010
19CVS,2023-06-19,基隆市,中山區,F,0,70+,1,10017,10017050
19CVS,2023-06-19,基隆市,信義區,M,0,65~69,1,10017,10017070
19CVS,2023-06-19,基隆市,信義區,M,0,70+,1,10017,10017070
19CVS,2023-06-19,基隆市,安樂區,M,0,70+,1,10017,10017060
19CVS,2023-06-19,基隆市,暖暖區,M,0,70+,1,10017,10017030
19CVS,2023-06-19,新竹市,北區,M,0,65~69,1,10018,10018020
19CVS,2023-06-19,新竹市,北區,F,0,70+,3,10018,10018020
19CVS,2023-06-19,新竹市,北區,M,0,70+,1,10018,10018020
19CVS,2023-06-19,新竹市,東區,M,0,20~24,1,10018,10018010
19CVS,2023-06-19,新竹市,東區,F,0,70+,2,10018,10018010
19CVS,2023-06-19,新竹市,東區,M,0,70+,1,10018,10018010
19CVS,2023-06-19,新竹市,香山區,M,0,50~54,1,10018,10018030
19CVS,2023-06-19,新竹市,香山區,F,0,65~69,1,10018,10018030
19CVS,2023-06-19,嘉義市,東區,M,0,70+,1,10020,10020010
19CVS,2023-06-19,嘉義市,西區,F,0,70+,1,10020,10020020
19CVS,2023-06-19,台北市,中山區,M,0,50~54,1,63000,63000040
19CVS,2023-06-19,台北市,中正區,F,0,70+,3,63000,63000050
19CVS,2023-06-19,台北市,信義區,M,0,45~49,1,63000,63000020
19CVS,2023-06-19,台北市,信義區,F,0,70+,1,63000,63000020
19CVS,2023-06-19,台北市,信義區,M,0,70+,1,63000,63000020
19CVS,2023-06-19,台北市,內湖區,F,0,70+,2,63000,63000100
19CVS,2023-06-19,台北市,內湖區,M,0,70+,2,63000,63000100
19CVS,2023-06-19,台北市,北投區,F,0,50~54,1,63000,63000120
19CVS,2023-06-19,台北市,北投區,F,0,70+,1,63000,63000120
19CVS,2023-06-19,台北市,北投區,M,0,70+,1,63000,63000120
19CVS,2023-06-19,台北市,南港區,M,0,45~49,1,63000,63000090
19CVS,2023-06-19,台北市,南港區,F,0,60~64,1,63000,63000090
19CVS,2023-06-19,台北市,南港區,F,0,70+,1,63000,63000090
19CVS,2023-06-19,台北市,南港區,M,0,70+,1,63000,63000090
19CVS,2023-06-19,台北市,士林區,F,0,70+,1,63000,63000110
19CVS,2023-06-19,台北市,士林區,M,0,70+,1,63000,63000110
19CVS,2023-06-19,台北市,大同區,F,0,65~69,1,63000,63000060
19CVS,2023-06-19,台北市,大安區,F,0,60~64,1,63000,63000030
19CVS,2023-06-19,台北市,大安區,F,0,70+,3,63000,63000030
19CVS,2023-06-19,台北市,大安區,M,0,70+,2,63000,63000030
19CVS,2023-06-19,台北市,文山區,F,0,70+,1,63000,63000080
19CVS,2023-06-19,台北市,文山區,F,0,70+,1,63000,63000081
19CVS,2023-06-19,台北市,文山區,F,0,70+,1,63000,63000082
19CVS,2023-06-19,台北市,文山區,M,0,70+,2,63000,63000080
19CVS,2023-06-19,台北市,文山區,M,0,70+,2,63000,63000081
19CVS,2023-06-19,台北市,文山區,M,0,70+,2,63000,63000082
19CVS,2023-06-19,台北市,松山區,M,0,65~69,1,63000,63000010
19CVS,2023-06-19,台北市,松山區,F,0,70+,1,63000,63000010
19CVS,2023-06-19,台北市,松山區,M,0,70+,2,63000,63000010
19CVS,2023-06-19,台北市,萬華區,F,0,20~24,1,63000,63000070
19CVS,2023-06-19,台北市,萬華區,F,0,20~24,1,63000,63000071
19CVS,2023-06-19,台北市,萬華區,F,0,20~24,1,63000,63000072
19CVS,2023-06-19,台北市,萬華區,F,0,65~69,1,63000,63000070
19CVS,2023-06-19,台北市,萬華區,F,0,65~69,1,63000,63000071
19CVS,2023-06-19,台北市,萬華區,F,0,65~69,1,63000,63000072
19CVS,2023-06-19,台北市,萬華區,F,0,70+,2,63000,63000070
19CVS,2023-06-19,台北市,萬華區,F,0,70+,2,63000,63000071
19CVS,2023-06-19,台北市,萬華區,F,0,70+,2,63000,63000072
19CVS,2023-06-19,台北市,萬華區,M,0,70+,1,63000,63000070
19CVS,2023-06-19,台北市,萬華區,M,0,70+,1,63000,63000071
19CVS,2023-06-19,台北市,萬華區,M,0,70+,1,63000,63000072
19CVS,2023-06-19,高雄市,三民區,M,0,30~34,1,64000,64000050
19CVS,2023-06-19,高雄市,三民區,M,0,30~34,1,64000,64000051
19CVS,2023-06-19,高雄市,三民區,M,0,30~34,1,64000,64000052
19CVS,2023-06-19,高雄市,三民區,M,0,60~64,1,64000,64000050
19CVS,2023-06-19,高雄市,三民區,M,0,60~64,1,64000,64000051
19CVS,2023-06-19,高雄市,三民區,M,0,60~64,1,64000,64000052
19CVS,2023-06-19,高雄市,三民區,F,0,65~69,1,64000,64000050
19CVS,2023-06-19,高雄市,三民區,F,0,65~69,1,64000,64000051
19CVS,2023-06-19,高雄市,三民區,F,0,65~69,1,64000,64000052
19CVS,2023-06-19,高雄市,仁武區,M,0,70+,1,64000,64000170
19CVS,2023-06-19,高雄市,內門區,M,0,70+,1,64000,64000350
19CVS,2023-06-19,高雄市,前金區,F,0,70+,1,64000,64000070
19CVS,2023-06-19,高雄市,前鎮區,F,0,70+,2,64000,64000090
19CVS,2023-06-19,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CVS,2023-06-19,高雄市,大寮區,M,0,70+,2,64000,64000140
19CVS,2023-06-19,高雄市,大社區,M,0,65~69,1,64000,64000160
19CVS,2023-06-19,高雄市,小港區,M,0,65~69,1,64000,64000110
19CVS,2023-06-19,高雄市,小港區,F,0,70+,1,64000,64000110
19CVS,2023-06-19,高雄市,岡山區,F,0,70+,1,64000,64000190
19CVS,2023-06-19,高雄市,左營區,M,0,45~49,1,64000,64000030
19CVS,2023-06-19,高雄市,左營區,M,0,60~64,1,64000,64000030
19CVS,2023-06-19,高雄市,左營區,M,0,70+,1,64000,64000030
19CVS,2023-06-19,高雄市,彌陀區,M,0,70+,1,64000,64000280
19CVS,2023-06-19,高雄市,林園區,F,0,70+,1,64000,64000130
19CVS,2023-06-19,高雄市,梓官區,F,0,70+,1,64000,64000290
19CVS,2023-06-19,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CVS,2023-06-19,高雄市,橋頭區,M,0,70+,1,64000,64000200
19CVS,2023-06-19,高雄市,湖內區,M,0,70+,1,64000,64000250
19CVS,2023-06-19,高雄市,甲仙區,M,0,70+,1,64000,64000330
19CVS,2023-06-19,高雄市,美濃區,F,0,70+,1,64000,64000310
19CVS,2023-06-19,高雄市,苓雅區,M,0,60~64,1,64000,64000080
19CVS,2023-06-19,高雄市,苓雅區,F,0,70+,1,64000,64000080
19CVS,2023-06-19,高雄市,茄萣區,M,0,45~49,1,64000,64000260
19CVS,2023-06-19,高雄市,茄萣區,M,0,50~54,1,64000,64000260
19CVS,2023-06-19,高雄市,茄萣區,F,0,70+,1,64000,64000260
19CVS,2023-06-19,高雄市,鳥松區,M,0,55~59,1,64000,64000180
19CVS,2023-06-19,高雄市,鳥松區,M,0,65~69,1,64000,64000180
19CVS,2023-06-19,高雄市,鳥松區,M,0,70+,1,64000,64000180
19CVS,2023-06-19,高雄市,鳳山區,M,0,70+,2,64000,64000120
19CVS,2023-06-19,高雄市,鼓山區,M,0,70+,1,64000,64000020
19CVS,2023-06-19,新北市,三峽區,F,0,70+,1,65000,65000090
19CVS,2023-06-19,新北市,三峽區,M,0,70+,3,65000,65000090
19CVS,2023-06-19,新北市,三重區,M,0,35~39,1,65000,65000020
19CVS,2023-06-19,新北市,三重區,F,0,70+,2,65000,65000020
19CVS,2023-06-19,新北市,三重區,M,0,70+,2,65000,65000020
19CVS,2023-06-19,新北市,中和區,F,0,60~64,1,65000,65000030
19CVS,2023-06-19,新北市,中和區,F,0,70+,1,65000,65000030
19CVS,2023-06-19,新北市,中和區,M,0,70+,3,65000,65000030
19CVS,2023-06-19,新北市,八里區,M,0,70+,1,65000,65000230
19CVS,2023-06-19,新北市,土城區,F,0,65~69,1,65000,65000130
19CVS,2023-06-19,新北市,土城區,M,0,65~69,1,65000,65000130
19CVS,2023-06-19,新北市,土城區,F,0,70+,3,65000,65000130
19CVS,2023-06-19,新北市,土城區,M,0,70+,1,65000,65000130
19CVS,2023-06-19,新北市,新店區,F,0,1,1,65000,65000060
19CVS,2023-06-19,新北市,新店區,M,0,55~59,1,65000,65000060
19CVS,2023-06-19,新北市,新店區,M,0,60~64,1,65000,65000060
19CVS,2023-06-19,新北市,新店區,F,0,70+,3,65000,65000060
19CVS,2023-06-19,新北市,新店區,M,0,70+,2,65000,65000060
19CVS,2023-06-19,新北市,新莊區,M,0,55~59,2,65000,65000050
19CVS,2023-06-19,新北市,新莊區,M,0,60~64,1,65000,65000050
19CVS,2023-06-19,新北市,新莊區,F,0,70+,3,65000,65000050
19CVS,2023-06-19,新北市,新莊區,M,0,70+,2,65000,65000050
19CVS,2023-06-19,新北市,板橋區,F,0,65~69,1,65000,65000010
19CVS,2023-06-19,新北市,板橋區,F,0,70+,1,65000,65000010
19CVS,2023-06-19,新北市,板橋區,M,0,70+,4,65000,65000010
19CVS,2023-06-19,新北市,林口區,M,0,65~69,1,65000,65000170
19CVS,2023-06-19,新北市,林口區,F,0,70+,2,65000,65000170
19CVS,2023-06-19,新北市,樹林區,F,0,70+,3,65000,65000070
19CVS,2023-06-19,新北市,樹林區,M,0,70+,1,65000,65000070
19CVS,2023-06-19,新北市,永和區,M,0,65~69,1,65000,65000040
19CVS,2023-06-19,新北市,永和區,F,0,70+,1,65000,65000040
19CVS,2023-06-19,新北市,永和區,M,0,70+,2,65000,65000040
19CVS,2023-06-19,新北市,汐止區,M,0,35~39,1,65000,65000110
19CVS,2023-06-19,新北市,汐止區,M,0,65~69,1,65000,65000110
19CVS,2023-06-19,新北市,汐止區,F,0,70+,3,65000,65000110
19CVS,2023-06-19,新北市,汐止區,M,0,70+,2,65000,65000110
19CVS,2023-06-19,新北市,淡水區,M,0,60~64,1,65000,65000100
19CVS,2023-06-19,新北市,淡水區,F,0,70+,1,65000,65000100
19CVS,2023-06-19,新北市,瑞芳區,F,0,55~59,1,65000,65000120
19CVS,2023-06-19,新北市,瑞芳區,F,0,70+,1,65000,65000120
19CVS,2023-06-19,新北市,蘆洲區,M,0,60~64,1,65000,65000140
19CVS,2023-06-19,新北市,鶯歌區,M,0,45~49,1,65000,65000080
19CVS,2023-06-19,新北市,鶯歌區,M,0,70+,1,65000,65000080
19CVS,2023-06-19,台中市,中區,M,0,65~69,1,66000,66000010
19CVS,2023-06-19,台中市,北區,M,0,70+,2,66000,66000050
19CVS,2023-06-19,台中市,北屯區,F,0,65~69,1,66000,66000080
19CVS,2023-06-19,台中市,北屯區,M,0,70+,1,66000,66000080
19CVS,2023-06-19,台中市,南區,M,0,70+,1,66000,66000030
19CVS,2023-06-19,台中市,南屯區,F,0,70+,1,66000,66000070
19CVS,2023-06-19,台中市,南屯區,M,0,70+,1,66000,66000070
19CVS,2023-06-19,台中市,后里區,M,0,65~69,1,66000,66000150
19CVS,2023-06-19,台中市,后里區,F,0,70+,1,66000,66000150
