確定病名,個案研判日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
19CVS,2023-03-20,宜蘭縣,宜蘭市,F,0,70+,1,10002,10002010
19CVS,2023-03-20,新竹縣,湖口鄉,F,0,65~69,1,10004,10004050
19CVS,2023-03-20,新竹縣,湖口鄉,M,0,70+,1,10004,10004050
19CVS,2023-03-20,新竹縣,竹東鎮,M,0,70+,1,10004,10004020
19CVS,2023-03-20,苗栗縣,竹南鎮,M,0,50~54,1,10005,10005040
19CVS,2023-03-20,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
19CVS,2023-03-20,彰化縣,二水鄉,F,0,70+,1,10007,10007180
19CVS,2023-03-20,彰化縣,埤頭鄉,F,0,70+,1,10007,10007220
19CVS,2023-03-20,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CVS,2023-03-20,彰化縣,花壇鄉,M,0,65~69,1,10007,10007080
19CVS,2023-03-20,南投縣,南投市,M,0,65~69,1,10008,10008010
19CVS,2023-03-20,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CVS,2023-03-20,南投縣,竹山鎮,F,0,60~64,1,10008,10008040
19CVS,2023-03-20,雲林縣,斗六市,M,0,70+,2,10009,10009010
19CVS,2023-03-20,嘉義縣,大林鎮,F,0,0,1,10010,10010040
19CVS,2023-03-20,嘉義縣,民雄鄉,M,0,65~69,1,10010,10010050
19CVS,2023-03-20,屏東縣,屏東市,M,0,0,1,10013,10013010
19CVS,2023-03-20,屏東縣,新園鄉,F,0,70+,1,10013,10013170
19CVS,2023-03-20,屏東縣,東港鎮,M,0,1,1,10013,10013030
19CVS,2023-03-20,屏東縣,竹田鄉,F,0,2,1,10013,10013140
19CVS,2023-03-20,台東縣,卑南鄉,F,0,70+,1,10014,10014040
19CVS,2023-03-20,台東縣,台東市,F,0,65~69,1,10014,10014010
19CVS,2023-03-20,基隆市,中山區,F,0,70+,1,10017,10017050
19CVS,2023-03-20,基隆市,信義區,M,0,40~44,1,10017,10017070
19CVS,2023-03-20,基隆市,安樂區,F,0,70+,1,10017,10017060
19CVS,2023-03-20,基隆市,暖暖區,M,0,65~69,1,10017,10017030
19CVS,2023-03-20,新竹市,東區,F,0,70+,1,10018,10018010
19CVS,2023-03-20,台北市,中山區,M,0,60~64,1,63000,63000040
19CVS,2023-03-20,台北市,中山區,F,0,70+,1,63000,63000040
19CVS,2023-03-20,台北市,信義區,F,0,65~69,1,63000,63000020
19CVS,2023-03-20,台北市,信義區,M,0,70+,1,63000,63000020
19CVS,2023-03-20,台北市,南港區,F,0,55~59,1,63000,63000090
19CVS,2023-03-20,台北市,士林區,M,0,60~64,1,63000,63000110
19CVS,2023-03-20,台北市,士林區,M,0,65~69,1,63000,63000110
19CVS,2023-03-20,台北市,士林區,F,0,70+,1,63000,63000110
19CVS,2023-03-20,台北市,士林區,M,0,70+,1,63000,63000110
19CVS,2023-03-20,台北市,大安區,F,0,65~69,1,63000,63000030
19CVS,2023-03-20,台北市,大安區,F,0,70+,2,63000,63000030
19CVS,2023-03-20,台北市,大安區,M,0,70+,2,63000,63000030
19CVS,2023-03-20,台北市,松山區,M,0,70+,1,63000,63000010
19CVS,2023-03-20,台北市,萬華區,F,0,70+,1,63000,63000070
19CVS,2023-03-20,台北市,萬華區,F,0,70+,1,63000,63000071
19CVS,2023-03-20,台北市,萬華區,F,0,70+,1,63000,63000072
19CVS,2023-03-20,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CVS,2023-03-20,高雄市,左營區,F,0,70+,2,64000,64000030
19CVS,2023-03-20,高雄市,鳥松區,M,0,55~59,1,64000,64000180
19CVS,2023-03-20,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CVS,2023-03-20,新北市,三峽區,M,0,45~49,1,65000,65000090
19CVS,2023-03-20,新北市,三峽區,M,0,60~64,1,65000,65000090
19CVS,2023-03-20,新北市,三峽區,F,0,70+,1,65000,65000090
19CVS,2023-03-20,新北市,三峽區,M,0,70+,2,65000,65000090
19CVS,2023-03-20,新北市,三重區,F,0,70+,1,65000,65000020
19CVS,2023-03-20,新北市,三重區,M,0,70+,1,65000,65000020
19CVS,2023-03-20,新北市,中和區,M,0,60~64,1,65000,65000030
19CVS,2023-03-20,新北市,中和區,F,0,65~69,1,65000,65000030
19CVS,2023-03-20,新北市,中和區,F,0,70+,1,65000,65000030
19CVS,2023-03-20,新北市,土城區,M,0,60~64,1,65000,65000130
19CVS,2023-03-20,新北市,新店區,M,0,70+,1,65000,65000060
19CVS,2023-03-20,新北市,新莊區,F,0,65~69,1,65000,65000050
19CVS,2023-03-20,新北市,板橋區,M,0,60~64,1,65000,65000010
19CVS,2023-03-20,新北市,林口區,F,0,60~64,1,65000,65000170
19CVS,2023-03-20,新北市,樹林區,F,0,65~69,1,65000,65000070
19CVS,2023-03-20,新北市,樹林區,M,0,70+,1,65000,65000070
19CVS,2023-03-20,新北市,永和區,M,0,70+,1,65000,65000040
19CVS,2023-03-20,新北市,汐止區,M,0,50~54,1,65000,65000110
19CVS,2023-03-20,新北市,汐止區,F,0,60~64,1,65000,65000110
19CVS,2023-03-20,新北市,汐止區,F,0,70+,2,65000,65000110
19CVS,2023-03-20,新北市,汐止區,M,0,70+,2,65000,65000110
19CVS,2023-03-20,新北市,泰山區,F,0,60~64,1,65000,65000160
19CVS,2023-03-20,新北市,瑞芳區,F,0,70+,1,65000,65000120
19CVS,2023-03-20,新北市,鶯歌區,M,0,70+,3,65000,65000080
19CVS,2023-03-20,台中市,北區,F,0,70+,1,66000,66000050
19CVS,2023-03-20,台中市,北屯區,F,0,70+,2,66000,66000080
19CVS,2023-03-20,台中市,北屯區,M,0,70+,1,66000,66000080
19CVS,2023-03-20,台中市,南區,M,0,70+,1,66000,66000030
19CVS,2023-03-20,台中市,南屯區,M,0,65~69,1,66000,66000070
19CVS,2023-03-20,台中市,大里區,F,0,70+,1,66000,66000280
19CVS,2023-03-20,台中市,太平區,F,0,70+,1,66000,66000270
19CVS,2023-03-20,台中市,潭子區,F,0,70+,1,66000,66000170
19CVS,2023-03-20,台中市,西屯區,F,0,70+,1,66000,66000060
19CVS,2023-03-20,台中市,豐原區,F,0,60~64,1,66000,66000090
19CVS,2023-03-20,台中市,豐原區,F,0,65~69,1,66000,66000090
19CVS,2023-03-20,台中市,豐原區,M,0,70+,1,66000,66000090
19CVS,2023-03-20,台中市,霧峰區,M,0,65~69,1,66000,66000260
19CVS,2023-03-20,台南市,歸仁區,F,0,60~64,1,67000,67000280
19CVS,2023-03-20,桃園市,中壢區,F,0,50~54,1,68000,68000020
19CVS,2023-03-20,桃園市,中壢區,M,0,60~64,1,68000,68000020
19CVS,2023-03-20,桃園市,八德區,M,0,70+,2,68000,68000080
19CVS,2023-03-20,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CVS,2023-03-20,桃園市,新屋區,M,0,60~64,1,68000,68000110
19CVS,2023-03-20,桃園市,桃園區,M,0,55~59,1,68000,68000010
19CVS,2023-03-20,桃園市,桃園區,F,0,65~69,1,68000,68000010
19CVS,2023-03-20,桃園市,桃園區,M,0,70+,3,68000,68000010
19CVS,2023-03-20,桃園市,楊梅區,F,0,70+,1,68000,68000040
19CVS,2023-03-20,桃園市,蘆竹區,M,0,65~69,1,68000,68000050
19CVS,2023-03-20,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CVS,2023-03-20,桃園市,觀音區,F,0,70+,1,68000,68000120
19CVS,2023-03-20,桃園市,龍潭區,M,0,70+,1,68000,68000090
19CVS,2023-03-20,桃園市,龜山區,M,0,35~39,1,68000,68000070
19CVS,2023-03-20,桃園市,龜山區,F,0,60~64,1,68000,68000070
19CVS,2023-03-20,桃園市,龜山區,M,0,70+,1,68000,68000070
19CVS,2023-03-21,宜蘭縣,宜蘭市,F,0,55~59,1,10002,10002010
19CVS,2023-03-21,宜蘭縣,羅東鎮,F,0,70+,1,10002,10002020
19CVS,2023-03-21,新竹縣,新埔鎮,F,0,70+,2,10004,10004030
19CVS,2023-03-21,新竹縣,湖口鄉,F,0,0,1,10004,10004050
19CVS,2023-03-21,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CVS,2023-03-21,苗栗縣,卓蘭鎮,F,0,70+,1,10005,10005070
19CVS,2023-03-21,苗栗縣,銅鑼鄉,F,0,70+,1,10005,10005100
19CVS,2023-03-21,彰化縣,二林鎮,F,0,70+,1,10007,10007200
19CVS,2023-03-21,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CVS,2023-03-21,彰化縣,二水鄉,F,0,60~64,1,10007,10007180
19CVS,2023-03-21,彰化縣,彰化市,M,0,65~69,1,10007,10007010
19CVS,2023-03-21,彰化縣,彰化市,F,0,70+,3,10007,10007010
19CVS,2023-03-21,彰化縣,福興鄉,M,0,70+,1,10007,10007060
19CVS,2023-03-21,南投縣,埔里鎮,M,0,70+,1,10008,10008020
19CVS,2023-03-21,南投縣,草屯鎮,F,0,55~59,1,10008,10008030
19CVS,2023-03-21,雲林縣,口湖鄉,M,0,60~64,1,10009,10009190
19CVS,2023-03-21,雲林縣,四湖鄉,F,0,1,1,10009,10009180
19CVS,2023-03-21,雲林縣,四湖鄉,M,0,60~64,1,10009,10009180
19CVS,2023-03-21,雲林縣,斗六市,M,0,2,1,10009,10009010
19CVS,2023-03-21,雲林縣,斗六市,M,0,50~54,1,10009,10009010
19CVS,2023-03-21,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CVS,2023-03-21,雲林縣,林內鄉,M,0,60~64,1,10009,10009100
19CVS,2023-03-21,雲林縣,水林鄉,M,0,70+,1,10009,10009200
19CVS,2023-03-21,嘉義縣,新港鄉,F,0,70+,1,10010,10010070
19CVS,2023-03-21,嘉義縣,朴子市,F,0,55~59,1,10010,10010020
19CVS,2023-03-21,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CVS,2023-03-21,嘉義縣,東石鄉,M,0,70+,1,10010,10010090
19CVS,2023-03-21,嘉義縣,水上鄉,F,0,70+,1,10010,10010120
19CVS,2023-03-21,嘉義縣,竹崎鄉,M,0,55~59,1,10010,10010140
19CVS,2023-03-21,嘉義縣,竹崎鄉,F,0,70+,1,10010,10010140
19CVS,2023-03-21,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CVS,2023-03-21,基隆市,中正區,F,0,70+,1,10017,10017010
19CVS,2023-03-21,基隆市,中正區,M,0,70+,1,10017,10017010
19CVS,2023-03-21,新竹市,香山區,M,0,0,1,10018,10018030
19CVS,2023-03-21,嘉義市,東區,M,0,65~69,1,10020,10020010
19CVS,2023-03-21,嘉義市,東區,F,0,70+,1,10020,10020010
19CVS,2023-03-21,嘉義市,西區,M,0,70+,1,10020,10020020
19CVS,2023-03-21,台北市,中山區,M,0,70+,1,63000,63000040
19CVS,2023-03-21,台北市,信義區,F,0,25~29,1,63000,63000020
19CVS,2023-03-21,台北市,信義區,F,0,30~34,1,63000,63000020
19CVS,2023-03-21,台北市,信義區,M,0,60~64,1,63000,63000020
19CVS,2023-03-21,台北市,士林區,F,0,70+,1,63000,63000110
19CVS,2023-03-21,台北市,文山區,F,0,65~69,1,63000,63000080
19CVS,2023-03-21,台北市,文山區,F,0,65~69,1,63000,63000081
19CVS,2023-03-21,台北市,文山區,F,0,65~69,1,63000,63000082
19CVS,2023-03-21,台北市,松山區,F,0,70+,1,63000,63000010
19CVS,2023-03-21,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CVS,2023-03-21,高雄市,旗山區,F,0,70+,1,64000,64000300
19CVS,2023-03-21,高雄市,楠梓區,M,0,60~64,1,64000,64000040
19CVS,2023-03-21,高雄市,茄萣區,M,0,45~49,1,64000,64000260
19CVS,2023-03-21,高雄市,路竹區,F,0,70+,1,64000,64000240
19CVS,2023-03-21,高雄市,鳳山區,M,0,15~19,1,64000,64000120
19CVS,2023-03-21,高雄市,鳳山區,F,0,60~64,1,64000,64000120
19CVS,2023-03-21,高雄市,鳳山區,M,0,65~69,1,64000,64000120
19CVS,2023-03-21,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CVS,2023-03-21,高雄市,鹽埕區,M,0,65~69,1,64000,64000010
19CVS,2023-03-21,高雄市,鹽埕區,F,0,70+,1,64000,64000010
19CVS,2023-03-21,新北市,三峽區,F,0,0,1,65000,65000090
19CVS,2023-03-21,新北市,三芝區,M,0,70+,2,65000,65000210
19CVS,2023-03-21,新北市,三重區,M,0,70+,1,65000,65000020
19CVS,2023-03-21,新北市,中和區,F,0,70+,2,65000,65000030
19CVS,2023-03-21,新北市,五股區,F,0,70+,2,65000,65000150
19CVS,2023-03-21,新北市,土城區,F,0,65~69,1,65000,65000130
19CVS,2023-03-21,新北市,新莊區,M,0,35~39,1,65000,65000050
19CVS,2023-03-21,新北市,新莊區,F,0,45~49,1,65000,65000050
19CVS,2023-03-21,新北市,新莊區,F,0,50~54,1,65000,65000050
19CVS,2023-03-21,新北市,板橋區,M,0,40~44,1,65000,65000010
19CVS,2023-03-21,新北市,板橋區,M,0,70+,1,65000,65000010
19CVS,2023-03-21,新北市,永和區,M,0,65~69,1,65000,65000040
19CVS,2023-03-21,新北市,汐止區,F,0,70+,1,65000,65000110
19CVS,2023-03-21,新北市,汐止區,M,0,70+,1,65000,65000110
19CVS,2023-03-21,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CVS,2023-03-21,新北市,鶯歌區,M,0,70+,1,65000,65000080
19CVS,2023-03-21,台中市,北區,F,0,60~64,1,66000,66000050
19CVS,2023-03-21,台中市,北屯區,M,0,60~64,1,66000,66000080
19CVS,2023-03-21,台中市,北屯區,F,0,70+,1,66000,66000080
19CVS,2023-03-21,台中市,北屯區,M,0,70+,2,66000,66000080
19CVS,2023-03-21,台中市,南區,F,0,70+,1,66000,66000030
19CVS,2023-03-21,台中市,南屯區,F,0,70+,1,66000,66000070
19CVS,2023-03-21,台中市,大甲區,F,0,65~69,1,66000,66000110
19CVS,2023-03-21,台中市,大里區,F,0,70+,1,66000,66000280
19CVS,2023-03-21,台中市,大雅區,M,0,50~54,1,66000,66000180
19CVS,2023-03-21,台中市,太平區,M,0,70+,2,66000,66000270
19CVS,2023-03-21,台中市,東區,M,0,70+,1,66000,66000020
19CVS,2023-03-21,台中市,沙鹿區,F,0,70+,1,66000,66000130
19CVS,2023-03-21,台中市,潭子區,F,0,70+,1,66000,66000170
19CVS,2023-03-21,台中市,石岡區,M,0,70+,1,66000,66000200
19CVS,2023-03-21,台南市,下營區,F,0,70+,1,67000,67000080
19CVS,2023-03-21,台南市,北區,F,0,70+,2,67000,67000340
19CVS,2023-03-21,台南市,北區,M,0,70+,1,67000,67000340
19CVS,2023-03-21,台南市,南區,M,0,70+,1,67000,67000330
19CVS,2023-03-21,台南市,安定區,F,0,55~59,1,67000,67000210
19CVS,2023-03-21,台南市,新化區,F,0,70+,1,67000,67000180
19CVS,2023-03-21,台南市,新營區,F,0,2,1,67000,67000010
19CVS,2023-03-21,台南市,新營區,F,0,70+,1,67000,67000010
19CVS,2023-03-21,台南市,永康區,F,0,70+,1,67000,67000310
19CVS,2023-03-21,台南市,白河區,M,0,70+,1,67000,67000030
19CVS,2023-03-21,桃園市,中壢區,F,0,70+,1,68000,68000020
19CVS,2023-03-21,桃園市,八德區,M,0,50~54,1,68000,68000080
19CVS,2023-03-21,桃園市,大溪區,M,0,70+,1,68000,68000030
19CVS,2023-03-21,桃園市,桃園區,M,0,1,1,68000,68000010
19CVS,2023-03-21,桃園市,桃園區,F,0,70+,2,68000,68000010
19CVS,2023-03-21,桃園市,楊梅區,M,0,45~49,1,68000,68000040
19CVS,2023-03-21,桃園市,楊梅區,F,0,60~64,1,68000,68000040
19CVS,2023-03-21,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CVS,2023-03-21,桃園市,蘆竹區,F,0,0,1,68000,68000050
19CVS,2023-03-21,桃園市,蘆竹區,M,0,2,1,68000,68000050
19CVS,2023-03-21,桃園市,蘆竹區,F,0,5~9,1,68000,68000050
19CVS,2023-03-21,桃園市,蘆竹區,F,0,70+,1,68000,68000050
19CVS,2023-03-21,桃園市,龍潭區,M,0,65~69,1,68000,68000090
19CVS,2023-03-21,桃園市,龜山區,F,0,70+,1,68000,68000070
19CVS,2023-03-22,宜蘭縣,三星鄉,F,0,70+,1,10002,10002100
19CVS,2023-03-22,新竹縣,竹北市,F,0,20~24,1,10004,10004010
19CVS,2023-03-22,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CVS,2023-03-22,彰化縣,二林鎮,M,0,55~59,1,10007,10007200
19CVS,2023-03-22,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CVS,2023-03-22,彰化縣,員林市,M,0,70+,1,10007,10007100
19CVS,2023-03-22,彰化縣,大城鄉,M,0,70+,1,10007,10007240
19CVS,2023-03-22,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CVS,2023-03-22,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
19CVS,2023-03-22,南投縣,名間鄉,M,0,65~69,1,10008,10008060
19CVS,2023-03-22,南投縣,埔里鎮,M,0,55~59,1,10008,10008020
19CVS,2023-03-22,雲林縣,元長鄉,F,0,70+,1,10009,10009170
19CVS,2023-03-22,雲林縣,大埤鄉,M,0,70+,1,10009,10009080
19CVS,2023-03-22,嘉義縣,中埔鄉,M,0,70+,1,10010,10010130
19CVS,2023-03-22,嘉義縣,大林鎮,M,0,0,1,10010,10010040
19CVS,2023-03-22,嘉義縣,新港鄉,M,0,30~34,1,10010,10010070
19CVS,2023-03-22,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CVS,2023-03-22,嘉義縣,水上鄉,M,0,70+,1,10010,10010120
19CVS,2023-03-22,屏東縣,東港鎮,M,0,65~69,1,10013,10013030
19CVS,2023-03-22,屏東縣,枋寮鄉,M,0,70+,2,10013,10013160
19CVS,2023-03-22,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19CVS,2023-03-22,屏東縣,竹田鄉,M,0,70+,1,10013,10013140
19CVS,2023-03-22,屏東縣,萬丹鄉,F,0,70+,1,10013,10013050
19CVS,2023-03-22,台東縣,台東市,F,0,0,1,10014,10014010
19CVS,2023-03-22,花蓮縣,光復鄉,M,0,65~69,1,10015,10015070
19CVS,2023-03-22,花蓮縣,新城鄉,F,0,40~44,1,10015,10015040
19CVS,2023-03-22,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
19CVS,2023-03-22,基隆市,中山區,F,0,70+,1,10017,10017050
19CVS,2023-03-22,基隆市,信義區,M,0,70+,1,10017,10017070
19CVS,2023-03-22,嘉義市,東區,F,0,70+,1,10020,10020010
19CVS,2023-03-22,台北市,中山區,M,0,70+,1,63000,63000040
19CVS,2023-03-22,台北市,信義區,F,0,45~49,1,63000,63000020
19CVS,2023-03-22,台北市,信義區,F,0,60~64,1,63000,63000020
19CVS,2023-03-22,台北市,內湖區,M,0,55~59,1,63000,63000100
19CVS,2023-03-22,台北市,大安區,M,0,70+,1,63000,63000030
19CVS,2023-03-22,台北市,文山區,F,0,70+,1,63000,63000080
19CVS,2023-03-22,台北市,文山區,F,0,70+,1,63000,63000081
19CVS,2023-03-22,台北市,文山區,F,0,70+,1,63000,63000082
19CVS,2023-03-22,台北市,萬華區,M,0,40~44,1,63000,63000070
19CVS,2023-03-22,台北市,萬華區,M,0,40~44,1,63000,63000071
19CVS,2023-03-22,台北市,萬華區,M,0,40~44,1,63000,63000072
19CVS,2023-03-22,台北市,萬華區,F,0,70+,2,63000,63000070
19CVS,2023-03-22,台北市,萬華區,F,0,70+,2,63000,63000071
19CVS,2023-03-22,台北市,萬華區,F,0,70+,2,63000,63000072
19CVS,2023-03-22,台北市,萬華區,M,0,70+,1,63000,63000070
19CVS,2023-03-22,台北市,萬華區,M,0,70+,1,63000,63000071
19CVS,2023-03-22,台北市,萬華區,M,0,70+,1,63000,63000072
19CVS,2023-03-22,高雄市,三民區,M,0,55~59,1,64000,64000050
19CVS,2023-03-22,高雄市,三民區,M,0,55~59,1,64000,64000051
19CVS,2023-03-22,高雄市,三民區,M,0,55~59,1,64000,64000052
19CVS,2023-03-22,高雄市,大寮區,M,0,45~49,1,64000,64000140
19CVS,2023-03-22,高雄市,左營區,F,0,70+,1,64000,64000030
19CVS,2023-03-22,高雄市,苓雅區,F,0,70+,1,64000,64000080
19CVS,2023-03-22,高雄市,鳳山區,F,0,1,1,64000,64000120
19CVS,2023-03-22,新北市,三重區,F,0,70+,1,65000,65000020
19CVS,2023-03-22,新北市,中和區,M,0,45~49,1,65000,65000030
19CVS,2023-03-22,新北市,中和區,M,0,65~69,1,65000,65000030
19CVS,2023-03-22,新北市,中和區,M,0,70+,2,65000,65000030
19CVS,2023-03-22,新北市,八里區,F,0,70+,1,65000,65000230
19CVS,2023-03-22,新北市,土城區,F,0,70+,1,65000,65000130
19CVS,2023-03-22,新北市,土城區,M,0,70+,1,65000,65000130
19CVS,2023-03-22,新北市,板橋區,M,0,30~34,1,65000,65000010
19CVS,2023-03-22,新北市,板橋區,F,0,65~69,1,65000,65000010
19CVS,2023-03-22,新北市,板橋區,F,0,70+,1,65000,65000010
19CVS,2023-03-22,新北市,樹林區,F,0,70+,1,65000,65000070
19CVS,2023-03-22,新北市,淡水區,F,0,70+,1,65000,65000100
19CVS,2023-03-22,新北市,蘆洲區,M,0,70+,1,65000,65000140
19CVS,2023-03-22,台中市,北區,F,0,60~64,1,66000,66000050
19CVS,2023-03-22,台中市,北區,M,0,70+,1,66000,66000050
19CVS,2023-03-22,台中市,北屯區,F,0,70+,1,66000,66000080
19CVS,2023-03-22,台中市,北屯區,M,0,70+,1,66000,66000080
19CVS,2023-03-22,台中市,南屯區,M,0,70+,1,66000,66000070
19CVS,2023-03-22,台中市,太平區,M,0,30~34,1,66000,66000270
19CVS,2023-03-22,台中市,潭子區,M,0,45~49,1,66000,66000170
19CVS,2023-03-22,台中市,潭子區,M,0,60~64,1,66000,66000170
19CVS,2023-03-22,台中市,神岡區,F,0,70+,1,66000,66000160
19CVS,2023-03-22,台中市,西屯區,F,0,40~44,1,66000,66000060
19CVS,2023-03-22,台中市,西屯區,M,0,70+,1,66000,66000060
19CVS,2023-03-22,台南市,中西區,M,0,50~54,1,67000,67000370
19CVS,2023-03-22,台南市,佳里區,F,0,60~64,1,67000,67000120
19CVS,2023-03-22,台南市,北區,M,0,40~44,1,67000,67000340
19CVS,2023-03-22,台南市,南區,F,0,70+,1,67000,67000330
19CVS,2023-03-22,台南市,南區,M,0,70+,1,67000,67000330
19CVS,2023-03-22,台南市,善化區,M,0,0,1,67000,67000190
19CVS,2023-03-22,台南市,新化區,F,0,70+,2,67000,67000180
19CVS,2023-03-22,台南市,新市區,F,0,70+,1,67000,67000200
19CVS,2023-03-22,台南市,新營區,F,0,45~49,1,67000,67000010
19CVS,2023-03-22,台南市,永康區,M,0,45~49,1,67000,67000310
19CVS,2023-03-22,台南市,永康區,M,0,60~64,1,67000,67000310
19CVS,2023-03-22,台南市,永康區,M,0,70+,1,67000,67000310
19CVS,2023-03-22,台南市,白河區,M,0,70+,1,67000,67000030
19CVS,2023-03-22,桃園市,中壢區,M,0,70+,1,68000,68000020
19CVS,2023-03-22,桃園市,八德區,M,0,60~64,1,68000,68000080
19CVS,2023-03-22,桃園市,大溪區,F,0,70+,1,68000,68000030
19CVS,2023-03-22,桃園市,桃園區,M,0,30~34,1,68000,68000010
19CVS,2023-03-22,桃園市,桃園區,M,0,50~54,1,68000,68000010
19CVS,2023-03-22,桃園市,桃園區,M,0,55~59,1,68000,68000010
19CVS,2023-03-22,桃園市,桃園區,M,0,70+,1,68000,68000010
19CVS,2023-03-22,桃園市,楊梅區,M,0,55~59,1,68000,68000040
19CVS,2023-03-22,桃園市,蘆竹區,M,0,45~49,1,68000,68000050
19CVS,2023-03-23,宜蘭縣,員山鄉,M,0,60~64,1,10002,10002070
19CVS,2023-03-23,宜蘭縣,羅東鎮,M,0,70+,1,10002,10002020
19CVS,2023-03-23,新竹縣,寶山鄉,F,0,70+,1,10004,10004100
19CVS,2023-03-23,新竹縣,尖石鄉,F,0,65~69,1,10004,10004120
19CVS,2023-03-23,新竹縣,新豐鄉,F,0,65~69,1,10004,10004060
19CVS,2023-03-23,新竹縣,竹北市,M,0,40~44,1,10004,10004010
19CVS,2023-03-23,苗栗縣,南庄鄉,F,0,70+,1,10005,10005110
19CVS,2023-03-23,苗栗縣,苗栗市,M,0,70+,1,10005,10005010
19CVS,2023-03-23,彰化縣,伸港鄉,M,0,70+,1,10007,10007050
19CVS,2023-03-23,彰化縣,和美鎮,M,0,70+,1,10007,10007030
19CVS,2023-03-23,彰化縣,埔鹽鄉,M,0,70+,1,10007,10007140
19CVS,2023-03-23,彰化縣,彰化市,F,0,40~44,1,10007,10007010
19CVS,2023-03-23,彰化縣,彰化市,M,0,50~54,1,10007,10007010
19CVS,2023-03-23,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CVS,2023-03-23,彰化縣,福興鄉,F,0,70+,1,10007,10007060
19CVS,2023-03-23,彰化縣,竹塘鄉,M,0,70+,1,10007,10007250
19CVS,2023-03-23,彰化縣,線西鄉,M,0,70+,1,10007,10007040
19CVS,2023-03-23,彰化縣,芳苑鄉,M,0,70+,2,10007,10007230
19CVS,2023-03-23,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CVS,2023-03-23,南投縣,竹山鎮,F,0,55~59,1,10008,10008040
19CVS,2023-03-23,南投縣,竹山鎮,F,0,70+,1,10008,10008040
19CVS,2023-03-23,雲林縣,斗六市,M,0,60~64,1,10009,10009010
19CVS,2023-03-23,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CVS,2023-03-23,嘉義縣,六腳鄉,F,0,70+,1,10010,10010080
19CVS,2023-03-23,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CVS,2023-03-23,嘉義縣,新港鄉,M,0,1,1,10010,10010070
19CVS,2023-03-23,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CVS,2023-03-23,澎湖縣,湖西鄉,F,0,70+,1,10016,10016020
19CVS,2023-03-23,基隆市,七堵區,M,0,70+,1,10017,10017020
19CVS,2023-03-23,基隆市,中山區,M,0,60~64,1,10017,10017050
19CVS,2023-03-23,基隆市,信義區,M,0,70+,1,10017,10017070
19CVS,2023-03-23,基隆市,暖暖區,M,0,60~64,1,10017,10017030
19CVS,2023-03-23,基隆市,暖暖區,F,0,70+,1,10017,10017030
19CVS,2023-03-23,新竹市,東區,M,0,70+,1,10018,10018010
19CVS,2023-03-23,嘉義市,西區,M,0,65~69,1,10020,10020020
19CVS,2023-03-23,台北市,中山區,F,0,70+,1,63000,63000040
19CVS,2023-03-23,台北市,中山區,M,0,70+,3,63000,63000040
19CVS,2023-03-23,台北市,信義區,M,0,70+,2,63000,63000020
19CVS,2023-03-23,台北市,內湖區,M,0,40~44,1,63000,63000100
19CVS,2023-03-23,台北市,內湖區,F,0,70+,1,63000,63000100
19CVS,2023-03-23,台北市,北投區,F,0,70+,1,63000,63000120
19CVS,2023-03-23,台北市,南港區,F,0,70+,1,63000,63000090
19CVS,2023-03-23,台北市,士林區,F,0,70+,1,63000,63000110
19CVS,2023-03-23,台北市,士林區,M,0,70+,1,63000,63000110
19CVS,2023-03-23,台北市,大安區,M,0,65~69,1,63000,63000030
19CVS,2023-03-23,台北市,文山區,F,0,70+,1,63000,63000080
19CVS,2023-03-23,台北市,文山區,F,0,70+,1,63000,63000081
19CVS,2023-03-23,台北市,文山區,F,0,70+,1,63000,63000082
19CVS,2023-03-23,台北市,松山區,F,0,70+,1,63000,63000010
19CVS,2023-03-23,台北市,萬華區,F,0,65~69,1,63000,63000070
