確定病名,診斷年份,診斷週別,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
090,2014,21,台北市,M,0,35~39,2,63000
090,2014,21,台北市,M,0,40~44,2,63000
090,2014,21,台北市,M,0,45~49,2,63000
090,2014,21,台北市,M,0,70+,3,63000
090,2014,21,高雄市,F,0,0,1,64000
090,2014,21,高雄市,F,0,30~34,1,64000
090,2014,21,高雄市,F,0,35~39,1,64000
090,2014,21,高雄市,F,0,50~54,1,64000
090,2014,21,高雄市,F,0,60~64,1,64000
090,2014,21,高雄市,F,0,70+,2,64000
090,2014,21,高雄市,M,0,20~24,2,64000
090,2014,21,高雄市,M,0,25~29,1,64000
090,2014,21,高雄市,M,0,30~34,2,64000
090,2014,21,高雄市,M,0,40~44,2,64000
090,2014,21,高雄市,M,0,50~54,2,64000
090,2014,21,高雄市,M,0,55~59,2,64000
090,2014,21,高雄市,M,0,60~64,2,64000
090,2014,21,高雄市,M,0,70+,3,64000
090,2014,21,新北市,F,0,60~64,2,65000
090,2014,21,新北市,F,0,70+,3,65000
090,2014,21,新北市,M,0,25~29,2,65000
090,2014,21,新北市,M,0,30~34,4,65000
090,2014,21,新北市,M,0,40~44,1,65000
090,2014,21,新北市,M,0,45~49,1,65000
090,2014,21,新北市,M,0,60~64,2,65000
090,2014,21,新北市,M,0,70+,3,65000
090,2014,21,台中市,F,0,25~29,1,66000
090,2014,21,台中市,F,0,30~34,1,66000
090,2014,21,台中市,F,0,65~69,1,66000
090,2014,21,台中市,M,0,15~19,1,66000
090,2014,21,台中市,M,0,20~24,5,66000
090,2014,21,台中市,M,0,25~29,2,66000
090,2014,21,台中市,M,0,30~34,1,66000
090,2014,21,台中市,M,0,40~44,1,66000
090,2014,21,台中市,M,0,45~49,3,66000
090,2014,21,台南市,F,0,25~29,1,67000
090,2014,21,台南市,F,0,55~59,1,67000
090,2014,21,台南市,F,0,70+,2,67000
090,2014,21,台南市,M,0,20~24,1,67000
090,2014,21,台南市,M,0,25~29,1,67000
090,2014,21,桃園市,F,0,70+,1,68000
090,2014,21,桃園市,M,0,20~24,2,68000
090,2014,21,桃園市,M,0,25~29,1,68000
090,2014,21,桃園市,M,0,40~44,1,68000
090,2014,21,桃園市,M,0,45~49,3,68000
090,2014,21,桃園市,M,0,60~64,1,68000
090,2014,21,桃園市,M,0,70+,1,68000
090,2014,22,金門縣,M,0,40~44,1,09020
090,2014,22,宜蘭縣,F,0,70+,1,10002
090,2014,22,宜蘭縣,M,0,25~29,1,10002
090,2014,22,宜蘭縣,M,0,40~44,1,10002
090,2014,22,宜蘭縣,M,0,70+,1,10002
090,2014,22,新竹縣,F,0,60~64,1,10004
090,2014,22,彰化縣,F,0,45~49,1,10007
090,2014,22,雲林縣,F,0,25~29,1,10009
090,2014,22,雲林縣,M,0,65~69,1,10009
090,2014,22,嘉義縣,F,0,70+,1,10010
090,2014,22,嘉義縣,M,0,25~29,1,10010
090,2014,22,嘉義縣,M,0,45~49,1,10010
090,2014,22,嘉義縣,M,0,70+,2,10010
090,2014,22,屏東縣,M,0,20~24,1,10013
090,2014,22,屏東縣,M,0,35~39,1,10013
090,2014,22,屏東縣,M,0,70+,1,10013
090,2014,22,台東縣,M,0,45~49,1,10014
090,2014,22,台東縣,M,0,70+,1,10014
090,2014,22,花蓮縣,F,0,45~49,1,10015
090,2014,22,花蓮縣,M,0,70+,1,10015
090,2014,22,基隆市,F,0,35~39,1,10017
090,2014,22,基隆市,F,0,70+,1,10017
090,2014,22,基隆市,M,0,25~29,1,10017
090,2014,22,新竹市,M,0,25~29,1,10018
090,2014,22,新竹市,M,0,40~44,1,10018
090,2014,22,嘉義市,F,0,60~64,1,10020
090,2014,22,嘉義市,F,0,70+,1,10020
090,2014,22,嘉義市,M,0,50~54,1,10020
090,2014,22,嘉義市,M,0,55~59,1,10020
090,2014,22,台北市,F,0,20~24,1,63000
090,2014,22,台北市,F,0,70+,1,63000
090,2014,22,台北市,M,0,20~24,1,63000
090,2014,22,台北市,M,0,25~29,6,63000
090,2014,22,台北市,M,0,30~34,2,63000
090,2014,22,台北市,M,0,35~39,3,63000
090,2014,22,台北市,M,0,40~44,3,63000
090,2014,22,台北市,M,0,45~49,1,63000
090,2014,22,台北市,M,0,50~54,1,63000
090,2014,22,台北市,M,0,70+,1,63000
090,2014,22,高雄市,F,0,50~54,1,64000
090,2014,22,高雄市,F,0,60~64,1,64000
090,2014,22,高雄市,F,0,70+,2,64000
090,2014,22,高雄市,M,0,0,1,64000
090,2014,22,高雄市,M,0,15~19,1,64000
090,2014,22,高雄市,M,0,20~24,4,64000
090,2014,22,高雄市,M,0,30~34,4,64000
090,2014,22,高雄市,M,0,45~49,1,64000
090,2014,22,高雄市,M,0,60~64,1,64000
090,2014,22,高雄市,M,0,65~69,6,64000
090,2014,22,高雄市,M,0,70+,2,64000
090,2014,22,新北市,F,0,30~34,1,65000
090,2014,22,新北市,F,0,35~39,2,65000
090,2014,22,新北市,F,0,65~69,1,65000
090,2014,22,新北市,F,0,70+,2,65000
090,2014,22,新北市,M,0,20~24,1,65000
090,2014,22,新北市,M,0,25~29,4,65000
090,2014,22,新北市,M,0,30~34,4,65000
090,2014,22,新北市,M,0,35~39,4,65000
090,2014,22,新北市,M,0,45~49,3,65000
090,2014,22,新北市,M,0,50~54,2,65000
090,2014,22,新北市,M,0,55~59,1,65000
090,2014,22,新北市,M,0,60~64,1,65000
090,2014,22,新北市,M,0,65~69,1,65000
090,2014,22,新北市,M,0,70+,7,65000
090,2014,22,台中市,F,0,40~44,1,66000
090,2014,22,台中市,F,0,45~49,1,66000
090,2014,22,台中市,M,0,20~24,2,66000
090,2014,22,台中市,M,0,25~29,2,66000
090,2014,22,台中市,M,0,30~34,2,66000
090,2014,22,台中市,M,0,35~39,1,66000
090,2014,22,台中市,M,0,40~44,1,66000
090,2014,22,台中市,M,0,50~54,1,66000
090,2014,22,台中市,M,0,70+,1,66000
090,2014,22,台南市,F,0,35~39,1,67000
090,2014,22,台南市,F,0,45~49,1,67000
090,2014,22,台南市,F,0,60~64,1,67000
090,2014,22,台南市,F,0,70+,1,67000
090,2014,22,台南市,M,0,25~29,1,67000
090,2014,22,台南市,M,0,30~34,3,67000
090,2014,22,台南市,M,0,35~39,3,67000
090,2014,22,台南市,M,0,55~59,1,67000
090,2014,22,台南市,M,0,70+,1,67000
090,2014,22,桃園市,F,0,20~24,1,68000
090,2014,22,桃園市,F,0,35~39,1,68000
090,2014,22,桃園市,F,0,45~49,1,68000
090,2014,22,桃園市,F,0,65~69,1,68000
090,2014,22,桃園市,M,0,20~24,2,68000
090,2014,22,桃園市,M,0,25~29,3,68000
090,2014,22,桃園市,M,0,30~34,2,68000
090,2014,22,桃園市,M,0,40~44,1,68000
090,2014,22,桃園市,M,0,45~49,2,68000
090,2014,22,桃園市,M,0,50~54,1,68000
090,2014,22,桃園市,M,0,55~59,1,68000
090,2014,22,桃園市,M,0,65~69,1,68000
090,2014,22,桃園市,M,0,70+,2,68000
090,2014,23,宜蘭縣,F,0,0,1,10002
090,2014,23,宜蘭縣,M,0,70+,1,10002
090,2014,23,新竹縣,F,0,65~69,1,10004
090,2014,23,苗栗縣,F,0,70+,1,10005
090,2014,23,苗栗縣,M,0,30~34,1,10005
090,2014,23,苗栗縣,M,0,70+,1,10005
090,2014,23,彰化縣,F,0,70+,2,10007
090,2014,23,彰化縣,M,0,20~24,1,10007
090,2014,23,彰化縣,M,0,70+,4,10007
090,2014,23,雲林縣,F,0,40~44,1,10009
090,2014,23,雲林縣,F,0,70+,1,10009
090,2014,23,雲林縣,M,0,55~59,1,10009
090,2014,23,嘉義縣,M,0,70+,1,10010
090,2014,23,屏東縣,M,0,20~24,1,10013
090,2014,23,屏東縣,M,0,35~39,1,10013
090,2014,23,屏東縣,M,0,50~54,1,10013
090,2014,23,屏東縣,M,0,70+,2,10013
090,2014,23,花蓮縣,F,0,70+,1,10015
090,2014,23,花蓮縣,M,0,70+,1,10015
090,2014,23,新竹市,F,0,70+,1,10018
090,2014,23,台北市,F,0,30~34,1,63000
090,2014,23,台北市,F,0,70+,1,63000
090,2014,23,台北市,M,0,20~24,1,63000
090,2014,23,台北市,M,0,40~44,1,63000
090,2014,23,台北市,M,0,45~49,1,63000
090,2014,23,台北市,M,0,70+,1,63000
090,2014,23,高雄市,F,0,0,1,64000
090,2014,23,高雄市,F,0,35~39,1,64000
090,2014,23,高雄市,F,0,45~49,1,64000
090,2014,23,高雄市,F,0,55~59,1,64000
090,2014,23,高雄市,F,0,60~64,1,64000
090,2014,23,高雄市,F,0,65~69,1,64000
090,2014,23,高雄市,M,0,20~24,2,64000
090,2014,23,高雄市,M,0,25~29,1,64000
090,2014,23,高雄市,M,0,30~34,3,64000
090,2014,23,高雄市,M,0,40~44,2,64000
090,2014,23,高雄市,M,0,45~49,2,64000
090,2014,23,高雄市,M,0,50~54,2,64000
090,2014,23,高雄市,M,0,55~59,1,64000
090,2014,23,高雄市,M,0,60~64,2,64000
090,2014,23,高雄市,M,0,70+,1,64000
090,2014,23,新北市,F,0,0,1,65000
090,2014,23,新北市,F,0,25~29,1,65000
090,2014,23,新北市,F,0,65~69,1,65000
090,2014,23,新北市,F,0,70+,5,65000
090,2014,23,新北市,M,0,0,1,65000
090,2014,23,新北市,M,0,20~24,2,65000
090,2014,23,新北市,M,0,25~29,3,65000
090,2014,23,新北市,M,0,30~34,1,65000
090,2014,23,新北市,M,0,35~39,1,65000
090,2014,23,新北市,M,0,40~44,1,65000
090,2014,23,新北市,M,0,45~49,1,65000
090,2014,23,新北市,M,0,50~54,3,65000
090,2014,23,新北市,M,0,60~64,2,65000
090,2014,23,新北市,M,0,65~69,1,65000
090,2014,23,新北市,M,0,70+,4,65000
090,2014,23,台中市,F,0,20~24,1,66000
090,2014,23,台中市,F,0,35~39,1,66000
090,2014,23,台中市,F,0,40~44,1,66000
090,2014,23,台中市,F,0,45~49,1,66000
090,2014,23,台中市,F,0,50~54,1,66000
090,2014,23,台中市,F,0,70+,1,66000
090,2014,23,台中市,M,0,20~24,3,66000
090,2014,23,台中市,M,0,25~29,1,66000
090,2014,23,台中市,M,0,35~39,1,66000
090,2014,23,台中市,M,0,55~59,1,66000
090,2014,23,台中市,M,0,65~69,1,66000
090,2014,23,台中市,M,0,70+,1,66000
090,2014,23,台南市,F,0,50~54,1,67000
090,2014,23,台南市,F,0,70+,1,67000
090,2014,23,台南市,M,0,25~29,2,67000
090,2014,23,台南市,M,0,35~39,2,67000
090,2014,23,台南市,M,0,40~44,4,67000
090,2014,23,台南市,M,0,45~49,8,67000
090,2014,23,台南市,M,0,50~54,2,67000
090,2014,23,台南市,M,0,55~59,3,67000
090,2014,23,台南市,M,0,60~64,2,67000
090,2014,23,桃園市,F,0,15~19,1,68000
090,2014,23,桃園市,F,0,55~59,1,68000
090,2014,23,桃園市,F,0,70+,2,68000
090,2014,23,桃園市,M,0,15~19,1,68000
090,2014,23,桃園市,M,0,20~24,1,68000
090,2014,23,桃園市,M,0,25~29,1,68000
090,2014,23,桃園市,M,0,40~44,1,68000
090,2014,23,桃園市,M,0,45~49,1,68000
090,2014,23,桃園市,M,0,60~64,1,68000
090,2014,23,桃園市,M,0,70+,1,68000
090,2014,24,宜蘭縣,F,0,40~44,1,10002
090,2014,24,宜蘭縣,F,0,55~59,1,10002
090,2014,24,宜蘭縣,F,0,70+,1,10002
090,2014,24,宜蘭縣,M,0,70+,1,10002
090,2014,24,苗栗縣,M,0,30~34,1,10005
090,2014,24,彰化縣,F,0,25~29,1,10007
090,2014,24,彰化縣,F,0,30~34,1,10007
090,2014,24,彰化縣,F,0,60~64,1,10007
090,2014,24,彰化縣,F,0,70+,1,10007
090,2014,24,彰化縣,M,0,20~24,1,10007
090,2014,24,彰化縣,M,0,25~29,1,10007
090,2014,24,彰化縣,M,0,30~34,1,10007
090,2014,24,彰化縣,M,0,50~54,1,10007
090,2014,24,南投縣,F,0,70+,1,10008
090,2014,24,南投縣,M,0,25~29,1,10008
090,2014,24,雲林縣,M,0,55~59,1,10009
090,2014,24,雲林縣,M,0,60~64,1,10009
090,2014,24,雲林縣,M,0,70+,1,10009
090,2014,24,屏東縣,M,0,45~49,1,10013
090,2014,24,屏東縣,M,0,65~69,1,10013
090,2014,24,花蓮縣,M,0,35~39,1,10015
090,2014,24,基隆市,M,0,25~29,1,10017
090,2014,24,基隆市,M,0,50~54,1,10017
090,2014,24,新竹市,M,0,35~39,1,10018
090,2014,24,嘉義市,M,0,20~24,1,10020
090,2014,24,台北市,F,0,35~39,1,63000
090,2014,24,台北市,F,0,40~44,1,63000
090,2014,24,台北市,F,0,70+,1,63000
090,2014,24,台北市,M,0,20~24,2,63000
090,2014,24,台北市,M,0,25~29,3,63000
090,2014,24,台北市,M,0,30~34,2,63000
090,2014,24,台北市,M,0,35~39,2,63000
090,2014,24,台北市,M,0,40~44,2,63000
090,2014,24,台北市,M,0,45~49,3,63000
090,2014,24,高雄市,F,0,40~44,1,64000
090,2014,24,高雄市,F,0,55~59,1,64000
090,2014,24,高雄市,F,0,65~69,1,64000
090,2014,24,高雄市,F,0,70+,1,64000
090,2014,24,高雄市,M,0,20~24,4,64000
090,2014,24,高雄市,M,0,25~29,4,64000
090,2014,24,高雄市,M,0,30~34,1,64000
090,2014,24,高雄市,M,0,35~39,2,64000
090,2014,24,高雄市,M,0,40~44,1,64000
090,2014,24,高雄市,M,0,45~49,1,64000
090,2014,24,高雄市,M,0,50~54,1,64000
090,2014,24,高雄市,M,0,55~59,2,64000
090,2014,24,新北市,F,0,30~34,2,65000
090,2014,24,新北市,F,0,35~39,1,65000
090,2014,24,新北市,F,0,55~59,1,65000
090,2014,24,新北市,F,0,65~69,1,65000
090,2014,24,新北市,F,0,70+,5,65000
090,2014,24,新北市,M,0,15~19,2,65000
090,2014,24,新北市,M,0,20~24,3,65000
090,2014,24,新北市,M,0,25~29,11,65000
090,2014,24,新北市,M,0,30~34,2,65000
090,2014,24,新北市,M,0,35~39,3,65000
090,2014,24,新北市,M,0,40~44,5,65000
090,2014,24,新北市,M,0,45~49,1,65000
090,2014,24,新北市,M,0,50~54,4,65000
090,2014,24,新北市,M,0,55~59,3,65000
090,2014,24,新北市,M,0,70+,5,65000
090,2014,24,台中市,F,0,35~39,1,66000
090,2014,24,台中市,F,0,70+,2,66000
090,2014,24,台中市,M,0,20~24,1,66000
090,2014,24,台中市,M,0,25~29,5,66000
090,2014,24,台中市,M,0,30~34,1,66000
090,2014,24,台中市,M,0,35~39,2,66000
090,2014,24,台中市,M,0,70+,2,66000
090,2014,24,台南市,F,0,45~49,1,67000
090,2014,24,台南市,F,0,70+,2,67000
090,2014,24,台南市,M,0,20~24,1,67000
090,2014,24,台南市,M,0,45~49,1,67000
090,2014,24,台南市,M,0,70+,2,67000
090,2014,24,桃園市,F,0,60~64,1,68000
090,2014,24,桃園市,F,0,65~69,1,68000
090,2014,24,桃園市,F,0,70+,2,68000
090,2014,24,桃園市,M,0,20~24,2,68000
090,2014,24,桃園市,M,0,25~29,3,68000
090,2014,24,桃園市,M,0,30~34,1,68000
090,2014,24,桃園市,M,0,35~39,2,68000
090,2014,24,桃園市,M,0,50~54,1,68000
090,2014,24,桃園市,M,0,60~64,1,68000
090,2014,24,桃園市,M,0,70+,1,68000
090,2014,25,宜蘭縣,F,0,35~39,1,10002
090,2014,25,宜蘭縣,F,0,55~59,2,10002
090,2014,25,宜蘭縣,M,0,20~24,1,10002
090,2014,25,苗栗縣,M,0,45~49,1,10005
090,2014,25,彰化縣,F,0,25~29,1,10007
090,2014,25,彰化縣,F,0,60~64,1,10007
090,2014,25,彰化縣,F,0,70+,1,10007
090,2014,25,彰化縣,M,0,70+,3,10007
090,2014,25,南投縣,F,0,70+,1,10008
090,2014,25,南投縣,M,0,25~29,2,10008
090,2014,25,雲林縣,F,0,25~29,1,10009
090,2014,25,雲林縣,F,0,55~59,1,10009
090,2014,25,嘉義縣,M,0,70+,1,10010
090,2014,25,屏東縣,F,0,65~69,1,10013
090,2014,25,屏東縣,F,0,70+,3,10013
090,2014,25,屏東縣,M,0,50~54,1,10013
090,2014,25,屏東縣,M,0,55~59,1,10013
090,2014,25,屏東縣,M,0,60~64,1,10013
090,2014,25,台東縣,M,0,30~34,2,10014
090,2014,25,台東縣,M,0,40~44,1,10014
090,2014,25,花蓮縣,F,0,40~44,1,10015
090,2014,25,花蓮縣,F,0,55~59,1,10015
090,2014,25,花蓮縣,M,0,50~54,1,10015
090,2014,25,基隆市,F,0,65~69,1,10017
090,2014,25,基隆市,F,0,70+,1,10017
090,2014,25,基隆市,M,0,20~24,1,10017
090,2014,25,基隆市,M,0,70+,1,10017
090,2014,25,新竹市,M,0,20~24,1,10018
090,2014,25,台北市,F,0,70+,3,63000
090,2014,25,台北市,M,0,25~29,4,63000
090,2014,25,台北市,M,0,30~34,1,63000
090,2014,25,台北市,M,0,35~39,1,63000
090,2014,25,台北市,M,0,40~44,1,63000
090,2014,25,台北市,M,0,45~49,1,63000
090,2014,25,台北市,M,0,50~54,2,63000
090,2014,25,台北市,M,0,60~64,1,63000
090,2014,25,台北市,M,0,70+,1,63000
090,2014,25,高雄市,F,0,35~39,1,64000
090,2014,25,高雄市,F,0,70+,2,64000
090,2014,25,高雄市,M,0,20~24,6,64000
090,2014,25,高雄市,M,0,25~29,2,64000
090,2014,25,高雄市,M,0,30~34,4,64000
090,2014,25,高雄市,M,0,40~44,2,64000
090,2014,25,高雄市,M,0,50~54,1,64000
090,2014,25,高雄市,M,0,60~64,1,64000
090,2014,25,高雄市,M,0,70+,1,64000
090,2014,25,新北市,F,0,45~49,1,65000
090,2014,25,新北市,F,0,50~54,3,65000
090,2014,25,新北市,F,0,60~64,1,65000
090,2014,25,新北市,F,0,70+,2,65000
090,2014,25,新北市,M,0,20~24,2,65000
090,2014,25,新北市,M,0,25~29,3,65000
090,2014,25,新北市,M,0,30~34,5,65000
090,2014,25,新北市,M,0,35~39,5,65000
090,2014,25,新北市,M,0,40~44,1,65000
090,2014,25,新北市,M,0,45~49,1,65000
090,2014,25,新北市,M,0,50~54,2,65000
090,2014,25,新北市,M,0,55~59,1,65000
090,2014,25,新北市,M,0,70+,2,65000
090,2014,25,台中市,F,0,40~44,2,66000
090,2014,25,台中市,F,0,70+,2,66000
090,2014,25,台中市,M,0,15~19,1,66000
090,2014,25,台中市,M,0,20~24,5,66000
090,2014,25,台中市,M,0,25~29,9,66000
090,2014,25,台中市,M,0,30~34,2,66000
090,2014,25,台中市,M,0,35~39,1,66000
090,2014,25,台中市,M,0,40~44,1,66000
090,2014,25,台中市,M,0,50~54,1,66000
090,2014,25,台南市,F,0,25~29,1,67000
090,2014,25,台南市,F,0,70+,3,67000
090,2014,25,台南市,M,0,20~24,3,67000
090,2014,25,台南市,M,0,30~34,1,67000
090,2014,25,台南市,M,0,40~44,1,67000
090,2014,25,台南市,M,0,45~49,1,67000
090,2014,25,台南市,M,0,50~54,1,67000
090,2014,25,台南市,M,0,65~69,1,67000
090,2014,25,桃園市,F,0,60~64,2,68000
090,2014,25,桃園市,M,0,15~19,1,68000
090,2014,25,桃園市,M,0,20~24,1,68000
090,2014,25,桃園市,M,0,25~29,2,68000
090,2014,25,桃園市,M,0,30~34,3,68000
090,2014,25,桃園市,M,0,40~44,2,68000
090,2014,25,桃園市,M,0,45~49,1,68000
090,2014,25,桃園市,M,0,50~54,1,68000
090,2014,25,桃園市,M,0,65~69,1,68000
090,2014,25,桃園市,M,0,70+,1,68000
090,2014,26,宜蘭縣,F,0,45~49,1,10002
090,2014,26,宜蘭縣,F,0,70+,1,10002
090,2014,26,宜蘭縣,M,0,25~29,1,10002
090,2014,26,新竹縣,M,0,20~24,2,10004
090,2014,26,新竹縣,M,0,70+,1,10004
090,2014,26,苗栗縣,M,0,50~54,1,10005
090,2014,26,彰化縣,F,0,70+,1,10007
090,2014,26,彰化縣,M,0,25~29,1,10007
090,2014,26,彰化縣,M,0,45~49,1,10007
090,2014,26,彰化縣,M,0,70+,1,10007
090,2014,26,南投縣,F,0,70+,1,10008
090,2014,26,南投縣,M,0,15~19,1,10008
090,2014,26,南投縣,M,0,45~49,1,10008
090,2014,26,雲林縣,F,0,65~69,1,10009
090,2014,26,雲林縣,M,0,60~64,1,10009
090,2014,26,雲林縣,M,0,70+,2,10009
090,2014,26,嘉義縣,F,0,30~34,1,10010
090,2014,26,嘉義縣,F,0,70+,1,10010
090,2014,26,嘉義縣,M,0,70+,2,10010
090,2014,26,嘉義縣,M,1,40~44,1,10010
090,2014,26,嘉義縣,M,1,45~49,1,10010
090,2014,26,屏東縣,M,0,25~29,3,10013
090,2014,26,屏東縣,M,0,35~39,1,10013
090,2014,26,屏東縣,M,0,55~59,1,10013
090,2014,26,台東縣,F,0,0,1,10014
090,2014,26,台東縣,M,0,70+,1,10014
090,2014,26,基隆市,M,0,35~39,1,10017
090,2014,26,嘉義市,M,0,45~49,1,10020
090,2014,26,台北市,F,0,40~44,1,63000
090,2014,26,台北市,F,0,70+,2,63000
090,2014,26,台北市,M,0,20~24,3,63000
090,2014,26,台北市,M,0,25~29,4,63000
090,2014,26,台北市,M,0,30~34,2,63000
090,2014,26,台北市,M,0,35~39,2,63000
090,2014,26,台北市,M,0,40~44,2,63000
090,2014,26,台北市,M,0,70+,2,63000
090,2014,26,高雄市,F,0,55~59,1,64000
090,2014,26,高雄市,F,0,60~64,1,64000
090,2014,26,高雄市,M,0,20~24,2,64000
090,2014,26,高雄市,M,0,25~29,4,64000
090,2014,26,高雄市,M,0,30~34,5,64000
090,2014,26,高雄市,M,0,35~39,1,64000
090,2014,26,高雄市,M,0,40~44,2,64000
090,2014,26,高雄市,M,0,45~49,4,64000
090,2014,26,高雄市,M,0,50~54,1,64000
090,2014,26,高雄市,M,0,55~59,1,64000
090,2014,26,高雄市,M,0,60~64,1,64000
090,2014,26,新北市,F,0,0,1,65000
090,2014,26,新北市,F,0,65~69,1,65000
090,2014,26,新北市,F,0,70+,1,65000
090,2014,26,新北市,M,0,15~19,1,65000
090,2014,26,新北市,M,0,20~24,1,65000
090,2014,26,新北市,M,0,25~29,7,65000
090,2014,26,新北市,M,0,30~34,4,65000
090,2014,26,新北市,M,0,35~39,2,65000
090,2014,26,新北市,M,0,45~49,3,65000
090,2014,26,新北市,M,0,50~54,1,65000
090,2014,26,新北市,M,0,55~59,1,65000
090,2014,26,新北市,M,0,65~69,2,65000
090,2014,26,新北市,M,0,70+,3,65000
090,2014,26,台中市,F,0,70+,1,66000
090,2014,26,台中市,M,0,20~24,3,66000
090,2014,26,台中市,M,0,25~29,2,66000
090,2014,26,台中市,M,0,30~34,1,66000
090,2014,26,台中市,M,0,35~39,2,66000
090,2014,26,台中市,M,0,40~44,1,66000
090,2014,26,台中市,M,0,45~49,1,66000
090,2014,26,台中市,M,0,50~54,1,66000
090,2014,26,台中市,M,0,70+,1,66000
090,2014,26,台南市,F,0,25~29,1,67000
090,2014,26,台南市,F,0,35~39,1,67000
090,2014,26,台南市,F,0,45~49,1,67000
090,2014,26,台南市,F,0,55~59,1,67000
090,2014,26,台南市,F,0,70+,1,67000
090,2014,26,台南市,M,0,20~24,1,67000
090,2014,26,台南市,M,0,25~29,2,67000
090,2014,26,台南市,M,0,35~39,1,67000
090,2014,26,台南市,M,0,50~54,1,67000
090,2014,26,台南市,M,0,60~64,1,67000
090,2014,26,桃園市,F,0,20~24,1,68000
090,2014,26,桃園市,F,0,35~39,1,68000
090,2014,26,桃園市,F,0,55~59,1,68000
090,2014,26,桃園市,M,0,20~24,1,68000
090,2014,26,桃園市,M,0,25~29,1,68000
090,2014,26,桃園市,M,0,30~34,3,68000
090,2014,26,桃園市,M,0,35~39,2,68000
090,2014,26,桃園市,M,0,40~44,4,68000
090,2014,26,桃園市,M,0,45~49,2,68000
090,2014,26,桃園市,M,0,50~54,2,68000
090,2014,26,桃園市,M,0,55~59,2,68000
090,2014,27,宜蘭縣,M,0,20~24,1,10002
090,2014,27,宜蘭縣,M,0,60~64,1,10002
090,2014,27,苗栗縣,M,0,25~29,1,10005
090,2014,27,彰化縣,F,0,30~34,1,10007
090,2014,27,彰化縣,M,0,70+,1,10007
090,2014,27,南投縣,M,0,70+,1,10008
090,2014,27,雲林縣,F,0,55~59,1,10009
090,2014,27,雲林縣,M,0,20~24,1,10009
090,2014,27,雲林縣,M,0,65~69,1,10009
090,2014,27,雲林縣,M,0,70+,2,10009
090,2014,27,嘉義縣,F,0,70+,1,10010
090,2014,27,嘉義縣,M,0,60~64,1,10010
090,2014,27,嘉義縣,M,0,70+,1,10010
090,2014,27,屏東縣,F,0,70+,1,10013
090,2014,27,屏東縣,M,0,20~24,1,10013
090,2014,27,屏東縣,M,0,25~29,1,10013
090,2014,27,屏東縣,M,0,35~39,1,10013
090,2014,27,屏東縣,M,0,45~49,1,10013
090,2014,27,屏東縣,M,0,50~54,1,10013
090,2014,27,花蓮縣,M,0,25~29,1,10015
090,2014,27,花蓮縣,M,0,35~39,1,10015
090,2014,27,澎湖縣,M,0,20~24,1,10016
090,2014,27,基隆市,M,0,70+,1,10017
090,2014,27,新竹市,M,0,25~29,2,10018
090,2014,27,新竹市,M,0,30~34,1,10018
090,2014,27,新竹市,M,0,55~59,1,10018
090,2014,27,嘉義市,F,0,55~59,1,10020
090,2014,27,嘉義市,F,0,60~64,1,10020
090,2014,27,嘉義市,M,0,15~19,1,10020
090,2014,27,嘉義市,M,0,70+,1,10020
090,2014,27,台北市,F,0,25~29,1,63000
090,2014,27,台北市,F,0,30~34,1,63000
090,2014,27,台北市,F,0,35~39,1,63000
090,2014,27,台北市,F,0,70+,2,63000
090,2014,27,台北市,M,0,20~24,2,63000
090,2014,27,台北市,M,0,25~29,1,63000
090,2014,27,台北市,M,0,30~34,3,63000
090,2014,27,台北市,M,0,35~39,3,63000
090,2014,27,台北市,M,0,40~44,3,63000
090,2014,27,台北市,M,0,45~49,2,63000
090,2014,27,高雄市,F,0,50~54,1,64000
090,2014,27,高雄市,F,0,60~64,1,64000
090,2014,27,高雄市,M,0,20~24,1,64000
090,2014,27,高雄市,M,0,30~34,1,64000
090,2014,27,高雄市,M,0,35~39,1,64000
090,2014,27,高雄市,M,0,45~49,1,64000
090,2014,27,高雄市,M,0,50~54,3,64000
090,2014,27,高雄市,M,0,55~59,1,64000
090,2014,27,高雄市,M,0,60~64,1,64000
090,2014,27,高雄市,M,0,65~69,1,64000
090,2014,27,高雄市,M,0,70+,1,64000
090,2014,27,新北市,F,0,25~29,3,65000
090,2014,27,新北市,F,0,55~59,1,65000
090,2014,27,新北市,F,0,60~64,1,65000
090,2014,27,新北市,F,0,70+,1,65000
090,2014,27,新北市,M,0,15~19,1,65000
090,2014,27,新北市,M,0,20~24,2,65000
090,2014,27,新北市,M,0,25~29,4,65000
090,2014,27,新北市,M,0,30~34,4,65000
090,2014,27,新北市,M,0,35~39,5,65000
090,2014,27,新北市,M,0,40~44,1,65000
090,2014,27,新北市,M,0,50~54,2,65000
090,2014,27,新北市,M,0,60~64,1,65000
090,2014,27,新北市,M,0,65~69,1,65000
090,2014,27,新北市,M,0,70+,4,65000
090,2014,27,台中市,F,0,25~29,1,66000
090,2014,27,台中市,F,0,65~69,1,66000
090,2014,27,台中市,F,0,70+,1,66000
090,2014,27,台中市,M,0,15~19,1,66000
090,2014,27,台中市,M,0,20~24,1,66000
090,2014,27,台中市,M,0,25~29,1,66000
090,2014,27,台中市,M,0,30~34,1,66000
090,2014,27,台中市,M,0,35~39,2,66000
090,2014,27,台中市,M,0,40~44,1,66000
090,2014,27,台中市,M,0,45~49,1,66000
090,2014,27,台中市,M,0,60~64,1,66000
090,2014,27,台中市,M,0,70+,2,66000
