年,週,就診類別,年齡別,縣市,急性上呼吸道感染健保就診人次,健保就診總人次,縣市別代碼
2024,41,住院,65+,苗栗縣,0,264,10005
2024,41,住院,65+,彰化縣,2,1098,10007
2024,41,住院,65+,南投縣,1,264,10008
2024,41,住院,65+,雲林縣,4,386,10009
2024,41,住院,65+,嘉義縣,0,323,10010
2024,41,住院,65+,屏東縣,0,368,10013
2024,41,住院,65+,台東縣,0,105,10014
2024,41,住院,65+,花蓮縣,0,329,10015
2024,41,住院,65+,澎湖縣,0,10,10016
2024,41,住院,65+,基隆市,0,333,10017
2024,41,住院,65+,新竹市,1,262,10018
2024,41,住院,65+,嘉義市,0,269,10020
2024,41,住院,65+,台北市,7,3293,63000
2024,41,住院,65+,高雄市,1,2354,64000
2024,41,住院,65+,新北市,2,1751,65000
2024,41,住院,65+,台中市,1,2212,66000
2024,41,住院,65+,台南市,1,971,67000
2024,41,住院,65+,桃園市,2,1450,68000
2024,41,住院,7~12,金門縣,0,3,09020
2024,41,住院,7~12,宜蘭縣,0,25,10002
2024,41,住院,7~12,新竹縣,0,4,10004
2024,41,住院,7~12,苗栗縣,0,8,10005
2024,41,住院,7~12,彰化縣,1,66,10007
2024,41,住院,7~12,南投縣,0,18,10008
2024,41,住院,7~12,雲林縣,0,10,10009
2024,41,住院,7~12,嘉義縣,0,14,10010
2024,41,住院,7~12,屏東縣,0,21,10013
2024,41,住院,7~12,台東縣,0,5,10014
2024,41,住院,7~12,花蓮縣,1,8,10015
2024,41,住院,7~12,澎湖縣,0,1,10016
2024,41,住院,7~12,基隆市,0,11,10017
2024,41,住院,7~12,新竹市,0,12,10018
2024,41,住院,7~12,嘉義市,0,4,10020
2024,41,住院,7~12,台北市,1,128,63000
2024,41,住院,7~12,高雄市,0,98,64000
2024,41,住院,7~12,新北市,1,56,65000
2024,41,住院,7~12,台中市,1,103,66000
2024,41,住院,7~12,台南市,0,18,67000
2024,41,住院,7~12,桃園市,1,82,68000
2024,41,門診,0~2,連江縣,0,23,09007
2024,41,門診,0~2,金門縣,110,401,09020
2024,41,門診,0~2,宜蘭縣,1008,2761,10002
2024,41,門診,0~2,新竹縣,1128,4314,10004
2024,41,門診,0~2,苗栗縣,688,3073,10005
2024,41,門診,0~2,彰化縣,1865,8429,10007
2024,41,門診,0~2,南投縣,740,2737,10008
2024,41,門診,0~2,雲林縣,1085,3678,10009
2024,41,門診,0~2,嘉義縣,444,1323,10010
2024,41,門診,0~2,屏東縣,796,3912,10013
2024,41,門診,0~2,台東縣,195,746,10014
2024,41,門診,0~2,花蓮縣,278,1602,10015
2024,41,門診,0~2,澎湖縣,121,445,10016
2024,41,門診,0~2,基隆市,296,1410,10017
2024,41,門診,0~2,新竹市,780,4528,10018
2024,41,門診,0~2,嘉義市,436,2314,10020
2024,41,門診,0~2,台北市,2884,11944,63000
2024,41,門診,0~2,高雄市,3116,13594,64000
2024,41,門診,0~2,新北市,6514,24601,65000
2024,41,門診,0~2,台中市,3849,21458,66000
2024,41,門診,0~2,台南市,2399,10865,67000
2024,41,門診,0~2,桃園市,3593,15336,68000
2024,41,門診,13~15,連江縣,1,12,09007
2024,41,門診,13~15,金門縣,37,431,09020
2024,41,門診,13~15,宜蘭縣,237,1978,10002
2024,41,門診,13~15,新竹縣,424,2442,10004
2024,41,門診,13~15,苗栗縣,337,2094,10005
2024,41,門診,13~15,彰化縣,635,5511,10007
2024,41,門診,13~15,南投縣,240,1842,10008
2024,41,門診,13~15,雲林縣,424,2620,10009
2024,41,門診,13~15,嘉義縣,214,1130,10010
2024,41,門診,13~15,屏東縣,359,2468,10013
2024,41,門診,13~15,台東縣,92,586,10014
2024,41,門診,13~15,花蓮縣,114,998,10015
2024,41,門診,13~15,澎湖縣,48,386,10016
2024,41,門診,13~15,基隆市,163,1203,10017
2024,41,門診,13~15,新竹市,150,2334,10018
2024,41,門診,13~15,嘉義市,127,1799,10020
2024,41,門診,13~15,台北市,1131,10004,63000
2024,41,門診,13~15,高雄市,1008,10142,64000
2024,41,門診,13~15,新北市,2195,17827,65000
2024,41,門診,13~15,台中市,1281,13310,66000
2024,41,門診,13~15,台南市,543,6728,67000
2024,41,門診,13~15,桃園市,1228,10265,68000
2024,41,門診,16~18,連江縣,0,7,09007
2024,41,門診,16~18,金門縣,53,328,09020
2024,41,門診,16~18,宜蘭縣,198,1531,10002
2024,41,門診,16~18,新竹縣,300,1743,10004
2024,41,門診,16~18,苗栗縣,322,1654,10005
2024,41,門診,16~18,彰化縣,506,4363,10007
2024,41,門診,16~18,南投縣,187,1475,10008
2024,41,門診,16~18,雲林縣,353,2264,10009
2024,41,門診,16~18,嘉義縣,246,983,10010
2024,41,門診,16~18,屏東縣,313,2082,10013
2024,41,門診,16~18,台東縣,85,436,10014
2024,41,門診,16~18,花蓮縣,92,843,10015
2024,41,門診,16~18,澎湖縣,39,288,10016
2024,41,門診,16~18,基隆市,113,869,10017
2024,41,門診,16~18,新竹市,144,1963,10018
2024,41,門診,16~18,嘉義市,147,1570,10020
2024,41,門診,16~18,台北市,1111,8700,63000
2024,41,門診,16~18,高雄市,1093,9249,64000
2024,41,門診,16~18,新北市,2006,14454,65000
2024,41,門診,16~18,台中市,1328,11461,66000
2024,41,門診,16~18,台南市,564,5900,67000
2024,41,門診,16~18,桃園市,973,7511,68000
2024,41,門診,19~24,連江縣,1,23,09007
2024,41,門診,19~24,金門縣,61,683,09020
2024,41,門診,19~24,宜蘭縣,305,2275,10002
2024,41,門診,19~24,新竹縣,419,3308,10004
2024,41,門診,19~24,苗栗縣,484,2598,10005
2024,41,門診,19~24,彰化縣,750,7335,10007
2024,41,門診,19~24,南投縣,255,2465,10008
2024,41,門診,19~24,雲林縣,648,4372,10009
2024,41,門診,19~24,嘉義縣,510,2369,10010
2024,41,門診,19~24,屏東縣,701,5007,10013
2024,41,門診,19~24,台東縣,109,949,10014
2024,41,門診,19~24,花蓮縣,181,2092,10015
2024,41,門診,19~24,澎湖縣,99,764,10016
2024,41,門診,19~24,基隆市,280,1920,10017
2024,41,門診,19~24,新竹市,284,4375,10018
2024,41,門診,19~24,嘉義市,218,3333,10020
2024,41,門診,19~24,台北市,2208,21286,63000
2024,41,門診,19~24,高雄市,2310,22706,64000
2024,41,門診,19~24,新北市,3321,28818,65000
2024,41,門診,19~24,台中市,2954,29482,66000
2024,41,門診,19~24,台南市,1174,14246,67000
2024,41,門診,19~24,桃園市,1616,15171,68000
2024,41,門診,25~64,連江縣,22,575,09007
2024,41,門診,25~64,金門縣,697,8707,09020
2024,41,門診,25~64,宜蘭縣,2993,38488,10002
2024,41,門診,25~64,新竹縣,4859,57709,10004
2024,41,門診,25~64,苗栗縣,5455,46496,10005
2024,41,門診,25~64,彰化縣,8842,123141,10007
2024,41,門診,25~64,南投縣,3245,42428,10008
2024,41,門診,25~64,雲林縣,5626,59926,10009
2024,41,門診,25~64,嘉義縣,3915,31295,10010
2024,41,門診,25~64,屏東縣,6556,80799,10013
2024,41,門診,25~64,台東縣,1294,16660,10014
2024,41,門診,25~64,花蓮縣,1744,31097,10015
2024,41,門診,25~64,澎湖縣,721,13280,10016
2024,41,門診,25~64,基隆市,2915,31398,10017
2024,41,門診,25~64,新竹市,2776,60990,10018
2024,41,門診,25~64,嘉義市,2435,50953,10020
2024,41,門診,25~64,台北市,19136,319942,63000
2024,41,門診,25~64,高雄市,22210,345885,64000
2024,41,門診,25~64,新北市,36141,416291,65000
2024,41,門診,25~64,台中市,23010,370640,66000
2024,41,門診,25~64,台南市,11452,220397,67000
2024,41,門診,25~64,桃園市,17076,224755,68000
2024,41,門診,3~6,連江縣,3,41,09007
2024,41,門診,3~6,金門縣,196,826,09020
2024,41,門診,3~6,宜蘭縣,1662,5042,10002
2024,41,門診,3~6,新竹縣,1872,7955,10004
2024,41,門診,3~6,苗栗縣,1409,6077,10005
2024,41,門診,3~6,彰化縣,3134,15099,10007
2024,41,門診,3~6,南投縣,1382,5454,10008
2024,41,門診,3~6,雲林縣,1906,7279,10009
2024,41,門診,3~6,嘉義縣,838,2656,10010
2024,41,門診,3~6,屏東縣,1332,6656,10013
2024,41,門診,3~6,台東縣,267,1308,10014
2024,41,門診,3~6,花蓮縣,471,2713,10015
2024,41,門診,3~6,澎湖縣,195,882,10016
2024,41,門診,3~6,基隆市,634,3106,10017
2024,41,門診,3~6,新竹市,1116,7727,10018
2024,41,門診,3~6,嘉義市,687,4139,10020
2024,41,門診,3~6,台北市,4793,21772,63000
2024,41,門診,3~6,高雄市,5464,25795,64000
2024,41,門診,3~6,新北市,10508,47528,65000
2024,41,門診,3~6,台中市,6805,39551,66000
2024,41,門診,3~6,台南市,3589,19326,67000
2024,41,門診,3~6,桃園市,6175,29580,68000
2024,41,門診,65+,連江縣,14,332,09007
2024,41,門診,65+,金門縣,258,5695,09020
2024,41,門診,65+,宜蘭縣,1207,29042,10002
2024,41,門診,65+,新竹縣,1126,23922,10004
2024,41,門診,65+,苗栗縣,1760,30979,10005
2024,41,門診,65+,彰化縣,3621,77995,10007
2024,41,門診,65+,南投縣,1626,33313,10008
2024,41,門診,65+,雲林縣,2429,43365,10009
2024,41,門診,65+,嘉義縣,1935,26520,10010
2024,41,門診,65+,屏東縣,3301,65789,10013
2024,41,門診,65+,台東縣,840,13566,10014
2024,41,門診,65+,花蓮縣,884,23054,10015
2024,41,門診,65+,澎湖縣,305,10108,10016
2024,41,門診,65+,基隆市,1299,20653,10017
2024,41,門診,65+,新竹市,798,24964,10018
2024,41,門診,65+,嘉義市,1008,32801,10020
2024,41,門診,65+,台北市,7666,221953,63000
2024,41,門診,65+,高雄市,8691,220433,64000
2024,41,門診,65+,新北市,12386,214286,65000
2024,41,門診,65+,台中市,7991,187106,66000
2024,41,門診,65+,台南市,4657,131794,67000
2024,41,門診,65+,桃園市,4389,94852,68000
2024,41,門診,7~12,連江縣,3,41,09007
2024,41,門診,7~12,金門縣,202,1246,09020
2024,41,門診,7~12,宜蘭縣,1008,4929,10002
2024,41,門診,7~12,新竹縣,1569,8243,10004
2024,41,門診,7~12,苗栗縣,1222,6536,10005
2024,41,門診,7~12,彰化縣,2392,16890,10007
2024,41,門診,7~12,南投縣,1102,5720,10008
2024,41,門診,7~12,雲林縣,1470,7760,10009
2024,41,門診,7~12,嘉義縣,860,3222,10010
2024,41,門診,7~12,屏東縣,1434,7903,10013
2024,41,門診,7~12,台東縣,290,1557,10014
2024,41,門診,7~12,花蓮縣,426,3053,10015
2024,41,門診,7~12,澎湖縣,183,1131,10016
2024,41,門診,7~12,基隆市,574,3626,10017
2024,41,門診,7~12,新竹市,823,8610,10018
2024,41,門診,7~12,嘉義市,508,5093,10020
2024,41,門診,7~12,台北市,4327,29396,63000
2024,41,門診,7~12,高雄市,4595,32607,64000
2024,41,門診,7~12,新北市,8476,52744,65000
2024,41,門診,7~12,台中市,5526,44041,66000
2024,41,門診,7~12,台南市,2678,22190,67000
2024,41,門診,7~12,桃園市,4696,32826,68000
2024,42,住院,0~2,金門縣,0,1,09020
2024,42,住院,0~2,宜蘭縣,0,35,10002
2024,42,住院,0~2,新竹縣,1,16,10004
2024,42,住院,0~2,苗栗縣,0,14,10005
2024,42,住院,0~2,彰化縣,3,108,10007
2024,42,住院,0~2,南投縣,0,17,10008
2024,42,住院,0~2,雲林縣,0,8,10009
2024,42,住院,0~2,嘉義縣,0,14,10010
2024,42,住院,0~2,屏東縣,0,25,10013
2024,42,住院,0~2,台東縣,0,2,10014
2024,42,住院,0~2,花蓮縣,2,22,10015
2024,42,住院,0~2,基隆市,0,10,10017
2024,42,住院,0~2,新竹市,0,30,10018
2024,42,住院,0~2,嘉義市,0,7,10020
2024,42,住院,0~2,台北市,4,133,63000
2024,42,住院,0~2,高雄市,0,117,64000
2024,42,住院,0~2,新北市,2,109,65000
2024,42,住院,0~2,台中市,0,127,66000
2024,42,住院,0~2,台南市,0,17,67000
2024,42,住院,0~2,桃園市,1,91,68000
2024,42,住院,13~15,金門縣,0,1,09020
2024,42,住院,13~15,宜蘭縣,0,2,10002
2024,42,住院,13~15,新竹縣,0,3,10004
2024,42,住院,13~15,苗栗縣,0,5,10005
2024,42,住院,13~15,彰化縣,0,25,10007
2024,42,住院,13~15,南投縣,0,2,10008
2024,42,住院,13~15,雲林縣,0,7,10009
2024,42,住院,13~15,嘉義縣,0,3,10010
2024,42,住院,13~15,屏東縣,0,7,10013
2024,42,住院,13~15,花蓮縣,0,9,10015
2024,42,住院,13~15,基隆市,0,2,10017
2024,42,住院,13~15,新竹市,0,5,10018
2024,42,住院,13~15,嘉義市,0,4,10020
2024,42,住院,13~15,台北市,1,66,63000
2024,42,住院,13~15,高雄市,0,28,64000
2024,42,住院,13~15,新北市,0,13,65000
2024,42,住院,13~15,台中市,0,40,66000
2024,42,住院,13~15,台南市,0,2,67000
2024,42,住院,13~15,桃園市,0,23,68000
2024,42,住院,16~18,金門縣,0,1,09020
2024,42,住院,16~18,宜蘭縣,1,8,10002
2024,42,住院,16~18,新竹縣,0,5,10004
2024,42,住院,16~18,苗栗縣,0,8,10005
2024,42,住院,16~18,彰化縣,0,20,10007
2024,42,住院,16~18,南投縣,0,5,10008
2024,42,住院,16~18,雲林縣,0,8,10009
2024,42,住院,16~18,嘉義縣,0,10,10010
2024,42,住院,16~18,屏東縣,0,8,10013
2024,42,住院,16~18,台東縣,0,1,10014
2024,42,住院,16~18,花蓮縣,0,7,10015
2024,42,住院,16~18,基隆市,0,5,10017
2024,42,住院,16~18,新竹市,0,8,10018
2024,42,住院,16~18,嘉義市,0,2,10020
2024,42,住院,16~18,台北市,0,57,63000
2024,42,住院,16~18,高雄市,0,33,64000
2024,42,住院,16~18,新北市,0,23,65000
2024,42,住院,16~18,台中市,0,43,66000
2024,42,住院,16~18,台南市,0,8,67000
2024,42,住院,16~18,桃園市,1,35,68000
2024,42,住院,19~24,金門縣,0,1,09020
2024,42,住院,19~24,宜蘭縣,0,20,10002
2024,42,住院,19~24,新竹縣,0,17,10004
2024,42,住院,19~24,苗栗縣,0,16,10005
2024,42,住院,19~24,彰化縣,0,65,10007
2024,42,住院,19~24,南投縣,0,12,10008
2024,42,住院,19~24,雲林縣,0,13,10009
2024,42,住院,19~24,嘉義縣,0,19,10010
2024,42,住院,19~24,屏東縣,0,22,10013
2024,42,住院,19~24,台東縣,0,3,10014
2024,42,住院,19~24,花蓮縣,0,19,10015
2024,42,住院,19~24,澎湖縣,0,1,10016
2024,42,住院,19~24,基隆市,0,16,10017
2024,42,住院,19~24,新竹市,0,16,10018
2024,42,住院,19~24,嘉義市,0,10,10020
2024,42,住院,19~24,台北市,1,123,63000
2024,42,住院,19~24,高雄市,0,162,64000
2024,42,住院,19~24,新北市,5,86,65000
2024,42,住院,19~24,台中市,0,172,66000
2024,42,住院,19~24,台南市,1,43,67000
2024,42,住院,19~24,桃園市,0,112,68000
2024,42,住院,25~64,金門縣,0,35,09020
2024,42,住院,25~64,宜蘭縣,0,453,10002
2024,42,住院,25~64,新竹縣,2,468,10004
2024,42,住院,25~64,苗栗縣,0,226,10005
2024,42,住院,25~64,彰化縣,4,1358,10007
2024,42,住院,25~64,南投縣,7,189,10008
2024,42,住院,25~64,雲林縣,5,399,10009
2024,42,住院,25~64,嘉義縣,0,409,10010
2024,42,住院,25~64,屏東縣,0,461,10013
2024,42,住院,25~64,台東縣,0,100,10014
2024,42,住院,25~64,花蓮縣,0,397,10015
2024,42,住院,25~64,澎湖縣,0,20,10016
2024,42,住院,25~64,基隆市,0,379,10017
2024,42,住院,25~64,新竹市,2,386,10018
2024,42,住院,25~64,嘉義市,7,399,10020
2024,42,住院,25~64,台北市,19,4726,63000
2024,42,住院,25~64,高雄市,5,3395,64000
2024,42,住院,25~64,新北市,34,2184,65000
2024,42,住院,25~64,台中市,2,4016,66000
2024,42,住院,25~64,台南市,1,1553,67000
2024,42,住院,25~64,桃園市,1,2646,68000
2024,42,住院,3~6,金門縣,0,2,09020
2024,42,住院,3~6,宜蘭縣,1,43,10002
2024,42,住院,3~6,新竹縣,0,7,10004
2024,42,住院,3~6,苗栗縣,1,23,10005
2024,42,住院,3~6,彰化縣,3,83,10007
2024,42,住院,3~6,南投縣,0,23,10008
2024,42,住院,3~6,雲林縣,1,11,10009
2024,42,住院,3~6,嘉義縣,0,22,10010
2024,42,住院,3~6,屏東縣,0,34,10013
2024,42,住院,3~6,台東縣,0,4,10014
2024,42,住院,3~6,花蓮縣,0,24,10015
2024,42,住院,3~6,基隆市,0,9,10017
2024,42,住院,3~6,新竹市,0,9,10018
2024,42,住院,3~6,嘉義市,0,6,10020
2024,42,住院,3~6,台北市,2,117,63000
2024,42,住院,3~6,高雄市,0,100,64000
2024,42,住院,3~6,新北市,0,78,65000
2024,42,住院,3~6,台中市,0,119,66000
2024,42,住院,3~6,台南市,0,20,67000
2024,42,住院,3~6,桃園市,0,81,68000
2024,42,住院,65+,金門縣,0,43,09020
2024,42,住院,65+,宜蘭縣,2,351,10002
2024,42,住院,65+,新竹縣,2,306,10004
2024,42,住院,65+,苗栗縣,0,275,10005
2024,42,住院,65+,彰化縣,3,1197,10007
2024,42,住院,65+,南投縣,1,237,10008
2024,42,住院,65+,雲林縣,2,381,10009
2024,42,住院,65+,嘉義縣,0,422,10010
2024,42,住院,65+,屏東縣,1,400,10013
2024,42,住院,65+,台東縣,0,109,10014
2024,42,住院,65+,花蓮縣,1,365,10015
2024,42,住院,65+,澎湖縣,0,22,10016
2024,42,住院,65+,基隆市,0,373,10017
2024,42,住院,65+,新竹市,1,278,10018
2024,42,住院,65+,嘉義市,1,296,10020
2024,42,住院,65+,台北市,8,3945,63000
2024,42,住院,65+,高雄市,3,2469,64000
2024,42,住院,65+,新北市,2,2048,65000
2024,42,住院,65+,台中市,2,2388,66000
2024,42,住院,65+,台南市,5,1177,67000
2024,42,住院,65+,桃園市,4,1669,68000
2024,42,住院,7~12,金門縣,0,1,09020
2024,42,住院,7~12,宜蘭縣,0,29,10002
2024,42,住院,7~12,新竹縣,0,8,10004
2024,42,住院,7~12,苗栗縣,0,15,10005
2024,42,住院,7~12,彰化縣,1,71,10007
2024,42,住院,7~12,南投縣,0,14,10008
2024,42,住院,7~12,雲林縣,2,11,10009
2024,42,住院,7~12,嘉義縣,0,11,10010
2024,42,住院,7~12,屏東縣,1,29,10013
2024,42,住院,7~12,台東縣,0,0,10014
2024,42,住院,7~12,花蓮縣,1,15,10015
2024,42,住院,7~12,基隆市,0,10,10017
2024,42,住院,7~12,新竹市,0,18,10018
2024,42,住院,7~12,嘉義市,0,2,10020
2024,42,住院,7~12,台北市,1,134,63000
2024,42,住院,7~12,高雄市,0,108,64000
2024,42,住院,7~12,新北市,0,58,65000
2024,42,住院,7~12,台中市,0,108,66000
2024,42,住院,7~12,台南市,0,18,67000
2024,42,住院,7~12,桃園市,0,74,68000
2024,42,門診,0~2,連江縣,2,7,09007
2024,42,門診,0~2,金門縣,105,442,09020
2024,42,門診,0~2,宜蘭縣,975,2762,10002
2024,42,門診,0~2,新竹縣,1163,4559,10004
2024,42,門診,0~2,苗栗縣,650,2957,10005
2024,42,門診,0~2,彰化縣,1790,8464,10007
2024,42,門診,0~2,南投縣,787,2852,10008
2024,42,門診,0~2,雲林縣,962,3589,10009
2024,42,門診,0~2,嘉義縣,425,1395,10010
2024,42,門診,0~2,屏東縣,798,4211,10013
2024,42,門診,0~2,台東縣,201,828,10014
2024,42,門診,0~2,花蓮縣,272,1525,10015
2024,42,門診,0~2,澎湖縣,98,412,10016
2024,42,門診,0~2,基隆市,279,1489,10017
2024,42,門診,0~2,新竹市,794,4653,10018
2024,42,門診,0~2,嘉義市,430,2391,10020
2024,42,門診,0~2,台北市,2837,12560,63000
2024,42,門診,0~2,高雄市,3289,14377,64000
2024,42,門診,0~2,新北市,6372,24817,65000
2024,42,門診,0~2,台中市,3894,21937,66000
2024,42,門診,0~2,台南市,2551,11247,67000
2024,42,門診,0~2,桃園市,3699,15633,68000
2024,42,門診,13~15,連江縣,1,18,09007
2024,42,門診,13~15,金門縣,52,451,09020
2024,42,門診,13~15,宜蘭縣,228,2000,10002
2024,42,門診,13~15,新竹縣,343,2304,10004
2024,42,門診,13~15,苗栗縣,301,1868,10005
2024,42,門診,13~15,彰化縣,578,5364,10007
2024,42,門診,13~15,南投縣,230,1719,10008
2024,42,門診,13~15,雲林縣,413,2682,10009
2024,42,門診,13~15,嘉義縣,231,1071,10010
2024,42,門診,13~15,屏東縣,442,2778,10013
2024,42,門診,13~15,台東縣,112,612,10014
2024,42,門診,13~15,花蓮縣,122,1002,10015
2024,42,門診,13~15,澎湖縣,44,350,10016
2024,42,門診,13~15,基隆市,151,1133,10017
2024,42,門診,13~15,新竹市,181,2429,10018
2024,42,門診,13~15,嘉義市,119,1724,10020
2024,42,門診,13~15,台北市,1017,11172,63000
2024,42,門診,13~15,高雄市,1119,10255,64000
2024,42,門診,13~15,新北市,1933,17761,65000
2024,42,門診,13~15,台中市,1264,14274,66000
2024,42,門診,13~15,台南市,611,7246,67000
2024,42,門診,13~15,桃園市,1006,9826,68000
2024,42,門診,16~18,連江縣,2,12,09007
2024,42,門診,16~18,金門縣,24,296,09020
2024,42,門診,16~18,宜蘭縣,227,1696,10002
2024,42,門診,16~18,新竹縣,287,1861,10004
2024,42,門診,16~18,苗栗縣,256,1552,10005
2024,42,門診,16~18,彰化縣,494,4102,10007
2024,42,門診,16~18,南投縣,192,1430,10008
2024,42,門診,16~18,雲林縣,362,2369,10009
2024,42,門診,16~18,嘉義縣,227,964,10010
2024,42,門診,16~18,屏東縣,393,2298,10013
2024,42,門診,16~18,台東縣,83,491,10014
2024,42,門診,16~18,花蓮縣,102,899,10015
2024,42,門診,16~18,澎湖縣,24,258,10016
2024,42,門診,16~18,基隆市,142,983,10017
2024,42,門診,16~18,新竹市,123,1960,10018
2024,42,門診,16~18,嘉義市,134,1602,10020
2024,42,門診,16~18,台北市,1101,9413,63000
2024,42,門診,16~18,高雄市,1126,9353,64000
2024,42,門診,16~18,新北市,1887,15091,65000
2024,42,門診,16~18,台中市,1372,12014,66000
2024,42,門診,16~18,台南市,595,6226,67000
2024,42,門診,16~18,桃園市,1026,8214,68000
2024,42,門診,19~24,連江縣,3,35,09007
2024,42,門診,19~24,金門縣,80,714,09020
2024,42,門診,19~24,宜蘭縣,305,2382,10002
2024,42,門診,19~24,新竹縣,366,3217,10004
2024,42,門診,19~24,苗栗縣,431,2515,10005
2024,42,門診,19~24,彰化縣,727,7267,10007
2024,42,門診,19~24,南投縣,276,2489,10008
2024,42,門診,19~24,雲林縣,648,4314,10009
2024,42,門診,19~24,嘉義縣,471,2371,10010
2024,42,門診,19~24,屏東縣,634,4824,10013
2024,42,門診,19~24,台東縣,111,1001,10014
2024,42,門診,19~24,花蓮縣,202,2207,10015
2024,42,門診,19~24,澎湖縣,84,716,10016
2024,42,門診,19~24,基隆市,259,2047,10017
2024,42,門診,19~24,新竹市,297,4552,10018
2024,42,門診,19~24,嘉義市,195,3233,10020
2024,42,門診,19~24,台北市,2321,23372,63000
2024,42,門診,19~24,高雄市,2319,23163,64000
2024,42,門診,19~24,新北市,3471,29736,65000
2024,42,門診,19~24,台中市,3099,30190,66000
2024,42,門診,19~24,台南市,1003,14446,67000
2024,42,門診,19~24,桃園市,1666,15886,68000
2024,42,門診,25~64,連江縣,48,673,09007
2024,42,門診,25~64,金門縣,656,8801,09020
2024,42,門診,25~64,宜蘭縣,3144,41627,10002
2024,42,門診,25~64,新竹縣,5010,61145,10004
2024,42,門診,25~64,苗栗縣,5154,46499,10005
2024,42,門診,25~64,彰化縣,8931,127998,10007
2024,42,門診,25~64,南投縣,3247,43531,10008
2024,42,門診,25~64,雲林縣,5663,62559,10009
2024,42,門診,25~64,嘉義縣,3811,31436,10010
2024,42,門診,25~64,屏東縣,6786,79511,10013
2024,42,門診,25~64,台東縣,1316,18040,10014
2024,42,門診,25~64,花蓮縣,1663,31080,10015
2024,42,門診,25~64,澎湖縣,713,13901,10016
2024,42,門診,25~64,基隆市,2909,33319,10017
2024,42,門診,25~64,新竹市,2869,66232,10018
2024,42,門診,25~64,嘉義市,2600,52983,10020
2024,42,門診,25~64,台北市,19978,350644,63000
2024,42,門診,25~64,高雄市,22232,347031,64000
2024,42,門診,25~64,新北市,36442,440060,65000
2024,42,門診,25~64,台中市,23147,383208,66000
2024,42,門診,25~64,台南市,11506,227226,67000
2024,42,門診,25~64,桃園市,17200,236256,68000
2024,42,門診,3~6,連江縣,1,28,09007
2024,42,門診,3~6,金門縣,205,801,09020
2024,42,門診,3~6,宜蘭縣,1592,4958,10002
2024,42,門診,3~6,新竹縣,1854,8192,10004
2024,42,門診,3~6,苗栗縣,1335,5829,10005
2024,42,門診,3~6,彰化縣,2989,14585,10007
2024,42,門診,3~6,南投縣,1224,5096,10008
2024,42,門診,3~6,雲林縣,1739,7044,10009
2024,42,門診,3~6,嘉義縣,890,2844,10010
2024,42,門診,3~6,屏東縣,1408,7097,10013
2024,42,門診,3~6,台東縣,309,1371,10014
2024,42,門診,3~6,花蓮縣,467,2719,10015
2024,42,門診,3~6,澎湖縣,156,823,10016
2024,42,門診,3~6,基隆市,534,2975,10017
2024,42,門診,3~6,新竹市,1161,7838,10018
2024,42,門診,3~6,嘉義市,724,4215,10020
2024,42,門診,3~6,台北市,4649,22780,63000
2024,42,門診,3~6,高雄市,5838,26908,64000
2024,42,門診,3~6,新北市,9882,47127,65000
2024,42,門診,3~6,台中市,6564,38994,66000
2024,42,門診,3~6,台南市,3855,19932,67000
2024,42,門診,3~6,桃園市,5665,28650,68000
2024,42,門診,65+,連江縣,16,356,09007
2024,42,門診,65+,金門縣,232,5587,09020
2024,42,門診,65+,宜蘭縣,1363,31284,10002
2024,42,門診,65+,新竹縣,1103,24535,10004
2024,42,門診,65+,苗栗縣,1665,30994,10005
2024,42,門診,65+,彰化縣,3704,82684,10007
2024,42,門診,65+,南投縣,1591,33825,10008
2024,42,門診,65+,雲林縣,2387,44800,10009
2024,42,門診,65+,嘉義縣,1864,26748,10010
2024,42,門診,65+,屏東縣,3301,62154,10013
2024,42,門診,65+,台東縣,779,14457,10014
2024,42,門診,65+,花蓮縣,950,22916,10015
2024,42,門診,65+,澎湖縣,291,10665,10016
2024,42,門診,65+,基隆市,1331,22433,10017
2024,42,門診,65+,新竹市,805,26515,10018
2024,42,門診,65+,嘉義市,1058,33438,10020
2024,42,門診,65+,台北市,7919,238204,63000
2024,42,門診,65+,高雄市,8593,214922,64000
2024,42,門診,65+,新北市,12407,227374,65000
2024,42,門診,65+,台中市,8027,192145,66000
2024,42,門診,65+,台南市,4646,133283,67000
2024,42,門診,65+,桃園市,4135,98258,68000
2024,42,門診,7~12,連江縣,10,130,09007
2024,42,門診,7~12,金門縣,183,1268,09020
2024,42,門診,7~12,宜蘭縣,1091,5001,10002
2024,42,門診,7~12,新竹縣,1484,7985,10004
2024,42,門診,7~12,苗栗縣,1120,5814,10005
2024,42,門診,7~12,彰化縣,2346,15716,10007
2024,42,門診,7~12,南投縣,999,5135,10008
2024,42,門診,7~12,雲林縣,1540,7707,10009
2024,42,門診,7~12,嘉義縣,831,3032,10010
2024,42,門診,7~12,屏東縣,1431,7903,10013
2024,42,門診,7~12,台東縣,315,1599,10014
2024,42,門診,7~12,花蓮縣,485,3094,10015
2024,42,門診,7~12,澎湖縣,164,971,10016
2024,42,門診,7~12,基隆市,493,3490,10017
2024,42,門診,7~12,新竹市,783,8175,10018
2024,42,門診,7~12,嘉義市,507,4817,10020
2024,42,門診,7~12,台北市,4157,29890,63000
2024,42,門診,7~12,高雄市,4845,32441,64000
2024,42,門診,7~12,新北市,8199,52193,65000
2024,42,門診,7~12,台中市,5371,42273,66000
