年,週,就診類別,年齡別,縣市,急性上呼吸道感染健保就診人次,健保就診總人次,縣市別代碼
2016,21,門診,不詳,高雄市,0,3,64000
2016,21,門診,不詳,新北市,0,12,65000
2016,21,門診,不詳,台中市,0,4,66000
2016,21,門診,不詳,桃園市,0,5,68000
2016,22,住院,0~2,金門縣,0,7,09020
2016,22,住院,0~2,宜蘭縣,0,59,10002
2016,22,住院,0~2,新竹縣,0,5,10004
2016,22,住院,0~2,苗栗縣,0,15,10005
2016,22,住院,0~2,彰化縣,4,136,10007
2016,22,住院,0~2,南投縣,0,27,10008
2016,22,住院,0~2,雲林縣,0,14,10009
2016,22,住院,0~2,嘉義縣,0,28,10010
2016,22,住院,0~2,屏東縣,0,15,10013
2016,22,住院,0~2,花蓮縣,4,26,10015
2016,22,住院,0~2,基隆市,1,27,10017
2016,22,住院,0~2,新竹市,1,31,10018
2016,22,住院,0~2,嘉義市,0,17,10020
2016,22,住院,0~2,台北市,3,182,63000
2016,22,住院,0~2,高雄市,1,121,64000
2016,22,住院,0~2,新北市,0,44,65000
2016,22,住院,0~2,台中市,1,165,66000
2016,22,住院,0~2,台南市,0,19,67000
2016,22,住院,0~2,桃園市,2,183,68000
2016,22,住院,13~15,金門縣,0,1,09020
2016,22,住院,13~15,宜蘭縣,0,6,10002
2016,22,住院,13~15,新竹縣,0,2,10004
2016,22,住院,13~15,苗栗縣,0,6,10005
2016,22,住院,13~15,彰化縣,0,15,10007
2016,22,住院,13~15,南投縣,0,4,10008
2016,22,住院,13~15,雲林縣,0,6,10009
2016,22,住院,13~15,嘉義縣,0,6,10010
2016,22,住院,13~15,屏東縣,0,3,10013
2016,22,住院,13~15,花蓮縣,0,2,10015
2016,22,住院,13~15,基隆市,0,8,10017
2016,22,住院,13~15,新竹市,0,5,10018
2016,22,住院,13~15,嘉義市,0,1,10020
2016,22,住院,13~15,台北市,1,35,63000
2016,22,住院,13~15,高雄市,0,29,64000
2016,22,住院,13~15,新北市,0,8,65000
2016,22,住院,13~15,台中市,0,24,66000
2016,22,住院,13~15,台南市,0,5,67000
2016,22,住院,13~15,桃園市,0,30,68000
2016,22,住院,16~18,金門縣,0,2,09020
2016,22,住院,16~18,宜蘭縣,0,7,10002
2016,22,住院,16~18,苗栗縣,0,14,10005
2016,22,住院,16~18,彰化縣,0,23,10007
2016,22,住院,16~18,南投縣,0,6,10008
2016,22,住院,16~18,雲林縣,0,3,10009
2016,22,住院,16~18,嘉義縣,0,2,10010
2016,22,住院,16~18,屏東縣,0,12,10013
2016,22,住院,16~18,花蓮縣,0,8,10015
2016,22,住院,16~18,基隆市,0,13,10017
2016,22,住院,16~18,新竹市,0,8,10018
2016,22,住院,16~18,嘉義市,0,4,10020
2016,22,住院,16~18,台北市,1,76,63000
2016,22,住院,16~18,高雄市,0,36,64000
2016,22,住院,16~18,新北市,0,20,65000
2016,22,住院,16~18,台中市,0,38,66000
2016,22,住院,16~18,台南市,0,14,67000
2016,22,住院,16~18,桃園市,0,58,68000
2016,22,住院,19~24,金門縣,0,6,09020
2016,22,住院,19~24,宜蘭縣,0,15,10002
2016,22,住院,19~24,新竹縣,1,12,10004
2016,22,住院,19~24,苗栗縣,0,19,10005
2016,22,住院,19~24,彰化縣,0,67,10007
2016,22,住院,19~24,南投縣,0,9,10008
2016,22,住院,19~24,雲林縣,2,17,10009
2016,22,住院,19~24,嘉義縣,0,18,10010
2016,22,住院,19~24,屏東縣,0,29,10013
2016,22,住院,19~24,花蓮縣,0,13,10015
2016,22,住院,19~24,基隆市,0,16,10017
2016,22,住院,19~24,新竹市,1,17,10018
2016,22,住院,19~24,嘉義市,2,10,10020
2016,22,住院,19~24,台北市,2,195,63000
2016,22,住院,19~24,高雄市,1,145,64000
2016,22,住院,19~24,新北市,5,78,65000
2016,22,住院,19~24,台中市,2,141,66000
2016,22,住院,19~24,台南市,0,57,67000
2016,22,住院,19~24,桃園市,1,161,68000
2016,22,住院,25~64,連江縣,0,4,09007
2016,22,住院,25~64,金門縣,1,29,09020
2016,22,住院,25~64,宜蘭縣,1,324,10002
2016,22,住院,25~64,新竹縣,2,90,10004
2016,22,住院,25~64,苗栗縣,1,230,10005
2016,22,住院,25~64,彰化縣,6,1071,10007
2016,22,住院,25~64,南投縣,1,176,10008
2016,22,住院,25~64,雲林縣,7,354,10009
2016,22,住院,25~64,嘉義縣,0,531,10010
2016,22,住院,25~64,屏東縣,9,414,10013
2016,22,住院,25~64,台東縣,0,19,10014
2016,22,住院,25~64,花蓮縣,1,301,10015
2016,22,住院,25~64,澎湖縣,0,11,10016
2016,22,住院,25~64,基隆市,1,327,10017
2016,22,住院,25~64,新竹市,4,349,10018
2016,22,住院,25~64,嘉義市,8,359,10020
2016,22,住院,25~64,台北市,41,4115,63000
2016,22,住院,25~64,高雄市,15,2254,64000
2016,22,住院,25~64,新北市,47,1316,65000
2016,22,住院,25~64,台中市,5,2071,66000
2016,22,住院,25~64,台南市,0,1267,67000
2016,22,住院,25~64,桃園市,4,2345,68000
2016,22,住院,3~6,金門縣,0,2,09020
2016,22,住院,3~6,宜蘭縣,0,61,10002
2016,22,住院,3~6,新竹縣,0,3,10004
2016,22,住院,3~6,苗栗縣,0,36,10005
2016,22,住院,3~6,彰化縣,4,97,10007
2016,22,住院,3~6,南投縣,0,20,10008
2016,22,住院,3~6,雲林縣,0,10,10009
2016,22,住院,3~6,嘉義縣,0,20,10010
2016,22,住院,3~6,屏東縣,0,13,10013
2016,22,住院,3~6,台東縣,0,1,10014
2016,22,住院,3~6,花蓮縣,0,8,10015
2016,22,住院,3~6,基隆市,0,17,10017
2016,22,住院,3~6,新竹市,0,11,10018
2016,22,住院,3~6,嘉義市,0,9,10020
2016,22,住院,3~6,台北市,4,146,63000
2016,22,住院,3~6,高雄市,0,90,64000
2016,22,住院,3~6,新北市,0,39,65000
2016,22,住院,3~6,台中市,0,134,66000
2016,22,住院,3~6,台南市,0,15,67000
2016,22,住院,3~6,桃園市,0,139,68000
2016,22,住院,65+,連江縣,0,1,09007
2016,22,住院,65+,金門縣,0,21,09020
2016,22,住院,65+,宜蘭縣,0,304,10002
2016,22,住院,65+,新竹縣,0,65,10004
2016,22,住院,65+,苗栗縣,0,210,10005
2016,22,住院,65+,彰化縣,1,844,10007
2016,22,住院,65+,南投縣,0,157,10008
2016,22,住院,65+,雲林縣,0,374,10009
2016,22,住院,65+,嘉義縣,0,547,10010
2016,22,住院,65+,屏東縣,4,343,10013
2016,22,住院,65+,台東縣,0,10,10014
2016,22,住院,65+,花蓮縣,0,255,10015
2016,22,住院,65+,澎湖縣,0,7,10016
2016,22,住院,65+,基隆市,0,286,10017
2016,22,住院,65+,新竹市,5,270,10018
2016,22,住院,65+,嘉義市,0,178,10020
2016,22,住院,65+,台北市,15,2802,63000
2016,22,住院,65+,高雄市,1,1310,64000
2016,22,住院,65+,新北市,3,870,65000
2016,22,住院,65+,台中市,9,1250,66000
2016,22,住院,65+,台南市,2,681,67000
2016,22,住院,65+,桃園市,1,1313,68000
2016,22,住院,7~12,金門縣,1,2,09020
2016,22,住院,7~12,宜蘭縣,0,12,10002
2016,22,住院,7~12,新竹縣,0,1,10004
2016,22,住院,7~12,苗栗縣,0,11,10005
2016,22,住院,7~12,彰化縣,1,36,10007
2016,22,住院,7~12,南投縣,0,11,10008
2016,22,住院,7~12,雲林縣,2,10,10009
2016,22,住院,7~12,嘉義縣,0,12,10010
2016,22,住院,7~12,屏東縣,0,9,10013
2016,22,住院,7~12,花蓮縣,0,7,10015
2016,22,住院,7~12,基隆市,0,12,10017
2016,22,住院,7~12,新竹市,0,13,10018
2016,22,住院,7~12,嘉義市,0,9,10020
2016,22,住院,7~12,台北市,1,79,63000
2016,22,住院,7~12,高雄市,0,60,64000
2016,22,住院,7~12,新北市,0,24,65000
2016,22,住院,7~12,台中市,0,49,66000
2016,22,住院,7~12,台南市,0,14,67000
2016,22,住院,7~12,桃園市,0,55,68000
2016,22,門診,0~2,連江縣,6,32,09007
2016,22,門診,0~2,金門縣,119,573,09020
2016,22,門診,0~2,宜蘭縣,1014,2713,10002
2016,22,門診,0~2,新竹縣,1143,3719,10004
2016,22,門診,0~2,苗栗縣,797,3254,10005
2016,22,門診,0~2,彰化縣,1625,8272,10007
2016,22,門診,0~2,南投縣,802,3051,10008
2016,22,門診,0~2,雲林縣,977,3927,10009
2016,22,門診,0~2,嘉義縣,322,1442,10010
2016,22,門診,0~2,屏東縣,1043,4662,10013
2016,22,門診,0~2,台東縣,285,932,10014
2016,22,門診,0~2,花蓮縣,481,1931,10015
2016,22,門診,0~2,澎湖縣,75,530,10016
2016,22,門診,0~2,基隆市,381,1944,10017
2016,22,門診,0~2,新竹市,770,4581,10018
2016,22,門診,0~2,嘉義市,401,2695,10020
2016,22,門診,0~2,台北市,2898,13752,63000
2016,22,門診,0~2,高雄市,3520,16711,64000
2016,22,門診,0~2,新北市,7252,27939,65000
2016,22,門診,0~2,台中市,3503,20331,66000
2016,22,門診,0~2,台南市,1881,11161,67000
2016,22,門診,0~2,桃園市,3305,14778,68000
2016,22,門診,13~15,連江縣,6,21,09007
2016,22,門診,13~15,金門縣,73,451,09020
2016,22,門診,13~15,宜蘭縣,296,1628,10002
2016,22,門診,13~15,新竹縣,356,2019,10004
2016,22,門診,13~15,苗栗縣,291,1760,10005
2016,22,門診,13~15,彰化縣,692,5166,10007
2016,22,門診,13~15,南投縣,283,1872,10008
2016,22,門診,13~15,雲林縣,485,2657,10009
2016,22,門診,13~15,嘉義縣,306,1414,10010
2016,22,門診,13~15,屏東縣,420,2855,10013
2016,22,門診,13~15,台東縣,130,638,10014
2016,22,門診,13~15,花蓮縣,206,1383,10015
2016,22,門診,13~15,澎湖縣,64,544,10016
2016,22,門診,13~15,基隆市,148,1254,10017
2016,22,門診,13~15,新竹市,210,1896,10018
2016,22,門診,13~15,嘉義市,170,1620,10020
2016,22,門診,13~15,台北市,1183,8338,63000
2016,22,門診,13~15,高雄市,1373,9277,64000
2016,22,門診,13~15,新北市,2291,14059,65000
2016,22,門診,13~15,台中市,1354,10688,66000
2016,22,門診,13~15,台南市,781,6121,67000
2016,22,門診,13~15,桃園市,996,7667,68000
2016,22,門診,16~18,連江縣,11,33,09007
2016,22,門診,16~18,金門縣,90,493,09020
2016,22,門診,16~18,宜蘭縣,300,1739,10002
2016,22,門診,16~18,新竹縣,352,1877,10004
2016,22,門診,16~18,苗栗縣,391,2091,10005
2016,22,門診,16~18,彰化縣,843,5861,10007
2016,22,門診,16~18,南投縣,290,1810,10008
2016,22,門診,16~18,雲林縣,501,2831,10009
2016,22,門診,16~18,嘉義縣,313,1448,10010
2016,22,門診,16~18,屏東縣,442,3117,10013
2016,22,門診,16~18,台東縣,120,673,10014
2016,22,門診,16~18,花蓮縣,220,1509,10015
2016,22,門診,16~18,澎湖縣,38,527,10016
2016,22,門診,16~18,基隆市,220,1699,10017
2016,22,門診,16~18,新竹市,230,2264,10018
2016,22,門診,16~18,嘉義市,257,2313,10020
2016,22,門診,16~18,台北市,1387,9833,63000
2016,22,門診,16~18,高雄市,1690,11210,64000
2016,22,門診,16~18,新北市,2647,16004,65000
2016,22,門診,16~18,台中市,1732,13064,66000
2016,22,門診,16~18,台南市,862,7192,67000
2016,22,門診,16~18,桃園市,1208,8837,68000
2016,22,門診,19~24,連江縣,57,246,09007
2016,22,門診,19~24,金門縣,131,881,09020
2016,22,門診,19~24,宜蘭縣,309,2965,10002
2016,22,門診,19~24,新竹縣,470,3155,10004
2016,22,門診,19~24,苗栗縣,410,3212,10005
2016,22,門診,19~24,彰化縣,883,9131,10007
2016,22,門診,19~24,南投縣,342,2876,10008
2016,22,門診,19~24,雲林縣,499,4501,10009
2016,22,門診,19~24,嘉義縣,362,2459,10010
2016,22,門診,19~24,屏東縣,602,5544,10013
2016,22,門診,19~24,台東縣,147,1243,10014
2016,22,門診,19~24,花蓮縣,257,2736,10015
2016,22,門診,19~24,澎湖縣,78,1090,10016
2016,22,門診,19~24,基隆市,286,2839,10017
2016,22,門診,19~24,新竹市,340,5078,10018
2016,22,門診,19~24,嘉義市,258,3483,10020
2016,22,門診,19~24,台北市,2835,25429,63000
2016,22,門診,19~24,高雄市,2409,25095,64000
2016,22,門診,19~24,新北市,3797,31773,65000
2016,22,門診,19~24,台中市,3289,30405,66000
2016,22,門診,19~24,台南市,1258,16281,67000
2016,22,門診,19~24,桃園市,1763,17111,68000
2016,22,門診,25~64,連江縣,95,814,09007
2016,22,門診,25~64,金門縣,782,8200,09020
2016,22,門診,25~64,宜蘭縣,2961,40013,10002
2016,22,門診,25~64,新竹縣,4115,38107,10004
2016,22,門診,25~64,苗栗縣,4369,44318,10005
2016,22,門診,25~64,彰化縣,8189,122005,10007
2016,22,門診,25~64,南投縣,3642,45085,10008
2016,22,門診,25~64,雲林縣,5020,63930,10009
2016,22,門診,25~64,嘉義縣,3203,35652,10010
2016,22,門診,25~64,屏東縣,5161,76740,10013
2016,22,門診,25~64,台東縣,1548,19206,10014
2016,22,門診,25~64,花蓮縣,2112,34747,10015
2016,22,門診,25~64,澎湖縣,720,14194,10016
2016,22,門診,25~64,基隆市,2719,40403,10017
2016,22,門診,25~64,新竹市,2770,58921,10018
2016,22,門診,25~64,嘉義市,2591,48487,10020
2016,22,門診,25~64,台北市,19875,324592,63000
2016,22,門診,25~64,高雄市,21084,311531,64000
2016,22,門診,25~64,新北市,35886,383121,65000
2016,22,門診,25~64,台中市,21481,306170,66000
2016,22,門診,25~64,台南市,10743,192292,67000
2016,22,門診,25~64,桃園市,13839,204120,68000
2016,22,門診,3~6,連江縣,15,51,09007
2016,22,門診,3~6,金門縣,199,1053,09020
2016,22,門診,3~6,宜蘭縣,1373,4205,10002
2016,22,門診,3~6,新竹縣,1659,6145,10004
2016,22,門診,3~6,苗栗縣,1215,5213,10005
2016,22,門診,3~6,彰化縣,2595,13953,10007
2016,22,門診,3~6,南投縣,1196,4863,10008
2016,22,門診,3~6,雲林縣,1466,6703,10009
2016,22,門診,3~6,嘉義縣,625,2595,10010
2016,22,門診,3~6,屏東縣,1575,7224,10013
2016,22,門診,3~6,台東縣,439,1491,10014
2016,22,門診,3~6,花蓮縣,590,2869,10015
2016,22,門診,3~6,澎湖縣,117,953,10016
2016,22,門診,3~6,基隆市,505,3024,10017
2016,22,門診,3~6,新竹市,1120,6940,10018
2016,22,門診,3~6,嘉義市,713,4605,10020
2016,22,門診,3~6,台北市,4395,22890,63000
2016,22,門診,3~6,高雄市,5660,24546,64000
2016,22,門診,3~6,新北市,10404,44672,65000
2016,22,門診,3~6,台中市,5347,32952,66000
2016,22,門診,3~6,台南市,2839,17618,67000
2016,22,門診,3~6,桃園市,4823,22641,68000
2016,22,門診,65+,連江縣,8,311,09007
2016,22,門診,65+,金門縣,208,3772,09020
2016,22,門診,65+,宜蘭縣,1148,26081,10002
2016,22,門診,65+,新竹縣,997,14761,10004
2016,22,門診,65+,苗栗縣,1411,26402,10005
2016,22,門診,65+,彰化縣,2801,66061,10007
2016,22,門診,65+,南投縣,1572,28709,10008
2016,22,門診,65+,雲林縣,2125,42849,10009
2016,22,門診,65+,嘉義縣,1584,29525,10010
2016,22,門診,65+,屏東縣,2453,50317,10013
2016,22,門診,65+,台東縣,792,12302,10014
2016,22,門診,65+,花蓮縣,827,20379,10015
2016,22,門診,65+,澎湖縣,334,8898,10016
2016,22,門診,65+,基隆市,1172,21940,10017
2016,22,門診,65+,新竹市,677,21923,10018
2016,22,門診,65+,嘉義市,949,25662,10020
2016,22,門診,65+,台北市,6677,177404,63000
2016,22,門診,65+,高雄市,7391,156809,64000
2016,22,門診,65+,新北市,9035,141822,65000
2016,22,門診,65+,台中市,6095,122369,66000
2016,22,門診,65+,台南市,3534,94015,67000
2016,22,門診,65+,桃園市,3457,77896,68000
2016,22,門診,7~12,連江縣,7,38,09007
2016,22,門診,7~12,金門縣,182,908,09020
2016,22,門診,7~12,宜蘭縣,856,3347,10002
2016,22,門診,7~12,新竹縣,962,4503,10004
2016,22,門診,7~12,苗栗縣,753,3896,10005
2016,22,門診,7~12,彰化縣,1723,11133,10007
2016,22,門診,7~12,南投縣,768,3973,10008
2016,22,門診,7~12,雲林縣,1026,5513,10009
2016,22,門診,7~12,嘉義縣,667,2804,10010
2016,22,門診,7~12,屏東縣,1161,6122,10013
2016,22,門診,7~12,台東縣,360,1375,10014
2016,22,門診,7~12,花蓮縣,474,2482,10015
2016,22,門診,7~12,澎湖縣,117,994,10016
2016,22,門診,7~12,基隆市,326,2650,10017
2016,22,門診,7~12,新竹市,619,5205,10018
2016,22,門診,7~12,嘉義市,427,3572,10020
2016,22,門診,7~12,台北市,2973,18949,63000
2016,22,門診,7~12,高雄市,4089,21785,64000
2016,22,門診,7~12,新北市,6499,33928,65000
2016,22,門診,7~12,台中市,3652,25977,66000
2016,22,門診,7~12,台南市,2161,14498,67000
2016,22,門診,7~12,桃園市,3043,18756,68000
2016,22,門診,不詳,金門縣,0,2,09020
2016,22,門診,不詳,宜蘭縣,0,2,10002
2016,22,門診,不詳,新竹縣,0,1,10004
2016,22,門診,不詳,苗栗縣,1,1,10005
2016,22,門診,不詳,彰化縣,0,3,10007
2016,22,門診,不詳,嘉義縣,0,1,10010
2016,22,門診,不詳,台東縣,0,2,10014
2016,22,門診,不詳,基隆市,0,2,10017
2016,22,門診,不詳,嘉義市,0,2,10020
2016,22,門診,不詳,台北市,1,22,63000
2016,22,門診,不詳,高雄市,0,3,64000
2016,22,門診,不詳,新北市,0,9,65000
2016,22,門診,不詳,台中市,0,9,66000
2016,22,門診,不詳,桃園市,0,5,68000
2016,23,住院,0~2,金門縣,0,3,09020
2016,23,住院,0~2,宜蘭縣,0,60,10002
2016,23,住院,0~2,新竹縣,0,2,10004
2016,23,住院,0~2,苗栗縣,0,14,10005
2016,23,住院,0~2,彰化縣,2,120,10007
2016,23,住院,0~2,南投縣,0,27,10008
2016,23,住院,0~2,雲林縣,0,14,10009
2016,23,住院,0~2,嘉義縣,0,21,10010
2016,23,住院,0~2,屏東縣,1,11,10013
2016,23,住院,0~2,花蓮縣,1,19,10015
2016,23,住院,0~2,基隆市,0,19,10017
2016,23,住院,0~2,新竹市,1,28,10018
2016,23,住院,0~2,嘉義市,0,13,10020
2016,23,住院,0~2,台北市,5,166,63000
2016,23,住院,0~2,高雄市,1,96,64000
2016,23,住院,0~2,新北市,0,48,65000
2016,23,住院,0~2,台中市,1,164,66000
2016,23,住院,0~2,台南市,0,20,67000
2016,23,住院,0~2,桃園市,0,128,68000
2016,23,住院,13~15,宜蘭縣,0,10,10002
2016,23,住院,13~15,苗栗縣,0,5,10005
2016,23,住院,13~15,彰化縣,1,13,10007
2016,23,住院,13~15,南投縣,0,5,10008
2016,23,住院,13~15,雲林縣,0,2,10009
2016,23,住院,13~15,嘉義縣,0,2,10010
2016,23,住院,13~15,屏東縣,0,6,10013
2016,23,住院,13~15,花蓮縣,0,3,10015
2016,23,住院,13~15,基隆市,0,5,10017
2016,23,住院,13~15,新竹市,0,3,10018
2016,23,住院,13~15,嘉義市,0,3,10020
2016,23,住院,13~15,台北市,0,36,63000
2016,23,住院,13~15,高雄市,0,22,64000
2016,23,住院,13~15,新北市,0,8,65000
2016,23,住院,13~15,台中市,1,30,66000
2016,23,住院,13~15,台南市,0,7,67000
2016,23,住院,13~15,桃園市,0,29,68000
2016,23,住院,16~18,連江縣,0,1,09007
2016,23,住院,16~18,宜蘭縣,0,9,10002
2016,23,住院,16~18,新竹縣,1,4,10004
2016,23,住院,16~18,苗栗縣,0,9,10005
2016,23,住院,16~18,彰化縣,0,15,10007
2016,23,住院,16~18,南投縣,0,3,10008
2016,23,住院,16~18,雲林縣,0,7,10009
2016,23,住院,16~18,嘉義縣,0,12,10010
2016,23,住院,16~18,屏東縣,0,5,10013
2016,23,住院,16~18,花蓮縣,0,7,10015
2016,23,住院,16~18,基隆市,0,7,10017
2016,23,住院,16~18,新竹市,0,4,10018
2016,23,住院,16~18,嘉義市,0,1,10020
2016,23,住院,16~18,台北市,0,56,63000
2016,23,住院,16~18,高雄市,1,38,64000
2016,23,住院,16~18,新北市,0,21,65000
2016,23,住院,16~18,台中市,0,48,66000
2016,23,住院,16~18,台南市,0,11,67000
2016,23,住院,16~18,桃園市,0,35,68000
2016,23,住院,19~24,金門縣,0,5,09020
2016,23,住院,19~24,宜蘭縣,0,35,10002
2016,23,住院,19~24,新竹縣,0,10,10004
2016,23,住院,19~24,苗栗縣,0,16,10005
2016,23,住院,19~24,彰化縣,0,58,10007
2016,23,住院,19~24,南投縣,0,19,10008
2016,23,住院,19~24,雲林縣,3,16,10009
2016,23,住院,19~24,嘉義縣,0,18,10010
2016,23,住院,19~24,屏東縣,1,35,10013
2016,23,住院,19~24,台東縣,0,1,10014
2016,23,住院,19~24,花蓮縣,0,21,10015
2016,23,住院,19~24,澎湖縣,0,1,10016
2016,23,住院,19~24,基隆市,0,5,10017
2016,23,住院,19~24,新竹市,0,16,10018
2016,23,住院,19~24,嘉義市,2,15,10020
2016,23,住院,19~24,台北市,3,166,63000
2016,23,住院,19~24,高雄市,4,103,64000
2016,23,住院,19~24,新北市,4,79,65000
2016,23,住院,19~24,台中市,0,149,66000
2016,23,住院,19~24,台南市,1,48,67000
2016,23,住院,19~24,桃園市,1,123,68000
2016,23,住院,25~64,金門縣,0,34,09020
2016,23,住院,25~64,宜蘭縣,2,366,10002
2016,23,住院,25~64,新竹縣,0,85,10004
2016,23,住院,25~64,苗栗縣,0,208,10005
2016,23,住院,25~64,彰化縣,1,967,10007
2016,23,住院,25~64,南投縣,2,178,10008
2016,23,住院,25~64,雲林縣,8,285,10009
2016,23,住院,25~64,嘉義縣,0,442,10010
2016,23,住院,25~64,屏東縣,7,377,10013
2016,23,住院,25~64,台東縣,0,12,10014
2016,23,住院,25~64,花蓮縣,1,256,10015
2016,23,住院,25~64,澎湖縣,0,14,10016
2016,23,住院,25~64,基隆市,0,290,10017
2016,23,住院,25~64,新竹市,4,291,10018
2016,23,住院,25~64,嘉義市,15,301,10020
2016,23,住院,25~64,台北市,22,3412,63000
2016,23,住院,25~64,高雄市,14,1728,64000
2016,23,住院,25~64,新北市,61,1319,65000
2016,23,住院,25~64,台中市,8,2376,66000
2016,23,住院,25~64,台南市,3,1047,67000
2016,23,住院,25~64,桃園市,1,1823,68000
2016,23,住院,3~6,金門縣,0,4,09020
2016,23,住院,3~6,宜蘭縣,0,57,10002
2016,23,住院,3~6,新竹縣,0,4,10004
2016,23,住院,3~6,苗栗縣,0,18,10005
2016,23,住院,3~6,彰化縣,2,75,10007
2016,23,住院,3~6,南投縣,0,21,10008
2016,23,住院,3~6,雲林縣,0,9,10009
2016,23,住院,3~6,嘉義縣,0,14,10010
2016,23,住院,3~6,屏東縣,0,11,10013
2016,23,住院,3~6,台東縣,0,1,10014
2016,23,住院,3~6,花蓮縣,1,6,10015
2016,23,住院,3~6,基隆市,0,27,10017
2016,23,住院,3~6,新竹市,0,21,10018
2016,23,住院,3~6,嘉義市,0,5,10020
2016,23,住院,3~6,台北市,4,133,63000
2016,23,住院,3~6,高雄市,0,68,64000
2016,23,住院,3~6,新北市,0,26,65000
2016,23,住院,3~6,台中市,1,118,66000
2016,23,住院,3~6,台南市,0,13,67000
2016,23,住院,3~6,桃園市,0,102,68000
2016,23,住院,65+,連江縣,0,2,09007
2016,23,住院,65+,金門縣,1,24,09020
2016,23,住院,65+,宜蘭縣,1,274,10002
2016,23,住院,65+,新竹縣,0,66,10004
2016,23,住院,65+,苗栗縣,0,192,10005
2016,23,住院,65+,彰化縣,0,671,10007
2016,23,住院,65+,南投縣,0,153,10008
2016,23,住院,65+,雲林縣,2,328,10009
2016,23,住院,65+,嘉義縣,0,420,10010
2016,23,住院,65+,屏東縣,1,288,10013
2016,23,住院,65+,台東縣,0,8,10014
2016,23,住院,65+,花蓮縣,0,192,10015
2016,23,住院,65+,澎湖縣,0,7,10016
2016,23,住院,65+,基隆市,1,228,10017
2016,23,住院,65+,新竹市,3,185,10018
2016,23,住院,65+,嘉義市,0,132,10020
2016,23,住院,65+,台北市,14,2321,63000
2016,23,住院,65+,高雄市,4,940,64000
2016,23,住院,65+,新北市,1,774,65000
2016,23,住院,65+,台中市,5,1232,66000
2016,23,住院,65+,台南市,0,585,67000
2016,23,住院,65+,桃園市,1,992,68000
2016,23,住院,7~12,金門縣,0,2,09020
2016,23,住院,7~12,宜蘭縣,0,22,10002
2016,23,住院,7~12,新竹縣,1,4,10004
2016,23,住院,7~12,苗栗縣,1,12,10005
2016,23,住院,7~12,彰化縣,1,37,10007
2016,23,住院,7~12,南投縣,0,12,10008
2016,23,住院,7~12,雲林縣,0,6,10009
2016,23,住院,7~12,嘉義縣,0,10,10010
2016,23,住院,7~12,屏東縣,0,8,10013
2016,23,住院,7~12,台東縣,0,1,10014
2016,23,住院,7~12,花蓮縣,0,6,10015
2016,23,住院,7~12,澎湖縣,0,1,10016
2016,23,住院,7~12,基隆市,0,9,10017
2016,23,住院,7~12,新竹市,0,9,10018
2016,23,住院,7~12,嘉義市,0,4,10020
2016,23,住院,7~12,台北市,2,105,63000
2016,23,住院,7~12,高雄市,0,40,64000
2016,23,住院,7~12,新北市,0,17,65000
2016,23,住院,7~12,台中市,1,82,66000
2016,23,住院,7~12,台南市,0,13,67000
2016,23,住院,7~12,桃園市,0,64,68000
2016,23,住院,不詳,宜蘭縣,0,1,10002
2016,23,住院,不詳,台北市,0,1,63000
2016,23,門診,0~2,連江縣,10,36,09007
2016,23,門診,0~2,金門縣,106,542,09020
2016,23,門診,0~2,宜蘭縣,1032,2615,10002
2016,23,門診,0~2,新竹縣,1025,3411,10004
2016,23,門診,0~2,苗栗縣,743,3019,10005
2016,23,門診,0~2,彰化縣,1516,7971,10007
2016,23,門診,0~2,南投縣,746,2958,10008
2016,23,門診,0~2,雲林縣,1005,3755,10009
2016,23,門診,0~2,嘉義縣,316,1467,10010
2016,23,門診,0~2,屏東縣,928,4265,10013
2016,23,門診,0~2,台東縣,245,759,10014
2016,23,門診,0~2,花蓮縣,428,1849,10015
2016,23,門診,0~2,澎湖縣,91,516,10016
2016,23,門診,0~2,基隆市,298,1736,10017
2016,23,門診,0~2,新竹市,709,4029,10018
2016,23,門診,0~2,嘉義市,369,2585,10020
2016,23,門診,0~2,台北市,2619,12187,63000
2016,23,門診,0~2,高雄市,3245,15625,64000
2016,23,門診,0~2,新北市,6630,25748,65000
2016,23,門診,0~2,台中市,3354,18910,66000
2016,23,門診,0~2,台南市,1850,10512,67000
2016,23,門診,0~2,桃園市,3200,13371,68000
2016,23,門診,13~15,連江縣,4,24,09007
2016,23,門診,13~15,金門縣,93,391,09020
2016,23,門診,13~15,宜蘭縣,263,1471,10002
2016,23,門診,13~15,新竹縣,308,1645,10004
2016,23,門診,13~15,苗栗縣,312,1546,10005
2016,23,門診,13~15,彰化縣,610,4703,10007
2016,23,門診,13~15,南投縣,265,1803,10008
2016,23,門診,13~15,雲林縣,428,2579,10009
2016,23,門診,13~15,嘉義縣,250,1278,10010
2016,23,門診,13~15,屏東縣,388,2504,10013
2016,23,門診,13~15,台東縣,144,609,10014
2016,23,門診,13~15,花蓮縣,217,1237,10015
2016,23,門診,13~15,澎湖縣,37,447,10016
2016,23,門診,13~15,基隆市,152,1086,10017
2016,23,門診,13~15,新竹市,198,1843,10018
2016,23,門診,13~15,嘉義市,157,1535,10020
2016,23,門診,13~15,台北市,1120,7944,63000
2016,23,門診,13~15,高雄市,1324,8465,64000
2016,23,門診,13~15,新北市,2117,13012,65000
2016,23,門診,13~15,台中市,1172,9838,66000
2016,23,門診,13~15,台南市,766,5737,67000
2016,23,門診,13~15,桃園市,867,6556,68000
