確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022,08,新竹縣,竹北市,F,1,45~49,5,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,45~49,433,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,1,45~49,8,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,50~54,283,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,1,50~54,6,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,50~54,250,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,1,50~54,6,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,55~59,186,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,55~59,160,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,1,55~59,1,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,5~9,470,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,1,5~9,1,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,5~9,546,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,1,5~9,1,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,60~64,130,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,1,60~64,2,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,60~64,101,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,65~69,88,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,65~69,75,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,1,65~69,3,10004,10004010
19CoV,2022,08,新竹縣,竹北市,F,0,70+,130,10004,10004010
19CoV,2022,08,新竹縣,竹北市,M,0,70+,98,10004,10004010
19CoV,2022,08,新竹縣,竹北市,,0,70+,1,10004,10004010
19CoV,2022,08,新竹縣,竹東鎮,F,0,0,13,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,0,11,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,1,23,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,1,19,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,10~14,90,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,10~14,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,10~14,112,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,15~19,88,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,15~19,4,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,15~19,85,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,2,23,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,2,31,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,20~24,116,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,20~24,128,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,20~24,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,25~29,148,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,25~29,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,25~29,162,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,25~29,3,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,3,24,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,3,32,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,30~34,183,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,30~34,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,30~34,156,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,30~34,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,35~39,202,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,35~39,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,35~39,136,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,35~39,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,4,24,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,4,43,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,40~44,196,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,40~44,3,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,40~44,174,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,40~44,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,45~49,143,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,45~49,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,45~49,126,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,45~49,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,50~54,116,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,50~54,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,50~54,103,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,50~54,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,55~59,78,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,55~59,79,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,55~59,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,5~9,122,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,5~9,146,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,5~9,2,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,60~64,111,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,1,60~64,1,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,60~64,55,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,1,60~64,3,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,65~69,68,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,65~69,59,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,F,0,70+,105,10004,10004020
19CoV,2022,08,新竹縣,竹東鎮,M,0,70+,79,10004,10004020
19CoV,2022,08,新竹縣,芎林鄉,F,0,0,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,0,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,1,5,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,1,4,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,10~14,23,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,1,10~14,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,10~14,18,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,15~19,19,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,1,15~19,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,15~19,16,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,1,15~19,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,2,2,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,2,4,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,20~24,14,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,1,20~24,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,20~24,26,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,25~29,34,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,25~29,22,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,3,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,3,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,30~34,25,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,30~34,30,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,35~39,26,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,35~39,27,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,4,6,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,4,2,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,40~44,32,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,40~44,19,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,45~49,22,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,1,45~49,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,45~49,20,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,50~54,13,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,1,50~54,1,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,50~54,23,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,55~59,28,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,55~59,12,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,5~9,25,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,5~9,22,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,60~64,19,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,60~64,18,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,65~69,12,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,65~69,9,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,F,0,70+,55,10004,10004070
19CoV,2022,08,新竹縣,芎林鄉,M,0,70+,41,10004,10004070
19CoV,2022,08,新竹縣,關西鎮,F,0,0,2,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,0,3,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,1,2,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,10~14,16,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,10~14,8,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,15~19,22,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,15~19,20,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,2,6,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,2,4,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,20~24,27,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,1,20~24,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,20~24,21,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,25~29,28,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,25~29,23,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,3,3,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,3,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,30~34,26,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,30~34,29,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,35~39,25,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,35~39,15,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,4,4,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,4,3,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,40~44,32,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,40~44,19,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,45~49,29,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,45~49,20,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,1,45~49,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,50~54,27,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,1,50~54,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,50~54,20,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,1,50~54,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,55~59,21,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,55~59,15,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,5~9,18,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,5~9,25,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,60~64,20,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,60~64,12,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,65~69,11,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,65~69,12,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,1,65~69,1,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,F,0,70+,33,10004,10004040
19CoV,2022,08,新竹縣,關西鎮,M,0,70+,28,10004,10004040
19CoV,2022,08,苗栗縣,三灣鄉,F,0,0,2,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,0,1,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,10~14,3,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,10~14,3,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,15~19,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,15~19,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,2,1,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,2,1,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,20~24,6,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,20~24,7,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,25~29,7,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,25~29,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,3,2,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,3,3,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,30~34,4,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,30~34,8,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,35~39,8,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,35~39,7,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,40~44,6,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,40~44,7,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,45~49,6,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,45~49,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,50~54,9,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,50~54,2,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,55~59,3,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,55~59,2,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,5~9,4,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,5~9,3,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,60~64,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,60~64,6,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,1,60~64,1,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,65~69,5,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,65~69,4,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,F,0,70+,9,10005,10005160
19CoV,2022,08,苗栗縣,三灣鄉,M,0,70+,12,10005,10005160
19CoV,2022,08,苗栗縣,三義鄉,F,0,0,6,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,0,2,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,1,4,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,1,3,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,10~14,16,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,10~14,17,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,15~19,16,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,15~19,14,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,2,2,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,2,3,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,20~24,16,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,1,20~24,1,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,20~24,13,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,25~29,29,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,25~29,20,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,3,2,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,3,4,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,30~34,21,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,1,30~34,1,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,30~34,22,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,35~39,18,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,1,35~39,1,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,35~39,22,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,4,6,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,1,4,1,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,4,5,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,40~44,23,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,40~44,22,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,45~49,27,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,45~49,16,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,50~54,20,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,50~54,16,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,55~59,26,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,55~59,17,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,5~9,12,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,5~9,20,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,60~64,31,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,60~64,30,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,1,60~64,1,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,65~69,22,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,65~69,9,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,F,0,70+,43,10005,10005130
19CoV,2022,08,苗栗縣,三義鄉,M,0,70+,34,10005,10005130
19CoV,2022,08,苗栗縣,公館鄉,F,0,0,9,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,0,3,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,1,7,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,1,8,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,10~14,43,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,10~14,51,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,15~19,36,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,15~19,48,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,2,5,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,2,10,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,20~24,33,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,20~24,44,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,25~29,54,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,25~29,44,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,3,10,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,3,11,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,30~34,60,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,30~34,54,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,35~39,63,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,1,35~39,1,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,35~39,39,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,1,35~39,1,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,4,11,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,4,8,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,40~44,71,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,40~44,42,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,1,40~44,1,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,45~49,56,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,45~49,39,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,50~54,59,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,50~54,41,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,55~59,70,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,55~59,50,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,5~9,52,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,5~9,55,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,60~64,59,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,60~64,39,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,65~69,29,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,65~69,30,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,1,65~69,1,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,F,0,70+,73,10005,10005090
19CoV,2022,08,苗栗縣,公館鄉,M,0,70+,51,10005,10005090
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,0,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,1,0,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,0,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,1,4,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,1,3,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,10~14,7,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,10~14,12,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,15~19,7,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,15~19,12,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,20~24,9,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,20~24,8,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,25~29,13,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,25~29,11,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,3,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,3,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,30~34,12,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,1,30~34,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,30~34,5,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,35~39,14,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,35~39,15,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,4,1,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,4,3,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,40~44,6,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,40~44,11,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,45~49,6,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,45~49,6,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,50~54,5,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,50~54,7,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,55~59,8,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,55~59,2,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,5~9,7,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,5~9,6,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,60~64,12,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,60~64,4,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,65~69,12,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,65~69,8,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,F,0,70+,15,10005,10005070
19CoV,2022,08,苗栗縣,卓蘭鎮,M,0,70+,22,10005,10005070
19CoV,2022,08,苗栗縣,南庄鄉,F,0,0,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,1,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,10~14,3,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,10~14,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,15~19,11,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,15~19,6,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,1,15~19,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,2,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,2,2,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,20~24,9,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,20~24,10,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,25~29,11,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,25~29,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,3,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,30~34,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,30~34,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,35~39,12,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,35~39,5,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,4,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,4,1,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,40~44,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,40~44,8,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,45~49,2,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,45~49,6,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,F,0,50~54,6,10005,10005110
19CoV,2022,08,苗栗縣,南庄鄉,M,0,50~54,7,10005,10005110
