縣市別,鄉鎮別,年別,新案發生率
彰化縣,鹿港鎮,2008,58.6
彰化縣,鹿港鎮,2007,56.4
彰化縣,鹿港鎮,2006,58.8
彰化縣,鹿港鎮,2005,63.6
彰化縣,溪州鄉,2022,48.6
彰化縣,溪州鄉,2021,58.5
彰化縣,溪州鄉,2020,64.9
彰化縣,溪州鄉,2019,74.4
彰化縣,溪州鄉,2018,90.3
彰化縣,溪州鄉,2017,52.9
彰化縣,溪州鄉,2016,78.8
彰化縣,溪州鄉,2015,117.5
彰化縣,溪州鄉,2014,87.6
彰化縣,溪州鄉,2013,64.5
彰化縣,溪州鄉,2012,76.8
彰化縣,溪州鄉,2011,66.8
彰化縣,溪州鄉,2010,82.0
彰化縣,溪州鄉,2009,84.5
彰化縣,溪州鄉,2008,96.5
彰化縣,溪州鄉,2007,89.9
彰化縣,溪州鄉,2006,105.1
彰化縣,溪州鄉,2005,123.1
彰化縣,溪湖鎮,2022,29.5
彰化縣,溪湖鎮,2021,25.7
彰化縣,溪湖鎮,2020,38.2
彰化縣,溪湖鎮,2019,39.8
彰化縣,溪湖鎮,2018,25.2
彰化縣,溪湖鎮,2017,48.5
彰化縣,溪湖鎮,2016,35.9
彰化縣,溪湖鎮,2015,37.7
彰化縣,溪湖鎮,2014,50.2
彰化縣,溪湖鎮,2013,37.6
彰化縣,溪湖鎮,2012,69.8
彰化縣,溪湖鎮,2011,51.8
彰化縣,溪湖鎮,2010,46.3
彰化縣,溪湖鎮,2009,53.2
彰化縣,溪湖鎮,2008,54.8
彰化縣,溪湖鎮,2007,67.2
彰化縣,溪湖鎮,2006,62.0
彰化縣,溪湖鎮,2005,70.9
彰化縣,彰化市,2022,29.5
彰化縣,彰化市,2021,31.3
彰化縣,彰化市,2020,35.8
彰化縣,彰化市,2019,39.6
彰化縣,彰化市,2018,34.7
彰化縣,彰化市,2017,40.6
彰化縣,彰化市,2016,47.7
彰化縣,彰化市,2015,44.3
彰化縣,彰化市,2014,43.3
彰化縣,彰化市,2013,42.3
彰化縣,彰化市,2012,45.6
彰化縣,彰化市,2011,48.2
彰化縣,彰化市,2010,58.7
彰化縣,彰化市,2009,58.3
彰化縣,彰化市,2008,69.8
彰化縣,彰化市,2007,62.0
彰化縣,彰化市,2006,53.2
彰化縣,彰化市,2005,75.9
彰化縣,福興鄉,2022,24.1
彰化縣,福興鄉,2021,32.5
彰化縣,福興鄉,2020,49.4
彰化縣,福興鄉,2019,36.2
彰化縣,福興鄉,2018,33.9
彰化縣,福興鄉,2017,40.1
彰化縣,福興鄉,2016,40.0
彰化縣,福興鄉,2015,35.6
彰化縣,福興鄉,2014,45.9
彰化縣,福興鄉,2013,54.1
彰化縣,福興鄉,2012,66.1
彰化縣,福興鄉,2011,61.5
彰化縣,福興鄉,2010,51.0
彰化縣,福興鄉,2009,46.9
彰化縣,福興鄉,2008,67.4
彰化縣,福興鄉,2007,71.6
彰化縣,福興鄉,2006,71.8
彰化縣,福興鄉,2005,80.2
彰化縣,線西鄉,2022,18.3
彰化縣,線西鄉,2021,0.0
彰化縣,線西鄉,2020,0.0
彰化縣,線西鄉,2019,17.9
彰化縣,線西鄉,2018,11.8
彰化縣,線西鄉,2017,17.7
彰化縣,線西鄉,2016,11.8
彰化縣,線西鄉,2015,17.6
彰化縣,線西鄉,2014,17.5
彰化縣,線西鄉,2013,23.4
彰化縣,線西鄉,2012,11.7
彰化縣,線西鄉,2011,52.7
彰化縣,線西鄉,2010,40.9
彰化縣,線西鄉,2009,35.2
彰化縣,線西鄉,2008,47.0
彰化縣,線西鄉,2007,41.1
彰化縣,線西鄉,2006,52.9
彰化縣,線西鄉,2005,58.8
雲林縣,二崙鄉,2022,62.9
雲林縣,二崙鄉,2021,50.3
雲林縣,二崙鄉,2020,53.4
雲林縣,二崙鄉,2019,37.6
雲林縣,二崙鄉,2018,70.2
雲林縣,二崙鄉,2017,54.8
雲林縣,二崙鄉,2016,97.4
雲林縣,二崙鄉,2015,53.3
雲林縣,二崙鄉,2014,91.2
雲林縣,二崙鄉,2013,83.1
雲林縣,二崙鄉,2012,68.5
雲林縣,二崙鄉,2011,88.1
雲林縣,二崙鄉,2010,113.8
雲林縣,二崙鄉,2009,99.4
雲林縣,二崙鄉,2008,75.6
雲林縣,二崙鄉,2007,61.8
雲林縣,二崙鄉,2006,86.7
雲林縣,二崙鄉,2005,107.8
雲林縣,口湖鄉,2022,31.0
雲林縣,口湖鄉,2021,42.0
雲林縣,口湖鄉,2020,45.1
雲林縣,口湖鄉,2019,25.9
雲林縣,口湖鄉,2018,40.1
雲林縣,口湖鄉,2017,64.6
雲林縣,口湖鄉,2016,46.0
雲林縣,口湖鄉,2015,80.0
雲林縣,口湖鄉,2014,68.5
雲林縣,口湖鄉,2013,64.4
雲林縣,口湖鄉,2012,100.8
雲林縣,口湖鄉,2011,79.6
雲林縣,口湖鄉,2010,65.3
雲林縣,口湖鄉,2009,87.2
雲林縣,口湖鄉,2008,90.2
雲林縣,口湖鄉,2007,83.1
雲林縣,口湖鄉,2006,94.3
雲林縣,口湖鄉,2005,111.3
雲林縣,土庫鎮,2022,43.2
雲林縣,土庫鎮,2021,49.8
雲林縣,土庫鎮,2020,28.1
雲林縣,土庫鎮,2019,38.4
雲林縣,土庫鎮,2018,20.8
雲林縣,土庫鎮,2017,65.3
雲林縣,土庫鎮,2016,61.4
雲林縣,土庫鎮,2015,60.9
雲林縣,土庫鎮,2014,57.1
雲林縣,土庫鎮,2013,63.6
雲林縣,土庫鎮,2012,86.4
雲林縣,土庫鎮,2011,72.5
雲林縣,土庫鎮,2010,68.6
雲林縣,土庫鎮,2009,51.9
雲林縣,土庫鎮,2008,70.9
雲林縣,土庫鎮,2007,70.5
雲林縣,土庫鎮,2006,92.2
雲林縣,土庫鎮,2005,113.6
雲林縣,大埤鄉,2022,16.4
雲林縣,大埤鄉,2021,27.0
雲林縣,大埤鄉,2020,42.8
雲林縣,大埤鄉,2019,63.4
雲林縣,大埤鄉,2018,36.6
雲林縣,大埤鄉,2017,67.1
雲林縣,大埤鄉,2016,45.9
雲林縣,大埤鄉,2015,30.2
雲林縣,大埤鄉,2014,54.6
雲林縣,大埤鄉,2013,83.2
雲林縣,大埤鄉,2012,19.3
雲林縣,大埤鄉,2011,71.2
雲林縣,大埤鄉,2010,56.1
雲林縣,大埤鄉,2009,69.4
雲林縣,大埤鄉,2008,82.5
雲林縣,大埤鄉,2007,50.0
雲林縣,大埤鄉,2006,63.0
雲林縣,大埤鄉,2005,31.2
雲林縣,元長鄉,2022,75.2
雲林縣,元長鄉,2021,57.3
雲林縣,元長鄉,2020,48.2
雲林縣,元長鄉,2019,74.9
雲林縣,元長鄉,2018,93.0
雲林縣,元長鄉,2017,99.3
雲林縣,元長鄉,2016,78.9
雲林縣,元長鄉,2015,81.2
雲林縣,元長鄉,2014,80.1
雲林縣,元長鄉,2013,82.7
雲林縣,元長鄉,2012,95.8
雲林縣,元長鄉,2011,87.5
雲林縣,元長鄉,2010,106.7
雲林縣,元長鄉,2009,122.6
雲林縣,元長鄉,2008,104.9
雲林縣,元長鄉,2007,100.2
雲林縣,元長鄉,2006,147.9
雲林縣,元長鄉,2005,97.2
雲林縣,斗六市,2022,41.7
雲林縣,斗六市,2021,29.5
雲林縣,斗六市,2020,33.1
雲林縣,斗六市,2019,28.6
雲林縣,斗六市,2018,44.2
雲林縣,斗六市,2017,40.6
雲林縣,斗六市,2016,37.8
雲林縣,斗六市,2015,48.0
雲林縣,斗六市,2014,49.0
雲林縣,斗六市,2013,35.2
雲林縣,斗六市,2012,41.0
雲林縣,斗六市,2011,44.9
雲林縣,斗六市,2010,61.8
雲林縣,斗六市,2009,59.2
雲林縣,斗六市,2008,56.7
雲林縣,斗六市,2007,56.1
雲林縣,斗六市,2006,66.0
雲林縣,斗六市,2005,96.1
雲林縣,斗南鎮,2022,20.7
雲林縣,斗南鎮,2021,22.8
雲林縣,斗南鎮,2020,38.4
雲林縣,斗南鎮,2019,27.0
雲林縣,斗南鎮,2018,35.8
雲林縣,斗南鎮,2017,28.8
雲林縣,斗南鎮,2016,41.8
雲林縣,斗南鎮,2015,41.5
雲林縣,斗南鎮,2014,32.5
雲林縣,斗南鎮,2013,45.2
雲林縣,斗南鎮,2012,42.8
雲林縣,斗南鎮,2011,55.4
雲林縣,斗南鎮,2010,63.4
雲林縣,斗南鎮,2009,61.0
雲林縣,斗南鎮,2008,62.9
雲林縣,斗南鎮,2007,64.7
雲林縣,斗南鎮,2006,58.3
雲林縣,斗南鎮,2005,58.2
雲林縣,水林鄉,2022,59.6
雲林縣,水林鄉,2021,58.4
雲林縣,水林鄉,2020,24.5
雲林縣,水林鄉,2019,71.9
雲林縣,水林鄉,2018,62.8
雲林縣,水林鄉,2017,58.0
雲林縣,水林鄉,2016,79.9
雲林縣,水林鄉,2015,89.6
雲林縣,水林鄉,2014,73.7
雲林縣,水林鄉,2013,65.3
雲林縣,水林鄉,2012,78.4
雲林縣,水林鄉,2011,62.9
雲林縣,水林鄉,2010,68.5
雲林縣,水林鄉,2009,88.1
雲林縣,水林鄉,2008,131.4
雲林縣,水林鄉,2007,100.1
雲林縣,水林鄉,2006,102.1
雲林縣,水林鄉,2005,126.7
雲林縣,北港鎮,2022,47.2
雲林縣,北港鎮,2021,43.9
雲林縣,北港鎮,2020,63.7
雲林縣,北港鎮,2019,80.7
雲林縣,北港鎮,2018,87.3
雲林縣,北港鎮,2017,84.0
雲林縣,北港鎮,2016,58.8
雲林縣,北港鎮,2015,65.4
雲林縣,北港鎮,2014,105.4
雲林縣,北港鎮,2013,76.0
雲林縣,北港鎮,2012,87.3
雲林縣,北港鎮,2011,88.8
雲林縣,北港鎮,2010,83.1
雲林縣,北港鎮,2009,89.3
雲林縣,北港鎮,2008,99.9
雲林縣,北港鎮,2007,110.1
雲林縣,北港鎮,2006,100.3
雲林縣,北港鎮,2005,79.6
雲林縣,古坑鄉,2022,33.0
雲林縣,古坑鄉,2021,26.1
雲林縣,古坑鄉,2020,48.3
雲林縣,古坑鄉,2019,38.4
雲林縣,古坑鄉,2018,53.9
雲林縣,古坑鄉,2017,50.2
雲林縣,古坑鄉,2016,40.4
雲林縣,古坑鄉,2015,73.8
雲林縣,古坑鄉,2014,64.1
雲林縣,古坑鄉,2013,57.4
雲林縣,古坑鄉,2012,56.8
雲林縣,古坑鄉,2011,62.0
雲林縣,古坑鄉,2010,46.6
雲林縣,古坑鄉,2009,51.7
雲林縣,古坑鄉,2008,31.5
雲林縣,古坑鄉,2007,45.7
雲林縣,古坑鄉,2006,51.1
雲林縣,古坑鄉,2005,81.7
雲林縣,台西鄉,2022,22.4
雲林縣,台西鄉,2021,52.7
雲林縣,台西鄉,2020,73.4
雲林縣,台西鄉,2019,63.8
雲林縣,台西鄉,2018,62.9
雲林縣,台西鄉,2017,62.3
雲林縣,台西鄉,2016,102.5
雲林縣,台西鄉,2015,72.6
雲林縣,台西鄉,2014,104.2
雲林縣,台西鄉,2013,124.1
雲林縣,台西鄉,2012,118.3
雲林縣,台西鄉,2011,77.1
雲林縣,台西鄉,2010,94.7
雲林縣,台西鄉,2009,115.8
雲林縣,台西鄉,2008,80.8
雲林縣,台西鄉,2007,101.6
雲林縣,台西鄉,2006,93.1
雲林縣,台西鄉,2005,120.9
雲林縣,四湖鄉,2022,87.4
雲林縣,四湖鄉,2021,36.1
雲林縣,四湖鄉,2020,62.0
雲林縣,四湖鄉,2019,82.7
雲林縣,四湖鄉,2018,81.1
雲林縣,四湖鄉,2017,66.9
雲林縣,四湖鄉,2016,57.3
雲林縣,四湖鄉,2015,95.7
雲林縣,四湖鄉,2014,102.1
雲林縣,四湖鄉,2013,93.4
雲林縣,四湖鄉,2012,111.1
雲林縣,四湖鄉,2011,105.6
雲林縣,四湖鄉,2010,114.9
雲林縣,四湖鄉,2009,73.1
雲林縣,四湖鄉,2008,94.5
雲林縣,四湖鄉,2007,93.6
雲林縣,四湖鄉,2006,134.7
雲林縣,四湖鄉,2005,97.7
雲林縣,西螺鎮,2022,35.7
雲林縣,西螺鎮,2021,50.8
雲林縣,西螺鎮,2020,48.3
雲林縣,西螺鎮,2019,47.9
雲林縣,西螺鎮,2018,54.2
雲林縣,西螺鎮,2017,45.2
雲林縣,西螺鎮,2016,49.2
雲林縣,西螺鎮,2015,44.7
雲林縣,西螺鎮,2014,48.6
雲林縣,西螺鎮,2013,75.6
雲林縣,西螺鎮,2012,60.5
雲林縣,西螺鎮,2011,78.7
雲林縣,西螺鎮,2010,63.6
雲林縣,西螺鎮,2009,63.3
雲林縣,西螺鎮,2008,73.3
雲林縣,西螺鎮,2007,71.1
雲林縣,西螺鎮,2006,74.8
雲林縣,西螺鎮,2005,106.3
雲林縣,東勢鄉,2022,36.4
雲林縣,東勢鄉,2021,50.0
雲林縣,東勢鄉,2020,49.0
雲林縣,東勢鄉,2019,82.2
雲林縣,東勢鄉,2018,60.7
雲林縣,東勢鄉,2017,139.9
雲林縣,東勢鄉,2016,124.5
雲林縣,東勢鄉,2015,121.6
雲林縣,東勢鄉,2014,126.3
雲林縣,東勢鄉,2013,100.3
雲林縣,東勢鄉,2012,98.5
雲林縣,東勢鄉,2011,102.5
雲林縣,東勢鄉,2010,117.8
雲林縣,東勢鄉,2009,127.4
雲林縣,東勢鄉,2008,148.6
雲林縣,東勢鄉,2007,73.2
雲林縣,東勢鄉,2006,132.6
雲林縣,東勢鄉,2005,157.7
雲林縣,林內鄉,2022,64.6
雲林縣,林內鄉,2021,46.3
雲林縣,林內鄉,2020,51.1
雲林縣,林內鄉,2019,61.5
雲林縣,林內鄉,2018,38.6
雲林縣,林內鄉,2017,65.4
雲林縣,林內鄉,2016,64.7
雲林縣,林內鄉,2015,31.9
雲林縣,林內鄉,2014,73.5
雲林縣,林內鄉,2013,62.4
雲林縣,林內鄉,2012,46.2
雲林縣,林內鄉,2011,35.6
雲林縣,林內鄉,2010,35.2
雲林縣,林內鄉,2009,64.6
雲林縣,林內鄉,2008,49.3
雲林縣,林內鄉,2007,78.0
雲林縣,林內鄉,2006,77.4
雲林縣,林內鄉,2005,105.4
雲林縣,虎尾鎮,2022,44.0
雲林縣,虎尾鎮,2021,26.8
雲林縣,虎尾鎮,2020,25.4
雲林縣,虎尾鎮,2019,42.3
雲林縣,虎尾鎮,2018,40.9
雲林縣,虎尾鎮,2017,56.5
雲林縣,虎尾鎮,2016,60.8
雲林縣,虎尾鎮,2015,65.3
雲林縣,虎尾鎮,2014,69.6
雲林縣,虎尾鎮,2013,52.5
雲林縣,虎尾鎮,2012,64.1
雲林縣,虎尾鎮,2011,47.1
雲林縣,虎尾鎮,2010,77.0
雲林縣,虎尾鎮,2009,61.4
雲林縣,虎尾鎮,2008,67.5
雲林縣,虎尾鎮,2007,63.6
雲林縣,虎尾鎮,2006,77.1
雲林縣,虎尾鎮,2005,89.0
雲林縣,崙背鄉,2022,34.3
雲林縣,崙背鄉,2021,80.2
雲林縣,崙背鄉,2020,66.9
雲林縣,崙背鄉,2019,66.2
雲林縣,崙背鄉,2018,81.6
雲林縣,崙背鄉,2017,100.5
雲林縣,崙背鄉,2016,91.0
雲林縣,崙背鄉,2015,101.2
雲林縣,崙背鄉,2014,84.4
雲林縣,崙背鄉,2013,49.2
雲林縣,崙背鄉,2012,108.5
雲林縣,崙背鄉,2011,73.8
雲林縣,崙背鄉,2010,87.1
雲林縣,崙背鄉,2009,104.1
雲林縣,崙背鄉,2008,99.9
雲林縣,崙背鄉,2007,95.7
雲林縣,崙背鄉,2006,63.2
雲林縣,崙背鄉,2005,108.0
雲林縣,麥寮鄉,2022,49.0
雲林縣,麥寮鄉,2021,37.2
雲林縣,麥寮鄉,2020,50.4
雲林縣,麥寮鄉,2019,55.7
雲林縣,麥寮鄉,2018,67.5
雲林縣,麥寮鄉,2017,68.3
雲林縣,麥寮鄉,2016,78.0
雲林縣,麥寮鄉,2015,67.8
雲林縣,麥寮鄉,2014,88.0
雲林縣,麥寮鄉,2013,102.8
雲林縣,麥寮鄉,2012,84.7
雲林縣,麥寮鄉,2011,107.6
雲林縣,麥寮鄉,2010,102.7
雲林縣,麥寮鄉,2009,127.4
雲林縣,麥寮鄉,2008,151.5
雲林縣,麥寮鄉,2007,81.5
雲林縣,麥寮鄉,2006,133.9
雲林縣,麥寮鄉,2005,149.9
雲林縣,莿桐鄉,2022,43.2
雲林縣,莿桐鄉,2021,24.9
雲林縣,莿桐鄉,2020,31.7
雲林縣,莿桐鄉,2019,21.0
雲林縣,莿桐鄉,2018,41.6
雲林縣,莿桐鄉,2017,37.9
雲林縣,莿桐鄉,2016,65.2
雲林縣,莿桐鄉,2015,57.8
雲林縣,莿桐鄉,2014,53.9
雲林縣,莿桐鄉,2013,46.9
雲林縣,莿桐鄉,2012,59.8
雲林縣,莿桐鄉,2011,52.7
雲林縣,莿桐鄉,2010,68.6
雲林縣,莿桐鄉,2009,61.8
雲林縣,莿桐鄉,2008,45.5
雲林縣,莿桐鄉,2007,87.1
雲林縣,莿桐鄉,2006,76.7
雲林縣,莿桐鄉,2005,101.7
雲林縣,褒忠鄉,2022,57.3
雲林縣,褒忠鄉,2021,32.3
雲林縣,褒忠鄉,2020,23.8
雲林縣,褒忠鄉,2019,78.1
雲林縣,褒忠鄉,2018,46.3
雲林縣,褒忠鄉,2017,76.4
雲林縣,褒忠鄉,2016,60.3
雲林縣,褒忠鄉,2015,59.4
雲林縣,褒忠鄉,2014,73.2
雲林縣,褒忠鄉,2013,94.3
雲林縣,褒忠鄉,2012,93.3
雲林縣,褒忠鄉,2011,106.2
雲林縣,褒忠鄉,2010,48.5
雲林縣,褒忠鄉,2009,129.9
雲林縣,褒忠鄉,2008,101.9
雲林縣,褒忠鄉,2007,67.1
雲林縣,褒忠鄉,2006,79.8
雲林縣,褒忠鄉,2005,98.9
嘉義縣,大林鎮,2022,26.8
嘉義縣,大林鎮,2021,52.9
嘉義縣,大林鎮,2020,55.7
嘉義縣,大林鎮,2019,42.2
嘉義縣,大林鎮,2018,51.5
嘉義縣,大林鎮,2017,22.4
嘉義縣,大林鎮,2016,53.9
嘉義縣,大林鎮,2015,72.0
嘉義縣,大林鎮,2014,71.0
嘉義縣,大林鎮,2013,70.2
嘉義縣,大林鎮,2012,69.6
嘉義縣,大林鎮,2011,86.8
嘉義縣,大林鎮,2010,71.0
嘉義縣,大林鎮,2009,55.8
嘉義縣,大林鎮,2008,67.2
嘉義縣,大林鎮,2007,81.1
嘉義縣,大林鎮,2006,74.7
嘉義縣,大林鎮,2005,74.0
嘉義縣,大埔鄉,2022,0.0
嘉義縣,大埔鄉,2021,0.0
嘉義縣,大埔鄉,2020,0.0
嘉義縣,大埔鄉,2019,0.0
嘉義縣,大埔鄉,2018,0.0
嘉義縣,大埔鄉,2017,21.8
嘉義縣,大埔鄉,2016,43.3
嘉義縣,大埔鄉,2015,0.0
嘉義縣,大埔鄉,2014,43.4
嘉義縣,大埔鄉,2013,21.9
嘉義縣,大埔鄉,2012,22.0
嘉義縣,大埔鄉,2011,0.0
嘉義縣,大埔鄉,2010,21.7
嘉義縣,大埔鄉,2009,0.0
嘉義縣,大埔鄉,2008,0.0
嘉義縣,大埔鄉,2007,25.3
嘉義縣,大埔鄉,2006,26.2
嘉義縣,大埔鄉,2005,27.6
嘉義縣,中埔鄉,2022,25.4
嘉義縣,中埔鄉,2021,31.9
嘉義縣,中埔鄉,2020,15.8
嘉義縣,中埔鄉,2019,36.0
嘉義縣,中埔鄉,2018,29.0
嘉義縣,中埔鄉,2017,42.0
嘉義縣,中埔鄉,2016,28.5
嘉義縣,中埔鄉,2015,37.0
嘉義縣,中埔鄉,2014,28.0
嘉義縣,中埔鄉,2013,40.5
嘉義縣,中埔鄉,2012,55.1
嘉義縣,中埔鄉,2011,46.4
嘉義縣,中埔鄉,2010,46.1
嘉義縣,中埔鄉,2009,27.2
嘉義縣,中埔鄉,2008,41.7
嘉義縣,中埔鄉,2007,58.2
嘉義縣,中埔鄉,2006,43.6
嘉義縣,中埔鄉,2005,56.1
嘉義縣,六腳鄉,2022,69.6
嘉義縣,六腳鄉,2021,45.5
嘉義縣,六腳鄉,2020,53.6
嘉義縣,六腳鄉,2019,61.5
嘉義縣,六腳鄉,2018,38.9
嘉義縣,六腳鄉,2017,55.2
嘉義縣,六腳鄉,2016,58.3
嘉義縣,六腳鄉,2015,49.2
嘉義縣,六腳鄉,2014,64.6
嘉義縣,六腳鄉,2013,55.7
嘉義縣,六腳鄉,2012,58.5
嘉義縣,六腳鄉,2011,91.8
嘉義縣,六腳鄉,2010,75.1
嘉義縣,六腳鄉,2009,100.1
嘉義縣,六腳鄉,2008,77.3
嘉義縣,六腳鄉,2007,87.3
嘉義縣,六腳鄉,2006,72.2
嘉義縣,六腳鄉,2005,100.5
嘉義縣,太保市,2022,20.6
嘉義縣,太保市,2021,36.3
嘉義縣,太保市,2020,33.8
嘉義縣,太保市,2019,34.0
嘉義縣,太保市,2018,29.0
嘉義縣,太保市,2017,34.5
嘉義縣,太保市,2016,32.1
嘉義縣,太保市,2015,21.5
嘉義縣,太保市,2014,37.8
嘉義縣,太保市,2013,37.9
嘉義縣,太保市,2012,51.6
嘉義縣,太保市,2011,43.6
嘉義縣,太保市,2010,57.6
嘉義縣,太保市,2009,36.1
嘉義縣,太保市,2008,39.1
嘉義縣,太保市,2007,31.1
嘉義縣,太保市,2006,31.3
嘉義縣,太保市,2005,74.6
嘉義縣,水上鄉,2022,22.8
嘉義縣,水上鄉,2021,36.9
嘉義縣,水上鄉,2020,30.5
嘉義縣,水上鄉,2019,28.4
嘉義縣,水上鄉,2018,36.3
嘉義縣,水上鄉,2017,44.1
嘉義縣,水上鄉,2016,57.7
嘉義縣,水上鄉,2015,39.5
嘉義縣,水上鄉,2014,51.0
嘉義縣,水上鄉,2013,40.9
嘉義縣,水上鄉,2012,40.7
嘉義縣,水上鄉,2011,50.0
嘉義縣,水上鄉,2010,45.8
嘉義縣,水上鄉,2009,41.6
嘉義縣,水上鄉,2008,52.5
嘉義縣,水上鄉,2007,70.7
嘉義縣,水上鄉,2006,51.6
嘉義縣,水上鄉,2005,60.1
嘉義縣,布袋鎮,2022,15.8
嘉義縣,布袋鎮,2021,46.6
嘉義縣,布袋鎮,2020,22.9
嘉義縣,布袋鎮,2019,33.9
嘉義縣,布袋鎮,2018,29.7
嘉義縣,布袋鎮,2017,25.6
嘉義縣,布袋鎮,2016,43.3
嘉義縣,布袋鎮,2015,42.6
嘉義縣,布袋鎮,2014,42.0
嘉義縣,布袋鎮,2013,27.6
嘉義縣,布袋鎮,2012,54.3
嘉義縣,布袋鎮,2011,40.1
嘉義縣,布袋鎮,2010,29.5
嘉義縣,布袋鎮,2009,48.6
嘉義縣,布袋鎮,2008,70.7
嘉義縣,布袋鎮,2007,41.2
嘉義縣,布袋鎮,2006,56.3
嘉義縣,布袋鎮,2005,74.1
嘉義縣,民雄鄉,2022,17.0
嘉義縣,民雄鄉,2021,22.5
嘉義縣,民雄鄉,2020,33.6
嘉義縣,民雄鄉,2019,26.6
嘉義縣,民雄鄉,2018,37.7
嘉義縣,民雄鄉,2017,43.2
嘉義縣,民雄鄉,2016,34.8
嘉義縣,民雄鄉,2015,32.0
嘉義縣,民雄鄉,2014,43.1
嘉義縣,民雄鄉,2013,56.8
嘉義縣,民雄鄉,2012,63.6
嘉義縣,民雄鄉,2011,57.9
嘉義縣,民雄鄉,2010,50.9
嘉義縣,民雄鄉,2009,57.8
嘉義縣,民雄鄉,2008,63.3
嘉義縣,民雄鄉,2007,61.8
嘉義縣,民雄鄉,2006,46.8
嘉義縣,民雄鄉,2005,56.5
嘉義縣,朴子市,2022,34.1
嘉義縣,朴子市,2021,57.9
嘉義縣,朴子市,2020,28.7
嘉義縣,朴子市,2019,31.0
嘉義縣,朴子市,2018,33.1
嘉義縣,朴子市,2017,54.1
嘉義縣,朴子市,2016,46.8
嘉義縣,朴子市,2015,58.0
嘉義縣,朴子市,2014,66.8
嘉義縣,朴子市,2013,57.2
嘉義縣,朴子市,2012,72.9
嘉義縣,朴子市,2011,72.7
嘉義縣,朴子市,2010,56.5
嘉義縣,朴子市,2009,56.4
嘉義縣,朴子市,2008,65.5
嘉義縣,朴子市,2007,61.0
嘉義縣,朴子市,2006,81.1
嘉義縣,朴子市,2005,99.4
嘉義縣,竹崎鄉,2022,38.2
嘉義縣,竹崎鄉,2021,23.2
嘉義縣,竹崎鄉,2020,60.0
嘉義縣,竹崎鄉,2019,62.2
嘉義縣,竹崎鄉,2018,67.1
嘉義縣,竹崎鄉,2017,99.7
嘉義縣,竹崎鄉,2016,93.4
嘉義縣,竹崎鄉,2015,106.2
嘉義縣,竹崎鄉,2014,107.7
嘉義縣,竹崎鄉,2013,146.1
嘉義縣,竹崎鄉,2012,147.2
嘉義縣,竹崎鄉,2011,182.3
嘉義縣,竹崎鄉,2010,144.4
嘉義縣,竹崎鄉,2009,128.0
嘉義縣,竹崎鄉,2008,157.7
嘉義縣,竹崎鄉,2007,161.7
嘉義縣,竹崎鄉,2006,200.4
嘉義縣,竹崎鄉,2005,230.5
嘉義縣,東石鄉,2022,42.9
嘉義縣,東石鄉,2021,46.6
嘉義縣,東石鄉,2020,25.0
嘉義縣,東石鄉,2019,32.8
嘉義縣,東石鄉,2018,32.3
嘉義縣,東石鄉,2017,55.7
嘉義縣,東石鄉,2016,47.0
嘉義縣,東石鄉,2015,26.9
嘉義縣,東石鄉,2014,30.5
嘉義縣,東石鄉,2013,34.0
嘉義縣,東石鄉,2012,66.8
嘉義縣,東石鄉,2011,58.2
嘉義縣,東石鄉,2010,67.9
嘉義縣,東石鄉,2009,53.0
嘉義縣,東石鄉,2008,63.0
嘉義縣,東石鄉,2007,62.4
嘉義縣,東石鄉,2006,102.8
嘉義縣,東石鄉,2005,85.1
嘉義縣,阿里山鄉,2022,18.5
嘉義縣,阿里山鄉,2021,91.3
嘉義縣,阿里山鄉,2020,72.3
嘉義縣,阿里山鄉,2019,53.9
嘉義縣,阿里山鄉,2018,53.4
嘉義縣,阿里山鄉,2017,17.7
嘉義縣,阿里山鄉,2016,87.8
嘉義縣,阿里山鄉,2015,104.5
嘉義縣,阿里山鄉,2014,0.0
嘉義縣,阿里山鄉,2013,70.0
嘉義縣,阿里山鄉,2012,33.7
嘉義縣,阿里山鄉,2011,161.5
嘉義縣,阿里山鄉,2010,112.4
嘉義縣,阿里山鄉,2009,161.3
嘉義縣,阿里山鄉,2008,48.6
嘉義縣,阿里山鄉,2007,113.7
嘉義縣,阿里山鄉,2006,194.5
嘉義縣,阿里山鄉,2005,177.8
嘉義縣,梅山鄉,2022,16.5
嘉義縣,梅山鄉,2021,16.2
嘉義縣,梅山鄉,2020,21.2
嘉義縣,梅山鄉,2019,26.1
嘉義縣,梅山鄉,2018,20.6
嘉義縣,梅山鄉,2017,50.9
嘉義縣,梅山鄉,2016,45.2
嘉義縣,梅山鄉,2015,34.7
嘉義縣,梅山鄉,2014,39.1
嘉義縣,梅山鄉,2013,33.8
嘉義縣,梅山鄉,2012,28.6
嘉義縣,梅山鄉,2011,32.7
嘉義縣,梅山鄉,2010,41.2
嘉義縣,梅山鄉,2009,63.3
嘉義縣,梅山鄉,2008,49.4
嘉義縣,梅山鄉,2007,26.8
嘉義縣,梅山鄉,2006,39.7
嘉義縣,梅山鄉,2005,70.1
嘉義縣,鹿草鄉,2022,6.9
嘉義縣,鹿草鄉,2021,47.3
嘉義縣,鹿草鄉,2020,26.6
嘉義縣,鹿草鄉,2019,52.5
嘉義縣,鹿草鄉,2018,109.9
嘉義縣,鹿草鄉,2017,89.2
嘉義縣,鹿草鄉,2016,94.0
嘉義縣,鹿草鄉,2015,98.5
