縣市別,鄉鎮別,年別,新案發生率
新竹縣,關西鎮,2005,39.6
新竹縣,寶山鄉,2022,20.8
新竹縣,寶山鄉,2021,13.7
新竹縣,寶山鄉,2020,34.2
新竹縣,寶山鄉,2019,27.3
新竹縣,寶山鄉,2018,6.9
新竹縣,寶山鄉,2017,20.7
新竹縣,寶山鄉,2016,20.9
新竹縣,寶山鄉,2015,27.9
新竹縣,寶山鄉,2014,42.2
新竹縣,寶山鄉,2013,14.2
新竹縣,寶山鄉,2012,35.5
新竹縣,寶山鄉,2011,35.5
新竹縣,寶山鄉,2010,14.2
新竹縣,寶山鄉,2009,7.2
新竹縣,寶山鄉,2008,50.8
新竹縣,寶山鄉,2007,7.2
新竹縣,寶山鄉,2006,29.2
新竹縣,寶山鄉,2005,14.9
新竹市,北區,2022,21.7
新竹市,北區,2021,19.7
新竹市,北區,2020,18.4
新竹市,北區,2019,30.9
新竹市,北區,2018,25.8
新竹市,北區,2017,32.6
新竹市,北區,2016,26.1
新竹市,北區,2015,29.5
新竹市,北區,2014,40.4
新竹市,北區,2013,37.2
新竹市,北區,2012,29.3
新竹市,北區,2011,29.5
新竹市,北區,2010,40.7
新竹市,北區,2009,45.4
新竹市,北區,2008,42.7
新竹市,北區,2007,52.0
新竹市,北區,2006,44.0
新竹市,北區,2005,49.1
新竹市,東區,2022,12.2
新竹市,東區,2021,19.0
新竹市,東區,2020,20.1
新竹市,東區,2019,17.1
新竹市,東區,2018,22.4
新竹市,東區,2017,27.0
新竹市,東區,2016,25.8
新竹市,東區,2015,26.0
新竹市,東區,2014,24.3
新竹市,東區,2013,34.8
新竹市,東區,2012,26.3
新竹市,東區,2011,35.2
新竹市,東區,2010,33.1
新竹市,東區,2009,29.4
新竹市,東區,2008,26.7
新竹市,東區,2007,41.8
新竹市,東區,2006,49.6
新竹市,東區,2005,44.6
新竹市,香山區,2022,26.7
新竹市,香山區,2021,19.1
新竹市,香山區,2020,14.0
新竹市,香山區,2019,34.4
新竹市,香山區,2018,20.5
新竹市,香山區,2017,20.6
新竹市,香山區,2016,33.7
新竹市,香山區,2015,32.6
新竹市,香山區,2014,36.8
新竹市,香山區,2013,29.3
新竹市,香山區,2012,33.8
新竹市,香山區,2011,21.9
新竹市,香山區,2010,38.7
新竹市,香山區,2009,37.7
新竹市,香山區,2008,32.6
新竹市,香山區,2007,43.2
新竹市,香山區,2006,62.5
新竹市,香山區,2005,58.6
苗栗縣,三義鄉,2022,52.4
苗栗縣,三義鄉,2021,19.3
苗栗縣,三義鄉,2020,25.3
苗栗縣,三義鄉,2019,18.6
苗栗縣,三義鄉,2018,24.4
苗栗縣,三義鄉,2017,30.0
苗栗縣,三義鄉,2016,17.7
苗栗縣,三義鄉,2015,23.4
苗栗縣,三義鄉,2014,40.4
苗栗縣,三義鄉,2013,22.9
苗栗縣,三義鄉,2012,11.4
苗栗縣,三義鄉,2011,11.4
苗栗縣,三義鄉,2010,11.3
苗栗縣,三義鄉,2009,33.9
苗栗縣,三義鄉,2008,34.0
苗栗縣,三義鄉,2007,39.4
苗栗縣,三義鄉,2006,39.0
苗栗縣,三義鄉,2005,50.1
苗栗縣,三灣鄉,2022,48.6
苗栗縣,三灣鄉,2021,0.0
苗栗縣,三灣鄉,2020,15.5
苗栗縣,三灣鄉,2019,0.0
苗栗縣,三灣鄉,2018,15.0
苗栗縣,三灣鄉,2017,58.6
苗栗縣,三灣鄉,2016,14.4
苗栗縣,三灣鄉,2015,42.5
苗栗縣,三灣鄉,2014,28.1
苗栗縣,三灣鄉,2013,55.9
苗栗縣,三灣鄉,2012,27.8
苗栗縣,三灣鄉,2011,41.5
苗栗縣,三灣鄉,2010,40.9
苗栗縣,三灣鄉,2009,13.5
苗栗縣,三灣鄉,2008,13.4
苗栗縣,三灣鄉,2007,13.3
苗栗縣,三灣鄉,2006,39.9
苗栗縣,三灣鄉,2005,26.6
苗栗縣,大湖鄉,2022,7.5
苗栗縣,大湖鄉,2021,14.6
苗栗縣,大湖鄉,2020,7.1
苗栗縣,大湖鄉,2019,27.9
苗栗縣,大湖鄉,2018,27.4
苗栗縣,大湖鄉,2017,6.7
苗栗縣,大湖鄉,2016,26.4
苗栗縣,大湖鄉,2015,13.0
苗栗縣,大湖鄉,2014,25.6
苗栗縣,大湖鄉,2013,50.8
苗栗縣,大湖鄉,2012,12.6
苗栗縣,大湖鄉,2011,31.3
苗栗縣,大湖鄉,2010,18.6
苗栗縣,大湖鄉,2009,18.5
苗栗縣,大湖鄉,2008,12.4
苗栗縣,大湖鄉,2007,18.4
苗栗縣,大湖鄉,2006,36.3
苗栗縣,大湖鄉,2005,41.8
苗栗縣,公館鄉,2022,12.6
苗栗縣,公館鄉,2021,18.7
苗栗縣,公館鄉,2020,21.5
苗栗縣,公館鄉,2019,27.3
苗栗縣,公館鄉,2018,9.0
苗栗縣,公館鄉,2017,14.7
苗栗縣,公館鄉,2016,26.2
苗栗縣,公館鄉,2015,20.2
苗栗縣,公館鄉,2014,8.6
苗栗縣,公館鄉,2013,25.8
苗栗縣,公館鄉,2012,31.5
苗栗縣,公館鄉,2011,31.6
苗栗縣,公館鄉,2010,23.0
苗栗縣,公館鄉,2009,40.3
苗栗縣,公館鄉,2008,43.2
苗栗縣,公館鄉,2007,34.7
苗栗縣,公館鄉,2006,37.6
苗栗縣,公館鄉,2005,46.3
苗栗縣,竹南鎮,2022,12.5
苗栗縣,竹南鎮,2021,18.3
苗栗縣,竹南鎮,2020,31.1
苗栗縣,竹南鎮,2019,16.2
苗栗縣,竹南鎮,2018,25.6
苗栗縣,竹南鎮,2017,27.0
苗栗縣,竹南鎮,2016,33.0
苗栗縣,竹南鎮,2015,25.0
苗栗縣,竹南鎮,2014,25.3
苗栗縣,竹南鎮,2013,22.1
苗栗縣,竹南鎮,2012,26.2
苗栗縣,竹南鎮,2011,30.4
苗栗縣,竹南鎮,2010,28.2
苗栗縣,竹南鎮,2009,48.2
苗栗縣,竹南鎮,2008,39.6
苗栗縣,竹南鎮,2007,29.4
苗栗縣,竹南鎮,2006,38.0
苗栗縣,竹南鎮,2005,39.9
苗栗縣,西湖鄉,2022,30.8
苗栗縣,西湖鄉,2021,15.1
苗栗縣,西湖鄉,2020,14.7
苗栗縣,西湖鄉,2019,14.4
苗栗縣,西湖鄉,2018,14.1
苗栗縣,西湖鄉,2017,0.0
苗栗縣,西湖鄉,2016,54.2
苗栗縣,西湖鄉,2015,13.3
苗栗縣,西湖鄉,2014,13.1
苗栗縣,西湖鄉,2013,13.0
苗栗縣,西湖鄉,2012,38.6
苗栗縣,西湖鄉,2011,0.0
苗栗縣,西湖鄉,2010,88.6
苗栗縣,西湖鄉,2009,88.3
苗栗縣,西湖鄉,2008,62.9
苗栗縣,西湖鄉,2007,62.1
苗栗縣,西湖鄉,2006,49.0
苗栗縣,西湖鄉,2005,24.3
苗栗縣,卓蘭鎮,2022,19.1
苗栗縣,卓蘭鎮,2021,37.4
苗栗縣,卓蘭鎮,2020,12.3
苗栗縣,卓蘭鎮,2019,54.2
苗栗縣,卓蘭鎮,2018,23.6
苗栗縣,卓蘭鎮,2017,57.6
苗栗縣,卓蘭鎮,2016,22.4
苗栗縣,卓蘭鎮,2015,65.9
苗栗縣,卓蘭鎮,2014,43.5
苗栗縣,卓蘭鎮,2013,37.9
苗栗縣,卓蘭鎮,2012,43.4
苗栗縣,卓蘭鎮,2011,27.1
苗栗縣,卓蘭鎮,2010,54.1
苗栗縣,卓蘭鎮,2009,38.0
苗栗縣,卓蘭鎮,2008,54.2
苗栗縣,卓蘭鎮,2007,69.9
苗栗縣,卓蘭鎮,2006,63.9
苗栗縣,卓蘭鎮,2005,73.7
苗栗縣,南庄鄉,2022,21.8
苗栗縣,南庄鄉,2021,31.7
苗栗縣,南庄鄉,2020,41.3
苗栗縣,南庄鄉,2019,40.3
苗栗縣,南庄鄉,2018,49.5
苗栗縣,南庄鄉,2017,19.4
苗栗縣,南庄鄉,2016,19.1
苗栗縣,南庄鄉,2015,56.5
苗栗縣,南庄鄉,2014,56.0
苗栗縣,南庄鄉,2013,64.8
苗栗縣,南庄鄉,2012,45.7
苗栗縣,南庄鄉,2011,54.2
苗栗縣,南庄鄉,2010,53.5
苗栗縣,南庄鄉,2009,61.9
苗栗縣,南庄鄉,2008,44.0
苗栗縣,南庄鄉,2007,52.0
苗栗縣,南庄鄉,2006,25.7
苗栗縣,南庄鄉,2005,153.2
苗栗縣,後龍鎮,2022,34.8
苗栗縣,後龍鎮,2021,37.2
苗栗縣,後龍鎮,2020,42.3
苗栗縣,後龍鎮,2019,41.7
苗栗縣,後龍鎮,2018,41.1
苗栗縣,後龍鎮,2017,40.5
苗栗縣,後龍鎮,2016,32.0
苗栗縣,後龍鎮,2015,44.6
苗栗縣,後龍鎮,2014,46.9
苗栗縣,後龍鎮,2013,41.4
苗栗縣,後龍鎮,2012,36.0
苗栗縣,後龍鎮,2011,28.1
苗栗縣,後龍鎮,2010,42.9
苗栗縣,後龍鎮,2009,55.0
苗栗縣,後龍鎮,2008,52.1
苗栗縣,後龍鎮,2007,39.4
苗栗縣,後龍鎮,2006,73.2
苗栗縣,後龍鎮,2005,84.4
苗栗縣,苑裡鎮,2022,20.4
苗栗縣,苑裡鎮,2021,15.8
苗栗縣,苑裡鎮,2020,17.9
苗栗縣,苑裡鎮,2019,40.0
苗栗縣,苑裡鎮,2018,24.1
苗栗縣,苑裡鎮,2017,25.8
苗栗縣,苑裡鎮,2016,31.6
苗栗縣,苑裡鎮,2015,43.6
苗栗縣,苑裡鎮,2014,26.8
苗栗縣,苑裡鎮,2013,30.9
苗栗縣,苑裡鎮,2012,30.9
苗栗縣,苑裡鎮,2011,53.5
苗栗縣,苑裡鎮,2010,36.9
苗栗縣,苑裡鎮,2009,38.8
苗栗縣,苑裡鎮,2008,42.8
苗栗縣,苑裡鎮,2007,42.8
苗栗縣,苑裡鎮,2006,63.1
苗栗縣,苑裡鎮,2005,50.8
苗栗縣,苗栗市,2022,26.6
苗栗縣,苗栗市,2021,20.6
苗栗縣,苗栗市,2020,29.6
苗栗縣,苗栗市,2019,18.2
苗栗縣,苗栗市,2018,31.6
苗栗縣,苗栗市,2017,25.7
苗栗縣,苗栗市,2016,36.6
苗栗縣,苗栗市,2015,34.2
苗栗縣,苗栗市,2014,40.6
苗栗縣,苗栗市,2013,30.7
苗栗縣,苗栗市,2012,48.4
苗栗縣,苗栗市,2011,38.5
苗栗縣,苗栗市,2010,43.0
苗栗縣,苗栗市,2009,31.9
苗栗縣,苗栗市,2008,41.7
苗栗縣,苗栗市,2007,42.9
苗栗縣,苗栗市,2006,59.5
苗栗縣,苗栗市,2005,48.4
苗栗縣,泰安鄉,2022,87.5
苗栗縣,泰安鄉,2021,87.2
苗栗縣,泰安鄉,2020,154.2
苗栗縣,泰安鄉,2019,218.0
苗栗縣,泰安鄉,2018,184.5
苗栗縣,泰安鄉,2017,152.4
苗栗縣,泰安鄉,2016,100.2
苗栗縣,泰安鄉,2015,163.9
苗栗縣,泰安鄉,2014,82.5
苗栗縣,泰安鄉,2013,185.5
苗栗縣,泰安鄉,2012,202.7
苗栗縣,泰安鄉,2011,117.4
苗栗縣,泰安鄉,2010,150.9
苗栗縣,泰安鄉,2009,240.3
苗栗縣,泰安鄉,2008,157.8
苗栗縣,泰安鄉,2007,227.8
苗栗縣,泰安鄉,2006,317.0
苗栗縣,泰安鄉,2005,161.2
苗栗縣,通霄鎮,2022,31.1
苗栗縣,通霄鎮,2021,15.3
苗栗縣,通霄鎮,2020,30.1
苗栗縣,通霄鎮,2019,44.5
苗栗縣,通霄鎮,2018,34.9
苗栗縣,通霄鎮,2017,31.4
苗栗縣,通霄鎮,2016,41.9
苗栗縣,通霄鎮,2015,43.8
苗栗縣,通霄鎮,2014,43.2
苗栗縣,通霄鎮,2013,26.8
苗栗縣,通霄鎮,2012,61.3
苗栗縣,通霄鎮,2011,45.0
苗栗縣,通霄鎮,2010,54.9
苗栗縣,通霄鎮,2009,54.3
苗栗縣,通霄鎮,2008,61.5
苗栗縣,通霄鎮,2007,45.7
苗栗縣,通霄鎮,2006,55.3
苗栗縣,通霄鎮,2005,87.1
苗栗縣,造橋鄉,2022,8.5
苗栗縣,造橋鄉,2021,16.6
苗栗縣,造橋鄉,2020,40.6
苗栗縣,造橋鄉,2019,31.8
苗栗縣,造橋鄉,2018,54.6
苗栗縣,造橋鄉,2017,7.7
苗栗縣,造橋鄉,2016,37.7
苗栗縣,造橋鄉,2015,22.4
苗栗縣,造橋鄉,2014,29.7
苗栗縣,造橋鄉,2013,22.1
苗栗縣,造橋鄉,2012,73.2
苗栗縣,造橋鄉,2011,36.5
苗栗縣,造橋鄉,2010,7.3
苗栗縣,造橋鄉,2009,36.4
苗栗縣,造橋鄉,2008,79.8
苗栗縣,造橋鄉,2007,43.1
苗栗縣,造橋鄉,2006,35.8
苗栗縣,造橋鄉,2005,35.6
苗栗縣,獅潭鄉,2022,24.2
苗栗縣,獅潭鄉,2021,0.0
苗栗縣,獅潭鄉,2020,23.8
苗栗縣,獅潭鄉,2019,23.4
苗栗縣,獅潭鄉,2018,45.7
苗栗縣,獅潭鄉,2017,45.0
苗栗縣,獅潭鄉,2016,88.1
苗栗縣,獅潭鄉,2015,0.0
苗栗縣,獅潭鄉,2014,21.3
苗栗縣,獅潭鄉,2013,84.6
苗栗縣,獅潭鄉,2012,0.0
苗栗縣,獅潭鄉,2011,82.1
苗栗縣,獅潭鄉,2010,60.1
苗栗縣,獅潭鄉,2009,79.1
苗栗縣,獅潭鄉,2008,0.0
苗栗縣,獅潭鄉,2007,38.5
苗栗縣,獅潭鄉,2006,57.1
苗栗縣,獅潭鄉,2005,37.8
苗栗縣,銅鑼鄉,2022,11.9
苗栗縣,銅鑼鄉,2021,23.4
苗栗縣,銅鑼鄉,2020,11.5
苗栗縣,銅鑼鄉,2019,28.2
苗栗縣,銅鑼鄉,2018,11.1
苗栗縣,銅鑼鄉,2017,21.9
苗栗縣,銅鑼鄉,2016,26.9
苗栗縣,銅鑼鄉,2015,10.6
苗栗縣,銅鑼鄉,2014,36.9
苗栗縣,銅鑼鄉,2013,31.4
苗栗縣,銅鑼鄉,2012,36.4
苗栗縣,銅鑼鄉,2011,25.8
苗栗縣,銅鑼鄉,2010,30.7
苗栗縣,銅鑼鄉,2009,25.5
苗栗縣,銅鑼鄉,2008,76.0
苗栗縣,銅鑼鄉,2007,30.0
苗栗縣,銅鑼鄉,2006,34.7
苗栗縣,銅鑼鄉,2005,68.7
苗栗縣,頭份鎮,2022,20.0
苗栗縣,頭份鎮,2021,20.0
苗栗縣,頭份鎮,2020,20.2
苗栗縣,頭份鎮,2019,14.5
苗栗縣,頭份鎮,2018,19.4
苗栗縣,頭份鎮,2017,29.1
苗栗縣,頭份鎮,2016,27.1
苗栗縣,頭份鎮,2015,34.0
苗栗縣,頭份鎮,2014,28.4
苗栗縣,頭份鎮,2013,25.8
苗栗縣,頭份鎮,2012,31.3
苗栗縣,頭份鎮,2011,19.4
苗栗縣,頭份鎮,2010,39.3
苗栗縣,頭份鎮,2009,31.3
苗栗縣,頭份鎮,2008,40.0
苗栗縣,頭份鎮,2007,35.1
苗栗縣,頭份鎮,2006,49.3
苗栗縣,頭份鎮,2005,61.6
苗栗縣,頭屋鄉,2022,30.0
苗栗縣,頭屋鄉,2021,19.7
苗栗縣,頭屋鄉,2020,67.6
苗栗縣,頭屋鄉,2019,18.9
苗栗縣,頭屋鄉,2018,18.6
苗栗縣,頭屋鄉,2017,36.5
苗栗縣,頭屋鄉,2016,9.0
苗栗縣,頭屋鄉,2015,17.7
苗栗縣,頭屋鄉,2014,26.3
苗栗縣,頭屋鄉,2013,8.7
苗栗縣,頭屋鄉,2012,34.8
苗栗縣,頭屋鄉,2011,17.3
苗栗縣,頭屋鄉,2010,34.3
苗栗縣,頭屋鄉,2009,25.7
苗栗縣,頭屋鄉,2008,25.4
苗栗縣,頭屋鄉,2007,16.7
苗栗縣,頭屋鄉,2006,33.2
苗栗縣,頭屋鄉,2005,74.4
台中市,大甲區,2022,24.0
台中市,大甲區,2021,33.0
台中市,大甲區,2020,26.2
台中市,大甲區,2019,41.4
台中市,大甲區,2018,30.9
台中市,大甲區,2017,33.5
台中市,大甲區,2016,47.6
台中市,大甲區,2015,42.5
台中市,大甲區,2014,30.9
台中市,大甲區,2013,53.9
台中市,大甲區,2012,43.6
台中市,大甲區,2011,46.0
台中市,大甲區,2010,43.3
台中市,大甲區,2009,58.4
台中市,大甲區,2008,60.7
台中市,大甲區,2007,44.1
台中市,大甲區,2006,59.1
台中市,大甲區,2005,91.7
台中市,大安區,2022,38.1
台中市,大安區,2021,16.1
台中市,大安區,2020,10.5
台中市,大安區,2019,52.1
台中市,大安區,2018,51.9
台中市,大安區,2017,31.0
台中市,大安區,2016,51.3
台中市,大安區,2015,45.9
台中市,大安區,2014,35.6
台中市,大安區,2013,40.4
台中市,大安區,2012,25.0
台中市,大安區,2011,39.6
台中市,大安區,2010,73.7
台中市,大安區,2009,48.8
台中市,大安區,2008,43.5
台中市,大安區,2007,28.8
台中市,大安區,2006,47.9
台中市,大安區,2005,85.6
台中市,大肚區,2022,23.1
台中市,大肚區,2021,24.7
台中市,大肚區,2020,24.6
台中市,大肚區,2019,50.7
台中市,大肚區,2018,41.9
台中市,大肚區,2017,33.2
台中市,大肚區,2016,54.5
台中市,大肚區,2015,26.6
台中市,大肚區,2014,33.8
台中市,大肚區,2013,55.4
台中市,大肚區,2012,44.8
台中市,大肚區,2011,28.7
台中市,大肚區,2010,69.9
台中市,大肚區,2009,44.7
台中市,大肚區,2008,46.5
台中市,大肚區,2007,48.3
台中市,大肚區,2006,64.5
台中市,大肚區,2005,59.3
台中市,大里區,2022,22.2
台中市,大里區,2021,25.9
台中市,大里區,2020,24.9
台中市,大里區,2019,23.5
台中市,大里區,2018,31.2
台中市,大里區,2017,33.7
台中市,大里區,2016,33.0
台中市,大里區,2015,37.1
台中市,大里區,2014,40.9
台中市,大里區,2013,32.8
台中市,大里區,2012,38.1
台中市,大里區,2011,37.7
台中市,大里區,2010,35.6
台中市,大里區,2009,43.0
台中市,大里區,2008,44.4
台中市,大里區,2007,45.0
台中市,大里區,2006,47.8
台中市,大里區,2005,51.2
台中市,大雅區,2022,23.1
台中市,大雅區,2021,25.1
台中市,大雅區,2020,37.6
台中市,大雅區,2019,37.6
台中市,大雅區,2018,34.6
台中市,大雅區,2017,31.6
台中市,大雅區,2016,48.9
台中市,大雅區,2015,37.6
台中市,大雅區,2014,48.8
台中市,大雅區,2013,64.4
台中市,大雅區,2012,40.7
台中市,大雅區,2011,49.9
台中市,大雅區,2010,61.3
台中市,大雅區,2009,50.5
台中市,大雅區,2008,57.7
台中市,大雅區,2007,74.3
台中市,大雅區,2006,60.2
台中市,大雅區,2005,70.2
台中市,中區,2022,28.3
台中市,中區,2021,55.8
台中市,中區,2020,76.6
台中市,中區,2019,32.5
台中市,中區,2018,48.7
台中市,中區,2017,53.8
台中市,中區,2016,42.4
台中市,中區,2015,41.7
台中市,中區,2014,45.8
台中市,中區,2013,34.4
台中市,中區,2012,61.5
台中市,中區,2011,54.4
台中市,中區,2010,56.9
台中市,中區,2009,51.2
台中市,中區,2008,67.2
台中市,中區,2007,63.1
台中市,中區,2006,71.4
台中市,中區,2005,71.1
台中市,太平區,2022,25.5
台中市,太平區,2021,27.7
台中市,太平區,2020,24.2
台中市,太平區,2019,34.2
台中市,太平區,2018,31.5
台中市,太平區,2017,38.4
台中市,太平區,2016,37.8
台中市,太平區,2015,37.2
台中市,太平區,2014,35.0
台中市,太平區,2013,30.9
台中市,太平區,2012,46.7
台中市,太平區,2011,51.8
台中市,太平區,2010,47.5
台中市,太平區,2009,59.2
台中市,太平區,2008,63.4
台中市,太平區,2007,57.8
台中市,太平區,2006,59.7
台中市,太平區,2005,62.7
台中市,北屯區,2022,19.4
台中市,北屯區,2021,23.2
台中市,北屯區,2020,21.7
台中市,北屯區,2019,26.6
台中市,北屯區,2018,29.2
台中市,北屯區,2017,24.9
台中市,北屯區,2016,39.2
台中市,北屯區,2015,34.3
台中市,北屯區,2014,33.0
台中市,北屯區,2013,38.5
台中市,北屯區,2012,38.2
台中市,北屯區,2011,45.1
台中市,北屯區,2010,48.9
台中市,北屯區,2009,39.1
台中市,北屯區,2008,48.6
台中市,北屯區,2007,49.1
台中市,北屯區,2006,43.9
台中市,北屯區,2005,55.7
台中市,北區,2022,32.8
台中市,北區,2021,38.6
台中市,北區,2020,29.3
台中市,北區,2019,29.2
台中市,北區,2018,44.7
台中市,北區,2017,34.5
台中市,北區,2016,39.3
台中市,北區,2015,42.7
台中市,北區,2014,45.4
台中市,北區,2013,44.6
台中市,北區,2012,48.7
台中市,北區,2011,52.1
台中市,北區,2010,55.6
台中市,北區,2009,51.5
台中市,北區,2008,58.3
台中市,北區,2007,57.8
台中市,北區,2006,63.4
台中市,北區,2005,46.9
台中市,外埔區,2022,31.8
台中市,外埔區,2021,44.1
台中市,外埔區,2020,53.0
台中市,外埔區,2019,34.1
台中市,外埔區,2018,59.0
台中市,外埔區,2017,46.7
台中市,外埔區,2016,56.3
台中市,外埔區,2015,50.2
台中市,外埔區,2014,37.7
台中市,外埔區,2013,44.0
台中市,外埔區,2012,56.4
台中市,外埔區,2011,34.3
台中市,外埔區,2010,46.8
台中市,外埔區,2009,84.4
台中市,外埔區,2008,56.4
台中市,外埔區,2007,56.7
台中市,外埔區,2006,85.6
台中市,外埔區,2005,57.4
台中市,石岡區,2022,14.0
台中市,石岡區,2021,20.6
台中市,石岡區,2020,40.8
台中市,石岡區,2019,53.8
台中市,石岡區,2018,40.0
台中市,石岡區,2017,52.9
台中市,石岡區,2016,26.3
台中市,石岡區,2015,45.6
台中市,石岡區,2014,70.9
台中市,石岡區,2013,44.6
台中市,石岡區,2012,12.7
台中市,石岡區,2011,50.4
台中市,石岡區,2010,37.4
台中市,石岡區,2009,43.3
台中市,石岡區,2008,49.5
台中市,石岡區,2007,55.8
台中市,石岡區,2006,87.5
台中市,石岡區,2005,31.7
台中市,后里區,2022,14.9
台中市,后里區,2021,31.4
台中市,后里區,2020,34.9
台中市,后里區,2019,42.0
台中市,后里區,2018,43.9
台中市,后里區,2017,36.8
台中市,后里區,2016,36.8
台中市,后里區,2015,57.2
台中市,后里區,2014,44.4
台中市,后里區,2013,27.7
台中市,后里區,2012,35.1
台中市,后里區,2011,46.2
台中市,后里區,2010,64.4
台中市,后里區,2009,53.2
台中市,后里區,2008,53.1
台中市,后里區,2007,64.1
台中市,后里區,2006,58.5
台中市,后里區,2005,60.1
台中市,西屯區,2022,31.1
台中市,西屯區,2021,26.4
台中市,西屯區,2020,28.1
台中市,西屯區,2019,26.1
台中市,西屯區,2018,28.5
台中市,西屯區,2017,28.3
台中市,西屯區,2016,38.1
台中市,西屯區,2015,44.1
台中市,西屯區,2014,35.5
台中市,西屯區,2013,36.9
台中市,西屯區,2012,41.7
台中市,西屯區,2011,37.0
台中市,西屯區,2010,41.9
台中市,西屯區,2009,53.3
台中市,西屯區,2008,52.1
台中市,西屯區,2007,46.8
台中市,西屯區,2006,53.0
台中市,西屯區,2005,51.9
台中市,西區,2022,32.0
台中市,西區,2021,28.2
台中市,西區,2020,40.0
台中市,西區,2019,27.7
台中市,西區,2018,45.0
台中市,西區,2017,44.9
台中市,西區,2016,36.3
台中市,西區,2015,34.6
台中市,西區,2014,36.2
台中市,西區,2013,46.3
台中市,西區,2012,41.0
台中市,西區,2011,42.6
台中市,西區,2010,51.1
台中市,西區,2009,40.0
台中市,西區,2008,49.5
台中市,西區,2007,50.7
台中市,西區,2006,55.0
台中市,西區,2005,47.2
台中市,沙鹿區,2022,26.9
台中市,沙鹿區,2021,19.9
台中市,沙鹿區,2020,30.5
台中市,沙鹿區,2019,26.5
台中市,沙鹿區,2018,42.8
台中市,沙鹿區,2017,30.4
台中市,沙鹿區,2016,39.8
台中市,沙鹿區,2015,48.5
台中市,沙鹿區,2014,54.0
台中市,沙鹿區,2013,45.6
台中市,沙鹿區,2012,35.7
台中市,沙鹿區,2011,48.6
台中市,沙鹿區,2010,62.9
台中市,沙鹿區,2009,59.9
台中市,沙鹿區,2008,63.3
台中市,沙鹿區,2007,61.7
台中市,沙鹿區,2006,66.6
台中市,沙鹿區,2005,61.0
台中市,和平區,2022,64.3
台中市,和平區,2021,46.1
台中市,和平區,2020,55.3
台中市,和平區,2019,91.3
台中市,和平區,2018,54.6
台中市,和平區,2017,73.6
台中市,和平區,2016,120.8
台中市,和平區,2015,65.0
台中市,和平區,2014,130.8
台中市,和平區,2013,75.7
台中市,和平區,2012,84.7
台中市,和平區,2011,158.7
台中市,和平區,2010,93.1
台中市,和平區,2009,157.9
台中市,和平區,2008,138.4
台中市,和平區,2007,155.7
台中市,和平區,2006,99.9
台中市,和平區,2005,134.9
台中市,東區,2022,22.5
台中市,東區,2021,38.3
台中市,東區,2020,36.9
台中市,東區,2019,23.7
台中市,東區,2018,30.3
台中市,東區,2017,46.3
台中市,東區,2016,51.8
台中市,東區,2015,45.3
台中市,東區,2014,42.8
台中市,東區,2013,41.7
台中市,東區,2012,52.6
台中市,東區,2011,56.8
台中市,東區,2010,67.6
台中市,東區,2009,52.7
台中市,東區,2008,55.5
台中市,東區,2007,49.0
台中市,東區,2006,52.2
台中市,東區,2005,67.2
台中市,東勢區,2022,22.9
台中市,東勢區,2021,30.8
台中市,東勢區,2020,32.3
台中市,東勢區,2019,38.0
台中市,東勢區,2018,37.6
台中市,東勢區,2017,45.2
台中市,東勢區,2016,45.0
台中市,東勢區,2015,42.8
台中市,東勢區,2014,48.3
台中市,東勢區,2013,57.5
台中市,東勢區,2012,39.9
台中市,東勢區,2011,47.2
台中市,東勢區,2010,20.6
台中市,東勢區,2009,31.5
台中市,東勢區,2008,67.9
台中市,東勢區,2007,49.1
台中市,東勢區,2006,61.3
台中市,東勢區,2005,62.6
台中市,南屯區,2022,21.4
台中市,南屯區,2021,27.2
台中市,南屯區,2020,27.5
台中市,南屯區,2019,31.4
台中市,南屯區,2018,33.0
台中市,南屯區,2017,38.8
台中市,南屯區,2016,50.7
台中市,南屯區,2015,37.4
台中市,南屯區,2014,45.4
台中市,南屯區,2013,42.7
台中市,南屯區,2012,53.5
台中市,南屯區,2011,53.6
台中市,南屯區,2010,63.0
台中市,南屯區,2009,64.9
台中市,南屯區,2008,75.5
台中市,南屯區,2007,59.4
台中市,南屯區,2006,70.6
台中市,南屯區,2005,76.8
台中市,南區,2022,19.1
台中市,南區,2021,19.8
台中市,南區,2020,18.9
台中市,南區,2019,20.6
台中市,南區,2018,34.3
台中市,南區,2017,29.8
台中市,南區,2016,26.1
台中市,南區,2015,36.4
台中市,南區,2014,32.7
台中市,南區,2013,38.3
台中市,南區,2012,38.0
台中市,南區,2011,45.5
台中市,南區,2010,46.8
台中市,南區,2009,29.4
台中市,南區,2008,52.2
台中市,南區,2007,50.1
台中市,南區,2006,49.9
台中市,南區,2005,51.6
台中市,烏日區,2022,21.9
台中市,烏日區,2021,26.0
台中市,烏日區,2020,25.0
台中市,烏日區,2019,34.4
台中市,烏日區,2018,50.7
台中市,烏日區,2017,29.7
台中市,烏日區,2016,45.2
台中市,烏日區,2015,30.5
台中市,烏日區,2014,59.1
台中市,烏日區,2013,52.6
台中市,烏日區,2012,60.3
台中市,烏日區,2011,50.7
台中市,烏日區,2010,35.0
台中市,烏日區,2009,48.4
台中市,烏日區,2008,57.6
台中市,烏日區,2007,58.0
台中市,烏日區,2006,52.6
台中市,烏日區,2005,74.3
台中市,神岡區,2022,43.4
台中市,神岡區,2021,36.8
台中市,神岡區,2020,18.3
台中市,神岡區,2019,39.6
台中市,神岡區,2018,50.3
