年,週,就診類別,年齡別,縣市,腸病毒健保就診人次,健保就診總人次,縣市別代碼
2016,29,門診,13~15,新竹縣,10,1367,10004
2016,29,門診,13~15,苗栗縣,0,1250,10005
2016,29,門診,13~15,彰化縣,20,4371,10007
2016,29,門診,13~15,南投縣,2,1509,10008
2016,29,門診,13~15,雲林縣,3,2178,10009
2016,29,門診,13~15,嘉義縣,5,1179,10010
2016,29,門診,13~15,屏東縣,4,2600,10013
2016,29,門診,13~15,台東縣,1,508,10014
2016,29,門診,13~15,花蓮縣,0,856,10015
2016,29,門診,13~15,澎湖縣,0,467,10016
2016,29,門診,13~15,基隆市,3,923,10017
2016,29,門診,13~15,新竹市,6,1823,10018
2016,29,門診,13~15,嘉義市,0,1527,10020
2016,29,門診,13~15,台北市,15,8082,63000
2016,29,門診,13~15,高雄市,16,8161,64000
2016,29,門診,13~15,新北市,34,10507,65000
2016,29,門診,13~15,台中市,26,8849,66000
2016,29,門診,13~15,台南市,16,5294,67000
2016,29,門診,13~15,桃園市,14,6273,68000
2016,29,門診,16~18,連江縣,0,16,09007
2016,29,門診,16~18,金門縣,0,276,09020
2016,29,門診,16~18,宜蘭縣,3,1454,10002
2016,29,門診,16~18,新竹縣,0,1458,10004
2016,29,門診,16~18,苗栗縣,3,1427,10005
2016,29,門診,16~18,彰化縣,3,4647,10007
2016,29,門診,16~18,南投縣,2,1584,10008
2016,29,門診,16~18,雲林縣,0,2480,10009
2016,29,門診,16~18,嘉義縣,4,1254,10010
2016,29,門診,16~18,屏東縣,0,2670,10013
2016,29,門診,16~18,台東縣,1,594,10014
2016,29,門診,16~18,花蓮縣,0,1128,10015
2016,29,門診,16~18,澎湖縣,0,491,10016
2016,29,門診,16~18,基隆市,0,1318,10017
2016,29,門診,16~18,新竹市,2,1780,10018
2016,29,門診,16~18,嘉義市,1,1748,10020
2016,29,門診,16~18,台北市,9,8953,63000
2016,29,門診,16~18,高雄市,10,9631,64000
2016,29,門診,16~18,新北市,24,12023,65000
2016,29,門診,16~18,台中市,18,10000,66000
2016,29,門診,16~18,台南市,6,5967,67000
2016,29,門診,16~18,桃園市,5,7142,68000
2016,29,門診,19~24,連江縣,0,186,09007
2016,29,門診,19~24,金門縣,1,777,09020
2016,29,門診,19~24,宜蘭縣,6,3483,10002
2016,29,門診,19~24,新竹縣,3,3341,10004
2016,29,門診,19~24,苗栗縣,0,3499,10005
2016,29,門診,19~24,彰化縣,1,10131,10007
2016,29,門診,19~24,南投縣,4,3355,10008
2016,29,門診,19~24,雲林縣,1,4728,10009
2016,29,門診,19~24,嘉義縣,2,2359,10010
2016,29,門診,19~24,屏東縣,5,6288,10013
2016,29,門診,19~24,台東縣,1,1450,10014
2016,29,門診,19~24,花蓮縣,0,2706,10015
2016,29,門診,19~24,澎湖縣,2,1177,10016
2016,29,門診,19~24,基隆市,1,2979,10017
2016,29,門診,19~24,新竹市,0,5197,10018
2016,29,門診,19~24,嘉義市,0,3948,10020
2016,29,門診,19~24,台北市,15,26257,63000
2016,29,門診,19~24,高雄市,10,26516,64000
2016,29,門診,19~24,新北市,25,31777,65000
2016,29,門診,19~24,台中市,13,29597,66000
2016,29,門診,19~24,台南市,11,16781,67000
2016,29,門診,19~24,桃園市,6,18348,68000
2016,29,門診,25~64,連江縣,0,856,09007
2016,29,門診,25~64,金門縣,2,7555,09020
2016,29,門診,25~64,宜蘭縣,8,39449,10002
2016,29,門診,25~64,新竹縣,5,37786,10004
2016,29,門診,25~64,苗栗縣,9,42839,10005
2016,29,門診,25~64,彰化縣,13,118587,10007
2016,29,門診,25~64,南投縣,7,44508,10008
2016,29,門診,25~64,雲林縣,6,63282,10009
2016,29,門診,25~64,嘉義縣,8,35373,10010
2016,29,門診,25~64,屏東縣,5,77560,10013
2016,29,門診,25~64,台東縣,1,19028,10014
2016,29,門診,25~64,花蓮縣,2,34513,10015
2016,29,門診,25~64,澎湖縣,1,14248,10016
2016,29,門診,25~64,基隆市,6,39398,10017
2016,29,門診,25~64,新竹市,9,56164,10018
2016,29,門診,25~64,嘉義市,5,48092,10020
2016,29,門診,25~64,台北市,37,330958,63000
2016,29,門診,25~64,高雄市,36,320598,64000
2016,29,門診,25~64,新北市,75,371860,65000
2016,29,門診,25~64,台中市,64,287188,66000
2016,29,門診,25~64,台南市,35,195327,67000
2016,29,門診,25~64,桃園市,31,197904,68000
2016,29,門診,3~6,連江縣,0,42,09007
2016,29,門診,3~6,金門縣,44,615,09020
2016,29,門診,3~6,宜蘭縣,99,3672,10002
2016,29,門診,3~6,新竹縣,134,5600,10004
2016,29,門診,3~6,苗栗縣,164,4721,10005
2016,29,門診,3~6,彰化縣,436,13035,10007
2016,29,門診,3~6,南投縣,202,4471,10008
2016,29,門診,3~6,雲林縣,174,6279,10009
2016,29,門診,3~6,嘉義縣,35,2506,10010
2016,29,門診,3~6,屏東縣,184,6657,10013
2016,29,門診,3~6,台東縣,26,1202,10014
2016,29,門診,3~6,花蓮縣,59,2509,10015
2016,29,門診,3~6,澎湖縣,7,818,10016
2016,29,門診,3~6,基隆市,95,2648,10017
2016,29,門診,3~6,新竹市,149,5902,10018
2016,29,門診,3~6,嘉義市,94,3940,10020
2016,29,門診,3~6,台北市,394,20022,63000
2016,29,門診,3~6,高雄市,512,23008,64000
2016,29,門診,3~6,新北市,913,39615,65000
2016,29,門診,3~6,台中市,863,29292,66000
2016,29,門診,3~6,台南市,521,17174,67000
2016,29,門診,3~6,桃園市,447,20813,68000
2016,29,門診,65+,連江縣,0,326,09007
2016,29,門診,65+,金門縣,0,3443,09020
2016,29,門診,65+,宜蘭縣,1,25968,10002
2016,29,門診,65+,新竹縣,0,15072,10004
2016,29,門診,65+,苗栗縣,2,25513,10005
2016,29,門診,65+,彰化縣,0,63234,10007
2016,29,門診,65+,南投縣,0,28981,10008
2016,29,門診,65+,雲林縣,0,41139,10009
2016,29,門診,65+,嘉義縣,1,29221,10010
2016,29,門診,65+,屏東縣,0,51683,10013
2016,29,門診,65+,台東縣,0,12016,10014
2016,29,門診,65+,花蓮縣,0,19680,10015
2016,29,門診,65+,澎湖縣,0,8847,10016
2016,29,門診,65+,基隆市,1,20897,10017
2016,29,門診,65+,新竹市,1,20821,10018
2016,29,門診,65+,嘉義市,0,24575,10020
2016,29,門診,65+,台北市,4,182593,63000
2016,29,門診,65+,高雄市,4,161025,64000
2016,29,門診,65+,新北市,2,135424,65000
2016,29,門診,65+,台中市,6,114027,66000
2016,29,門診,65+,台南市,5,95064,67000
2016,29,門診,65+,桃園市,3,74019,68000
2016,29,門診,7~12,連江縣,0,49,09007
2016,29,門診,7~12,金門縣,6,663,09020
2016,29,門診,7~12,宜蘭縣,42,3264,10002
2016,29,門診,7~12,新竹縣,50,4223,10004
2016,29,門診,7~12,苗栗縣,52,3592,10005
2016,29,門診,7~12,彰化縣,130,11202,10007
2016,29,門診,7~12,南投縣,62,4158,10008
2016,29,門診,7~12,雲林縣,35,5448,10009
2016,29,門診,7~12,嘉義縣,13,2634,10010
2016,29,門診,7~12,屏東縣,47,5910,10013
2016,29,門診,7~12,台東縣,11,1270,10014
2016,29,門診,7~12,花蓮縣,13,2142,10015
2016,29,門診,7~12,澎湖縣,3,1009,10016
2016,29,門診,7~12,基隆市,20,2298,10017
2016,29,門診,7~12,新竹市,38,4757,10018
2016,29,門診,7~12,嘉義市,10,3530,10020
2016,29,門診,7~12,台北市,159,19512,63000
2016,29,門診,7~12,高雄市,199,21892,64000
2016,29,門診,7~12,新北市,312,29828,65000
2016,29,門診,7~12,台中市,277,25004,66000
2016,29,門診,7~12,台南市,164,14620,67000
2016,29,門診,7~12,桃園市,173,16876,68000
2016,29,門診,不詳,金門縣,0,2,09020
2016,29,門診,不詳,宜蘭縣,0,1,10002
2016,29,門診,不詳,彰化縣,0,3,10007
2016,29,門診,不詳,嘉義縣,0,1,10010
2016,29,門診,不詳,基隆市,0,2,10017
2016,29,門診,不詳,新竹市,0,1,10018
2016,29,門診,不詳,台北市,0,18,63000
2016,29,門診,不詳,新北市,0,14,65000
2016,29,門診,不詳,台中市,0,7,66000
2016,29,門診,不詳,桃園市,0,9,68000
2016,30,住院,0~2,金門縣,0,5,09020
2016,30,住院,0~2,宜蘭縣,2,42,10002
2016,30,住院,0~2,新竹縣,2,10,10004
2016,30,住院,0~2,苗栗縣,0,1,10005
2016,30,住院,0~2,彰化縣,17,116,10007
2016,30,住院,0~2,南投縣,3,28,10008
2016,30,住院,0~2,雲林縣,2,21,10009
2016,30,住院,0~2,嘉義縣,1,31,10010
2016,30,住院,0~2,屏東縣,0,13,10013
2016,30,住院,0~2,花蓮縣,0,19,10015
2016,30,住院,0~2,基隆市,3,32,10017
2016,30,住院,0~2,新竹市,0,26,10018
2016,30,住院,0~2,嘉義市,1,18,10020
2016,30,住院,0~2,台北市,12,186,63000
2016,30,住院,0~2,高雄市,11,150,64000
2016,30,住院,0~2,新北市,2,52,65000
2016,30,住院,0~2,台中市,5,66,66000
2016,30,住院,0~2,台南市,1,18,67000
2016,30,住院,0~2,桃園市,12,189,68000
2016,30,住院,13~15,宜蘭縣,0,7,10002
2016,30,住院,13~15,新竹縣,0,1,10004
2016,30,住院,13~15,苗栗縣,0,1,10005
2016,30,住院,13~15,彰化縣,0,14,10007
2016,30,住院,13~15,南投縣,0,2,10008
2016,30,住院,13~15,雲林縣,0,2,10009
2016,30,住院,13~15,嘉義縣,0,8,10010
2016,30,住院,13~15,屏東縣,0,6,10013
2016,30,住院,13~15,花蓮縣,0,3,10015
2016,30,住院,13~15,基隆市,0,1,10017
2016,30,住院,13~15,新竹市,0,3,10018
2016,30,住院,13~15,嘉義市,0,4,10020
2016,30,住院,13~15,台北市,0,66,63000
2016,30,住院,13~15,高雄市,0,33,64000
2016,30,住院,13~15,新北市,0,16,65000
2016,30,住院,13~15,台中市,0,31,66000
2016,30,住院,13~15,台南市,0,11,67000
2016,30,住院,13~15,桃園市,0,40,68000
2016,30,住院,16~18,宜蘭縣,0,14,10002
2016,30,住院,16~18,新竹縣,0,3,10004
2016,30,住院,16~18,苗栗縣,0,11,10005
2016,30,住院,16~18,彰化縣,0,23,10007
2016,30,住院,16~18,南投縣,0,6,10008
2016,30,住院,16~18,雲林縣,0,5,10009
2016,30,住院,16~18,嘉義縣,0,12,10010
2016,30,住院,16~18,屏東縣,0,21,10013
2016,30,住院,16~18,台東縣,0,1,10014
2016,30,住院,16~18,花蓮縣,0,5,10015
2016,30,住院,16~18,澎湖縣,0,2,10016
2016,30,住院,16~18,基隆市,0,12,10017
2016,30,住院,16~18,新竹市,0,11,10018
2016,30,住院,16~18,嘉義市,0,4,10020
2016,30,住院,16~18,台北市,0,90,63000
2016,30,住院,16~18,高雄市,0,64,64000
2016,30,住院,16~18,新北市,0,33,65000
2016,30,住院,16~18,台中市,0,32,66000
2016,30,住院,16~18,台南市,0,21,67000
2016,30,住院,16~18,桃園市,0,77,68000
2016,30,住院,19~24,連江縣,0,1,09007
2016,30,住院,19~24,宜蘭縣,0,27,10002
2016,30,住院,19~24,新竹縣,0,14,10004
2016,30,住院,19~24,苗栗縣,0,25,10005
2016,30,住院,19~24,彰化縣,0,69,10007
2016,30,住院,19~24,南投縣,0,17,10008
2016,30,住院,19~24,雲林縣,0,21,10009
2016,30,住院,19~24,嘉義縣,0,29,10010
2016,30,住院,19~24,屏東縣,0,48,10013
2016,30,住院,19~24,台東縣,0,1,10014
2016,30,住院,19~24,花蓮縣,0,30,10015
2016,30,住院,19~24,澎湖縣,0,4,10016
2016,30,住院,19~24,基隆市,0,18,10017
2016,30,住院,19~24,新竹市,0,25,10018
2016,30,住院,19~24,嘉義市,0,26,10020
2016,30,住院,19~24,台北市,0,181,63000
2016,30,住院,19~24,高雄市,0,220,64000
2016,30,住院,19~24,新北市,0,71,65000
2016,30,住院,19~24,台中市,0,133,66000
2016,30,住院,19~24,台南市,0,67,67000
2016,30,住院,19~24,桃園市,0,195,68000
2016,30,住院,25~64,連江縣,0,1,09007
2016,30,住院,25~64,金門縣,0,22,09020
2016,30,住院,25~64,宜蘭縣,0,454,10002
2016,30,住院,25~64,新竹縣,0,190,10004
2016,30,住院,25~64,苗栗縣,0,210,10005
2016,30,住院,25~64,彰化縣,0,1058,10007
2016,30,住院,25~64,南投縣,0,198,10008
2016,30,住院,25~64,雲林縣,0,364,10009
2016,30,住院,25~64,嘉義縣,0,559,10010
2016,30,住院,25~64,屏東縣,0,485,10013
2016,30,住院,25~64,台東縣,0,10,10014
2016,30,住院,25~64,花蓮縣,0,409,10015
2016,30,住院,25~64,澎湖縣,0,12,10016
2016,30,住院,25~64,基隆市,0,358,10017
2016,30,住院,25~64,新竹市,0,306,10018
2016,30,住院,25~64,嘉義市,0,392,10020
2016,30,住院,25~64,台北市,0,3831,63000
2016,30,住院,25~64,高雄市,0,2581,64000
2016,30,住院,25~64,新北市,0,1398,65000
2016,30,住院,25~64,台中市,0,1770,66000
2016,30,住院,25~64,台南市,0,1308,67000
2016,30,住院,25~64,桃園市,1,2437,68000
2016,30,住院,3~6,金門縣,0,2,09020
2016,30,住院,3~6,宜蘭縣,0,36,10002
2016,30,住院,3~6,新竹縣,0,6,10004
2016,30,住院,3~6,苗栗縣,1,5,10005
2016,30,住院,3~6,彰化縣,9,60,10007
2016,30,住院,3~6,南投縣,2,21,10008
2016,30,住院,3~6,雲林縣,0,9,10009
2016,30,住院,3~6,嘉義縣,3,29,10010
2016,30,住院,3~6,屏東縣,0,13,10013
2016,30,住院,3~6,台東縣,0,3,10014
2016,30,住院,3~6,花蓮縣,0,5,10015
2016,30,住院,3~6,澎湖縣,0,1,10016
2016,30,住院,3~6,基隆市,2,20,10017
2016,30,住院,3~6,新竹市,0,14,10018
2016,30,住院,3~6,嘉義市,0,6,10020
2016,30,住院,3~6,台北市,8,141,63000
2016,30,住院,3~6,高雄市,5,86,64000
2016,30,住院,3~6,新北市,3,42,65000
2016,30,住院,3~6,台中市,5,69,66000
2016,30,住院,3~6,台南市,1,19,67000
2016,30,住院,3~6,桃園市,6,123,68000
2016,30,住院,65+,金門縣,0,22,09020
2016,30,住院,65+,宜蘭縣,0,342,10002
2016,30,住院,65+,新竹縣,0,125,10004
2016,30,住院,65+,苗栗縣,0,223,10005
2016,30,住院,65+,彰化縣,0,703,10007
2016,30,住院,65+,南投縣,0,160,10008
2016,30,住院,65+,雲林縣,0,326,10009
2016,30,住院,65+,嘉義縣,0,481,10010
2016,30,住院,65+,屏東縣,0,358,10013
2016,30,住院,65+,台東縣,0,10,10014
2016,30,住院,65+,花蓮縣,0,325,10015
2016,30,住院,65+,澎湖縣,0,8,10016
2016,30,住院,65+,基隆市,0,254,10017
2016,30,住院,65+,新竹市,0,227,10018
2016,30,住院,65+,嘉義市,0,178,10020
2016,30,住院,65+,台北市,0,2662,63000
2016,30,住院,65+,高雄市,0,1561,64000
2016,30,住院,65+,新北市,0,885,65000
2016,30,住院,65+,台中市,0,970,66000
2016,30,住院,65+,台南市,0,752,67000
2016,30,住院,65+,桃園市,0,1423,68000
2016,30,住院,7~12,金門縣,0,2,09020
2016,30,住院,7~12,宜蘭縣,0,14,10002
2016,30,住院,7~12,新竹縣,0,2,10004
2016,30,住院,7~12,苗栗縣,0,9,10005
2016,30,住院,7~12,彰化縣,1,53,10007
2016,30,住院,7~12,南投縣,0,4,10008
2016,30,住院,7~12,雲林縣,0,7,10009
2016,30,住院,7~12,嘉義縣,0,20,10010
2016,30,住院,7~12,屏東縣,0,13,10013
2016,30,住院,7~12,台東縣,0,1,10014
2016,30,住院,7~12,花蓮縣,0,6,10015
2016,30,住院,7~12,澎湖縣,0,1,10016
2016,30,住院,7~12,基隆市,1,15,10017
2016,30,住院,7~12,新竹市,0,5,10018
2016,30,住院,7~12,嘉義市,0,5,10020
2016,30,住院,7~12,台北市,2,108,63000
2016,30,住院,7~12,高雄市,0,90,64000
2016,30,住院,7~12,新北市,1,24,65000
2016,30,住院,7~12,台中市,1,46,66000
2016,30,住院,7~12,台南市,0,26,67000
2016,30,住院,7~12,桃園市,1,110,68000
2016,30,住院,不詳,高雄市,0,1,64000
2016,30,門診,0~2,連江縣,0,27,09007
2016,30,門診,0~2,金門縣,19,495,09020
2016,30,門診,0~2,宜蘭縣,60,2629,10002
2016,30,門診,0~2,新竹縣,92,3847,10004
2016,30,門診,0~2,苗栗縣,65,3192,10005
2016,30,門診,0~2,彰化縣,257,8915,10007
2016,30,門診,0~2,南投縣,125,3161,10008
2016,30,門診,0~2,雲林縣,115,4124,10009
2016,30,門診,0~2,嘉義縣,19,1541,10010
2016,30,門診,0~2,屏東縣,141,4881,10013
2016,30,門診,0~2,台東縣,20,815,10014
2016,30,門診,0~2,花蓮縣,25,2016,10015
2016,30,門診,0~2,澎湖縣,6,520,10016
2016,30,門診,0~2,基隆市,71,1942,10017
2016,30,門診,0~2,新竹市,138,4745,10018
2016,30,門診,0~2,嘉義市,37,2757,10020
2016,30,門診,0~2,台北市,259,13957,63000
2016,30,門診,0~2,高雄市,339,17266,64000
2016,30,門診,0~2,新北市,545,27994,65000
2016,30,門診,0~2,台中市,543,19722,66000
2016,30,門診,0~2,台南市,252,11823,67000
2016,30,門診,0~2,桃園市,286,15023,68000
2016,30,門診,13~15,連江縣,0,13,09007
2016,30,門診,13~15,金門縣,0,287,09020
2016,30,門診,13~15,宜蘭縣,3,1280,10002
2016,30,門診,13~15,新竹縣,11,1388,10004
2016,30,門診,13~15,苗栗縣,3,1392,10005
2016,30,門診,13~15,彰化縣,11,4648,10007
2016,30,門診,13~15,南投縣,12,1496,10008
2016,30,門診,13~15,雲林縣,8,2297,10009
2016,30,門診,13~15,嘉義縣,0,1159,10010
2016,30,門診,13~15,屏東縣,3,2713,10013
2016,30,門診,13~15,台東縣,0,490,10014
2016,30,門診,13~15,花蓮縣,2,877,10015
2016,30,門診,13~15,澎湖縣,0,427,10016
2016,30,門診,13~15,基隆市,5,1070,10017
2016,30,門診,13~15,新竹市,6,1657,10018
2016,30,門診,13~15,嘉義市,3,1489,10020
2016,30,門診,13~15,台北市,9,8051,63000
2016,30,門診,13~15,高雄市,14,8478,64000
2016,30,門診,13~15,新北市,29,10821,65000
2016,30,門診,13~15,台中市,33,8903,66000
2016,30,門診,13~15,台南市,15,5432,67000
2016,30,門診,13~15,桃園市,17,6196,68000
2016,30,門診,16~18,連江縣,0,11,09007
2016,30,門診,16~18,金門縣,0,272,09020
2016,30,門診,16~18,宜蘭縣,6,1440,10002
2016,30,門診,16~18,新竹縣,1,1431,10004
2016,30,門診,16~18,苗栗縣,2,1447,10005
2016,30,門診,16~18,彰化縣,4,4874,10007
2016,30,門診,16~18,南投縣,5,1631,10008
2016,30,門診,16~18,雲林縣,0,2288,10009
2016,30,門診,16~18,嘉義縣,2,1180,10010
2016,30,門診,16~18,屏東縣,3,2683,10013
2016,30,門診,16~18,台東縣,0,598,10014
2016,30,門診,16~18,花蓮縣,0,1081,10015
2016,30,門診,16~18,澎湖縣,0,457,10016
2016,30,門診,16~18,基隆市,1,1350,10017
2016,30,門診,16~18,新竹市,1,1817,10018
2016,30,門診,16~18,嘉義市,0,1856,10020
2016,30,門診,16~18,台北市,4,8866,63000
2016,30,門診,16~18,高雄市,4,10052,64000
2016,30,門診,16~18,新北市,10,12606,65000
2016,30,門診,16~18,台中市,12,10137,66000
2016,30,門診,16~18,台南市,5,6096,67000
2016,30,門診,16~18,桃園市,13,7161,68000
2016,30,門診,19~24,連江縣,0,195,09007
2016,30,門診,19~24,金門縣,0,867,09020
2016,30,門診,19~24,宜蘭縣,3,3560,10002
2016,30,門診,19~24,新竹縣,1,3468,10004
2016,30,門診,19~24,苗栗縣,0,3694,10005
2016,30,門診,19~24,彰化縣,2,10805,10007
2016,30,門診,19~24,南投縣,1,3395,10008
2016,30,門診,19~24,雲林縣,1,5026,10009
2016,30,門診,19~24,嘉義縣,3,2421,10010
2016,30,門診,19~24,屏東縣,5,6494,10013
2016,30,門診,19~24,台東縣,2,1495,10014
2016,30,門診,19~24,花蓮縣,1,2711,10015
2016,30,門診,19~24,澎湖縣,0,1293,10016
2016,30,門診,19~24,基隆市,4,3008,10017
2016,30,門診,19~24,新竹市,2,4981,10018
2016,30,門診,19~24,嘉義市,0,4158,10020
2016,30,門診,19~24,台北市,9,26405,63000
2016,30,門診,19~24,高雄市,9,26854,64000
2016,30,門診,19~24,新北市,14,32799,65000
2016,30,門診,19~24,台中市,11,30007,66000
2016,30,門診,19~24,台南市,8,17111,67000
2016,30,門診,19~24,桃園市,4,18111,68000
2016,30,門診,25~64,連江縣,0,793,09007
2016,30,門診,25~64,金門縣,0,7674,09020
2016,30,門診,25~64,宜蘭縣,8,38081,10002
2016,30,門診,25~64,新竹縣,3,36892,10004
2016,30,門診,25~64,苗栗縣,5,42749,10005
2016,30,門診,25~64,彰化縣,9,118635,10007
2016,30,門診,25~64,南投縣,9,42180,10008
2016,30,門診,25~64,雲林縣,7,62470,10009
2016,30,門診,25~64,嘉義縣,13,33583,10010
2016,30,門診,25~64,屏東縣,4,76063,10013
2016,30,門診,25~64,台東縣,0,18528,10014
2016,30,門診,25~64,花蓮縣,1,33401,10015
2016,30,門診,25~64,澎湖縣,0,13685,10016
2016,30,門診,25~64,基隆市,1,37978,10017
2016,30,門診,25~64,新竹市,17,54741,10018
2016,30,門診,25~64,嘉義市,5,47491,10020
2016,30,門診,25~64,台北市,58,318132,63000
2016,30,門診,25~64,高雄市,33,312901,64000
2016,30,門診,25~64,新北市,52,365958,65000
2016,30,門診,25~64,台中市,45,281005,66000
2016,30,門診,25~64,台南市,40,190169,67000
2016,30,門診,25~64,桃園市,30,194924,68000
2016,30,門診,3~6,連江縣,0,32,09007
2016,30,門診,3~6,金門縣,24,639,09020
2016,30,門診,3~6,宜蘭縣,97,3897,10002
2016,30,門診,3~6,新竹縣,97,5445,10004
2016,30,門診,3~6,苗栗縣,116,5131,10005
2016,30,門診,3~6,彰化縣,433,14272,10007
2016,30,門診,3~6,南投縣,139,4608,10008
2016,30,門診,3~6,雲林縣,170,6639,10009
2016,30,門診,3~6,嘉義縣,39,2667,10010
2016,30,門診,3~6,屏東縣,175,7150,10013
2016,30,門診,3~6,台東縣,28,1196,10014
2016,30,門診,3~6,花蓮縣,39,2732,10015
2016,30,門診,3~6,澎湖縣,13,849,10016
2016,30,門診,3~6,基隆市,60,2894,10017
2016,30,門診,3~6,新竹市,159,6182,10018
2016,30,門診,3~6,嘉義市,59,4298,10020
2016,30,門診,3~6,台北市,369,20850,63000
2016,30,門診,3~6,高雄市,498,24549,64000
2016,30,門診,3~6,新北市,731,41082,65000
2016,30,門診,3~6,台中市,775,30992,66000
2016,30,門診,3~6,台南市,393,17884,67000
2016,30,門診,3~6,桃園市,307,20825,68000
2016,30,門診,65+,連江縣,0,296,09007
2016,30,門診,65+,金門縣,0,3671,09020
2016,30,門診,65+,宜蘭縣,1,24076,10002
2016,30,門診,65+,新竹縣,0,14312,10004
2016,30,門診,65+,苗栗縣,1,24316,10005
2016,30,門診,65+,彰化縣,0,59457,10007
2016,30,門診,65+,南投縣,0,26597,10008
2016,30,門診,65+,雲林縣,1,39812,10009
2016,30,門診,65+,嘉義縣,0,26634,10010
2016,30,門診,65+,屏東縣,3,49346,10013
2016,30,門診,65+,台東縣,0,11575,10014
2016,30,門診,65+,花蓮縣,0,19169,10015
2016,30,門診,65+,澎湖縣,0,8532,10016
2016,30,門診,65+,基隆市,0,18711,10017
2016,30,門診,65+,新竹市,0,19256,10018
2016,30,門診,65+,嘉義市,3,24023,10020
2016,30,門診,65+,台北市,4,162163,63000
2016,30,門診,65+,高雄市,5,148787,64000
2016,30,門診,65+,新北市,6,129983,65000
2016,30,門診,65+,台中市,4,105832,66000
2016,30,門診,65+,台南市,5,87862,67000
2016,30,門診,65+,桃園市,0,69353,68000
2016,30,門診,7~12,連江縣,0,40,09007
2016,30,門診,7~12,金門縣,4,648,09020
2016,30,門診,7~12,宜蘭縣,28,3270,10002
2016,30,門診,7~12,新竹縣,31,3943,10004
2016,30,門診,7~12,苗栗縣,28,3572,10005
2016,30,門診,7~12,彰化縣,105,11608,10007
2016,30,門診,7~12,南投縣,44,3986,10008
2016,30,門診,7~12,雲林縣,37,5355,10009
2016,30,門診,7~12,嘉義縣,15,2522,10010
2016,30,門診,7~12,屏東縣,44,6115,10013
2016,30,門診,7~12,台東縣,16,1187,10014
2016,30,門診,7~12,花蓮縣,10,2114,10015
2016,30,門診,7~12,澎湖縣,4,1004,10016
2016,30,門診,7~12,基隆市,21,2411,10017
2016,30,門診,7~12,新竹市,39,4579,10018
2016,30,門診,7~12,嘉義市,16,3676,10020
2016,30,門診,7~12,台北市,128,19223,63000
2016,30,門診,7~12,高雄市,181,21671,64000
2016,30,門診,7~12,新北市,239,30107,65000
2016,30,門診,7~12,台中市,194,24857,66000
2016,30,門診,7~12,台南市,109,14242,67000
2016,30,門診,7~12,桃園市,113,16096,68000
2016,30,門診,不詳,金門縣,0,2,09020
2016,30,門診,不詳,宜蘭縣,0,2,10002
2016,30,門診,不詳,苗栗縣,0,2,10005
2016,30,門診,不詳,彰化縣,0,1,10007
2016,30,門診,不詳,嘉義縣,0,3,10010
2016,30,門診,不詳,屏東縣,0,1,10013
2016,30,門診,不詳,花蓮縣,0,1,10015
2016,30,門診,不詳,嘉義市,0,2,10020
2016,30,門診,不詳,台北市,0,17,63000
2016,30,門診,不詳,高雄市,0,1,64000
2016,30,門診,不詳,新北市,0,7,65000
2016,30,門診,不詳,台中市,0,8,66000
2016,30,門診,不詳,台南市,0,2,67000
2016,30,門診,不詳,桃園市,0,9,68000
2016,31,住院,0~2,金門縣,0,4,09020
2016,31,住院,0~2,宜蘭縣,3,49,10002
2016,31,住院,0~2,新竹縣,2,12,10004
2016,31,住院,0~2,苗栗縣,0,9,10005
2016,31,住院,0~2,彰化縣,14,114,10007
2016,31,住院,0~2,南投縣,1,18,10008
2016,31,住院,0~2,雲林縣,0,14,10009
2016,31,住院,0~2,嘉義縣,4,26,10010
2016,31,住院,0~2,屏東縣,1,13,10013
2016,31,住院,0~2,花蓮縣,0,23,10015
2016,31,住院,0~2,基隆市,1,26,10017
2016,31,住院,0~2,新竹市,1,19,10018
2016,31,住院,0~2,嘉義市,1,18,10020
2016,31,住院,0~2,台北市,11,202,63000
2016,31,住院,0~2,高雄市,9,100,64000
2016,31,住院,0~2,新北市,2,41,65000
2016,31,住院,0~2,台中市,3,61,66000
2016,31,住院,0~2,台南市,1,19,67000
2016,31,住院,0~2,桃園市,7,184,68000
2016,31,住院,13~15,宜蘭縣,0,5,10002
2016,31,住院,13~15,新竹縣,0,2,10004
2016,31,住院,13~15,苗栗縣,0,6,10005
2016,31,住院,13~15,彰化縣,0,20,10007
2016,31,住院,13~15,南投縣,0,4,10008
2016,31,住院,13~15,雲林縣,0,1,10009
2016,31,住院,13~15,嘉義縣,0,9,10010
2016,31,住院,13~15,屏東縣,0,5,10013
2016,31,住院,13~15,花蓮縣,0,3,10015
2016,31,住院,13~15,基隆市,0,5,10017
2016,31,住院,13~15,新竹市,0,3,10018
2016,31,住院,13~15,嘉義市,0,1,10020
2016,31,住院,13~15,台北市,0,62,63000
2016,31,住院,13~15,高雄市,0,35,64000
2016,31,住院,13~15,新北市,0,10,65000
2016,31,住院,13~15,台中市,0,27,66000
2016,31,住院,13~15,台南市,0,10,67000
2016,31,住院,13~15,桃園市,0,40,68000
2016,31,住院,16~18,宜蘭縣,0,7,10002
2016,31,住院,16~18,新竹縣,0,3,10004
2016,31,住院,16~18,苗栗縣,0,7,10005
2016,31,住院,16~18,彰化縣,0,22,10007
2016,31,住院,16~18,南投縣,0,11,10008
2016,31,住院,16~18,雲林縣,0,9,10009
