年,週,就診類別,年齡別,縣市,腸病毒健保就診人次,健保就診總人次,縣市別代碼
2022,04,門診,13~15,基隆市,0,750,10017
2022,04,門診,13~15,新竹市,0,2025,10018
2022,04,門診,13~15,嘉義市,0,1482,10020
2022,04,門診,13~15,台北市,0,8492,63000
2022,04,門診,13~15,高雄市,1,6853,64000
2022,04,門診,13~15,新北市,3,12530,65000
2022,04,門診,13~15,台中市,1,9652,66000
2022,04,門診,13~15,台南市,0,4866,67000
2022,04,門診,13~15,桃園市,1,5523,68000
2022,04,門診,16~18,連江縣,0,7,09007
2022,04,門診,16~18,金門縣,0,365,09020
2022,04,門診,16~18,宜蘭縣,0,1092,10002
2022,04,門診,16~18,新竹縣,0,1442,10004
2022,04,門診,16~18,苗栗縣,0,1149,10005
2022,04,門診,16~18,彰化縣,1,3918,10007
2022,04,門診,16~18,南投縣,0,1374,10008
2022,04,門診,16~18,雲林縣,0,1938,10009
2022,04,門診,16~18,嘉義縣,1,842,10010
2022,04,門診,16~18,屏東縣,0,1945,10013
2022,04,門診,16~18,台東縣,0,496,10014
2022,04,門診,16~18,花蓮縣,0,796,10015
2022,04,門診,16~18,澎湖縣,0,375,10016
2022,04,門診,16~18,基隆市,1,904,10017
2022,04,門診,16~18,新竹市,0,1797,10018
2022,04,門診,16~18,嘉義市,0,1414,10020
2022,04,門診,16~18,台北市,0,8341,63000
2022,04,門診,16~18,高雄市,1,7367,64000
2022,04,門診,16~18,新北市,2,11402,65000
2022,04,門診,16~18,台中市,1,9455,66000
2022,04,門診,16~18,台南市,0,4704,67000
2022,04,門診,16~18,桃園市,0,4910,68000
2022,04,門診,19~24,連江縣,0,54,09007
2022,04,門診,19~24,金門縣,0,820,09020
2022,04,門診,19~24,宜蘭縣,1,2693,10002
2022,04,門診,19~24,新竹縣,0,3468,10004
2022,04,門診,19~24,苗栗縣,1,2916,10005
2022,04,門診,19~24,彰化縣,0,9339,10007
2022,04,門診,19~24,南投縣,0,2952,10008
2022,04,門診,19~24,雲林縣,0,4721,10009
2022,04,門診,19~24,嘉義縣,2,2183,10010
2022,04,門診,19~24,屏東縣,0,4838,10013
2022,04,門診,19~24,台東縣,0,1205,10014
2022,04,門診,19~24,花蓮縣,0,2152,10015
2022,04,門診,19~24,澎湖縣,0,1002,10016
2022,04,門診,19~24,基隆市,1,2232,10017
2022,04,門診,19~24,新竹市,0,4421,10018
2022,04,門診,19~24,嘉義市,1,3677,10020
2022,04,門診,19~24,台北市,1,22063,63000
2022,04,門診,19~24,高雄市,3,22882,64000
2022,04,門診,19~24,新北市,2,28960,65000
2022,04,門診,19~24,台中市,1,29073,66000
2022,04,門診,19~24,台南市,1,14028,67000
2022,04,門診,19~24,桃園市,1,13568,68000
2022,04,門診,25~64,連江縣,0,710,09007
2022,04,門診,25~64,金門縣,0,9509,09020
2022,04,門診,25~64,宜蘭縣,6,39217,10002
2022,04,門診,25~64,新竹縣,0,48802,10004
2022,04,門診,25~64,苗栗縣,0,45191,10005
2022,04,門診,25~64,彰化縣,2,127712,10007
2022,04,門診,25~64,南投縣,0,47587,10008
2022,04,門診,25~64,雲林縣,1,62949,10009
2022,04,門診,25~64,嘉義縣,1,31550,10010
2022,04,門診,25~64,屏東縣,2,75371,10013
2022,04,門診,25~64,台東縣,0,19261,10014
2022,04,門診,25~64,花蓮縣,0,33102,10015
2022,04,門診,25~64,澎湖縣,0,14865,10016
2022,04,門診,25~64,基隆市,1,32309,10017
2022,04,門診,25~64,新竹市,2,59473,10018
2022,04,門診,25~64,嘉義市,2,46692,10020
2022,04,門診,25~64,台北市,8,328466,63000
2022,04,門診,25~64,高雄市,13,318022,64000
2022,04,門診,25~64,新北市,20,405138,65000
2022,04,門診,25~64,台中市,20,365336,66000
2022,04,門診,25~64,台南市,13,203376,67000
2022,04,門診,25~64,桃園市,3,191576,68000
2022,04,門診,3~6,連江縣,0,15,09007
2022,04,門診,3~6,金門縣,0,948,09020
2022,04,門診,3~6,宜蘭縣,0,3388,10002
2022,04,門診,3~6,新竹縣,4,4282,10004
2022,04,門診,3~6,苗栗縣,0,4634,10005
2022,04,門診,3~6,彰化縣,7,13305,10007
2022,04,門診,3~6,南投縣,5,4812,10008
2022,04,門診,3~6,雲林縣,6,6413,10009
2022,04,門診,3~6,嘉義縣,1,2344,10010
2022,04,門診,3~6,屏東縣,2,5378,10013
2022,04,門診,3~6,台東縣,3,1536,10014
2022,04,門診,3~6,花蓮縣,2,2311,10015
2022,04,門診,3~6,澎湖縣,0,893,10016
2022,04,門診,3~6,基隆市,1,2081,10017
2022,04,門診,3~6,新竹市,3,4387,10018
2022,04,門診,3~6,嘉義市,1,3382,10020
2022,04,門診,3~6,台北市,15,16581,63000
2022,04,門診,3~6,高雄市,7,19155,64000
2022,04,門診,3~6,新北市,23,34070,65000
2022,04,門診,3~6,台中市,19,33425,66000
2022,04,門診,3~6,台南市,10,12576,67000
2022,04,門診,3~6,桃園市,16,15393,68000
2022,04,門診,65+,連江縣,0,408,09007
2022,04,門診,65+,金門縣,0,6269,09020
2022,04,門診,65+,宜蘭縣,2,32527,10002
2022,04,門診,65+,新竹縣,1,22469,10004
2022,04,門診,65+,苗栗縣,0,31485,10005
2022,04,門診,65+,彰化縣,0,84005,10007
2022,04,門診,65+,南投縣,0,38058,10008
2022,04,門診,65+,雲林縣,0,48352,10009
2022,04,門診,65+,嘉義縣,1,28538,10010
2022,04,門診,65+,屏東縣,1,63903,10013
2022,04,門診,65+,台東縣,0,15313,10014
2022,04,門診,65+,花蓮縣,0,25375,10015
2022,04,門診,65+,澎湖縣,0,11532,10016
2022,04,門診,65+,基隆市,0,21503,10017
2022,04,門診,65+,新竹市,0,27407,10018
2022,04,門診,65+,嘉義市,4,30153,10020
2022,04,門診,65+,台北市,6,229275,63000
2022,04,門診,65+,高雄市,4,203967,64000
2022,04,門診,65+,新北市,6,209380,65000
2022,04,門診,65+,台中市,14,190362,66000
2022,04,門診,65+,台南市,4,130052,67000
2022,04,門診,65+,桃園市,1,88921,68000
2022,04,門診,7~12,連江縣,0,32,09007
2022,04,門診,7~12,金門縣,0,877,09020
2022,04,門診,7~12,宜蘭縣,0,2706,10002
2022,04,門診,7~12,新竹縣,2,4329,10004
2022,04,門診,7~12,苗栗縣,0,3369,10005
2022,04,門診,7~12,彰化縣,8,10261,10007
2022,04,門診,7~12,南投縣,0,3782,10008
2022,04,門診,7~12,雲林縣,3,4764,10009
2022,04,門診,7~12,嘉義縣,3,2043,10010
2022,04,門診,7~12,屏東縣,1,4703,10013
2022,04,門診,7~12,台東縣,0,1242,10014
2022,04,門診,7~12,花蓮縣,1,1933,10015
2022,04,門診,7~12,澎湖縣,0,788,10016
2022,04,門診,7~12,基隆市,0,1934,10017
2022,04,門診,7~12,新竹市,2,4964,10018
2022,04,門診,7~12,嘉義市,3,3261,10020
2022,04,門診,7~12,台北市,6,19706,63000
2022,04,門診,7~12,高雄市,4,18716,64000
2022,04,門診,7~12,新北市,7,33669,65000
2022,04,門診,7~12,台中市,18,28704,66000
2022,04,門診,7~12,台南市,6,12527,67000
2022,04,門診,7~12,桃園市,6,13301,68000
2022,04,門診,不詳,新竹市,0,1,10018
2022,04,門診,不詳,台北市,0,2,63000
2022,04,門診,不詳,高雄市,0,1,64000
2022,04,門診,不詳,新北市,0,1,65000
2022,04,門診,不詳,台中市,0,1,66000
2022,05,住院,0~2,宜蘭縣,0,11,10002
2022,05,住院,0~2,新竹縣,0,3,10004
2022,05,住院,0~2,苗栗縣,0,3,10005
2022,05,住院,0~2,彰化縣,1,31,10007
2022,05,住院,0~2,南投縣,0,4,10008
2022,05,住院,0~2,雲林縣,0,3,10009
2022,05,住院,0~2,嘉義縣,0,1,10010
2022,05,住院,0~2,屏東縣,0,18,10013
2022,05,住院,0~2,花蓮縣,0,7,10015
2022,05,住院,0~2,新竹市,0,8,10018
2022,05,住院,0~2,台北市,0,17,63000
2022,05,住院,0~2,高雄市,0,10,64000
2022,05,住院,0~2,新北市,1,18,65000
2022,05,住院,0~2,台中市,1,58,66000
2022,05,住院,0~2,台南市,0,3,67000
2022,05,住院,0~2,桃園市,0,10,68000
2022,05,住院,13~15,宜蘭縣,0,3,10002
2022,05,住院,13~15,新竹縣,0,2,10004
2022,05,住院,13~15,苗栗縣,0,1,10005
2022,05,住院,13~15,彰化縣,0,7,10007
2022,05,住院,13~15,嘉義縣,0,2,10010
2022,05,住院,13~15,屏東縣,0,6,10013
2022,05,住院,13~15,基隆市,0,1,10017
2022,05,住院,13~15,台北市,0,20,63000
2022,05,住院,13~15,高雄市,0,7,64000
2022,05,住院,13~15,新北市,0,4,65000
2022,05,住院,13~15,台中市,0,13,66000
2022,05,住院,13~15,台南市,0,1,67000
2022,05,住院,13~15,桃園市,0,8,68000
2022,05,住院,16~18,宜蘭縣,0,2,10002
2022,05,住院,16~18,新竹縣,0,3,10004
2022,05,住院,16~18,彰化縣,0,11,10007
2022,05,住院,16~18,南投縣,0,1,10008
2022,05,住院,16~18,雲林縣,0,4,10009
2022,05,住院,16~18,嘉義縣,0,1,10010
2022,05,住院,16~18,屏東縣,0,6,10013
2022,05,住院,16~18,台東縣,0,1,10014
2022,05,住院,16~18,花蓮縣,0,3,10015
2022,05,住院,16~18,澎湖縣,0,1,10016
2022,05,住院,16~18,基隆市,0,2,10017
2022,05,住院,16~18,新竹市,0,3,10018
2022,05,住院,16~18,嘉義市,0,1,10020
2022,05,住院,16~18,台北市,0,7,63000
2022,05,住院,16~18,高雄市,0,7,64000
2022,05,住院,16~18,新北市,0,8,65000
2022,05,住院,16~18,台中市,0,22,66000
2022,05,住院,16~18,台南市,0,5,67000
2022,05,住院,16~18,桃園市,0,8,68000
2022,05,住院,19~24,金門縣,0,3,09020
2022,05,住院,19~24,宜蘭縣,0,11,10002
2022,05,住院,19~24,新竹縣,0,16,10004
2022,05,住院,19~24,苗栗縣,0,7,10005
2022,05,住院,19~24,彰化縣,0,42,10007
2022,05,住院,19~24,南投縣,0,6,10008
2022,05,住院,19~24,雲林縣,0,16,10009
2022,05,住院,19~24,嘉義縣,0,11,10010
2022,05,住院,19~24,屏東縣,0,12,10013
2022,05,住院,19~24,台東縣,0,2,10014
2022,05,住院,19~24,花蓮縣,0,14,10015
2022,05,住院,19~24,基隆市,0,6,10017
2022,05,住院,19~24,新竹市,0,7,10018
2022,05,住院,19~24,嘉義市,0,5,10020
2022,05,住院,19~24,台北市,0,45,63000
2022,05,住院,19~24,高雄市,0,29,64000
2022,05,住院,19~24,新北市,0,43,65000
2022,05,住院,19~24,台中市,0,82,66000
2022,05,住院,19~24,台南市,0,13,67000
2022,05,住院,19~24,桃園市,0,35,68000
2022,05,住院,25~64,金門縣,0,17,09020
2022,05,住院,25~64,宜蘭縣,0,130,10002
2022,05,住院,25~64,新竹縣,0,232,10004
2022,05,住院,25~64,苗栗縣,0,147,10005
2022,05,住院,25~64,彰化縣,0,628,10007
2022,05,住院,25~64,南投縣,0,61,10008
2022,05,住院,25~64,雲林縣,0,158,10009
2022,05,住院,25~64,嘉義縣,0,139,10010
2022,05,住院,25~64,屏東縣,0,172,10013
2022,05,住院,25~64,台東縣,0,33,10014
2022,05,住院,25~64,花蓮縣,0,139,10015
2022,05,住院,25~64,澎湖縣,0,2,10016
2022,05,住院,25~64,基隆市,0,59,10017
2022,05,住院,25~64,新竹市,0,162,10018
2022,05,住院,25~64,嘉義市,0,73,10020
2022,05,住院,25~64,台北市,0,992,63000
2022,05,住院,25~64,高雄市,0,578,64000
2022,05,住院,25~64,新北市,0,710,65000
2022,05,住院,25~64,台中市,0,1346,66000
2022,05,住院,25~64,台南市,0,321,67000
2022,05,住院,25~64,桃園市,0,504,68000
2022,05,住院,3~6,金門縣,0,1,09020
2022,05,住院,3~6,宜蘭縣,0,8,10002
2022,05,住院,3~6,新竹縣,0,2,10004
2022,05,住院,3~6,苗栗縣,0,3,10005
2022,05,住院,3~6,彰化縣,0,18,10007
2022,05,住院,3~6,南投縣,0,2,10008
2022,05,住院,3~6,雲林縣,0,2,10009
2022,05,住院,3~6,嘉義縣,0,8,10010
2022,05,住院,3~6,屏東縣,0,13,10013
2022,05,住院,3~6,花蓮縣,0,5,10015
2022,05,住院,3~6,基隆市,0,1,10017
2022,05,住院,3~6,新竹市,0,2,10018
2022,05,住院,3~6,台北市,0,23,63000
2022,05,住院,3~6,高雄市,0,10,64000
2022,05,住院,3~6,新北市,1,23,65000
2022,05,住院,3~6,台中市,0,48,66000
2022,05,住院,3~6,台南市,0,5,67000
2022,05,住院,3~6,桃園市,0,11,68000
2022,05,住院,65+,金門縣,0,19,09020
2022,05,住院,65+,宜蘭縣,0,160,10002
2022,05,住院,65+,新竹縣,0,175,10004
2022,05,住院,65+,苗栗縣,0,208,10005
2022,05,住院,65+,彰化縣,0,732,10007
2022,05,住院,65+,南投縣,0,81,10008
2022,05,住院,65+,雲林縣,0,221,10009
2022,05,住院,65+,嘉義縣,0,166,10010
2022,05,住院,65+,屏東縣,0,203,10013
2022,05,住院,65+,台東縣,0,32,10014
2022,05,住院,65+,花蓮縣,0,118,10015
2022,05,住院,65+,澎湖縣,0,2,10016
2022,05,住院,65+,基隆市,0,64,10017
2022,05,住院,65+,新竹市,0,130,10018
2022,05,住院,65+,嘉義市,0,69,10020
2022,05,住院,65+,台北市,0,928,63000
2022,05,住院,65+,高雄市,0,344,64000
2022,05,住院,65+,新北市,0,763,65000
2022,05,住院,65+,台中市,0,1168,66000
2022,05,住院,65+,台南市,0,183,67000
2022,05,住院,65+,桃園市,0,421,68000
2022,05,住院,7~12,金門縣,0,1,09020
2022,05,住院,7~12,宜蘭縣,0,4,10002
2022,05,住院,7~12,新竹縣,0,4,10004
2022,05,住院,7~12,彰化縣,0,14,10007
2022,05,住院,7~12,南投縣,0,2,10008
2022,05,住院,7~12,雲林縣,0,3,10009
2022,05,住院,7~12,嘉義縣,0,3,10010
2022,05,住院,7~12,屏東縣,0,5,10013
2022,05,住院,7~12,花蓮縣,0,1,10015
2022,05,住院,7~12,基隆市,0,1,10017
2022,05,住院,7~12,新竹市,0,2,10018
2022,05,住院,7~12,台北市,0,39,63000
2022,05,住院,7~12,高雄市,0,8,64000
2022,05,住院,7~12,新北市,0,26,65000
2022,05,住院,7~12,台中市,0,38,66000
2022,05,住院,7~12,台南市,0,5,67000
2022,05,住院,7~12,桃園市,0,6,68000
2022,05,門診,0~2,連江縣,0,1,09007
2022,05,門診,0~2,金門縣,0,100,09020
2022,05,門診,0~2,宜蘭縣,0,527,10002
2022,05,門診,0~2,新竹縣,2,577,10004
2022,05,門診,0~2,苗栗縣,3,580,10005
2022,05,門診,0~2,彰化縣,2,2093,10007
2022,05,門診,0~2,南投縣,4,871,10008
2022,05,門診,0~2,雲林縣,3,901,10009
2022,05,門診,0~2,嘉義縣,1,292,10010
2022,05,門診,0~2,屏東縣,0,867,10013
2022,05,門診,0~2,台東縣,2,154,10014
2022,05,門診,0~2,花蓮縣,1,320,10015
2022,05,門診,0~2,澎湖縣,0,184,10016
2022,05,門診,0~2,基隆市,3,199,10017
2022,05,門診,0~2,新竹市,1,627,10018
2022,05,門診,0~2,嘉義市,0,483,10020
2022,05,門診,0~2,台北市,4,1645,63000
2022,05,門診,0~2,高雄市,12,2722,64000
2022,05,門診,0~2,新北市,15,4381,65000
2022,05,門診,0~2,台中市,9,4293,66000
2022,05,門診,0~2,台南市,2,2037,67000
2022,05,門診,0~2,桃園市,6,1966,68000
2022,05,門診,13~15,連江縣,0,5,09007
2022,05,門診,13~15,金門縣,0,47,09020
2022,05,門診,13~15,宜蘭縣,0,166,10002
2022,05,門診,13~15,新竹縣,0,208,10004
2022,05,門診,13~15,苗栗縣,1,217,10005
2022,05,門診,13~15,彰化縣,1,1025,10007
2022,05,門診,13~15,南投縣,0,286,10008
2022,05,門診,13~15,雲林縣,0,492,10009
2022,05,門診,13~15,嘉義縣,2,216,10010
2022,05,門診,13~15,屏東縣,0,414,10013
2022,05,門診,13~15,台東縣,0,73,10014
2022,05,門診,13~15,花蓮縣,0,199,10015
2022,05,門診,13~15,澎湖縣,0,75,10016
2022,05,門診,13~15,基隆市,0,117,10017
2022,05,門診,13~15,新竹市,0,262,10018
2022,05,門診,13~15,嘉義市,0,331,10020
2022,05,門診,13~15,台北市,0,1032,63000
2022,05,門診,13~15,高雄市,0,1443,64000
2022,05,門診,13~15,新北市,0,2139,65000
2022,05,門診,13~15,台中市,0,1944,66000
2022,05,門診,13~15,台南市,0,1033,67000
2022,05,門診,13~15,桃園市,0,756,68000
2022,05,門診,16~18,金門縣,0,41,09020
2022,05,門診,16~18,宜蘭縣,0,187,10002
2022,05,門診,16~18,新竹縣,0,194,10004
2022,05,門診,16~18,苗栗縣,0,275,10005
2022,05,門診,16~18,彰化縣,0,1119,10007
2022,05,門診,16~18,南投縣,0,321,10008
2022,05,門診,16~18,雲林縣,0,580,10009
2022,05,門診,16~18,嘉義縣,0,240,10010
2022,05,門診,16~18,屏東縣,0,468,10013
2022,05,門診,16~18,台東縣,0,84,10014
2022,05,門診,16~18,花蓮縣,0,246,10015
2022,05,門診,16~18,澎湖縣,0,110,10016
2022,05,門診,16~18,基隆市,0,142,10017
2022,05,門診,16~18,新竹市,0,279,10018
2022,05,門診,16~18,嘉義市,0,323,10020
2022,05,門診,16~18,台北市,0,1124,63000
2022,05,門診,16~18,高雄市,0,1639,64000
2022,05,門診,16~18,新北市,0,2079,65000
2022,05,門診,16~18,台中市,0,1933,66000
2022,05,門診,16~18,台南市,1,1165,67000
2022,05,門診,16~18,桃園市,0,792,68000
2022,05,門診,19~24,連江縣,0,12,09007
2022,05,門診,19~24,金門縣,0,140,09020
2022,05,門診,19~24,宜蘭縣,1,509,10002
2022,05,門診,19~24,新竹縣,1,517,10004
2022,05,門診,19~24,苗栗縣,0,759,10005
2022,05,門診,19~24,彰化縣,0,2933,10007
2022,05,門診,19~24,南投縣,1,888,10008
2022,05,門診,19~24,雲林縣,0,1656,10009
2022,05,門診,19~24,嘉義縣,1,656,10010
2022,05,門診,19~24,屏東縣,1,1332,10013
2022,05,門診,19~24,台東縣,0,237,10014
2022,05,門診,19~24,花蓮縣,0,637,10015
2022,05,門診,19~24,澎湖縣,1,274,10016
2022,05,門診,19~24,基隆市,2,470,10017
2022,05,門診,19~24,新竹市,0,846,10018
2022,05,門診,19~24,嘉義市,1,1000,10020
2022,05,門診,19~24,台北市,0,3019,63000
2022,05,門診,19~24,高雄市,1,5473,64000
2022,05,門診,19~24,新北市,2,6131,65000
2022,05,門診,19~24,台中市,1,6286,66000
2022,05,門診,19~24,台南市,0,3497,67000
2022,05,門診,19~24,桃園市,0,2614,68000
2022,05,門診,25~64,連江縣,0,77,09007
2022,05,門診,25~64,金門縣,0,1328,09020
2022,05,門診,25~64,宜蘭縣,0,5754,10002
2022,05,門診,25~64,新竹縣,0,6372,10004
2022,05,門診,25~64,苗栗縣,1,8925,10005
2022,05,門診,25~64,彰化縣,6,31867,10007
2022,05,門診,25~64,南投縣,0,10314,10008
2022,05,門診,25~64,雲林縣,3,17620,10009
2022,05,門診,25~64,嘉義縣,0,7882,10010
2022,05,門診,25~64,屏東縣,1,16882,10013
2022,05,門診,25~64,台東縣,0,3445,10014
2022,05,門診,25~64,花蓮縣,0,7342,10015
2022,05,門診,25~64,澎湖縣,0,3122,10016
2022,05,門診,25~64,基隆市,1,6410,10017
2022,05,門診,25~64,新竹市,0,8742,10018
2022,05,門診,25~64,嘉義市,0,9609,10020
2022,05,門診,25~64,台北市,6,37919,63000
2022,05,門診,25~64,高雄市,4,65352,64000
2022,05,門診,25~64,新北市,5,74534,65000
2022,05,門診,25~64,台中市,14,69460,66000
2022,05,門診,25~64,台南市,2,41152,67000
2022,05,門診,25~64,桃園市,1,29020,68000
2022,05,門診,3~6,連江縣,0,5,09007
2022,05,門診,3~6,金門縣,0,187,09020
2022,05,門診,3~6,宜蘭縣,5,1069,10002
2022,05,門診,3~6,新竹縣,1,1154,10004
2022,05,門診,3~6,苗栗縣,2,1199,10005
2022,05,門診,3~6,彰化縣,6,4244,10007
2022,05,門診,3~6,南投縣,2,1546,10008
2022,05,門診,3~6,雲林縣,0,2037,10009
2022,05,門診,3~6,嘉義縣,2,766,10010
2022,05,門診,3~6,屏東縣,4,1873,10013
2022,05,門診,3~6,台東縣,2,266,10014
2022,05,門診,3~6,花蓮縣,0,636,10015
2022,05,門診,3~6,澎湖縣,0,321,10016
2022,05,門診,3~6,基隆市,1,466,10017
2022,05,門診,3~6,新竹市,0,1100,10018
2022,05,門診,3~6,嘉義市,0,1170,10020
2022,05,門診,3~6,台北市,4,3179,63000
2022,05,門診,3~6,高雄市,8,5819,64000
2022,05,門診,3~6,新北市,2,8402,65000
2022,05,門診,3~6,台中市,8,8688,66000
2022,05,門診,3~6,台南市,1,4347,67000
2022,05,門診,3~6,桃園市,2,3741,68000
2022,05,門診,65+,連江縣,0,29,09007
2022,05,門診,65+,金門縣,0,529,09020
2022,05,門診,65+,宜蘭縣,1,3238,10002
2022,05,門診,65+,新竹縣,0,2652,10004
2022,05,門診,65+,苗栗縣,0,4990,10005
2022,05,門診,65+,彰化縣,1,16335,10007
2022,05,門診,65+,南投縣,0,6012,10008
2022,05,門診,65+,雲林縣,0,11366,10009
2022,05,門診,65+,嘉義縣,0,5933,10010
2022,05,門診,65+,屏東縣,0,11378,10013
2022,05,門診,65+,台東縣,0,2500,10014
2022,05,門診,65+,花蓮縣,0,4202,10015
2022,05,門診,65+,澎湖縣,0,1703,10016
2022,05,門診,65+,基隆市,0,3706,10017
2022,05,門診,65+,新竹市,0,3520,10018
2022,05,門診,65+,嘉義市,0,5142,10020
2022,05,門診,65+,台北市,0,22851,63000
2022,05,門診,65+,高雄市,1,35245,64000
2022,05,門診,65+,新北市,0,32994,65000
2022,05,門診,65+,台中市,1,30217,66000
2022,05,門診,65+,台南市,1,22703,67000
2022,05,門診,65+,桃園市,0,11062,68000
2022,05,門診,7~12,連江縣,0,4,09007
2022,05,門診,7~12,金門縣,0,126,09020
2022,05,門診,7~12,宜蘭縣,0,668,10002
2022,05,門診,7~12,新竹縣,0,635,10004
2022,05,門診,7~12,苗栗縣,0,730,10005
2022,05,門診,7~12,彰化縣,3,3059,10007
2022,05,門診,7~12,南投縣,2,1009,10008
2022,05,門診,7~12,雲林縣,1,1315,10009
2022,05,門診,7~12,嘉義縣,2,529,10010
2022,05,門診,7~12,屏東縣,1,1228,10013
2022,05,門診,7~12,台東縣,0,185,10014
2022,05,門診,7~12,花蓮縣,0,512,10015
2022,05,門診,7~12,澎湖縣,1,258,10016
2022,05,門診,7~12,基隆市,1,376,10017
2022,05,門診,7~12,新竹市,0,757,10018
2022,05,門診,7~12,嘉義市,0,898,10020
2022,05,門診,7~12,台北市,1,2686,63000
2022,05,門診,7~12,高雄市,6,4502,64000
2022,05,門診,7~12,新北市,4,6380,65000
2022,05,門診,7~12,台中市,7,6321,66000
2022,05,門診,7~12,台南市,4,3242,67000
2022,05,門診,7~12,桃園市,2,2371,68000
2022,06,住院,0~2,金門縣,0,1,09020
2022,06,住院,0~2,宜蘭縣,0,13,10002
2022,06,住院,0~2,新竹縣,0,11,10004
2022,06,住院,0~2,苗栗縣,0,5,10005
2022,06,住院,0~2,彰化縣,1,37,10007
2022,06,住院,0~2,南投縣,0,9,10008
2022,06,住院,0~2,雲林縣,0,2,10009
2022,06,住院,0~2,嘉義縣,0,3,10010
2022,06,住院,0~2,屏東縣,0,21,10013
2022,06,住院,0~2,台東縣,0,1,10014
2022,06,住院,0~2,花蓮縣,1,5,10015
2022,06,住院,0~2,基隆市,0,2,10017
2022,06,住院,0~2,新竹市,1,16,10018
2022,06,住院,0~2,台北市,0,70,63000
2022,06,住院,0~2,高雄市,0,16,64000
2022,06,住院,0~2,新北市,0,33,65000
2022,06,住院,0~2,台中市,0,104,66000
2022,06,住院,0~2,台南市,0,11,67000
2022,06,住院,0~2,桃園市,0,20,68000
2022,06,住院,13~15,金門縣,0,0,09020
2022,06,住院,13~15,宜蘭縣,0,3,10002
2022,06,住院,13~15,新竹縣,0,4,10004
2022,06,住院,13~15,苗栗縣,0,3,10005
2022,06,住院,13~15,彰化縣,0,20,10007
2022,06,住院,13~15,南投縣,0,3,10008
2022,06,住院,13~15,雲林縣,0,1,10009
2022,06,住院,13~15,嘉義縣,0,7,10010
2022,06,住院,13~15,屏東縣,0,4,10013
2022,06,住院,13~15,台東縣,0,2,10014
2022,06,住院,13~15,花蓮縣,0,5,10015
2022,06,住院,13~15,基隆市,0,2,10017
2022,06,住院,13~15,新竹市,0,10,10018
2022,06,住院,13~15,台北市,0,119,63000
2022,06,住院,13~15,高雄市,0,22,64000
2022,06,住院,13~15,新北市,0,19,65000
2022,06,住院,13~15,台中市,0,104,66000
2022,06,住院,13~15,台南市,0,15,67000
2022,06,住院,13~15,桃園市,0,24,68000
2022,06,住院,16~18,金門縣,0,1,09020
2022,06,住院,16~18,宜蘭縣,0,6,10002
2022,06,住院,16~18,新竹縣,0,8,10004
2022,06,住院,16~18,苗栗縣,0,2,10005
2022,06,住院,16~18,彰化縣,0,21,10007
2022,06,住院,16~18,南投縣,0,5,10008
2022,06,住院,16~18,雲林縣,0,14,10009
2022,06,住院,16~18,嘉義縣,0,9,10010
2022,06,住院,16~18,屏東縣,0,9,10013
2022,06,住院,16~18,台東縣,0,4,10014
2022,06,住院,16~18,花蓮縣,0,4,10015
2022,06,住院,16~18,澎湖縣,0,1,10016
2022,06,住院,16~18,基隆市,0,2,10017
2022,06,住院,16~18,新竹市,0,6,10018
2022,06,住院,16~18,嘉義市,0,3,10020
2022,06,住院,16~18,台北市,0,109,63000
2022,06,住院,16~18,高雄市,0,28,64000
2022,06,住院,16~18,新北市,0,26,65000
2022,06,住院,16~18,台中市,0,87,66000
2022,06,住院,16~18,台南市,0,10,67000
2022,06,住院,16~18,桃園市,0,32,68000
2022,06,住院,19~24,金門縣,0,1,09020
2022,06,住院,19~24,宜蘭縣,0,20,10002
2022,06,住院,19~24,新竹縣,0,33,10004
2022,06,住院,19~24,苗栗縣,0,18,10005
2022,06,住院,19~24,彰化縣,0,86,10007
2022,06,住院,19~24,南投縣,0,10,10008
2022,06,住院,19~24,雲林縣,0,31,10009
2022,06,住院,19~24,嘉義縣,0,23,10010
2022,06,住院,19~24,屏東縣,0,32,10013
2022,06,住院,19~24,台東縣,0,2,10014
2022,06,住院,19~24,花蓮縣,0,37,10015
2022,06,住院,19~24,基隆市,0,11,10017
2022,06,住院,19~24,新竹市,0,24,10018
2022,06,住院,19~24,嘉義市,0,17,10020
2022,06,住院,19~24,台北市,0,242,63000
2022,06,住院,19~24,高雄市,0,117,64000
2022,06,住院,19~24,新北市,0,105,65000
2022,06,住院,19~24,台中市,0,268,66000
2022,06,住院,19~24,台南市,0,48,67000
2022,06,住院,19~24,桃園市,0,94,68000
2022,06,住院,25~64,連江縣,0,1,09007
2022,06,住院,25~64,金門縣,0,42,09020
2022,06,住院,25~64,宜蘭縣,0,504,10002
2022,06,住院,25~64,新竹縣,0,638,10004
2022,06,住院,25~64,苗栗縣,0,241,10005
2022,06,住院,25~64,彰化縣,0,1484,10007
2022,06,住院,25~64,南投縣,0,155,10008
2022,06,住院,25~64,雲林縣,0,571,10009
2022,06,住院,25~64,嘉義縣,0,594,10010
2022,06,住院,25~64,屏東縣,0,482,10013
2022,06,住院,25~64,台東縣,0,76,10014
2022,06,住院,25~64,花蓮縣,0,453,10015
2022,06,住院,25~64,澎湖縣,0,27,10016
2022,06,住院,25~64,基隆市,0,187,10017
2022,06,住院,25~64,新竹市,0,382,10018
2022,06,住院,25~64,嘉義市,0,341,10020
2022,06,住院,25~64,台北市,0,4851,63000
