縣市別,鄉鎮別,年別,發生數
台南市,龍崎區,2021,2
台南市,龍崎區,2020,0
台南市,龍崎區,2019,1
台南市,龍崎區,2018,2
台南市,龍崎區,2017,3
台南市,龍崎區,2016,2
台南市,龍崎區,2015,5
台南市,龍崎區,2014,4
台南市,龍崎區,2013,1
台南市,龍崎區,2012,5
台南市,龍崎區,2011,4
台南市,龍崎區,2010,1
台南市,龍崎區,2009,3
台南市,龍崎區,2008,4
台南市,龍崎區,2007,4
台南市,龍崎區,2006,6
台南市,龍崎區,2005,8
台南市,歸仁區,2023,19
台南市,歸仁區,2022,26
台南市,歸仁區,2021,20
台南市,歸仁區,2020,20
台南市,歸仁區,2019,23
台南市,歸仁區,2018,34
台南市,歸仁區,2017,34
台南市,歸仁區,2016,45
台南市,歸仁區,2015,44
台南市,歸仁區,2014,41
台南市,歸仁區,2013,41
台南市,歸仁區,2012,35
台南市,歸仁區,2011,41
台南市,歸仁區,2010,45
台南市,歸仁區,2009,40
台南市,歸仁區,2008,41
台南市,歸仁區,2007,37
台南市,歸仁區,2006,38
台南市,歸仁區,2005,41
台南市,關廟區,2023,12
台南市,關廟區,2022,16
台南市,關廟區,2021,12
台南市,關廟區,2020,13
台南市,關廟區,2019,10
台南市,關廟區,2018,13
台南市,關廟區,2017,24
台南市,關廟區,2016,21
台南市,關廟區,2015,18
台南市,關廟區,2014,17
台南市,關廟區,2013,17
台南市,關廟區,2012,26
台南市,關廟區,2011,28
台南市,關廟區,2010,24
台南市,關廟區,2009,19
台南市,關廟區,2008,25
台南市,關廟區,2007,28
台南市,關廟區,2006,41
台南市,關廟區,2005,39
台南市,鹽水區,2023,7
台南市,鹽水區,2022,9
台南市,鹽水區,2021,10
台南市,鹽水區,2020,8
台南市,鹽水區,2019,13
台南市,鹽水區,2018,11
台南市,鹽水區,2017,27
台南市,鹽水區,2016,11
台南市,鹽水區,2015,16
台南市,鹽水區,2014,8
台南市,鹽水區,2013,11
台南市,鹽水區,2012,18
台南市,鹽水區,2011,15
台南市,鹽水區,2010,15
台南市,鹽水區,2009,8
台南市,鹽水區,2008,24
台南市,鹽水區,2007,27
台南市,鹽水區,2006,24
台南市,鹽水區,2005,24
宜蘭縣,三星鄉,2023,11
宜蘭縣,三星鄉,2022,6
宜蘭縣,三星鄉,2021,5
宜蘭縣,三星鄉,2020,18
宜蘭縣,三星鄉,2019,13
宜蘭縣,三星鄉,2018,10
宜蘭縣,三星鄉,2017,11
宜蘭縣,三星鄉,2016,19
宜蘭縣,三星鄉,2015,16
宜蘭縣,三星鄉,2014,17
宜蘭縣,三星鄉,2013,21
宜蘭縣,三星鄉,2012,13
宜蘭縣,三星鄉,2011,15
宜蘭縣,三星鄉,2010,13
宜蘭縣,三星鄉,2009,22
宜蘭縣,三星鄉,2008,26
宜蘭縣,三星鄉,2007,19
宜蘭縣,三星鄉,2006,24
宜蘭縣,三星鄉,2005,33
宜蘭縣,大同鄉,2023,3
宜蘭縣,大同鄉,2022,5
宜蘭縣,大同鄉,2021,3
宜蘭縣,大同鄉,2020,10
宜蘭縣,大同鄉,2019,8
宜蘭縣,大同鄉,2018,7
宜蘭縣,大同鄉,2017,6
宜蘭縣,大同鄉,2016,4
宜蘭縣,大同鄉,2015,9
宜蘭縣,大同鄉,2014,17
宜蘭縣,大同鄉,2013,18
宜蘭縣,大同鄉,2012,11
宜蘭縣,大同鄉,2011,10
宜蘭縣,大同鄉,2010,10
宜蘭縣,大同鄉,2009,15
宜蘭縣,大同鄉,2008,16
宜蘭縣,大同鄉,2007,18
宜蘭縣,大同鄉,2006,18
宜蘭縣,大同鄉,2005,25
宜蘭縣,五結鄉,2023,9
宜蘭縣,五結鄉,2022,6
宜蘭縣,五結鄉,2021,13
宜蘭縣,五結鄉,2020,9
宜蘭縣,五結鄉,2019,10
宜蘭縣,五結鄉,2018,15
宜蘭縣,五結鄉,2017,17
宜蘭縣,五結鄉,2016,27
宜蘭縣,五結鄉,2015,16
宜蘭縣,五結鄉,2014,14
宜蘭縣,五結鄉,2013,15
宜蘭縣,五結鄉,2012,16
宜蘭縣,五結鄉,2011,21
宜蘭縣,五結鄉,2010,26
宜蘭縣,五結鄉,2009,26
宜蘭縣,五結鄉,2008,26
宜蘭縣,五結鄉,2007,28
宜蘭縣,五結鄉,2006,29
宜蘭縣,五結鄉,2005,21
宜蘭縣,冬山鄉,2023,11
宜蘭縣,冬山鄉,2022,17
宜蘭縣,冬山鄉,2021,22
宜蘭縣,冬山鄉,2020,15
宜蘭縣,冬山鄉,2019,11
宜蘭縣,冬山鄉,2018,17
宜蘭縣,冬山鄉,2017,20
宜蘭縣,冬山鄉,2016,22
宜蘭縣,冬山鄉,2015,20
宜蘭縣,冬山鄉,2014,27
宜蘭縣,冬山鄉,2013,16
宜蘭縣,冬山鄉,2012,25
宜蘭縣,冬山鄉,2011,21
宜蘭縣,冬山鄉,2010,44
宜蘭縣,冬山鄉,2009,24
宜蘭縣,冬山鄉,2008,29
宜蘭縣,冬山鄉,2007,28
宜蘭縣,冬山鄉,2006,36
宜蘭縣,冬山鄉,2005,38
宜蘭縣,壯圍鄉,2023,4
宜蘭縣,壯圍鄉,2022,3
宜蘭縣,壯圍鄉,2021,8
宜蘭縣,壯圍鄉,2020,10
宜蘭縣,壯圍鄉,2019,14
宜蘭縣,壯圍鄉,2018,14
宜蘭縣,壯圍鄉,2017,10
宜蘭縣,壯圍鄉,2016,3
宜蘭縣,壯圍鄉,2015,12
宜蘭縣,壯圍鄉,2014,13
宜蘭縣,壯圍鄉,2013,16
宜蘭縣,壯圍鄉,2012,10
宜蘭縣,壯圍鄉,2011,11
宜蘭縣,壯圍鄉,2010,8
宜蘭縣,壯圍鄉,2009,21
宜蘭縣,壯圍鄉,2008,10
宜蘭縣,壯圍鄉,2007,12
宜蘭縣,壯圍鄉,2006,13
宜蘭縣,壯圍鄉,2005,19
宜蘭縣,宜蘭市,2023,23
宜蘭縣,宜蘭市,2022,35
宜蘭縣,宜蘭市,2021,31
宜蘭縣,宜蘭市,2020,35
宜蘭縣,宜蘭市,2019,33
宜蘭縣,宜蘭市,2018,32
宜蘭縣,宜蘭市,2017,34
宜蘭縣,宜蘭市,2016,35
宜蘭縣,宜蘭市,2015,46
宜蘭縣,宜蘭市,2014,41
宜蘭縣,宜蘭市,2013,56
宜蘭縣,宜蘭市,2012,47
宜蘭縣,宜蘭市,2011,39
宜蘭縣,宜蘭市,2010,30
宜蘭縣,宜蘭市,2009,38
宜蘭縣,宜蘭市,2008,66
宜蘭縣,宜蘭市,2007,60
宜蘭縣,宜蘭市,2006,53
宜蘭縣,宜蘭市,2005,54
宜蘭縣,南澳鄉,2023,5
宜蘭縣,南澳鄉,2022,8
宜蘭縣,南澳鄉,2021,10
宜蘭縣,南澳鄉,2020,6
宜蘭縣,南澳鄉,2019,12
宜蘭縣,南澳鄉,2018,11
宜蘭縣,南澳鄉,2017,10
宜蘭縣,南澳鄉,2016,18
宜蘭縣,南澳鄉,2015,12
宜蘭縣,南澳鄉,2014,14
宜蘭縣,南澳鄉,2013,15
宜蘭縣,南澳鄉,2012,11
宜蘭縣,南澳鄉,2011,24
宜蘭縣,南澳鄉,2010,27
宜蘭縣,南澳鄉,2009,21
宜蘭縣,南澳鄉,2008,32
宜蘭縣,南澳鄉,2007,20
宜蘭縣,南澳鄉,2006,19
宜蘭縣,南澳鄉,2005,21
宜蘭縣,員山鄉,2023,15
宜蘭縣,員山鄉,2022,12
宜蘭縣,員山鄉,2021,14
宜蘭縣,員山鄉,2020,22
宜蘭縣,員山鄉,2019,18
宜蘭縣,員山鄉,2018,24
宜蘭縣,員山鄉,2017,20
宜蘭縣,員山鄉,2016,19
宜蘭縣,員山鄉,2015,29
宜蘭縣,員山鄉,2014,26
宜蘭縣,員山鄉,2013,26
宜蘭縣,員山鄉,2012,32
宜蘭縣,員山鄉,2011,45
宜蘭縣,員山鄉,2010,35
宜蘭縣,員山鄉,2009,28
宜蘭縣,員山鄉,2008,36
宜蘭縣,員山鄉,2007,32
宜蘭縣,員山鄉,2006,32
宜蘭縣,員山鄉,2005,26
宜蘭縣,頭城鎮,2023,7
宜蘭縣,頭城鎮,2022,6
宜蘭縣,頭城鎮,2021,5
宜蘭縣,頭城鎮,2020,12
宜蘭縣,頭城鎮,2019,9
宜蘭縣,頭城鎮,2018,11
宜蘭縣,頭城鎮,2017,8
宜蘭縣,頭城鎮,2016,11
宜蘭縣,頭城鎮,2015,12
宜蘭縣,頭城鎮,2014,9
宜蘭縣,頭城鎮,2013,15
宜蘭縣,頭城鎮,2012,16
宜蘭縣,頭城鎮,2011,7
宜蘭縣,頭城鎮,2010,9
宜蘭縣,頭城鎮,2009,11
宜蘭縣,頭城鎮,2008,17
宜蘭縣,頭城鎮,2007,18
宜蘭縣,頭城鎮,2006,11
宜蘭縣,頭城鎮,2005,13
宜蘭縣,礁溪鄉,2023,11
宜蘭縣,礁溪鄉,2022,6
宜蘭縣,礁溪鄉,2021,13
宜蘭縣,礁溪鄉,2020,7
宜蘭縣,礁溪鄉,2019,10
宜蘭縣,礁溪鄉,2018,14
宜蘭縣,礁溪鄉,2017,11
宜蘭縣,礁溪鄉,2016,21
宜蘭縣,礁溪鄉,2015,18
宜蘭縣,礁溪鄉,2014,16
宜蘭縣,礁溪鄉,2013,18
宜蘭縣,礁溪鄉,2012,16
宜蘭縣,礁溪鄉,2011,17
宜蘭縣,礁溪鄉,2010,12
宜蘭縣,礁溪鄉,2009,21
宜蘭縣,礁溪鄉,2008,18
宜蘭縣,礁溪鄉,2007,20
宜蘭縣,礁溪鄉,2006,19
宜蘭縣,礁溪鄉,2005,26
宜蘭縣,羅東鎮,2023,15
宜蘭縣,羅東鎮,2022,23
宜蘭縣,羅東鎮,2021,13
宜蘭縣,羅東鎮,2020,28
宜蘭縣,羅東鎮,2019,21
宜蘭縣,羅東鎮,2018,17
宜蘭縣,羅東鎮,2017,25
宜蘭縣,羅東鎮,2016,26
宜蘭縣,羅東鎮,2015,31
宜蘭縣,羅東鎮,2014,34
宜蘭縣,羅東鎮,2013,25
宜蘭縣,羅東鎮,2012,36
宜蘭縣,羅東鎮,2011,33
宜蘭縣,羅東鎮,2010,33
宜蘭縣,羅東鎮,2009,32
宜蘭縣,羅東鎮,2008,40
宜蘭縣,羅東鎮,2007,50
宜蘭縣,羅東鎮,2006,38
宜蘭縣,羅東鎮,2005,47
宜蘭縣,蘇澳鎮,2023,16
宜蘭縣,蘇澳鎮,2022,14
宜蘭縣,蘇澳鎮,2021,21
宜蘭縣,蘇澳鎮,2020,15
宜蘭縣,蘇澳鎮,2019,15
宜蘭縣,蘇澳鎮,2018,21
宜蘭縣,蘇澳鎮,2017,27
宜蘭縣,蘇澳鎮,2016,27
宜蘭縣,蘇澳鎮,2015,26
宜蘭縣,蘇澳鎮,2014,28
宜蘭縣,蘇澳鎮,2013,14
宜蘭縣,蘇澳鎮,2012,20
宜蘭縣,蘇澳鎮,2011,28
宜蘭縣,蘇澳鎮,2010,30
宜蘭縣,蘇澳鎮,2009,21
宜蘭縣,蘇澳鎮,2008,44
宜蘭縣,蘇澳鎮,2007,46
宜蘭縣,蘇澳鎮,2006,52
宜蘭縣,蘇澳鎮,2005,38
花蓮縣,玉里鎮,2023,19
花蓮縣,玉里鎮,2022,19
花蓮縣,玉里鎮,2021,17
花蓮縣,玉里鎮,2020,16
花蓮縣,玉里鎮,2019,18
花蓮縣,玉里鎮,2018,22
花蓮縣,玉里鎮,2017,23
花蓮縣,玉里鎮,2016,37
花蓮縣,玉里鎮,2015,27
花蓮縣,玉里鎮,2014,36
花蓮縣,玉里鎮,2013,39
花蓮縣,玉里鎮,2012,52
花蓮縣,玉里鎮,2011,27
花蓮縣,玉里鎮,2010,49
花蓮縣,玉里鎮,2009,45
花蓮縣,玉里鎮,2008,45
花蓮縣,玉里鎮,2007,39
花蓮縣,玉里鎮,2006,36
花蓮縣,玉里鎮,2005,51
花蓮縣,光復鄉,2023,3
花蓮縣,光復鄉,2022,7
花蓮縣,光復鄉,2021,11
花蓮縣,光復鄉,2020,9
花蓮縣,光復鄉,2019,9
花蓮縣,光復鄉,2018,6
花蓮縣,光復鄉,2017,8
花蓮縣,光復鄉,2016,10
花蓮縣,光復鄉,2015,16
花蓮縣,光復鄉,2014,12
花蓮縣,光復鄉,2013,11
花蓮縣,光復鄉,2012,4
花蓮縣,光復鄉,2011,8
花蓮縣,光復鄉,2010,11
花蓮縣,光復鄉,2009,10
花蓮縣,光復鄉,2008,12
花蓮縣,光復鄉,2007,9
花蓮縣,光復鄉,2006,16
花蓮縣,光復鄉,2005,19
花蓮縣,吉安鄉,2023,29
花蓮縣,吉安鄉,2022,27
花蓮縣,吉安鄉,2021,28
花蓮縣,吉安鄉,2020,31
花蓮縣,吉安鄉,2019,36
花蓮縣,吉安鄉,2018,33
花蓮縣,吉安鄉,2017,40
花蓮縣,吉安鄉,2016,42
花蓮縣,吉安鄉,2015,50
花蓮縣,吉安鄉,2014,44
花蓮縣,吉安鄉,2013,48
花蓮縣,吉安鄉,2012,50
花蓮縣,吉安鄉,2011,39
花蓮縣,吉安鄉,2010,50
花蓮縣,吉安鄉,2009,53
花蓮縣,吉安鄉,2008,57
花蓮縣,吉安鄉,2007,64
花蓮縣,吉安鄉,2006,66
花蓮縣,吉安鄉,2005,72
花蓮縣,秀林鄉,2023,24
花蓮縣,秀林鄉,2022,17
花蓮縣,秀林鄉,2021,21
花蓮縣,秀林鄉,2020,30
花蓮縣,秀林鄉,2019,23
花蓮縣,秀林鄉,2018,25
花蓮縣,秀林鄉,2017,28
花蓮縣,秀林鄉,2016,26
花蓮縣,秀林鄉,2015,37
花蓮縣,秀林鄉,2014,50
花蓮縣,秀林鄉,2013,40
花蓮縣,秀林鄉,2012,56
花蓮縣,秀林鄉,2011,65
花蓮縣,秀林鄉,2010,52
花蓮縣,秀林鄉,2009,80
花蓮縣,秀林鄉,2008,62
花蓮縣,秀林鄉,2007,60
花蓮縣,秀林鄉,2006,77
花蓮縣,秀林鄉,2005,93
花蓮縣,卓溪鄉,2023,3
花蓮縣,卓溪鄉,2022,5
花蓮縣,卓溪鄉,2021,2
花蓮縣,卓溪鄉,2020,11
花蓮縣,卓溪鄉,2019,2
花蓮縣,卓溪鄉,2018,6
花蓮縣,卓溪鄉,2017,4
花蓮縣,卓溪鄉,2016,8
花蓮縣,卓溪鄉,2015,14
花蓮縣,卓溪鄉,2014,11
花蓮縣,卓溪鄉,2013,13
花蓮縣,卓溪鄉,2012,14
花蓮縣,卓溪鄉,2011,16
花蓮縣,卓溪鄉,2010,31
花蓮縣,卓溪鄉,2009,14
花蓮縣,卓溪鄉,2008,16
花蓮縣,卓溪鄉,2007,17
花蓮縣,卓溪鄉,2006,22
花蓮縣,卓溪鄉,2005,22
花蓮縣,花蓮市,2023,28
花蓮縣,花蓮市,2022,29
花蓮縣,花蓮市,2021,33
花蓮縣,花蓮市,2020,36
花蓮縣,花蓮市,2019,52
花蓮縣,花蓮市,2018,38
花蓮縣,花蓮市,2017,27
花蓮縣,花蓮市,2016,53
花蓮縣,花蓮市,2015,32
花蓮縣,花蓮市,2014,40
花蓮縣,花蓮市,2013,49
花蓮縣,花蓮市,2012,52
花蓮縣,花蓮市,2011,49
花蓮縣,花蓮市,2010,59
花蓮縣,花蓮市,2009,82
花蓮縣,花蓮市,2008,75
花蓮縣,花蓮市,2007,85
花蓮縣,花蓮市,2006,71
花蓮縣,花蓮市,2005,83
花蓮縣,富里鄉,2023,4
花蓮縣,富里鄉,2022,3
花蓮縣,富里鄉,2021,4
花蓮縣,富里鄉,2020,5
花蓮縣,富里鄉,2019,5
花蓮縣,富里鄉,2018,4
花蓮縣,富里鄉,2017,4
花蓮縣,富里鄉,2016,4
花蓮縣,富里鄉,2015,8
花蓮縣,富里鄉,2014,10
花蓮縣,富里鄉,2013,5
花蓮縣,富里鄉,2012,12
花蓮縣,富里鄉,2011,4
花蓮縣,富里鄉,2010,11
花蓮縣,富里鄉,2009,8
花蓮縣,富里鄉,2008,4
花蓮縣,富里鄉,2007,7
花蓮縣,富里鄉,2006,10
花蓮縣,富里鄉,2005,7
花蓮縣,新城鄉,2023,8
花蓮縣,新城鄉,2022,12
花蓮縣,新城鄉,2021,14
花蓮縣,新城鄉,2020,14
花蓮縣,新城鄉,2019,8
花蓮縣,新城鄉,2018,13
花蓮縣,新城鄉,2017,14
花蓮縣,新城鄉,2016,21
花蓮縣,新城鄉,2015,18
花蓮縣,新城鄉,2014,18
花蓮縣,新城鄉,2013,29
花蓮縣,新城鄉,2012,14
花蓮縣,新城鄉,2011,17
花蓮縣,新城鄉,2010,14
花蓮縣,新城鄉,2009,20
花蓮縣,新城鄉,2008,23
花蓮縣,新城鄉,2007,32
花蓮縣,新城鄉,2006,25
花蓮縣,新城鄉,2005,39
花蓮縣,瑞穗鄉,2023,7
花蓮縣,瑞穗鄉,2022,3
花蓮縣,瑞穗鄉,2021,3
花蓮縣,瑞穗鄉,2020,5
花蓮縣,瑞穗鄉,2019,13
花蓮縣,瑞穗鄉,2018,6
花蓮縣,瑞穗鄉,2017,5
花蓮縣,瑞穗鄉,2016,9
花蓮縣,瑞穗鄉,2015,9
花蓮縣,瑞穗鄉,2014,8
花蓮縣,瑞穗鄉,2013,7
花蓮縣,瑞穗鄉,2012,7
花蓮縣,瑞穗鄉,2011,5
花蓮縣,瑞穗鄉,2010,8
花蓮縣,瑞穗鄉,2009,9
花蓮縣,瑞穗鄉,2008,8
花蓮縣,瑞穗鄉,2007,10
花蓮縣,瑞穗鄉,2006,13
花蓮縣,瑞穗鄉,2005,17
花蓮縣,萬榮鄉,2023,7
花蓮縣,萬榮鄉,2022,7
花蓮縣,萬榮鄉,2021,12
花蓮縣,萬榮鄉,2020,12
花蓮縣,萬榮鄉,2019,5
花蓮縣,萬榮鄉,2018,10
花蓮縣,萬榮鄉,2017,11
花蓮縣,萬榮鄉,2016,9
花蓮縣,萬榮鄉,2015,8
花蓮縣,萬榮鄉,2014,8
花蓮縣,萬榮鄉,2013,8
花蓮縣,萬榮鄉,2012,13
花蓮縣,萬榮鄉,2011,16
花蓮縣,萬榮鄉,2010,17
花蓮縣,萬榮鄉,2009,18
花蓮縣,萬榮鄉,2008,13
花蓮縣,萬榮鄉,2007,22
花蓮縣,萬榮鄉,2006,37
花蓮縣,萬榮鄉,2005,17
花蓮縣,壽豐鄉,2023,11
花蓮縣,壽豐鄉,2022,10
花蓮縣,壽豐鄉,2021,6
花蓮縣,壽豐鄉,2020,16
花蓮縣,壽豐鄉,2019,6
花蓮縣,壽豐鄉,2018,10
花蓮縣,壽豐鄉,2017,9
花蓮縣,壽豐鄉,2016,10
花蓮縣,壽豐鄉,2015,15
花蓮縣,壽豐鄉,2014,19
花蓮縣,壽豐鄉,2013,15
花蓮縣,壽豐鄉,2012,9
花蓮縣,壽豐鄉,2011,15
花蓮縣,壽豐鄉,2010,12
花蓮縣,壽豐鄉,2009,22
花蓮縣,壽豐鄉,2008,19
花蓮縣,壽豐鄉,2007,16
花蓮縣,壽豐鄉,2006,15
花蓮縣,壽豐鄉,2005,25
花蓮縣,鳳林鎮,2023,6
花蓮縣,鳳林鎮,2022,6
花蓮縣,鳳林鎮,2021,6
花蓮縣,鳳林鎮,2020,4
花蓮縣,鳳林鎮,2019,7
花蓮縣,鳳林鎮,2018,7
花蓮縣,鳳林鎮,2017,5
花蓮縣,鳳林鎮,2016,5
花蓮縣,鳳林鎮,2015,6
花蓮縣,鳳林鎮,2014,5
花蓮縣,鳳林鎮,2013,12
花蓮縣,鳳林鎮,2012,15
花蓮縣,鳳林鎮,2011,12
花蓮縣,鳳林鎮,2010,16
花蓮縣,鳳林鎮,2009,9
花蓮縣,鳳林鎮,2008,21
花蓮縣,鳳林鎮,2007,25
花蓮縣,鳳林鎮,2006,20
花蓮縣,鳳林鎮,2005,26
花蓮縣,豐濱鄉,2023,3
花蓮縣,豐濱鄉,2022,1
花蓮縣,豐濱鄉,2021,1
花蓮縣,豐濱鄉,2020,2
花蓮縣,豐濱鄉,2019,2
花蓮縣,豐濱鄉,2018,2
花蓮縣,豐濱鄉,2017,2
花蓮縣,豐濱鄉,2016,3
花蓮縣,豐濱鄉,2015,3
花蓮縣,豐濱鄉,2014,3
花蓮縣,豐濱鄉,2013,3
花蓮縣,豐濱鄉,2012,7
花蓮縣,豐濱鄉,2011,4
花蓮縣,豐濱鄉,2010,9
花蓮縣,豐濱鄉,2009,2
花蓮縣,豐濱鄉,2008,5
花蓮縣,豐濱鄉,2007,7
花蓮縣,豐濱鄉,2006,9
花蓮縣,豐濱鄉,2005,9
金門縣,金沙鎮,2023,0
金門縣,金沙鎮,2022,3
金門縣,金沙鎮,2021,2
金門縣,金沙鎮,2020,0
金門縣,金沙鎮,2019,1
金門縣,金沙鎮,2018,0
金門縣,金沙鎮,2017,2
金門縣,金沙鎮,2016,2
金門縣,金沙鎮,2015,3
金門縣,金沙鎮,2014,5
金門縣,金沙鎮,2013,3
金門縣,金沙鎮,2012,3
金門縣,金沙鎮,2011,4
金門縣,金沙鎮,2010,5
金門縣,金沙鎮,2009,4
金門縣,金沙鎮,2008,0
金門縣,金沙鎮,2007,4
金門縣,金沙鎮,2006,2
金門縣,金沙鎮,2005,1
金門縣,金城鎮,2023,7
金門縣,金城鎮,2022,3
金門縣,金城鎮,2021,6
金門縣,金城鎮,2020,4
金門縣,金城鎮,2019,5
金門縣,金城鎮,2018,5
金門縣,金城鎮,2017,9
金門縣,金城鎮,2016,6
金門縣,金城鎮,2015,7
金門縣,金城鎮,2014,4
金門縣,金城鎮,2013,7
金門縣,金城鎮,2012,5
金門縣,金城鎮,2011,6
金門縣,金城鎮,2010,12
金門縣,金城鎮,2009,3
金門縣,金城鎮,2008,6
金門縣,金城鎮,2007,11
金門縣,金城鎮,2006,7
金門縣,金城鎮,2005,2
金門縣,金湖鎮,2023,2
金門縣,金湖鎮,2022,3
金門縣,金湖鎮,2021,2
金門縣,金湖鎮,2020,9
金門縣,金湖鎮,2019,2
金門縣,金湖鎮,2018,6
金門縣,金湖鎮,2017,4
金門縣,金湖鎮,2016,10
金門縣,金湖鎮,2015,3
金門縣,金湖鎮,2014,8
金門縣,金湖鎮,2013,4
金門縣,金湖鎮,2012,6
金門縣,金湖鎮,2011,4
金門縣,金湖鎮,2010,3
金門縣,金湖鎮,2009,6
金門縣,金湖鎮,2008,5
金門縣,金湖鎮,2007,8
金門縣,金湖鎮,2006,7
金門縣,金湖鎮,2005,2
金門縣,金寧鄉,2023,2
金門縣,金寧鄉,2022,3
金門縣,金寧鄉,2021,5
金門縣,金寧鄉,2020,7
金門縣,金寧鄉,2019,6
金門縣,金寧鄉,2018,4
金門縣,金寧鄉,2017,3
金門縣,金寧鄉,2016,6
金門縣,金寧鄉,2015,3
金門縣,金寧鄉,2014,2
金門縣,金寧鄉,2013,2
金門縣,金寧鄉,2012,6
金門縣,金寧鄉,2011,2
金門縣,金寧鄉,2010,11
金門縣,金寧鄉,2009,7
金門縣,金寧鄉,2008,8
金門縣,金寧鄉,2007,2
金門縣,金寧鄉,2006,6
金門縣,金寧鄉,2005,4
金門縣,烈嶼鄉,2023,2
金門縣,烈嶼鄉,2022,0
金門縣,烈嶼鄉,2021,0
金門縣,烈嶼鄉,2020,1
金門縣,烈嶼鄉,2019,2
金門縣,烈嶼鄉,2018,3
金門縣,烈嶼鄉,2017,1
金門縣,烈嶼鄉,2016,6
金門縣,烈嶼鄉,2015,0
金門縣,烈嶼鄉,2014,1
金門縣,烈嶼鄉,2013,0
金門縣,烈嶼鄉,2012,1
金門縣,烈嶼鄉,2011,2
金門縣,烈嶼鄉,2010,2
金門縣,烈嶼鄉,2009,1
金門縣,烈嶼鄉,2008,6
金門縣,烈嶼鄉,2007,1
金門縣,烈嶼鄉,2006,0
金門縣,烈嶼鄉,2005,1
金門縣,烏坵鄉,2023,0
金門縣,烏坵鄉,2022,0
金門縣,烏坵鄉,2021,0
金門縣,烏坵鄉,2020,0
金門縣,烏坵鄉,2019,0
金門縣,烏坵鄉,2018,0
金門縣,烏坵鄉,2017,0
金門縣,烏坵鄉,2016,0
金門縣,烏坵鄉,2015,0
金門縣,烏坵鄉,2014,0
金門縣,烏坵鄉,2013,0
金門縣,烏坵鄉,2012,0
金門縣,烏坵鄉,2011,0
金門縣,烏坵鄉,2010,0
金門縣,烏坵鄉,2009,0
金門縣,烏坵鄉,2008,0
金門縣,烏坵鄉,2007,0
金門縣,烏坵鄉,2006,0
金門縣,烏坵鄉,2005,0
南投縣,中寮鄉,2023,4
南投縣,中寮鄉,2022,3
南投縣,中寮鄉,2021,3
南投縣,中寮鄉,2020,1
南投縣,中寮鄉,2019,2
南投縣,中寮鄉,2018,8
南投縣,中寮鄉,2017,1
南投縣,中寮鄉,2016,3
南投縣,中寮鄉,2015,3
南投縣,中寮鄉,2014,4
南投縣,中寮鄉,2013,1
南投縣,中寮鄉,2012,9
南投縣,中寮鄉,2011,6
南投縣,中寮鄉,2010,10
南投縣,中寮鄉,2009,8
南投縣,中寮鄉,2008,4
南投縣,中寮鄉,2007,7
南投縣,中寮鄉,2006,13
南投縣,中寮鄉,2005,12
南投縣,仁愛鄉,2023,30
南投縣,仁愛鄉,2022,35
南投縣,仁愛鄉,2021,34
南投縣,仁愛鄉,2020,30
南投縣,仁愛鄉,2019,21
南投縣,仁愛鄉,2018,30
南投縣,仁愛鄉,2017,43
南投縣,仁愛鄉,2016,50
南投縣,仁愛鄉,2015,42
南投縣,仁愛鄉,2014,44
南投縣,仁愛鄉,2013,39
南投縣,仁愛鄉,2012,59
南投縣,仁愛鄉,2011,68
南投縣,仁愛鄉,2010,65
南投縣,仁愛鄉,2009,67
南投縣,仁愛鄉,2008,55
南投縣,仁愛鄉,2007,49
南投縣,仁愛鄉,2006,66
南投縣,仁愛鄉,2005,83
南投縣,水里鄉,2023,3
南投縣,水里鄉,2022,5
南投縣,水里鄉,2021,6
南投縣,水里鄉,2020,6
南投縣,水里鄉,2019,5
南投縣,水里鄉,2018,8
南投縣,水里鄉,2017,9
南投縣,水里鄉,2016,10
南投縣,水里鄉,2015,8
南投縣,水里鄉,2014,11
南投縣,水里鄉,2013,8
南投縣,水里鄉,2012,6
南投縣,水里鄉,2011,8
南投縣,水里鄉,2010,9
南投縣,水里鄉,2009,16
南投縣,水里鄉,2008,8
南投縣,水里鄉,2007,16
南投縣,水里鄉,2006,11
南投縣,水里鄉,2005,10
南投縣,名間鄉,2023,9
南投縣,名間鄉,2022,16
南投縣,名間鄉,2021,12
南投縣,名間鄉,2020,17
南投縣,名間鄉,2019,9
南投縣,名間鄉,2018,10
南投縣,名間鄉,2017,19
南投縣,名間鄉,2016,28
南投縣,名間鄉,2015,26
南投縣,名間鄉,2014,24
南投縣,名間鄉,2013,23
南投縣,名間鄉,2012,30
南投縣,名間鄉,2011,28
南投縣,名間鄉,2010,28
南投縣,名間鄉,2009,30
南投縣,名間鄉,2008,32
南投縣,名間鄉,2007,29
南投縣,名間鄉,2006,32
南投縣,名間鄉,2005,43
南投縣,竹山鎮,2023,18
南投縣,竹山鎮,2022,18
南投縣,竹山鎮,2021,17
南投縣,竹山鎮,2020,12
南投縣,竹山鎮,2019,20
南投縣,竹山鎮,2018,25
南投縣,竹山鎮,2017,20
南投縣,竹山鎮,2016,27
南投縣,竹山鎮,2015,27
南投縣,竹山鎮,2014,21
南投縣,竹山鎮,2013,30
南投縣,竹山鎮,2012,32
南投縣,竹山鎮,2011,26
南投縣,竹山鎮,2010,39
南投縣,竹山鎮,2009,22
南投縣,竹山鎮,2008,32
南投縣,竹山鎮,2007,45
南投縣,竹山鎮,2006,31
南投縣,竹山鎮,2005,31
