縣市別,鄉鎮別,年別,發生數
台中市,大甲區,2023,16
台中市,大甲區,2022,18
台中市,大甲區,2021,25
台中市,大甲區,2020,20
台中市,大甲區,2019,32
台中市,大甲區,2018,24
台中市,大甲區,2017,26
台中市,大甲區,2016,37
台中市,大甲區,2015,33
台中市,大甲區,2014,24
台中市,大甲區,2013,42
台中市,大甲區,2012,34
台中市,大甲區,2011,36
台中市,大甲區,2010,34
台中市,大甲區,2009,46
台中市,大甲區,2008,48
台中市,大甲區,2007,35
台中市,大甲區,2006,47
台中市,大甲區,2005,73
台中市,大安區,2023,4
台中市,大安區,2022,7
台中市,大安區,2021,3
台中市,大安區,2020,2
台中市,大安區,2019,10
台中市,大安區,2018,10
台中市,大安區,2017,6
台中市,大安區,2016,10
台中市,大安區,2015,9
台中市,大安區,2014,7
台中市,大安區,2013,8
台中市,大安區,2012,5
台中市,大安區,2011,8
台中市,大安區,2010,15
台中市,大安區,2009,10
台中市,大安區,2008,9
台中市,大安區,2007,6
台中市,大安區,2006,10
台中市,大安區,2005,18
台中市,大肚區,2023,7
台中市,大肚區,2022,13
台中市,大肚區,2021,14
台中市,大肚區,2020,14
台中市,大肚區,2019,29
台中市,大肚區,2018,24
台中市,大肚區,2017,19
台中市,大肚區,2016,31
台中市,大肚區,2015,15
台中市,大肚區,2014,19
台中市,大肚區,2013,31
台中市,大肚區,2012,25
台中市,大肚區,2011,16
台中市,大肚區,2010,39
台中市,大肚區,2009,25
台中市,大肚區,2008,26
台中市,大肚區,2007,27
台中市,大肚區,2006,36
台中市,大肚區,2005,33
台中市,大里區,2023,46
台中市,大里區,2022,47
台中市,大里區,2021,55
台中市,大里區,2020,53
台中市,大里區,2019,50
台中市,大里區,2018,66
台中市,大里區,2017,71
台中市,大里區,2016,69
台中市,大里區,2015,77
台中市,大里區,2014,84
台中市,大里區,2013,67
台中市,大里區,2012,77
台中市,大里區,2011,75
台中市,大里區,2010,70
台中市,大里區,2009,84
台中市,大里區,2008,86
台中市,大里區,2007,86
台中市,大里區,2006,90
台中市,大里區,2005,95
台中市,大雅區,2023,28
台中市,大雅區,2022,22
台中市,大雅區,2021,24
台中市,大雅區,2020,36
台中市,大雅區,2019,36
台中市,大雅區,2018,33
台中市,大雅區,2017,30
台中市,大雅區,2016,46
台中市,大雅區,2015,35
台中市,大雅區,2014,45
台中市,大雅區,2013,59
台中市,大雅區,2012,37
台中市,大雅區,2011,45
台中市,大雅區,2010,55
台中市,大雅區,2009,45
台中市,大雅區,2008,51
台中市,大雅區,2007,65
台中市,大雅區,2006,52
台中市,大雅區,2005,60
台中市,中區,2023,10
台中市,中區,2022,5
台中市,中區,2021,10
台中市,中區,2020,14
台中市,中區,2019,6
台中市,中區,2018,9
台中市,中區,2017,10
台中市,中區,2016,8
台中市,中區,2015,8
台中市,中區,2014,9
台中市,中區,2013,7
台中市,中區,2012,13
台中市,中區,2011,12
台中市,中區,2010,13
台中市,中區,2009,12
台中市,中區,2008,16
台中市,中區,2007,15
台中市,中區,2006,17
台中市,中區,2005,17
台中市,太平區,2023,28
台中市,太平區,2022,50
台中市,太平區,2021,54
台中市,太平區,2020,47
台中市,太平區,2019,66
台中市,太平區,2018,60
台中市,太平區,2017,72
台中市,太平區,2016,70
台中市,太平區,2015,68
台中市,太平區,2014,63
台中市,太平區,2013,55
台中市,太平區,2012,82
台中市,太平區,2011,90
台中市,太平區,2010,82
台中市,太平區,2009,102
台中市,太平區,2008,109
台中市,太平區,2007,99
台中市,太平區,2006,102
台中市,太平區,2005,107
台中市,北屯區,2023,43
台中市,北屯區,2022,57
台中市,北屯區,2021,67
台中市,北屯區,2020,62
台中市,北屯區,2019,75
台中市,北屯區,2018,81
台中市,北屯區,2017,68
台中市,北屯區,2016,105
台中市,北屯區,2015,90
台中市,北屯區,2014,85
台中市,北屯區,2013,98
台中市,北屯區,2012,96
台中市,北屯區,2011,112
台中市,北屯區,2010,120
台中市,北屯區,2009,95
台中市,北屯區,2008,117
台中市,北屯區,2007,117
台中市,北屯區,2006,103
台中市,北屯區,2005,129
台中市,北區,2023,37
台中市,北區,2022,47
台中市,北區,2021,56
台中市,北區,2020,43
台中市,北區,2019,43
台中市,北區,2018,66
台中市,北區,2017,51
台中市,北區,2016,58
台中市,北區,2015,63
台中市,北區,2014,67
台中市,北區,2013,66
台中市,北區,2012,72
台中市,北區,2011,77
台中市,北區,2010,82
台中市,北區,2009,76
台中市,北區,2008,86
台中市,北區,2007,85
台中市,北區,2006,93
台中市,北區,2005,69
台中市,外埔區,2023,9
台中市,外埔區,2022,10
台中市,外埔區,2021,14
台中市,外埔區,2020,17
台中市,外埔區,2019,11
台中市,外埔區,2018,19
台中市,外埔區,2017,15
台中市,外埔區,2016,18
台中市,外埔區,2015,16
台中市,外埔區,2014,12
台中市,外埔區,2013,14
台中市,外埔區,2012,18
台中市,外埔區,2011,11
台中市,外埔區,2010,15
台中市,外埔區,2009,27
台中市,外埔區,2008,18
台中市,外埔區,2007,18
台中市,外埔區,2006,27
台中市,外埔區,2005,18
台中市,石岡區,2023,4
台中市,石岡區,2022,2
台中市,石岡區,2021,3
台中市,石岡區,2020,6
台中市,石岡區,2019,8
台中市,石岡區,2018,6
台中市,石岡區,2017,8
台中市,石岡區,2016,4
台中市,石岡區,2015,7
台中市,石岡區,2014,11
台中市,石岡區,2013,7
台中市,石岡區,2012,2
台中市,石岡區,2011,8
台中市,石岡區,2010,6
台中市,石岡區,2009,7
台中市,石岡區,2008,8
台中市,石岡區,2007,9
台中市,石岡區,2006,14
台中市,石岡區,2005,5
台中市,后里區,2023,15
台中市,后里區,2022,8
台中市,后里區,2021,17
台中市,后里區,2020,19
台中市,后里區,2019,23
台中市,后里區,2018,24
台中市,后里區,2017,20
台中市,后里區,2016,20
台中市,后里區,2015,31
台中市,后里區,2014,24
台中市,后里區,2013,15
台中市,后里區,2012,19
台中市,后里區,2011,25
台中市,后里區,2010,35
台中市,后里區,2009,29
台中市,后里區,2008,29
台中市,后里區,2007,35
台中市,后里區,2006,32
台中市,后里區,2005,33
台中市,西屯區,2023,46
台中市,西屯區,2022,72
台中市,西屯區,2021,61
台中市,西屯區,2020,65
台中市,西屯區,2019,60
台中市,西屯區,2018,65
台中市,西屯區,2017,64
台中市,西屯區,2016,85
台中市,西屯區,2015,97
台中市,西屯區,2014,77
台中市,西屯區,2013,79
台中市,西屯區,2012,88
台中市,西屯區,2011,77
台中市,西屯區,2010,86
台中市,西屯區,2009,108
台中市,西屯區,2008,104
台中市,西屯區,2007,92
台中市,西屯區,2006,103
台中市,西屯區,2005,99
台中市,西區,2023,31
台中市,西區,2022,36
台中市,西區,2021,32
台中市,西區,2020,46
台中市,西區,2019,32
台中市,西區,2018,52
台中市,西區,2017,52
台中市,西區,2016,42
台中市,西區,2015,40
台中市,西區,2014,42
台中市,西區,2013,54
台中市,西區,2012,48
台中市,西區,2011,50
台中市,西區,2010,60
台中市,西區,2009,47
台中市,西區,2008,58
台中市,西區,2007,59
台中市,西區,2006,64
台中市,西區,2005,55
台中市,沙鹿區,2023,20
台中市,沙鹿區,2022,26
台中市,沙鹿區,2021,19
台中市,沙鹿區,2020,29
台中市,沙鹿區,2019,25
台中市,沙鹿區,2018,40
台中市,沙鹿區,2017,28
台中市,沙鹿區,2016,36
台中市,沙鹿區,2015,43
台中市,沙鹿區,2014,47
台中市,沙鹿區,2013,39
台中市,沙鹿區,2012,30
台中市,沙鹿區,2011,40
台中市,沙鹿區,2010,51
台中市,沙鹿區,2009,48
台中市,沙鹿區,2008,50
台中市,沙鹿區,2007,48
台中市,沙鹿區,2006,51
台中市,沙鹿區,2005,46
台中市,和平區,2023,8
台中市,和平區,2022,7
台中市,和平區,2021,5
台中市,和平區,2020,6
台中市,和平區,2019,10
台中市,和平區,2018,6
台中市,和平區,2017,8
台中市,和平區,2016,13
台中市,和平區,2015,7
台中市,和平區,2014,14
台中市,和平區,2013,8
台中市,和平區,2012,9
台中市,和平區,2011,17
台中市,和平區,2010,10
台中市,和平區,2009,17
台中市,和平區,2008,15
台中市,和平區,2007,17
台中市,和平區,2006,11
台中市,和平區,2005,15
台中市,東區,2023,20
台中市,東區,2022,17
台中市,東區,2021,29
台中市,東區,2020,28
台中市,東區,2019,18
台中市,東區,2018,23
台中市,東區,2017,35
台中市,東區,2016,39
台中市,東區,2015,34
台中市,東區,2014,32
台中市,東區,2013,31
台中市,東區,2012,39
台中市,東區,2011,42
台中市,東區,2010,50
台中市,東區,2009,39
台中市,東區,2008,41
台中市,東區,2007,36
台中市,東區,2006,38
台中市,東區,2005,48
台中市,東勢區,2023,20
台中市,東勢區,2022,11
台中市,東勢區,2021,15
台中市,東勢區,2020,16
台中市,東勢區,2019,19
台中市,東勢區,2018,19
台中市,東勢區,2017,23
台中市,東勢區,2016,23
台中市,東勢區,2015,22
台中市,東勢區,2014,25
台中市,東勢區,2013,30
台中市,東勢區,2012,21
台中市,東勢區,2011,25
台中市,東勢區,2010,11
台中市,東勢區,2009,17
台中市,東勢區,2008,37
台中市,東勢區,2007,27
台中市,東勢區,2006,34
台中市,東勢區,2005,35
台中市,南屯區,2023,38
台中市,南屯區,2022,38
台中市,南屯區,2021,48
台中市,南屯區,2020,48
台中市,南屯區,2019,54
台中市,南屯區,2018,56
台中市,南屯區,2017,65
台中市,南屯區,2016,84
台中市,南屯區,2015,61
台中市,南屯區,2014,73
台中市,南屯區,2013,68
台中市,南屯區,2012,84
台中市,南屯區,2011,83
台中市,南屯區,2010,96
台中市,南屯區,2009,97
台中市,南屯區,2008,111
台中市,南屯區,2007,86
台中市,南屯區,2006,100
台中市,南屯區,2005,107
台中市,南區,2023,32
台中市,南區,2022,24
台中市,南區,2021,25
台中市,南區,2020,24
台中市,南區,2019,26
台中市,南區,2018,43
台中市,南區,2017,37
台中市,南區,2016,32
台中市,南區,2015,44
台中市,南區,2014,39
台中市,南區,2013,45
台中市,南區,2012,44
台中市,南區,2011,52
台中市,南區,2010,53
台中市,南區,2009,33
台中市,南區,2008,58
台中市,南區,2007,55
台中市,南區,2006,54
台中市,南區,2005,55
台中市,烏日區,2023,26
台中市,烏日區,2022,17
台中市,烏日區,2021,20
台中市,烏日區,2020,19
台中市,烏日區,2019,26
台中市,烏日區,2018,38
台中市,烏日區,2017,22
台中市,烏日區,2016,33
台中市,烏日區,2015,22
台中市,烏日區,2014,42
台中市,烏日區,2013,37
台中市,烏日區,2012,42
台中市,烏日區,2011,35
台中市,烏日區,2010,24
台中市,烏日區,2009,33
台中市,烏日區,2008,39
台中市,烏日區,2007,39
台中市,烏日區,2006,35
台中市,烏日區,2005,49
台中市,神岡區,2023,16
台中市,神岡區,2022,28
台中市,神岡區,2021,24
台中市,神岡區,2020,12
台中市,神岡區,2019,26
台中市,神岡區,2018,33
台中市,神岡區,2017,25
台中市,神岡區,2016,41
台中市,神岡區,2015,30
台中市,神岡區,2014,27
台中市,神岡區,2013,31
台中市,神岡區,2012,40
台中市,神岡區,2011,38
台中市,神岡區,2010,40
台中市,神岡區,2009,31
台中市,神岡區,2008,46
台中市,神岡區,2007,41
台中市,神岡區,2006,34
台中市,神岡區,2005,44
台中市,梧棲區,2023,13
台中市,梧棲區,2022,10
台中市,梧棲區,2021,24
台中市,梧棲區,2020,13
台中市,梧棲區,2019,22
台中市,梧棲區,2018,20
台中市,梧棲區,2017,12
台中市,梧棲區,2016,23
台中市,梧棲區,2015,16
台中市,梧棲區,2014,15
台中市,梧棲區,2013,19
台中市,梧棲區,2012,22
台中市,梧棲區,2011,22
台中市,梧棲區,2010,21
台中市,梧棲區,2009,16
台中市,梧棲區,2008,19
台中市,梧棲區,2007,19
台中市,梧棲區,2006,23
台中市,梧棲區,2005,31
台中市,清水區,2023,30
台中市,清水區,2022,28
台中市,清水區,2021,27
台中市,清水區,2020,28
台中市,清水區,2019,31
台中市,清水區,2018,38
台中市,清水區,2017,22
台中市,清水區,2016,27
台中市,清水區,2015,32
台中市,清水區,2014,33
台中市,清水區,2013,32
台中市,清水區,2012,34
台中市,清水區,2011,43
台中市,清水區,2010,39
台中市,清水區,2009,40
台中市,清水區,2008,36
台中市,清水區,2007,30
台中市,清水區,2006,54
台中市,清水區,2005,52
台中市,新社區,2023,6
台中市,新社區,2022,7
台中市,新社區,2021,12
台中市,新社區,2020,6
台中市,新社區,2019,13
台中市,新社區,2018,4
台中市,新社區,2017,8
台中市,新社區,2016,12
台中市,新社區,2015,12
台中市,新社區,2014,14
台中市,新社區,2013,12
台中市,新社區,2012,12
台中市,新社區,2011,14
台中市,新社區,2010,13
台中市,新社區,2009,9
台中市,新社區,2008,11
台中市,新社區,2007,15
台中市,新社區,2006,13
台中市,新社區,2005,19
台中市,潭子區,2023,29
台中市,潭子區,2022,27
台中市,潭子區,2021,25
台中市,潭子區,2020,35
台中市,潭子區,2019,38
台中市,潭子區,2018,33
台中市,潭子區,2017,33
台中市,潭子區,2016,44
台中市,潭子區,2015,39
台中市,潭子區,2014,43
台中市,潭子區,2013,41
台中市,潭子區,2012,45
台中市,潭子區,2011,46
台中市,潭子區,2010,51
台中市,潭子區,2009,57
台中市,潭子區,2008,37
台中市,潭子區,2007,44
台中市,潭子區,2006,59
台中市,潭子區,2005,58
台中市,龍井區,2023,15
台中市,龍井區,2022,12
台中市,龍井區,2021,12
台中市,龍井區,2020,20
台中市,龍井區,2019,23
台中市,龍井區,2018,21
台中市,龍井區,2017,19
台中市,龍井區,2016,29
台中市,龍井區,2015,16
台中市,龍井區,2014,25
台中市,龍井區,2013,23
台中市,龍井區,2012,31
台中市,龍井區,2011,31
台中市,龍井區,2010,36
台中市,龍井區,2009,24
台中市,龍井區,2008,40
台中市,龍井區,2007,26
台中市,龍井區,2006,30
台中市,龍井區,2005,34
台中市,豐原區,2023,57
台中市,豐原區,2022,33
台中市,豐原區,2021,40
台中市,豐原區,2020,51
台中市,豐原區,2019,59
台中市,豐原區,2018,67
台中市,豐原區,2017,70
台中市,豐原區,2016,62
台中市,豐原區,2015,67
台中市,豐原區,2014,71
台中市,豐原區,2013,61
台中市,豐原區,2012,87
台中市,豐原區,2011,70
台中市,豐原區,2010,82
台中市,豐原區,2009,86
台中市,豐原區,2008,98
台中市,豐原區,2007,89
台中市,豐原區,2006,95
台中市,豐原區,2005,81
台中市,霧峰區,2023,6
台中市,霧峰區,2022,11
台中市,霧峰區,2021,16
台中市,霧峰區,2020,13
台中市,霧峰區,2019,17
台中市,霧峰區,2018,27
台中市,霧峰區,2017,13
台中市,霧峰區,2016,24
台中市,霧峰區,2015,25
台中市,霧峰區,2014,31
台中市,霧峰區,2013,18
台中市,霧峰區,2012,31
台中市,霧峰區,2011,26
台中市,霧峰區,2010,37
台中市,霧峰區,2009,40
台中市,霧峰區,2008,24
台中市,霧峰區,2007,38
台中市,霧峰區,2006,47
台中市,霧峰區,2005,47
台北市,士林區,2023,61
台北市,士林區,2022,47
台北市,士林區,2021,65
台北市,士林區,2020,60
台北市,士林區,2019,66
台北市,士林區,2018,70
台北市,士林區,2017,77
台北市,士林區,2016,70
台北市,士林區,2015,93
台北市,士林區,2014,105
台北市,士林區,2013,94
台北市,士林區,2012,93
台北市,士林區,2011,91
台北市,士林區,2010,114
台北市,士林區,2009,126
台北市,士林區,2008,116
台北市,士林區,2007,137
台北市,士林區,2006,134
台北市,士林區,2005,138
台北市,大同區,2023,38
台北市,大同區,2022,23
台北市,大同區,2021,30
台北市,大同區,2020,38
台北市,大同區,2019,36
台北市,大同區,2018,38
台北市,大同區,2017,42
台北市,大同區,2016,42
台北市,大同區,2015,47
台北市,大同區,2014,48
台北市,大同區,2013,55
台北市,大同區,2012,60
台北市,大同區,2011,71
台北市,大同區,2010,61
台北市,大同區,2009,63
台北市,大同區,2008,58
台北市,大同區,2007,64
台北市,大同區,2006,82
台北市,大同區,2005,83
台北市,大安區,2023,58
台北市,大安區,2022,50
台北市,大安區,2021,47
台北市,大安區,2020,73
台北市,大安區,2019,88
台北市,大安區,2018,91
台北市,大安區,2017,86
台北市,大安區,2016,91
台北市,大安區,2015,94
台北市,大安區,2014,123
台北市,大安區,2013,99
台北市,大安區,2012,77
台北市,大安區,2011,114
台北市,大安區,2010,119
台北市,大安區,2009,132
台北市,大安區,2008,126
台北市,大安區,2007,138
台北市,大安區,2006,128
台北市,大安區,2005,136
台北市,中山區,2023,49
台北市,中山區,2022,46
台北市,中山區,2021,49
台北市,中山區,2020,53
台北市,中山區,2019,53
台北市,中山區,2018,49
台北市,中山區,2017,65
台北市,中山區,2016,55
台北市,中山區,2015,68
台北市,中山區,2014,89
台北市,中山區,2013,74
台北市,中山區,2012,75
台北市,中山區,2011,91
台北市,中山區,2010,89
台北市,中山區,2009,108
台北市,中山區,2008,111
台北市,中山區,2007,102
台北市,中山區,2006,104
台北市,中山區,2005,127
台北市,中正區,2023,34
台北市,中正區,2022,28
台北市,中正區,2021,25
台北市,中正區,2020,40
台北市,中正區,2019,50
台北市,中正區,2018,40
台北市,中正區,2017,47
台北市,中正區,2016,56
台北市,中正區,2015,53
台北市,中正區,2014,44
台北市,中正區,2013,53
台北市,中正區,2012,49
台北市,中正區,2011,56
台北市,中正區,2010,60
台北市,中正區,2009,46
台北市,中正區,2008,61
台北市,中正區,2007,87
台北市,中正區,2006,59
台北市,中正區,2005,68
台北市,內湖區,2023,52
台北市,內湖區,2022,40
台北市,內湖區,2021,52
台北市,內湖區,2020,63
台北市,內湖區,2019,64
台北市,內湖區,2018,79
台北市,內湖區,2017,62
台北市,內湖區,2016,56
台北市,內湖區,2015,53
台北市,內湖區,2014,70
台北市,內湖區,2013,69
台北市,內湖區,2012,78
台北市,內湖區,2011,69
台北市,內湖區,2010,88
台北市,內湖區,2009,99
台北市,內湖區,2008,98
台北市,內湖區,2007,117
台北市,內湖區,2006,92
台北市,內湖區,2005,117
台北市,文山區,2023,53
台北市,文山區,2022,52
台北市,文山區,2021,62
台北市,文山區,2020,66
台北市,文山區,2019,97
台北市,文山區,2018,83
台北市,文山區,2017,78
台北市,文山區,2016,78
台北市,文山區,2015,80
台北市,文山區,2014,98
台北市,文山區,2013,96
台北市,文山區,2012,113
台北市,文山區,2011,109
台北市,文山區,2010,99
台北市,文山區,2009,104
台北市,文山區,2008,112
台北市,文山區,2007,117
台北市,文山區,2006,124
台北市,文山區,2005,122
台北市,北投區,2023,47
台北市,北投區,2022,60
台北市,北投區,2021,58
台北市,北投區,2020,64
台北市,北投區,2019,79
台北市,北投區,2018,60
台北市,北投區,2017,88
台北市,北投區,2016,82
台北市,北投區,2015,79
台北市,北投區,2014,92
台北市,北投區,2013,78
台北市,北投區,2012,90
台北市,北投區,2011,91
台北市,北投區,2010,133
台北市,北投區,2009,110
台北市,北投區,2008,134
台北市,北投區,2007,135
台北市,北投區,2006,131
台北市,北投區,2005,178
台北市,松山區,2023,37
台北市,松山區,2022,39
台北市,松山區,2021,35
台北市,松山區,2020,43
台北市,松山區,2019,46
台北市,松山區,2018,53
台北市,松山區,2017,59
台北市,松山區,2016,75
台北市,松山區,2015,44
台北市,松山區,2014,54
台北市,松山區,2013,67
台北市,松山區,2012,53
台北市,松山區,2011,69
台北市,松山區,2010,77
台北市,松山區,2009,65
台北市,松山區,2008,82
台北市,松山區,2007,75
台北市,松山區,2006,85
台北市,松山區,2005,97
台北市,信義區,2023,33
台北市,信義區,2022,48
台北市,信義區,2021,47
台北市,信義區,2020,48
台北市,信義區,2019,50
台北市,信義區,2018,49
台北市,信義區,2017,66
台北市,信義區,2016,76
台北市,信義區,2015,93
台北市,信義區,2014,48
台北市,信義區,2013,73
台北市,信義區,2012,101
台北市,信義區,2011,95
台北市,信義區,2010,94
台北市,信義區,2009,87
台北市,信義區,2008,97
台北市,信義區,2007,130
台北市,信義區,2006,127
台北市,信義區,2005,119
台北市,南港區,2023,20
台北市,南港區,2022,26
台北市,南港區,2021,20
台北市,南港區,2020,18
台北市,南港區,2019,27
台北市,南港區,2018,40
台北市,南港區,2017,41
台北市,南港區,2016,32
台北市,南港區,2015,39
台北市,南港區,2014,34
台北市,南港區,2013,43
台北市,南港區,2012,47
台北市,南港區,2011,40
台北市,南港區,2010,55
台北市,南港區,2009,46
台北市,南港區,2008,45
台北市,南港區,2007,36
台北市,南港區,2006,44
台北市,南港區,2005,47
台北市,萬華區,2023,58
台北市,萬華區,2022,47
台北市,萬華區,2021,55
台北市,萬華區,2020,65
台北市,萬華區,2019,69
台北市,萬華區,2018,75
台北市,萬華區,2017,86
台北市,萬華區,2016,84
台北市,萬華區,2015,81
台北市,萬華區,2014,100
台北市,萬華區,2013,94
台北市,萬華區,2012,89
台北市,萬華區,2011,104
台北市,萬華區,2010,93
台北市,萬華區,2009,124
台北市,萬華區,2008,138
台北市,萬華區,2007,142
台北市,萬華區,2006,134
台北市,萬華區,2005,154
台東縣,大武鄉,2023,5
台東縣,大武鄉,2022,0
台東縣,大武鄉,2021,6
台東縣,大武鄉,2020,1
台東縣,大武鄉,2019,2
台東縣,大武鄉,2018,5
台東縣,大武鄉,2017,3
台東縣,大武鄉,2016,1
台東縣,大武鄉,2015,2
台東縣,大武鄉,2014,4
台東縣,大武鄉,2013,1
台東縣,大武鄉,2012,10
台東縣,大武鄉,2011,8
台東縣,大武鄉,2010,7
台東縣,大武鄉,2009,8
台東縣,大武鄉,2008,9
台東縣,大武鄉,2007,4
台東縣,大武鄉,2006,10
台東縣,大武鄉,2005,12
台東縣,太麻里鄉,2023,3
台東縣,太麻里鄉,2022,11
台東縣,太麻里鄉,2021,5
台東縣,太麻里鄉,2020,6
台東縣,太麻里鄉,2019,6
台東縣,太麻里鄉,2018,16
台東縣,太麻里鄉,2017,9
台東縣,太麻里鄉,2016,10
台東縣,太麻里鄉,2015,5
台東縣,太麻里鄉,2014,8
台東縣,太麻里鄉,2013,13
台東縣,太麻里鄉,2012,11
台東縣,太麻里鄉,2011,11
台東縣,太麻里鄉,2010,13
台東縣,太麻里鄉,2009,16
台東縣,太麻里鄉,2008,15
台東縣,太麻里鄉,2007,19
台東縣,太麻里鄉,2006,11
台東縣,太麻里鄉,2005,20
台東縣,台東市,2023,41
台東縣,台東市,2022,46
台東縣,台東市,2021,47
台東縣,台東市,2020,54
台東縣,台東市,2019,51
台東縣,台東市,2018,51
台東縣,台東市,2017,68
台東縣,台東市,2016,69
台東縣,台東市,2015,73
台東縣,台東市,2014,92
台東縣,台東市,2013,81
台東縣,台東市,2012,86
台東縣,台東市,2011,102
台東縣,台東市,2010,100
台東縣,台東市,2009,118
台東縣,台東市,2008,110
台東縣,台東市,2007,82
台東縣,台東市,2006,115
台東縣,台東市,2005,113
台東縣,成功鎮,2023,5
台東縣,成功鎮,2022,3
台東縣,成功鎮,2021,7
台東縣,成功鎮,2020,5
台東縣,成功鎮,2019,8
台東縣,成功鎮,2018,11
台東縣,成功鎮,2017,13
台東縣,成功鎮,2016,14
台東縣,成功鎮,2015,7
台東縣,成功鎮,2014,12
台東縣,成功鎮,2013,13
台東縣,成功鎮,2012,12
台東縣,成功鎮,2011,11
台東縣,成功鎮,2010,12
台東縣,成功鎮,2009,16
台東縣,成功鎮,2008,19
台東縣,成功鎮,2007,10
台東縣,成功鎮,2006,15
台東縣,成功鎮,2005,14
台東縣,池上鄉,2023,2
台東縣,池上鄉,2022,1
台東縣,池上鄉,2021,5
台東縣,池上鄉,2020,3
台東縣,池上鄉,2019,4
台東縣,池上鄉,2018,1
台東縣,池上鄉,2017,2
台東縣,池上鄉,2016,3
台東縣,池上鄉,2015,4
台東縣,池上鄉,2014,2
台東縣,池上鄉,2013,6
台東縣,池上鄉,2012,5
台東縣,池上鄉,2011,11
台東縣,池上鄉,2010,7
台東縣,池上鄉,2009,9
台東縣,池上鄉,2008,6
台東縣,池上鄉,2007,6
台東縣,池上鄉,2006,11
台東縣,池上鄉,2005,6
台東縣,卑南鄉,2023,11
台東縣,卑南鄉,2022,10
台東縣,卑南鄉,2021,5
台東縣,卑南鄉,2020,6
台東縣,卑南鄉,2019,10
台東縣,卑南鄉,2018,9
台東縣,卑南鄉,2017,9
台東縣,卑南鄉,2016,10
台東縣,卑南鄉,2015,15
台東縣,卑南鄉,2014,15
台東縣,卑南鄉,2013,13
台東縣,卑南鄉,2012,13
台東縣,卑南鄉,2011,20
台東縣,卑南鄉,2010,19
台東縣,卑南鄉,2009,30
台東縣,卑南鄉,2008,24
台東縣,卑南鄉,2007,27
台東縣,卑南鄉,2006,22
台東縣,卑南鄉,2005,29
台東縣,延平鄉,2023,5
台東縣,延平鄉,2022,1
台東縣,延平鄉,2021,5
台東縣,延平鄉,2020,9
台東縣,延平鄉,2019,7
台東縣,延平鄉,2018,6
台東縣,延平鄉,2017,8
台東縣,延平鄉,2016,10
台東縣,延平鄉,2015,6
台東縣,延平鄉,2014,14
台東縣,延平鄉,2013,6
台東縣,延平鄉,2012,4
台東縣,延平鄉,2011,3
台東縣,延平鄉,2010,9
台東縣,延平鄉,2009,9
台東縣,延平鄉,2008,16
台東縣,延平鄉,2007,9
台東縣,延平鄉,2006,12
台東縣,延平鄉,2005,15
台東縣,東河鄉,2023,2
台東縣,東河鄉,2022,3
台東縣,東河鄉,2021,3
台東縣,東河鄉,2020,3
台東縣,東河鄉,2019,4
台東縣,東河鄉,2018,3
台東縣,東河鄉,2017,9
台東縣,東河鄉,2016,3
台東縣,東河鄉,2015,5
台東縣,東河鄉,2014,9
台東縣,東河鄉,2013,10
台東縣,東河鄉,2012,6
台東縣,東河鄉,2011,7
台東縣,東河鄉,2010,9
台東縣,東河鄉,2009,13
台東縣,東河鄉,2008,10
台東縣,東河鄉,2007,5
台東縣,東河鄉,2006,9
台東縣,東河鄉,2005,9
台東縣,金峰鄉,2023,0
台東縣,金峰鄉,2022,1
台東縣,金峰鄉,2021,1
台東縣,金峰鄉,2020,1
台東縣,金峰鄉,2019,4
台東縣,金峰鄉,2018,2
台東縣,金峰鄉,2017,5
台東縣,金峰鄉,2016,2
台東縣,金峰鄉,2015,2
台東縣,金峰鄉,2014,4
台東縣,金峰鄉,2013,5
台東縣,金峰鄉,2012,4
台東縣,金峰鄉,2011,6
台東縣,金峰鄉,2010,5
台東縣,金峰鄉,2009,5
台東縣,金峰鄉,2008,1
台東縣,金峰鄉,2007,3
台東縣,金峰鄉,2006,2
台東縣,金峰鄉,2005,7
台東縣,長濱鄉,2023,4
台東縣,長濱鄉,2022,5
台東縣,長濱鄉,2021,2
台東縣,長濱鄉,2020,3
台東縣,長濱鄉,2019,2
台東縣,長濱鄉,2018,6
台東縣,長濱鄉,2017,2
台東縣,長濱鄉,2016,3
台東縣,長濱鄉,2015,5
台東縣,長濱鄉,2014,5
台東縣,長濱鄉,2013,6
台東縣,長濱鄉,2012,5
台東縣,長濱鄉,2011,8
台東縣,長濱鄉,2010,6
台東縣,長濱鄉,2009,5
台東縣,長濱鄉,2008,3
台東縣,長濱鄉,2007,10
台東縣,長濱鄉,2006,4
台東縣,長濱鄉,2005,8
台東縣,海端鄉,2023,7
台東縣,海端鄉,2022,6
台東縣,海端鄉,2021,2
台東縣,海端鄉,2020,5
台東縣,海端鄉,2019,4
台東縣,海端鄉,2018,4
台東縣,海端鄉,2017,7
台東縣,海端鄉,2016,6
台東縣,海端鄉,2015,4
台東縣,海端鄉,2014,5
台東縣,海端鄉,2013,5
台東縣,海端鄉,2012,11
台東縣,海端鄉,2011,11
台東縣,海端鄉,2010,14
台東縣,海端鄉,2009,11
台東縣,海端鄉,2008,12
台東縣,海端鄉,2007,18
台東縣,海端鄉,2006,13
台東縣,海端鄉,2005,10
台東縣,鹿野鄉,2023,4
台東縣,鹿野鄉,2022,3
台東縣,鹿野鄉,2021,3
台東縣,鹿野鄉,2020,4
台東縣,鹿野鄉,2019,7
台東縣,鹿野鄉,2018,4
