確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
487a,2006,11,台北市,內湖區,M,0,10~14,1,63000,63000100
487a,2006,11,新北市,板橋區,F,0,10~14,1,65000,65000010
487a,2006,12,新竹市,香山區,M,0,5~9,1,10018,10018030
487a,2006,12,台北市,內湖區,M,0,15~19,1,63000,63000100
487a,2006,12,台北市,大安區,F,0,10~14,1,63000,63000030
487a,2006,12,台北市,萬華區,M,0,3,1,63000,63000070
487a,2006,12,台北市,萬華區,M,0,3,1,63000,63000071
487a,2006,12,台北市,萬華區,M,0,3,1,63000,63000072
487a,2006,12,新北市,土城區,M,0,10~14,1,65000,65000130
487a,2006,12,新北市,蘆洲區,F,0,5~9,1,65000,65000140
487a,2006,12,台中市,沙鹿區,M,0,0,1,66000,66000130
487a,2006,12,桃園市,桃園區,M,0,4,1,68000,68000010
487a,2006,12,桃園市,桃園區,M,0,45~49,1,68000,68000010
487a,2006,12,桃園市,桃園區,M,0,5~9,1,68000,68000010
487a,2006,12,桃園市,觀音區,M,0,15~19,1,68000,68000120
487a,2007,01,新竹縣,竹東鎮,F,0,3,1,10004,10004020
487a,2007,01,彰化縣,彰化市,M,0,2,1,10007,10007010
487a,2007,01,彰化縣,彰化市,F,0,5~9,1,10007,10007010
487a,2007,01,雲林縣,西螺鎮,F,0,4,1,10009,10009040
487a,2007,01,新竹市,東區,M,0,10~14,1,10018,10018010
487a,2007,01,新竹市,香山區,F,0,3,1,10018,10018030
487a,2007,01,新北市,中和區,M,0,5~9,1,65000,65000030
487a,2007,01,新北市,新店區,M,0,40~44,1,65000,65000060
487a,2007,01,新北市,新莊區,F,0,10~14,1,65000,65000050
487a,2007,01,桃園市,中壢區,F,0,10~14,1,68000,68000020
487a,2007,01,桃園市,中壢區,M,0,3,1,68000,68000020
487a,2007,01,桃園市,桃園區,F,0,10~14,1,68000,68000010
487a,2007,02,雲林縣,口湖鄉,F,1,50~54,1,10009,10009190
487a,2007,02,高雄市,鳳山區,M,0,70+,1,64000,64000120
487a,2007,02,台南市,將軍區,F,0,30~34,1,67000,67000160
487a,2007,04,台北市,松山區,M,0,30~34,1,63000,63000010
487a,2007,05,屏東縣,高樹鄉,F,0,65~69,1,10013,10013110
487a,2007,06,台北市,北投區,F,0,70+,1,63000,63000120
487a,2007,06,台北市,南港區,M,0,40~44,1,63000,63000090
487a,2007,07,高雄市,鳳山區,F,0,70+,1,64000,64000120
487a,2007,07,新北市,淡水區,F,0,25~29,1,65000,65000100
487a,2007,08,新北市,淡水區,M,0,70+,1,65000,65000100
487a,2007,10,新北市,中和區,F,0,3,1,65000,65000030
487a,2007,10,桃園市,平鎮區,M,0,35~39,1,68000,68000100
487a,2007,11,新北市,永和區,F,0,5~9,1,65000,65000040
487a,2007,12,高雄市,小港區,M,0,25~29,1,64000,64000110
487a,2008,01,苗栗縣,竹南鎮,M,0,45~49,1,10005,10005040
487a,2008,01,苗栗縣,竹南鎮,F,0,70+,1,10005,10005040
487a,2008,01,台北市,信義區,M,0,70+,1,63000,63000020
487a,2008,01,新北市,泰山區,M,0,25~29,1,65000,65000160
487a,2008,01,新北市,鶯歌區,M,0,4,1,65000,65000080
487a,2008,01,台南市,北區,F,0,10~14,1,67000,67000340
487a,2008,02,高雄市,三民區,F,0,25~29,1,64000,64000050
487a,2008,02,高雄市,三民區,F,0,25~29,1,64000,64000051
487a,2008,02,高雄市,三民區,F,0,25~29,1,64000,64000052
487a,2008,02,新北市,板橋區,F,0,55~59,1,65000,65000010
487a,2008,02,台中市,清水區,F,0,20~24,1,66000,66000120
487a,2008,03,台北市,大同區,F,0,70+,1,63000,63000060
487a,2008,03,新北市,板橋區,F,0,5~9,1,65000,65000010
487a,2008,03,新北市,樹林區,F,0,70+,1,65000,65000070
487a,2008,03,桃園市,桃園區,F,0,50~54,1,68000,68000010
487a,2008,10,屏東縣,萬丹鄉,F,0,70+,1,10013,10013050
487a,2008,10,高雄市,楠梓區,M,0,5~9,1,64000,64000040
487a,2008,12,彰化縣,和美鎮,M,0,10~14,1,10007,10007030
487a,2008,12,屏東縣,屏東市,M,0,35~39,1,10013,10013010
487a,2008,12,屏東縣,屏東市,F,0,45~49,1,10013,10013010
487a,2008,12,屏東縣,屏東市,M,0,45~49,1,10013,10013010
487a,2008,12,高雄市,鼓山區,M,0,70+,1,64000,64000020
487a,2008,12,台南市,新營區,M,0,15~19,1,67000,67000010
487a,2008,12,桃園市,龜山區,M,0,35~39,1,68000,68000070
487a,2009,01,新竹縣,新豐鄉,F,0,3,1,10004,10004060
487a,2009,01,台北市,大安區,F,0,60~64,1,63000,63000030
487a,2009,01,高雄市,左營區,F,0,3,1,64000,64000030
487a,2009,01,新北市,三重區,F,0,25~29,1,65000,65000020
487a,2009,01,新北市,板橋區,F,0,25~29,1,65000,65000010
487a,2009,01,新北市,蘆洲區,F,0,65~69,1,65000,65000140
487a,2009,01,台南市,南區,F,0,10~14,1,67000,67000330
487a,2009,01,桃園市,中壢區,F,0,10~14,1,68000,68000020
487a,2009,01,桃園市,蘆竹區,M,0,10~14,1,68000,68000050
487a,2009,02,宜蘭縣,冬山鄉,M,0,5~9,1,10002,10002080
487a,2009,02,屏東縣,泰武鄉,F,0,70+,1,10013,10013290
487a,2009,02,屏東縣,竹田鄉,M,0,70+,1,10013,10013140
487a,2009,02,花蓮縣,富里鄉,M,0,50~54,1,10015,10015100
487a,2009,02,新北市,三重區,F,0,5~9,1,65000,65000020
487a,2009,02,新北市,八里區,M,0,45~49,1,65000,65000230
487a,2009,03,彰化縣,埔心鄉,M,0,5~9,1,10007,10007150
487a,2009,03,澎湖縣,馬公市,M,0,5~9,1,10016,10016010
487a,2009,03,高雄市,仁武區,F,0,70+,1,64000,64000170
487a,2009,03,高雄市,大社區,F,1,60~64,1,64000,64000160
487a,2009,07,新竹縣,芎林鄉,F,1,30~34,1,10004,10004070
487a,2009,07,新竹縣,芎林鄉,M,1,30~34,1,10004,10004070
487a,2009,07,苗栗縣,苗栗市,M,0,25~29,1,10005,10005010
487a,2009,07,彰化縣,和美鎮,M,0,5~9,2,10007,10007030
487a,2009,07,花蓮縣,吉安鄉,M,0,30~34,1,10015,10015050
487a,2009,07,花蓮縣,花蓮市,M,0,5~9,1,10015,10015010
487a,2009,07,台北市,內湖區,F,0,10~14,1,63000,63000100
487a,2009,07,台北市,內湖區,M,0,10~14,1,63000,63000100
487a,2009,07,台北市,南港區,M,0,3,1,63000,63000090
487a,2009,07,台北市,南港區,M,0,45~49,1,63000,63000090
487a,2009,07,台北市,萬華區,M,0,35~39,1,63000,63000070
487a,2009,07,台北市,萬華區,M,0,35~39,1,63000,63000071
487a,2009,07,台北市,萬華區,M,0,35~39,1,63000,63000072
487a,2009,07,高雄市,三民區,M,0,70+,1,64000,64000050
487a,2009,07,高雄市,三民區,M,0,70+,1,64000,64000051
487a,2009,07,高雄市,三民區,M,0,70+,1,64000,64000052
487a,2009,07,高雄市,大寮區,M,0,40~44,1,64000,64000140
487a,2009,07,高雄市,楠梓區,M,0,30~34,1,64000,64000040
487a,2009,07,高雄市,楠梓區,F,0,5~9,1,64000,64000040
487a,2009,07,新北市,三重區,F,0,20~24,1,65000,65000020
487a,2009,07,新北市,新店區,M,0,4,1,65000,65000060
487a,2009,07,新北市,板橋區,M,0,30~34,1,65000,65000010
487a,2009,07,新北市,板橋區,M,0,5~9,1,65000,65000010
487a,2009,07,台中市,北區,M,0,30~34,1,66000,66000050
487a,2009,08,宜蘭縣,五結鄉,M,0,2,1,10002,10002090
487a,2009,08,宜蘭縣,五結鄉,F,0,45~49,1,10002,10002090
487a,2009,08,宜蘭縣,南澳鄉,M,0,3,1,10002,10002120
487a,2009,08,新竹縣,新豐鄉,M,0,1,1,10004,10004060
487a,2009,08,新竹縣,竹北市,F,0,50~54,1,10004,10004010
487a,2009,08,新竹縣,竹北市,M,0,5~9,1,10004,10004010
487a,2009,08,苗栗縣,公館鄉,F,0,25~29,1,10005,10005090
487a,2009,08,苗栗縣,卓蘭鎮,F,0,50~54,1,10005,10005070
487a,2009,08,苗栗縣,大湖鄉,M,0,20~24,1,10005,10005080
487a,2009,08,苗栗縣,大湖鄉,F,0,35~39,1,10005,10005080
487a,2009,08,苗栗縣,苗栗市,F,0,10~14,1,10005,10005010
487a,2009,08,苗栗縣,苗栗市,M,0,10~14,1,10005,10005010
487a,2009,08,苗栗縣,苗栗市,M,0,3,1,10005,10005010
487a,2009,08,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
487a,2009,08,苗栗縣,造橋鄉,M,1,45~49,1,10005,10005150
487a,2009,08,苗栗縣,頭屋鄉,M,0,4,1,10005,10005120
487a,2009,08,彰化縣,二林鎮,M,0,20~24,1,10007,10007200
487a,2009,08,彰化縣,北斗鎮,M,0,5~9,1,10007,10007190
487a,2009,08,彰化縣,和美鎮,M,0,45~49,1,10007,10007030
487a,2009,08,彰化縣,和美鎮,F,0,5~9,1,10007,10007030
487a,2009,08,彰化縣,員林市,F,0,70+,1,10007,10007100
487a,2009,08,彰化縣,埔鹽鄉,F,0,20~24,1,10007,10007140
487a,2009,08,彰化縣,埤頭鄉,F,0,70+,1,10007,10007220
487a,2009,08,彰化縣,彰化市,F,0,25~29,1,10007,10007010
487a,2009,08,彰化縣,田尾鄉,M,0,5~9,1,10007,10007210
487a,2009,08,彰化縣,秀水鄉,F,0,50~54,1,10007,10007070
487a,2009,08,彰化縣,秀水鄉,F,0,5~9,1,10007,10007070
487a,2009,08,彰化縣,芳苑鄉,F,0,1,1,10007,10007230
487a,2009,08,彰化縣,鹿港鎮,F,0,5~9,1,10007,10007020
487a,2009,08,南投縣,中寮鄉,M,0,65~69,1,10008,10008080
487a,2009,08,南投縣,埔里鎮,M,0,50~54,1,10008,10008020
487a,2009,08,南投縣,草屯鎮,F,0,5~9,1,10008,10008030
487a,2009,08,雲林縣,台西鄉,M,0,3,1,10009,10009160
487a,2009,08,雲林縣,台西鄉,F,0,40~44,1,10009,10009160
487a,2009,08,雲林縣,四湖鄉,M,0,65~69,1,10009,10009180
487a,2009,08,雲林縣,斗六市,F,0,15~19,1,10009,10009010
487a,2009,08,雲林縣,斗六市,M,0,70+,1,10009,10009010
487a,2009,08,嘉義縣,大林鎮,M,0,25~29,1,10010,10010040
487a,2009,08,嘉義縣,朴子市,F,0,2,1,10010,10010020
487a,2009,08,嘉義縣,水上鄉,M,0,4,1,10010,10010120
487a,2009,08,屏東縣,三地門鄉,M,0,40~44,1,10013,10013260
487a,2009,08,屏東縣,內埔鄉,F,0,40~44,1,10013,10013130
487a,2009,08,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
487a,2009,08,屏東縣,屏東市,M,0,10~14,2,10013,10013010
487a,2009,08,屏東縣,屏東市,F,0,25~29,1,10013,10013010
487a,2009,08,屏東縣,屏東市,F,0,4,1,10013,10013010
487a,2009,08,屏東縣,屏東市,M,0,45~49,1,10013,10013010
487a,2009,08,屏東縣,屏東市,M,0,55~59,1,10013,10013010
487a,2009,08,屏東縣,屏東市,M,0,5~9,1,10013,10013010
487a,2009,08,屏東縣,恆春鎮,M,0,35~39,1,10013,10013040
487a,2009,08,屏東縣,新園鄉,M,0,65~69,1,10013,10013170
487a,2009,08,屏東縣,枋寮鄉,M,0,15~19,1,10013,10013160
487a,2009,08,屏東縣,林邊鄉,F,0,65~69,1,10013,10013190
487a,2009,08,台東縣,海端鄉,M,0,20~24,1,10014,10014120
487a,2009,08,花蓮縣,吉安鄉,M,0,55~59,2,10015,10015050
487a,2009,08,花蓮縣,吉安鄉,F,0,5~9,1,10015,10015050
487a,2009,08,花蓮縣,吉安鄉,F,0,70+,1,10015,10015050
487a,2009,08,花蓮縣,新城鄉,M,0,5~9,2,10015,10015040
487a,2009,08,花蓮縣,秀林鄉,M,0,15~19,2,10015,10015110
487a,2009,08,花蓮縣,花蓮市,F,0,40~44,1,10015,10015010
487a,2009,08,花蓮縣,花蓮市,F,0,5~9,1,10015,10015010
487a,2009,08,花蓮縣,花蓮市,F,0,65~69,1,10015,10015010
487a,2009,08,花蓮縣,萬榮鄉,M,0,1,1,10015,10015120
487a,2009,08,花蓮縣,萬榮鄉,F,0,70+,1,10015,10015120
487a,2009,08,花蓮縣,豐濱鄉,M,0,1,1,10015,10015080
487a,2009,08,花蓮縣,鳳林鎮,M,0,10~14,1,10015,10015020
487a,2009,08,花蓮縣,鳳林鎮,M,0,5~9,1,10015,10015020
487a,2009,08,基隆市,七堵區,F,0,30~34,1,10017,10017020
487a,2009,08,基隆市,七堵區,M,0,45~49,1,10017,10017020
487a,2009,08,基隆市,中山區,M,0,10~14,1,10017,10017050
487a,2009,08,基隆市,中山區,F,0,70+,1,10017,10017050
487a,2009,08,基隆市,中山區,M,0,70+,1,10017,10017050
487a,2009,08,基隆市,暖暖區,F,0,3,1,10017,10017030
487a,2009,08,新竹市,東區,M,0,15~19,1,10018,10018010
487a,2009,08,新竹市,東區,M,0,60~64,1,10018,10018010
487a,2009,08,嘉義市,東區,M,0,1,1,10020,10020010
487a,2009,08,嘉義市,東區,F,0,15~19,1,10020,10020010
487a,2009,08,嘉義市,東區,M,0,5~9,1,10020,10020010
487a,2009,08,嘉義市,西區,M,0,0,1,10020,10020020
487a,2009,08,台北市,中山區,F,0,4,1,63000,63000040
487a,2009,08,台北市,中山區,F,0,70+,1,63000,63000040
487a,2009,08,台北市,中山區,M,0,70+,1,63000,63000040
487a,2009,08,台北市,中正區,M,0,45~49,1,63000,63000050
487a,2009,08,台北市,中正區,M,0,5~9,2,63000,63000050
487a,2009,08,台北市,信義區,M,0,5~9,1,63000,63000020
487a,2009,08,台北市,內湖區,F,0,25~29,1,63000,63000100
487a,2009,08,台北市,內湖區,M,0,30~34,1,63000,63000100
487a,2009,08,台北市,內湖區,F,0,45~49,1,63000,63000100
487a,2009,08,台北市,北投區,F,0,35~39,1,63000,63000120
487a,2009,08,台北市,北投區,M,0,35~39,1,63000,63000120
487a,2009,08,台北市,北投區,M,0,55~59,1,63000,63000120
487a,2009,08,台北市,北投區,M,0,70+,1,63000,63000120
487a,2009,08,台北市,南港區,F,0,2,1,63000,63000090
487a,2009,08,台北市,南港區,F,0,3,1,63000,63000090
487a,2009,08,台北市,士林區,F,0,15~19,1,63000,63000110
487a,2009,08,台北市,士林區,M,0,15~19,1,63000,63000110
487a,2009,08,台北市,士林區,M,0,3,1,63000,63000110
487a,2009,08,台北市,士林區,F,0,45~49,1,63000,63000110
487a,2009,08,台北市,士林區,M,0,45~49,1,63000,63000110
487a,2009,08,台北市,士林區,M,0,5~9,1,63000,63000110
487a,2009,08,台北市,士林區,F,0,70+,1,63000,63000110
487a,2009,08,台北市,士林區,M,0,70+,1,63000,63000110
487a,2009,08,台北市,大同區,F,0,60~64,1,63000,63000060
487a,2009,08,台北市,大同區,M,0,60~64,2,63000,63000060
487a,2009,08,台北市,大同區,M,0,70+,1,63000,63000060
487a,2009,08,台北市,大安區,M,0,60~64,1,63000,63000030
487a,2009,08,台北市,大安區,F,0,70+,1,63000,63000030
487a,2009,08,台北市,大安區,M,0,70+,2,63000,63000030
487a,2009,08,台北市,文山區,M,0,4,1,63000,63000080
487a,2009,08,台北市,文山區,M,0,4,1,63000,63000081
487a,2009,08,台北市,文山區,M,0,4,1,63000,63000082
487a,2009,08,台北市,文山區,M,0,5~9,1,63000,63000080
487a,2009,08,台北市,文山區,M,0,5~9,1,63000,63000081
487a,2009,08,台北市,文山區,M,0,5~9,1,63000,63000082
487a,2009,08,台北市,文山區,F,0,65~69,1,63000,63000080
487a,2009,08,台北市,文山區,F,0,65~69,1,63000,63000081
487a,2009,08,台北市,文山區,F,0,65~69,1,63000,63000082
487a,2009,08,台北市,文山區,F,0,70+,1,63000,63000080
487a,2009,08,台北市,文山區,F,0,70+,1,63000,63000081
487a,2009,08,台北市,文山區,F,0,70+,1,63000,63000082
487a,2009,08,台北市,文山區,M,0,70+,3,63000,63000080
487a,2009,08,台北市,文山區,M,0,70+,3,63000,63000081
487a,2009,08,台北市,文山區,M,0,70+,3,63000,63000082
487a,2009,08,台北市,松山區,F,0,35~39,1,63000,63000010
487a,2009,08,台北市,松山區,F,0,4,1,63000,63000010
487a,2009,08,台北市,松山區,M,0,5~9,1,63000,63000010
487a,2009,08,台北市,松山區,M,0,70+,1,63000,63000010
487a,2009,08,台北市,萬華區,M,0,10~14,1,63000,63000070
487a,2009,08,台北市,萬華區,M,0,10~14,1,63000,63000071
487a,2009,08,台北市,萬華區,M,0,10~14,1,63000,63000072
487a,2009,08,台北市,萬華區,F,0,45~49,1,63000,63000070
487a,2009,08,台北市,萬華區,F,0,45~49,1,63000,63000071
487a,2009,08,台北市,萬華區,F,0,45~49,1,63000,63000072
487a,2009,08,台北市,萬華區,M,0,50~54,1,63000,63000070
487a,2009,08,台北市,萬華區,M,0,50~54,1,63000,63000071
487a,2009,08,台北市,萬華區,M,0,50~54,1,63000,63000072
487a,2009,08,台北市,萬華區,F,0,5~9,1,63000,63000070
487a,2009,08,台北市,萬華區,F,0,5~9,1,63000,63000071
487a,2009,08,台北市,萬華區,F,0,5~9,1,63000,63000072
487a,2009,08,台北市,萬華區,M,0,5~9,2,63000,63000070
487a,2009,08,台北市,萬華區,M,0,5~9,2,63000,63000071
487a,2009,08,台北市,萬華區,M,0,5~9,2,63000,63000072
487a,2009,08,台北市,萬華區,M,0,70+,1,63000,63000070
487a,2009,08,台北市,萬華區,M,0,70+,1,63000,63000071
487a,2009,08,台北市,萬華區,M,0,70+,1,63000,63000072
487a,2009,08,高雄市,三民區,F,0,5~9,1,64000,64000050
487a,2009,08,高雄市,三民區,F,0,5~9,1,64000,64000051
487a,2009,08,高雄市,三民區,F,0,5~9,1,64000,64000052
487a,2009,08,高雄市,仁武區,F,0,30~34,1,64000,64000170
487a,2009,08,高雄市,前鎮區,M,0,4,1,64000,64000090
487a,2009,08,高雄市,大寮區,M,0,1,1,64000,64000140
487a,2009,08,高雄市,小港區,F,0,5~9,1,64000,64000110
487a,2009,08,高雄市,小港區,M,0,5~9,1,64000,64000110
487a,2009,08,高雄市,左營區,M,0,35~39,1,64000,64000030
487a,2009,08,高雄市,桃源區,F,0,20~24,1,64000,64000370
487a,2009,08,高雄市,楠梓區,F,0,15~19,1,64000,64000040
487a,2009,08,高雄市,楠梓區,M,0,15~19,1,64000,64000040
487a,2009,08,高雄市,楠梓區,F,0,20~24,1,64000,64000040
487a,2009,08,高雄市,楠梓區,M,0,5~9,1,64000,64000040
487a,2009,08,高雄市,燕巢區,M,0,35~39,1,64000,64000210
487a,2009,08,高雄市,鳳山區,M,0,10~14,1,64000,64000120
487a,2009,08,高雄市,鳳山區,F,0,25~29,1,64000,64000120
487a,2009,08,高雄市,鹽埕區,M,0,3,1,64000,64000010
487a,2009,08,高雄市,鼓山區,M,0,70+,1,64000,64000020
487a,2009,08,新北市,三峽區,F,0,1,1,65000,65000090
487a,2009,08,新北市,三峽區,F,0,5~9,1,65000,65000090
487a,2009,08,新北市,三峽區,M,0,70+,1,65000,65000090
487a,2009,08,新北市,三芝區,F,0,50~54,2,65000,65000210
487a,2009,08,新北市,三重區,F,0,20~24,1,65000,65000020
487a,2009,08,新北市,三重區,M,0,40~44,1,65000,65000020
487a,2009,08,新北市,三重區,F,0,50~54,1,65000,65000020
487a,2009,08,新北市,三重區,M,0,5~9,1,65000,65000020
487a,2009,08,新北市,三重區,M,0,60~64,1,65000,65000020
487a,2009,08,新北市,三重區,F,0,65~69,1,65000,65000020
487a,2009,08,新北市,三重區,F,0,70+,1,65000,65000020
487a,2009,08,新北市,三重區,M,0,70+,3,65000,65000020
487a,2009,08,新北市,中和區,F,0,2,1,65000,65000030
487a,2009,08,新北市,中和區,M,0,30~34,1,65000,65000030
487a,2009,08,新北市,中和區,M,0,45~49,1,65000,65000030
487a,2009,08,新北市,中和區,M,0,5~9,1,65000,65000030
487a,2009,08,新北市,中和區,M,0,60~64,1,65000,65000030
487a,2009,08,新北市,五股區,F,0,55~59,1,65000,65000150
487a,2009,08,新北市,五股區,M,0,5~9,1,65000,65000150
487a,2009,08,新北市,土城區,F,0,4,1,65000,65000130
487a,2009,08,新北市,土城區,M,0,5~9,1,65000,65000130
487a,2009,08,新北市,土城區,F,0,70+,1,65000,65000130
487a,2009,08,新北市,新店區,F,0,0,1,65000,65000060
487a,2009,08,新北市,新店區,F,0,40~44,1,65000,65000060
487a,2009,08,新北市,新店區,M,0,5~9,1,65000,65000060
487a,2009,08,新北市,新莊區,M,0,1,1,65000,65000050
487a,2009,08,新北市,新莊區,F,0,10~14,1,65000,65000050
487a,2009,08,新北市,新莊區,M,0,20~24,1,65000,65000050
487a,2009,08,新北市,新莊區,F,0,25~29,1,65000,65000050
487a,2009,08,新北市,新莊區,M,0,30~34,1,65000,65000050
487a,2009,08,新北市,新莊區,F,0,55~59,1,65000,65000050
487a,2009,08,新北市,板橋區,M,0,10~14,1,65000,65000010
487a,2009,08,新北市,板橋區,F,0,45~49,1,65000,65000010
487a,2009,08,新北市,板橋區,M,0,55~59,1,65000,65000010
487a,2009,08,新北市,板橋區,F,0,5~9,1,65000,65000010
487a,2009,08,新北市,板橋區,M,0,5~9,1,65000,65000010
487a,2009,08,新北市,板橋區,M,0,65~69,1,65000,65000010
487a,2009,08,新北市,板橋區,M,0,70+,4,65000,65000010
487a,2009,08,新北市,林口區,M,0,70+,1,65000,65000170
487a,2009,08,新北市,樹林區,M,0,40~44,1,65000,65000070
487a,2009,08,新北市,樹林區,F,0,50~54,1,65000,65000070
487a,2009,08,新北市,樹林區,F,0,55~59,1,65000,65000070
487a,2009,08,新北市,樹林區,F,0,70+,1,65000,65000070
487a,2009,08,新北市,永和區,F,0,10~14,1,65000,65000040
487a,2009,08,新北市,永和區,M,0,40~44,1,65000,65000040
487a,2009,08,新北市,汐止區,F,0,20~24,1,65000,65000110
487a,2009,08,新北市,汐止區,M,0,25~29,2,65000,65000110
487a,2009,08,新北市,汐止區,M,0,35~39,1,65000,65000110
