確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
0812,2003,06,新北市,新店區,M,0,30~34,1,65000,65000060
0812,2003,06,新北市,新莊區,F,0,45~49,1,65000,65000050
0812,2003,06,台南市,關廟區,M,0,70+,1,67000,67000290
0812,2003,07,連江縣,北竿鄉,M,0,15~19,1,09007,09007020
0812,2003,07,連江縣,北竿鄉,M,0,20~24,13,09007,09007020
0812,2003,07,連江縣,北竿鄉,M,0,25~29,1,09007,09007020
0812,2003,07,連江縣,南竿鄉,M,0,15~19,1,09007,09007010
0812,2003,07,連江縣,南竿鄉,M,0,20~24,6,09007,09007010
0812,2003,07,連江縣,南竿鄉,M,1,20~24,1,09007,09007010
0812,2003,07,金門縣,金寧鄉,M,0,20~24,1,09020,09020040
0812,2003,07,金門縣,金寧鄉,F,0,5~9,1,09020,09020040
0812,2003,07,金門縣,金沙鎮,M,0,20~24,1,09020,09020020
0812,2003,07,金門縣,金沙鎮,M,0,30~34,1,09020,09020020
0812,2003,07,金門縣,金湖鎮,M,0,20~24,3,09020,09020030
0812,2003,07,金門縣,金湖鎮,F,0,45~49,2,09020,09020030
0812,2003,07,金門縣,金湖鎮,M,0,70+,1,09020,09020030
0812,2003,07,彰化縣,二林鎮,M,0,20~24,1,10007,10007200
0812,2003,07,彰化縣,永靖鄉,M,0,20~24,1,10007,10007160
0812,2003,07,彰化縣,鹿港鎮,M,0,15~19,1,10007,10007020
0812,2003,07,南投縣,信義鄉,M,0,15~19,1,10008,10008120
0812,2003,07,南投縣,信義鄉,F,0,45~49,1,10008,10008120
0812,2003,07,南投縣,埔里鎮,F,0,20~24,2,10008,10008020
0812,2003,07,南投縣,埔里鎮,M,0,40~44,1,10008,10008020
0812,2003,07,屏東縣,枋寮鄉,M,0,60~64,1,10013,10013160
0812,2003,07,台東縣,蘭嶼鄉,M,0,2,1,10014,10014160
0812,2003,07,花蓮縣,光復鄉,M,0,60~64,1,10015,10015070
0812,2003,07,花蓮縣,吉安鄉,F,0,60~64,1,10015,10015050
0812,2003,07,花蓮縣,富里鄉,M,0,5~9,1,10015,10015100
0812,2003,07,花蓮縣,玉里鎮,F,0,55~59,1,10015,10015030
0812,2003,07,花蓮縣,玉里鎮,M,0,5~9,1,10015,10015030
0812,2003,07,花蓮縣,花蓮市,F,0,25~29,1,10015,10015010
0812,2003,07,花蓮縣,花蓮市,F,0,55~59,1,10015,10015010
0812,2003,07,花蓮縣,花蓮市,F,0,65~69,1,10015,10015010
0812,2003,07,花蓮縣,豐濱鄉,F,0,55~59,1,10015,10015080
0812,2003,07,澎湖縣,西嶼鄉,F,0,10~14,1,10016,10016040
0812,2003,07,基隆市,中正區,M,0,20~24,1,10017,10017010
0812,2003,07,台北市,信義區,M,0,50~54,1,63000,63000020
0812,2003,07,台北市,南港區,M,0,20~24,1,63000,63000090
0812,2003,07,台北市,松山區,M,0,35~39,1,63000,63000010
0812,2003,07,高雄市,三民區,M,0,50~54,1,64000,64000050
0812,2003,07,高雄市,三民區,M,0,50~54,1,64000,64000051
0812,2003,07,高雄市,三民區,M,0,50~54,1,64000,64000052
0812,2003,07,高雄市,其他,M,0,15~19,1,64000,64000999
0812,2003,07,高雄市,鳳山區,M,0,60~64,1,64000,64000120
0812,2003,07,新北市,新店區,M,0,20~24,1,65000,65000060
0812,2003,07,新北市,新莊區,M,0,20~24,1,65000,65000050
0812,2003,07,新北市,泰山區,M,0,20~24,1,65000,65000160
0812,2003,07,台中市,太平區,M,0,50~54,1,66000,66000270
0812,2003,07,台中市,太平區,M,0,65~69,1,66000,66000270
0812,2003,07,台中市,龍井區,F,0,20~24,1,66000,66000250
0812,2003,07,台南市,關廟區,M,0,20~24,1,67000,67000290
0812,2003,07,桃園市,大溪區,M,0,45~49,1,68000,68000030
0812,2003,07,桃園市,楊梅區,M,0,20~24,1,68000,68000040
0812,2003,07,桃園市,龍潭區,F,0,30~34,1,68000,68000090
0812,2003,08,連江縣,北竿鄉,F,0,25~29,1,09007,09007020
0812,2003,08,連江縣,南竿鄉,M,0,15~19,1,09007,09007010
0812,2003,08,苗栗縣,泰安鄉,M,0,35~39,1,10005,10005180
0812,2003,08,苗栗縣,頭份市,M,0,45~49,1,10005,10005050
0812,2003,08,彰化縣,員林市,M,0,35~39,1,10007,10007100
0812,2003,08,南投縣,仁愛鄉,M,0,15~19,1,10008,10008130
0812,2003,08,南投縣,仁愛鄉,M,0,20~24,1,10008,10008130
0812,2003,08,南投縣,仁愛鄉,M,0,70+,1,10008,10008130
0812,2003,08,南投縣,信義鄉,M,0,15~19,1,10008,10008120
0812,2003,08,南投縣,南投市,M,0,50~54,1,10008,10008010
0812,2003,08,南投縣,埔里鎮,M,0,50~54,1,10008,10008020
0812,2003,08,屏東縣,泰武鄉,M,0,50~54,1,10013,10013290
0812,2003,08,台東縣,成功鎮,M,0,45~49,1,10014,10014020
0812,2003,08,澎湖縣,湖西鄉,M,0,20~24,1,10016,10016020
0812,2003,08,澎湖縣,馬公市,F,0,55~59,1,10016,10016010
0812,2003,08,嘉義市,西區,M,0,10~14,1,10020,10020020
0812,2003,08,高雄市,大寮區,M,0,30~34,1,64000,64000140
0812,2003,08,高雄市,鼓山區,M,0,45~49,1,64000,64000020
0812,2003,08,新北市,三重區,F,0,35~39,1,65000,65000020
0812,2003,08,新北市,中和區,M,0,20~24,1,65000,65000030
0812,2003,08,台中市,東區,F,0,40~44,1,66000,66000020
0812,2003,08,台中市,西區,F,0,40~44,1,66000,66000040
0812,2003,08,桃園市,桃園區,M,0,25~29,1,68000,68000010
0812,2003,08,桃園市,桃園區,F,0,35~39,1,68000,68000010
0812,2003,09,金門縣,金湖鎮,M,0,20~24,1,09020,09020030
0812,2003,09,彰化縣,大村鄉,M,0,20~24,1,10007,10007130
0812,2003,09,南投縣,信義鄉,M,0,35~39,1,10008,10008120
0812,2003,09,南投縣,信義鄉,M,0,60~64,1,10008,10008120
0812,2003,09,南投縣,南投市,M,0,20~24,1,10008,10008010
0812,2003,09,南投縣,埔里鎮,F,0,35~39,1,10008,10008020
0812,2003,09,南投縣,埔里鎮,M,0,40~44,1,10008,10008020
0812,2003,09,雲林縣,古坑鄉,F,0,65~69,1,10009,10009070
0812,2003,09,雲林縣,斗六市,M,0,65~69,1,10009,10009010
0812,2003,09,嘉義縣,竹崎鄉,F,0,55~59,1,10010,10010140
0812,2003,09,屏東縣,恆春鎮,F,0,70+,1,10013,10013040
0812,2003,09,屏東縣,瑪家鄉,M,0,30~34,1,10013,10013280
0812,2003,09,屏東縣,長治鄉,M,0,20~24,1,10013,10013060
0812,2003,09,台東縣,卑南鄉,M,0,35~39,1,10014,10014040
0812,2003,09,台東縣,太麻里鄉,M,0,55~59,1,10014,10014090
0812,2003,09,花蓮縣,光復鄉,M,0,35~39,1,10015,10015070
0812,2003,09,花蓮縣,玉里鎮,M,0,30~34,1,10015,10015030
0812,2003,09,花蓮縣,花蓮市,F,0,65~69,1,10015,10015010
0812,2003,09,花蓮縣,鳳林鎮,F,0,35~39,1,10015,10015020
0812,2003,09,花蓮縣,鳳林鎮,F,0,60~64,1,10015,10015020
0812,2003,09,澎湖縣,白沙鄉,M,0,60~64,1,10016,10016030
0812,2003,09,高雄市,左營區,F,0,50~54,1,64000,64000030
0812,2003,09,高雄市,鼓山區,M,0,5~9,1,64000,64000020
0812,2003,09,新北市,板橋區,F,0,55~59,1,65000,65000010
0812,2003,09,台南市,六甲區,M,0,40~44,1,67000,67000090
0812,2003,09,台南市,南化區,F,0,35~39,2,67000,67000250
0812,2003,09,桃園市,復興區,M,0,45~49,1,68000,68000130
0812,2003,10,金門縣,金沙鎮,M,0,20~24,1,09020,09020020
0812,2003,10,金門縣,金湖鎮,M,0,20~24,1,09020,09020030
0812,2003,10,金門縣,金湖鎮,M,0,55~59,1,09020,09020030
0812,2003,10,南投縣,仁愛鄉,M,0,35~39,1,10008,10008130
0812,2003,10,南投縣,仁愛鄉,M,0,50~54,1,10008,10008130
0812,2003,10,南投縣,鹿谷鄉,F,0,55~59,1,10008,10008070
0812,2003,10,屏東縣,新埤鄉,M,0,30~34,1,10013,10013150
0812,2003,10,屏東縣,枋寮鄉,M,0,55~59,1,10013,10013160
0812,2003,10,屏東縣,泰武鄉,M,0,35~39,1,10013,10013290
0812,2003,10,台東縣,卑南鄉,M,0,35~39,1,10014,10014040
0812,2003,10,台東縣,成功鎮,M,0,35~39,1,10014,10014020
0812,2003,10,台東縣,達仁鄉,F,0,50~54,1,10014,10014150
0812,2003,10,台東縣,關山鎮,M,0,35~39,1,10014,10014030
0812,2003,10,花蓮縣,光復鄉,F,0,55~59,1,10015,10015070
0812,2003,10,花蓮縣,光復鄉,F,0,65~69,1,10015,10015070
0812,2003,10,花蓮縣,卓溪鄉,M,0,35~39,1,10015,10015130
0812,2003,10,花蓮縣,吉安鄉,M,0,45~49,1,10015,10015050
0812,2003,10,花蓮縣,壽豐鄉,M,0,40~44,1,10015,10015060
0812,2003,10,花蓮縣,富里鄉,M,0,25~29,1,10015,10015100
0812,2003,10,花蓮縣,富里鄉,F,0,70+,1,10015,10015100
0812,2003,10,花蓮縣,玉里鎮,F,0,35~39,1,10015,10015030
0812,2003,10,花蓮縣,玉里鎮,F,0,45~49,1,10015,10015030
0812,2003,10,花蓮縣,玉里鎮,M,0,5~9,1,10015,10015030
0812,2003,10,花蓮縣,秀林鄉,M,0,35~39,1,10015,10015110
0812,2003,10,花蓮縣,花蓮市,M,0,45~49,1,10015,10015010
0812,2003,10,高雄市,三民區,F,0,35~39,1,64000,64000050
0812,2003,10,高雄市,三民區,F,0,35~39,1,64000,64000051
0812,2003,10,高雄市,三民區,F,0,35~39,1,64000,64000052
0812,2003,10,高雄市,前金區,F,0,55~59,1,64000,64000070
0812,2003,10,高雄市,前鎮區,M,0,25~29,1,64000,64000090
0812,2003,10,高雄市,大寮區,M,0,35~39,1,64000,64000140
0812,2003,10,高雄市,新興區,F,0,40~44,1,64000,64000060
0812,2003,10,高雄市,楠梓區,M,0,5~9,1,64000,64000040
0812,2003,10,高雄市,茂林區,F,0,40~44,1,64000,64000360
0812,2003,10,高雄市,鼓山區,M,0,45~49,1,64000,64000020
0812,2003,10,台中市,南區,F,0,20~24,1,66000,66000030
0812,2003,10,台中市,西屯區,F,0,20~24,1,66000,66000060
0812,2003,10,台南市,大內區,F,0,60~64,1,67000,67000110
0812,2003,10,桃園市,中壢區,F,1,20~24,1,68000,68000020
0812,2003,11,新竹縣,五峰鄉,M,0,50~54,1,10004,10004130
0812,2003,11,苗栗縣,泰安鄉,F,0,40~44,1,10005,10005180
0812,2003,11,南投縣,中寮鄉,M,0,45~49,1,10008,10008080
0812,2003,11,南投縣,仁愛鄉,F,0,30~34,1,10008,10008130
0812,2003,11,南投縣,仁愛鄉,M,0,30~34,1,10008,10008130
0812,2003,11,南投縣,埔里鎮,F,0,60~64,1,10008,10008020
0812,2003,11,屏東縣,來義鄉,M,0,60~64,1,10013,10013300
0812,2003,11,台東縣,太麻里鄉,M,0,55~59,1,10014,10014090
0812,2003,11,台東縣,成功鎮,M,0,50~54,1,10014,10014020
0812,2003,11,花蓮縣,光復鄉,F,0,45~49,1,10015,10015070
0812,2003,11,花蓮縣,光復鄉,M,0,45~49,1,10015,10015070
0812,2003,11,花蓮縣,壽豐鄉,M,0,50~54,1,10015,10015060
0812,2003,11,花蓮縣,壽豐鄉,F,0,70+,1,10015,10015060
0812,2003,11,花蓮縣,富里鄉,M,0,35~39,1,10015,10015100
0812,2003,11,花蓮縣,玉里鎮,F,0,45~49,1,10015,10015030
0812,2003,11,花蓮縣,玉里鎮,F,0,65~69,1,10015,10015030
0812,2003,11,花蓮縣,玉里鎮,F,0,70+,1,10015,10015030
0812,2003,11,花蓮縣,玉里鎮,M,0,70+,1,10015,10015030
0812,2003,11,花蓮縣,花蓮市,F,0,60~64,1,10015,10015010
0812,2003,11,花蓮縣,萬榮鄉,F,0,25~29,1,10015,10015120
0812,2003,11,花蓮縣,豐濱鄉,F,0,60~64,1,10015,10015080
0812,2003,11,台北市,文山區,M,0,50~54,1,63000,63000080
0812,2003,11,台北市,文山區,M,0,50~54,1,63000,63000081
0812,2003,11,台北市,文山區,M,0,50~54,1,63000,63000082
0812,2003,11,高雄市,三民區,M,0,40~44,1,64000,64000050
0812,2003,11,高雄市,三民區,M,0,40~44,1,64000,64000051
0812,2003,11,高雄市,三民區,M,0,40~44,1,64000,64000052
0812,2003,11,高雄市,左營區,F,0,45~49,1,64000,64000030
0812,2003,11,高雄市,梓官區,M,0,25~29,1,64000,64000290
0812,2003,11,台南市,楠西區,M,0,50~54,1,67000,67000240
0812,2003,12,南投縣,仁愛鄉,M,0,60~64,1,10008,10008130
0812,2003,12,南投縣,埔里鎮,M,0,30~34,1,10008,10008020
0812,2003,12,屏東縣,屏東市,F,0,45~49,1,10013,10013010
0812,2003,12,屏東縣,瑪家鄉,M,0,55~59,1,10013,10013280
0812,2003,12,花蓮縣,光復鄉,M,0,40~44,1,10015,10015070
0812,2003,12,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
0812,2003,12,花蓮縣,玉里鎮,F,0,30~34,1,10015,10015030
0812,2003,12,花蓮縣,玉里鎮,M,0,40~44,1,10015,10015030
0812,2003,12,台北市,士林區,F,0,50~54,1,63000,63000110
0812,2003,12,台北市,文山區,F,0,45~49,1,63000,63000080
0812,2003,12,台北市,文山區,F,0,45~49,1,63000,63000081
0812,2003,12,台北市,文山區,F,0,45~49,1,63000,63000082
0812,2003,12,台中市,大里區,M,0,60~64,1,66000,66000280
0812,2003,12,台中市,潭子區,M,0,40~44,1,66000,66000170
0812,2003,12,台中市,西屯區,F,0,50~54,1,66000,66000060
0812,2004,01,宜蘭縣,冬山鄉,M,0,30~34,1,10002,10002080
0812,2004,01,宜蘭縣,員山鄉,M,0,60~64,1,10002,10002070
0812,2004,01,宜蘭縣,蘇澳鎮,M,0,25~29,1,10002,10002030
0812,2004,01,屏東縣,屏東市,M,0,30~34,1,10013,10013010
0812,2004,01,台東縣,卑南鄉,M,0,40~44,1,10014,10014040
0812,2004,01,花蓮縣,光復鄉,M,0,40~44,1,10015,10015070
0812,2004,01,花蓮縣,瑞穗鄉,F,0,65~69,1,10015,10015090
0812,2004,01,花蓮縣,花蓮市,F,0,45~49,1,10015,10015010
0812,2004,01,高雄市,林園區,M,1,20~24,1,64000,64000130
0812,2004,01,新北市,新莊區,F,0,40~44,1,65000,65000050
0812,2004,01,新北市,新莊區,M,0,45~49,1,65000,65000050
0812,2004,01,新北市,板橋區,M,0,65~69,1,65000,65000010
0812,2004,01,新北市,永和區,M,0,50~54,1,65000,65000040
0812,2004,02,台東縣,長濱鄉,F,0,65~69,1,10014,10014080
0812,2004,02,台東縣,關山鎮,M,0,45~49,1,10014,10014030
0812,2004,02,新北市,新莊區,F,0,45~49,1,65000,65000050
0812,2004,02,台中市,北區,M,0,50~54,1,66000,66000050
0812,2004,02,台南市,安南區,M,0,55~59,1,67000,67000350
0812,2004,02,桃園市,中壢區,F,1,20~24,1,68000,68000020
0812,2004,03,花蓮縣,吉安鄉,F,0,70+,1,10015,10015050
0812,2004,03,桃園市,楊梅區,M,0,45~49,1,68000,68000040
0812,2004,04,彰化縣,溪湖鎮,M,0,45~49,1,10007,10007110
0812,2004,04,台東縣,台東市,F,0,45~49,1,10014,10014010
0812,2004,04,台東縣,太麻里鄉,F,0,70+,1,10014,10014090
0812,2004,04,台東縣,延平鄉,M,0,4,1,10014,10014130
0812,2004,04,台東縣,蘭嶼鄉,F,0,40~44,1,10014,10014160
0812,2004,04,台東縣,金峰鄉,M,0,15~19,1,10014,10014140
0812,2004,04,花蓮縣,吉安鄉,M,0,35~39,1,10015,10015050
0812,2004,04,花蓮縣,瑞穗鄉,M,0,40~44,1,10015,10015090
0812,2004,04,花蓮縣,瑞穗鄉,M,0,70+,1,10015,10015090
0812,2004,04,花蓮縣,花蓮市,F,0,25~29,1,10015,10015010
0812,2004,04,高雄市,楠梓區,M,0,25~29,1,64000,64000040
0812,2004,05,金門縣,金城鎮,M,0,5~9,1,09020,09020010
0812,2004,05,金門縣,金城鎮,M,0,60~64,1,09020,09020010
0812,2004,05,金門縣,金寧鄉,M,0,60~64,1,09020,09020040
0812,2004,05,金門縣,金湖鎮,M,0,20~24,1,09020,09020030
0812,2004,05,彰化縣,二林鎮,M,0,20~24,1,10007,10007200
0812,2004,05,南投縣,國姓鄉,M,0,25~29,1,10008,10008100
0812,2004,05,南投縣,埔里鎮,F,0,35~39,1,10008,10008020
0812,2004,05,南投縣,埔里鎮,M,0,70+,1,10008,10008020
0812,2004,05,嘉義縣,竹崎鄉,M,0,20~24,1,10010,10010140
0812,2004,05,屏東縣,新園鄉,F,0,40~44,1,10013,10013170
0812,2004,05,屏東縣,新園鄉,M,0,45~49,1,10013,10013170
0812,2004,05,台東縣,大武鄉,M,0,1,1,10014,10014100
0812,2004,05,台東縣,大武鄉,M,0,45~49,1,10014,10014100
0812,2004,05,台東縣,太麻里鄉,M,0,65~69,1,10014,10014090
0812,2004,05,台東縣,蘭嶼鄉,F,0,1,1,10014,10014160
0812,2004,05,台東縣,蘭嶼鄉,M,0,4,1,10014,10014160
0812,2004,05,台東縣,達仁鄉,M,0,35~39,1,10014,10014150
0812,2004,05,台東縣,鹿野鄉,M,0,3,1,10014,10014050
0812,2004,05,花蓮縣,光復鄉,M,0,65~69,1,10015,10015070
0812,2004,05,花蓮縣,卓溪鄉,F,0,50~54,1,10015,10015130
0812,2004,05,花蓮縣,吉安鄉,M,0,35~39,1,10015,10015050
0812,2004,05,花蓮縣,玉里鎮,F,0,25~29,1,10015,10015030
0812,2004,05,花蓮縣,玉里鎮,F,0,45~49,1,10015,10015030
0812,2004,05,花蓮縣,玉里鎮,M,0,65~69,1,10015,10015030
0812,2004,05,花蓮縣,瑞穗鄉,M,0,60~64,1,10015,10015090
0812,2004,05,花蓮縣,秀林鄉,M,0,40~44,1,10015,10015110
0812,2004,05,花蓮縣,萬榮鄉,M,0,55~59,1,10015,10015120
0812,2004,05,新北市,新店區,F,0,10~14,1,65000,65000060
0812,2004,05,新北市,板橋區,M,0,60~64,1,65000,65000010
0812,2004,05,台中市,梧棲區,F,0,30~34,1,66000,66000140
0812,2004,05,台中市,豐原區,F,0,25~29,1,66000,66000090
0812,2004,06,連江縣,北竿鄉,M,0,15~19,1,09007,09007020
0812,2004,06,金門縣,金城鎮,M,0,20~24,1,09020,09020010
0812,2004,06,金門縣,金寧鄉,F,0,50~54,1,09020,09020040
0812,2004,06,金門縣,金湖鎮,M,0,20~24,8,09020,09020030
0812,2004,06,金門縣,金湖鎮,M,0,60~64,1,09020,09020030
0812,2004,06,金門縣,金湖鎮,M,0,70+,1,09020,09020030
0812,2004,06,宜蘭縣,三星鄉,F,0,50~54,1,10002,10002100
0812,2004,06,苗栗縣,泰安鄉,F,0,45~49,1,10005,10005180
0812,2004,06,彰化縣,花壇鄉,F,0,70+,1,10007,10007080
0812,2004,06,南投縣,仁愛鄉,M,0,40~44,1,10008,10008130
0812,2004,06,南投縣,信義鄉,F,0,25~29,1,10008,10008120
0812,2004,06,南投縣,信義鄉,M,0,25~29,1,10008,10008120
0812,2004,06,南投縣,信義鄉,F,0,40~44,1,10008,10008120
0812,2004,06,南投縣,埔里鎮,M,0,55~59,1,10008,10008020
0812,2004,06,南投縣,竹山鎮,M,0,45~49,1,10008,10008040
0812,2004,06,雲林縣,古坑鄉,F,0,45~49,1,10009,10009070
0812,2004,06,嘉義縣,新港鄉,F,0,55~59,1,10010,10010070
0812,2004,06,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
0812,2004,06,屏東縣,來義鄉,M,0,50~54,1,10013,10013300
0812,2004,06,台東縣,卑南鄉,M,0,35~39,1,10014,10014040
0812,2004,06,台東縣,台東市,M,0,55~59,1,10014,10014010
0812,2004,06,台東縣,池上鄉,F,0,1,1,10014,10014060
0812,2004,06,台東縣,綠島鄉,F,0,45~49,1,10014,10014110
0812,2004,06,花蓮縣,卓溪鄉,F,0,45~49,1,10015,10015130
0812,2004,06,花蓮縣,吉安鄉,M,0,0,1,10015,10015050
0812,2004,06,花蓮縣,吉安鄉,F,0,65~69,1,10015,10015050
0812,2004,06,花蓮縣,壽豐鄉,F,0,25~29,1,10015,10015060
0812,2004,06,花蓮縣,新城鄉,M,0,60~64,1,10015,10015040
0812,2004,06,花蓮縣,新城鄉,M,0,65~69,1,10015,10015040
0812,2004,06,花蓮縣,玉里鎮,M,0,65~69,1,10015,10015030
0812,2004,06,花蓮縣,鳳林鎮,M,0,60~64,1,10015,10015020
0812,2004,06,澎湖縣,馬公市,M,0,20~24,1,10016,10016010
0812,2004,06,高雄市,三民區,F,0,45~49,1,64000,64000050
0812,2004,06,高雄市,三民區,F,0,45~49,1,64000,64000051
0812,2004,06,高雄市,三民區,F,0,45~49,1,64000,64000052
0812,2004,06,高雄市,小港區,M,0,55~59,1,64000,64000110
0812,2004,06,高雄市,岡山區,F,0,30~34,1,64000,64000190
0812,2004,06,高雄市,旗山區,F,0,55~59,1,64000,64000300
0812,2004,06,高雄市,桃源區,M,0,20~24,1,64000,64000370
0812,2004,06,高雄市,楠梓區,M,0,40~44,1,64000,64000040
