年,週,年齡別,縣市,腸病毒急診就診人次
2019,28,4-6,台中市,12
2019,28,4-6,台南市,12
2019,28,4-6,台東縣,3
2019,28,4-6,雲林縣,2
2019,28,4-6,基隆市,3
2019,28,7-15,嘉義市,5
2019,28,7-15,嘉義縣,1
2019,28,7-15,桃園市,11
2019,28,7-15,屏東縣,1
2019,28,7-15,南投縣,1
2019,28,7-15,彰化縣,3
2019,28,7-15,宜蘭縣,2
2019,28,7-15,新北市,5
2019,28,7-15,新竹市,2
2019,28,7-15,苗栗縣,3
2019,28,7-15,高雄市,8
2019,28,7-15,台北市,10
2019,28,7-15,台中市,5
2019,28,7-15,台南市,11
2019,28,7-15,雲林縣,1
2019,28,7-15,基隆市,1
2019,29,0,嘉義市,6
2019,29,0,嘉義縣,2
2019,29,0,連江縣,1
2019,29,0,桃園市,16
2019,29,0,屏東縣,1
2019,29,0,南投縣,2
2019,29,0,彰化縣,4
2019,29,0,新北市,6
2019,29,0,新竹市,12
2019,29,0,花蓮縣,3
2019,29,0,金門縣,2
2019,29,0,苗栗縣,1
2019,29,0,高雄市,16
2019,29,0,台北市,21
2019,29,0,台中市,11
2019,29,0,台南市,12
2019,29,0,台東縣,4
2019,29,0,雲林縣,4
2019,29,0,基隆市,1
2019,29,1-3,嘉義市,19
2019,29,1-3,嘉義縣,13
2019,29,1-3,桃園市,57
2019,29,1-3,屏東縣,15
2019,29,1-3,南投縣,15
2019,29,1-3,彰化縣,40
2019,29,1-3,澎湖縣,2
2019,29,1-3,宜蘭縣,11
2019,29,1-3,新北市,36
2019,29,1-3,新竹市,21
2019,29,1-3,新竹縣,4
2019,29,1-3,花蓮縣,9
2019,29,1-3,苗栗縣,5
2019,29,1-3,高雄市,57
2019,29,1-3,台北市,48
2019,29,1-3,台中市,72
2019,29,1-3,台南市,56
2019,29,1-3,台東縣,3
2019,29,1-3,雲林縣,10
2019,29,1-3,基隆市,6
2019,29,16+,桃園市,1
2019,29,16+,屏東縣,3
2019,29,16+,彰化縣,2
2019,29,16+,宜蘭縣,2
2019,29,16+,新北市,5
2019,29,16+,花蓮縣,1
2019,29,16+,金門縣,1
2019,29,16+,高雄市,3
2019,29,16+,台北市,19
2019,29,16+,台中市,1
2019,29,16+,台南市,5
2019,29,4-6,嘉義市,13
2019,29,4-6,嘉義縣,5
2019,29,4-6,桃園市,20
2019,29,4-6,屏東縣,4
2019,29,4-6,南投縣,8
2019,29,4-6,彰化縣,10
2019,29,4-6,宜蘭縣,4
2019,29,4-6,新北市,10
2019,29,4-6,新竹市,3
2019,29,4-6,新竹縣,1
2019,29,4-6,花蓮縣,1
2019,29,4-6,苗栗縣,1
2019,29,4-6,高雄市,18
2019,29,4-6,台北市,22
2019,29,4-6,台中市,30
2019,29,4-6,台南市,22
2019,29,4-6,台東縣,3
2019,29,4-6,雲林縣,3
2019,29,4-6,基隆市,2
2019,29,7-15,嘉義市,9
2019,29,7-15,嘉義縣,2
2019,29,7-15,桃園市,5
2019,29,7-15,屏東縣,4
2019,29,7-15,南投縣,2
2019,29,7-15,彰化縣,3
2019,29,7-15,澎湖縣,4
2019,29,7-15,宜蘭縣,5
2019,29,7-15,新北市,4
2019,29,7-15,新竹市,1
2019,29,7-15,新竹縣,1
2019,29,7-15,花蓮縣,2
2019,29,7-15,苗栗縣,1
2019,29,7-15,高雄市,11
2019,29,7-15,台北市,11
2019,29,7-15,台中市,3
2019,29,7-15,台南市,2
2019,29,7-15,雲林縣,4
2019,29,7-15,基隆市,2
2019,30,0,嘉義市,1
2019,30,0,嘉義縣,2
2019,30,0,桃園市,20
2019,30,0,屏東縣,4
2019,30,0,南投縣,1
2019,30,0,彰化縣,5
2019,30,0,宜蘭縣,1
2019,30,0,新北市,9
2019,30,0,新竹市,6
2019,30,0,高雄市,14
2019,30,0,台北市,11
2019,30,0,台中市,10
2019,30,0,台南市,5
2019,30,0,雲林縣,4
2019,30,0,基隆市,1
2019,30,1-3,嘉義市,13
2019,30,1-3,嘉義縣,16
2019,30,1-3,桃園市,59
2019,30,1-3,屏東縣,13
2019,30,1-3,南投縣,15
2019,30,1-3,彰化縣,27
2019,30,1-3,澎湖縣,2
2019,30,1-3,宜蘭縣,3
2019,30,1-3,新北市,35
2019,30,1-3,新竹市,26
2019,30,1-3,新竹縣,2
2019,30,1-3,花蓮縣,6
2019,30,1-3,金門縣,2
2019,30,1-3,苗栗縣,9
2019,30,1-3,高雄市,58
2019,30,1-3,台北市,64
2019,30,1-3,台中市,51
2019,30,1-3,台南市,54
2019,30,1-3,台東縣,11
2019,30,1-3,雲林縣,8
2019,30,1-3,基隆市,3
2019,30,16+,嘉義市,2
2019,30,16+,桃園市,6
2019,30,16+,南投縣,1
2019,30,16+,彰化縣,3
2019,30,16+,宜蘭縣,2
2019,30,16+,新北市,4
2019,30,16+,新竹市,1
2019,30,16+,新竹縣,2
2019,30,16+,苗栗縣,1
2019,30,16+,高雄市,3
2019,30,16+,台北市,7
2019,30,16+,台中市,6
2019,30,16+,台南市,3
2019,30,16+,台東縣,1
2019,30,4-6,嘉義市,6
2019,30,4-6,嘉義縣,10
2019,30,4-6,桃園市,26
2019,30,4-6,屏東縣,6
2019,30,4-6,南投縣,3
2019,30,4-6,彰化縣,11
2019,30,4-6,澎湖縣,2
2019,30,4-6,宜蘭縣,1
2019,30,4-6,新北市,12
2019,30,4-6,新竹市,5
2019,30,4-6,新竹縣,1
2019,30,4-6,花蓮縣,2
2019,30,4-6,金門縣,1
2019,30,4-6,苗栗縣,2
2019,30,4-6,高雄市,19
2019,30,4-6,台北市,23
2019,30,4-6,台中市,26
2019,30,4-6,台南市,27
2019,30,4-6,台東縣,1
2019,30,4-6,雲林縣,5
2019,30,4-6,基隆市,1
2019,30,7-15,嘉義市,4
2019,30,7-15,嘉義縣,4
2019,30,7-15,桃園市,5
2019,30,7-15,屏東縣,1
2019,30,7-15,南投縣,1
2019,30,7-15,彰化縣,2
2019,30,7-15,新北市,5
2019,30,7-15,新竹市,2
2019,30,7-15,金門縣,1
2019,30,7-15,苗栗縣,1
2019,30,7-15,高雄市,8
2019,30,7-15,台北市,10
2019,30,7-15,台中市,7
2019,30,7-15,台南市,11
2019,30,7-15,台東縣,2
2019,30,7-15,雲林縣,1
2019,30,7-15,基隆市,3
2019,31,0,桃園市,21
2019,31,0,屏東縣,3
2019,31,0,南投縣,3
2019,31,0,彰化縣,9
2019,31,0,宜蘭縣,3
2019,31,0,新北市,8
2019,31,0,新竹市,4
2019,31,0,新竹縣,1
2019,31,0,苗栗縣,4
2019,31,0,高雄市,6
2019,31,0,台北市,12
2019,31,0,台中市,18
2019,31,0,台南市,7
2019,31,0,台東縣,2
2019,31,0,雲林縣,3
2019,31,1-3,嘉義市,22
2019,31,1-3,嘉義縣,20
2019,31,1-3,桃園市,72
2019,31,1-3,屏東縣,10
2019,31,1-3,南投縣,15
2019,31,1-3,彰化縣,30
2019,31,1-3,澎湖縣,3
2019,31,1-3,宜蘭縣,6
2019,31,1-3,新北市,39
2019,31,1-3,新竹市,19
2019,31,1-3,新竹縣,2
2019,31,1-3,花蓮縣,11
2019,31,1-3,金門縣,8
2019,31,1-3,苗栗縣,6
2019,31,1-3,高雄市,42
2019,31,1-3,台北市,67
2019,31,1-3,台中市,60
2019,31,1-3,台南市,52
2019,31,1-3,台東縣,2
2019,31,1-3,雲林縣,10
2019,31,1-3,基隆市,7
2019,31,16+,桃園市,2
2019,31,16+,屏東縣,1
2019,31,16+,南投縣,1
2019,31,16+,宜蘭縣,2
2019,31,16+,新北市,5
2019,31,16+,高雄市,1
2019,31,16+,台北市,13
2019,31,16+,台中市,2
2019,31,16+,台南市,5
2019,31,16+,雲林縣,2
2019,31,4-6,嘉義市,5
2019,31,4-6,嘉義縣,4
2019,31,4-6,桃園市,14
2019,31,4-6,屏東縣,8
2019,31,4-6,南投縣,4
2019,31,4-6,彰化縣,7
2019,31,4-6,宜蘭縣,2
2019,31,4-6,新北市,13
2019,31,4-6,新竹市,7
2019,31,4-6,新竹縣,1
2019,31,4-6,花蓮縣,5
2019,31,4-6,金門縣,2
2019,31,4-6,苗栗縣,3
2019,31,4-6,高雄市,12
2019,31,4-6,台北市,25
2019,31,4-6,台中市,12
2019,31,4-6,台南市,21
2019,31,4-6,台東縣,1
2019,31,4-6,雲林縣,7
2019,31,4-6,基隆市,2
2019,31,7-15,嘉義市,3
2019,31,7-15,嘉義縣,1
2019,31,7-15,桃園市,8
2019,31,7-15,屏東縣,3
2019,31,7-15,宜蘭縣,3
2019,31,7-15,新北市,3
2019,31,7-15,新竹市,3
2019,31,7-15,花蓮縣,2
2019,31,7-15,金門縣,1
2019,31,7-15,高雄市,4
2019,31,7-15,台北市,8
2019,31,7-15,台中市,4
2019,31,7-15,台南市,4
2019,31,7-15,基隆市,2
2019,32,0,嘉義市,3
2019,32,0,嘉義縣,1
2019,32,0,連江縣,3
2019,32,0,桃園市,11
2019,32,0,南投縣,2
2019,32,0,彰化縣,7
2019,32,0,澎湖縣,1
2019,32,0,宜蘭縣,1
2019,32,0,新北市,12
2019,32,0,新竹市,7
2019,32,0,新竹縣,3
2019,32,0,苗栗縣,2
2019,32,0,高雄市,14
2019,32,0,台北市,16
2019,32,0,台中市,12
2019,32,0,台南市,6
2019,32,0,台東縣,1
2019,32,0,雲林縣,2
2019,32,0,基隆市,4
2019,32,1-3,嘉義市,20
2019,32,1-3,嘉義縣,9
2019,32,1-3,桃園市,51
2019,32,1-3,屏東縣,11
2019,32,1-3,南投縣,16
2019,32,1-3,彰化縣,22
2019,32,1-3,澎湖縣,3
2019,32,1-3,宜蘭縣,11
2019,32,1-3,新北市,43
2019,32,1-3,新竹市,29
2019,32,1-3,新竹縣,1
2019,32,1-3,花蓮縣,7
2019,32,1-3,金門縣,1
2019,32,1-3,苗栗縣,5
2019,32,1-3,高雄市,48
2019,32,1-3,台北市,76
2019,32,1-3,台中市,82
2019,32,1-3,台南市,39
2019,32,1-3,台東縣,7
2019,32,1-3,雲林縣,13
2019,32,1-3,基隆市,15
2019,32,16+,嘉義市,1
2019,32,16+,桃園市,6
2019,32,16+,屏東縣,1
2019,32,16+,彰化縣,3
2019,32,16+,宜蘭縣,2
2019,32,16+,新北市,1
2019,32,16+,新竹市,1
2019,32,16+,苗栗縣,2
2019,32,16+,高雄市,4
2019,32,16+,台北市,17
2019,32,16+,台中市,4
2019,32,16+,台南市,6
2019,32,16+,基隆市,2
2019,32,4-6,嘉義市,7
2019,32,4-6,嘉義縣,4
2019,32,4-6,桃園市,22
2019,32,4-6,屏東縣,6
2019,32,4-6,南投縣,8
2019,32,4-6,彰化縣,6
2019,32,4-6,澎湖縣,1
2019,32,4-6,宜蘭縣,2
2019,32,4-6,新北市,16
2019,32,4-6,新竹市,3
2019,32,4-6,新竹縣,1
2019,32,4-6,金門縣,2
2019,32,4-6,苗栗縣,1
2019,32,4-6,高雄市,25
2019,32,4-6,台北市,21
2019,32,4-6,台中市,8
2019,32,4-6,台南市,18
2019,32,4-6,雲林縣,3
2019,32,4-6,基隆市,1
2019,32,7-15,嘉義市,2
2019,32,7-15,嘉義縣,1
2019,32,7-15,桃園市,7
2019,32,7-15,屏東縣,1
2019,32,7-15,南投縣,1
2019,32,7-15,彰化縣,7
2019,32,7-15,宜蘭縣,1
2019,32,7-15,新北市,3
2019,32,7-15,新竹市,2
2019,32,7-15,新竹縣,2
2019,32,7-15,苗栗縣,2
2019,32,7-15,高雄市,10
2019,32,7-15,台北市,8
2019,32,7-15,台中市,4
2019,32,7-15,台南市,5
2019,32,7-15,台東縣,1
2019,32,7-15,雲林縣,3
2019,32,7-15,基隆市,2
2019,33,0,嘉義市,1
2019,33,0,嘉義縣,4
2019,33,0,連江縣,1
2019,33,0,桃園市,12
2019,33,0,屏東縣,4
2019,33,0,彰化縣,11
2019,33,0,新北市,11
2019,33,0,新竹市,6
2019,33,0,花蓮縣,2
2019,33,0,金門縣,2
2019,33,0,苗栗縣,2
2019,33,0,高雄市,17
2019,33,0,台北市,13
2019,33,0,台中市,13
2019,33,0,台南市,5
2019,33,0,雲林縣,1
2019,33,0,基隆市,2
2019,33,1-3,嘉義市,26
2019,33,1-3,嘉義縣,16
2019,33,1-3,連江縣,1
2019,33,1-3,桃園市,56
2019,33,1-3,屏東縣,19
2019,33,1-3,南投縣,8
2019,33,1-3,彰化縣,26
2019,33,1-3,澎湖縣,4
2019,33,1-3,宜蘭縣,9
2019,33,1-3,新北市,21
2019,33,1-3,新竹市,16
2019,33,1-3,新竹縣,2
2019,33,1-3,花蓮縣,5
2019,33,1-3,苗栗縣,10
2019,33,1-3,高雄市,57
2019,33,1-3,台北市,70
2019,33,1-3,台中市,83
2019,33,1-3,台南市,72
2019,33,1-3,台東縣,5
2019,33,1-3,雲林縣,17
2019,33,1-3,基隆市,13
2019,33,16+,嘉義市,1
2019,33,16+,彰化縣,2
2019,33,16+,澎湖縣,2
2019,33,16+,宜蘭縣,1
2019,33,16+,新北市,5
2019,33,16+,新竹市,1
2019,33,16+,苗栗縣,2
2019,33,16+,台北市,13
2019,33,16+,台中市,9
2019,33,16+,台南市,17
2019,33,4-6,嘉義市,8
2019,33,4-6,嘉義縣,1
2019,33,4-6,桃園市,16
2019,33,4-6,屏東縣,3
2019,33,4-6,南投縣,1
2019,33,4-6,彰化縣,7
2019,33,4-6,新北市,9
2019,33,4-6,新竹縣,1
2019,33,4-6,花蓮縣,1
2019,33,4-6,金門縣,1
2019,33,4-6,苗栗縣,2
2019,33,4-6,高雄市,10
2019,33,4-6,台北市,16
2019,33,4-6,台中市,16
2019,33,4-6,台南市,17
2019,33,4-6,台東縣,3
2019,33,4-6,雲林縣,3
2019,33,4-6,基隆市,7
2019,33,7-15,嘉義市,1
2019,33,7-15,嘉義縣,1
2019,33,7-15,桃園市,5
2019,33,7-15,屏東縣,2
2019,33,7-15,南投縣,3
2019,33,7-15,彰化縣,3
2019,33,7-15,宜蘭縣,1
2019,33,7-15,新北市,4
2019,33,7-15,新竹市,2
2019,33,7-15,花蓮縣,3
2019,33,7-15,苗栗縣,2
2019,33,7-15,高雄市,5
2019,33,7-15,台北市,14
2019,33,7-15,台中市,7
2019,33,7-15,台南市,4
2019,33,7-15,雲林縣,3
2019,33,7-15,基隆市,4
2019,34,0,嘉義市,3
2019,34,0,嘉義縣,7
2019,34,0,桃園市,7
2019,34,0,屏東縣,5
2019,34,0,南投縣,3
2019,34,0,彰化縣,4
2019,34,0,宜蘭縣,3
2019,34,0,新北市,8
2019,34,0,新竹市,2
2019,34,0,花蓮縣,3
2019,34,0,苗栗縣,1
2019,34,0,高雄市,20
2019,34,0,台北市,14
2019,34,0,台中市,18
2019,34,0,台南市,5
2019,34,0,台東縣,2
2019,34,0,雲林縣,7
2019,34,0,基隆市,1
2019,34,1-3,嘉義市,27
2019,34,1-3,嘉義縣,23
2019,34,1-3,連江縣,1
2019,34,1-3,桃園市,45
2019,34,1-3,屏東縣,12
2019,34,1-3,南投縣,12
2019,34,1-3,彰化縣,38
2019,34,1-3,宜蘭縣,12
2019,34,1-3,新北市,36
2019,34,1-3,新竹市,28
2019,34,1-3,新竹縣,2
2019,34,1-3,花蓮縣,4
2019,34,1-3,金門縣,4
2019,34,1-3,苗栗縣,14
2019,34,1-3,高雄市,61
2019,34,1-3,台北市,69
2019,34,1-3,台中市,100
2019,34,1-3,台南市,58
2019,34,1-3,台東縣,9
2019,34,1-3,雲林縣,9
2019,34,1-3,基隆市,6
2019,34,16+,嘉義市,1
2019,34,16+,桃園市,6
2019,34,16+,南投縣,1
2019,34,16+,彰化縣,3
2019,34,16+,澎湖縣,1
2019,34,16+,新北市,1
2019,34,16+,新竹市,1
2019,34,16+,台北市,10
2019,34,16+,台中市,7
2019,34,16+,台南市,4
2019,34,16+,雲林縣,2
2019,34,16+,基隆市,2
2019,34,4-6,嘉義市,8
2019,34,4-6,嘉義縣,4
2019,34,4-6,桃園市,20
2019,34,4-6,屏東縣,6
2019,34,4-6,南投縣,5
2019,34,4-6,彰化縣,4
2019,34,4-6,宜蘭縣,3
2019,34,4-6,新北市,12
2019,34,4-6,新竹市,8
2019,34,4-6,花蓮縣,3
2019,34,4-6,苗栗縣,3
2019,34,4-6,高雄市,24
2019,34,4-6,台北市,16
2019,34,4-6,台中市,30
2019,34,4-6,台南市,16
2019,34,4-6,台東縣,2
2019,34,4-6,雲林縣,2
2019,34,4-6,基隆市,4
2019,34,7-15,嘉義市,3
2019,34,7-15,桃園市,8
2019,34,7-15,屏東縣,7
2019,34,7-15,彰化縣,6
2019,34,7-15,澎湖縣,1
2019,34,7-15,宜蘭縣,1
2019,34,7-15,新北市,3
2019,34,7-15,新竹市,2
2019,34,7-15,苗栗縣,3
2019,34,7-15,高雄市,6
2019,34,7-15,台北市,3
2019,34,7-15,台中市,8
2019,34,7-15,雲林縣,1
2019,34,7-15,基隆市,1
2019,35,0,嘉義市,4
2019,35,0,嘉義縣,2
2019,35,0,桃園市,11
2019,35,0,屏東縣,2
2019,35,0,南投縣,1
2019,35,0,彰化縣,9
2019,35,0,宜蘭縣,1
2019,35,0,新北市,6
2019,35,0,新竹市,5
2019,35,0,苗栗縣,2
2019,35,0,高雄市,4
2019,35,0,台北市,13
2019,35,0,台中市,28
2019,35,0,台南市,8
2019,35,0,台東縣,2
2019,35,0,雲林縣,4
2019,35,0,基隆市,3
2019,35,1-3,嘉義市,22
2019,35,1-3,嘉義縣,27
2019,35,1-3,桃園市,52
2019,35,1-3,屏東縣,9
2019,35,1-3,南投縣,22
2019,35,1-3,彰化縣,42
2019,35,1-3,澎湖縣,2
2019,35,1-3,宜蘭縣,4
2019,35,1-3,新北市,40
2019,35,1-3,新竹市,24
2019,35,1-3,新竹縣,1
2019,35,1-3,花蓮縣,6
2019,35,1-3,金門縣,1
2019,35,1-3,苗栗縣,10
2019,35,1-3,高雄市,57
2019,35,1-3,台北市,51
2019,35,1-3,台中市,101
2019,35,1-3,台南市,51
2019,35,1-3,台東縣,1
2019,35,1-3,雲林縣,23
2019,35,1-3,基隆市,11
2019,35,16+,嘉義市,1
2019,35,16+,桃園市,2
2019,35,16+,彰化縣,2
2019,35,16+,新北市,1
2019,35,16+,新竹市,1
2019,35,16+,花蓮縣,2
2019,35,16+,高雄市,4
2019,35,16+,台北市,16
2019,35,16+,台中市,6
2019,35,16+,台南市,3
2019,35,16+,雲林縣,2
2019,35,16+,基隆市,2
2019,35,4-6,嘉義市,8
2019,35,4-6,嘉義縣,6
2019,35,4-6,桃園市,24
2019,35,4-6,屏東縣,4
2019,35,4-6,南投縣,4
2019,35,4-6,彰化縣,17
2019,35,4-6,新北市,12
2019,35,4-6,新竹市,9
2019,35,4-6,苗栗縣,5
2019,35,4-6,高雄市,21
2019,35,4-6,台北市,18
2019,35,4-6,台中市,40
2019,35,4-6,台南市,36
2019,35,4-6,雲林縣,4
2019,35,4-6,基隆市,4
2019,35,7-15,嘉義市,2
2019,35,7-15,桃園市,5
2019,35,7-15,屏東縣,9
2019,35,7-15,南投縣,3
2019,35,7-15,彰化縣,5
2019,35,7-15,澎湖縣,1
2019,35,7-15,宜蘭縣,2
2019,35,7-15,新北市,5
2019,35,7-15,新竹市,2
2019,35,7-15,花蓮縣,2
2019,35,7-15,苗栗縣,2
2019,35,7-15,高雄市,1
2019,35,7-15,台北市,8
2019,35,7-15,台中市,11
2019,35,7-15,台南市,10
2019,35,7-15,雲林縣,3
2019,35,7-15,基隆市,1
2019,36,0,嘉義市,12
2019,36,0,嘉義縣,4
2019,36,0,桃園市,17
2019,36,0,屏東縣,7
2019,36,0,彰化縣,10
2019,36,0,宜蘭縣,4
2019,36,0,新北市,8
2019,36,0,新竹市,6
2019,36,0,花蓮縣,2
2019,36,0,苗栗縣,1
2019,36,0,高雄市,24
2019,36,0,台北市,15
2019,36,0,台中市,25
2019,36,0,台南市,7
2019,36,0,雲林縣,3
2019,36,0,基隆市,1
2019,36,1-3,嘉義市,33
2019,36,1-3,嘉義縣,21
2019,36,1-3,桃園市,52
2019,36,1-3,屏東縣,15
2019,36,1-3,南投縣,13
2019,36,1-3,彰化縣,37
2019,36,1-3,宜蘭縣,9
2019,36,1-3,新北市,34
2019,36,1-3,新竹市,23
2019,36,1-3,新竹縣,4
2019,36,1-3,花蓮縣,7
2019,36,1-3,苗栗縣,15
2019,36,1-3,高雄市,66
2019,36,1-3,台北市,55
2019,36,1-3,台中市,98
2019,36,1-3,台南市,68
2019,36,1-3,雲林縣,26
2019,36,1-3,基隆市,19
2019,36,16+,嘉義市,1
2019,36,16+,桃園市,1
2019,36,16+,南投縣,3
2019,36,16+,彰化縣,3
2019,36,16+,澎湖縣,1
2019,36,16+,宜蘭縣,1
2019,36,16+,新北市,1
2019,36,16+,新竹市,1
2019,36,16+,新竹縣,1
2019,36,16+,花蓮縣,1
2019,36,16+,苗栗縣,1
2019,36,16+,高雄市,2
2019,36,16+,台北市,19
2019,36,16+,台中市,7
2019,36,16+,台南市,3
2019,36,16+,台東縣,1
2019,36,16+,基隆市,1
2019,36,4-6,嘉義市,12
2019,36,4-6,嘉義縣,6
2019,36,4-6,連江縣,1
2019,36,4-6,桃園市,21
2019,36,4-6,屏東縣,10
2019,36,4-6,南投縣,3
2019,36,4-6,彰化縣,14
2019,36,4-6,宜蘭縣,4
2019,36,4-6,新北市,9
2019,36,4-6,新竹市,8
2019,36,4-6,花蓮縣,2
2019,36,4-6,苗栗縣,8
2019,36,4-6,高雄市,21
2019,36,4-6,台北市,13
2019,36,4-6,台中市,23
2019,36,4-6,台南市,17
2019,36,4-6,雲林縣,4
2019,36,4-6,基隆市,6
2019,36,7-15,嘉義市,4
2019,36,7-15,嘉義縣,4
2019,36,7-15,連江縣,1
2019,36,7-15,桃園市,4
2019,36,7-15,屏東縣,3
2019,36,7-15,南投縣,1
2019,36,7-15,彰化縣,4
2019,36,7-15,宜蘭縣,4
2019,36,7-15,新北市,11
2019,36,7-15,新竹市,4
2019,36,7-15,花蓮縣,1
2019,36,7-15,苗栗縣,4
2019,36,7-15,高雄市,8
2019,36,7-15,台北市,8
2019,36,7-15,台中市,7
2019,36,7-15,台南市,17
2019,36,7-15,台東縣,1
2019,36,7-15,雲林縣,4
2019,36,7-15,基隆市,6
2019,37,0,嘉義市,4
2019,37,0,桃園市,20
2019,37,0,屏東縣,3
2019,37,0,南投縣,2
2019,37,0,彰化縣,11
2019,37,0,新北市,13
2019,37,0,新竹市,7
2019,37,0,新竹縣,1
2019,37,0,花蓮縣,3
2019,37,0,苗栗縣,3
2019,37,0,高雄市,11
2019,37,0,台北市,23
2019,37,0,台中市,18
2019,37,0,台南市,15
2019,37,0,雲林縣,4
2019,37,0,基隆市,2
2019,37,1-3,嘉義市,29
2019,37,1-3,嘉義縣,26
2019,37,1-3,連江縣,1
2019,37,1-3,桃園市,79
2019,37,1-3,屏東縣,20
2019,37,1-3,南投縣,18
2019,37,1-3,彰化縣,51
2019,37,1-3,澎湖縣,5
2019,37,1-3,宜蘭縣,13
2019,37,1-3,新北市,41
2019,37,1-3,新竹市,32
2019,37,1-3,新竹縣,6
2019,37,1-3,花蓮縣,15
2019,37,1-3,金門縣,6
2019,37,1-3,苗栗縣,24
2019,37,1-3,高雄市,90
2019,37,1-3,台北市,68
2019,37,1-3,台中市,123
2019,37,1-3,台南市,72
2019,37,1-3,台東縣,3
2019,37,1-3,雲林縣,23
2019,37,1-3,基隆市,10
2019,37,16+,桃園市,7
2019,37,16+,南投縣,4
2019,37,16+,彰化縣,2
2019,37,16+,新北市,4
2019,37,16+,新竹縣,1
2019,37,16+,金門縣,1
2019,37,16+,苗栗縣,2
2019,37,16+,高雄市,2
2019,37,16+,台北市,19
2019,37,16+,台中市,7
2019,37,16+,台南市,5
2019,37,16+,台東縣,1
2019,37,16+,基隆市,2
2019,37,4-6,嘉義市,13
2019,37,4-6,嘉義縣,7
2019,37,4-6,連江縣,1
2019,37,4-6,桃園市,21
2019,37,4-6,屏東縣,10
2019,37,4-6,南投縣,1
2019,37,4-6,彰化縣,20
2019,37,4-6,澎湖縣,1
2019,37,4-6,宜蘭縣,5
2019,37,4-6,新北市,10
2019,37,4-6,新竹市,12
2019,37,4-6,新竹縣,2
2019,37,4-6,花蓮縣,1
2019,37,4-6,苗栗縣,7
2019,37,4-6,高雄市,21
2019,37,4-6,台北市,21
2019,37,4-6,台中市,40
2019,37,4-6,台南市,40
2019,37,4-6,台東縣,2
2019,37,4-6,雲林縣,13
2019,37,4-6,基隆市,3
2019,37,7-15,嘉義市,6
2019,37,7-15,嘉義縣,3
2019,37,7-15,桃園市,10
2019,37,7-15,屏東縣,4
2019,37,7-15,南投縣,1
2019,37,7-15,彰化縣,5
2019,37,7-15,宜蘭縣,4
2019,37,7-15,新北市,3
2019,37,7-15,花蓮縣,1
2019,37,7-15,苗栗縣,6
2019,37,7-15,高雄市,5
2019,37,7-15,台北市,12
2019,37,7-15,台中市,15
2019,37,7-15,台南市,9
2019,37,7-15,雲林縣,2
2019,37,7-15,基隆市,5
2019,38,0,嘉義市,9
2019,38,0,嘉義縣,3
2019,38,0,桃園市,13
2019,38,0,屏東縣,2
2019,38,0,南投縣,5
2019,38,0,彰化縣,4
2019,38,0,宜蘭縣,3
2019,38,0,新北市,17
2019,38,0,新竹市,4
2019,38,0,新竹縣,4
2019,38,0,花蓮縣,3
2019,38,0,金門縣,1
2019,38,0,苗栗縣,4
2019,38,0,高雄市,16
2019,38,0,台北市,16
2019,38,0,台中市,20
2019,38,0,台南市,26
2019,38,0,台東縣,1
2019,38,0,雲林縣,3
2019,38,0,基隆市,4
2019,38,1-3,嘉義市,46
2019,38,1-3,嘉義縣,13
2019,38,1-3,桃園市,81
2019,38,1-3,屏東縣,15
2019,38,1-3,南投縣,19
2019,38,1-3,彰化縣,34
2019,38,1-3,澎湖縣,3
2019,38,1-3,宜蘭縣,19
2019,38,1-3,新北市,45
2019,38,1-3,新竹市,30
2019,38,1-3,花蓮縣,7
2019,38,1-3,金門縣,1
2019,38,1-3,苗栗縣,17
2019,38,1-3,高雄市,80
2019,38,1-3,台北市,63
2019,38,1-3,台中市,101
2019,38,1-3,台南市,79
2019,38,1-3,台東縣,6
2019,38,1-3,雲林縣,30
2019,38,1-3,基隆市,18
2019,38,16+,嘉義市,1
2019,38,16+,桃園市,5
2019,38,16+,屏東縣,2
2019,38,16+,彰化縣,2
2019,38,16+,澎湖縣,1
2019,38,16+,新北市,4
2019,38,16+,新竹市,1
2019,38,16+,新竹縣,1
2019,38,16+,金門縣,1
2019,38,16+,苗栗縣,6
2019,38,16+,高雄市,4
2019,38,16+,台北市,12
2019,38,16+,台中市,7
2019,38,16+,台南市,3
2019,38,16+,基隆市,3
2019,38,4-6,嘉義市,14
2019,38,4-6,嘉義縣,6
2019,38,4-6,桃園市,23
2019,38,4-6,屏東縣,11
2019,38,4-6,南投縣,10
2019,38,4-6,彰化縣,9
2019,38,4-6,宜蘭縣,7
2019,38,4-6,新北市,9
2019,38,4-6,新竹市,7
2019,38,4-6,花蓮縣,4
2019,38,4-6,苗栗縣,18
2019,38,4-6,高雄市,23
2019,38,4-6,台北市,25
2019,38,4-6,台中市,37
2019,38,4-6,台南市,35
2019,38,4-6,台東縣,2
2019,38,4-6,雲林縣,8
2019,38,4-6,基隆市,7
2019,38,7-15,嘉義市,17
2019,38,7-15,嘉義縣,3
2019,38,7-15,桃園市,9
2019,38,7-15,屏東縣,2
2019,38,7-15,南投縣,3
2019,38,7-15,彰化縣,9
2019,38,7-15,宜蘭縣,6
2019,38,7-15,新北市,7
2019,38,7-15,新竹市,3
2019,38,7-15,新竹縣,1
2019,38,7-15,苗栗縣,5
2019,38,7-15,高雄市,17
2019,38,7-15,台北市,11
2019,38,7-15,台中市,18
