年,週,年齡別,縣市,腸病毒急診就診人次
2008,22,1-3,桃園市,56
2008,22,1-3,屏東縣,28
2008,22,1-3,南投縣,2
2008,22,1-3,彰化縣,51
2008,22,1-3,澎湖縣,9
2008,22,1-3,宜蘭縣,15
2008,22,1-3,新北市,56
2008,22,1-3,新竹市,56
2008,22,1-3,新竹縣,5
2008,22,1-3,花蓮縣,7
2008,22,1-3,金門縣,1
2008,22,1-3,苗栗縣,6
2008,22,1-3,高雄市,81
2008,22,1-3,台北市,92
2008,22,1-3,台中市,84
2008,22,1-3,台南市,78
2008,22,1-3,台東縣,12
2008,22,1-3,雲林縣,18
2008,22,1-3,基隆市,16
2008,22,16+,嘉義市,2
2008,22,16+,新北市,4
2008,22,16+,高雄市,1
2008,22,16+,台南市,1
2008,22,4-6,嘉義市,13
2008,22,4-6,嘉義縣,5
2008,22,4-6,桃園市,16
2008,22,4-6,屏東縣,14
2008,22,4-6,南投縣,2
2008,22,4-6,彰化縣,15
2008,22,4-6,澎湖縣,7
2008,22,4-6,宜蘭縣,5
2008,22,4-6,新北市,34
2008,22,4-6,新竹市,19
2008,22,4-6,新竹縣,3
2008,22,4-6,苗栗縣,1
2008,22,4-6,高雄市,27
2008,22,4-6,台北市,43
2008,22,4-6,台中市,28
2008,22,4-6,台南市,28
2008,22,4-6,台東縣,1
2008,22,4-6,雲林縣,9
2008,22,4-6,基隆市,2
2008,22,7-15,嘉義市,2
2008,22,7-15,嘉義縣,3
2008,22,7-15,桃園市,2
2008,22,7-15,屏東縣,3
2008,22,7-15,彰化縣,4
2008,22,7-15,新北市,6
2008,22,7-15,新竹市,3
2008,22,7-15,高雄市,11
2008,22,7-15,台北市,12
2008,22,7-15,台中市,3
2008,22,7-15,台南市,14
2008,22,7-15,雲林縣,2
2008,22,7-15,基隆市,1
2008,23,0,嘉義市,4
2008,23,0,嘉義縣,1
2008,23,0,桃園市,11
2008,23,0,屏東縣,20
2008,23,0,南投縣,3
2008,23,0,彰化縣,10
2008,23,0,澎湖縣,1
2008,23,0,宜蘭縣,5
2008,23,0,新北市,13
2008,23,0,新竹市,19
2008,23,0,花蓮縣,3
2008,23,0,金門縣,1
2008,23,0,高雄市,8
2008,23,0,台北市,15
2008,23,0,台中市,30
2008,23,0,台南市,15
2008,23,0,台東縣,2
2008,23,0,雲林縣,4
2008,23,0,基隆市,3
2008,23,1-3,嘉義市,27
2008,23,1-3,嘉義縣,15
2008,23,1-3,桃園市,64
2008,23,1-3,屏東縣,22
2008,23,1-3,南投縣,18
2008,23,1-3,彰化縣,70
2008,23,1-3,澎湖縣,21
2008,23,1-3,宜蘭縣,19
2008,23,1-3,新北市,71
2008,23,1-3,新竹市,70
2008,23,1-3,新竹縣,20
2008,23,1-3,花蓮縣,10
2008,23,1-3,金門縣,9
2008,23,1-3,苗栗縣,7
2008,23,1-3,高雄市,90
2008,23,1-3,台北市,103
2008,23,1-3,台中市,99
2008,23,1-3,台南市,85
2008,23,1-3,台東縣,11
2008,23,1-3,雲林縣,30
2008,23,1-3,基隆市,16
2008,23,16+,桃園市,1
2008,23,16+,南投縣,1
2008,23,16+,彰化縣,1
2008,23,16+,宜蘭縣,2
2008,23,16+,新北市,11
2008,23,16+,高雄市,2
2008,23,16+,台北市,3
2008,23,16+,台南市,1
2008,23,4-6,嘉義市,12
2008,23,4-6,嘉義縣,6
2008,23,4-6,桃園市,28
2008,23,4-6,屏東縣,16
2008,23,4-6,南投縣,1
2008,23,4-6,彰化縣,23
2008,23,4-6,澎湖縣,13
2008,23,4-6,宜蘭縣,6
2008,23,4-6,新北市,26
2008,23,4-6,新竹市,32
2008,23,4-6,新竹縣,9
2008,23,4-6,花蓮縣,3
2008,23,4-6,金門縣,1
2008,23,4-6,苗栗縣,2
2008,23,4-6,高雄市,36
2008,23,4-6,台北市,49
2008,23,4-6,台中市,44
2008,23,4-6,台南市,36
2008,23,4-6,台東縣,2
2008,23,4-6,雲林縣,9
2008,23,4-6,基隆市,8
2008,23,7-15,嘉義市,8
2008,23,7-15,嘉義縣,1
2008,23,7-15,桃園市,3
2008,23,7-15,屏東縣,5
2008,23,7-15,南投縣,2
2008,23,7-15,彰化縣,6
2008,23,7-15,澎湖縣,2
2008,23,7-15,宜蘭縣,3
2008,23,7-15,新北市,8
2008,23,7-15,新竹市,7
2008,23,7-15,新竹縣,1
2008,23,7-15,苗栗縣,3
2008,23,7-15,高雄市,13
2008,23,7-15,台北市,14
2008,23,7-15,台中市,5
2008,23,7-15,台南市,7
2008,23,7-15,雲林縣,3
2008,23,7-15,基隆市,1
2008,24,0,嘉義市,12
2008,24,0,嘉義縣,7
2008,24,0,桃園市,11
2008,24,0,屏東縣,4
2008,24,0,南投縣,2
2008,24,0,彰化縣,19
2008,24,0,澎湖縣,2
2008,24,0,宜蘭縣,5
2008,24,0,新北市,21
2008,24,0,新竹市,19
2008,24,0,新竹縣,2
2008,24,0,花蓮縣,4
2008,24,0,金門縣,1
2008,24,0,苗栗縣,1
2008,24,0,高雄市,12
2008,24,0,台北市,30
2008,24,0,台中市,28
2008,24,0,台南市,16
2008,24,0,台東縣,3
2008,24,0,雲林縣,8
2008,24,0,基隆市,4
2008,24,1-3,嘉義市,23
2008,24,1-3,嘉義縣,22
2008,24,1-3,桃園市,108
2008,24,1-3,屏東縣,36
2008,24,1-3,南投縣,10
2008,24,1-3,彰化縣,101
2008,24,1-3,澎湖縣,25
2008,24,1-3,宜蘭縣,23
2008,24,1-3,新北市,100
2008,24,1-3,新竹市,105
2008,24,1-3,新竹縣,11
2008,24,1-3,花蓮縣,12
2008,24,1-3,金門縣,1
2008,24,1-3,苗栗縣,16
2008,24,1-3,高雄市,99
2008,24,1-3,台北市,160
2008,24,1-3,台中市,184
2008,24,1-3,台南市,96
2008,24,1-3,台東縣,5
2008,24,1-3,雲林縣,32
2008,24,1-3,基隆市,38
2008,24,16+,新北市,5
2008,24,16+,高雄市,5
2008,24,16+,台北市,3
2008,24,16+,台南市,1
2008,24,4-6,嘉義市,10
2008,24,4-6,嘉義縣,12
2008,24,4-6,桃園市,46
2008,24,4-6,屏東縣,18
2008,24,4-6,南投縣,6
2008,24,4-6,彰化縣,36
2008,24,4-6,澎湖縣,7
2008,24,4-6,宜蘭縣,5
2008,24,4-6,新北市,46
2008,24,4-6,新竹市,37
2008,24,4-6,新竹縣,7
2008,24,4-6,花蓮縣,7
2008,24,4-6,金門縣,2
2008,24,4-6,苗栗縣,11
2008,24,4-6,高雄市,47
2008,24,4-6,台北市,65
2008,24,4-6,台中市,74
2008,24,4-6,台南市,37
2008,24,4-6,台東縣,2
2008,24,4-6,雲林縣,11
2008,24,4-6,基隆市,11
2008,24,7-15,嘉義市,10
2008,24,7-15,嘉義縣,3
2008,24,7-15,桃園市,13
2008,24,7-15,屏東縣,7
2008,24,7-15,彰化縣,7
2008,24,7-15,澎湖縣,5
2008,24,7-15,新北市,13
2008,24,7-15,新竹市,12
2008,24,7-15,新竹縣,3
2008,24,7-15,花蓮縣,1
2008,24,7-15,苗栗縣,2
2008,24,7-15,高雄市,21
2008,24,7-15,台北市,17
2008,24,7-15,台中市,16
2008,24,7-15,台南市,12
2008,24,7-15,台東縣,1
2008,24,7-15,雲林縣,1
2008,24,7-15,基隆市,3
2008,25,0,嘉義市,2
2008,25,0,嘉義縣,1
2008,25,0,桃園市,27
2008,25,0,屏東縣,7
2008,25,0,南投縣,2
2008,25,0,彰化縣,15
2008,25,0,澎湖縣,6
2008,25,0,宜蘭縣,5
2008,25,0,新北市,25
2008,25,0,新竹市,32
2008,25,0,新竹縣,2
2008,25,0,花蓮縣,7
2008,25,0,金門縣,1
2008,25,0,苗栗縣,6
2008,25,0,高雄市,28
2008,25,0,台北市,37
2008,25,0,台中市,40
2008,25,0,台南市,14
2008,25,0,雲林縣,7
2008,25,0,基隆市,4
2008,25,1-3,嘉義市,19
2008,25,1-3,嘉義縣,19
2008,25,1-3,桃園市,160
2008,25,1-3,屏東縣,53
2008,25,1-3,南投縣,13
2008,25,1-3,彰化縣,107
2008,25,1-3,澎湖縣,18
2008,25,1-3,宜蘭縣,19
2008,25,1-3,新北市,95
2008,25,1-3,新竹市,122
2008,25,1-3,新竹縣,8
2008,25,1-3,花蓮縣,20
2008,25,1-3,金門縣,9
2008,25,1-3,苗栗縣,20
2008,25,1-3,高雄市,121
2008,25,1-3,台北市,213
2008,25,1-3,台中市,215
2008,25,1-3,台南市,90
2008,25,1-3,台東縣,5
2008,25,1-3,雲林縣,39
2008,25,1-3,基隆市,31
2008,25,16+,新北市,8
2008,25,16+,高雄市,1
2008,25,16+,台北市,2
2008,25,16+,台中市,2
2008,25,16+,台南市,3
2008,25,4-6,嘉義市,14
2008,25,4-6,嘉義縣,10
2008,25,4-6,桃園市,64
2008,25,4-6,屏東縣,15
2008,25,4-6,南投縣,8
2008,25,4-6,彰化縣,30
2008,25,4-6,澎湖縣,17
2008,25,4-6,宜蘭縣,9
2008,25,4-6,新北市,60
2008,25,4-6,新竹市,56
2008,25,4-6,新竹縣,4
2008,25,4-6,花蓮縣,7
2008,25,4-6,苗栗縣,2
2008,25,4-6,高雄市,62
2008,25,4-6,台北市,100
2008,25,4-6,台中市,84
2008,25,4-6,台南市,42
2008,25,4-6,台東縣,2
2008,25,4-6,雲林縣,15
2008,25,4-6,基隆市,16
2008,25,7-15,嘉義市,2
2008,25,7-15,嘉義縣,2
2008,25,7-15,桃園市,16
2008,25,7-15,屏東縣,8
2008,25,7-15,南投縣,2
2008,25,7-15,彰化縣,8
2008,25,7-15,澎湖縣,6
2008,25,7-15,新北市,22
2008,25,7-15,新竹市,22
2008,25,7-15,新竹縣,2
2008,25,7-15,花蓮縣,3
2008,25,7-15,苗栗縣,1
2008,25,7-15,高雄市,20
2008,25,7-15,台北市,23
2008,25,7-15,台中市,26
2008,25,7-15,台南市,17
2008,25,7-15,台東縣,1
2008,25,7-15,雲林縣,3
2008,25,7-15,基隆市,6
2008,26,0,嘉義市,3
2008,26,0,嘉義縣,1
2008,26,0,桃園市,33
2008,26,0,屏東縣,4
2008,26,0,彰化縣,9
2008,26,0,澎湖縣,3
2008,26,0,宜蘭縣,1
2008,26,0,新北市,24
2008,26,0,新竹市,30
2008,26,0,新竹縣,1
2008,26,0,花蓮縣,4
2008,26,0,苗栗縣,1
2008,26,0,高雄市,26
2008,26,0,台北市,44
2008,26,0,台中市,59
2008,26,0,台南市,7
2008,26,0,台東縣,5
2008,26,0,雲林縣,9
2008,26,0,基隆市,8
2008,26,1-3,嘉義市,15
2008,26,1-3,嘉義縣,15
2008,26,1-3,桃園市,185
2008,26,1-3,屏東縣,24
2008,26,1-3,南投縣,16
2008,26,1-3,彰化縣,86
2008,26,1-3,澎湖縣,19
2008,26,1-3,宜蘭縣,18
2008,26,1-3,新北市,114
2008,26,1-3,新竹市,140
2008,26,1-3,新竹縣,10
2008,26,1-3,花蓮縣,20
2008,26,1-3,金門縣,6
2008,26,1-3,苗栗縣,12
2008,26,1-3,高雄市,146
2008,26,1-3,台北市,201
2008,26,1-3,台中市,210
2008,26,1-3,台南市,79
2008,26,1-3,台東縣,7
2008,26,1-3,雲林縣,26
2008,26,1-3,基隆市,34
2008,26,16+,桃園市,1
2008,26,16+,彰化縣,2
2008,26,16+,新北市,1
2008,26,16+,新竹市,1
2008,26,16+,高雄市,5
2008,26,16+,台北市,2
2008,26,16+,台中市,5
2008,26,16+,雲林縣,1
2008,26,4-6,嘉義市,11
2008,26,4-6,嘉義縣,7
2008,26,4-6,桃園市,69
2008,26,4-6,屏東縣,9
2008,26,4-6,南投縣,3
2008,26,4-6,彰化縣,26
2008,26,4-6,澎湖縣,8
2008,26,4-6,宜蘭縣,6
2008,26,4-6,新北市,53
2008,26,4-6,新竹市,46
2008,26,4-6,新竹縣,9
2008,26,4-6,花蓮縣,8
2008,26,4-6,苗栗縣,7
2008,26,4-6,高雄市,70
2008,26,4-6,台北市,79
2008,26,4-6,台中市,79
2008,26,4-6,台南市,43
2008,26,4-6,台東縣,6
2008,26,4-6,雲林縣,10
2008,26,4-6,基隆市,9
2008,26,7-15,嘉義市,7
2008,26,7-15,嘉義縣,3
2008,26,7-15,桃園市,19
2008,26,7-15,屏東縣,6
2008,26,7-15,南投縣,2
2008,26,7-15,彰化縣,8
2008,26,7-15,澎湖縣,4
2008,26,7-15,宜蘭縣,3
2008,26,7-15,新北市,15
2008,26,7-15,新竹市,14
2008,26,7-15,新竹縣,1
2008,26,7-15,花蓮縣,1
2008,26,7-15,苗栗縣,6
2008,26,7-15,高雄市,24
2008,26,7-15,台北市,43
2008,26,7-15,台中市,18
2008,26,7-15,台南市,20
2008,26,7-15,台東縣,4
2008,26,7-15,雲林縣,4
2008,26,7-15,基隆市,7
2008,27,0,嘉義市,3
2008,27,0,嘉義縣,3
2008,27,0,桃園市,29
2008,27,0,屏東縣,4
2008,27,0,南投縣,2
2008,27,0,彰化縣,6
2008,27,0,澎湖縣,3
2008,27,0,宜蘭縣,1
2008,27,0,新北市,20
2008,27,0,新竹市,22
2008,27,0,新竹縣,1
2008,27,0,花蓮縣,4
2008,27,0,高雄市,18
2008,27,0,台北市,26
2008,27,0,台中市,34
2008,27,0,台南市,3
2008,27,0,台東縣,1
2008,27,0,雲林縣,2
2008,27,0,基隆市,3
2008,27,1-3,嘉義市,16
2008,27,1-3,嘉義縣,10
2008,27,1-3,桃園市,135
2008,27,1-3,屏東縣,21
2008,27,1-3,南投縣,18
2008,27,1-3,彰化縣,77
2008,27,1-3,澎湖縣,4
2008,27,1-3,宜蘭縣,6
2008,27,1-3,新北市,83
2008,27,1-3,新竹市,82
2008,27,1-3,新竹縣,13
2008,27,1-3,花蓮縣,16
2008,27,1-3,金門縣,1
2008,27,1-3,苗栗縣,7
2008,27,1-3,高雄市,130
2008,27,1-3,台北市,162
2008,27,1-3,台中市,146
2008,27,1-3,台南市,65
2008,27,1-3,台東縣,9
2008,27,1-3,雲林縣,19
2008,27,1-3,基隆市,28
2008,27,16+,桃園市,1
2008,27,16+,彰化縣,1
2008,27,16+,宜蘭縣,1
2008,27,16+,新北市,2
2008,27,16+,花蓮縣,1
2008,27,16+,高雄市,3
2008,27,16+,台北市,5
2008,27,16+,台中市,2
2008,27,16+,基隆市,1
2008,27,4-6,嘉義市,2
2008,27,4-6,嘉義縣,4
2008,27,4-6,桃園市,61
2008,27,4-6,屏東縣,8
2008,27,4-6,南投縣,3
2008,27,4-6,彰化縣,31
2008,27,4-6,澎湖縣,4
2008,27,4-6,宜蘭縣,2
2008,27,4-6,新北市,35
2008,27,4-6,新竹市,24
2008,27,4-6,新竹縣,2
2008,27,4-6,花蓮縣,4
2008,27,4-6,苗栗縣,5
2008,27,4-6,高雄市,61
2008,27,4-6,台北市,66
2008,27,4-6,台中市,53
2008,27,4-6,台南市,45
2008,27,4-6,台東縣,2
2008,27,4-6,雲林縣,6
2008,27,4-6,基隆市,7
2008,27,7-15,嘉義市,3
2008,27,7-15,嘉義縣,2
2008,27,7-15,桃園市,18
2008,27,7-15,屏東縣,7
2008,27,7-15,南投縣,1
2008,27,7-15,彰化縣,2
2008,27,7-15,澎湖縣,2
2008,27,7-15,宜蘭縣,1
2008,27,7-15,新北市,14
2008,27,7-15,新竹市,7
2008,27,7-15,新竹縣,5
2008,27,7-15,花蓮縣,2
2008,27,7-15,苗栗縣,2
2008,27,7-15,高雄市,25
2008,27,7-15,台北市,23
2008,27,7-15,台中市,14
2008,27,7-15,台南市,13
2008,27,7-15,台東縣,2
2008,27,7-15,雲林縣,2
2008,27,7-15,基隆市,2
2008,28,0,嘉義市,3
2008,28,0,嘉義縣,2
2008,28,0,桃園市,12
2008,28,0,屏東縣,8
2008,28,0,彰化縣,9
2008,28,0,宜蘭縣,1
2008,28,0,新北市,10
2008,28,0,新竹市,13
2008,28,0,花蓮縣,3
2008,28,0,苗栗縣,2
2008,28,0,高雄市,16
2008,28,0,台北市,24
2008,28,0,台中市,24
2008,28,0,台南市,8
2008,28,0,台東縣,3
2008,28,0,基隆市,2
2008,28,1-3,嘉義市,12
2008,28,1-3,嘉義縣,13
2008,28,1-3,桃園市,72
2008,28,1-3,屏東縣,10
2008,28,1-3,南投縣,12
2008,28,1-3,彰化縣,38
2008,28,1-3,澎湖縣,2
2008,28,1-3,宜蘭縣,6
2008,28,1-3,新北市,54
2008,28,1-3,新竹市,38
2008,28,1-3,新竹縣,5
2008,28,1-3,花蓮縣,17
2008,28,1-3,金門縣,3
2008,28,1-3,苗栗縣,9
2008,28,1-3,高雄市,74
2008,28,1-3,台北市,98
2008,28,1-3,台中市,118
2008,28,1-3,台南市,64
2008,28,1-3,台東縣,13
2008,28,1-3,雲林縣,12
2008,28,1-3,基隆市,22
2008,28,16+,嘉義縣,1
2008,28,16+,新北市,1
2008,28,16+,高雄市,3
2008,28,16+,台北市,2
2008,28,16+,台中市,1
2008,28,16+,台南市,1
2008,28,4-6,嘉義市,5
2008,28,4-6,嘉義縣,6
2008,28,4-6,桃園市,23
2008,28,4-6,屏東縣,5
2008,28,4-6,南投縣,11
2008,28,4-6,彰化縣,16
2008,28,4-6,澎湖縣,1
2008,28,4-6,宜蘭縣,1
2008,28,4-6,新北市,24
2008,28,4-6,新竹市,11
2008,28,4-6,新竹縣,3
2008,28,4-6,花蓮縣,4
2008,28,4-6,苗栗縣,1
2008,28,4-6,高雄市,21
2008,28,4-6,台北市,36
2008,28,4-6,台中市,27
2008,28,4-6,台南市,20
2008,28,4-6,雲林縣,8
2008,28,4-6,基隆市,5
2008,28,7-15,嘉義市,2
2008,28,7-15,嘉義縣,1
2008,28,7-15,桃園市,12
2008,28,7-15,屏東縣,2
2008,28,7-15,南投縣,1
2008,28,7-15,彰化縣,4
2008,28,7-15,澎湖縣,1
2008,28,7-15,宜蘭縣,2
2008,28,7-15,新北市,11
2008,28,7-15,新竹市,2
2008,28,7-15,新竹縣,2
2008,28,7-15,苗栗縣,1
2008,28,7-15,高雄市,6
2008,28,7-15,台北市,11
2008,28,7-15,台中市,9
2008,28,7-15,台南市,5
2008,28,7-15,台東縣,2
2008,28,7-15,雲林縣,1
2008,28,7-15,基隆市,3
2008,29,0,嘉義市,3
2008,29,0,嘉義縣,1
2008,29,0,桃園市,8
2008,29,0,屏東縣,3
2008,29,0,彰化縣,4
2008,29,0,澎湖縣,1
2008,29,0,宜蘭縣,1
2008,29,0,新北市,2
2008,29,0,新竹市,7
2008,29,0,花蓮縣,3
2008,29,0,苗栗縣,2
2008,29,0,高雄市,7
2008,29,0,台北市,6
2008,29,0,台中市,19
2008,29,0,台南市,7
2008,29,0,雲林縣,2
2008,29,0,基隆市,2
2008,29,1-3,嘉義市,10
2008,29,1-3,嘉義縣,4
2008,29,1-3,桃園市,79
2008,29,1-3,屏東縣,5
2008,29,1-3,南投縣,18
2008,29,1-3,彰化縣,37
2008,29,1-3,澎湖縣,2
2008,29,1-3,宜蘭縣,8
2008,29,1-3,新北市,48
2008,29,1-3,新竹市,17
2008,29,1-3,新竹縣,5
2008,29,1-3,花蓮縣,10
2008,29,1-3,苗栗縣,4
2008,29,1-3,高雄市,58
2008,29,1-3,台北市,64
2008,29,1-3,台中市,86
2008,29,1-3,台南市,52
2008,29,1-3,台東縣,6
2008,29,1-3,雲林縣,11
2008,29,1-3,基隆市,13
2008,29,16+,嘉義縣,1
2008,29,16+,新北市,1
2008,29,16+,高雄市,1
2008,29,16+,台中市,2
2008,29,16+,台南市,1
2008,29,4-6,嘉義縣,3
2008,29,4-6,桃園市,14
2008,29,4-6,屏東縣,7
2008,29,4-6,南投縣,3
2008,29,4-6,彰化縣,7
2008,29,4-6,澎湖縣,2
2008,29,4-6,宜蘭縣,4
2008,29,4-6,新北市,19
2008,29,4-6,新竹市,2
2008,29,4-6,新竹縣,1
2008,29,4-6,花蓮縣,5
2008,29,4-6,苗栗縣,4
2008,29,4-6,高雄市,15
2008,29,4-6,台北市,14
2008,29,4-6,台中市,19
2008,29,4-6,台南市,18
2008,29,4-6,台東縣,2
2008,29,4-6,雲林縣,2
2008,29,4-6,基隆市,6
2008,29,7-15,嘉義市,4
2008,29,7-15,嘉義縣,2
2008,29,7-15,桃園市,9
2008,29,7-15,南投縣,1
2008,29,7-15,彰化縣,4
2008,29,7-15,澎湖縣,2
2008,29,7-15,宜蘭縣,1
2008,29,7-15,新北市,5
2008,29,7-15,新竹市,1
2008,29,7-15,新竹縣,1
2008,29,7-15,高雄市,7
2008,29,7-15,台北市,3
2008,29,7-15,台中市,9
2008,29,7-15,台南市,7
2008,29,7-15,雲林縣,2
2008,30,0,嘉義市,1
2008,30,0,桃園市,15
2008,30,0,彰化縣,10
2008,30,0,宜蘭縣,1
2008,30,0,新北市,4
2008,30,0,新竹市,7
2008,30,0,花蓮縣,1
2008,30,0,苗栗縣,1
2008,30,0,高雄市,14
2008,30,0,台北市,11
2008,30,0,台中市,21
2008,30,0,台南市,7
2008,30,0,基隆市,1
2008,30,1-3,嘉義市,7
2008,30,1-3,嘉義縣,4
2008,30,1-3,桃園市,42
2008,30,1-3,屏東縣,6
2008,30,1-3,南投縣,11
2008,30,1-3,彰化縣,23
2008,30,1-3,澎湖縣,2
2008,30,1-3,宜蘭縣,8
2008,30,1-3,新北市,30
2008,30,1-3,新竹市,15
2008,30,1-3,新竹縣,1
2008,30,1-3,花蓮縣,4
2008,30,1-3,金門縣,1
2008,30,1-3,苗栗縣,6
2008,30,1-3,高雄市,73
2008,30,1-3,台北市,42
2008,30,1-3,台中市,53
2008,30,1-3,台南市,31
2008,30,1-3,台東縣,2
2008,30,1-3,雲林縣,3
2008,30,1-3,基隆市,10
2008,30,16+,桃園市,1
2008,30,16+,新北市,1
2008,30,16+,高雄市,2
2008,30,16+,台北市,3
2008,30,4-6,嘉義市,5
2008,30,4-6,桃園市,13
2008,30,4-6,屏東縣,3
2008,30,4-6,南投縣,2
2008,30,4-6,彰化縣,8
2008,30,4-6,宜蘭縣,3
2008,30,4-6,新北市,5
2008,30,4-6,新竹市,2
2008,30,4-6,新竹縣,1
2008,30,4-6,花蓮縣,2
2008,30,4-6,苗栗縣,7
2008,30,4-6,高雄市,13
2008,30,4-6,台北市,6
2008,30,4-6,台中市,17
2008,30,4-6,台南市,8
2008,30,4-6,台東縣,1
2008,30,4-6,雲林縣,1
2008,30,4-6,基隆市,1
2008,30,7-15,嘉義市,1
2008,30,7-15,桃園市,4
2008,30,7-15,南投縣,1
2008,30,7-15,新北市,5
2008,30,7-15,苗栗縣,2
2008,30,7-15,高雄市,3
2008,30,7-15,台北市,4
2008,30,7-15,台中市,1
2008,30,7-15,台南市,2
2008,30,7-15,雲林縣,2
2008,30,7-15,基隆市,1
2008,31,0,嘉義市,4
2008,31,0,桃園市,1
2008,31,0,屏東縣,1
2008,31,0,彰化縣,6
2008,31,0,澎湖縣,1
2008,31,0,宜蘭縣,3
2008,31,0,新北市,6
2008,31,0,新竹市,7
2008,31,0,花蓮縣,1
2008,31,0,高雄市,6
2008,31,0,台北市,12
2008,31,0,台中市,7
2008,31,0,台南市,5
2008,31,0,基隆市,2
2008,31,1-3,嘉義市,3
2008,31,1-3,嘉義縣,1
2008,31,1-3,桃園市,38
2008,31,1-3,屏東縣,7
2008,31,1-3,南投縣,10
2008,31,1-3,彰化縣,23
2008,31,1-3,澎湖縣,1
2008,31,1-3,宜蘭縣,4
2008,31,1-3,新北市,12
2008,31,1-3,新竹市,15
2008,31,1-3,花蓮縣,3
2008,31,1-3,苗栗縣,3
2008,31,1-3,高雄市,43
2008,31,1-3,台北市,31
2008,31,1-3,台中市,45
2008,31,1-3,台南市,32
2008,31,1-3,台東縣,1
2008,31,1-3,雲林縣,3
2008,31,1-3,基隆市,12
2008,31,16+,彰化縣,1
2008,31,16+,新北市,1
2008,31,16+,苗栗縣,1
2008,31,16+,台南市,1
2008,31,4-6,嘉義市,2
2008,31,4-6,桃園市,4
2008,31,4-6,南投縣,1
2008,31,4-6,彰化縣,7
2008,31,4-6,澎湖縣,1
2008,31,4-6,宜蘭縣,1
2008,31,4-6,新北市,5
2008,31,4-6,新竹市,7
2008,31,4-6,花蓮縣,1
2008,31,4-6,苗栗縣,2
2008,31,4-6,高雄市,13
2008,31,4-6,台北市,10
2008,31,4-6,台中市,10
2008,31,4-6,台南市,9
2008,31,4-6,台東縣,1
2008,31,4-6,雲林縣,1
2008,31,7-15,嘉義市,1
2008,31,7-15,桃園市,4
2008,31,7-15,新北市,1
2008,31,7-15,苗栗縣,1
2008,31,7-15,高雄市,1
2008,31,7-15,台北市,3
2008,31,7-15,台中市,4
2008,31,7-15,台南市,2
2008,32,0,嘉義市,2
2008,32,0,嘉義縣,1
2008,32,0,桃園市,5
2008,32,0,屏東縣,1
2008,32,0,彰化縣,6
2008,32,0,澎湖縣,1
2008,32,0,宜蘭縣,1
2008,32,0,新北市,6
2008,32,0,新竹市,3
2008,32,0,花蓮縣,1
2008,32,0,金門縣,1
2008,32,0,高雄市,4
2008,32,0,台北市,4
2008,32,0,台中市,6
2008,32,0,台南市,2
2008,32,0,台東縣,1
2008,32,0,雲林縣,2
2008,32,0,基隆市,1
2008,32,1-3,嘉義市,3
2008,32,1-3,嘉義縣,1
2008,32,1-3,桃園市,17
2008,32,1-3,屏東縣,6
2008,32,1-3,南投縣,4
2008,32,1-3,彰化縣,19
2008,32,1-3,宜蘭縣,4
2008,32,1-3,新北市,17
2008,32,1-3,新竹市,10
2008,32,1-3,新竹縣,1
2008,32,1-3,苗栗縣,3
2008,32,1-3,高雄市,31
2008,32,1-3,台北市,27
2008,32,1-3,台中市,23
2008,32,1-3,台南市,21
2008,32,1-3,台東縣,3
2008,32,1-3,雲林縣,6
2008,32,1-3,基隆市,7
2008,32,16+,新竹縣,1
2008,32,16+,台北市,1
2008,32,4-6,嘉義市,1
2008,32,4-6,嘉義縣,2
2008,32,4-6,桃園市,1
2008,32,4-6,南投縣,1
2008,32,4-6,彰化縣,2
2008,32,4-6,澎湖縣,1
2008,32,4-6,新北市,3
2008,32,4-6,新竹市,4
2008,32,4-6,新竹縣,1
2008,32,4-6,花蓮縣,2
2008,32,4-6,苗栗縣,2
2008,32,4-6,高雄市,6
2008,32,4-6,台北市,7
2008,32,4-6,台中市,4
2008,32,4-6,台南市,7
2008,32,4-6,基隆市,1
2008,32,7-15,桃園市,6
2008,32,7-15,屏東縣,1
2008,32,7-15,南投縣,1
2008,32,7-15,彰化縣,1
2008,32,7-15,新北市,3
2008,32,7-15,高雄市,3
2008,32,7-15,台北市,5
2008,32,7-15,台中市,1
2008,32,7-15,台南市,1
2008,32,7-15,雲林縣,1
2008,32,7-15,基隆市,1
2008,33,0,嘉義市,2
2008,33,0,嘉義縣,3
2008,33,0,桃園市,5
2008,33,0,屏東縣,2
2008,33,0,南投縣,2
2008,33,0,彰化縣,2
2008,33,0,澎湖縣,1
2008,33,0,宜蘭縣,1
2008,33,0,新北市,8
2008,33,0,新竹市,3
2008,33,0,高雄市,8
2008,33,0,台北市,4
2008,33,0,台中市,12
2008,33,0,台南市,6
2008,33,0,台東縣,1
2008,33,0,基隆市,1
2008,33,1-3,嘉義市,6
2008,33,1-3,嘉義縣,2
2008,33,1-3,桃園市,21
2008,33,1-3,屏東縣,7
2008,33,1-3,南投縣,4
2008,33,1-3,彰化縣,17
2008,33,1-3,澎湖縣,2
2008,33,1-3,宜蘭縣,1
2008,33,1-3,新北市,13
2008,33,1-3,新竹市,4
2008,33,1-3,新竹縣,1
2008,33,1-3,花蓮縣,4
2008,33,1-3,苗栗縣,3
2008,33,1-3,高雄市,18
2008,33,1-3,台北市,14
2008,33,1-3,台中市,37
2008,33,1-3,台南市,18
2008,33,1-3,台東縣,2
2008,33,1-3,雲林縣,1
2008,33,1-3,基隆市,4
