確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
006,2022,30,高雄市,岡山區,F,1,20~24,1,64000,64000190
006,2022,30,新北市,三重區,M,0,40~44,1,65000,65000020
006,2022,31,高雄市,仁武區,M,1,20~24,1,64000,64000170
006,2022,31,新北市,五股區,F,0,60~64,1,65000,65000150
006,2022,32,台中市,潭子區,F,1,25~29,1,66000,66000170
006,2022,32,台南市,永康區,M,0,40~44,1,67000,67000310
006,2022,32,桃園市,蘆竹區,,1,20~24,1,68000,68000050
006,2022,33,屏東縣,萬丹鄉,M,1,30~34,1,10013,10013050
006,2022,33,高雄市,仁武區,M,1,25~29,1,64000,64000170
006,2022,33,新北市,中和區,M,0,45~49,1,65000,65000030
006,2022,34,台中市,大里區,M,0,25~29,1,66000,66000280
006,2022,34,台中市,大雅區,M,1,30~34,1,66000,66000180
006,2022,36,屏東縣,屏東市,F,0,35~39,1,10013,10013010
006,2022,36,高雄市,鳳山區,M,0,45~49,1,64000,64000120
006,2022,36,新北市,土城區,F,1,25~29,1,65000,65000130
006,2022,36,新北市,板橋區,M,0,25~29,1,65000,65000010
006,2022,36,新北市,板橋區,M,0,45~49,1,65000,65000010
006,2022,36,台中市,神岡區,M,0,25~29,1,66000,66000160
006,2022,36,台南市,南區,M,0,25~29,1,67000,67000330
006,2022,37,彰化縣,花壇鄉,F,1,40~44,1,10007,10007080
006,2022,37,嘉義縣,朴子市,F,1,25~29,1,10010,10010020
006,2022,37,新北市,三重區,M,0,55~59,1,65000,65000020
006,2022,37,新北市,中和區,M,0,30~34,1,65000,65000030
006,2022,37,新北市,萬里區,M,1,30~34,1,65000,65000280
