年,週,就診類別,年齡別,縣市,腹瀉健保就診人次,健保就診總人次,縣市別代碼
2020,47,門診,65+,台北市,1731,199208,63000
2020,47,門診,65+,高雄市,2108,168538,64000
2020,47,門診,65+,新北市,2634,163804,65000
2020,47,門診,65+,台中市,1819,146624,66000
2020,47,門診,65+,台南市,1156,98844,67000
2020,47,門診,65+,桃園市,958,69980,68000
2020,47,門診,7~12,連江縣,1,52,09007
2020,47,門診,7~12,金門縣,37,755,09020
2020,47,門診,7~12,宜蘭縣,141,2987,10002
2020,47,門診,7~12,新竹縣,190,4530,10004
2020,47,門診,7~12,苗栗縣,178,3602,10005
2020,47,門診,7~12,彰化縣,393,10401,10007
2020,47,門診,7~12,南投縣,175,3784,10008
2020,47,門診,7~12,雲林縣,193,4640,10009
2020,47,門診,7~12,嘉義縣,101,2141,10010
2020,47,門診,7~12,屏東縣,268,5984,10013
2020,47,門診,7~12,台東縣,40,1229,10014
2020,47,門診,7~12,花蓮縣,72,2220,10015
2020,47,門診,7~12,澎湖縣,17,811,10016
2020,47,門診,7~12,基隆市,109,2369,10017
2020,47,門診,7~12,新竹市,228,5385,10018
2020,47,門診,7~12,嘉義市,167,3549,10020
2020,47,門診,7~12,台北市,604,19596,63000
2020,47,門診,7~12,高雄市,889,22125,64000
2020,47,門診,7~12,新北市,1548,31584,65000
2020,47,門診,7~12,台中市,958,24768,66000
2020,47,門診,7~12,台南市,638,14648,67000
2020,47,門診,7~12,桃園市,706,16838,68000
2020,48,住院,0~2,金門縣,0,1,09020
2020,48,住院,0~2,宜蘭縣,5,53,10002
2020,48,住院,0~2,新竹縣,8,34,10004
2020,48,住院,0~2,苗栗縣,0,12,10005
2020,48,住院,0~2,彰化縣,20,159,10007
2020,48,住院,0~2,南投縣,7,32,10008
2020,48,住院,0~2,雲林縣,3,20,10009
2020,48,住院,0~2,嘉義縣,5,33,10010
2020,48,住院,0~2,屏東縣,14,70,10013
2020,48,住院,0~2,台東縣,0,3,10014
2020,48,住院,0~2,花蓮縣,0,30,10015
2020,48,住院,0~2,基隆市,2,37,10017
2020,48,住院,0~2,新竹市,6,32,10018
2020,48,住院,0~2,嘉義市,0,15,10020
2020,48,住院,0~2,台北市,14,182,63000
2020,48,住院,0~2,高雄市,8,138,64000
2020,48,住院,0~2,新北市,8,89,65000
2020,48,住院,0~2,台中市,30,257,66000
2020,48,住院,0~2,台南市,2,34,67000
2020,48,住院,0~2,桃園市,18,170,68000
2020,48,住院,13~15,金門縣,0,1,09020
2020,48,住院,13~15,宜蘭縣,3,6,10002
2020,48,住院,13~15,新竹縣,0,3,10004
2020,48,住院,13~15,苗栗縣,3,7,10005
2020,48,住院,13~15,彰化縣,2,16,10007
2020,48,住院,13~15,南投縣,1,3,10008
2020,48,住院,13~15,雲林縣,0,3,10009
2020,48,住院,13~15,嘉義縣,0,7,10010
2020,48,住院,13~15,屏東縣,0,5,10013
2020,48,住院,13~15,花蓮縣,0,12,10015
2020,48,住院,13~15,基隆市,1,4,10017
2020,48,住院,13~15,新竹市,1,4,10018
2020,48,住院,13~15,嘉義市,0,1,10020
2020,48,住院,13~15,台北市,0,36,63000
2020,48,住院,13~15,高雄市,1,25,64000
2020,48,住院,13~15,新北市,1,4,65000
2020,48,住院,13~15,台中市,3,54,66000
2020,48,住院,13~15,台南市,0,5,67000
2020,48,住院,13~15,桃園市,3,26,68000
2020,48,住院,16~18,宜蘭縣,0,11,10002
2020,48,住院,16~18,新竹縣,0,5,10004
2020,48,住院,16~18,苗栗縣,0,8,10005
2020,48,住院,16~18,彰化縣,1,22,10007
2020,48,住院,16~18,南投縣,0,4,10008
2020,48,住院,16~18,雲林縣,0,3,10009
2020,48,住院,16~18,嘉義縣,0,7,10010
2020,48,住院,16~18,屏東縣,0,9,10013
2020,48,住院,16~18,花蓮縣,0,12,10015
2020,48,住院,16~18,基隆市,1,5,10017
2020,48,住院,16~18,新竹市,0,4,10018
2020,48,住院,16~18,嘉義市,0,4,10020
2020,48,住院,16~18,台北市,2,59,63000
2020,48,住院,16~18,高雄市,0,35,64000
2020,48,住院,16~18,新北市,3,27,65000
2020,48,住院,16~18,台中市,5,70,66000
2020,48,住院,16~18,台南市,0,9,67000
2020,48,住院,16~18,桃園市,3,32,68000
2020,48,住院,19~24,金門縣,0,1,09020
2020,48,住院,19~24,宜蘭縣,2,19,10002
2020,48,住院,19~24,新竹縣,0,30,10004
2020,48,住院,19~24,苗栗縣,1,19,10005
2020,48,住院,19~24,彰化縣,5,60,10007
2020,48,住院,19~24,南投縣,0,16,10008
2020,48,住院,19~24,雲林縣,0,25,10009
2020,48,住院,19~24,嘉義縣,1,16,10010
2020,48,住院,19~24,屏東縣,0,27,10013
2020,48,住院,19~24,台東縣,0,5,10014
2020,48,住院,19~24,花蓮縣,1,15,10015
2020,48,住院,19~24,澎湖縣,0,1,10016
2020,48,住院,19~24,基隆市,0,7,10017
2020,48,住院,19~24,新竹市,1,18,10018
2020,48,住院,19~24,嘉義市,0,15,10020
2020,48,住院,19~24,台北市,3,186,63000
2020,48,住院,19~24,高雄市,6,148,64000
2020,48,住院,19~24,新北市,6,77,65000
2020,48,住院,19~24,台中市,7,231,66000
2020,48,住院,19~24,台南市,1,46,67000
2020,48,住院,19~24,桃園市,3,139,68000
2020,48,住院,25~64,連江縣,0,3,09007
2020,48,住院,25~64,金門縣,0,50,09020
2020,48,住院,25~64,宜蘭縣,13,532,10002
2020,48,住院,25~64,新竹縣,6,401,10004
2020,48,住院,25~64,苗栗縣,3,263,10005
2020,48,住院,25~64,彰化縣,31,1324,10007
2020,48,住院,25~64,南投縣,6,181,10008
2020,48,住院,25~64,雲林縣,7,391,10009
2020,48,住院,25~64,嘉義縣,3,602,10010
2020,48,住院,25~64,屏東縣,6,465,10013
2020,48,住院,25~64,台東縣,0,53,10014
2020,48,住院,25~64,花蓮縣,2,458,10015
2020,48,住院,25~64,澎湖縣,0,25,10016
2020,48,住院,25~64,基隆市,7,364,10017
2020,48,住院,25~64,新竹市,2,239,10018
2020,48,住院,25~64,嘉義市,2,360,10020
2020,48,住院,25~64,台北市,31,4693,63000
2020,48,住院,25~64,高雄市,17,2686,64000
2020,48,住院,25~64,新北市,33,1445,65000
2020,48,住院,25~64,台中市,55,3599,66000
2020,48,住院,25~64,台南市,3,1299,67000
2020,48,住院,25~64,桃園市,14,2377,68000
2020,48,住院,3~6,金門縣,0,1,09020
2020,48,住院,3~6,宜蘭縣,2,33,10002
2020,48,住院,3~6,新竹縣,3,15,10004
2020,48,住院,3~6,苗栗縣,4,10,10005
2020,48,住院,3~6,彰化縣,11,88,10007
2020,48,住院,3~6,南投縣,0,27,10008
2020,48,住院,3~6,雲林縣,3,12,10009
2020,48,住院,3~6,嘉義縣,3,23,10010
2020,48,住院,3~6,屏東縣,3,38,10013
2020,48,住院,3~6,台東縣,0,2,10014
2020,48,住院,3~6,花蓮縣,1,16,10015
2020,48,住院,3~6,基隆市,2,17,10017
2020,48,住院,3~6,新竹市,2,16,10018
2020,48,住院,3~6,嘉義市,1,14,10020
2020,48,住院,3~6,台北市,11,143,63000
2020,48,住院,3~6,高雄市,6,91,64000
2020,48,住院,3~6,新北市,6,54,65000
2020,48,住院,3~6,台中市,18,149,66000
2020,48,住院,3~6,台南市,2,16,67000
2020,48,住院,3~6,桃園市,13,84,68000
2020,48,住院,65+,連江縣,0,2,09007
2020,48,住院,65+,金門縣,0,24,09020
2020,48,住院,65+,宜蘭縣,2,349,10002
2020,48,住院,65+,新竹縣,5,242,10004
2020,48,住院,65+,苗栗縣,5,231,10005
2020,48,住院,65+,彰化縣,25,1204,10007
2020,48,住院,65+,南投縣,3,201,10008
2020,48,住院,65+,雲林縣,8,415,10009
2020,48,住院,65+,嘉義縣,3,550,10010
2020,48,住院,65+,屏東縣,9,448,10013
2020,48,住院,65+,台東縣,1,36,10014
2020,48,住院,65+,花蓮縣,2,335,10015
2020,48,住院,65+,澎湖縣,0,12,10016
2020,48,住院,65+,基隆市,0,294,10017
2020,48,住院,65+,新竹市,7,175,10018
2020,48,住院,65+,嘉義市,0,275,10020
2020,48,住院,65+,台北市,35,3414,63000
2020,48,住院,65+,高雄市,8,1715,64000
2020,48,住院,65+,新北市,12,1129,65000
2020,48,住院,65+,台中市,25,2339,66000
2020,48,住院,65+,台南市,3,794,67000
2020,48,住院,65+,桃園市,11,1468,68000
2020,48,住院,7~12,金門縣,0,1,09020
2020,48,住院,7~12,宜蘭縣,5,15,10002
2020,48,住院,7~12,新竹縣,0,10,10004
2020,48,住院,7~12,苗栗縣,1,9,10005
2020,48,住院,7~12,彰化縣,2,37,10007
2020,48,住院,7~12,南投縣,0,4,10008
2020,48,住院,7~12,雲林縣,0,3,10009
2020,48,住院,7~12,嘉義縣,0,10,10010
2020,48,住院,7~12,屏東縣,1,11,10013
2020,48,住院,7~12,台東縣,0,2,10014
2020,48,住院,7~12,花蓮縣,0,10,10015
2020,48,住院,7~12,澎湖縣,0,1,10016
2020,48,住院,7~12,基隆市,0,7,10017
2020,48,住院,7~12,新竹市,0,10,10018
2020,48,住院,7~12,嘉義市,0,4,10020
2020,48,住院,7~12,台北市,4,102,63000
2020,48,住院,7~12,高雄市,0,34,64000
2020,48,住院,7~12,新北市,1,15,65000
2020,48,住院,7~12,台中市,5,74,66000
2020,48,住院,7~12,台南市,0,10,67000
2020,48,住院,7~12,桃園市,3,48,68000
2020,48,門診,0~2,連江縣,0,28,09007
2020,48,門診,0~2,金門縣,41,594,09020
2020,48,門診,0~2,宜蘭縣,174,2431,10002
2020,48,門診,0~2,新竹縣,311,4006,10004
2020,48,門診,0~2,苗栗縣,225,2879,10005
2020,48,門診,0~2,彰化縣,595,8419,10007
2020,48,門診,0~2,南投縣,218,3505,10008
2020,48,門診,0~2,雲林縣,238,3809,10009
2020,48,門診,0~2,嘉義縣,98,1420,10010
2020,48,門診,0~2,屏東縣,421,5174,10013
2020,48,門診,0~2,台東縣,46,913,10014
2020,48,門診,0~2,花蓮縣,99,1948,10015
2020,48,門診,0~2,澎湖縣,40,469,10016
2020,48,門診,0~2,基隆市,127,1736,10017
2020,48,門診,0~2,新竹市,394,4798,10018
2020,48,門診,0~2,嘉義市,293,2409,10020
2020,48,門診,0~2,台北市,813,13856,63000
2020,48,門診,0~2,高雄市,1335,17068,64000
2020,48,門診,0~2,新北市,1988,25914,65000
2020,48,門診,0~2,台中市,1705,22761,66000
2020,48,門診,0~2,台南市,1011,12125,67000
2020,48,門診,0~2,桃園市,1079,13999,68000
2020,48,門診,13~15,連江縣,0,22,09007
2020,48,門診,13~15,金門縣,10,380,09020
2020,48,門診,13~15,宜蘭縣,74,1286,10002
2020,48,門診,13~15,新竹縣,55,1482,10004
2020,48,門診,13~15,苗栗縣,73,1644,10005
2020,48,門診,13~15,彰化縣,178,4457,10007
2020,48,門診,13~15,南投縣,70,1471,10008
2020,48,門診,13~15,雲林縣,75,2059,10009
2020,48,門診,13~15,嘉義縣,58,1077,10010
2020,48,門診,13~15,屏東縣,119,2613,10013
2020,48,門診,13~15,台東縣,7,533,10014
2020,48,門診,13~15,花蓮縣,50,1126,10015
2020,48,門診,13~15,澎湖縣,5,459,10016
2020,48,門診,13~15,基隆市,47,989,10017
2020,48,門診,13~15,新竹市,89,1837,10018
2020,48,門診,13~15,嘉義市,77,1649,10020
2020,48,門診,13~15,台北市,280,7435,63000
2020,48,門診,13~15,高雄市,245,8625,64000
2020,48,門診,13~15,新北市,709,12633,65000
2020,48,門診,13~15,台中市,447,10059,66000
2020,48,門診,13~15,台南市,213,5418,67000
2020,48,門診,13~15,桃園市,325,6566,68000
2020,48,門診,16~18,連江縣,3,19,09007
2020,48,門診,16~18,金門縣,8,325,09020
2020,48,門診,16~18,宜蘭縣,72,1358,10002
2020,48,門診,16~18,新竹縣,78,1373,10004
2020,48,門診,16~18,苗栗縣,49,1409,10005
2020,48,門診,16~18,彰化縣,182,4400,10007
2020,48,門診,16~18,南投縣,55,1355,10008
2020,48,門診,16~18,雲林縣,83,2075,10009
2020,48,門診,16~18,嘉義縣,66,1172,10010
2020,48,門診,16~18,屏東縣,128,2456,10013
2020,48,門診,16~18,台東縣,7,448,10014
2020,48,門診,16~18,花蓮縣,38,989,10015
2020,48,門診,16~18,澎湖縣,12,444,10016
2020,48,門診,16~18,基隆市,58,1055,10017
2020,48,門診,16~18,新竹市,74,1816,10018
2020,48,門診,16~18,嘉義市,88,1740,10020
2020,48,門診,16~18,台北市,378,8643,63000
2020,48,門診,16~18,高雄市,380,9083,64000
2020,48,門診,16~18,新北市,797,13620,65000
2020,48,門診,16~18,台中市,524,10980,66000
2020,48,門診,16~18,台南市,268,5822,67000
2020,48,門診,16~18,桃園市,385,6709,68000
2020,48,門診,19~24,連江縣,1,88,09007
2020,48,門診,19~24,金門縣,13,747,09020
2020,48,門診,19~24,宜蘭縣,89,2378,10002
2020,48,門診,19~24,新竹縣,115,2656,10004
2020,48,門診,19~24,苗栗縣,103,2503,10005
2020,48,門診,19~24,彰化縣,271,8181,10007
2020,48,門診,19~24,南投縣,92,2649,10008
2020,48,門診,19~24,雲林縣,171,4527,10009
2020,48,門診,19~24,嘉義縣,95,2361,10010
2020,48,門診,19~24,屏東縣,191,5258,10013
2020,48,門診,19~24,台東縣,16,950,10014
2020,48,門診,19~24,花蓮縣,60,2619,10015
2020,48,門診,19~24,澎湖縣,13,890,10016
2020,48,門診,19~24,基隆市,83,2269,10017
2020,48,門診,19~24,新竹市,136,4595,10018
2020,48,門診,19~24,嘉義市,120,3339,10020
2020,48,門診,19~24,台北市,822,24787,63000
2020,48,門診,19~24,高雄市,811,24130,64000
2020,48,門診,19~24,新北市,1442,29405,65000
2020,48,門診,19~24,台中市,1092,29936,66000
2020,48,門診,19~24,台南市,615,14219,67000
2020,48,門診,19~24,桃園市,642,14351,68000
2020,48,門診,25~64,連江縣,11,749,09007
2020,48,門診,25~64,金門縣,88,7928,09020
2020,48,門診,25~64,宜蘭縣,653,37278,10002
2020,48,門診,25~64,新竹縣,1038,40553,10004
2020,48,門診,25~64,苗栗縣,853,38592,10005
2020,48,門診,25~64,彰化縣,2330,117195,10007
2020,48,門診,25~64,南投縣,780,42340,10008
2020,48,門診,25~64,雲林縣,1192,59055,10009
2020,48,門診,25~64,嘉義縣,747,28368,10010
2020,48,門診,25~64,屏東縣,1429,70828,10013
2020,48,門診,25~64,台東縣,241,16643,10014
2020,48,門診,25~64,花蓮縣,401,31851,10015
2020,48,門診,25~64,澎湖縣,150,13303,10016
2020,48,門診,25~64,基隆市,759,29622,10017
2020,48,門診,25~64,新竹市,1042,53815,10018
2020,48,門診,25~64,嘉義市,888,43989,10020
2020,48,門診,25~64,台北市,5370,315200,63000
2020,48,門診,25~64,高雄市,6215,299221,64000
2020,48,門診,25~64,新北市,10329,356457,65000
2020,48,門診,25~64,台中市,6997,314689,66000
2020,48,門診,25~64,台南市,3914,178915,67000
2020,48,門診,25~64,桃園市,4383,174525,68000
2020,48,門診,3~6,連江縣,1,57,09007
2020,48,門診,3~6,金門縣,30,876,09020
2020,48,門診,3~6,宜蘭縣,208,3666,10002
2020,48,門診,3~6,新竹縣,332,5861,10004
2020,48,門診,3~6,苗栗縣,282,4775,10005
2020,48,門診,3~6,彰化縣,618,13479,10007
2020,48,門診,3~6,南投縣,217,5474,10008
2020,48,門診,3~6,雲林縣,266,6091,10009
2020,48,門診,3~6,嘉義縣,149,2675,10010
2020,48,門診,3~6,屏東縣,461,8237,10013
2020,48,門診,3~6,台東縣,55,1391,10014
2020,48,門診,3~6,花蓮縣,116,3206,10015
2020,48,門診,3~6,澎湖縣,26,720,10016
2020,48,門診,3~6,基隆市,129,2865,10017
2020,48,門診,3~6,新竹市,378,7093,10018
2020,48,門診,3~6,嘉義市,327,4259,10020
2020,48,門診,3~6,台北市,903,21831,63000
2020,48,門診,3~6,高雄市,1489,28486,64000
2020,48,門診,3~6,新北市,2181,41328,65000
2020,48,門診,3~6,台中市,1940,35007,66000
2020,48,門診,3~6,台南市,1087,18793,67000
2020,48,門診,3~6,桃園市,1176,23151,68000
2020,48,門診,65+,連江縣,6,307,09007
2020,48,門診,65+,金門縣,17,4387,09020
2020,48,門診,65+,宜蘭縣,293,27836,10002
2020,48,門診,65+,新竹縣,264,16887,10004
2020,48,門診,65+,苗栗縣,304,24688,10005
2020,48,門診,65+,彰化縣,821,68384,10007
2020,48,門診,65+,南投縣,317,30071,10008
2020,48,門診,65+,雲林縣,490,41758,10009
2020,48,門診,65+,嘉義縣,397,23434,10010
2020,48,門診,65+,屏東縣,631,51112,10013
2020,48,門診,65+,台東縣,96,12099,10014
2020,48,門診,65+,花蓮縣,166,21271,10015
2020,48,門診,65+,澎湖縣,66,9263,10016
2020,48,門診,65+,基隆市,289,17138,10017
2020,48,門診,65+,新竹市,208,21975,10018
2020,48,門診,65+,嘉義市,266,25041,10020
2020,48,門診,65+,台北市,1734,195082,63000
2020,48,門診,65+,高雄市,2166,166515,64000
2020,48,門診,65+,新北市,2714,160713,65000
2020,48,門診,65+,台中市,1789,148154,66000
2020,48,門診,65+,台南市,1128,97418,67000
2020,48,門診,65+,桃園市,859,66741,68000
2020,48,門診,7~12,連江縣,1,34,09007
2020,48,門診,7~12,金門縣,25,734,09020
2020,48,門診,7~12,宜蘭縣,139,2768,10002
2020,48,門診,7~12,新竹縣,168,4313,10004
2020,48,門診,7~12,苗栗縣,165,3017,10005
2020,48,門診,7~12,彰化縣,404,9363,10007
2020,48,門診,7~12,南投縣,157,3612,10008
2020,48,門診,7~12,雲林縣,179,4471,10009
2020,48,門診,7~12,嘉義縣,113,1985,10010
2020,48,門診,7~12,屏東縣,290,5617,10013
2020,48,門診,7~12,台東縣,22,1184,10014
2020,48,門診,7~12,花蓮縣,66,2293,10015
2020,48,門診,7~12,澎湖縣,22,712,10016
2020,48,門診,7~12,基隆市,76,2247,10017
2020,48,門診,7~12,新竹市,213,5160,10018
2020,48,門診,7~12,嘉義市,194,3337,10020
2020,48,門診,7~12,台北市,601,18895,63000
2020,48,門診,7~12,高雄市,853,20050,64000
2020,48,門診,7~12,新北市,1425,28981,65000
2020,48,門診,7~12,台中市,1008,23327,66000
2020,48,門診,7~12,台南市,580,13281,67000
2020,48,門診,7~12,桃園市,713,15856,68000
2020,49,住院,0~2,金門縣,0,5,09020
2020,49,住院,0~2,宜蘭縣,6,38,10002
2020,49,住院,0~2,新竹縣,2,15,10004
2020,49,住院,0~2,苗栗縣,1,5,10005
2020,49,住院,0~2,彰化縣,22,137,10007
2020,49,住院,0~2,南投縣,1,34,10008
2020,49,住院,0~2,雲林縣,2,11,10009
2020,49,住院,0~2,嘉義縣,6,33,10010
2020,49,住院,0~2,屏東縣,7,54,10013
2020,49,住院,0~2,台東縣,0,4,10014
2020,49,住院,0~2,花蓮縣,1,22,10015
2020,49,住院,0~2,基隆市,2,21,10017
2020,49,住院,0~2,新竹市,5,26,10018
2020,49,住院,0~2,嘉義市,1,16,10020
2020,49,住院,0~2,台北市,22,168,63000
2020,49,住院,0~2,高雄市,4,100,64000
2020,49,住院,0~2,新北市,10,79,65000
2020,49,住院,0~2,台中市,26,212,66000
2020,49,住院,0~2,台南市,1,21,67000
2020,49,住院,0~2,桃園市,15,152,68000
2020,49,住院,13~15,宜蘭縣,1,7,10002
2020,49,住院,13~15,苗栗縣,0,3,10005
2020,49,住院,13~15,彰化縣,0,11,10007
2020,49,住院,13~15,南投縣,0,1,10008
2020,49,住院,13~15,雲林縣,0,6,10009
2020,49,住院,13~15,嘉義縣,1,9,10010
2020,49,住院,13~15,屏東縣,1,6,10013
2020,49,住院,13~15,花蓮縣,0,2,10015
2020,49,住院,13~15,基隆市,0,6,10017
2020,49,住院,13~15,新竹市,1,3,10018
2020,49,住院,13~15,嘉義市,0,5,10020
2020,49,住院,13~15,台北市,2,42,63000
2020,49,住院,13~15,高雄市,0,30,64000
2020,49,住院,13~15,新北市,0,9,65000
2020,49,住院,13~15,台中市,3,38,66000
2020,49,住院,13~15,台南市,0,5,67000
2020,49,住院,13~15,桃園市,0,21,68000
2020,49,住院,16~18,金門縣,0,1,09020
2020,49,住院,16~18,宜蘭縣,0,12,10002
2020,49,住院,16~18,新竹縣,0,3,10004
2020,49,住院,16~18,苗栗縣,0,8,10005
2020,49,住院,16~18,彰化縣,2,28,10007
2020,49,住院,16~18,南投縣,0,5,10008
2020,49,住院,16~18,雲林縣,0,8,10009
2020,49,住院,16~18,嘉義縣,1,12,10010
2020,49,住院,16~18,屏東縣,1,8,10013
2020,49,住院,16~18,台東縣,0,1,10014
2020,49,住院,16~18,花蓮縣,1,7,10015
2020,49,住院,16~18,基隆市,1,6,10017
2020,49,住院,16~18,新竹市,0,3,10018
2020,49,住院,16~18,嘉義市,0,5,10020
2020,49,住院,16~18,台北市,3,46,63000
2020,49,住院,16~18,高雄市,3,32,64000
2020,49,住院,16~18,新北市,3,24,65000
2020,49,住院,16~18,台中市,2,39,66000
2020,49,住院,16~18,台南市,0,6,67000
2020,49,住院,16~18,桃園市,1,35,68000
2020,49,住院,19~24,連江縣,0,2,09007
2020,49,住院,19~24,金門縣,0,6,09020
2020,49,住院,19~24,宜蘭縣,0,34,10002
2020,49,住院,19~24,新竹縣,1,32,10004
2020,49,住院,19~24,苗栗縣,1,18,10005
2020,49,住院,19~24,彰化縣,4,64,10007
2020,49,住院,19~24,南投縣,0,14,10008
2020,49,住院,19~24,雲林縣,1,25,10009
2020,49,住院,19~24,嘉義縣,0,20,10010
2020,49,住院,19~24,屏東縣,0,30,10013
2020,49,住院,19~24,台東縣,0,5,10014
2020,49,住院,19~24,花蓮縣,0,26,10015
2020,49,住院,19~24,基隆市,0,18,10017
2020,49,住院,19~24,新竹市,2,13,10018
2020,49,住院,19~24,嘉義市,1,16,10020
2020,49,住院,19~24,台北市,6,192,63000
2020,49,住院,19~24,高雄市,3,143,64000
2020,49,住院,19~24,新北市,5,76,65000
2020,49,住院,19~24,台中市,16,227,66000
2020,49,住院,19~24,台南市,0,56,67000
2020,49,住院,19~24,桃園市,2,124,68000
2020,49,住院,25~64,金門縣,1,35,09020
2020,49,住院,25~64,宜蘭縣,8,483,10002
2020,49,住院,25~64,新竹縣,9,385,10004
2020,49,住院,25~64,苗栗縣,3,228,10005
2020,49,住院,25~64,彰化縣,20,1415,10007
2020,49,住院,25~64,南投縣,11,217,10008
2020,49,住院,25~64,雲林縣,4,431,10009
2020,49,住院,25~64,嘉義縣,1,604,10010
2020,49,住院,25~64,屏東縣,10,488,10013
2020,49,住院,25~64,台東縣,0,54,10014
2020,49,住院,25~64,花蓮縣,3,427,10015
2020,49,住院,25~64,澎湖縣,0,13,10016
2020,49,住院,25~64,基隆市,2,354,10017
2020,49,住院,25~64,新竹市,1,292,10018
2020,49,住院,25~64,嘉義市,0,381,10020
2020,49,住院,25~64,台北市,27,4643,63000
2020,49,住院,25~64,高雄市,19,2606,64000
2020,49,住院,25~64,新北市,25,1462,65000
2020,49,住院,25~64,台中市,58,3620,66000
2020,49,住院,25~64,台南市,5,1236,67000
2020,49,住院,25~64,桃園市,13,2287,68000
2020,49,住院,3~6,金門縣,0,1,09020
2020,49,住院,3~6,宜蘭縣,5,41,10002
2020,49,住院,3~6,新竹縣,1,10,10004
2020,49,住院,3~6,苗栗縣,0,12,10005
2020,49,住院,3~6,彰化縣,11,78,10007
2020,49,住院,3~6,南投縣,1,21,10008
2020,49,住院,3~6,雲林縣,5,15,10009
2020,49,住院,3~6,嘉義縣,4,26,10010
2020,49,住院,3~6,屏東縣,2,32,10013
2020,49,住院,3~6,台東縣,0,2,10014
2020,49,住院,3~6,花蓮縣,1,8,10015
2020,49,住院,3~6,基隆市,2,12,10017
2020,49,住院,3~6,新竹市,2,14,10018
2020,49,住院,3~6,嘉義市,0,7,10020
2020,49,住院,3~6,台北市,8,101,63000
2020,49,住院,3~6,高雄市,5,73,64000
2020,49,住院,3~6,新北市,2,34,65000
2020,49,住院,3~6,台中市,26,170,66000
2020,49,住院,3~6,台南市,3,21,67000
2020,49,住院,3~6,桃園市,14,94,68000
2020,49,住院,65+,金門縣,0,34,09020
2020,49,住院,65+,宜蘭縣,4,370,10002
2020,49,住院,65+,新竹縣,2,269,10004
2020,49,住院,65+,苗栗縣,3,242,10005
2020,49,住院,65+,彰化縣,18,1158,10007
2020,49,住院,65+,南投縣,9,208,10008
2020,49,住院,65+,雲林縣,5,437,10009
2020,49,住院,65+,嘉義縣,2,535,10010
2020,49,住院,65+,屏東縣,5,428,10013
2020,49,住院,65+,台東縣,0,41,10014
2020,49,住院,65+,花蓮縣,1,331,10015
2020,49,住院,65+,澎湖縣,0,7,10016
2020,49,住院,65+,基隆市,1,295,10017
2020,49,住院,65+,新竹市,5,211,10018
2020,49,住院,65+,嘉義市,0,256,10020
2020,49,住院,65+,台北市,26,3348,63000
2020,49,住院,65+,高雄市,6,1589,64000
2020,49,住院,65+,新北市,11,1155,65000
2020,49,住院,65+,台中市,24,2249,66000
2020,49,住院,65+,台南市,2,806,67000
2020,49,住院,65+,桃園市,10,1410,68000
2020,49,住院,7~12,連江縣,0,1,09007
2020,49,住院,7~12,宜蘭縣,2,12,10002
2020,49,住院,7~12,新竹縣,0,6,10004
2020,49,住院,7~12,苗栗縣,3,7,10005
2020,49,住院,7~12,彰化縣,2,26,10007
2020,49,住院,7~12,南投縣,2,11,10008
2020,49,住院,7~12,雲林縣,0,4,10009
2020,49,住院,7~12,嘉義縣,1,7,10010
2020,49,住院,7~12,屏東縣,0,10,10013
2020,49,住院,7~12,花蓮縣,1,6,10015
2020,49,住院,7~12,澎湖縣,0,1,10016
2020,49,住院,7~12,基隆市,1,2,10017
2020,49,住院,7~12,新竹市,2,4,10018
2020,49,住院,7~12,嘉義市,0,2,10020
2020,49,住院,7~12,台北市,3,91,63000
2020,49,住院,7~12,高雄市,2,42,64000
2020,49,住院,7~12,新北市,2,14,65000
2020,49,住院,7~12,台中市,10,81,66000
2020,49,住院,7~12,台南市,0,8,67000
2020,49,住院,7~12,桃園市,8,47,68000
2020,49,門診,0~2,連江縣,0,52,09007
2020,49,門診,0~2,金門縣,36,560,09020
2020,49,門診,0~2,宜蘭縣,121,2366,10002
2020,49,門診,0~2,新竹縣,290,4104,10004
2020,49,門診,0~2,苗栗縣,219,2932,10005
2020,49,門診,0~2,彰化縣,520,8634,10007
2020,49,門診,0~2,南投縣,193,3493,10008
2020,49,門診,0~2,雲林縣,176,3726,10009
2020,49,門診,0~2,嘉義縣,118,1493,10010
2020,49,門診,0~2,屏東縣,424,5093,10013
2020,49,門診,0~2,台東縣,56,1006,10014
2020,49,門診,0~2,花蓮縣,100,1933,10015
2020,49,門診,0~2,澎湖縣,33,470,10016
2020,49,門診,0~2,基隆市,98,1596,10017
2020,49,門診,0~2,新竹市,371,4695,10018
2020,49,門診,0~2,嘉義市,247,2387,10020
2020,49,門診,0~2,台北市,760,12881,63000
2020,49,門診,0~2,高雄市,1216,16781,64000
2020,49,門診,0~2,新北市,1837,25580,65000
2020,49,門診,0~2,台中市,1799,23070,66000
2020,49,門診,0~2,台南市,1028,12382,67000
2020,49,門診,0~2,桃園市,947,13524,68000
2020,49,門診,13~15,連江縣,0,30,09007
2020,49,門診,13~15,金門縣,10,339,09020
2020,49,門診,13~15,宜蘭縣,56,1161,10002
2020,49,門診,13~15,新竹縣,68,1524,10004
2020,49,門診,13~15,苗栗縣,52,1316,10005
2020,49,門診,13~15,彰化縣,117,4017,10007
2020,49,門診,13~15,南投縣,46,1371,10008
2020,49,門診,13~15,雲林縣,90,2049,10009
2020,49,門診,13~15,嘉義縣,43,955,10010
2020,49,門診,13~15,屏東縣,83,2354,10013
2020,49,門診,13~15,台東縣,16,604,10014
