年,週,就診類別,年齡別,縣市,腹瀉健保就診人次,健保就診總人次,縣市別代碼
2018,01,住院,25~64,新竹市,4,283,10018
2018,01,住院,25~64,嘉義市,0,308,10020
2018,01,住院,25~64,台北市,18,3665,63000
2018,01,住院,25~64,高雄市,12,1882,64000
2018,01,住院,25~64,新北市,14,1260,65000
2018,01,住院,25~64,台中市,21,1719,66000
2018,01,住院,25~64,台南市,7,1208,67000
2018,01,住院,25~64,桃園市,11,2113,68000
2018,01,住院,3~6,連江縣,0,1,09007
2018,01,住院,3~6,宜蘭縣,2,59,10002
2018,01,住院,3~6,新竹縣,0,11,10004
2018,01,住院,3~6,苗栗縣,4,29,10005
2018,01,住院,3~6,彰化縣,8,97,10007
2018,01,住院,3~6,南投縣,1,24,10008
2018,01,住院,3~6,雲林縣,2,10,10009
2018,01,住院,3~6,嘉義縣,2,19,10010
2018,01,住院,3~6,屏東縣,3,56,10013
2018,01,住院,3~6,花蓮縣,2,16,10015
2018,01,住院,3~6,基隆市,4,21,10017
2018,01,住院,3~6,新竹市,1,18,10018
2018,01,住院,3~6,嘉義市,0,4,10020
2018,01,住院,3~6,台北市,11,149,63000
2018,01,住院,3~6,高雄市,4,90,64000
2018,01,住院,3~6,新北市,3,44,65000
2018,01,住院,3~6,台中市,10,107,66000
2018,01,住院,3~6,台南市,2,20,67000
2018,01,住院,3~6,桃園市,10,123,68000
2018,01,住院,65+,連江縣,0,3,09007
2018,01,住院,65+,金門縣,0,18,09020
2018,01,住院,65+,宜蘭縣,1,366,10002
2018,01,住院,65+,新竹縣,2,113,10004
2018,01,住院,65+,苗栗縣,2,237,10005
2018,01,住院,65+,彰化縣,7,1077,10007
2018,01,住院,65+,南投縣,1,158,10008
2018,01,住院,65+,雲林縣,2,343,10009
2018,01,住院,65+,嘉義縣,3,529,10010
2018,01,住院,65+,屏東縣,7,369,10013
2018,01,住院,65+,台東縣,0,10,10014
2018,01,住院,65+,花蓮縣,0,310,10015
2018,01,住院,65+,澎湖縣,0,2,10016
2018,01,住院,65+,基隆市,2,295,10017
2018,01,住院,65+,新竹市,4,211,10018
2018,01,住院,65+,嘉義市,0,163,10020
2018,01,住院,65+,台北市,22,2763,63000
2018,01,住院,65+,高雄市,11,1171,64000
2018,01,住院,65+,新北市,14,951,65000
2018,01,住院,65+,台中市,11,1135,66000
2018,01,住院,65+,台南市,4,789,67000
2018,01,住院,65+,桃園市,14,1440,68000
2018,01,住院,7~12,金門縣,0,1,09020
2018,01,住院,7~12,宜蘭縣,1,19,10002
2018,01,住院,7~12,新竹縣,0,9,10004
2018,01,住院,7~12,苗栗縣,2,8,10005
2018,01,住院,7~12,彰化縣,12,61,10007
2018,01,住院,7~12,南投縣,1,12,10008
2018,01,住院,7~12,雲林縣,3,7,10009
2018,01,住院,7~12,嘉義縣,4,17,10010
2018,01,住院,7~12,屏東縣,2,17,10013
2018,01,住院,7~12,台東縣,0,3,10014
2018,01,住院,7~12,花蓮縣,2,13,10015
2018,01,住院,7~12,基隆市,0,19,10017
2018,01,住院,7~12,新竹市,2,11,10018
2018,01,住院,7~12,嘉義市,0,5,10020
2018,01,住院,7~12,台北市,3,103,63000
2018,01,住院,7~12,高雄市,4,41,64000
2018,01,住院,7~12,新北市,0,26,65000
2018,01,住院,7~12,台中市,6,76,66000
2018,01,住院,7~12,台南市,0,8,67000
2018,01,住院,7~12,桃園市,7,102,68000
2018,01,門診,0~2,連江縣,1,26,09007
2018,01,門診,0~2,金門縣,16,403,09020
2018,01,門診,0~2,宜蘭縣,87,2365,10002
2018,01,門診,0~2,新竹縣,111,2974,10004
2018,01,門診,0~2,苗栗縣,127,2309,10005
2018,01,門診,0~2,彰化縣,328,7348,10007
2018,01,門診,0~2,南投縣,166,2921,10008
2018,01,門診,0~2,雲林縣,129,3386,10009
2018,01,門診,0~2,嘉義縣,64,1194,10010
2018,01,門診,0~2,屏東縣,197,4105,10013
2018,01,門診,0~2,台東縣,50,787,10014
2018,01,門診,0~2,花蓮縣,67,1526,10015
2018,01,門診,0~2,澎湖縣,17,421,10016
2018,01,門診,0~2,基隆市,73,1393,10017
2018,01,門診,0~2,新竹市,171,3430,10018
2018,01,門診,0~2,嘉義市,194,2306,10020
2018,01,門診,0~2,台北市,415,10415,63000
2018,01,門診,0~2,高雄市,781,14463,64000
2018,01,門診,0~2,新北市,1066,22639,65000
2018,01,門診,0~2,台中市,1008,18689,66000
2018,01,門診,0~2,台南市,569,9380,67000
2018,01,門診,0~2,桃園市,626,11541,68000
2018,01,門診,13~15,連江縣,0,15,09007
2018,01,門診,13~15,金門縣,8,296,09020
2018,01,門診,13~15,宜蘭縣,65,2126,10002
2018,01,門診,13~15,新竹縣,86,2060,10004
2018,01,門診,13~15,苗栗縣,69,1872,10005
2018,01,門診,13~15,彰化縣,194,5398,10007
2018,01,門診,13~15,南投縣,100,2267,10008
2018,01,門診,13~15,雲林縣,131,3319,10009
2018,01,門診,13~15,嘉義縣,73,1704,10010
2018,01,門診,13~15,屏東縣,125,3252,10013
2018,01,門診,13~15,台東縣,16,604,10014
2018,01,門診,13~15,花蓮縣,39,1317,10015
2018,01,門診,13~15,澎湖縣,15,476,10016
2018,01,門診,13~15,基隆市,63,1566,10017
2018,01,門診,13~15,新竹市,52,2143,10018
2018,01,門診,13~15,嘉義市,105,2063,10020
2018,01,門診,13~15,台北市,331,9762,63000
2018,01,門診,13~15,高雄市,550,11117,64000
2018,01,門診,13~15,新北市,784,17435,65000
2018,01,門診,13~15,台中市,493,12254,66000
2018,01,門診,13~15,台南市,281,7167,67000
2018,01,門診,13~15,桃園市,301,9053,68000
2018,01,門診,16~18,連江縣,0,20,09007
2018,01,門診,16~18,金門縣,5,310,09020
2018,01,門診,16~18,宜蘭縣,78,2079,10002
2018,01,門診,16~18,新竹縣,86,1998,10004
2018,01,門診,16~18,苗栗縣,92,2060,10005
2018,01,門診,16~18,彰化縣,201,5977,10007
2018,01,門診,16~18,南投縣,83,2237,10008
2018,01,門診,16~18,雲林縣,123,3529,10009
2018,01,門診,16~18,嘉義縣,89,1856,10010
2018,01,門診,16~18,屏東縣,159,3278,10013
2018,01,門診,16~18,台東縣,19,660,10014
2018,01,門診,16~18,花蓮縣,57,1360,10015
2018,01,門診,16~18,澎湖縣,14,616,10016
2018,01,門診,16~18,基隆市,66,1593,10017
2018,01,門診,16~18,新竹市,92,2388,10018
2018,01,門診,16~18,嘉義市,122,2459,10020
2018,01,門診,16~18,台北市,414,10724,63000
2018,01,門診,16~18,高雄市,544,12791,64000
2018,01,門診,16~18,新北市,1008,18159,65000
2018,01,門診,16~18,台中市,664,13814,66000
2018,01,門診,16~18,台南市,340,7749,67000
2018,01,門診,16~18,桃園市,404,9541,68000
2018,01,門診,19~24,連江縣,2,105,09007
2018,01,門診,19~24,金門縣,17,767,09020
2018,01,門診,19~24,宜蘭縣,94,3067,10002
2018,01,門診,19~24,新竹縣,124,3126,10004
2018,01,門診,19~24,苗栗縣,104,3119,10005
2018,01,門診,19~24,彰化縣,295,9373,10007
2018,01,門診,19~24,南投縣,121,3297,10008
2018,01,門診,19~24,雲林縣,176,4949,10009
2018,01,門診,19~24,嘉義縣,118,2880,10010
2018,01,門診,19~24,屏東縣,251,6103,10013
2018,01,門診,19~24,台東縣,29,1030,10014
2018,01,門診,19~24,花蓮縣,74,2684,10015
2018,01,門診,19~24,澎湖縣,19,987,10016
2018,01,門診,19~24,基隆市,115,2689,10017
2018,01,門診,19~24,新竹市,122,4667,10018
2018,01,門診,19~24,嘉義市,143,3681,10020
2018,01,門診,19~24,台北市,819,25284,63000
2018,01,門診,19~24,高雄市,1134,25932,64000
2018,01,門診,19~24,新北市,1777,33644,65000
2018,01,門診,19~24,台中市,1238,30343,66000
2018,01,門診,19~24,台南市,683,16211,67000
2018,01,門診,19~24,桃園市,578,16483,68000
2018,01,門診,25~64,連江縣,7,648,09007
2018,01,門診,25~64,金門縣,101,7445,09020
2018,01,門診,25~64,宜蘭縣,534,40908,10002
2018,01,門診,25~64,新竹縣,840,39502,10004
2018,01,門診,25~64,苗栗縣,745,43823,10005
2018,01,門診,25~64,彰化縣,2261,120657,10007
2018,01,門診,25~64,南投縣,845,46650,10008
2018,01,門診,25~64,雲林縣,1178,64576,10009
2018,01,門診,25~64,嘉義縣,695,35943,10010
2018,01,門診,25~64,屏東縣,1410,77281,10013
2018,01,門診,25~64,台東縣,188,17105,10014
2018,01,門診,25~64,花蓮縣,463,34044,10015
2018,01,門診,25~64,澎湖縣,159,13451,10016
2018,01,門診,25~64,基隆市,812,37689,10017
2018,01,門診,25~64,新竹市,973,58621,10018
2018,01,門診,25~64,嘉義市,1006,49177,10020
2018,01,門診,25~64,台北市,5586,321313,63000
2018,01,門診,25~64,高雄市,6958,317167,64000
2018,01,門診,25~64,新北市,11046,412508,65000
2018,01,門診,25~64,台中市,6460,305497,66000
2018,01,門診,25~64,台南市,3836,189229,67000
2018,01,門診,25~64,桃園市,4031,208449,68000
2018,01,門診,3~6,連江縣,0,52,09007
2018,01,門診,3~6,金門縣,29,911,09020
2018,01,門診,3~6,宜蘭縣,138,5267,10002
2018,01,門診,3~6,新竹縣,208,6940,10004
2018,01,門診,3~6,苗栗縣,187,5648,10005
2018,01,門診,3~6,彰化縣,490,16819,10007
2018,01,門診,3~6,南投縣,250,6289,10008
2018,01,門診,3~6,雲林縣,242,8057,10009
2018,01,門診,3~6,嘉義縣,128,3397,10010
2018,01,門診,3~6,屏東縣,307,9156,10013
2018,01,門診,3~6,台東縣,54,1483,10014
2018,01,門診,3~6,花蓮縣,104,3504,10015
2018,01,門診,3~6,澎湖縣,24,1019,10016
2018,01,門診,3~6,基隆市,99,3449,10017
2018,01,門診,3~6,新竹市,296,8189,10018
2018,01,門診,3~6,嘉義市,255,5296,10020
2018,01,門診,3~6,台北市,688,24835,63000
2018,01,門診,3~6,高雄市,1212,31757,64000
2018,01,門診,3~6,新北市,1952,52513,65000
2018,01,門診,3~6,台中市,1574,41004,66000
2018,01,門診,3~6,台南市,835,22058,67000
2018,01,門診,3~6,桃園市,798,27339,68000
2018,01,門診,65+,連江縣,1,255,09007
2018,01,門診,65+,金門縣,25,3736,09020
2018,01,門診,65+,宜蘭縣,189,27150,10002
2018,01,門診,65+,新竹縣,210,15329,10004
2018,01,門診,65+,苗栗縣,275,26383,10005
2018,01,門診,65+,彰化縣,734,65315,10007
2018,01,門診,65+,南投縣,310,30753,10008
2018,01,門診,65+,雲林縣,463,42134,10009
2018,01,門診,65+,嘉義縣,379,28688,10010
2018,01,門診,65+,屏東縣,651,52097,10013
2018,01,門診,65+,台東縣,80,11087,10014
2018,01,門診,65+,花蓮縣,150,20469,10015
2018,01,門診,65+,澎湖縣,51,8807,10016
2018,01,門診,65+,基隆市,374,19886,10017
2018,01,門診,65+,新竹市,194,21109,10018
2018,01,門診,65+,嘉義市,272,25982,10020
2018,01,門診,65+,台北市,1569,176589,63000
2018,01,門診,65+,高雄市,2076,163438,64000
2018,01,門診,65+,新北市,2383,156909,65000
2018,01,門診,65+,台中市,1561,124178,66000
2018,01,門診,65+,台南市,998,91355,67000
2018,01,門診,65+,桃園市,900,80092,68000
2018,01,門診,7~12,連江縣,0,45,09007
2018,01,門診,7~12,金門縣,34,829,09020
2018,01,門診,7~12,宜蘭縣,135,4152,10002
2018,01,門診,7~12,新竹縣,198,5945,10004
2018,01,門診,7~12,苗栗縣,190,4186,10005
2018,01,門診,7~12,彰化縣,406,13304,10007
2018,01,門診,7~12,南投縣,166,5070,10008
2018,01,門診,7~12,雲林縣,228,7612,10009
2018,01,門診,7~12,嘉義縣,146,3264,10010
2018,01,門診,7~12,屏東縣,270,7235,10013
2018,01,門診,7~12,台東縣,45,1363,10014
2018,01,門診,7~12,花蓮縣,80,2988,10015
2018,01,門診,7~12,澎湖縣,21,865,10016
2018,01,門診,7~12,基隆市,99,3199,10017
2018,01,門診,7~12,新竹市,184,6389,10018
2018,01,門診,7~12,嘉義市,217,4637,10020
2018,01,門診,7~12,台北市,628,23119,63000
2018,01,門診,7~12,高雄市,1097,26660,64000
2018,01,門診,7~12,新北市,1750,43496,65000
2018,01,門診,7~12,台中市,1228,31379,66000
2018,01,門診,7~12,台南市,723,17701,67000
2018,01,門診,7~12,桃園市,659,22517,68000
2018,02,住院,0~2,金門縣,0,2,09020
2018,02,住院,0~2,宜蘭縣,4,35,10002
2018,02,住院,0~2,新竹縣,1,8,10004
2018,02,住院,0~2,苗栗縣,2,11,10005
2018,02,住院,0~2,彰化縣,12,71,10007
2018,02,住院,0~2,南投縣,3,17,10008
2018,02,住院,0~2,雲林縣,0,3,10009
2018,02,住院,0~2,嘉義縣,3,19,10010
2018,02,住院,0~2,屏東縣,3,17,10013
2018,02,住院,0~2,台東縣,0,2,10014
2018,02,住院,0~2,花蓮縣,1,9,10015
2018,02,住院,0~2,基隆市,3,13,10017
2018,02,住院,0~2,新竹市,1,22,10018
2018,02,住院,0~2,嘉義市,0,5,10020
2018,02,住院,0~2,台北市,4,128,63000
2018,02,住院,0~2,高雄市,3,72,64000
2018,02,住院,0~2,新北市,2,50,65000
2018,02,住院,0~2,台中市,8,100,66000
2018,02,住院,0~2,台南市,0,19,67000
2018,02,住院,0~2,桃園市,7,134,68000
2018,02,住院,13~15,宜蘭縣,0,10,10002
2018,02,住院,13~15,新竹縣,0,1,10004
2018,02,住院,13~15,苗栗縣,0,5,10005
2018,02,住院,13~15,彰化縣,2,23,10007
2018,02,住院,13~15,南投縣,0,6,10008
2018,02,住院,13~15,雲林縣,1,5,10009
2018,02,住院,13~15,嘉義縣,2,11,10010
2018,02,住院,13~15,屏東縣,0,5,10013
2018,02,住院,13~15,花蓮縣,1,5,10015
2018,02,住院,13~15,基隆市,1,4,10017
2018,02,住院,13~15,新竹市,0,1,10018
2018,02,住院,13~15,嘉義市,0,2,10020
2018,02,住院,13~15,台北市,1,28,63000
2018,02,住院,13~15,高雄市,1,24,64000
2018,02,住院,13~15,新北市,1,8,65000
2018,02,住院,13~15,台中市,1,26,66000
2018,02,住院,13~15,台南市,0,6,67000
2018,02,住院,13~15,桃園市,3,31,68000
2018,02,住院,16~18,連江縣,0,1,09007
2018,02,住院,16~18,宜蘭縣,0,5,10002
2018,02,住院,16~18,新竹縣,0,3,10004
2018,02,住院,16~18,苗栗縣,0,4,10005
2018,02,住院,16~18,彰化縣,3,28,10007
2018,02,住院,16~18,南投縣,0,2,10008
2018,02,住院,16~18,雲林縣,1,1,10009
2018,02,住院,16~18,嘉義縣,0,5,10010
2018,02,住院,16~18,屏東縣,2,15,10013
2018,02,住院,16~18,台東縣,0,1,10014
2018,02,住院,16~18,花蓮縣,0,5,10015
2018,02,住院,16~18,基隆市,0,7,10017
2018,02,住院,16~18,新竹市,1,4,10018
2018,02,住院,16~18,嘉義市,0,2,10020
2018,02,住院,16~18,台北市,1,52,63000
2018,02,住院,16~18,高雄市,0,26,64000
2018,02,住院,16~18,新北市,0,14,65000
2018,02,住院,16~18,台中市,0,45,66000
2018,02,住院,16~18,台南市,0,6,67000
2018,02,住院,16~18,桃園市,2,44,68000
2018,02,住院,19~24,金門縣,0,1,09020
2018,02,住院,19~24,宜蘭縣,1,29,10002
2018,02,住院,19~24,新竹縣,0,17,10004
2018,02,住院,19~24,苗栗縣,1,14,10005
2018,02,住院,19~24,彰化縣,0,56,10007
2018,02,住院,19~24,南投縣,0,17,10008
2018,02,住院,19~24,雲林縣,0,10,10009
2018,02,住院,19~24,嘉義縣,0,25,10010
2018,02,住院,19~24,屏東縣,3,36,10013
2018,02,住院,19~24,花蓮縣,0,33,10015
2018,02,住院,19~24,澎湖縣,0,1,10016
2018,02,住院,19~24,基隆市,0,10,10017
2018,02,住院,19~24,新竹市,0,15,10018
2018,02,住院,19~24,嘉義市,0,14,10020
2018,02,住院,19~24,台北市,3,144,63000
2018,02,住院,19~24,高雄市,1,107,64000
2018,02,住院,19~24,新北市,0,52,65000
2018,02,住院,19~24,台中市,2,148,66000
2018,02,住院,19~24,台南市,0,45,67000
2018,02,住院,19~24,桃園市,2,123,68000
2018,02,住院,25~64,連江縣,0,1,09007
2018,02,住院,25~64,金門縣,0,32,09020
2018,02,住院,25~64,宜蘭縣,2,454,10002
2018,02,住院,25~64,新竹縣,1,157,10004
2018,02,住院,25~64,苗栗縣,3,241,10005
2018,02,住院,25~64,彰化縣,15,1309,10007
2018,02,住院,25~64,南投縣,4,189,10008
2018,02,住院,25~64,雲林縣,6,341,10009
2018,02,住院,25~64,嘉義縣,2,597,10010
2018,02,住院,25~64,屏東縣,6,451,10013
2018,02,住院,25~64,台東縣,0,15,10014
2018,02,住院,25~64,花蓮縣,3,454,10015
2018,02,住院,25~64,澎湖縣,0,15,10016
2018,02,住院,25~64,基隆市,1,299,10017
2018,02,住院,25~64,新竹市,0,311,10018
2018,02,住院,25~64,嘉義市,0,346,10020
2018,02,住院,25~64,台北市,21,4058,63000
2018,02,住院,25~64,高雄市,15,1910,64000
2018,02,住院,25~64,新北市,9,1332,65000
2018,02,住院,25~64,台中市,23,1969,66000
2018,02,住院,25~64,台南市,8,1478,67000
2018,02,住院,25~64,桃園市,8,2298,68000
2018,02,住院,3~6,金門縣,0,1,09020
2018,02,住院,3~6,宜蘭縣,3,64,10002
2018,02,住院,3~6,新竹縣,0,7,10004
2018,02,住院,3~6,苗栗縣,3,20,10005
2018,02,住院,3~6,彰化縣,10,97,10007
2018,02,住院,3~6,南投縣,1,30,10008
2018,02,住院,3~6,雲林縣,3,15,10009
2018,02,住院,3~6,嘉義縣,1,18,10010
2018,02,住院,3~6,屏東縣,2,49,10013
2018,02,住院,3~6,台東縣,0,1,10014
2018,02,住院,3~6,花蓮縣,2,17,10015
2018,02,住院,3~6,基隆市,0,25,10017
2018,02,住院,3~6,新竹市,3,14,10018
2018,02,住院,3~6,嘉義市,0,12,10020
2018,02,住院,3~6,台北市,12,182,63000
2018,02,住院,3~6,高雄市,2,87,64000
2018,02,住院,3~6,新北市,2,53,65000
2018,02,住院,3~6,台中市,10,112,66000
2018,02,住院,3~6,台南市,0,16,67000
2018,02,住院,3~6,桃園市,4,130,68000
2018,02,住院,65+,連江縣,0,1,09007
2018,02,住院,65+,金門縣,0,25,09020
2018,02,住院,65+,宜蘭縣,0,391,10002
2018,02,住院,65+,新竹縣,0,134,10004
2018,02,住院,65+,苗栗縣,1,226,10005
2018,02,住院,65+,彰化縣,14,1126,10007
2018,02,住院,65+,南投縣,2,183,10008
2018,02,住院,65+,雲林縣,3,350,10009
2018,02,住院,65+,嘉義縣,2,580,10010
2018,02,住院,65+,屏東縣,8,384,10013
2018,02,住院,65+,台東縣,0,9,10014
2018,02,住院,65+,花蓮縣,1,301,10015
2018,02,住院,65+,澎湖縣,0,7,10016
2018,02,住院,65+,基隆市,2,330,10017
2018,02,住院,65+,新竹市,4,246,10018
2018,02,住院,65+,嘉義市,0,218,10020
2018,02,住院,65+,台北市,12,3012,63000
2018,02,住院,65+,高雄市,5,1221,64000
2018,02,住院,65+,新北市,2,1009,65000
2018,02,住院,65+,台中市,8,1203,66000
2018,02,住院,65+,台南市,2,904,67000
2018,02,住院,65+,桃園市,9,1541,68000
2018,02,住院,7~12,金門縣,0,2,09020
2018,02,住院,7~12,宜蘭縣,1,22,10002
2018,02,住院,7~12,新竹縣,0,4,10004
2018,02,住院,7~12,苗栗縣,3,10,10005
2018,02,住院,7~12,彰化縣,5,53,10007
2018,02,住院,7~12,南投縣,2,17,10008
2018,02,住院,7~12,雲林縣,0,1,10009
2018,02,住院,7~12,嘉義縣,0,10,10010
2018,02,住院,7~12,屏東縣,2,23,10013
2018,02,住院,7~12,花蓮縣,0,9,10015
2018,02,住院,7~12,基隆市,0,12,10017
2018,02,住院,7~12,新竹市,1,11,10018
2018,02,住院,7~12,嘉義市,1,11,10020
2018,02,住院,7~12,台北市,7,94,63000
2018,02,住院,7~12,高雄市,0,52,64000
2018,02,住院,7~12,新北市,0,22,65000
2018,02,住院,7~12,台中市,7,66,66000
2018,02,住院,7~12,台南市,0,12,67000
2018,02,住院,7~12,桃園市,4,86,68000
2018,02,門診,0~2,連江縣,1,29,09007
2018,02,門診,0~2,金門縣,17,442,09020
2018,02,門診,0~2,宜蘭縣,110,2388,10002
2018,02,門診,0~2,新竹縣,124,2943,10004
2018,02,門診,0~2,苗栗縣,126,2240,10005
2018,02,門診,0~2,彰化縣,309,7219,10007
2018,02,門診,0~2,南投縣,125,2730,10008
2018,02,門診,0~2,雲林縣,145,3204,10009
2018,02,門診,0~2,嘉義縣,62,1252,10010
2018,02,門診,0~2,屏東縣,216,4086,10013
2018,02,門診,0~2,台東縣,49,813,10014
2018,02,門診,0~2,花蓮縣,87,1649,10015
2018,02,門診,0~2,澎湖縣,22,440,10016
2018,02,門診,0~2,基隆市,82,1498,10017
2018,02,門診,0~2,新竹市,169,3370,10018
2018,02,門診,0~2,嘉義市,191,2181,10020
2018,02,門診,0~2,台北市,445,10792,63000
2018,02,門診,0~2,高雄市,811,14317,64000
2018,02,門診,0~2,新北市,987,21491,65000
2018,02,門診,0~2,台中市,993,17988,66000
2018,02,門診,0~2,台南市,532,9302,67000
2018,02,門診,0~2,桃園市,557,11460,68000
2018,02,門診,13~15,連江縣,0,21,09007
2018,02,門診,13~15,金門縣,12,294,09020
2018,02,門診,13~15,宜蘭縣,65,2079,10002
2018,02,門診,13~15,新竹縣,76,1987,10004
2018,02,門診,13~15,苗栗縣,78,1777,10005
2018,02,門診,13~15,彰化縣,212,5795,10007
2018,02,門診,13~15,南投縣,93,2338,10008
2018,02,門診,13~15,雲林縣,145,3424,10009
2018,02,門診,13~15,嘉義縣,92,1716,10010
2018,02,門診,13~15,屏東縣,142,3329,10013
2018,02,門診,13~15,台東縣,24,651,10014
2018,02,門診,13~15,花蓮縣,32,1287,10015
2018,02,門診,13~15,澎湖縣,18,542,10016
2018,02,門診,13~15,基隆市,76,1643,10017
2018,02,門診,13~15,新竹市,67,2135,10018
2018,02,門診,13~15,嘉義市,116,2001,10020
2018,02,門診,13~15,台北市,321,9304,63000
2018,02,門診,13~15,高雄市,469,11107,64000
2018,02,門診,13~15,新北市,746,16285,65000
2018,02,門診,13~15,台中市,533,12566,66000
2018,02,門診,13~15,台南市,309,7444,67000
2018,02,門診,13~15,桃園市,312,8905,68000
2018,02,門診,16~18,連江縣,2,30,09007
2018,02,門診,16~18,金門縣,15,275,09020
2018,02,門診,16~18,宜蘭縣,62,2013,10002
2018,02,門診,16~18,新竹縣,106,2026,10004
2018,02,門診,16~18,苗栗縣,82,2088,10005
2018,02,門診,16~18,彰化縣,247,5874,10007
2018,02,門診,16~18,南投縣,87,2068,10008
2018,02,門診,16~18,雲林縣,137,3332,10009
2018,02,門診,16~18,嘉義縣,113,1857,10010
2018,02,門診,16~18,屏東縣,161,3521,10013
2018,02,門診,16~18,台東縣,21,642,10014
2018,02,門診,16~18,花蓮縣,54,1422,10015
2018,02,門診,16~18,澎湖縣,13,572,10016
2018,02,門診,16~18,基隆市,101,1753,10017
2018,02,門診,16~18,新竹市,59,2251,10018
2018,02,門診,16~18,嘉義市,131,2425,10020
2018,02,門診,16~18,台北市,428,10541,63000
2018,02,門診,16~18,高雄市,560,12238,64000
2018,02,門診,16~18,新北市,972,17619,65000
2018,02,門診,16~18,台中市,613,13779,66000
2018,02,門診,16~18,台南市,376,7950,67000
2018,02,門診,16~18,桃園市,489,9498,68000
2018,02,門診,19~24,連江縣,1,87,09007
2018,02,門診,19~24,金門縣,19,803,09020
2018,02,門診,19~24,宜蘭縣,97,3236,10002
2018,02,門診,19~24,新竹縣,132,3059,10004
2018,02,門診,19~24,苗栗縣,79,3232,10005
2018,02,門診,19~24,彰化縣,306,9516,10007
2018,02,門診,19~24,南投縣,112,3288,10008
2018,02,門診,19~24,雲林縣,186,5020,10009
2018,02,門診,19~24,嘉義縣,131,2902,10010
2018,02,門診,19~24,屏東縣,234,6452,10013
2018,02,門診,19~24,台東縣,16,1028,10014
2018,02,門診,19~24,花蓮縣,82,2590,10015
2018,02,門診,19~24,澎湖縣,18,954,10016
2018,02,門診,19~24,基隆市,130,3044,10017
2018,02,門診,19~24,新竹市,113,4496,10018
2018,02,門診,19~24,嘉義市,158,3860,10020
2018,02,門診,19~24,台北市,821,26101,63000
2018,02,門診,19~24,高雄市,986,26419,64000
2018,02,門診,19~24,新北市,1786,34073,65000
2018,02,門診,19~24,台中市,1156,30776,66000
2018,02,門診,19~24,台南市,680,16923,67000
2018,02,門診,19~24,桃園市,676,17167,68000
2018,02,門診,25~64,連江縣,10,739,09007
2018,02,門診,25~64,金門縣,82,7656,09020
2018,02,門診,25~64,宜蘭縣,570,44238,10002
2018,02,門診,25~64,新竹縣,890,40497,10004
2018,02,門診,25~64,苗栗縣,678,44025,10005
2018,02,門診,25~64,彰化縣,2333,123692,10007
2018,02,門診,25~64,南投縣,778,45892,10008
2018,02,門診,25~64,雲林縣,1203,66003,10009
2018,02,門診,25~64,嘉義縣,726,37853,10010
2018,02,門診,25~64,屏東縣,1348,78622,10013
2018,02,門診,25~64,台東縣,169,18723,10014
2018,02,門診,25~64,花蓮縣,444,35693,10015
2018,02,門診,25~64,澎湖縣,117,13554,10016
2018,02,門診,25~64,基隆市,943,41836,10017
2018,02,門診,25~64,新竹市,924,60349,10018
2018,02,門診,25~64,嘉義市,1042,50857,10020
2018,02,門診,25~64,台北市,5606,353995,63000
2018,02,門診,25~64,高雄市,6555,334189,64000
2018,02,門診,25~64,新北市,10668,415477,65000
2018,02,門診,25~64,台中市,6401,308550,66000
2018,02,門診,25~64,台南市,3904,200884,67000
2018,02,門診,25~64,桃園市,4028,217340,68000
2018,02,門診,3~6,連江縣,2,38,09007
2018,02,門診,3~6,金門縣,31,917,09020
2018,02,門診,3~6,宜蘭縣,143,5141,10002
2018,02,門診,3~6,新竹縣,256,6700,10004
2018,02,門診,3~6,苗栗縣,189,5435,10005
2018,02,門診,3~6,彰化縣,472,16209,10007
2018,02,門診,3~6,南投縣,217,5918,10008
2018,02,門診,3~6,雲林縣,267,7923,10009
2018,02,門診,3~6,嘉義縣,164,3202,10010
2018,02,門診,3~6,屏東縣,301,8944,10013
2018,02,門診,3~6,台東縣,64,1589,10014
2018,02,門診,3~6,花蓮縣,95,3578,10015
2018,02,門診,3~6,澎湖縣,20,1030,10016
2018,02,門診,3~6,基隆市,143,3623,10017
2018,02,門診,3~6,新竹市,306,8049,10018
2018,02,門診,3~6,嘉義市,266,5231,10020
2018,02,門診,3~6,台北市,647,24541,63000
2018,02,門診,3~6,高雄市,1251,31009,64000
2018,02,門診,3~6,新北市,1823,50208,65000
2018,02,門診,3~6,台中市,1479,39416,66000
2018,02,門診,3~6,台南市,863,21671,67000
2018,02,門診,3~6,桃園市,776,26350,68000
2018,02,門診,65+,連江縣,4,305,09007
2018,02,門診,65+,金門縣,22,3917,09020
2018,02,門診,65+,宜蘭縣,253,29881,10002
2018,02,門診,65+,新竹縣,226,15485,10004
2018,02,門診,65+,苗栗縣,224,25767,10005
2018,02,門診,65+,彰化縣,774,66410,10007
2018,02,門診,65+,南投縣,309,30217,10008
2018,02,門診,65+,雲林縣,443,42295,10009
2018,02,門診,65+,嘉義縣,378,30910,10010
2018,02,門診,65+,屏東縣,619,53868,10013
2018,02,門診,65+,台東縣,81,12586,10014
2018,02,門診,65+,花蓮縣,185,22542,10015
2018,02,門診,65+,澎湖縣,80,9076,10016
2018,02,門診,65+,基隆市,398,22806,10017
2018,02,門診,65+,新竹市,179,22231,10018
2018,02,門診,65+,嘉義市,278,27329,10020
2018,02,門診,65+,台北市,1664,202974,63000
2018,02,門診,65+,高雄市,2113,174852,64000
2018,02,門診,65+,新北市,2284,162153,65000
