年,週,年齡別,縣市,類流感急診就診人次,縣市別代碼
2012,23,65+,澎湖縣,17,10016
2012,23,65+,宜蘭縣,53,10002
2012,23,65+,新北市,220,65000
2012,23,65+,新竹市,68,10018
2012,23,65+,新竹縣,33,10004
2012,23,65+,花蓮縣,73,10015
2012,23,65+,金門縣,13,09020
2012,23,65+,苗栗縣,41,10005
2012,23,65+,高雄市,301,64000
2012,23,65+,台北市,400,63000
2012,23,65+,台中市,262,66000
2012,23,65+,台南市,302,67000
2012,23,65+,台東縣,42,10014
2012,23,65+,雲林縣,39,10009
2012,23,65+,基隆市,35,10017
2012,23,7~12,嘉義市,25,10020
2012,23,7~12,嘉義縣,9,10010
2012,23,7~12,連江縣,9,09007
2012,23,7~12,桃園市,51,68000
2012,23,7~12,屏東縣,36,10013
2012,23,7~12,南投縣,30,10008
2012,23,7~12,彰化縣,63,10007
2012,23,7~12,澎湖縣,8,10016
2012,23,7~12,宜蘭縣,20,10002
2012,23,7~12,新北市,78,65000
2012,23,7~12,新竹市,43,10018
2012,23,7~12,新竹縣,15,10004
2012,23,7~12,花蓮縣,38,10015
2012,23,7~12,金門縣,6,09020
2012,23,7~12,苗栗縣,24,10005
2012,23,7~12,高雄市,107,64000
2012,23,7~12,台北市,166,63000
2012,23,7~12,台中市,95,66000
2012,23,7~12,台南市,118,67000
2012,23,7~12,台東縣,25,10014
2012,23,7~12,雲林縣,28,10009
2012,23,7~12,基隆市,20,10017
2012,24,0~6,嘉義市,127,10020
2012,24,0~6,嘉義縣,18,10010
2012,24,0~6,連江縣,3,09007
2012,24,0~6,桃園市,322,68000
2012,24,0~6,屏東縣,91,10013
2012,24,0~6,南投縣,78,10008
2012,24,0~6,彰化縣,257,10007
2012,24,0~6,澎湖縣,18,10016
2012,24,0~6,宜蘭縣,53,10002
2012,24,0~6,新北市,318,65000
2012,24,0~6,新竹市,236,10018
2012,24,0~6,新竹縣,32,10004
2012,24,0~6,花蓮縣,71,10015
2012,24,0~6,金門縣,7,09020
2012,24,0~6,苗栗縣,41,10005
2012,24,0~6,高雄市,421,64000
2012,24,0~6,台北市,769,63000
2012,24,0~6,台中市,364,66000
2012,24,0~6,台南市,425,67000
2012,24,0~6,台東縣,79,10014
2012,24,0~6,雲林縣,117,10009
2012,24,0~6,基隆市,96,10017
2012,24,13~18,嘉義市,20,10020
2012,24,13~18,嘉義縣,9,10010
2012,24,13~18,連江縣,1,09007
2012,24,13~18,桃園市,39,68000
2012,24,13~18,屏東縣,34,10013
2012,24,13~18,南投縣,25,10008
2012,24,13~18,彰化縣,47,10007
2012,24,13~18,澎湖縣,5,10016
2012,24,13~18,宜蘭縣,20,10002
2012,24,13~18,新北市,61,65000
2012,24,13~18,新竹市,30,10018
2012,24,13~18,新竹縣,15,10004
2012,24,13~18,花蓮縣,26,10015
2012,24,13~18,金門縣,2,09020
2012,24,13~18,苗栗縣,8,10005
2012,24,13~18,高雄市,69,64000
2012,24,13~18,台北市,108,63000
2012,24,13~18,台中市,50,66000
2012,24,13~18,台南市,49,67000
2012,24,13~18,台東縣,11,10014
2012,24,13~18,雲林縣,14,10009
2012,24,13~18,基隆市,14,10017
2012,24,19~64,嘉義市,83,10020
2012,24,19~64,嘉義縣,46,10010
2012,24,19~64,連江縣,16,09007
2012,24,19~64,桃園市,273,68000
2012,24,19~64,屏東縣,217,10013
2012,24,19~64,南投縣,109,10008
2012,24,19~64,彰化縣,216,10007
2012,24,19~64,澎湖縣,66,10016
2012,24,19~64,宜蘭縣,115,10002
2012,24,19~64,新北市,471,65000
2012,24,19~64,新竹市,174,10018
2012,24,19~64,新竹縣,80,10004
2012,24,19~64,花蓮縣,127,10015
2012,24,19~64,金門縣,33,09020
2012,24,19~64,苗栗縣,52,10005
2012,24,19~64,高雄市,622,64000
2012,24,19~64,台北市,746,63000
2012,24,19~64,台中市,390,66000
2012,24,19~64,台南市,436,67000
2012,24,19~64,台東縣,81,10014
2012,24,19~64,雲林縣,77,10009
2012,24,19~64,基隆市,78,10017
2012,24,65+,嘉義市,67,10020
2012,24,65+,嘉義縣,67,10010
2012,24,65+,連江縣,2,09007
2012,24,65+,桃園市,124,68000
2012,24,65+,屏東縣,115,10013
2012,24,65+,南投縣,85,10008
2012,24,65+,彰化縣,137,10007
2012,24,65+,澎湖縣,22,10016
2012,24,65+,宜蘭縣,74,10002
2012,24,65+,新北市,238,65000
2012,24,65+,新竹市,70,10018
2012,24,65+,新竹縣,43,10004
2012,24,65+,花蓮縣,78,10015
2012,24,65+,金門縣,14,09020
2012,24,65+,苗栗縣,47,10005
2012,24,65+,高雄市,282,64000
2012,24,65+,台北市,386,63000
2012,24,65+,台中市,217,66000
2012,24,65+,台南市,264,67000
2012,24,65+,台東縣,38,10014
2012,24,65+,雲林縣,45,10009
2012,24,65+,基隆市,35,10017
2012,24,7~12,嘉義市,28,10020
2012,24,7~12,嘉義縣,10,10010
2012,24,7~12,連江縣,5,09007
2012,24,7~12,桃園市,59,68000
2012,24,7~12,屏東縣,36,10013
2012,24,7~12,南投縣,32,10008
2012,24,7~12,彰化縣,55,10007
2012,24,7~12,澎湖縣,9,10016
2012,24,7~12,宜蘭縣,14,10002
2012,24,7~12,新北市,71,65000
2012,24,7~12,新竹市,41,10018
2012,24,7~12,新竹縣,10,10004
2012,24,7~12,花蓮縣,25,10015
2012,24,7~12,金門縣,8,09020
2012,24,7~12,苗栗縣,18,10005
2012,24,7~12,高雄市,83,64000
2012,24,7~12,台北市,138,63000
2012,24,7~12,台中市,72,66000
2012,24,7~12,台南市,99,67000
2012,24,7~12,台東縣,29,10014
2012,24,7~12,雲林縣,17,10009
2012,24,7~12,基隆市,11,10017
2012,25,0~6,嘉義市,155,10020
2012,25,0~6,嘉義縣,24,10010
2012,25,0~6,連江縣,5,09007
2012,25,0~6,桃園市,308,68000
2012,25,0~6,屏東縣,127,10013
2012,25,0~6,南投縣,90,10008
2012,25,0~6,彰化縣,305,10007
2012,25,0~6,澎湖縣,31,10016
2012,25,0~6,宜蘭縣,69,10002
2012,25,0~6,新北市,374,65000
2012,25,0~6,新竹市,295,10018
2012,25,0~6,新竹縣,26,10004
2012,25,0~6,花蓮縣,115,10015
2012,25,0~6,金門縣,23,09020
2012,25,0~6,苗栗縣,50,10005
2012,25,0~6,高雄市,478,64000
2012,25,0~6,台北市,913,63000
2012,25,0~6,台中市,440,66000
2012,25,0~6,台南市,427,67000
2012,25,0~6,台東縣,107,10014
2012,25,0~6,雲林縣,107,10009
2012,25,0~6,基隆市,90,10017
2012,25,13~18,嘉義市,30,10020
2012,25,13~18,嘉義縣,12,10010
2012,25,13~18,連江縣,2,09007
2012,25,13~18,桃園市,44,68000
2012,25,13~18,屏東縣,64,10013
2012,25,13~18,南投縣,37,10008
2012,25,13~18,彰化縣,35,10007
2012,25,13~18,澎湖縣,4,10016
2012,25,13~18,宜蘭縣,28,10002
2012,25,13~18,新北市,62,65000
2012,25,13~18,新竹市,24,10018
2012,25,13~18,新竹縣,27,10004
2012,25,13~18,花蓮縣,30,10015
2012,25,13~18,金門縣,5,09020
2012,25,13~18,苗栗縣,13,10005
2012,25,13~18,高雄市,110,64000
2012,25,13~18,台北市,121,63000
2012,25,13~18,台中市,80,66000
2012,25,13~18,台南市,76,67000
2012,25,13~18,台東縣,28,10014
2012,25,13~18,雲林縣,15,10009
2012,25,13~18,基隆市,15,10017
2012,25,19~64,嘉義市,98,10020
2012,25,19~64,嘉義縣,67,10010
2012,25,19~64,連江縣,19,09007
2012,25,19~64,桃園市,264,68000
2012,25,19~64,屏東縣,301,10013
2012,25,19~64,南投縣,159,10008
2012,25,19~64,彰化縣,240,10007
2012,25,19~64,澎湖縣,95,10016
2012,25,19~64,宜蘭縣,136,10002
2012,25,19~64,新北市,468,65000
2012,25,19~64,新竹市,205,10018
2012,25,19~64,新竹縣,83,10004
2012,25,19~64,花蓮縣,164,10015
2012,25,19~64,金門縣,37,09020
2012,25,19~64,苗栗縣,76,10005
2012,25,19~64,高雄市,704,64000
2012,25,19~64,台北市,898,63000
2012,25,19~64,台中市,543,66000
2012,25,19~64,台南市,481,67000
2012,25,19~64,台東縣,92,10014
2012,25,19~64,雲林縣,83,10009
2012,25,19~64,基隆市,96,10017
2012,25,65+,嘉義市,72,10020
2012,25,65+,嘉義縣,44,10010
2012,25,65+,連江縣,1,09007
2012,25,65+,桃園市,172,68000
2012,25,65+,屏東縣,160,10013
2012,25,65+,南投縣,108,10008
2012,25,65+,彰化縣,154,10007
2012,25,65+,澎湖縣,19,10016
2012,25,65+,宜蘭縣,71,10002
2012,25,65+,新北市,233,65000
2012,25,65+,新竹市,65,10018
2012,25,65+,新竹縣,45,10004
2012,25,65+,花蓮縣,68,10015
2012,25,65+,金門縣,5,09020
2012,25,65+,苗栗縣,29,10005
2012,25,65+,高雄市,274,64000
2012,25,65+,台北市,456,63000
2012,25,65+,台中市,242,66000
2012,25,65+,台南市,344,67000
2012,25,65+,台東縣,40,10014
2012,25,65+,雲林縣,39,10009
2012,25,65+,基隆市,43,10017
2012,25,7~12,嘉義市,34,10020
2012,25,7~12,嘉義縣,10,10010
2012,25,7~12,連江縣,6,09007
2012,25,7~12,桃園市,58,68000
2012,25,7~12,屏東縣,52,10013
2012,25,7~12,南投縣,32,10008
2012,25,7~12,彰化縣,49,10007
2012,25,7~12,澎湖縣,12,10016
2012,25,7~12,宜蘭縣,24,10002
2012,25,7~12,新北市,84,65000
2012,25,7~12,新竹市,58,10018
2012,25,7~12,新竹縣,12,10004
2012,25,7~12,花蓮縣,26,10015
2012,25,7~12,金門縣,12,09020
2012,25,7~12,苗栗縣,20,10005
2012,25,7~12,高雄市,150,64000
2012,25,7~12,台北市,159,63000
2012,25,7~12,台中市,98,66000
2012,25,7~12,台南市,124,67000
2012,25,7~12,台東縣,41,10014
2012,25,7~12,雲林縣,19,10009
2012,25,7~12,基隆市,19,10017
2012,26,0~6,嘉義市,170,10020
2012,26,0~6,嘉義縣,17,10010
2012,26,0~6,連江縣,6,09007
2012,26,0~6,桃園市,433,68000
2012,26,0~6,屏東縣,115,10013
2012,26,0~6,南投縣,98,10008
2012,26,0~6,彰化縣,292,10007
2012,26,0~6,澎湖縣,31,10016
2012,26,0~6,宜蘭縣,79,10002
2012,26,0~6,新北市,409,65000
2012,26,0~6,新竹市,303,10018
2012,26,0~6,新竹縣,29,10004
2012,26,0~6,花蓮縣,110,10015
2012,26,0~6,金門縣,10,09020
2012,26,0~6,苗栗縣,55,10005
2012,26,0~6,高雄市,509,64000
2012,26,0~6,台北市,853,63000
2012,26,0~6,台中市,457,66000
2012,26,0~6,台南市,497,67000
2012,26,0~6,台東縣,109,10014
2012,26,0~6,雲林縣,131,10009
2012,26,0~6,基隆市,102,10017
2012,26,13~18,嘉義市,24,10020
2012,26,13~18,嘉義縣,9,10010
2012,26,13~18,連江縣,2,09007
2012,26,13~18,桃園市,41,68000
2012,26,13~18,屏東縣,47,10013
2012,26,13~18,南投縣,32,10008
2012,26,13~18,彰化縣,28,10007
2012,26,13~18,澎湖縣,8,10016
2012,26,13~18,宜蘭縣,17,10002
2012,26,13~18,新北市,71,65000
2012,26,13~18,新竹市,25,10018
2012,26,13~18,新竹縣,13,10004
2012,26,13~18,花蓮縣,24,10015
2012,26,13~18,金門縣,5,09020
2012,26,13~18,苗栗縣,12,10005
2012,26,13~18,高雄市,108,64000
2012,26,13~18,台北市,113,63000
2012,26,13~18,台中市,73,66000
2012,26,13~18,台南市,50,67000
2012,26,13~18,台東縣,12,10014
2012,26,13~18,雲林縣,18,10009
2012,26,13~18,基隆市,19,10017
2012,26,19~64,嘉義市,102,10020
2012,26,19~64,嘉義縣,67,10010
2012,26,19~64,連江縣,15,09007
2012,26,19~64,桃園市,402,68000
2012,26,19~64,屏東縣,369,10013
2012,26,19~64,南投縣,156,10008
2012,26,19~64,彰化縣,242,10007
2012,26,19~64,澎湖縣,121,10016
2012,26,19~64,宜蘭縣,156,10002
2012,26,19~64,新北市,586,65000
2012,26,19~64,新竹市,195,10018
2012,26,19~64,新竹縣,105,10004
2012,26,19~64,花蓮縣,159,10015
2012,26,19~64,金門縣,32,09020
2012,26,19~64,苗栗縣,87,10005
2012,26,19~64,高雄市,907,64000
2012,26,19~64,台北市,921,63000
2012,26,19~64,台中市,514,66000
2012,26,19~64,台南市,497,67000
2012,26,19~64,台東縣,90,10014
2012,26,19~64,雲林縣,75,10009
2012,26,19~64,基隆市,85,10017
2012,26,65+,嘉義市,62,10020
2012,26,65+,嘉義縣,53,10010
2012,26,65+,連江縣,1,09007
2012,26,65+,桃園市,199,68000
2012,26,65+,屏東縣,181,10013
2012,26,65+,南投縣,98,10008
2012,26,65+,彰化縣,128,10007
2012,26,65+,澎湖縣,39,10016
2012,26,65+,宜蘭縣,80,10002
2012,26,65+,新北市,277,65000
2012,26,65+,新竹市,59,10018
2012,26,65+,新竹縣,29,10004
2012,26,65+,花蓮縣,82,10015
2012,26,65+,金門縣,10,09020
2012,26,65+,苗栗縣,43,10005
2012,26,65+,高雄市,389,64000
2012,26,65+,台北市,429,63000
2012,26,65+,台中市,303,66000
2012,26,65+,台南市,326,67000
2012,26,65+,台東縣,47,10014
2012,26,65+,雲林縣,39,10009
2012,26,65+,基隆市,42,10017
2012,26,7~12,嘉義市,49,10020
2012,26,7~12,嘉義縣,10,10010
2012,26,7~12,連江縣,3,09007
2012,26,7~12,桃園市,88,68000
2012,26,7~12,屏東縣,57,10013
2012,26,7~12,南投縣,31,10008
2012,26,7~12,彰化縣,58,10007
2012,26,7~12,澎湖縣,12,10016
2012,26,7~12,宜蘭縣,35,10002
2012,26,7~12,新北市,90,65000
2012,26,7~12,新竹市,52,10018
2012,26,7~12,新竹縣,15,10004
2012,26,7~12,花蓮縣,43,10015
2012,26,7~12,金門縣,6,09020
2012,26,7~12,苗栗縣,26,10005
2012,26,7~12,高雄市,152,64000
2012,26,7~12,台北市,196,63000
2012,26,7~12,台中市,94,66000
2012,26,7~12,台南市,132,67000
2012,26,7~12,台東縣,33,10014
2012,26,7~12,雲林縣,25,10009
2012,26,7~12,基隆市,27,10017
2012,27,0~6,嘉義市,132,10020
2012,27,0~6,嘉義縣,31,10010
2012,27,0~6,連江縣,10,09007
2012,27,0~6,桃園市,339,68000
2012,27,0~6,屏東縣,164,10013
2012,27,0~6,南投縣,98,10008
2012,27,0~6,彰化縣,259,10007
2012,27,0~6,澎湖縣,16,10016
2012,27,0~6,宜蘭縣,62,10002
2012,27,0~6,新北市,409,65000
2012,27,0~6,新竹市,242,10018
2012,27,0~6,新竹縣,31,10004
2012,27,0~6,花蓮縣,110,10015
2012,27,0~6,金門縣,9,09020
2012,27,0~6,苗栗縣,60,10005
2012,27,0~6,高雄市,462,64000
2012,27,0~6,台北市,1001,63000
2012,27,0~6,台中市,446,66000
2012,27,0~6,台南市,485,67000
2012,27,0~6,台東縣,74,10014
2012,27,0~6,雲林縣,88,10009
2012,27,0~6,基隆市,84,10017
2012,27,13~18,嘉義市,29,10020
2012,27,13~18,嘉義縣,11,10010
2012,27,13~18,連江縣,2,09007
2012,27,13~18,桃園市,36,68000
2012,27,13~18,屏東縣,50,10013
2012,27,13~18,南投縣,20,10008
2012,27,13~18,彰化縣,32,10007
2012,27,13~18,澎湖縣,18,10016
2012,27,13~18,宜蘭縣,17,10002
2012,27,13~18,新北市,70,65000
2012,27,13~18,新竹市,32,10018
2012,27,13~18,新竹縣,11,10004
2012,27,13~18,花蓮縣,24,10015
2012,27,13~18,金門縣,5,09020
2012,27,13~18,苗栗縣,13,10005
2012,27,13~18,高雄市,111,64000
2012,27,13~18,台北市,130,63000
2012,27,13~18,台中市,67,66000
2012,27,13~18,台南市,56,67000
2012,27,13~18,台東縣,16,10014
2012,27,13~18,雲林縣,11,10009
2012,27,13~18,基隆市,12,10017
2012,27,19~64,嘉義市,103,10020
2012,27,19~64,嘉義縣,65,10010
2012,27,19~64,連江縣,30,09007
2012,27,19~64,桃園市,372,68000
2012,27,19~64,屏東縣,364,10013
2012,27,19~64,南投縣,162,10008
2012,27,19~64,彰化縣,253,10007
2012,27,19~64,澎湖縣,133,10016
2012,27,19~64,宜蘭縣,161,10002
2012,27,19~64,新北市,531,65000
2012,27,19~64,新竹市,201,10018
2012,27,19~64,新竹縣,92,10004
2012,27,19~64,花蓮縣,160,10015
2012,27,19~64,金門縣,33,09020
2012,27,19~64,苗栗縣,82,10005
2012,27,19~64,高雄市,897,64000
2012,27,19~64,台北市,964,63000
2012,27,19~64,台中市,591,66000
2012,27,19~64,台南市,554,67000
2012,27,19~64,台東縣,89,10014
2012,27,19~64,雲林縣,95,10009
2012,27,19~64,基隆市,103,10017
2012,27,65+,嘉義市,61,10020
2012,27,65+,嘉義縣,57,10010
2012,27,65+,桃園市,195,68000
2012,27,65+,屏東縣,169,10013
2012,27,65+,南投縣,115,10008
2012,27,65+,彰化縣,146,10007
2012,27,65+,澎湖縣,29,10016
2012,27,65+,宜蘭縣,83,10002
2012,27,65+,新北市,267,65000
2012,27,65+,新竹市,63,10018
2012,27,65+,新竹縣,39,10004
2012,27,65+,花蓮縣,89,10015
2012,27,65+,金門縣,11,09020
2012,27,65+,苗栗縣,48,10005
2012,27,65+,高雄市,418,64000
2012,27,65+,台北市,488,63000
2012,27,65+,台中市,264,66000
2012,27,65+,台南市,286,67000
2012,27,65+,台東縣,40,10014
2012,27,65+,雲林縣,52,10009
2012,27,65+,基隆市,44,10017
2012,27,7~12,嘉義市,35,10020
2012,27,7~12,嘉義縣,8,10010
2012,27,7~12,連江縣,8,09007
2012,27,7~12,桃園市,80,68000
2012,27,7~12,屏東縣,55,10013
2012,27,7~12,南投縣,43,10008
2012,27,7~12,彰化縣,54,10007
2012,27,7~12,澎湖縣,15,10016
2012,27,7~12,宜蘭縣,30,10002
2012,27,7~12,新北市,99,65000
2012,27,7~12,新竹市,55,10018
2012,27,7~12,新竹縣,16,10004
2012,27,7~12,花蓮縣,40,10015
2012,27,7~12,金門縣,5,09020
2012,27,7~12,苗栗縣,22,10005
2012,27,7~12,高雄市,147,64000
2012,27,7~12,台北市,171,63000
2012,27,7~12,台中市,85,66000
2012,27,7~12,台南市,99,67000
2012,27,7~12,台東縣,24,10014
2012,27,7~12,雲林縣,18,10009
2012,27,7~12,基隆市,29,10017
2012,28,0~6,嘉義市,158,10020
2012,28,0~6,嘉義縣,20,10010
2012,28,0~6,連江縣,5,09007
2012,28,0~6,桃園市,270,68000
2012,28,0~6,屏東縣,131,10013
2012,28,0~6,南投縣,119,10008
2012,28,0~6,彰化縣,279,10007
2012,28,0~6,澎湖縣,47,10016
2012,28,0~6,宜蘭縣,110,10002
2012,28,0~6,新北市,329,65000
2012,28,0~6,新竹市,234,10018
2012,28,0~6,新竹縣,39,10004
2012,28,0~6,花蓮縣,81,10015
2012,28,0~6,金門縣,18,09020
2012,28,0~6,苗栗縣,60,10005
2012,28,0~6,高雄市,454,64000
2012,28,0~6,台北市,883,63000
2012,28,0~6,台中市,443,66000
2012,28,0~6,台南市,372,67000
2012,28,0~6,台東縣,63,10014
2012,28,0~6,雲林縣,115,10009
2012,28,0~6,基隆市,100,10017
2012,28,13~18,嘉義市,16,10020
2012,28,13~18,嘉義縣,9,10010
2012,28,13~18,連江縣,3,09007
2012,28,13~18,桃園市,26,68000
2012,28,13~18,屏東縣,31,10013
2012,28,13~18,南投縣,21,10008
2012,28,13~18,彰化縣,29,10007
2012,28,13~18,澎湖縣,13,10016
2012,28,13~18,宜蘭縣,22,10002
2012,28,13~18,新北市,64,65000
2012,28,13~18,新竹市,27,10018
2012,28,13~18,新竹縣,9,10004
2012,28,13~18,花蓮縣,16,10015
2012,28,13~18,金門縣,4,09020
2012,28,13~18,苗栗縣,12,10005
2012,28,13~18,高雄市,86,64000
2012,28,13~18,台北市,89,63000
2012,28,13~18,台中市,60,66000
2012,28,13~18,台南市,60,67000
2012,28,13~18,台東縣,12,10014
2012,28,13~18,雲林縣,11,10009
2012,28,13~18,基隆市,14,10017
2012,28,19~64,嘉義市,112,10020
2012,28,19~64,嘉義縣,59,10010
2012,28,19~64,連江縣,13,09007
2012,28,19~64,桃園市,370,68000
2012,28,19~64,屏東縣,296,10013
2012,28,19~64,南投縣,156,10008
2012,28,19~64,彰化縣,231,10007
2012,28,19~64,澎湖縣,107,10016
2012,28,19~64,宜蘭縣,173,10002
2012,28,19~64,新北市,484,65000
2012,28,19~64,新竹市,168,10018
2012,28,19~64,新竹縣,108,10004
2012,28,19~64,花蓮縣,135,10015
2012,28,19~64,金門縣,25,09020
2012,28,19~64,苗栗縣,62,10005
2012,28,19~64,高雄市,834,64000
2012,28,19~64,台北市,851,63000
2012,28,19~64,台中市,517,66000
2012,28,19~64,台南市,510,67000
2012,28,19~64,台東縣,78,10014
2012,28,19~64,雲林縣,94,10009
2012,28,19~64,基隆市,122,10017
2012,28,65+,嘉義市,59,10020
2012,28,65+,嘉義縣,58,10010
2012,28,65+,桃園市,180,68000
2012,28,65+,屏東縣,176,10013
2012,28,65+,南投縣,107,10008
2012,28,65+,彰化縣,145,10007
2012,28,65+,澎湖縣,43,10016
2012,28,65+,宜蘭縣,99,10002
2012,28,65+,新北市,273,65000
2012,28,65+,新竹市,67,10018
2012,28,65+,新竹縣,35,10004
2012,28,65+,花蓮縣,74,10015
2012,28,65+,金門縣,4,09020
2012,28,65+,苗栗縣,39,10005
2012,28,65+,高雄市,431,64000
2012,28,65+,台北市,453,63000
2012,28,65+,台中市,273,66000
2012,28,65+,台南市,306,67000
2012,28,65+,台東縣,28,10014
2012,28,65+,雲林縣,45,10009
2012,28,65+,基隆市,41,10017
2012,28,7~12,嘉義市,30,10020
2012,28,7~12,嘉義縣,9,10010
2012,28,7~12,連江縣,3,09007
2012,28,7~12,桃園市,61,68000
2012,28,7~12,屏東縣,40,10013
2012,28,7~12,南投縣,44,10008
2012,28,7~12,彰化縣,52,10007
2012,28,7~12,澎湖縣,18,10016
2012,28,7~12,宜蘭縣,53,10002
2012,28,7~12,新北市,74,65000
2012,28,7~12,新竹市,36,10018
2012,28,7~12,新竹縣,9,10004
2012,28,7~12,花蓮縣,22,10015
2012,28,7~12,金門縣,3,09020
2012,28,7~12,苗栗縣,32,10005
2012,28,7~12,高雄市,101,64000
2012,28,7~12,台北市,175,63000
2012,28,7~12,台中市,81,66000
2012,28,7~12,台南市,99,67000
2012,28,7~12,台東縣,21,10014
2012,28,7~12,雲林縣,33,10009
2012,28,7~12,基隆市,34,10017
2012,29,0~6,嘉義市,170,10020
2012,29,0~6,嘉義縣,19,10010
2012,29,0~6,連江縣,4,09007
2012,29,0~6,桃園市,341,68000
2012,29,0~6,屏東縣,101,10013
2012,29,0~6,南投縣,81,10008
2012,29,0~6,彰化縣,273,10007
2012,29,0~6,澎湖縣,41,10016
2012,29,0~6,宜蘭縣,50,10002
2012,29,0~6,新北市,311,65000
2012,29,0~6,新竹市,244,10018
2012,29,0~6,新竹縣,34,10004
2012,29,0~6,花蓮縣,77,10015
2012,29,0~6,金門縣,4,09020
2012,29,0~6,苗栗縣,68,10005
2012,29,0~6,高雄市,362,64000
2012,29,0~6,台北市,893,63000
2012,29,0~6,台中市,435,66000
2012,29,0~6,台南市,365,67000
2012,29,0~6,台東縣,60,10014
2012,29,0~6,雲林縣,113,10009
2012,29,0~6,基隆市,89,10017
2012,29,13~18,嘉義市,14,10020
2012,29,13~18,嘉義縣,10,10010
2012,29,13~18,連江縣,1,09007
2012,29,13~18,桃園市,26,68000
2012,29,13~18,屏東縣,34,10013
2012,29,13~18,南投縣,16,10008
2012,29,13~18,彰化縣,22,10007
2012,29,13~18,澎湖縣,8,10016
2012,29,13~18,宜蘭縣,15,10002
2012,29,13~18,新北市,40,65000
2012,29,13~18,新竹市,20,10018
2012,29,13~18,新竹縣,17,10004
2012,29,13~18,花蓮縣,16,10015
2012,29,13~18,金門縣,10,09020
2012,29,13~18,苗栗縣,14,10005
2012,29,13~18,高雄市,65,64000
2012,29,13~18,台北市,85,63000
2012,29,13~18,台中市,41,66000
2012,29,13~18,台南市,37,67000
2012,29,13~18,台東縣,14,10014
2012,29,13~18,雲林縣,16,10009
2012,29,13~18,基隆市,10,10017
2012,29,19~64,嘉義市,101,10020
2012,29,19~64,嘉義縣,56,10010
2012,29,19~64,連江縣,14,09007
2012,29,19~64,桃園市,335,68000
2012,29,19~64,屏東縣,287,10013
2012,29,19~64,南投縣,153,10008
2012,29,19~64,彰化縣,214,10007
2012,29,19~64,澎湖縣,84,10016
2012,29,19~64,宜蘭縣,152,10002
2012,29,19~64,新北市,442,65000
2012,29,19~64,新竹市,156,10018
2012,29,19~64,新竹縣,73,10004
2012,29,19~64,花蓮縣,139,10015
2012,29,19~64,金門縣,48,09020
2012,29,19~64,苗栗縣,67,10005
2012,29,19~64,高雄市,656,64000
2012,29,19~64,台北市,745,63000
2012,29,19~64,台中市,459,66000
2012,29,19~64,台南市,437,67000
2012,29,19~64,台東縣,72,10014
2012,29,19~64,雲林縣,71,10009
2012,29,19~64,基隆市,92,10017
2012,29,65+,嘉義市,68,10020
2012,29,65+,嘉義縣,49,10010
2012,29,65+,連江縣,2,09007
2012,29,65+,桃園市,197,68000
2012,29,65+,屏東縣,163,10013
2012,29,65+,南投縣,125,10008
2012,29,65+,彰化縣,125,10007
2012,29,65+,澎湖縣,32,10016
2012,29,65+,宜蘭縣,90,10002
2012,29,65+,新北市,223,65000
2012,29,65+,新竹市,58,10018
2012,29,65+,新竹縣,40,10004
2012,29,65+,花蓮縣,79,10015
2012,29,65+,金門縣,9,09020
2012,29,65+,苗栗縣,34,10005
2012,29,65+,高雄市,332,64000
2012,29,65+,台北市,423,63000
2012,29,65+,台中市,252,66000
2012,29,65+,台南市,323,67000
2012,29,65+,台東縣,40,10014
2012,29,65+,雲林縣,42,10009
2012,29,65+,基隆市,54,10017
2012,29,7~12,嘉義市,33,10020
2012,29,7~12,嘉義縣,7,10010
2012,29,7~12,桃園市,59,68000
2012,29,7~12,屏東縣,45,10013
2012,29,7~12,南投縣,38,10008
2012,29,7~12,彰化縣,51,10007
2012,29,7~12,澎湖縣,12,10016
2012,29,7~12,宜蘭縣,21,10002
2012,29,7~12,新北市,76,65000
2012,29,7~12,新竹市,43,10018
2012,29,7~12,新竹縣,10,10004
2012,29,7~12,花蓮縣,27,10015
2012,29,7~12,金門縣,4,09020
2012,29,7~12,苗栗縣,23,10005
2012,29,7~12,高雄市,114,64000
2012,29,7~12,台北市,138,63000
2012,29,7~12,台中市,82,66000
2012,29,7~12,台南市,97,67000
2012,29,7~12,台東縣,12,10014
2012,29,7~12,雲林縣,21,10009
2012,29,7~12,基隆市,10,10017
2012,30,0~6,嘉義市,150,10020
2012,30,0~6,嘉義縣,25,10010
2012,30,0~6,連江縣,4,09007
2012,30,0~6,桃園市,358,68000
2012,30,0~6,屏東縣,112,10013
2012,30,0~6,南投縣,93,10008
2012,30,0~6,彰化縣,228,10007
2012,30,0~6,澎湖縣,38,10016
2012,30,0~6,宜蘭縣,49,10002
2012,30,0~6,新北市,263,65000
2012,30,0~6,新竹市,239,10018
2012,30,0~6,新竹縣,29,10004
2012,30,0~6,花蓮縣,77,10015
2012,30,0~6,金門縣,7,09020
2012,30,0~6,苗栗縣,57,10005
2012,30,0~6,高雄市,357,64000
2012,30,0~6,台北市,739,63000
2012,30,0~6,台中市,403,66000
2012,30,0~6,台南市,378,67000
2012,30,0~6,台東縣,63,10014
2012,30,0~6,雲林縣,91,10009
2012,30,0~6,基隆市,69,10017
2012,30,13~18,嘉義市,20,10020
2012,30,13~18,嘉義縣,4,10010
2012,30,13~18,連江縣,3,09007
2012,30,13~18,桃園市,36,68000
2012,30,13~18,屏東縣,31,10013
2012,30,13~18,南投縣,12,10008
