年,週,年齡別,縣市,類流感急診就診人次,縣市別代碼
2023,45,65+,屏東縣,164,10013
2023,45,65+,南投縣,85,10008
2023,45,65+,彰化縣,132,10007
2023,45,65+,澎湖縣,5,10016
2023,45,65+,宜蘭縣,93,10002
2023,45,65+,新北市,302,65000
2023,45,65+,新竹市,59,10018
2023,45,65+,新竹縣,31,10004
2023,45,65+,花蓮縣,77,10015
2023,45,65+,金門縣,9,09020
2023,45,65+,苗栗縣,114,10005
2023,45,65+,高雄市,376,64000
2023,45,65+,台北市,453,63000
2023,45,65+,台中市,349,66000
2023,45,65+,台南市,324,67000
2023,45,65+,台東縣,46,10014
2023,45,65+,雲林縣,100,10009
2023,45,65+,基隆市,88,10017
2023,45,7~12,嘉義市,33,10020
2023,45,7~12,嘉義縣,18,10010
2023,45,7~12,連江縣,9,09007
2023,45,7~12,桃園市,90,68000
2023,45,7~12,屏東縣,58,10013
2023,45,7~12,南投縣,29,10008
2023,45,7~12,彰化縣,77,10007
2023,45,7~12,宜蘭縣,37,10002
2023,45,7~12,新北市,107,65000
2023,45,7~12,新竹市,5,10018
2023,45,7~12,新竹縣,22,10004
2023,45,7~12,花蓮縣,27,10015
2023,45,7~12,金門縣,1,09020
2023,45,7~12,苗栗縣,29,10005
2023,45,7~12,高雄市,139,64000
2023,45,7~12,台北市,155,63000
2023,45,7~12,台中市,142,66000
2023,45,7~12,台南市,113,67000
2023,45,7~12,台東縣,24,10014
2023,45,7~12,雲林縣,44,10009
2023,45,7~12,基隆市,24,10017
2023,46,0~6,嘉義市,91,10020
2023,46,0~6,嘉義縣,62,10010
2023,46,0~6,連江縣,4,09007
2023,46,0~6,桃園市,216,68000
2023,46,0~6,屏東縣,95,10013
2023,46,0~6,南投縣,40,10008
2023,46,0~6,彰化縣,247,10007
2023,46,0~6,宜蘭縣,75,10002
2023,46,0~6,新北市,301,65000
2023,46,0~6,新竹市,14,10018
2023,46,0~6,新竹縣,33,10004
2023,46,0~6,花蓮縣,57,10015
2023,46,0~6,金門縣,5,09020
2023,46,0~6,苗栗縣,82,10005
2023,46,0~6,高雄市,280,64000
2023,46,0~6,台北市,492,63000
2023,46,0~6,台中市,455,66000
2023,46,0~6,台南市,309,67000
2023,46,0~6,台東縣,77,10014
2023,46,0~6,雲林縣,148,10009
2023,46,0~6,基隆市,40,10017
2023,46,13~18,嘉義市,22,10020
2023,46,13~18,嘉義縣,16,10010
2023,46,13~18,連江縣,2,09007
2023,46,13~18,桃園市,54,68000
2023,46,13~18,屏東縣,48,10013
2023,46,13~18,南投縣,8,10008
2023,46,13~18,彰化縣,46,10007
2023,46,13~18,澎湖縣,1,10016
2023,46,13~18,宜蘭縣,31,10002
2023,46,13~18,新北市,43,65000
2023,46,13~18,新竹市,23,10018
2023,46,13~18,新竹縣,18,10004
2023,46,13~18,花蓮縣,26,10015
2023,46,13~18,金門縣,1,09020
2023,46,13~18,苗栗縣,26,10005
2023,46,13~18,高雄市,81,64000
2023,46,13~18,台北市,93,63000
2023,46,13~18,台中市,91,66000
2023,46,13~18,台南市,62,67000
2023,46,13~18,台東縣,20,10014
2023,46,13~18,雲林縣,32,10009
2023,46,13~18,基隆市,13,10017
2023,46,19~64,嘉義市,114,10020
2023,46,19~64,嘉義縣,57,10010
2023,46,19~64,連江縣,10,09007
2023,46,19~64,桃園市,406,68000
2023,46,19~64,屏東縣,227,10013
2023,46,19~64,南投縣,100,10008
2023,46,19~64,彰化縣,186,10007
2023,46,19~64,澎湖縣,6,10016
2023,46,19~64,宜蘭縣,145,10002
2023,46,19~64,新北市,390,65000
2023,46,19~64,新竹市,172,10018
2023,46,19~64,新竹縣,92,10004
2023,46,19~64,花蓮縣,106,10015
2023,46,19~64,金門縣,8,09020
2023,46,19~64,苗栗縣,149,10005
2023,46,19~64,高雄市,650,64000
2023,46,19~64,台北市,630,63000
2023,46,19~64,台中市,659,66000
2023,46,19~64,台南市,376,67000
2023,46,19~64,台東縣,65,10014
2023,46,19~64,雲林縣,143,10009
2023,46,19~64,基隆市,111,10017
2023,46,65+,嘉義市,88,10020
2023,46,65+,嘉義縣,69,10010
2023,46,65+,連江縣,2,09007
2023,46,65+,桃園市,217,68000
2023,46,65+,屏東縣,143,10013
2023,46,65+,南投縣,80,10008
2023,46,65+,彰化縣,152,10007
2023,46,65+,澎湖縣,7,10016
2023,46,65+,宜蘭縣,89,10002
2023,46,65+,新北市,254,65000
2023,46,65+,新竹市,46,10018
2023,46,65+,新竹縣,27,10004
2023,46,65+,花蓮縣,84,10015
2023,46,65+,金門縣,5,09020
2023,46,65+,苗栗縣,89,10005
2023,46,65+,高雄市,374,64000
2023,46,65+,台北市,409,63000
2023,46,65+,台中市,321,66000
2023,46,65+,台南市,266,67000
2023,46,65+,台東縣,30,10014
2023,46,65+,雲林縣,102,10009
2023,46,65+,基隆市,75,10017
2023,46,7~12,嘉義市,30,10020
2023,46,7~12,嘉義縣,15,10010
2023,46,7~12,連江縣,2,09007
2023,46,7~12,桃園市,53,68000
2023,46,7~12,屏東縣,42,10013
2023,46,7~12,南投縣,7,10008
2023,46,7~12,彰化縣,59,10007
2023,46,7~12,宜蘭縣,20,10002
2023,46,7~12,新北市,64,65000
2023,46,7~12,新竹市,6,10018
2023,46,7~12,新竹縣,21,10004
2023,46,7~12,花蓮縣,25,10015
2023,46,7~12,金門縣,2,09020
2023,46,7~12,苗栗縣,33,10005
2023,46,7~12,高雄市,120,64000
2023,46,7~12,台北市,136,63000
2023,46,7~12,台中市,106,66000
2023,46,7~12,台南市,85,67000
2023,46,7~12,台東縣,21,10014
2023,46,7~12,雲林縣,38,10009
2023,46,7~12,基隆市,18,10017
2023,47,0~6,嘉義市,98,10020
2023,47,0~6,嘉義縣,68,10010
2023,47,0~6,連江縣,9,09007
2023,47,0~6,桃園市,238,68000
2023,47,0~6,屏東縣,107,10013
2023,47,0~6,南投縣,50,10008
2023,47,0~6,彰化縣,250,10007
2023,47,0~6,宜蘭縣,65,10002
2023,47,0~6,新北市,326,65000
2023,47,0~6,新竹市,16,10018
2023,47,0~6,新竹縣,47,10004
2023,47,0~6,花蓮縣,48,10015
2023,47,0~6,金門縣,3,09020
2023,47,0~6,苗栗縣,99,10005
2023,47,0~6,高雄市,289,64000
2023,47,0~6,台北市,473,63000
2023,47,0~6,台中市,448,66000
2023,47,0~6,台南市,321,67000
2023,47,0~6,台東縣,71,10014
2023,47,0~6,雲林縣,138,10009
2023,47,0~6,基隆市,54,10017
2023,47,13~18,嘉義市,32,10020
2023,47,13~18,嘉義縣,11,10010
2023,47,13~18,連江縣,1,09007
2023,47,13~18,桃園市,60,68000
2023,47,13~18,屏東縣,31,10013
2023,47,13~18,南投縣,15,10008
2023,47,13~18,彰化縣,40,10007
2023,47,13~18,宜蘭縣,8,10002
2023,47,13~18,新北市,57,65000
2023,47,13~18,新竹市,14,10018
2023,47,13~18,新竹縣,21,10004
2023,47,13~18,花蓮縣,34,10015
2023,47,13~18,金門縣,2,09020
2023,47,13~18,苗栗縣,24,10005
2023,47,13~18,高雄市,73,64000
2023,47,13~18,台北市,134,63000
2023,47,13~18,台中市,97,66000
2023,47,13~18,台南市,66,67000
2023,47,13~18,台東縣,16,10014
2023,47,13~18,雲林縣,18,10009
2023,47,13~18,基隆市,22,10017
2023,47,19~64,嘉義市,120,10020
2023,47,19~64,嘉義縣,66,10010
2023,47,19~64,連江縣,13,09007
2023,47,19~64,桃園市,432,68000
2023,47,19~64,屏東縣,224,10013
2023,47,19~64,南投縣,106,10008
2023,47,19~64,彰化縣,219,10007
2023,47,19~64,澎湖縣,10,10016
2023,47,19~64,宜蘭縣,131,10002
2023,47,19~64,新北市,430,65000
2023,47,19~64,新竹市,154,10018
2023,47,19~64,新竹縣,105,10004
2023,47,19~64,花蓮縣,122,10015
2023,47,19~64,金門縣,11,09020
2023,47,19~64,苗栗縣,168,10005
2023,47,19~64,高雄市,580,64000
2023,47,19~64,台北市,689,63000
2023,47,19~64,台中市,633,66000
2023,47,19~64,台南市,411,67000
2023,47,19~64,台東縣,97,10014
2023,47,19~64,雲林縣,139,10009
2023,47,19~64,基隆市,108,10017
2023,47,65+,嘉義市,73,10020
2023,47,65+,嘉義縣,77,10010
2023,47,65+,桃園市,245,68000
2023,47,65+,屏東縣,132,10013
2023,47,65+,南投縣,80,10008
2023,47,65+,彰化縣,154,10007
2023,47,65+,澎湖縣,10,10016
2023,47,65+,宜蘭縣,81,10002
2023,47,65+,新北市,267,65000
2023,47,65+,新竹市,65,10018
2023,47,65+,新竹縣,47,10004
2023,47,65+,花蓮縣,89,10015
2023,47,65+,金門縣,8,09020
2023,47,65+,苗栗縣,71,10005
2023,47,65+,高雄市,380,64000
2023,47,65+,台北市,457,63000
2023,47,65+,台中市,387,66000
2023,47,65+,台南市,325,67000
2023,47,65+,台東縣,44,10014
2023,47,65+,雲林縣,114,10009
2023,47,65+,基隆市,82,10017
2023,47,7~12,嘉義市,21,10020
2023,47,7~12,嘉義縣,18,10010
2023,47,7~12,連江縣,5,09007
2023,47,7~12,桃園市,65,68000
2023,47,7~12,屏東縣,32,10013
2023,47,7~12,南投縣,21,10008
2023,47,7~12,彰化縣,59,10007
2023,47,7~12,澎湖縣,2,10016
2023,47,7~12,宜蘭縣,15,10002
2023,47,7~12,新北市,101,65000
2023,47,7~12,新竹市,8,10018
2023,47,7~12,新竹縣,17,10004
2023,47,7~12,花蓮縣,23,10015
2023,47,7~12,金門縣,2,09020
2023,47,7~12,苗栗縣,40,10005
2023,47,7~12,高雄市,95,64000
2023,47,7~12,台北市,160,63000
2023,47,7~12,台中市,106,66000
2023,47,7~12,台南市,73,67000
2023,47,7~12,台東縣,20,10014
2023,47,7~12,雲林縣,30,10009
2023,47,7~12,基隆市,30,10017
2023,48,0~6,嘉義市,97,10020
2023,48,0~6,嘉義縣,81,10010
2023,48,0~6,連江縣,3,09007
2023,48,0~6,桃園市,256,68000
2023,48,0~6,屏東縣,120,10013
2023,48,0~6,南投縣,49,10008
2023,48,0~6,彰化縣,224,10007
2023,48,0~6,宜蘭縣,74,10002
2023,48,0~6,新北市,302,65000
2023,48,0~6,新竹市,20,10018
2023,48,0~6,新竹縣,42,10004
2023,48,0~6,花蓮縣,53,10015
2023,48,0~6,金門縣,13,09020
2023,48,0~6,苗栗縣,94,10005
2023,48,0~6,高雄市,308,64000
2023,48,0~6,台北市,448,63000
2023,48,0~6,台中市,450,66000
2023,48,0~6,台南市,339,67000
2023,48,0~6,台東縣,55,10014
2023,48,0~6,雲林縣,145,10009
2023,48,0~6,基隆市,43,10017
2023,48,13~18,嘉義市,34,10020
2023,48,13~18,嘉義縣,22,10010
2023,48,13~18,連江縣,1,09007
2023,48,13~18,桃園市,50,68000
2023,48,13~18,屏東縣,21,10013
2023,48,13~18,南投縣,10,10008
2023,48,13~18,彰化縣,55,10007
2023,48,13~18,澎湖縣,1,10016
2023,48,13~18,宜蘭縣,21,10002
2023,48,13~18,新北市,56,65000
2023,48,13~18,新竹市,18,10018
2023,48,13~18,新竹縣,18,10004
2023,48,13~18,花蓮縣,27,10015
2023,48,13~18,金門縣,7,09020
2023,48,13~18,苗栗縣,38,10005
2023,48,13~18,高雄市,80,64000
2023,48,13~18,台北市,117,63000
2023,48,13~18,台中市,93,66000
2023,48,13~18,台南市,61,67000
2023,48,13~18,台東縣,7,10014
2023,48,13~18,雲林縣,35,10009
2023,48,13~18,基隆市,20,10017
2023,48,19~64,嘉義市,125,10020
2023,48,19~64,嘉義縣,70,10010
2023,48,19~64,連江縣,15,09007
2023,48,19~64,桃園市,474,68000
2023,48,19~64,屏東縣,220,10013
2023,48,19~64,南投縣,96,10008
2023,48,19~64,彰化縣,222,10007
2023,48,19~64,澎湖縣,14,10016
2023,48,19~64,宜蘭縣,153,10002
2023,48,19~64,新北市,457,65000
2023,48,19~64,新竹市,167,10018
2023,48,19~64,新竹縣,110,10004
2023,48,19~64,花蓮縣,126,10015
2023,48,19~64,金門縣,30,09020
2023,48,19~64,苗栗縣,153,10005
2023,48,19~64,高雄市,688,64000
2023,48,19~64,台北市,773,63000
2023,48,19~64,台中市,831,66000
2023,48,19~64,台南市,382,67000
2023,48,19~64,台東縣,90,10014
2023,48,19~64,雲林縣,129,10009
2023,48,19~64,基隆市,163,10017
2023,48,65+,嘉義市,92,10020
2023,48,65+,嘉義縣,93,10010
2023,48,65+,連江縣,1,09007
2023,48,65+,桃園市,250,68000
2023,48,65+,屏東縣,144,10013
2023,48,65+,南投縣,82,10008
2023,48,65+,彰化縣,128,10007
2023,48,65+,澎湖縣,3,10016
2023,48,65+,宜蘭縣,82,10002
2023,48,65+,新北市,321,65000
2023,48,65+,新竹市,53,10018
2023,48,65+,新竹縣,39,10004
2023,48,65+,花蓮縣,84,10015
2023,48,65+,金門縣,17,09020
2023,48,65+,苗栗縣,75,10005
2023,48,65+,高雄市,390,64000
2023,48,65+,台北市,471,63000
2023,48,65+,台中市,423,66000
2023,48,65+,台南市,268,67000
2023,48,65+,台東縣,47,10014
2023,48,65+,雲林縣,105,10009
2023,48,65+,基隆市,75,10017
2023,48,7~12,嘉義市,31,10020
2023,48,7~12,嘉義縣,21,10010
2023,48,7~12,連江縣,5,09007
2023,48,7~12,桃園市,97,68000
2023,48,7~12,屏東縣,33,10013
2023,48,7~12,南投縣,10,10008
2023,48,7~12,彰化縣,61,10007
2023,48,7~12,澎湖縣,1,10016
2023,48,7~12,宜蘭縣,33,10002
2023,48,7~12,新北市,102,65000
2023,48,7~12,新竹市,8,10018
2023,48,7~12,新竹縣,13,10004
2023,48,7~12,花蓮縣,22,10015
2023,48,7~12,金門縣,8,09020
2023,48,7~12,苗栗縣,44,10005
2023,48,7~12,高雄市,108,64000
2023,48,7~12,台北市,144,63000
2023,48,7~12,台中市,126,66000
2023,48,7~12,台南市,83,67000
2023,48,7~12,台東縣,22,10014
2023,48,7~12,雲林縣,44,10009
2023,48,7~12,基隆市,17,10017
2023,49,0~6,嘉義市,78,10020
2023,49,0~6,嘉義縣,60,10010
2023,49,0~6,連江縣,3,09007
2023,49,0~6,桃園市,236,68000
2023,49,0~6,屏東縣,102,10013
2023,49,0~6,南投縣,39,10008
2023,49,0~6,彰化縣,221,10007
2023,49,0~6,宜蘭縣,50,10002
2023,49,0~6,新北市,273,65000
2023,49,0~6,新竹市,8,10018
2023,49,0~6,新竹縣,37,10004
2023,49,0~6,花蓮縣,76,10015
2023,49,0~6,金門縣,11,09020
2023,49,0~6,苗栗縣,87,10005
2023,49,0~6,高雄市,288,64000
2023,49,0~6,台北市,464,63000
2023,49,0~6,台中市,408,66000
2023,49,0~6,台南市,301,67000
2023,49,0~6,台東縣,49,10014
2023,49,0~6,雲林縣,139,10009
2023,49,0~6,基隆市,51,10017
2023,49,13~18,嘉義市,29,10020
2023,49,13~18,嘉義縣,19,10010
2023,49,13~18,連江縣,3,09007
2023,49,13~18,桃園市,48,68000
2023,49,13~18,屏東縣,32,10013
2023,49,13~18,南投縣,20,10008
2023,49,13~18,彰化縣,43,10007
2023,49,13~18,澎湖縣,2,10016
2023,49,13~18,宜蘭縣,31,10002
2023,49,13~18,新北市,68,65000
2023,49,13~18,新竹市,7,10018
2023,49,13~18,新竹縣,21,10004
2023,49,13~18,花蓮縣,22,10015
2023,49,13~18,金門縣,3,09020
2023,49,13~18,苗栗縣,22,10005
2023,49,13~18,高雄市,79,64000
2023,49,13~18,台北市,111,63000
2023,49,13~18,台中市,105,66000
2023,49,13~18,台南市,58,67000
2023,49,13~18,台東縣,9,10014
2023,49,13~18,雲林縣,25,10009
2023,49,13~18,基隆市,16,10017
2023,49,19~64,嘉義市,95,10020
2023,49,19~64,嘉義縣,54,10010
2023,49,19~64,連江縣,9,09007
2023,49,19~64,桃園市,492,68000
2023,49,19~64,屏東縣,244,10013
2023,49,19~64,南投縣,95,10008
2023,49,19~64,彰化縣,245,10007
2023,49,19~64,澎湖縣,25,10016
2023,49,19~64,宜蘭縣,133,10002
2023,49,19~64,新北市,467,65000
2023,49,19~64,新竹市,193,10018
2023,49,19~64,新竹縣,128,10004
2023,49,19~64,花蓮縣,150,10015
2023,49,19~64,金門縣,27,09020
2023,49,19~64,苗栗縣,186,10005
2023,49,19~64,高雄市,735,64000
2023,49,19~64,台北市,779,63000
2023,49,19~64,台中市,735,66000
2023,49,19~64,台南市,413,67000
2023,49,19~64,台東縣,74,10014
2023,49,19~64,雲林縣,130,10009
2023,49,19~64,基隆市,133,10017
2023,49,65+,嘉義市,106,10020
2023,49,65+,嘉義縣,80,10010
2023,49,65+,桃園市,267,68000
2023,49,65+,屏東縣,131,10013
2023,49,65+,南投縣,82,10008
2023,49,65+,彰化縣,149,10007
2023,49,65+,澎湖縣,14,10016
2023,49,65+,宜蘭縣,93,10002
2023,49,65+,新北市,302,65000
2023,49,65+,新竹市,54,10018
2023,49,65+,新竹縣,36,10004
2023,49,65+,花蓮縣,93,10015
2023,49,65+,金門縣,12,09020
2023,49,65+,苗栗縣,77,10005
2023,49,65+,高雄市,385,64000
2023,49,65+,台北市,486,63000
2023,49,65+,台中市,425,66000
2023,49,65+,台南市,314,67000
2023,49,65+,台東縣,45,10014
2023,49,65+,雲林縣,105,10009
2023,49,65+,基隆市,74,10017
2023,49,7~12,嘉義市,29,10020
2023,49,7~12,嘉義縣,27,10010
2023,49,7~12,連江縣,8,09007
2023,49,7~12,桃園市,86,68000
2023,49,7~12,屏東縣,38,10013
2023,49,7~12,南投縣,9,10008
2023,49,7~12,彰化縣,71,10007
2023,49,7~12,宜蘭縣,28,10002
2023,49,7~12,新北市,104,65000
2023,49,7~12,新竹市,11,10018
2023,49,7~12,新竹縣,14,10004
2023,49,7~12,花蓮縣,9,10015
2023,49,7~12,金門縣,6,09020
2023,49,7~12,苗栗縣,34,10005
2023,49,7~12,高雄市,78,64000
2023,49,7~12,台北市,150,63000
2023,49,7~12,台中市,129,66000
2023,49,7~12,台南市,86,67000
2023,49,7~12,台東縣,13,10014
2023,49,7~12,雲林縣,30,10009
2023,49,7~12,基隆市,28,10017
2023,50,0~6,嘉義市,100,10020
2023,50,0~6,嘉義縣,70,10010
2023,50,0~6,連江縣,4,09007
2023,50,0~6,桃園市,250,68000
2023,50,0~6,屏東縣,108,10013
2023,50,0~6,南投縣,44,10008
2023,50,0~6,彰化縣,221,10007
2023,50,0~6,宜蘭縣,61,10002
2023,50,0~6,新北市,288,65000
2023,50,0~6,新竹市,16,10018
2023,50,0~6,新竹縣,47,10004
2023,50,0~6,花蓮縣,69,10015
2023,50,0~6,金門縣,9,09020
2023,50,0~6,苗栗縣,93,10005
2023,50,0~6,高雄市,245,64000
2023,50,0~6,台北市,429,63000
2023,50,0~6,台中市,456,66000
2023,50,0~6,台南市,317,67000
2023,50,0~6,台東縣,38,10014
2023,50,0~6,雲林縣,130,10009
2023,50,0~6,基隆市,24,10017
2023,50,13~18,嘉義市,30,10020
2023,50,13~18,嘉義縣,17,10010
2023,50,13~18,桃園市,57,68000
2023,50,13~18,屏東縣,26,10013
2023,50,13~18,南投縣,23,10008
2023,50,13~18,彰化縣,42,10007
2023,50,13~18,澎湖縣,2,10016
2023,50,13~18,宜蘭縣,21,10002
2023,50,13~18,新北市,67,65000
2023,50,13~18,新竹市,17,10018
2023,50,13~18,新竹縣,15,10004
2023,50,13~18,花蓮縣,28,10015
2023,50,13~18,金門縣,2,09020
2023,50,13~18,苗栗縣,40,10005
2023,50,13~18,高雄市,76,64000
2023,50,13~18,台北市,114,63000
2023,50,13~18,台中市,107,66000
2023,50,13~18,台南市,61,67000
2023,50,13~18,台東縣,10,10014
2023,50,13~18,雲林縣,14,10009
2023,50,13~18,基隆市,16,10017
2023,50,19~64,嘉義市,133,10020
2023,50,19~64,嘉義縣,80,10010
2023,50,19~64,連江縣,16,09007
2023,50,19~64,桃園市,526,68000
2023,50,19~64,屏東縣,223,10013
2023,50,19~64,南投縣,103,10008
2023,50,19~64,彰化縣,274,10007
2023,50,19~64,澎湖縣,12,10016
2023,50,19~64,宜蘭縣,152,10002
2023,50,19~64,新北市,509,65000
2023,50,19~64,新竹市,216,10018
2023,50,19~64,新竹縣,126,10004
2023,50,19~64,花蓮縣,133,10015
2023,50,19~64,金門縣,41,09020
2023,50,19~64,苗栗縣,164,10005
2023,50,19~64,高雄市,643,64000
2023,50,19~64,台北市,908,63000
2023,50,19~64,台中市,838,66000
2023,50,19~64,台南市,428,67000
2023,50,19~64,台東縣,70,10014
2023,50,19~64,雲林縣,115,10009
2023,50,19~64,基隆市,110,10017
2023,50,65+,嘉義市,94,10020
2023,50,65+,嘉義縣,74,10010
2023,50,65+,桃園市,272,68000
2023,50,65+,屏東縣,132,10013
2023,50,65+,南投縣,94,10008
2023,50,65+,彰化縣,179,10007
2023,50,65+,澎湖縣,5,10016
2023,50,65+,宜蘭縣,68,10002
2023,50,65+,新北市,328,65000
2023,50,65+,新竹市,81,10018
2023,50,65+,新竹縣,29,10004
2023,50,65+,花蓮縣,87,10015
2023,50,65+,金門縣,16,09020
2023,50,65+,苗栗縣,75,10005
2023,50,65+,高雄市,389,64000
2023,50,65+,台北市,536,63000
2023,50,65+,台中市,410,66000
2023,50,65+,台南市,307,67000
2023,50,65+,台東縣,35,10014
2023,50,65+,雲林縣,111,10009
2023,50,65+,基隆市,72,10017
2023,50,7~12,嘉義市,35,10020
2023,50,7~12,嘉義縣,21,10010
2023,50,7~12,連江縣,4,09007
2023,50,7~12,桃園市,70,68000
2023,50,7~12,屏東縣,46,10013
2023,50,7~12,南投縣,25,10008
2023,50,7~12,彰化縣,42,10007
2023,50,7~12,澎湖縣,1,10016
2023,50,7~12,宜蘭縣,27,10002
2023,50,7~12,新北市,118,65000
2023,50,7~12,新竹市,10,10018
2023,50,7~12,新竹縣,18,10004
2023,50,7~12,花蓮縣,26,10015
2023,50,7~12,金門縣,3,09020
2023,50,7~12,苗栗縣,44,10005
2023,50,7~12,高雄市,84,64000
2023,50,7~12,台北市,166,63000
2023,50,7~12,台中市,128,66000
2023,50,7~12,台南市,78,67000
2023,50,7~12,台東縣,17,10014
2023,50,7~12,雲林縣,42,10009
2023,50,7~12,基隆市,19,10017
2023,51,0~6,嘉義市,77,10020
2023,51,0~6,嘉義縣,36,10010
2023,51,0~6,連江縣,1,09007
2023,51,0~6,桃園市,212,68000
2023,51,0~6,屏東縣,87,10013
2023,51,0~6,南投縣,29,10008
2023,51,0~6,彰化縣,195,10007
2023,51,0~6,宜蘭縣,62,10002
2023,51,0~6,新北市,269,65000
2023,51,0~6,新竹市,12,10018
2023,51,0~6,新竹縣,33,10004
2023,51,0~6,花蓮縣,51,10015
2023,51,0~6,金門縣,12,09020
2023,51,0~6,苗栗縣,92,10005
2023,51,0~6,高雄市,206,64000
2023,51,0~6,台北市,438,63000
2023,51,0~6,台中市,418,66000
2023,51,0~6,台南市,282,67000
2023,51,0~6,台東縣,33,10014
2023,51,0~6,雲林縣,95,10009
2023,51,0~6,基隆市,29,10017
2023,51,13~18,嘉義市,33,10020
2023,51,13~18,嘉義縣,19,10010
2023,51,13~18,連江縣,3,09007
2023,51,13~18,桃園市,45,68000
2023,51,13~18,屏東縣,28,10013
2023,51,13~18,南投縣,13,10008
2023,51,13~18,彰化縣,38,10007
2023,51,13~18,澎湖縣,1,10016
2023,51,13~18,宜蘭縣,28,10002
2023,51,13~18,新北市,75,65000
2023,51,13~18,新竹市,11,10018
2023,51,13~18,新竹縣,17,10004
2023,51,13~18,花蓮縣,17,10015
2023,51,13~18,金門縣,7,09020
2023,51,13~18,苗栗縣,31,10005
2023,51,13~18,高雄市,76,64000
2023,51,13~18,台北市,109,63000
2023,51,13~18,台中市,76,66000
2023,51,13~18,台南市,67,67000
2023,51,13~18,台東縣,33,10014
2023,51,13~18,雲林縣,22,10009
2023,51,13~18,基隆市,6,10017
2023,51,19~64,嘉義市,122,10020
2023,51,19~64,嘉義縣,75,10010
2023,51,19~64,連江縣,14,09007
2023,51,19~64,桃園市,484,68000
2023,51,19~64,屏東縣,226,10013
2023,51,19~64,南投縣,102,10008
2023,51,19~64,彰化縣,244,10007
2023,51,19~64,澎湖縣,2,10016
2023,51,19~64,宜蘭縣,174,10002
2023,51,19~64,新北市,486,65000
2023,51,19~64,新竹市,207,10018
2023,51,19~64,新竹縣,132,10004
2023,51,19~64,花蓮縣,115,10015
2023,51,19~64,金門縣,54,09020
2023,51,19~64,苗栗縣,169,10005
2023,51,19~64,高雄市,655,64000
2023,51,19~64,台北市,916,63000
2023,51,19~64,台中市,766,66000
2023,51,19~64,台南市,396,67000
2023,51,19~64,台東縣,75,10014
2023,51,19~64,雲林縣,116,10009
2023,51,19~64,基隆市,76,10017
2023,51,65+,嘉義市,74,10020
2023,51,65+,嘉義縣,61,10010
2023,51,65+,連江縣,1,09007
2023,51,65+,桃園市,254,68000
2023,51,65+,屏東縣,132,10013
2023,51,65+,南投縣,89,10008
2023,51,65+,彰化縣,153,10007
2023,51,65+,澎湖縣,10,10016
2023,51,65+,宜蘭縣,92,10002
2023,51,65+,新北市,311,65000
2023,51,65+,新竹市,67,10018
2023,51,65+,新竹縣,25,10004
2023,51,65+,花蓮縣,71,10015
2023,51,65+,金門縣,28,09020
2023,51,65+,苗栗縣,100,10005
2023,51,65+,高雄市,381,64000
2023,51,65+,台北市,494,63000
2023,51,65+,台中市,389,66000
2023,51,65+,台南市,266,67000
2023,51,65+,台東縣,42,10014
2023,51,65+,雲林縣,96,10009
2023,51,65+,基隆市,49,10017
2023,51,7~12,嘉義市,20,10020
2023,51,7~12,嘉義縣,15,10010
2023,51,7~12,連江縣,1,09007
2023,51,7~12,桃園市,73,68000
2023,51,7~12,屏東縣,30,10013
2023,51,7~12,南投縣,16,10008
2023,51,7~12,彰化縣,47,10007
2023,51,7~12,宜蘭縣,35,10002
2023,51,7~12,新北市,111,65000
2023,51,7~12,新竹市,9,10018
2023,51,7~12,新竹縣,22,10004
2023,51,7~12,花蓮縣,22,10015
2023,51,7~12,金門縣,14,09020
2023,51,7~12,苗栗縣,46,10005
2023,51,7~12,高雄市,76,64000
2023,51,7~12,台北市,191,63000
2023,51,7~12,台中市,100,66000
2023,51,7~12,台南市,82,67000
2023,51,7~12,台東縣,13,10014
2023,51,7~12,雲林縣,24,10009
2023,51,7~12,基隆市,14,10017
2023,52,0~6,嘉義市,101,10020
2023,52,0~6,嘉義縣,51,10010
2023,52,0~6,連江縣,5,09007
2023,52,0~6,桃園市,203,68000
2023,52,0~6,屏東縣,90,10013
2023,52,0~6,南投縣,51,10008
2023,52,0~6,彰化縣,246,10007
2023,52,0~6,宜蘭縣,60,10002
2023,52,0~6,新北市,284,65000
2023,52,0~6,新竹市,14,10018
2023,52,0~6,新竹縣,37,10004
2023,52,0~6,花蓮縣,58,10015
2023,52,0~6,金門縣,37,09020
2023,52,0~6,苗栗縣,92,10005
2023,52,0~6,高雄市,299,64000
2023,52,0~6,台北市,456,63000
2023,52,0~6,台中市,389,66000
2023,52,0~6,台南市,317,67000
2023,52,0~6,台東縣,64,10014
2023,52,0~6,雲林縣,111,10009
2023,52,0~6,基隆市,31,10017
2023,52,13~18,嘉義市,42,10020
2023,52,13~18,嘉義縣,23,10010
2023,52,13~18,連江縣,1,09007
2023,52,13~18,桃園市,71,68000
2023,52,13~18,屏東縣,42,10013
2023,52,13~18,南投縣,24,10008
2023,52,13~18,彰化縣,68,10007
2023,52,13~18,澎湖縣,3,10016
2023,52,13~18,宜蘭縣,22,10002
2023,52,13~18,新北市,89,65000
2023,52,13~18,新竹市,22,10018
2023,52,13~18,新竹縣,22,10004
2023,52,13~18,花蓮縣,13,10015
2023,52,13~18,金門縣,15,09020
2023,52,13~18,苗栗縣,25,10005
2023,52,13~18,高雄市,102,64000
